,Concept_ID,sah,is
128,Meer::N,муора,haf
129,Meer::N,муора,sjór
130,Bucht::N,хомо,vík
131,Bucht::N,бухта,vík
132,Insel::N,арыы,eyja
133,Blume::N,сибэкки,blóm
134,Gras::N,от,gras
135,Wurzel::N,силис,rót
136,Baum::N,мас,tré
137,Stamm::N,умнас,stofn
138,Rinde::N,хатырык,börkur
139,Ast::N,мутук,grein
140,Zweig::N,лабаа,angi
141,Zweig::N,лабаа,kvistur
142,Blatt::N,сэбирдэх,blað
143,Birke::N,хатыҥ,birki
144,Kiefer[Baum]::N,бэс,fura
145,Weide[Baum]::N,үөт,víðir
146,Weide[Baum]::N,талах,víðir
147,Tanne::N,харыйа,greni
148,Horn::N,муос,horn
149,Feder::N,куорсун,fjöður
150,Fell::N,тирии,skinn
151,Flügel::N,кынат,vængur
152,Klaue::N,тыҥырах,kló
153,Kralle::N,баппаҕай,kló
154,Schwanz::N,кутурук,rófa
155,Schwanz::N,кутурук,skott
156,Ei::N,сымыыт,egg
157,Nest::N,уйа,hreiður
158,Bau::N,хороон,greni
159,Bau::N,хороон,bæli
160,Tier::N,кыыл,dýr
161,Tier::N,харамай,dýr
162,Herde::N,үөр,hjörð
163,Kuh::N,ынах,kýr
164,Bulle::N,оҕус,boli
165,Pferd::N,сылгы,hestur
166,Schaf::N,овца,kind
167,Schwein::N,сибиинньэ,svín
168,Hund::N,ыт,hundur
169,Katze::N,куоска,köttur
170,Bär::N,эһэ,björn
171,Eichhörnchen::N,тииҥ,íkorni
172,Elch::N,тайах,elgur
173,Fuchs::N,саһыл,refur
174,Hase::N,куобах,héri
175,Maus::N,кутуйах,mús
176,Wolf::N,бөрө,úlfur
177,Vogel::N,көтөр,fugl
178,Schwarm::N,бөлөх,sægur
179,Huhn::N,куурусса,hæna
180,Hahn::N,бөтүүк,hani
181,Gans::N,хаас,gæs
182,Adler::N,хотой,örn
183,Ente::N,кус,önd
184,Eule::N,мэкчиргэ,uggla
185,Kranich::N,туруйа,trana
186,Krähe::N,тураах,kráka
187,Kuckuck::N,кэҕэ,gaukur
188,Schwan::N,куба,svanur
189,Fisch::N,балык,fiskur
190,Barsch::N,алыһар,aborri
191,Hecht::N,сордон,gedda
192,Schlange[Tier]::N,моҕой,naðra
193,Schlange[Tier]::N,эриэн үөн,naðra
194,Wurm::N,үөн,ormur
195,Spinne::N,ооҕуй,kónguló
196,Ameise::N,кымырдаҕас,maur
197,Laus::N,быт,lús
198,Mücke::N,кумаар,mý
199,Mücke::N,кумаар,mýfluga
200,Fliege::N,сахсырҕа,fluga
201,Schmetterling::N,лыах,fiðrildi
202,Schmetterling::N,үрүмэччи,fiðrildi
203,Beere::N,отон,ber
204,Apfel::N,яблоко,epli
205,Pilz::N,тэллэй,sveppur
206,Zwiebel::N,луук,laukur
207,Saat::N,сиэмэ,fræ
208,Saat::N,сиэмэ,útsæði
209,Korn::N,сиэмэ,korn
210,Heu::N,от,hey
211,Schale::N,хах,hýði
212,Grube::N,дьаама,gryfja
213,Falle::N,сохсо,gildra
214,Schlinge::N,уктаа,snara
215,Spur::N,суол,spor
216,Asche::N,күл,aska
217,Dreck::N,бадараан,óþverri
218,Eisen::N,тимир,járn
219,Gold::N,көмүс,gull
220,Gold::N,кыһыл көмүс,gull
221,Silber::N,көмүс,silfur
222,Silber::N,үрүҥ көмүс,silfur
223,Kohle::N,чох,kol
224,Glas::N,өстүөкүлэ,gler
225,Lehm::N,туой,leir
226,Sand::N,кумах,sandur
227,Mensch::N,киһи,maður
228,Mensch::N,киһи,manneskja
229,Mann::N,эр,maður
230,Mann::N,эр,karlmaður
231,Frau::N,дьахтар,kona
232,Kind::N,оҕо,barn
233,Kind::N,оҕо,krakki
234,Junge::N,уол,drengur
235,Mädchen::N,кыыс оҕо,stelpa
236,Familie::N,кэргэн,fjölskylda
237,Großvater::N,эһэ,afi
238,Großmutter::N,эбэ,amma
239,Eltern::N,аҕа-ийэ,foreldrar
240,Vater::N,аҕа,faðir
241,Mutter::N,ийэ,móðir
242,Sohn::N,уол,sonur
243,Tochter::N,кыыс,dóttir
244,Bruder::N,убай,bróðir
245,Bruder::N,быраат,bróðir
246,Schwester::N,аҕас,systir
247,Schwester::N,балыс,systir
248,Onkel::N,таай,föðurbróðir
249,Onkel::N,абаҕа,föðurbróðir
250,Tante::N,эдьиий,frænka
251,Tante::N,эдьиий,móðursystir
252,Ehemann::N,эр,eiginmaður
253,Ehefrau::N,ойох,eiginkona
254,Freude::N,үөрүү,gleði
255,Gelächter::N,күлүү,hlátur
256,Glück::N,дьол,gæfa
257,Glück::N,соргу,gæfa
258,Kummer::N,кутурҕан,sorg
259,Wunsch::N,баҕарыы,ósk
260,Lust::N,баҕа,fýsn
261,Lust::N,баҕа,löngun
262,Geist::N,тыын,andi
263,Gedanke::N,санаа,hugsun
264,Gedächtnis::N,өй,minni
265,Verstand::N,өй,vit
266,Sinn::N,суолта,merking
267,Grund::N,төрүөт,ástæða
268,Wahrheit::N,кырдьык,sannleikur
269,Gespräch::N,бэсиэдэ,samtal
270,Gespräch::N,кэпсэтии,samtal
271,Märchen::N,остуоруйа,ævintýri
272,Erzählung::N,кэпсээн,saga
273,Nachricht::N,биллэриллии,frétt
274,Neuigkeit::N,сонун,frétt
275,Name::N,аат,nafn
276,Rätsel::N,таабырын,gáta
277,Rede::N,этии,ræða
278,Sprache::N,тыл,mál
279,Sprache::N,тыл,tungumál
280,Stimme::N,куолас,rödd
281,Wort::N,тыл,orð
282,Zeichen::N,бэлиэ,tákn
283,Zeichen::N,бэлиэ,merki
284,Ruf::N,ыҥырыы,kall
285,Lärm::N,айдаан,hávaði
286,Laut::N,тыас,hljóð
287,Ton::N,дорҕоон,tónn
288,Lied::N,ырыа,ljóð
289,Lied::N,ырыа,söngur
290,Ruhe::N,уу чуумпу,ró
291,Ruhe::N,уу чуумпу,kyrrð
292,Leute::N,дьон,fólk
293,Volk::N,дьон,þjóð
294,Volk::N,норуот,þjóð
295,Arbeit::N,үлэ,vinna
296,Gast::N,ыалдьыт,gestur
297,Geschenk::N,бэлэх,gjöf
298,Spiel::N,оонньуу,leikur
299,Gesellschaft::N,общество,selskapur
300,Hilfe::N,көмө,hjálp
301,Freund::N,доҕор,vinur
302,Kamerad::N,атас,félagi
303,Angelegenheit::N,дьыала,mál
304,Angelegenheit::N,дьыала,málefni
305,Anzahl::N,ахсаан,tala
306,Anzahl::N,ахсаан,fjöldi
307,Art::N,биис,tegund
308,Stück::N,кырбас,biti
309,Stück::N,кырбас,stykki
310,Teil::N,ирээт,hluti
311,Teil::N,ирээт,partur
312,Hälfte::N,аҥар,helmingur
313,Kreis::N,төгүрүк,hringur
314,Kreis::N,төгүрүмтэ,hringur
315,Kreuz::N,кириэс,kross
316,Kreuz::N,кириэс,krossmark
317,Linie::N,сурааһын,lína
318,Strich::N,сурааһын,strik
319,Abstand::N,арыт,millibil
320,Entfernung::N,ыраах,fjarlægð
321,Gegend::N,сир,hérað
322,Platz::N,арыт,pláss
323,Ort::N,сир,staður
324,Seite::N,өрүт,hlið
325,Seite::N,сирэй,hlið
326,Mitte::N,орто,miðja
327,Gegenstand::N,предмет,hlutur
328,Sache::N,мал,mál
329,Rand::N,кытыы,brún
330,Rand::N,ойоҕос,brún
331,Kante::N,кырыы,rönd
332,Ecke::N,муннук,horn
333,Spitze::N,чыпчаал,oddur
334,Ende::N,төбө,endi
335,Loch::N,тэһэҕэс,gat
336,Loch::N,тэһэҕэс,hola
337,Loch::N,дьөлөҕөс,gat
338,Loch::N,дьөлөҕөс,hola
339,Winkel::N,муннук,skot
340,Winkel::N,муннук,krókur
341,Muster::N,оһуор,munstur
342,Größe::N,кээмэй,stærð
343,Länge::N,уста,lengd
344,Höhe::N,үрдүк,hæð
345,Gewicht::N,ыйааһын,vigt
346,Gewicht::N,ыйааһын,þyngd
347,Menge::N,ахсаан,magn
348,Haufen::N,чөмчөх,hrúga
349,Haufen::N,чөмчөх,haugur
350,Reihe::N,кэккэ,röð
351,Boot::N,оҥочо,bátur
352,Ruder::N,эрдии,ár
353,Schlitten::N,сыарҕа,sleði
354,Ski::N,хайыһар,skíði
355,Lagerfeuer::N,кутаа,varðeldur
356,Last::N,ыарахан,byrði
357,Last::N,ыарахан,farmur
358,Gang::N,хаамыы,ganga
359,Schritt::N,хардыы,skref
360,Norden::N,хоту,norður
361,Süden::N,соҕуруу,suður
362,Westen::N,арҕаа,vestur
363,Osten::N,илин,austur
364,Holz::N,мас,viður
365,Brett::N,дуоска,fjöl
366,Brett::N,хаптаһын,fjöl
367,Platte::N,билиитэ,flötur
368,Stütze::N,тулааһын,stoð
369,Stange::N,ураҕас,stöng
370,Stock::N,мас,prik
371,Stock::N,мас,stafur
372,Stock::N,баалкы,prik
373,Stock::N,баалкы,stafur
374,Stab::N,ураҕас,prik
375,Stab::N,ураҕас,stafur
376,Rohr::N,турба,rör
377,Rohr::N,турба,pípa
378,Haus::N,дьиэ,hús
379,Heim::N,дьиэ,heimili
380,Ofen::N,оһох,ofn
381,Fußboden::N,муоста,gólf
382,Tisch::N,остуол,borð
383,Stuhl::N,устуул,stóll
384,Wiege::N,биһик,vagga
385,Bett::N,кырабаат,rúm
386,Bett::N,кырабаат,hvíla
387,Regal::N,долбуур,hilla
388,Kiste::N,дьааһык,kassi
389,Fenster::N,түннүк,gluggi
390,Tür::N,аан,dyr
391,Tür::N,аан,hurð
392,Tor::N,аан,hlið
393,Zaun::N,соппулуот,girðing
394,Zaun::N,соппулуот,limgarður
395,Dach::N,кырыыса,þak
396,Leiter::N,кирилиэс,stigi
397,Besen::N,миинньик,sópur
398,Spaten::N,күрдьэх,spaði
399,Schaufel::N,күрдьэх,skófla
400,Gabel::N,биилкэ,gaffall
401,Löffel::N,луоска,skeið
402,Messer::N,быһах,hnífur
403,Nagel::N,тоһоҕо,nögl
404,Netz::N,илим,net
405,Haken::N,көхө,krókur
406,Griff::N,ук,tak
407,Griff::N,тутаах,tak
408,Schloss::N,күлүүс,lás
409,Bild::N,хартыына,mynd
410,Figur::N,фигура,stytta
411,Puppe::N,куукула,brúða
412,Beutel::N,мөһөөччук,poki
413,Beutel::N,мөһөөччук,baggi
414,Bündel::N,баайыы,böggull
415,Tasche::N,суумка,veski
416,Eimer::N,биэдэрэ,fata
417,Deckel::N,хаппах,lok
418,Geschirr::N,иһит,leirtau
419,Sack::N,куул,sekkur
420,Tasse::N,сэлиэнэй,bolli
421,Topf::N,көстүрүүҥкэ,pottur
422,Kessel::N,хочуол,ketill
423,Essen::N,аһылык,matur
424,Nahrung::N,ас,fæða
425,Speise::N,аһылык,réttur
426,Speise::N,аһылык,matarréttur
427,Fleisch::N,эт,kjöt
428,Getreide::N,злактар,korn
429,Brei::N,хааһы,grautur
430,Brot::N,килиэп,brauð
431,Scheibe::N,куһуок,sneið
432,Fett::N,сыа,fita
433,Butter::N,арыы,smjör
434,Öl::N,арыы,olía
435,Salz::N,туус,salt
436,Suppe::N,мин,súpa
437,Honig::N,мүөт,hunang
438,Milch::N,үүт,mjólk
439,Tee::N,чэй,te
440,Leder::N,тирии,skinn
441,Wolle::N,түү,ull
442,Stoff::N,таҥас,dúkur
443,Nadel::N,иннэ,nál
444,Faden::N,сап,þráður
445,Knopf::N,тимэх,tala
446,Knopf::N,тимэх,hnappur
447,Knoten::N,түмүк,hnútur
448,Farbe::N,кырааска,málning
449,Kleidung::N,таҥас,búningur
450,Kleidung::N,таҥас,klæðnaður
451,Hemd::N,ырбаахы,skyrta
452,Kragen::N,саҕа,kragi
453,Kragen::N,саҕа,flibbi
454,Ärmel::N,сиэх,ermi
455,Hose::N,ыстаан,buxur
456,Hose::N,бүрүүкэ,buxur
457,Gürtel::N,кур,belti
458,Mütze::N,бэргэһэ,húfa
459,Schuh::N,бачыыҥка,skór
460,Stiefel::N,саппыкы,stígvél
461,Ring::N,биһилэх,hringur
462,Band::N,лиэнтэ,band
463,Kamm::N,тараах,greiða
464,Spiegel::N,сиэркилэ,spegill
465,Riemen::N,кур,ól
466,Riemen::N,кур,reim
467,Schnur::N,быа,snúra
468,Leine::N,тэһиин,band
469,Decke::N,суорҕан,teppi
470,Kissen::N,сыттык,koddi
471,Tuch::N,былаат,klútur
472,Handtuch::N,соттор,þurrka
473,Handtuch::N,соттор,handklæði
474,Kraft::N,сыра,afl
475,Kraft::N,сыра,kraftur
476,Stärke::N,күүс,styrkur
477,Gesundheit::N,доруобуйа,heilsa
478,Gesundheit::N,доруобуйа,heilbrigði
479,Krankheit::N,ыарыы,sjúkdómur
480,Schmerz::N,ыарыы,sársauki
481,Wunde::N,баас,sár
482,Fieber::N,түрүлгэн,hitasótt
483,Fieber::N,лихорадка,hitasótt
484,Fieber::N,температура,hitasótt
485,Arznei::N,эмп,lyf
486,Brücke::N,күргэ,brú
487,Brunnen::N,холуодьас,brunnur
488,Weide::N,мэччирэҥ,hagi
489,Pfad::N,ыллык,stígur
490,Weg::N,суол,vegur
491,Straße::N,суол,gata
492,Straße::N,суол,stræti
493,Dorf::N,дэриэбинэ,þorp
494,Stadt::N,куорат,borg
495,Brief::N,сурук,bréf
496,Buch::N,кинигэ,bók
497,Buchstabe::N,буква,bókstafur
498,Zeitung::N,хаһыат,dagblað
499,Leben::N,тыын,líf
500,Tod::N,өлүү,dauði
501,Grab::N,иин,gröf
502,Kirche::N,таҥара дьиэтэ,kirkja
503,Sünde::N,айыы,synd
504,Gott::N,тангара,guð
505,Arbeiter::N,үлэһит,verkamaður
506,Chef::N,баһылык,yfirmaður
507,Chef::N,начальник,yfirmaður
508,Meister::N,уус,meistari
509,Meister::N,маастар,meistari
510,Arzt::N,врач,læknir
511,Lehrer::N,учуутал,kennari
512,Geld::N,харчы,peningar
513,Geschäft::N,идэ,viðskipti
514,Laden::N,маҕаһыын,búð
515,Laden::N,маҕаһыын,verslun
516,Preis::N,сыана,verð
517,Ware::N,табаар,vara
518,Nutzen::N,туһа,gagn
519,Reichtum::N,баай,auður
520,Welt::N,аан дойду,veröld
521,Land::N,дойду,land
522,Staat::N,государство,ríki
523,König::N,король,konungur
524,Macht::N,былаас,vald
525,Grenze::N,кыраныысса,landamæri
526,Krieg::N,сэрии,stríð
527,Feind::N,өстөөх,fjandmaður
528,Gewalt::N,күүһүлээһин,ofbeldi
529,Kampf::N,охсуһуу,bardagi
530,Bogen[Waffe]::N,ох,bogi
531,Pfeil::N,ох,ör
532,Gewehr::N,саа,byssa
533,Fehler::N,сыыһа,villa
534,Lüge::N,сымыйа,lygi
535,Schaden::N,хоромньу,skemmd
536,Unglück::N,алдьархай,óhamingja
537,Schuld::N,буруй,sök
538,Alter::N,саас,aldur
539,Schluss::N,тиһэх,lok
540,Schluss::N,тиһэх,endir
541,Zeit::N,бириэмэ,tími
542,Tag::N,күн,dagur
543,Morgen::N,сарсыарда,morgunn
544,Mittag::N,күн ортото,hádegi
545,Abend::N,киэһэ,kvöld
546,Nacht::N,түүн,nótt
547,Woche::N,нэдиэлэ,vika
548,Monat::N,ый,mánuður
549,Jahr::N,сыл,ár
550,Jahr::N,дьыл,ár
551,Frühling::N,саас,vor
552,Sommer::N,сайын,sumar
553,Herbst::N,күһүн,haust
554,Winter::N,кыһын,vetur
555,Januar::N,тохсунньу,janúar
556,Februar::N,олунньу,február
557,März::N,кулун тутар,mars
558,April::N,муус устар ый,apríl
559,Mai::N,ыам ыйа,maí
560,Juni::N,бэс ыйа,júní
561,Juli::N,от ыйа,júlí
562,August::N,атырдьах ыйа,ágúst
563,September::N,балаҕан ыйа,september
564,Oktober::N,алтынньы,október
565,November::N,сэтинньи,nóvember
566,Dezember::N,ахсынньы,desember
567,Montag::N,бэнидиэнньик,mánudagur
568,Dienstag::N,оптуорунньук,þriðjudagur
569,Mittwoch::N,сэрэдэ,miðvikudagur
570,Donnerstag::N,чэппиэр,fimmtudagur
571,Freitag::N,бээтинсэ,föstudagur
572,Samstag::N,субуота,laugardagur
573,Sonntag::N,баскыһыанньа,sunnudagur
574,groß::A,бөдөҥ,stór
575,groß::A,улахан,stór
576,klein::A,кыр,lítill
577,lang::A,уһун,langur
578,kurz::A,кылгас,stuttur
579,breit::A,кэтит,breiður
580,schmal::A,кыараҕас,mjór
581,dicht::A,хойуу,þéttur
582,dick[Gegenstand]::A,суон,þykkur
583,dick[Gegenstand]::A,хойуу,þykkur
584,dünn::A,чараас,þunnur
585,fein::A,бытархай,fíngerður
586,fein::A,синньигес,fíngerður
587,fest::A,бөҕө,fastur
588,fest::A,кытаанах,fastur
589,flach::A,хаптаҕай,flatur
590,glatt::A,кылааккай,háll
591,glatt::A,кылааккай,sléttur
592,hart::A,хатан,harður
593,hart::A,кытаанах,harður
594,weich::A,сымнаҕас,mjúkur
595,rund::A,төгүрүк,kringlóttur
596,spitz::A,сытыы,oddhvass
597,spitz::A,уһуктаах,oddhvass
598,scharf::A,сытыы,beittur
599,stumpf::A,сыппах,bitlaus
600,schwer::A,ыарахан,þungur
601,schön::A,кыраһыабай,fagur
602,schön::A,кыраһыабай,fallegur
603,heiß::A,итии,heitur
604,warm::A,ичигэс,hlýr
605,warm::A,ичигэс,heitur
606,kalt::A,тымныы,kaldur
607,kühl::A,сөрүүн,svalur
608,frisch::A,ыраас,frískur
609,frisch::A,сөрүүн,frískur
610,frisch::A,тымныы,frískur
611,feucht::A,сииктээх,rakur
612,feucht::A,сииктээх,þvalur
613,nass::A,инчэҕэй,votur
614,nass::A,инчэҕэй,blautur
615,trocken::A,кураан,þurr
616,voll::A,толору,fullur
617,leer::A,иччитэх,tómur
618,offen::A,аһаҕас,opinn
619,geschlossen::A,бүтэй,lokaður
620,sauber::A,сэбэр,þrifinn
621,schmutzig::A,кирдээх,óhreinn
622,schmutzig::A,кирдээх,sóðalegur
623,roh::A,сиикэй,hrár
624,reif::A,буспут,þroskaður
625,reif::A,сиппит-хоппут,þroskaður
626,lecker::A,минньигэс,ljúffengur
627,süß::A,минньигэс,sætur
628,bitter::A,аһыы,beiskur
629,sauer::A,аһыы,súr
630,hell::A,сырдык,bjartur
631,dunkel::A,хараҥа,dimmur
632,schwarz::A,хара,svartur
633,weiß::A,үрүҥ,hvítur
634,weiß::A,маҥан,hvítur
635,rot::A,кыһыл,rauður
636,gelb::A,саһархай,gulur
637,blau::A,күөх,blár
638,grün::A,күөх,grænn
639,grün::A,от күөҕэ,grænn
640,grau::A,сиэрэй,grár
641,bunt::A,эриэн,marglitur
642,billig::A,чэпчэки,ódýr
643,teuer::A,сыаналаах,dýr
644,wertvoll::A,сыаналаах,verðmætur
645,blind::A,хараҕа суох,blindur
646,taub::A,дьүлэй,heyrnarlaus
647,kräftig::A,модун,öflugur
648,stark::A,күүстээх,sterkur
649,schwach::A,мөлтөх,veill
650,fett::A,эмис,feitur
651,schlank::A,дьылҕан,grannur
652,schlank::A,дьылҕан,spengilegur
653,schlank::A,дьыпсаҕай,grannur
654,schlank::A,дьыпсаҕай,spengilegur
655,hübsch::A,олус кэрэ,snotur
656,hübsch::A,олус кэрэ,laglegur
657,hübsch::A,көрүөхтэн үчүгэй,snotur
658,hübsch::A,көрүөхтэн үчүгэй,laglegur
659,böse::A,өһүөннээх,illur
660,böse::A,өһүөннээх,vondur
661,dumm::A,акаары,heimskur
662,faul::A,нэс,latur
663,fleißig::A,кыһамньылаах,iðinn
664,geizig::A,иҥсэлээх,nískur
665,klug::A,өйдөөх,hygginn
666,geschickt::A,наһаа дьоҕурдаах,fimur
667,geschickt::A,наһаа дьоҕурдаах,laginn
668,lieb::A,тапталлаах,kær
669,lieb::A,тапталлаах,ljúfur
670,lustig::A,көрдөөх,kátur
671,sanft::A,намчы,blíður
672,sanft::A,сымнаҕас,blíður
673,hungrig::A,аччык,soltinn
674,hungrig::A,аччык,hungraður
675,krank::A,ыалдьар,sjúkur
676,nackt::A,сыгынньах,nakinn
677,traurig::A,санаарҕабыллаах,dapur
678,traurig::A,санаарҕабыллаах,hryggur
679,lebendig::A,тыыннаах,lifandi
680,gut::A,үтүө,góður
681,gut::A,үчүгэй,góður
682,schlecht::A,куһаҕан,slæmur
683,schlecht::A,куһаҕан,lélegur
684,richtig::A,сөп,réttur
685,schlimm::A,сидьиҥ,slæmur
686,schlimm::A,быдьар,slæmur
687,wahr::A,кырдьык,sannur
688,alt::A,былыргы,gamall
689,neu::A,саҥа,nýr
690,ehemalig::A,урукку,fyrrverandi
691,alt[Lebewesen]::A,кырдьаҕас,gamall
692,jung::A,эдэр,ungur
693,arm::A,дьадаҥы,vesall
694,arm::A,дьадаҥы,fátækur
695,reich::A,баай,ríkur
696,reich::A,баай,auðugur
697,bekannt::A,билэр,kunnugur
698,berühmt::A,аатырбыт,frægur
699,fremd::A,атын,framandi
700,fremd::A,атын,ókunnugur
701,verschieden::A,араас,ýmis
702,nah::A,чугас,nálægur
703,fern::A,ыраах,fjarri
704,fern::A,ыраах,fjarlægur
705,linker::A,хаҥас,vinstri
706,rechter::A,уҥа,hægri
707,anderer::A,атын,annar
708,erster::A,маҥнайгы,fyrsti
709,zweiter::A,иккис,annar
710,dritter::A,үһүс,þriðji
711,letzter::A,тиһэх,síðasti
712,allein::ADV,соҕотох,einn
713,allein::ADV,соҕотох,aleinn
714,auf einmal::ADV,биирдэ,allt í einu
715,zusammen::ADV,холбуу,saman
716,lange::ADV,уһуннук,lengi
717,plötzlich::ADV,эмискэ,skyndilega
718,sofort::ADV,тута,strax
719,sofort::ADV,тута,þegar í stað
720,später::ADV,хойут,seinna
721,jetzt::ADV,билигин,nú
722,jetzt::ADV,билигин,núna
723,heute::ADV,бүгүн,í dag
724,morgen::ADV,сарсын,á morgun
725,bald::ADV,өтөр,brátt
726,bald::ADV,өтөр,bráðum
727,dann::ADV,кэнна,svo
728,dann::ADV,кэнна,síðan
729,gestern::ADV,бэҕэһээ,í gær
730,einst::ADV,биир төгүл,forðum
731,einst::ADV,арай биирдэ,forðum
732,damals::ADV,оччоҕо,þá
733,damals::ADV,оччоҕо,á þeim tímum
734,danach::ADV,аары,á eftir því
735,danach::ADV,ол кэнниттэн,á eftir því
736,vorher::ADV,урут,áður
737,zuerst::ADV,маҥнай,fyrst
738,einmal::ADV,биирдэ,einu sinni
739,manchmal::ADV,арыт,stundum
740,oft::ADV,чаастатык,oft
741,immer::ADV,мэлдьи,alltaf
742,immer::ADV,мэлдьи,sífellt
743,niemals::ADV,хаһан да,aldrei
744,hier::ADV,маныаха,hér
745,hierhin::ADV,бэттэх,hingað
746,von hier::ADV,мантан,héðan
747,dort::ADV,онно,þar
748,dort::ADV,онно,þarna
749,dorthin::ADV,онно,þangað
750,geradeaus::ADV,быһа,beint áfram
751,geradeaus::ADV,быһаччы,beint áfram
752,vorwärts::ADV,инники,áfram
753,rückwärts::ADV,төттөру,aftur á bak
754,zurück::ADV,төттөрү,aftur
755,zurück::ADV,төттөрү,til baka
756,unten::ADV,аллара,niðri
757,unten::ADV,аллара,fyrir neðan
758,hinab::ADV,аллара,niður
759,hinab::ADV,аллара,niður eftir
760,oben::ADV,үөһэ,uppi
761,hinauf::ADV,өрө,upp
762,hinauf::ADV,өрө,upp eftir
763,hinauf::ADV,үөһэ,upp
