,Concept_ID,mhr,kk
720,schmutzig::A,лавыра́н,айғыз
721,schmutzig::A,лавыра́н,сатпақ
722,schmutzig::A,лавыра́н,сатал-сатал
723,schmutzig::A,ла́выргыше,айғыз
724,schmutzig::A,ла́выргыше,сатпақ
725,schmutzig::A,ла́выргыше,сатал-сатал
726,roh::A,кӱ́чымӧ,шикі
727,reif::A,лӧза́,піскен
728,lecker::A,ту́тло,дәмді
729,süß::A,ше́ре,тәтті
730,bitter::A,ко́чо,ащы
731,sauer::A,шо́по,қышқыл
732,hell::A,во́лгыдо,жарық
733,hell::A,во́лгыдо,жарқын
734,dunkel::A,пычке́мыш,қараңғы
735,schwarz::A,шола́,қара
736,weiß::A,ош,ақ
737,rot::A,йошка́р,қызыл
738,gelb::A,сар,сары
739,blau::A,ка́нде,көк
740,grün::A,ужа́р,жасыл
741,grau::A,сур,бозамық
742,bunt::A,олача́,алабажак
743,billig::A,шу́лдо,арзан
744,teuer::A,ше́рге,бағалы
745,wertvoll::A,шергака́н,құнды
746,wertvoll::A,шергака́н,қымбат
747,blind::A,со́кыр,көзсіз
748,blind::A,со́кыр,көр
749,blind::A,со́кыр,көр_соқыр
750,taub::A,соҥгыра́,керең
751,taub::A,соҥгыра́,саңырау
752,kräftig::A,куа́тле,қуатты
753,kräftig::A,куа́тле,қарымды
754,stark::A,вия́н,білекті
755,schwach::A,а́лдыме,әлсіз
756,schwach::A,а́лдыме,күшсіз
757,schwach::A,а́лдыме,қайратсыз
758,fett::A,коя́,семіз
759,schlank::A,йоштката́,ашаң
760,schlank::A,яжу́,ашаң
761,hübsch::A,чеве́р,ажарлы
762,hübsch::A,чеве́р,шырайлы
763,böse::A,шы́де,өш
764,böse::A,шы́де,сұм
765,böse::A,шы́де,жауыз
766,dumm::A,аҥыра́,көкми
767,dumm::A,аҥыра́,ақымақ
768,dumm::A,аҥыра́,миы жоқ
769,faul::A,його,жалқау
770,faul::A,його,еріншек
771,fleißig::A,ты́ршыше,ұқыпты
772,geizig::A,чаҥга́,сараң
773,klug::A,уша́н,жетік
774,klug::A,уша́н,ақылды
775,geschickt::A,уста́,шебер
776,lieb::A,ала́л,абзал
777,lieb::A,ала́л,айналайын
778,lustig::A,весела́,көңілді
779,sanft::A,ны́жылге,жуас
780,hungrig::A,шу́жышо,аш
781,krank::A,че́рле,кеселді
782,nackt::A,чарама́т,жалаңаш
783,traurig::A,ойга́н,қапа
784,lebendig::A,и́лыше,тірі
785,lebendig::A,и́лыше,жанды
786,gut::A,сай,жақсы
787,schlecht::A,уда́,жаман
788,schlecht::A,шӱ́кшӧ,жаман
789,richtig::A,чы́нле,дұрыс
790,schlimm::A,аля́к,жаман
791,schlimm::A,тыра́н,жаман
792,wahr::A,чы́нле,нағыз
793,wahr::A,настоя́щий,нағыз
794,alt::A,то́што,ескі
795,neu::A,у,жаңа
796,ehemalig::A,о́нчычсо,өткен
797,ehemalig::A,о́нчычсо,бұрынғы
798,ehemalig::A,онда́кысе,өткен
799,ehemalig::A,онда́кысе,бұрынғы
800,alt[Lebewesen]::A,шо́нто,кексе
801,jung::A,са́мырык,науша
802,arm::A,нужна́,кедей
803,arm::A,нужна́,дәулетсіз
804,reich::A,поя́н,малды
805,bekannt::A,па́лыме,таныс
806,bekannt::A,па́лыме,көзтаныс
807,berühmt::A,лӱ́млӧ,атақты
808,fremd::A,йот,бөтен
809,verschieden::A,тӱ́рлӧ,түрлі
810,nah::A,ли́шыл,жуық
811,nah::A,ли́шыл,етене
812,fern::A,тора́,алыс
813,fern::A,тора́,алыстағы
814,fern::A,мӱ́ндыр,алыс
815,fern::A,мӱ́ндыр,алыстағы
816,linker::A,шола́,сол
817,linker::A,шола́,солшыл
818,rechter::A,пурла́,оң
819,anderer::A,вес,өзге
820,anderer::A,вес,былайғы
821,anderer::A,мо́ло,өзге
822,anderer::A,мо́ло,былайғы
823,erster::A,и́кымше,алғашқы
824,zweiter::A,ко́кымшо,екінші
825,dritter::A,ку́мшо,үшінші
826,letzter::A,пыта́ртыш,артқы
827,letzter::A,пыта́ртыш,кейінгі
828,allein::ADV,шкет,серіксіз
829,auf einmal::ADV,икана́ште,бірден
830,zusammen::ADV,пырля́,бірлесіп
831,lange::ADV,кужу́н,ұзақ
832,plötzlich::ADV,кенета́,кенет
833,sofort::ADV,кызыта́к,әне-міне дегенше
834,später::ADV,варара́к,артынан
835,jetzt::ADV,ы́нде,енді
836,jetzt::ADV,ы́нде,қазір
837,jetzt::ADV,кы́зыт,енді
838,jetzt::ADV,кы́зыт,қазір
839,heute::ADV,та́че,бүгін
840,morgen::ADV,эрла́,ертең
841,bald::ADV,вашке́,тез
842,dann::ADV,вара́,онан соң
843,dann::ADV,вара́,сонан соң
844,gestern::ADV,теҥге́че,кеше
845,einst::ADV,икана́,бірде
846,einst::ADV,икана́,бір кезде
847,damals::ADV,туна́м,анада
848,danach::ADV,вара́,онан соң
849,danach::ADV,вара́,сонан соң
850,vorher::ADV,о́нчыч,бұрын
851,zuerst::ADV,онда́к,әуелі
852,zuerst::ADV,онда́к,алдымен
853,einmal::ADV,икана́,бір жолы
854,manchmal::ADV,ка́шын,кейде
855,manchmal::ADV,кокла́н,кейде
856,oft::ADV,чӱ́чкыдын,ылғи
857,immer::ADV,эре́,өнебойы
858,immer::ADV,ту́тыш,өнебойы
859,niemals::ADV,ок нигуна́м,ешуақытта
860,hier::ADV,ты́ште,бұнда
861,hier::ADV,ты́ште,осында
862,hierhin::ADV,ты́шке,бермен
863,hierhin::ADV,тыш,бермен
864,von hier::ADV,тыше́ч,бер жақтан
865,von hier::ADV,тыве́ч,бер жақтан
866,dort::ADV,ту́што,анда
867,dorthin::ADV,туш,әрі
868,dorthin::ADV,ту́шко,әрі
869,geradeaus::ADV,вик,тура
870,vorwärts::ADV,о́нчыко,ілгері
871,rückwärts::ADV,шеҥге́к,артқа
872,zurück::ADV,мӧҥге́ш,кейін қарай
873,unten::ADV,ӱ́лнӧ,төменде
874,unten::ADV,йыма́лне,төменде
875,hinab::ADV,йыма́к,астына
876,hinab::ADV,йыма́к,төмен
877,oben::ADV,кӱ́шнӧ,жоғарыда
878,oben::ADV,ӱмба́лне,жоғарыда
879,hinauf::ADV,кӱ́ш,өрге
880,hinauf::ADV,кӱ́шкӧ,өрге
881,überall::ADV,чыла́ вере́,әрқайда
882,nicht::ADV,ок,емес
883,nicht::ADV,о́геш,емес
884,ein wenig::ADV,изи́ш,азырақ
885,ein wenig::ADV,изи́ш,аздаған
886,ein wenig::ADV,изи́ш,азғантай
887,kaum::ADV,пыкше́,зорға
888,sehr::ADV,чот,орасан
889,so::ADV,тыге́,бұлай
890,so::ADV,тыге́,былайша
891,noch::ADV,а́ле,әлі
892,nur::ADV,гына́,ғана
893,schon::ADV,ы́нде,түге
894,wieder::ADV,ада́к,жаңа
895,wieder::ADV,ада́к,қайта
896,wieder::ADV,ада́к,жаңадан
897,vergebens::ADV,ара́м,бекер
898,vor::PRP,о́нчыч,алды
899,hinter::PRP,шеҥге́лне,артынан
900,unter::PRP,йыма́лне,түп
901,unter::PRP,йыма́лне,маңында
902,durch::PRP,вошт,арқылы
903,neben::PRP,вокте́н,іргеде
904,neben::PRP,вокте́н,жанында
905,zwischen::PRP,кокла́ште,арада
906,wegen::PRP,верч,үшін
907,dies::PRN,ти́де,бұ
908,dies::PRN,ти́де,осы
909,das::PRN,са́де,сол
910,alles::PRN,чыла́,дүйім
911,alles::PRN,чыла́,күллі
912,ich::PRN,мый,мен
913,du::PRN,тый,сен
914,er::PRN,ту́до,ол
915,wir::PRN,ме,біз
916,ihr::PRN,те,сіз
917,sie::PRN,ну́но,олар
918,was::FPRN,мо,не
919,wer::FPRN,кӧ,кім
920,wo::FADV,куша́н,кәні
921,wo::FADV,куша́н,қайда
922,wohin::FADV,куш,қайда
923,wohin::FADV,ку́шко,қайда
924,wie::FADV,кузе́,калай
925,warum::FADV,мо,неғып
926,warum::FADV,мола́н,неғып
927,wieviel::FNUM,куна́р,неше
928,wieviel::FNUM,куна́р,қанша
929,eins::NUM,ик,бір
930,zwei::NUM,ко́кыт,екі
931,drei::NUM,кум,үш
932,vier::NUM,ныл,төрт
933,fünf::NUM,вич,бес
934,sechs::NUM,куд,алты
935,sieben::NUM,шым,жеті
936,acht::NUM,канда́ш,сегіз
937,neun::NUM,инде́ш,тоғыз
938,zehn::NUM,лу,он
939,elf::NUM,лати́к,он бір
940,zwölf::NUM,латко́к,он екі
941,zwanzig::NUM,ко́ло,жиырма
942,dreißig::NUM,ку́мло,отыз
943,vierzig::NUM,ны́лле,қырық
944,fünfzig::NUM,ви́тле,елу
945,sechzig::NUM,ку́дло,алпыс
946,siebzig::NUM,шы́мле,жетпіс
947,achtzig::NUM,канда́шле,сексен
948,neunzig::NUM,инде́шле,тоқсан
949,hundert::NUM,шӱ́дӧ,жүз
950,tausend::NUM,тӱже́м,мың
951,und::CNJ,да,та
952,und::CNJ,ден,та
953,oder::CNJ,я,әлде
954,oder::CNJ,я,немесе
955,oder::CNJ,а́ле,әлде
956,oder::CNJ,а́ле,немесе
957,stehen::V,шога́ш,тұру
958,sitzen::V,шинча́ш,отыру
959,liegen::V,кия́ш,жату
960,hängen::V,кеча́ш,ілу
961,werden::V,лия́ш,болу
962,werden::V,лия́ш,түрегелу
963,passieren::V,лия́ш,болу
964,beginnen::V,тӱҥгала́ш,басталу
965,enden::V,пыта́ш,ада болу
966,wechseln::V,вашталта́ш,құбылу
967,wechseln::V,вашталта́ш,өзгеру
968,aufgehen[Sonne]::V,лекта́ш,шығу
969,untergehen[Sonne]::V,шинча́ш,батыру
970,scheinen[Sonne]::V,волгалта́ш,жылтырау
971,donnern::V,кӱдырта́ш,күркіреу
972,donnern::V,сургалта́ш,күркіреу
973,wehen::V,пуа́ш,огып тур
974,strömen::V,шийалтара́ш,сорғалау
975,fließen::V,йога́ш,ағу
976,sich drehen::V,пӧрда́ш,айналу
977,schwanken::V,лӱҥга́ш,толықсу
978,schwanken::V,тайныла́ш,толықсу
979,schwingen::V,рӱпшалта́ш,тербелу
980,fallen::V,воза́ш,құлау
981,fallen::V,воза́ш,жығылу
982,fallen::V,воза́ш,төмендеу
983,fallen::V,йӧрла́ш,құлау
984,fallen::V,йӧрла́ш,жығылу
985,fallen::V,йӧрла́ш,төмендеу
986,brennen::V,йӱла́ш,жану
987,rauchen::V,шикша́ш,түтету
988,regnen::V,йӱра́ш,жауу
989,gefrieren::V,кылма́ш,мұздай қату
990,gefrieren::V,кылма́ш,мұз боп қату
991,gefrieren::V,ияҥа́ш,мұздай қату
992,gefrieren::V,ияҥа́ш,мұз боп қату
993,tauen::V,шула́ш,жібу
994,schmelzen::V,лева́ш,еру
995,trocknen::V,кошка́ш,курау
996,sieden::V,шола́ш,қайнау
997,faulen::V,шӱя́ш,иістену
998,verfaulen::V,шӱйы́н шуа́ш,шіру
999,reißen::V,кӱрла́ш,жыртылу
1000,versinken::V,пуре́н кая́ш,малтығу
1001,vergehen::V,эрте́н кая́ш,өту
1002,erscheinen::V,толы́н лекта́ш,көріну
1003,erscheinen::V,толы́н лекта́ш,көрініп қалу
1004,verschwinden::V,йома́ш,ғайып_болу
1005,sinken::V,пуча́ш,ылдилау
1006,sinken::V,пуча́ш,төмендеу
1007,abnehmen::V,пуча́ш,кемітілу
1008,zunehmen::V,шукема́ш,көбею
1009,steigen::V,нӧлталта́ш,қобу
1010,steigen::V,нӧлталта́ш,көтерілу
1011,steigen::V,нӧлталта́ш,жоғарылау
1012,wachsen::V,кушка́ш,өсу
1013,glänzen::V,йылгыжа́ш,жалтырау
1014,funkeln::V,чолга́ш,жарқырау
1015,funkeln::V,чолга́ш,нұрлану
1016,funkeln::V,чолга́ш,жылтылдау
1017,lärmen::V,рӱшка́ш,шулау
1018,lärmen::V,рӱшка́ш,шуылдау
1019,läuten::V,мура́ш,қоңыраулату
1020,klingeln::V,йыҥгырта́ш,дыңғырлау
1021,klirren::V,чылдыртата́ш,дыңылдату
1022,brausen::V,лӱшка́ш,тасу
1023,rauschen::V,лыжга́ш,сусылдау
1024,rauschen::V,лыжга́ш,сыбдырлау
1025,klingen::V,йоҥга́ш,дыбыс шығару
1026,bellen::V,опта́ш,үру
1027,heulen::V,урмыжа́ш,ұлу
1028,blasen::V,пуала́ш,үру
1029,pfeifen::V,шӱ́шкаш,ысқыру
1030,schreien::V,кычкыра́ш,шыңғыру
1031,schreien::V,кычкыра́ш,айғайлау
1032,schreien::V,кычкыра́ш,байбайлау
1033,schreien::V,кычкыра́ш,бажалақтау
1034,stöhnen::V,йыҥыса́ш,ыңырсу
1035,stöhnen::V,йыҥыса́ш,ыңкылдау
1036,zittern::V,чытыра́ш,қалш
1037,zittern::V,чытыра́ш,қалшылдату
1038,leben::V,ила́ш,жасау
1039,leben::V,ила́ш,күнелту
1040,leben::V,ила́ш,күн көру
1041,leben::V,ила́ш,тіршілік ету
1042,geboren werden::V,шоча́ш,туу
1043,atmen::V,шӱла́ш,дем алу
1044,atmen::V,шӱла́ш,ауа жұту
1045,trinken::V,йӱа́ш,ішу
1046,trinken::V,йӱа́ш,ұрттау
1047,essen::V,кочка́ш,жеу
1048,essen::V,кочка́ш,тамақтану
1049,schlucken::V,нела́ш,жұту
1050,müde werden::V,ноя́ш,болдыру
1051,einschlafen::V,мале́н колта́ш,үйыктап калу
1052,schlafen::V,мала́ш,ұйықтау
1053,aufwachen::V,помыжалта́ш,ояну
1054,aufstehen::V,кынела́ш,ояну
1055,sich erholen::V,кана́ш,тынығу
1056,krank werden::V,черлане́н воза́ш,кеселдену
1057,krank werden::V,черлане́н воза́ш,сырқаттану
1058,krank werden::V,черлане́н воза́ш,ауырып қалу
1059,krank werden::V,черлане́н воза́ш,ауыра бастау
1060,krank werden::V,черлане́н воза́ш,кеселге ұшырау
1061,krank werden::V,черлане́н воза́ш,сырқаттанып қалу
1062,krank sein::V,черлане́н кия́ш,ауыру
1063,krank sein::V,черлане́н кия́ш,сырқаттану
1064,schmerzen::V,коршта́ш,ауырады
1065,husten::V,кокыра́ш,жөтелу
1066,genesen::V,тӱрла́ш,айығу
1067,genesen::V,тазаҥа́ш,айығу
1068,sterben::V,кола́ш,өлу
1069,sterben::V,кола́ш,қайтыс
1070,sterben::V,кола́ш,жантапсыру
1071,umkommen::V,вуй йома́ш,өлу
1072,umkommen::V,вуй йома́ш,қаза табу
1073,sich bewegen::V,кошта́ш,жылжу
1074,sich rühren::V,тарвана́ш,қыбырлау
1075,sich erheben::V,кынела́ш,тұру
1076,sich setzen::V,шинча́ш,отыру
1077,hinfallen::V,йӧрла́ш,жығылу
1078,laufen::V,кошта́ш,жояу жүру
1079,schreiten::V,ошкыла́ш,кадамдау
1080,spazierengehen::V,гуля́яш,қыдыру
1081,eilen::V,вашка́ш,асығу
1082,eilen::V,вашка́ш,жеделдену
1083,eilen::V,вашка́ш,жедепдеу
1084,sich beeilen::V,вашкешта́ш,асығу
1085,sich beeilen::V,вашкешта́ш,жеделдену
1086,sausen::V,юлтка́ш,заулау
1087,rennen::V,куржтала́ш,жүгіру
1088,springen::V,тӧршта́ш,секіру
1089,klettern::V,кӱза́ш,өрмелеп шығу
1090,schaukeln::V,лӱҥгалта́ш,тербелу
1091,kriechen::V,нушка́ш,еңбектеу
1092,schwimmen::V,ия́ш,жүзу
1093,schwimmen::V,ия́ш,малту
1094,schwimmen::V,ия́ш,қалықтау
1095,tauchen::V,шуҥгалта́ш,сүңгу
1096,rudern::V,удыра́ш,есу
1097,fahren::V,кудала́ш,бару
1098,fliegen::V,чоҥешта́ш,ұшу
1099,gehen::V,кая́ш,бару
1100,weggehen::V,кораҥа́ш,кету
1101,abfahren::V,лекта́ш,жөнелу
1102,anhalten::V,чарна́ш,тоқтау
1103,hineingehen::V,пура́ш,кіру
1104,eintreten::V,пура́ш,ену
1105,kommen::V,тола́ш,жету
1106,ankommen::V,шуа́ш,келу
1107,zurückkommen::V,пӧртыла́ш,қайту
1108,bleiben::V,кода́ш,қалу
1109,warten::V,вуча́ш,тосу
1110,erwarten::V,вуча́ш,күту
1111,suchen::V,кычала́ш,іздеу
1112,finden::V,муа́ш,табу
1113,versuchen::V,толаша́ш,талпыну
1114,vorbereiten::V,ямдыла́ш,әзірлеу
1115,lieben::V,йӧрата́ш,сүю
1116,mögen::V,йӧрата́ш,жарату
1117,mögen::V,йӧрата́ш,жақсы_көру
1118,lachen::V,воштыла́ш,күлу
1119,lachen::V,воштыла́ш,күлісу
1120,rühren::V,ку́мыл тарвата́ш,көңілін бұзу
1121,weinen::V,шорта́ш,жылау
1122,schimpfen::V,каргаша́ш,ақырып-бақыру
1123,sich ärgern::V,сыра́ш,ашулану
1124,sich fürchten::V,лӱда́ш,сескену
1125,fürchten::V,лӱда́ш,қауіптену
1126,fürchten::V,лӱда́ш,сақсыну
1127,fliehen::V,куржа́ш,қашу
1128,fliehen::V,куржа́ш,қашып кету
1129,flüchten::V,куржа́ш,қашу
1130,flüchten::V,куржа́ш,қашып кету
1131,sehen::V,ужа́ш,көру
1132,anschauen::V,онча́ш,назар салу
1133,ansehen::V,эскера́ш,тамашалау
1134,hören::V,кола́ш,есту
1135,zuhören::V,колышта́ш,тыңдау
1136,zuhören::V,колышта́ш,құлақ қою
1137,probieren::V,тамла́ш,тату
1138,probieren::V,тамла́ш,дәм тату
1139,riechen::V,ӱпшынча́ш,иіскеу
1140,fühlen::V,шижа́ш,сезу
1141,fühlen::V,шижа́ш,сезіну
1142,scheinen::V,чуча́ш,болып көріну
1143,zu sehen sein::V,коя́ш,көріну
1144,vernehmen::V,кола́ш,есту
1145,vernehmen::V,кола́ш,есітіп қалу
1146,frieren::V,кылма́ш,тоңу
1147,frieren::V,кылма́ш,жаурау
1148,tun::V,ышта́ш,ету
1149,tun::V,ышта́ш,істеу
1150,können::V,мошта́ш,білу
1151,wollen::V,тӱна́ш,қалау
1152,anfangen::V,тӱҥала́ш,бастау
1153,beenden::V,пытара́ш,бітіру
1154,beenden::V,пытара́ш,адақтау
1155,beenden::V,пытара́ш,тамамдау
1156,beenden::V,пытара́ш,аяқтап шығу
1157,aufhören::V,чарна́ш,доғару
1158,gelingen::V,сай лекта́ш,жолы түсу
1159,geraten::V,лекта́ш,калу
1160,öffnen::V,поча́ш,ашу
1161,öffnen::V,поча́ш,ашып қою
1162,schließen::V,петыра́ш,жабу
1163,stellen::V,шында́ш,қою
1164,stellen::V,шында́ш,қойдыру
1165,setzen::V,шында́ш,отырғызу
1166,legen::V,опта́ш,салу
1167,legen::V,опта́ш,калау
1168,legen::V,пышта́ш,салу
1169,legen::V,пышта́ш,калау
1170,berühren::V,тӱка́ш,тию
1171,verbinden::V,пида́ш,байлап алу
1172,verbinden::V,пида́ш,сабақтастыру
1173,bedecken::V,леведа́ш,бүркеу
1174,aufhängen::V,сака́ш,ілу
1175,aufhängen::V,сака́ш,асып қою
1176,anzünden::V,чӱкта́ш,тұтату
1177,aufheben::V,нӧлтала́ш,көтеру
1178,zurücklassen::V,кода́ш,қалдыру
1179,verlieren::V,йомдара́ш,жоғалту
1180,fallen lassen::V,воза́ш,құлатып алу
1181,fallen lassen::V,воза́ш,қолдан түсіріп алу
1182,machen::V,ышта́ш,ету
1183,machen::V,ышта́ш,жасау
1184,machen::V,ышта́ш,жасап шығару
1185,herstellen::V,ямдыла́ш,жасап шығару
1186,bauen::V,чоҥа́ш,тұрғызу
1187,reparieren::V,ачала́ш,оңдау
1188,verbessern::V,саемда́ш,дұрыстау
1189,ändern::V,весемда́ш,өзгерту
1190,graben::V,кӱнча́ш,үңгу
1191,beugen::V,пӱгырта́ш,буғу
1192,biegen::V,лывырта́ш,ию
1193,biegen::V,лывырта́ш,майыстыру
1194,drehen::V,пӱтыра́ш,айналдыру
1195,wenden::V,ирала́ш,екінші жағын айналдыру
1196,umdrehen::V,савырала́ш,бұру
1197,heben::V,нӧлта́ш,көтеру
1198,hochheben::V,нӧлта́ш,жоғарылату
1199,hochheben::V,нӧлта́ш,көтеру
1200,ergreifen::V,руалта́ш,бас_салу
1201,ergreifen::V,руалта́ш,шап_беріп_ұстап_алу
1202,ergreifen::V,руалта́ш,шап_беру
1203,ergreifen::V,руалта́ш,шап_ете_түсу
1204,halten::V,куча́ш,тұту
1205,halten::V,куча́ш,ұстау
1206,drücken::V,иша́ш,басу
1207,drücken::V,темда́ш,басу
1208,schieben::V,шӱкала́ш,итеру
1209,kratzen::V,удыра́ш,қыру
1210,lecken::V,нула́ш,жалау
1211,beißen::V,пура́ш,қабу
1212,beißen::V,пура́ш,тістеу
1213,beißen::V,пура́ш,қауып алу
1214,abreißen::V,кӱрла́ш,үзу
1215,abschneiden::V,пӱчка́ш,қырқу
1216,binden::V,кылда́ш,байланыстыру
1217,binden::V,кылда́ш,байлап_алу
1218,binden::V,кылда́ш,байластыру
1219,binden::V,кылда́ш,байлау
1220,binden::V,кылда́ш,буу
1221,binden::V,кылда́ш,матау
1222,binden::V,кылда́ш,сабақтастыру
1223,binden::V,кылда́ш,ұштастыру
1224,stecken::V,шуралта́ш,сұғу
1225,brechen::V,тодышта́ш,сындыру
1226,klopfen::V,кыра́ш,қағу
1227,hauen::V,тӱя́ш,соғу
1228,kleben::V,клеитла́ш,желімдеу
1229,reiben::V,йыга́ш,үйкеу
1230,reiben::V,туржала́ш,үйкеу
1231,streichen::V,шӱра́ш,сүйкеу
1232,schleifen::V,шума́ш,егеу
1233,schleifen::V,шума́ш,қайрау
1234,schleifen::V,шума́ш,егеулеу
1235,schleifen::V,яна́ш,егеу
1236,schleifen::V,яна́ш,қайрау
1237,schleifen::V,яна́ш,егеулеу
1238,schneiden::V,пӱчка́ш,кесу
1239,rütteln::V,рӱза́ш,қозғау
1240,rütteln::V,рӱза́ш,жұлмалау
1241,schütteln::V,почка́ш,дірілдету
1242,schütteln::V,почка́ш,селкілдету
1243,schwenken::V,рӱза́ш,бұлғау
1244,schwenken::V,рӱза́ш,сермеу
1245,schütten::V,опта́ш,құю
1246,füllen::V,тема́ш,толтыру
1247,einwickeln::V,вӱдыла́ш,орау
1248,tragen::V,нумала́ш,алып жүру
1249,schleppen::V,шӱдыра́ш,тарту
1250,ziehen::V,шупша́ш,тарту
1251,aufbewahren::V,арала́ш,сақтау
1252,werfen::V,шуа́ш,лақтыру
1253,werfen::V,кышка́ш,лақтыру
1254,fangen::V,куча́ш,қармау
1255,fangen::V,куча́ш,қағып алу
1256,packen::V,руалта́ш,шап беру
1257,packen::V,руалта́ш,шап ете түсу
1258,packen::V,руалта́ш,шап беріп ұстап алу
1259,verstecken::V,тоя́ш,тығу
1260,verstecken::V,тоя́ш,жасыру
1261,teilen::V,пӧла́ш,бөлу
1262,schicken::V,колта́ш,жіберу
1263,bringen::V,конда́ш,әкелу
1264,bringen::V,конда́ш,алып келу
1265,hinzufügen::V,ешара́ш,қосу
1266,hinzufügen::V,ешара́ш,үстеу
1267,bekommen::V,нала́ш,алу
1268,erhalten::V,нала́ш,алмақ
1269,nehmen::V,нала́ш,алу
1270,nehmen::V,нала́ш,алмақ
1271,wählen::V,сайла́ш,таңдау
1272,auswählen::V,таҥгла́ш,екшеу
1273,auswählen::V,таҥгла́ш,саралау
1274,auswählen::V,таҥгла́ш,сұрыптау
1275,auswählen::V,таҥгла́ш,сайлап алу
1276,bewahren::V,сакла́ш,сақтау
1277,behindern::V,чаракла́ш,оралғы болу
1278,verderben::V,пужа́ш,бүлдіру
1279,beschädigen::V,пужа́ш,бұзу
1280,zerbrechen::V,пудырта́ш,уату
1281,zerreißen::V,кӱрла́ш,жырту
1282,zerstören::V,шалата́ш,қирату
1283,zerstören::V,шалата́ш,талқандау
1284,verbrennen::V,йӱлата́ш,өртеу
1285,verbrennen::V,йӱлата́ш,жандыру
1286,verbrennen::V,йӱлата́ш,өртеп жіберу
1287,verbrennen::V,йӱлата́ш,жандырып жіберу
1288,geben::V,пуа́ш,беру
1289,reichen::V,пуа́ш,беру
1290,schenken::V,пӧлекла́ш,тарту
1291,versprechen::V,сӧра́ш,уәде беру
1292,wünschen::V,тылана́ш,тілеу
1293,loben::V,мокта́ш,мақтау
1294,loben::V,мокта́ш,дәріптеу
1295,küssen::V,шупшала́ш,сүю
1296,wiegen::V,рӱпша́ш,тербеу
1297,zudecken::V,леведа́ш,бүркеу
1298,wecken::V,помыжалтара́ш,ояту
1299,zeigen::V,ончыкта́ш,көрсету
1300,führen::V,вӱда́ш,ерту
1301,führen::V,вӱда́ш,жетектеу
1302,lehren::V,туныкта́ш,оқыту
1303,unterrichten::V,туныкта́ш,оқыту
1304,aufziehen::V,орышта́ш,бағу
1305,leiten::V,вӱда́ш,басқару
1306,leiten::V,вӱда́ш,жетекшілік ету
1307,leiten::V,вуйлата́ш,басқару
1308,leiten::V,вуйлата́ш,жетекшілік ету
1309,antreiben::V,поктыла́ш,асықтыру
1310,lassen::V,-та́ш,-ткізу
1311,lassen::V,-та́ш,мәжбүр ету
1312,einladen::V,ӱжа́ш,шақыру
1313,vereinigen::V,иктешла́ш,біріктіру
1314,vereinigen::V,иктешла́ш,біріктіріп қою
1315,besuchen::V,то́лын кая́ш,кіріп шығу
1316,besuchen::V,то́лын кая́ш,барып шығу
1317,treffen::V,вашлия́ш,кездесу
1318,sich versammeln::V,погына́ш,топталу
1319,sich versammeln::V,чумырга́ш,топталу
1320,spielen::V,мода́ш,ойнау
1321,singen::V,мура́ш,сайрау
1322,tanzen::V,кушта́ш,билеу
1323,sich trennen::V,ойырла́ш,айрылысу
1324,verlassen::V,кудалта́ш,тастау
1325,retten::V,утара́ш,құтқару
1326,bewachen::V,орола́ш,күзету
1327,schützen::V,арала́ш,жақтау
1328,schützen::V,арала́ш,жақтасу
1329,verteidigen::V,арала́ш,қорғау
1330,sich schlagen::V,кредала́ш,алысу
1331,schießen::V,лӱя́ш,ату
1332,siegen::V,сеҥа́ш,жеңу
1333,ärgern::V,сырыкта́ш,ашуландыру
1334,schlagen::V,пера́ш,ұру
1335,treten::V,тошка́ш,тебу
1336,stechen::V,кера́ш,шаншу
1337,stoßen::V,шӱкала́ш,түрту
1338,stehlen::V,шолышта́ш,ұрлау
1339,stören::V,мешая́ш,кесірлен
1340,belästigen::V,толаштара́ш,мазасын алу
1341,verbergen::V,шылта́ш,сездірмеу
1342,täuschen::V,ондала́ш,жалған айту
1343,betrügen::V,ондала́ш,алдау
1344,betrügen::V,ондала́ш,алдап кету
1345,betrügen::V,ондала́ш,ақымақ қылу
1346,töten::V,пушта́ш,құрту
1347,töten::V,пушта́ш,өлтіру
1348,wohnen::V,ила́ш,мекендеу
1349,wohnen::V,ила́ш,өмір сүру
1350,arbeiten::V,пашалана́ш,істеу
1351,arbeiten::V,пашалана́ш,еңбектену
1352,arbeiten::V,паша́м ышта́ш,істеу
1353,arbeiten::V,паша́м ышта́ш,еңбектену
1354,sammeln::V,пога́ш,жыю
1355,pflücken::V,кӱра́ш,жұлу
1356,jagen::V,сонарла́ш,аулау
1357,fischen::V,кол куча́ш,балык_аулау
1358,fassen::V,куча́ш,ұстау
1359,hüten::V,кӱта́ш,жаю
1360,hüten::V,кӱта́ш,бағу
1361,treiben::V,покта́ш,айдау
1362,anbinden::V,йолышта́ш,байлау
1363,füttern::V,пукша́ш,ас ішкізу
1364,füttern::V,пукша́ш,азықтандыру
1365,füttern::V,пукша́ш,қоректендіру
1366,melken::V,лӱшта́ш,сауу
1367,hacken::V,руа́ш,турау
1368,gießen::V,шава́ш,суару
1369,reifen::V,кӱа́ш,жетілу
1370,zubereiten::V,ямдыла́ш,даяр ету
1371,kochen::V,шолта́ш,асу
1372,backen::V,кӱкташ,пісіру
1373,braten::V,пуштыла́ш,қуыру
1374,braten::V,жаритла́ш,қуыру
