,Concept_ID,lt,kv
780,dorthin::ADV,ten link,сэтчин
781,geradeaus::ADV,tiesiai,веськыта
782,vorwärts::ADV,pirmyn,одзӧ
783,rückwärts::ADV,atbulai,бӧр
784,zurück::ADV,atgal,бӧр
785,unten::ADV,žemai,увтын
786,unten::ADV,apačioje,увтын
787,hinab::ADV,žemyn,увтас
788,oben::ADV,viršuj,вевдӧрас
789,hinauf::ADV,aukštyn,вывлань
790,hinauf::ADV,aukštyn,вывланьӧ
791,hinauf::ADV,į viršų,вывлань
792,hinauf::ADV,į viršų,вывланьӧ
793,überall::ADV,visur,быдлан
794,nicht::ADV,ne,ог
795,ein wenig::ADV,truputį,-ышт
796,ein wenig::ADV,truputį,невна
797,kaum::ADV,vos,ӧдва
798,sehr::ADV,labai,вывтi
799,sehr::ADV,baisiai,вывтi
800,so::ADV,taip,сiдз
801,noch::ADV,dar,эшӧ
802,nur::ADV,tik,только
803,nur::ADV,vien,только
804,schon::ADV,jau,ни
805,wieder::ADV,vėl,бӧра
806,wieder::ADV,iš naujo,бӧра
807,vergebens::ADV,veltui,весись
808,vergebens::ADV,bergždžiai,весись
809,vor::PRP,prieš,одзас
810,hinter::PRP,už,бӧрӧ
811,unter::PRP,po,увтын
812,durch::PRP,pro,пыр
813,durch::PRP,per,пыр
814,neben::PRP,prie,бокам
815,neben::PRP,prie,боксиным
816,neben::PRP,šalia,бокам
817,neben::PRP,šalia,боксиным
818,zwischen::PRP,tarp,коласас
819,wegen::PRP,dėl,понда
820,wegen::PRP,dėlei,понда
821,dies::PRN,šis,эта
822,dies::PRN,šitas,эта
823,das::PRN,tat,сiя
824,alles::PRN,visas,быдӧс
825,ich::PRN,aš,ме
826,du::PRN,tu,тэ
827,er::PRN,jis,сiя
828,wir::PRN,mes,мийӧ
829,ihr::PRN,jūs,ті
830,sie::PRN,ji,нія
831,sie::PRN,jos,нія
832,was::FPRN,kas,мый
833,wer::FPRN,kas,кин
834,wo::FADV,kur,кытӧн
835,wohin::FADV,kur,кытчӧ
836,wohin::FADV,kur link,кытчӧ
837,wie::FADV,kaip,дзик
838,warum::FADV,kod̃ėl,мыля
839,warum::FADV,kod̃ėl,мыйсянь
840,warum::FADV,dėl ko,мыля
841,warum::FADV,dėl ko,мыйсянь
842,wieviel::FNUM,kiek,мымда
843,eins::NUM,vienas,ӧт
844,zwei::NUM,du,кык
845,drei::NUM,trys,куим
846,vier::NUM,keturi,нёль
847,fünf::NUM,penki,вит
848,sechs::NUM,šeši,квать
849,sieben::NUM,septyni,сизим
850,acht::NUM,aštuoni,кыкьямыс
851,neun::NUM,devyni,ӧкмыс
852,zehn::NUM,dešimt,дас
853,elf::NUM,vienuolika,дасотік
854,zwölf::NUM,dvylika,даскык
855,zwanzig::NUM,dvidešimt,кыкдас
856,dreißig::NUM,trisdešimt,куимдас
857,vierzig::NUM,keturiasdešimt,нёльдас
858,fünfzig::NUM,penkiasdešimt,витдас
859,sechzig::NUM,šešiasdešimt,кватьдас
860,siebzig::NUM,septyniasdešimt,сизимдас
861,achtzig::NUM,aštuoniasdešimt,кыкьямысдас
862,neunzig::NUM,devyniasdešimt,ӧкмысдас
863,hundert::NUM,šimtas,сто
864,tausend::NUM,tūkstantis,тысяча
865,und::CNJ,ĩr,и
866,und::CNJ,ĩr,да
867,oder::CNJ,ar,или
868,oder::CNJ,arba,или
869,stehen::V,stovėti,сулавны
870,sitzen::V,sėdėti,пукавны
871,liegen::V,gulėti,куйлыны
872,hängen::V,kyboti,ӧшавны
873,hängen::V,kabėti,ӧшавны
874,werden::V,taptis,лоны
875,werden::V,darytis,лоны
876,passieren::V,atsitikti,аркмыны
877,passieren::V,pasitaikyti,аркмыны
878,beginnen::V,prasid́ėti,петны
879,enden::V,baigtis,-сь
880,enden::V,baigtis,бырны
881,wechseln::V,keistis,вежсьыны
882,wechseln::V,pasikeisti,вежсьыны
883,aufgehen[Sonne]::V,tekėti,петавны
884,aufgehen[Sonne]::V,patekėti,петавны
885,untergehen[Sonne]::V,leistis,пуксьыны
886,untergehen[Sonne]::V,nusileisti,пуксьыны
887,scheinen[Sonne]::V,šviesti,югьявны
888,donnern::V,griausti,гымавны
889,donnern::V,griaudėti,гымавны
890,wehen::V,pūsti,пӧлявны
891,strömen::V,lietis,киссьыны
892,strömen::V,plūsti,киссьыны
893,fließen::V,tekėti,визывтны
894,sich drehen::V,suktis,бергавны
895,sich drehen::V,pasisukti,бергавны
896,schwanken::V,svyruoti,кӧвьясьны
897,schwingen::V,suptis,дюттясьны
898,fallen::V,pulti,усьны
899,fallen::V,kristi,усьны
900,brennen::V,degti,сотчыны
901,rauchen::V,rūkyti,тшынасьны
902,regnen::V,lyti,зэрны
903,gefrieren::V,užšalti,гегдыны
904,tauen::V,tirpti,сывны
905,schmelzen::V,lydytis,сывны
906,trocknen::V,džiūti,косьмыны
907,sieden::V,virti,пизьны
908,faulen::V,pūti,нёльзьыны
909,verfaulen::V,švinkti,тӧрмыны
910,verfaulen::V,švinkti,сiсьмыны
911,reißen::V,plyšti,косясьны
912,reißen::V,trūkti,косясьны
913,versinken::V,skę̃sti,вӧйны
914,versinken::V,grimzti,вӧйны
915,vergehen::V,praeiti,мунны
916,erscheinen::V,pasirodyti,мыччисьны
917,verschwinden::V,dingti,ӧшны
918,verschwinden::V,išnykti,ӧшны
919,verschwinden::V,pranykti,ӧшны
920,sinken::V,kristi,ямны
921,abnehmen::V,mažėti,ямны
922,abnehmen::V,silpnėti,ямны
923,zunehmen::V,didėti,паськавны
924,zunehmen::V,padaugėti,паськавны
925,steigen::V,kilti,лэбтiсьны
926,wachsen::V,augti,быдмыны
927,glänzen::V,blizgėti,свиттявны
928,funkeln::V,žibėti,югйовтлыны
929,funkeln::V,žibėti,югйӧв-керны
930,lärmen::V,triukšmauti,чавзыны
931,läuten::V,skambinti,диньгыны
932,klingeln::V,skambinti,силькӧтны
933,klirren::V,žvangėti,жольӧтны
934,brausen::V,šniokšti,гуасьны
935,rauschen::V,ošti,кышӧтны
936,rauschen::V,šlamėti,кышӧтны
937,klingen::V,skardėti,горавны
938,bellen::V,loti,увтны
939,bellen::V,loti,вувтны
940,heulen::V,kaukti,уннявны
941,heulen::V,staugti,уннявны
942,blasen::V,pūsti,пӧлявны
943,pfeifen::V,švilpti,пиксыны
944,pfeifen::V,švilpauti,пиксыны
945,schreien::V,šaukti,айзыны
946,stöhnen::V,dejuoti,ойзыны
947,stöhnen::V,dejuoti,ружтыны
948,stöhnen::V,aimanuoti,ойзыны
949,stöhnen::V,aimanuoti,ружтыны
950,zittern::V,virpėti,легьявны
951,leben::V,gyventi,овны
952,geboren werden::V,gimti,шогмыны
953,atmen::V,alsuoti,лолавны
954,atmen::V,kvėpuoti,лолавны
955,trinken::V,gerti,юны
956,essen::V,valgyti,сёйны
957,schlucken::V,praryti,ньылавны
958,müde werden::V,nuvargti,мыдзны
959,müde werden::V,privargti,мыдзны
960,einschlafen::V,užmigti,ланьтны
961,schlafen::V,miegoti,узьны
962,aufwachen::V,pabusti,саймыны
963,aufwachen::V,pabusti,пальмыны
964,aufstehen::V,keltis,сувтны
965,aufstehen::V,atsikelti,сувтны
966,sich erholen::V,pailsėti,шоччисьлыны
967,sich erholen::V,poilsiauti,шоччисьлыны
968,krank werden::V,susirgti,моржитны
969,krank sein::V,sirgti,шогавны
970,krank sein::V,sirgti,визьӧтны
971,schmerzen::V,sopėti,висьны
972,schmerzen::V,skaudėti,висьны
973,husten::V,kosėti,кашляйтны
974,genesen::V,sveikti,бурдны
975,genesen::V,taisytis,бурдны
976,sterben::V,mirti,кувны
977,sterben::V,numirti,кувны
978,umkommen::V,žūti,вийсьыны
979,sich bewegen::V,judėti,локны
980,sich bewegen::V,judėti,ветлӧтны
981,sich bewegen::V,pasijudinti,локны
982,sich bewegen::V,pasijudinti,ветлӧтны
983,sich rühren::V,krutėti,вӧрзьӧтчыны
984,sich erheben::V,pakilti,сувтны
985,sich erheben::V,atsikelti,сувтны
986,sich setzen::V,sėstis,пуксьыны
987,sich setzen::V,atsisėsti,пуксьыны
988,hinfallen::V,parkristi,пӧрласьны
989,hinfallen::V,pargriūti,пӧрласьны
990,laufen::V,eiti,мунны
991,schreiten::V,žengti,тальччавны
992,schreiten::V,žingsniuoti,тальччавны
993,spazierengehen::V,pasivaikščioti,котрасьны
994,eilen::V,skubėti,тэрмасьны
995,sich beeilen::V,paskub́ėti,тэрмасьны
996,sich beeilen::V,pasiskubinti,тэрмасьны
997,sausen::V,dumti,вирдавны-котӧртны
998,sausen::V,lėkti,вирдавны-котӧртны
999,rennen::V,bėgti,
1000,springen::V,šokti,чеччавны
1001,klettern::V,kopti,кышасьны
1002,schaukeln::V,supti,чурликасьны
1003,schaukeln::V,linguoti,чурликасьны
1004,kriechen::V,ropoti,кыскасьны-мунны
1005,kriechen::V,šliaužti,кыскасьны-мунны
1006,schwimmen::V,plaukti,вартчыны
1007,tauchen::V,nerti,сунгисьны ваӧ
1008,rudern::V,irtis,сынны
1009,rudern::V,irkluoti,сынны
1010,fahren::V,važiuoti,мунны
1011,fahren::V,važinėti,мунны
1012,fliegen::V,lėkti,лэбавны
1013,fliegen::V,skristi,лэбавны
1014,gehen::V,eiti,мунны
1015,weggehen::V,išeiti,мунны
1016,abfahren::V,išvykti,иньдӧтчыны
1017,abfahren::V,išvykti,мунны
1018,abfahren::V,išvažiuoti,иньдӧтчыны
1019,abfahren::V,išvažiuoti,мунны
1020,anhalten::V,sustoti,сувтны
1021,hineingehen::V,įeiti,пырны
1022,eintreten::V,įžengti,пырны
1023,kommen::V,ateiti,локны
1024,ankommen::V,ateiti,локны
1025,zurückkommen::V,grį̃žti,бертны
1026,zurückkommen::V,grį̃žti,панӧвтсьыны
1027,zurückkommen::V,sugrį̃žti,бертны
1028,zurückkommen::V,sugrį̃žti,панӧвтсьыны
1029,bleiben::V,likti,кольччыны
1030,bleiben::V,pasilikti,кольччыны
1031,warten::V,laukti,видзчисьны
1032,erwarten::V,laukti,видзчисьны
1033,suchen::V,ieškoti,кошшыны
1034,finden::V,rasti,адззыны
1035,finden::V,surasti,адззыны
1036,versuchen::V,mėginti,пондыны
1037,versuchen::V,mėginti,пондӧтны
1038,vorbereiten::V,rengti,лӧсьӧтны
1039,lieben::V,myĺėti,милуйтны
1040,mögen::V,ḿėgti,радейтны
1041,mögen::V,patikti,радейтны
1042,lachen::V,juoktis,серавны
1043,rühren::V,jaudinti,сьӧлӧм вӧрзьӧтны
1044,rühren::V,graudinti,сьӧлӧм вӧрзьӧтны
1045,weinen::V,verkti,горзыны
1046,schimpfen::V,bartis,видчыны
1047,sich ärgern::V,pykti,лёкавны
1048,sich ärgern::V,apmaudauti,лёкавны
1049,sich fürchten::V,bijoti,повны
1050,sich fürchten::V,baimintis,повны
1051,fürchten::V,bijoti,повны
1052,fürchten::V,baimintis,повны
1053,fliehen::V,bėgti,пышшыны
1054,fliehen::V,sprukti,пышшыны
1055,flüchten::V,pabėgti,пышшыны
1056,sehen::V,žiūŕėti,адззыны
1057,anschauen::V,žiūŕėti,видзӧтны
1058,ansehen::V,žiūrėti į,видзӧтны
1059,ansehen::V,pažiūrėti į,видзӧтны
1060,hören::V,girdėti,кывны
1061,zuhören::V,klausytis,кывзыны
1062,probieren::V,ragauti,пешлыны
1063,probieren::V,paragauti,пешлыны
1064,riechen::V,uosti,дукавны
1065,riechen::V,užuosti,дукавны
1066,fühlen::V,justi,кывны
1067,fühlen::V,jausti,кывны
1068,fühlen::V,pajusti,кывны
1069,scheinen::V,rodytis,декуйтчыны
1070,scheinen::V,atrodyti,декуйтчыны
1071,zu sehen sein::V,pasirodyti,тыдавны
1072,vernehmen::V,išgirsti,тӧдмавны
1073,frieren::V,šalti,гегдыны
1074,tun::V,daryti,керны
1075,können::V,galėti,вермыны
1076,können::V,pajėgti,вермыны
1077,wollen::V,norėti,мӧдны
1078,anfangen::V,pradėti,петны
1079,anfangen::V,prasid́ėti,петны
1080,beenden::V,baigti,ештӧтны
1081,beenden::V,baigti,керыштны
1082,beenden::V,užbaigti,ештӧтны
1083,beenden::V,užbaigti,керыштны
1084,aufhören::V,liautis,дугдыны
1085,gelingen::V,pavykti,шогмыны
1086,gelingen::V,pasisekti,шогмыны
1087,geraten::V,nusisekti,мыччисьны
1088,öffnen::V,atverti,осьтны
1089,öffnen::V,atidaryti,осьтны
1090,schließen::V,uždaryti,пӧднавны
1091,stellen::V,statyti,сувтӧтны
1092,stellen::V,pastatyti,сувтӧтны
1093,setzen::V,sodinti,пуксьӧтны
1094,setzen::V,pasodinti,пуксьӧтны
1095,legen::V,dėti,пуктыны
1096,legen::V,pad́ėti,пуктыны
1097,berühren::V,liesti,вӧрзьӧтны
1098,berühren::V,paliesti,вӧрзьӧтны
1099,verbinden::V,jungti,йитны
1100,verbinden::V,surišti,йитны
1101,bedecken::V,uždengti,вевттьыны
1102,aufhängen::V,pakarti,ӧшӧтны
1103,aufhängen::V,pakabinti,ӧшӧтны
1104,anzünden::V,padegti,ӧзтыны
1105,aufheben::V,pakelti,лэбтыны
1106,zurücklassen::V,palikti,кольны
1107,verlieren::V,pamesti,ӧштыны
1108,fallen lassen::V,atsisakyti,уськӧтны
1109,machen::V,dirbti,керны
1110,herstellen::V,gaminti,вӧчны
1111,bauen::V,statyti,строитны
1112,bauen::V,pastatyti,строитны
1113,reparieren::V,taisyti,вочны
1114,reparieren::V,remontuoti,вочны
1115,verbessern::V,gerinti,бурсьӧтны
1116,verbessern::V,ištaisyti,бурсьӧтны
1117,ändern::V,keisti,вежны
1118,ändern::V,pakeisti,вежны
1119,graben::V,kasti,гарйыны
1120,beugen::V,lenkti,кусіньтны
1121,beugen::V,palenkti,кусіньтны
1122,biegen::V,lenkti,чукыльтыштны
1123,biegen::V,palenkti,чукыльтыштны
1124,drehen::V,sukti,бергӧтны
1125,wenden::V,kreipti,бергӧтны
1126,wenden::V,pakreipti,бергӧтны
1127,umdrehen::V,sukti,бергӧтны
1128,umdrehen::V,apversti,бергӧтны
1129,heben::V,kelti,лэбтыны
1130,heben::V,pakelti,лэбтыны
1131,hochheben::V,pakelti,лэбтыны
1132,ergreifen::V,čiupti,кватитны
1133,ergreifen::V,griebti,кватитны
1134,halten::V,laikyti,видзны
1135,halten::V,palaikyti,видзны
1136,drücken::V,spausti,личкыны
1137,schieben::V,stumti,тойлавны
1138,kratzen::V,kasyti,шаркӧтны
1139,kratzen::V,grandyti,шаркӧтны
1140,lecken::V,laižyti,нювны
1141,beißen::V,kandžioti,йирны
1142,abreißen::V,nuplėšti,орӧтны
1143,abschneiden::V,atpjauti,шӧрыштны
1144,abschneiden::V,atpjauti,вундыштны
1145,abschneiden::V,atkirpti,шӧрыштны
1146,abschneiden::V,atkirpti,вундыштны
1147,binden::V,rišti,гӧрдззыны
1148,binden::V,surišti,гӧрдззыны
1149,stecken::V,kišti,мӧртны
1150,stecken::V,įkišti,мӧртны
1151,brechen::V,lūžti,жугдыны
1152,brechen::V,laužyti,жугдыны
1153,klopfen::V,belsti,зукӧтны
1154,klopfen::V,barbenti,зукӧтны
1155,hauen::V,mušti,желльыны
1156,kleben::V,lipdyti,лякӧтны
1157,kleben::V,klijuoti,лякӧтны
1158,reiben::V,trinti,зыртны
1159,reiben::V,tarkuoti,зыртны
1160,streichen::V,tepti,мавтны
1161,streichen::V,užtepti,мавтны
1162,schleifen::V,galą́sti,кыскыны
1163,schneiden::V,pjauti,вундавны
1164,schneiden::V,kirpti,вундавны
1165,rütteln::V,purtyti,шатлавны
1166,schütteln::V,purtyti,зыбӧтны
1167,schwenken::V,mojuoti,ӧвтны
1168,schwenken::V,mojuoti,макайтны
1169,schütten::V,pilti,кисьтны
1170,schütten::V,berti,кисьтны
1171,füllen::V,pildyti,тыртны
1172,füllen::V,pildyti,тырсьӧтны
1173,füllen::V,pripildyti,тыртны
1174,füllen::V,pripildyti,тырсьӧтны
1175,einwickeln::V,įvynioti,тубны
1176,einwickeln::V,suvynioti,тубны
1177,tragen::V,nešti,новйӧтны
1178,tragen::V,nešioti,новйӧтны
1179,schleppen::V,vilkti,кыскыны
1180,ziehen::V,tempti,кыскыны
1181,aufbewahren::V,laikyti,видзны
1182,werfen::V,mesti,шентывлыны
1183,werfen::V,sviesti,шентывлыны
1184,fangen::V,sugauti,кутны
1185,packen::V,čiupti,кутасьны
1186,packen::V,čiupti,кватитны
1187,packen::V,griebti,кутасьны
1188,packen::V,griebti,кватитны
1189,verstecken::V,slėpti,дзебны
1190,verstecken::V,slapstyti,дзебны
1191,teilen::V,dalyti,торйӧтны
1192,teilen::V,padalyti,торйӧтны
1193,schicken::V,sių̃sti,иньдыны
1194,schicken::V,pasių̃sti,иньдыны
1195,bringen::V,atnešti,вайны
1196,hinzufügen::V,pridėti,содтыны
1197,bekommen::V,gauti,получитны
1198,erhalten::V,gauti,получитны
1199,nehmen::V,paimti,босьтны
1200,wählen::V,rinkti,бӧрйыны
1201,wählen::V,išsirinkti,бӧрйыны
1202,auswählen::V,išrinkti,бӧрйыны
1203,bewahren::V,išsaugoti,видзны
1204,behindern::V,trukdyti,падтыны
1205,verderben::V,sugadinti,изводавны
1206,beschädigen::V,žaloti,паздыны
1207,beschädigen::V,gadinti,паздыны
1208,zerbrechen::V,sukulti,паздыны
1209,zerbrechen::V,sudaužyti,паздыны
1210,zerreißen::V,perplėšti,косявны
1211,zerreißen::V,suplėšyti,косявны
1212,zerstören::V,suardyti,паздыны
1213,zerstören::V,sugriauti,паздыны
1214,verbrennen::V,deginti,сотны
1215,verbrennen::V,sudeginti,сотны
1216,geben::V,duoti,сетны
1217,geben::V,paduoti,сетны
1218,reichen::V,paduoti,сетны
1219,schenken::V,dovanoti,козьнавны
1220,versprechen::V,žadėti,кӧсйыны
1221,versprechen::V,pažadėti,кӧсйыны
1222,wünschen::V,norėti,бурсьыны
1223,wünschen::V,linḱėti,бурсьыны
1224,loben::V,girti,ошкыны
1225,loben::V,pagirti,ошкыны
1226,küssen::V,bučiuoti,окавны
1227,wiegen::V,supti,тюттьӧтны
1228,zudecken::V,užkloti,вевттьыны
1229,zudecken::V,uždengti,вевттьыны
1230,wecken::V,žadinti,саймӧтны
1231,zeigen::V,rodyti,мыччавны
1232,führen::V,vesti,нуӧтны
1233,führen::V,vadovauti,нуӧтны
1234,lehren::V,mokyti,велӧтны
1235,lehren::V,išmokyti,велӧтны
1236,unterrichten::V,dėstyti,велӧтны
1237,aufziehen::V,išauginti,быдтыны
1238,leiten::V,valdyti,юравны
1239,leiten::V,valdyti,веськӧтлыны
1240,leiten::V,vadovauti,юравны
1241,leiten::V,vadovauti,веськӧтлыны
1242,antreiben::V,uiti,тэрмӧтны
1243,antreiben::V,raginti,тэрмӧтны
1244,antreiben::V,skubinti,тэрмӧтны
1245,lassen::V,paliepti,-ӧтыны
1246,einladen::V,kviesti,корны
1247,einladen::V,pakviesti,корны
1248,vereinigen::V,sujungti,ӧтувтны
1249,vereinigen::V,sujungti,ӧтлаавны
1250,vereinigen::V,suvienyti,ӧтувтны
1251,vereinigen::V,suvienyti,ӧтлаавны
1252,besuchen::V,lankyti,пыравлыны
1253,besuchen::V,aplankyti,пыравлыны
1254,treffen::V,sutikti,пантавны
1255,treffen::V,pasitikti,пантавны
1256,sich versammeln::V,susirinkti,ӧксьыны
1257,spielen::V,groti,орсны
1258,spielen::V,žaisti,орсны
1259,singen::V,dainuoti,сьывны
1260,tanzen::V,šokti,йӧктыны
1261,sich trennen::V,skirtis,торьясьны
1262,sich trennen::V,išsiskirti,торьясьны
1263,verlassen::V,palikti,кольны
1264,retten::V,gelbėti,мынтны
1265,bewachen::V,sergėti,смекайтны
1266,schützen::V,ginti,дорйыны
1267,schützen::V,apginti,дорйыны
1268,verteidigen::V,ginti,дорйыны
1269,verteidigen::V,apginti,дорйыны
1270,sich schlagen::V,muštis,тышкасьны
1271,schießen::V,šauti,лыйны
1272,schießen::V,šaudyti,лыйны
1273,siegen::V,nugalėti,вермыны
1274,ärgern::V,pykinti,лӧгӧтны
1275,schlagen::V,mušti,базнитны
1276,schlagen::V,smogti,базнитны
1277,schlagen::V,trenkti,базнитны
1278,treten::V,mygti,чужьявны
1279,stechen::V,gelti,бытшкыны
1280,stechen::V,smeigti,бытшкыны
1281,stoßen::V,stumti,тапкыны
1282,stoßen::V,stumti,тойыштны
1283,stoßen::V,pastumti,тапкыны
1284,stoßen::V,pastumti,тойыштны
1285,stehlen::V,vogti,гусявны
1286,stören::V,trikdyti,костіавны
1287,belästigen::V,apsunkinti,назыляйтны
1288,verbergen::V,slėpti,дзебны
1289,verbergen::V,paslėpti,дзебны
1290,täuschen::V,klaidinti,бӧбӧтны
1291,täuschen::V,klaidinti,пӧрьявны
1292,betrügen::V,apgauti,муклачитны
1293,töten::V,žudyti,вийны
1294,töten::V,nužudyti,вийны
1295,wohnen::V,gyventi,овны
1296,arbeiten::V,dirbti,уджавны
1297,arbeiten::V,triūsti,уджавны
1298,sammeln::V,rinkti,ӧктыны
1299,pflücken::V,skinti,судзлавны
1300,pflücken::V,raškyti,судзлавны
1301,jagen::V,medžioti,вӧравны
1302,fischen::V,žvejoti,чериавны
1303,fassen::V,sučiupti,кутны
1304,hüten::V,ganyti,вердны
1305,hüten::V,ganyti,йирсьӧтны
1306,treiben::V,ginti,вашӧтны
1307,anbinden::V,pririšti,кӧртавны
1308,füttern::V,šerti,вердны
1309,melken::V,melžti,высьтыны
1310,melken::V,melžti,чилькӧтны
1311,hacken::V,kapoti,керавны
1312,gießen::V,lieti,киськавны
1313,gießen::V,laistyti,киськавны
1314,reifen::V,nokti,кисьмыны
1315,reifen::V,sirpti,кисьмыны
1316,zubereiten::V,ruošti,лӧсьӧтны
1317,zubereiten::V,gaminti,лӧсьӧтны
1318,kochen::V,virti,пуны
1319,kochen::V,virinti,пуны
1320,backen::V,kepti,пӧжавны
1321,braten::V,kepti,жаритны
1322,braten::V,kepinti,жаритны
1323,umrühren::V,maišyti,соравны
1324,umrühren::V,pamaišyti,соравны
1325,stricken::V,megzti,домавны
1326,nähen::V,siūti,вурны
1327,färben::V,dažyti,краситны
1328,färben::V,nudažyti,краситны
1329,reinigen::V,valyti,весӧтны
1330,reinigen::V,švarinti,весӧтны
1331,waschen::V,plauti,пеславны
1332,waschen::V,mazgoti,пеславны
1333,waschen::V,skalbti,пеславны
1334,abwischen::V,nušluostyti,чышкыны
1335,spülen::V,plauti,гывьявны
1336,spülen::V,skalauti,гывьявны
1337,fegen::V,šluoti,чышкыны
1338,kehren::V,šluoti,чышкыны
1339,baden::V,maudytis,купайтчыны 
1340,sich waschen::V,praustis,миссьыны
1341,ausziehen::V,numauti,гыжтӧтны
1342,ausziehen::V,numauti,пӧрччавны
1343,ausziehen::V,nuvilkti,гыжтӧтны
1344,ausziehen::V,nuvilkti,пӧрччавны
1345,anziehen::V,mauti,пасьтавны
1346,anziehen::V,apsivilkti,пасьтавны
1347,sich anziehen::V,rengtis,пасьтасьны
1348,sich anziehen::V,apsirengti,пасьтасьны
1349,kämmen::V,šukuoti,сынавны
1350,schmücken::V,puošti,баситны
1351,schmücken::V,dabinti,баситны
1352,schmücken::V,gražinti,баситны
1353,sagen::V,tarti,висьтавны
1354,sprechen::V,kalbėti,шуны
1355,reden::V,šnekėti,баитны
1356,sich unterhalten::V,kalbėtis,сёрнитны
1357,sich unterhalten::V,šnekučiuotis,сёрнитны
1358,fragen::V,klausti,юавны
1359,bitten::V,prašyti,корны
1360,erzählen::V,pasakoti,висьтавны
1361,mitteilen::V,skelbti,висьтавны
1362,mitteilen::V,pranešti,висьтавны
1363,nennen::V,vadinti,нимтны
1364,nennen::V,vardyti,нимтны
1365,rufen::V,šaukti,китсавны
1366,rufen::V,šaukti,корны
1367,rufen::V,šaukti,чукӧстны
1368,rufen::V,kviesti,китсавны
1369,rufen::V,kviesti,корны
1370,rufen::V,kviesti,чукӧстны
1371,prahlen::V,girtis,ошшасьны
1372,übersetzen::V,versti,вуджӧтны
1373,übersetzen::V,išversti,вуджӧтны
1374,denken::V,galvoti,чайтны
1375,glauben::V,manyti,веритны
1376,glauben::V,tikėti,веритны
1377,bemerken::V,pamatyti,казявны
1378,bemerken::V,pastebėti,казявны
1379,erkennen::V,pažinti,тӧдсавны
1380,erkennen::V,atpažinti,тӧдсавны
1381,begreifen::V,suvokti,вежӧртны
1382,verstehen::V,suprasti,кывны
1383,lernen::V,mokytis,велӧтчыны
1384,wissen::V,žinoti,тӧдны
1385,sich erinnern an::V,prisiminti,касьтывны
1386,vergessen::V,užmiršti,вунӧтны
1387,messen::V,matuoti,меряйтны
1388,zählen::V,skaičiuoti,лыддьыны
1389,rechnen::V,skaičiuoti,лыддьыны
1390,lesen::V,skaityti,лыддьӧтны
1391,malen::V,tapyti,
1392,zeichnen::V,piešti,гижмавны
1393,zeichnen::V,žymėti,гижмавны
1394,zeichnen::V,braižyti,гижмавны
1395,schreiben::V,rašyti,гижны
1396,besitzen::V,turėti,лоны
1397,kaufen::V,pirkti,небны
1398,verkaufen::V,parduoti,вузавны
1399,bezahlen::V,apmokėti,вештыны
1400,zahlen::V,mokėti,вештыны
1401,beherrschen::V,valdyti,
1402,ertragen::V,kę̃sti,терпитны
1403,ertragen::V,pakelti,терпитны
1404,ertragen::V,iškę̃sti,терпитны
