,Concept_ID,uz,se
60,Stirn::N,manglay,вуэххьц
61,Haar::N,soch,voepte
62,Haar::N,soch,vuoppta
63,Haar::N,soch,vuokta
64,Haar::N,soch,vuop'tâ
65,Haar::N,soch,vuõpt
66,Haar::N,soch,вӯппт
67,Schnurrbart::N,mo'ylov,bijjie-skaavtjoe
68,Schnurrbart::N,mo'ylov,njunjevuolskávttjá
69,Schnurrbart::N,mo'ylov,seamu
70,Schnurrbart::N,mo'ylov,siämu
71,Schnurrbart::N,mo'ylov,ää´bben
72,Schnurrbart::N,mo'ylov,о̄а̄бпан
73,Bart::N,soqol,skaavtja
74,Bart::N,soqol,skaavtjoe
75,Bart::N,soqol,skávttjá
76,Bart::N,soqol,seamu
77,Bart::N,soqol,siämu
78,Bart::N,soqol,seäm
79,Bart::N,soqol,ся̄м
80,Kinn::N,ängak,gaejpie
81,Kinn::N,ängak,gájbbe
82,Kinn::N,ängak,gáibi
83,Kinn::N,ängak,käibi
84,Kinn::N,ängak,käi´bb
85,Kinn::N,ängak,ка̄ййп
86,Kiefer[Anatomie]::N,iyak,gaejpie
87,Kiefer[Anatomie]::N,iyak,oalol
88,Kiefer[Anatomie]::N,iyak,oaloldákte
89,Kiefer[Anatomie]::N,iyak,gáibi
90,Kiefer[Anatomie]::N,iyak,uá'lultähti
91,Kiefer[Anatomie]::N,iyak,vuâl'lõš
92,Kiefer[Anatomie]::N,iyak,вуаллнешш
93,Kehle::N,bo'g'iz,gealoe
94,Kehle::N,bo'g'iz,tjåttå
95,Kehle::N,bo'g'iz,njiello
96,Kehle::N,bo'g'iz,čotta
97,Kehle::N,bo'g'iz,čuudâ
98,Kehle::N,bo'g'iz,čoodd
99,Kehle::N,bo'g'iz,чонт
100,Kehle::N,bo'g'iz,кэ̄ҏс
101,Hals::N,bo'yin,tjeapohke
102,Hals::N,bo'yin,tjiebet
103,Hals::N,bo'yin,čeabet
104,Hals::N,bo'yin,čiäppát
105,Hals::N,bo'yin,čeäppat
106,Hals::N,bo'yin,ча̄пэх
107,Genick::N,gardan,tjovrese
108,Genick::N,gardan,nisske
109,Genick::N,gardan,niehkki
110,Genick::N,gardan,niski
111,Genick::N,gardan,niek'ki
112,Genick::N,gardan,nji´šǩǩmaadd
113,Genick::N,gardan,нышшькмоант
114,Kopf::N,bosh,åejjie
115,Kopf::N,bosh,oajvve
116,Kopf::N,bosh,oaivi
117,Kopf::N,bosh,uái'vi
118,Kopf::N,bosh,vuei´vv
119,Kopf::N,bosh,вуэййв
120,Rücken::N,orqa,rudtje
121,Rücken::N,orqa,hárddo
122,Rücken::N,orqa,tjavelk
123,Rücken::N,orqa,sealgi
124,Rücken::N,orqa,selgi
125,Rücken::N,orqa,čielgi
126,Rücken::N,orqa,seä´lǧǧ
127,Rücken::N,orqa,се̄лльк
128,Bauch::N,qorin,tjåejjie
129,Bauch::N,qorin,tjoajvve
130,Bauch::N,qorin,čoavji
131,Bauch::N,qorin,čuáv'ji
132,Bauch::N,qorin,čåu´jj
133,Bauch::N,qorin,чо̄ввьй
134,Nabel::N,kindik,naepie
135,Nabel::N,kindik,náhpe
136,Nabel::N,kindik,náhpi
137,Nabel::N,kindik,nääpi
138,Nabel::N,kindik,nää´pp
139,Nabel::N,kindik,на̄бпь
140,Busen::N,ämchak,boenge
141,Busen::N,ämchak,bållå
142,Busen::N,ämchak,čižži
143,Busen::N,ämchak,njamma
144,Busen::N,ämchak,njižže
145,Busen::N,ämchak,nje´ǯǯ
146,Busen::N,ämchak,раннҍт
147,Brust::N,ko'krak,mïelke
148,Brust::N,ko'krak,radde
149,Brust::N,ko'krak,mielgga
150,Brust::N,ko'krak,raddi
151,Brust::N,ko'krak,radde
152,Brust::N,ko'krak,râ´dd
153,Brust::N,ko'krak,раннҍт
154,Schulter::N,elka,åelkie
155,Schulter::N,elka,oalgge
156,Schulter::N,elka,hárdu
157,Schulter::N,elka,ärdee
158,Schulter::N,elka,uál'gi
159,Schulter::N,elka,a´rddi
160,Schulter::N,elka,vuä´lǧǧ
161,Schulter::N,elka,вуэллык
162,Arm::N,bilak,gïete
163,Arm::N,bilak,giehta
164,Arm::N,bilak,giehta
165,Arm::N,bilak,kietâ
166,Arm::N,bilak,kie'tâkaaṿâ
167,Arm::N,bilak,ǩiõtt
168,Arm::N,bilak,кӣдт
169,Ellenbogen::N,tirsak,gernjere
170,Ellenbogen::N,tirsak,garŋŋel
171,Ellenbogen::N,tirsak,gargŋil
172,Ellenbogen::N,tirsak,käŋŋir
173,Ellenbogen::N,tirsak,kõõnjâr
174,Ellenbogen::N,tirsak,карьнэль
175,Hand::N,qo'l,gïete
176,Hand::N,qo'l,giehta
177,Hand::N,qo'l,giehta
178,Hand::N,qo'l,kietâ
179,Hand::N,qo'l,ǩiõtt
180,Hand::N,qo'l,кӣдт
181,Handfläche::N,kaft,gïeten-låapoe
182,Handfläche::N,kaft,giehtavuodo
183,Handfläche::N,kaft,tjårmmåvuodo
184,Handfläche::N,kaft,giehtaloahpu
185,Handfläche::N,kaft,kiämád
186,Handfläche::N,kaft,kuámmir
187,Handfläche::N,kaft,kuä´m'mer
188,Handfläche::N,kaft,ǩiõttǩeä´m'men
189,Handfläche::N,kaft,ко̄а̄ллдэгк
190,Handfläche::N,kaft,кӣдткоалдэгк
191,Finger::N,barmoq,soerme
192,Finger::N,barmoq,tjuvdde
193,Finger::N,barmoq,suorbma
194,Finger::N,barmoq,čuvde
195,Finger::N,barmoq,suor'mâ
196,Finger::N,barmoq,suõrmm
197,Finger::N,barmoq,це̄ххп
198,Fingernagel::N,tirnoq,gadtse
199,Fingernagel::N,tirnoq,guehpere
200,Fingernagel::N,tirnoq,gadtsa
201,Fingernagel::N,tirnoq,gazza
202,Fingernagel::N,tirnoq,kozzâ
203,Fingernagel::N,tirnoq,kõʒʒ
204,Fingernagel::N,tirnoq,кэ̄ннц
205,Nagel[Anatomie]::N,tirnoq,gadtse
206,Nagel[Anatomie]::N,tirnoq,guehpere
207,Nagel[Anatomie]::N,tirnoq,gadtsa
208,Nagel[Anatomie]::N,tirnoq,gazza
209,Nagel[Anatomie]::N,tirnoq,kozzâ
210,Nagel[Anatomie]::N,tirnoq,kõʒʒ
211,Nagel[Anatomie]::N,tirnoq,кэ̄ннц
212,Zeh::N,oyoq barmog'i,tjiehtjere
213,Zeh::N,oyoq barmog'i,juolggetjuvdde
214,Zeh::N,oyoq barmog'i,juolgesuorbma
215,Zeh::N,oyoq barmog'i,jyel'gisuor'mâ
216,Zeh::N,oyoq barmog'i,jue´lǧǧsuõrmm
217,Zeh::N,oyoq barmog'i,ю̄лльк-це̄һп
218,Fuß::N,oyoq,juelkie
219,Fuß::N,oyoq,juolgge
220,Fuß::N,oyoq,juolgi
221,Fuß::N,oyoq,jyel'gi
222,Fuß::N,oyoq,jue´lǧǧ
223,Fuß::N,oyoq,ла̄бпь
224,Ferse::N,tovon,båetskie
225,Ferse::N,tovon,boasske
226,Ferse::N,tovon,šušmi
227,Ferse::N,tovon,šušme
228,Ferse::N,tovon,jue´lǧǧkädd
229,Ferse::N,tovon,ка̄ннт
230,Knie::N,tiz,boelve
231,Knie::N,tiz,buolvva
232,Knie::N,tiz,čibbi
233,Knie::N,tiz,veaŋki
234,Knie::N,tiz,iidâ
235,Knie::N,tiz,puõlvv
236,Knie::N,tiz,пуллв
237,Oberschenkel::N,son,ruaksja
238,Oberschenkel::N,son,tjibbe
239,Oberschenkel::N,son,gassaváhkká
240,Oberschenkel::N,son,badjeváhkáa
241,Oberschenkel::N,son,čuár'bpeeḷi
242,Oberschenkel::N,son,če´bb
243,Oberschenkel::N,son,чуаррбе̄лль
244,Bein::N,oyoq,juelkie
245,Bein::N,oyoq,juolgge
246,Bein::N,oyoq,juolgi
247,Bein::N,oyoq,jyel'gi
248,Bein::N,oyoq,jue´lǧǧ
249,Bein::N,oyoq,ю̄лльк
250,Körper::N,badna,kråahpe
251,Körper::N,badna,rumáj
252,Körper::N,badna,rumaš
253,Körper::N,badna,ruumâš
254,Körper::N,badna,rå´pp
255,Körper::N,badna,лышшьк
256,Körper::N,badna,роаӈӈьк
257,Haut::N,teri,njaltja
258,Haut::N,teri,lijkke
259,Haut::N,teri,tjuobma
260,Haut::N,teri,liiki
261,Haut::N,teri,liške
262,Haut::N,teri,le´šǩǩ
263,Haut::N,teri,лышшьк
264,Blut::N,qon,vïrre
265,Blut::N,qon,maelie
266,Blut::N,qon,varra
267,Blut::N,qon,varra
268,Blut::N,qon,vorrâ
269,Blut::N,qon,võrr
270,Blut::N,qon,вэ̄рр
271,Ader::N,qon tomir,åerie
272,Ader::N,qon tomir,aajroe
273,Ader::N,qon tomir,suodna
274,Ader::N,qon tomir,varrasuotna
275,Ader::N,qon tomir,suoṇâ
276,Ader::N,qon tomir,suõnn
277,Ader::N,qon tomir,сӯнн
278,Sehne::N,tomir,soene
279,Sehne::N,tomir,gåårtenje
280,Sehne::N,tomir,suodna
281,Sehne::N,tomir,suotna
282,Sehne::N,tomir,suoṇâ
283,Sehne::N,tomir,suõnn
284,Sehne::N,tomir,сӯнн
285,Knochen::N,suyak,måara
286,Knochen::N,suyak,måaroe
287,Knochen::N,suyak,dákte
288,Knochen::N,suyak,dákti
289,Knochen::N,suyak,tähti
290,Knochen::N,suyak,tä´htt
291,Knochen::N,suyak,та̄ххт
292,Knochen::N,suyak,та̄ффьт
293,Gehirn::N,miya,aajla
294,Gehirn::N,miya,vuojŋam
295,Gehirn::N,miya,vuoigŋašat
296,Gehirn::N,miya,vuoi'ŋâšeh
297,Gehirn::N,miya,vuo'ivâšneh
298,Gehirn::N,miya,vuõivâšn
299,Gehirn::N,miya,вуэййвэшна
300,Herz::N,qalb,vaajmoe
301,Herz::N,qalb,tsåhke
302,Herz::N,qalb,váibmu
303,Herz::N,qalb,váimu
304,Herz::N,qalb,čââ´đ
305,Herz::N,qalb,кӯттҌк
306,Magen::N,oshqozon,tjåejjie
307,Magen::N,oshqozon,tjoajvve
308,Magen::N,oshqozon,čoavji
309,Magen::N,oshqozon,čuáv'ji
310,Magen::N,oshqozon,čåu´jj
311,Magen::N,oshqozon,чо̄ввьй
312,Leber::N,bag'ir,mueksie
313,Leber::N,bag'ir,librre
314,Leber::N,bag'ir,vuoivvas
315,Leber::N,bag'ir,vuoivâs
316,Leber::N,bag'ir,vuõivâs
317,Leber::N,bag'ir,вуйвас
318,Atem::N,dam,voejngehtasse
319,Atem::N,dam,båssånis
320,Atem::N,dam,vuojŋadahka
321,Atem::N,dam,vuoiŋŋahat
322,Atem::N,dam,vuo'iŋâstim
323,Atem::N,dam,jiõg'g
324,Atem::N,dam,вӯйнас
325,Atem::N,dam,вӯййнмушш
326,Hunger::N,ochlik,nielkie
327,Hunger::N,ochlik,nielgge
328,Hunger::N,ochlik,nealgi
329,Hunger::N,ochlik,nelgi
330,Hunger::N,ochlik,neä´lǧǧ
331,Hunger::N,ochlik,не̄лльк
332,Träne::N,yosh,gïknjele
333,Träne::N,yosh,ganjál
334,Träne::N,yosh,ganjal
335,Träne::N,yosh,koonjâl
336,Träne::N,yosh,kõõnjâl
337,Träne::N,yosh,кэ̄нял
338,Geschmack::N,tam,aelmie
339,Geschmack::N,tam,muosse
340,Geschmack::N,tam,smáhkka
341,Geschmack::N,tam,máhku
342,Geschmack::N,tam,smáhkka
343,Geschmack::N,tam,mááhu
344,Geschmack::N,tam,smakkâ
345,Geschmack::N,tam,njõõd
346,Geschmack::N,tam,smääkk
347,Geschmack::N,tam,ня̄лльк
348,Geruch::N,jid,haaje
349,Geruch::N,jid,habjja
350,Geruch::N,jid,hádja
351,Geruch::N,jid,opsâ
352,Geruch::N,jid,haajâ
353,Geruch::N,jid,õpss
354,Geruch::N,jid,haajj
355,Geruch::N,jid,апс
356,Geruch::N,jid,лэ̄гк
357,Schlaf::N,uyqu,nahkerh
358,Schlaf::N,uyqu,nager
359,Schlaf::N,uyqu,oados
360,Schlaf::N,uyqu,nagir
361,Schlaf::N,uyqu,naṿer
362,Schlaf::N,uyqu,nââ´er
363,Schlaf::N,uyqu,нагерь
364,Traum::N,tush,nahkere
365,Traum::N,tush,niehko
366,Traum::N,tush,niehku
367,Traum::N,tush,naṿer
368,Traum::N,tush,nââ´er
369,Traum::N,tush,нагерь
370,Himmel::N,osmon,elmie
371,Himmel::N,osmon,almme
372,Himmel::N,osmon,albmi
373,Himmel::N,osmon,alme
374,Himmel::N,osmon,â´lmm
375,Himmel::N,osmon,алльм
376,Sonne::N,quyosh,biejjie
377,Sonne::N,quyosh,bæjvásj
378,Sonne::N,quyosh,beaivváš
379,Sonne::N,quyosh,peivi
380,Sonne::N,quyosh,piäiváš
381,Sonne::N,quyosh,pei´vv
382,Sonne::N,quyosh,пе̄ййв
383,Mond::N,oy,aske
384,Mond::N,oy,mánno
385,Mond::N,oy,mánnu
386,Mond::N,oy,máánu
387,Mond::N,oy,mään
388,Mond::N,oy,ма̄нн
389,Stern::N,yulduz,daasta
390,Stern::N,yulduz,naestie
391,Stern::N,yulduz,násste
392,Stern::N,yulduz,násti
393,Stern::N,yulduz,täsni
394,Stern::N,yulduz,tä´snn
395,Stern::N,yulduz,та̄ссьт
396,Luft::N,havo,elmie
397,Luft::N,havo,ájmmo
398,Luft::N,havo,áibmu
399,Luft::N,havo,áimu
400,Luft::N,havo,šõŋŋ
401,Luft::N,havo,вӯйнас
402,Wind::N,el,bïegke
403,Wind::N,el,biegga
404,Wind::N,el,biegga
405,Wind::N,el,pieg'gâ
406,Wind::N,el,piõg'g
407,Wind::N,el,пӣӈӈк
408,Welle::N,to'lqin,baaroe
409,Welle::N,to'lqin,bárro
410,Welle::N,to'lqin,bárru
411,Welle::N,to'lqin,pááṛu
412,Welle::N,to'lqin,päärr
413,Welle::N,to'lqin,нэ̄ммп
414,Wasser::N,suv,tjaetsie
415,Wasser::N,suv,tjáhtje
416,Wasser::N,suv,čáhci
417,Wasser::N,suv,čääci
418,Wasser::N,suv,čää´cc
419,Wasser::N,suv,ча̄дзь
420,Stein::N,tosh,gierkie
421,Stein::N,tosh,giergge
422,Stein::N,tosh,geađgi
423,Stein::N,tosh,keđgi
424,Stein::N,tosh,ǩeä´dǧǧ
425,Stein::N,tosh,ке̄ддҌк
426,Boden::N,tuproq,betnie
427,Boden::N,tuproq,ednam
428,Boden::N,tuproq,bodni
429,Boden::N,tuproq,vuođđu
430,Boden::N,tuproq,ponne
431,Boden::N,tuproq,vuáđ̣u
432,Boden::N,tuproq,vuâđđ
433,Boden::N,tuproq,лаввьн
434,Boden::N,tuproq,е̄ммьне
435,Erde::N,er,jåarta
436,Erde::N,er,mueltie
437,Erde::N,er,ednam
438,Erde::N,er,mållde
439,Erde::N,er,eana
440,Erde::N,er,eennâm
441,Erde::N,er,mädd
442,Erde::N,er,jânnam
443,Erde::N,er,е̄ммьне
444,Staub::N,chang,heblie
445,Staub::N,chang,tsumhtsie
446,Staub::N,chang,dubme
447,Staub::N,chang,dopmu
448,Staub::N,chang,kovjâ
449,Staub::N,chang,põõ´l
450,Staub::N,chang,кэ̄ббьй
451,Rauch::N,tutun,soeve
452,Rauch::N,tutun,suovva
453,Rauch::N,tutun,suovva
454,Rauch::N,tutun,suoṿâ
455,Rauch::N,tutun,suõvv
456,Rauch::N,tutun,сӯвв
457,Funke::N,yalt,naestie
458,Funke::N,yalt,tjuonam
459,Funke::N,yalt,čuotnan
460,Funke::N,yalt,čuođâlm
461,Funke::N,yalt,iiskâr
462,Funke::N,yalt,čuõzzâm
463,Funke::N,yalt,чӯссэм
464,Feuer::N,o't,dålle
465,Feuer::N,o't,dållå
466,Feuer::N,o't,dolla
467,Feuer::N,o't,tullâ
468,Feuer::N,o't,toll
469,Feuer::N,o't,то̄лл
470,Licht::N,yorug',tjoevke
471,Licht::N,yorug',tjuovgga
472,Licht::N,yorug',čuovga
473,Licht::N,yorug',čuovggas
474,Licht::N,yorug',čuoṿâ
475,Licht::N,yorug',toll
476,Licht::N,yorug',čuõvv
477,Licht::N,yorug',то̄лл
478,Schatten::N,soya,skugkie
479,Schatten::N,soya,soejvene
480,Schatten::N,soya,irkes
481,Schatten::N,soya,sieges
482,Schatten::N,soya,itku
483,Schatten::N,soya,suoivâ
484,Schatten::N,soya,õõtt
485,Schatten::N,soya,ǩeeu´niǩ
486,Schatten::N,soya,кывьнэхь
487,Wetter::N,havo,vïerhtse
488,Wetter::N,havo,dálkke
489,Wetter::N,havo,dálki
490,Wetter::N,havo,šoŋŋâ
491,Wetter::N,havo,šõŋŋ
492,Wetter::N,havo,шэ̄ӈӈ
493,Nebel::N,tuman,såavla
494,Nebel::N,tuman,mearhka
495,Nebel::N,tuman,murkko
496,Nebel::N,tuman,mierkká
497,Nebel::N,tuman,mierká
498,Nebel::N,tuman,miär'kká
499,Nebel::N,tuman,oṃo
500,Nebel::N,tuman,sue´lnn
501,Nebel::N,tuman,цӣгк
502,Nebel::N,tuman,сулльн
503,Wolke::N,bulut,balve
504,Wolke::N,bulut,balvva
505,Wolke::N,bulut,balva
506,Wolke::N,bulut,polvâ
507,Wolke::N,bulut,põlvv
508,Wolke::N,bulut,пэллв
509,Regen::N,yomg'ir,ebrie
510,Regen::N,yomg'ir,harvve
511,Regen::N,yomg'ir,arvi
512,Regen::N,yomg'ir,arve
513,Regen::N,yomg'ir,â´brr
514,Regen::N,yomg'ir,аббьр
515,Schnee::N,qor,lopme
516,Schnee::N,qor,moehtege
517,Schnee::N,qor,muohta
518,Schnee::N,qor,muohta
519,Schnee::N,qor,muotâ
520,Schnee::N,qor,muõtt
521,Schnee::N,qor,вэ̄дз
522,Schnee::N,qor,куэллт
523,Eis::N,muz,jïenge
524,Eis::N,muz,jiegŋa
525,Eis::N,muz,jiekŋa
526,Eis::N,muz,jieŋ̣â
527,Eis::N,muz,jiõŋŋ
528,Eis::N,muz,ӣӈӈ
529,Frost::N,ajoz,baajkoe
530,Frost::N,ajoz,tjoasskem
531,Frost::N,ajoz,buolaš
532,Frost::N,ajoz,puolâš
533,Frost::N,ajoz,puõlâš
534,Frost::N,ajoz,мӯнь
535,Kälte::N,ajoz,jueskie
536,Kälte::N,ajoz,tjåetskeme
537,Kälte::N,ajoz,tjoasskem
538,Kälte::N,ajoz,čoaskin
539,Kälte::N,ajoz,ko'lmâsvuotâ
540,Kälte::N,ajoz,ijss
541,Kälte::N,ajoz,čuä´cǩǩem
542,Kälte::N,ajoz,tuârggnjõs
543,Kälte::N,ajoz,кэ̄лмас
544,Hitze::N,issiq,baahke
545,Hitze::N,issiq,báhkka
546,Hitze::N,issiq,báhkka
547,Hitze::N,issiq,pakkâ
548,Hitze::N,issiq,kuṃe
549,Hitze::N,issiq,paašt
550,Hitze::N,issiq,жоарр
551,Raureif::N,qirov,jyjse
552,Raureif::N,qirov,ridne
553,Raureif::N,qirov,goarre
554,Raureif::N,qirov,ritni
555,Raureif::N,qirov,suhči
556,Raureif::N,qirov,riṇe
557,Raureif::N,qirov,ай
558,Regenbogen::N,kamalak,aatjan goengere
559,Regenbogen::N,kamalak,aatjan joekse
560,Regenbogen::N,kamalak,ádjájuoksa
561,Regenbogen::N,kamalak,arvedávgi
562,Regenbogen::N,kamalak,bajándávgi
563,Regenbogen::N,kamalak,äijihtävgi
564,Regenbogen::N,kamalak,teârmmazjohss
565,Regenbogen::N,kamalak,тӣрмесью̄ккс
566,Donner::N,guldur,raejrie
567,Donner::N,guldur,átjek
568,Donner::N,guldur,átjárájdde
569,Donner::N,guldur,áddjá
570,Donner::N,guldur,baján
571,Donner::N,guldur,juuṛâ
572,Donner::N,guldur,tie´rmes
573,Donner::N,guldur,тӣрмесь
574,Donner::N,guldur,ча̄ркнэгк
575,Strömung::N,oqim,njuvvie
576,Strömung::N,oqim,ájggedáhpe
577,Strömung::N,oqim,rávdnji
578,Strömung::N,oqim,virde
579,Strömung::N,oqim,ve´rdd
580,Strömung::N,oqim,выррьт
581,Tropfen::N,tomchi,gåajhkohts
582,Tropfen::N,tomchi,gåjkudis
583,Tropfen::N,tomchi,goaikkanas
584,Tropfen::N,tomchi,čalme
585,Tropfen::N,tomchi,čâ´lmm
586,Tropfen::N,tomchi,ча̄лльм
587,Schaum::N,ko'pik,sapte
588,Schaum::N,ko'pik,såpptå
589,Schaum::N,ko'pik,sokta
590,Schaum::N,ko'pik,suptâ
591,Schaum::N,ko'pik,soptt
592,Schaum::N,ko'pik,со̄ппт
593,Schmutz::N,gard,haaskoe
594,Schmutz::N,gard,duolvva
595,Schmutz::N,gard,duolva
596,Schmutz::N,gard,durdi
597,Schmutz::N,gard,stänži
598,Schmutz::N,gard,sähss
599,Schmutz::N,gard,са̄ккьс
600,Schmutz::N,gard,не̄шшь
601,See::N,ko'l,jaevrie
602,See::N,ko'l,jávrre
603,See::N,ko'l,jávri
604,See::N,ko'l,jävri
605,See::N,ko'l,jâu´rr
606,See::N,ko'l,я̄ввьр
607,Sumpf::N,botqoq,pluevie
608,Sumpf::N,botqoq,áhpe
609,Sumpf::N,botqoq,sæmssa
610,Sumpf::N,botqoq,jeaggi
611,Sumpf::N,botqoq,jeggi
612,Sumpf::N,botqoq,jeä´ǧ'ǧ
613,Sumpf::N,botqoq,ла̄ммьп
614,Moor::N,qir-adir,pluevie
615,Moor::N,qir-adir,jiegge
616,Moor::N,qir-adir,suotnju
617,Moor::N,qir-adir,karrii
618,Moor::N,qir-adir,kä´rev
619,Moor::N,qir-adir,veättaǩ
620,Moor::N,qir-adir,ла̄ммьп
621,Wiese::N,o'tzor,ïentje
622,Wiese::N,o'tzor,giedde
623,Wiese::N,o'tzor,gieddi
624,Wiese::N,o'tzor,nijtto
625,Wiese::N,o'tzor,пуэшенҍ
626,Wald::N,o'rmon,skåake
627,Wald::N,o'rmon,skåajje
628,Wald::N,o'rmon,miehtsie
629,Wald::N,o'rmon,vuovdde
630,Wald::N,o'rmon,miehttse
631,Wald::N,o'rmon,vuovdi
632,Wald::N,o'rmon,meahcci
633,Wald::N,o'rmon,mecci
634,Wald::N,o'rmon,vyemi
635,Wald::N,o'rmon,vue´mm
636,Wald::N,o'rmon,meä´c'c
637,Wald::N,o'rmon,ля̄ммт
638,Hügel::N,tepa,deava
639,Hügel::N,tepa,dievvá
640,Hügel::N,tepa,dievvá
641,Hügel::N,tepa,čummâ
642,Hügel::N,tepa,pä´rcc
643,Hügel::N,tepa,teä´rmm
644,Hügel::N,tepa,ка̄ннҌт
645,Anhöhe::N,adir,deava
646,Anhöhe::N,adir,jalladahke
647,Anhöhe::N,adir,dievásj
648,Anhöhe::N,adir,aláš
649,Anhöhe::N,adir,luohkká
650,Anhöhe::N,adir,tiävá
651,Anhöhe::N,adir,poorááš
652,Anhöhe::N,adir,ču´lpp
653,Anhöhe::N,adir,škâu´ŋŋ
654,Anhöhe::N,adir,ка̄ннҌт
655,Berg::N,tog',bïerje
656,Berg::N,tog',várre
657,Berg::N,tog',várri
658,Berg::N,tog',vääṛi
659,Berg::N,tog',vää´rr
660,Berg::N,tog',те̄ррьм
661,Gipfel::N,cho'qqi,dalvese
662,Gipfel::N,cho'qqi,tjåhkkå
663,Gipfel::N,cho'qqi,čohkka
664,Gipfel::N,cho'qqi,čokke
665,Gipfel::N,cho'qqi,čå´ǩǩ
666,Gipfel::N,cho'qqi,ла̄ддҍв
667,Höhle::N,kavak,beajoe
668,Höhle::N,kavak,rájgge
669,Höhle::N,kavak,sluoggo
670,Höhle::N,kavak,biedju
671,Höhle::N,kavak,kuovđâšm
672,Höhle::N,kavak,skuõrr
673,Höhle::N,kavak,вуэӈӈк
674,Abhang::N,to'sh,boelte
675,Abhang::N,to'sh,brijrie
676,Abhang::N,to'sh,bállte
677,Abhang::N,to'sh,vielti
678,Abhang::N,to'sh,luohkká
679,Abhang::N,to'sh,viel'tti
680,Abhang::N,to'sh,vie´ltt
681,Abhang::N,to'sh,луэххк
682,Quelle::N,buloq,aajege
683,Quelle::N,buloq,gaaltije
684,Quelle::N,buloq,ája
685,Quelle::N,buloq,ája
686,Quelle::N,buloq,gáldu
687,Quelle::N,buloq,aajâ
688,Quelle::N,buloq,käldee
689,Quelle::N,buloq,lädd
690,Quelle::N,buloq,käivv
691,Quelle::N,buloq,ка̄ййв
692,Bach::N,o'zan,johketje
693,Bach::N,o'zan,jåhkå
694,Bach::N,o'zan,jågåsj
695,Bach::N,o'zan,jogaš
696,Bach::N,o'zan,aajâ
697,Bach::N,o'zan,vuäjj
698,Bach::N,o'zan,вуэйй
699,Fluss::N,daryo,johke
700,Fluss::N,daryo,ædno
701,Fluss::N,daryo,jåhkå
702,Fluss::N,daryo,johka
703,Fluss::N,daryo,juuhâ
704,Fluss::N,daryo,jokk
705,Fluss::N,daryo,jeänn
706,Fluss::N,daryo,ё̄гк
707,Ufer::N,sohil,beala
708,Ufer::N,sohil,gádde
709,Ufer::N,sohil,gáddi
710,Ufer::N,sohil,riddo
711,Ufer::N,sohil,redd
712,Ufer::N,sohil,рыннт
713,Küste::N,qirg'oq,mïere
714,Küste::N,qirg'oq,gaedtie
715,Küste::N,qirg'oq,merragádde
716,Küste::N,qirg'oq,merraguovllo
717,Küste::N,qirg'oq,gáddi
718,Küste::N,qirg'oq,riddo
719,Küste::N,qirg'oq,miârr'redd
720,Küste::N,qirg'oq,рыннт
721,Festland::N,materik,gaedtie
722,Festland::N,materik,gádde
723,Festland::N,materik,nannán
724,Festland::N,materik,kušknjâs
725,Festland::N,materik,eennâm
726,Festland::N,materik,jânnam
727,Festland::N,materik,ма̄ннтэр
728,Meer::N,dengiz,mearoe
729,Meer::N,dengiz,merra
