,Concept_ID,ga,lez
152,Ast::N,géag,тӏур
153,Zweig::N,géag,хел
154,Zweig::N,craobh,хел
155,Blatt::N,duille,пеш
156,Blatt::N,duilleog,пеш
157,Birke::N,beith,верх
158,Birke::N,crann beithe,верх
159,Kiefer[Baum]::N,péine,шамагъаж
160,Weide[Baum]::N,saileach,цӏвелин ттар
161,Tanne::N,giúis,ель
162,Horn::N,adharc,карч
163,Feder::N,cleite,цӏакул
164,Fell::N,clúmh,хам
165,Flügel::N,eite,лув
166,Flügel::N,sciathán,лув
167,Klaue::N,crúb,къармах
168,Klaue::N,crobh,къармах
169,Kralle::N,crobh,пац
170,Kralle::N,crobh,тапас
171,Schwanz::N,eireaball,ттум
172,Ei::N,ubh,кака
173,Nest::N,nead,муг
174,Bau::N,brocais,тӏеквен
175,Tier::N,ainmhí,гьайван
176,Tier::N,beithíoch,гьайван
177,Herde::N,tréad,суьруь
178,Kuh::N,bó,ккал
179,Bulle::N,tarbh,яц
180,Bulle::N,tarbh,бугъа
181,Pferd::N,each,балкӏан
182,Pferd::N,capall,балкӏан
183,Schaf::N,caora,хеб
184,Schwein::N,muc,вак
185,Hund::N,madra,кицӏ
186,Katze::N,cat,кац
187,Bär::N,béar,сев
188,Eichhörnchen::N,iora,белка
189,Elch::N,eilc,лось
190,Fuchs::N,sionnach,сикӏ
191,Fuchs::N,madra rua,сикӏ
192,Hase::N,giorria,къуьр
193,Maus::N,luch,кьиф
194,Wolf::N,mac tíre,жанавур
195,Vogel::N,éan,луван ничхир
196,Schwarm::N,saithe,луж
197,Huhn::N,cearc,верч
198,Hahn::N,coileach,кӏек
199,Gans::N,gé,къаз
200,Adler::N,iolar,лекь
201,Ente::N,lacha,пӏатӏ
202,Eule::N,ulchabhán,тӏиб
203,Kranich::N,grús,дурна
204,Krähe::N,caróg,къаргъа
205,Krähe::N,préachán,къаргъа
206,Kuckuck::N,cuach,кукупӏ
207,Schwan::N,eala,къугь
208,Fisch::N,iasc,гъед
209,Barsch::N,péirse,окунь
210,Hecht::N,liús,щука
211,Schlange[Tier]::N,nathair,илан
212,Schlange[Tier]::N,nathair,гъуьлягъ
213,Wurm::N,péist,квак
214,Spinne::N,damhán alla,хуьшрекан
215,Ameise::N,seangán,цегв
216,Laus::N,míol,нет
217,Mücke::N,muiscít,ветӏ
218,Mücke::N,corrmhíol,ветӏ
219,Fliege::N,cuil,тӏветӏ
220,Fliege::N,cuileog,тӏветӏ
221,Schmetterling::N,féileacán,чепелукь
222,Beere::N,caor,куьлуь емиш
223,Apfel::N,úll,ич
224,Pilz::N,beacán,къарникъуз
225,Pilz::N,muisiriún,къарникъуз
226,Zwiebel::N,oinniún,чичӏек
227,Saat::N,síol,тумар
228,Korn::N,gráinne,твар
229,Heu::N,féar,векь
230,Heu::N,féar,векьер
231,Schale::N,scaimh,пириш
232,Schale::N,scaimh,хъуьруьш
233,Grube::N,poll,фур
234,Falle::N,gaiste,ракьар
235,Schlinge::N,sealán,гьалкъа
236,Spur::N,rian,гел
237,Asche::N,luaith,руьхъ
238,Dreck::N,salachar,чирк
239,Dreck::N,salachar,кьуруш
240,Eisen::N,iarann,ракь
241,Gold::N,ór,алтун
242,Silber::N,airgead,гимиш
243,Kohle::N,gual,цӏивин
244,Glas::N,gloine,шуьше
245,Lehm::N,cré,ччеб
246,Sand::N,gaineamh,къум
247,Mensch::N,duine,инсан
248,Mann::N,fear,итим
249,Frau::N,bean,паб
250,Frau::N,bean,дишегьли
251,Kind::N,gasúr,аял
252,Kind::N,páiste,аял
253,Junge::N,buachaill,гада
254,Mädchen::N,cailín,руш
255,Familie::N,teaghlach,хзан
256,Familie::N,teaghlach,килфет
257,Familie::N,comhluadar,хзан
258,Familie::N,comhluadar,килфет
259,Großvater::N,seanathair,чӏехи буба
260,Großmutter::N,seanmháthair,чӏехи диде
261,Eltern::N,tuismitheoirí,диде-буба
262,Vater::N,athair,буба
263,Mutter::N,máthair,диде
264,Sohn::N,mac,хва
265,Tochter::N,iníon,руш
266,Bruder::N,deartháir,стха
267,Schwester::N,deirfiúr,вах
268,Onkel::N,uncail,ими
269,Onkel::N,uncail,халу
270,Tante::N,aintín,эме
271,Tante::N,aintín,хала
272,Ehemann::N,fear céile,гъуьл
273,Ehefrau::N,bean chéile,паб
274,Freude::N,áthas,шадвал
275,Gelächter::N,gáire,хъвер
276,Glück::N,séan,бахт
277,Glück::N,sonas,бахт
278,Kummer::N,brón,дерт
279,Kummer::N,brón,хажалат
280,Kummer::N,buairt,дерт
281,Kummer::N,buairt,хажалат
282,Wunsch::N,guí,мурад
283,Wunsch::N,achainí,мурад
284,Lust::N,fonn,гьевес
285,Geist::N,meon,руьгь
286,Geist::N,spiorad,руьгь
287,Gedanke::N,smaoineamh,фикир
288,Gedächtnis::N,cuimhne,
289,Verstand::N,ciall,акьул
290,Verstand::N,intinn,акьул
291,Sinn::N,brí,мана
292,Sinn::N,ciall,мана
293,Grund::N,fáth,себеб
294,Wahrheit::N,fírinne,керчек
295,Wahrheit::N,fírinne,гьакъикъат
296,Gespräch::N,comhrá,ихтилат
297,Märchen::N,scéal,мах
298,Erzählung::N,scéal,кьиса
299,Nachricht::N,teachtaireacht,хабар
300,Neuigkeit::N,scéala,цӏийи хабар
301,Name::N,ainm,тӏвар
302,Rätsel::N,tomhas,мискӏал
303,Rede::N,óráid,рахун
304,Rede::N,aitheasc,рахун
305,Sprache::N,teanga,чӏал
306,Stimme::N,guth,ван
307,Wort::N,focal,гаф
308,Zeichen::N,comhartha,ишара
309,Ruf::N,glaoch,эвер
310,Lärm::N,torann,ван-сес
311,Laut::N,fuaim,ван
312,Laut::N,fuaim,сес
313,Ton::N,ton,ван-сес
314,Lied::N,amhrán,мани
315,Ruhe::N,suaimhneas,ласвал
316,Ruhe::N,suaimhneas,фаракъат
317,Ruhe::N,suaimhneas,асайиш
318,Leute::N,muintir,инсанар
319,Volk::N,pobal,халкь
320,Arbeit::N,obair,кӏвалах
321,Gast::N,aoi,мугьман
322,Geschenk::N,féirín,савкьат
323,Geschenk::N,bronntanas,савкьат
324,Spiel::N,cluiche,къугъун
325,Gesellschaft::N,comhluadar,жемят
326,Gesellschaft::N,comhluadar,общество
327,Hilfe::N,cúnamh,куьмек
328,Hilfe::N,cabhair,куьмек
329,Freund::N,cara,дуст
330,Kamerad::N,comrádaí,яр-дуст
331,Angelegenheit::N,ábhar,кар
332,Anzahl::N,líon,сан
333,Anzahl::N,líon,кьадар
334,Art::N,sórt,жуьре
335,Art::N,saghas,жуьре
336,Stück::N,píosa,кӏус
337,Teil::N,cuid,пай
338,Teil::N,páirt,пай
339,Hälfte::N,leath,зур
340,Hälfte::N,leath,зур пай
341,Kreis::N,ciorcal,круг
342,Kreis::N,ciorcal,чкаяр
343,Kreis::N,ciorcal,элкъвей цӏар
344,Kreuz::N,cros,хаш
345,Linie::N,líne,цӏар
346,Strich::N,stríoc,цӏар
347,Abstand::N,achar,ара
348,Entfernung::N,fad,мензил
349,Gegend::N,ceantar,чка
350,Platz::N,áit,ара
351,Platz::N,spás,ара
352,Ort::N,áit,чка
353,Seite::N,taobh,пад
354,Mitte::N,lár,юкь
355,Gegenstand::N,ball,затӏ
356,Gegenstand::N,ábhar,затӏ
357,Sache::N,ní,шей
358,Sache::N,ní,затӏ
359,Sache::N,rud,шей
360,Sache::N,rud,затӏ
361,Rand::N,imeall,къерех
362,Rand::N,ciumhais,къерех
363,Kante::N,corr,син
364,Kante::N,colbha,син
365,Ecke::N,coirnéal,пӏипӏ
366,Spitze::N,gob,кӏвенкӏв
367,Spitze::N,barr,кӏвенкӏв
368,Ende::N,ceann,кьил
369,Ende::N,foirceann,кьил
370,Loch::N,poll,тӏеквен
371,Winkel::N,cúinne,пӏипӏ
372,Winkel::N,uillinn,пӏипӏ
373,Muster::N,patrún,гишир
374,Größe::N,méid,кьадар
375,Größe::N,toise,кьадар
376,Länge::N,fad,яргъивал
377,Höhe::N,airde,кьакьанвал
378,Gewicht::N,meáchan,заланвал
379,Menge::N,méid,кьадар
380,Haufen::N,cnap,хара
381,Reihe::N,líne,жерге
382,Reihe::N,sraith,жерге
383,Boot::N,bád,луьткве
384,Ruder::N,rámh,кьусу
385,Ruder::N,maide rámha,кьусу
386,Schlitten::N,carr sleamhnáin,гъелерар
387,Ski::N,scí,
388,Lagerfeuer::N,tine champa,цӏай
389,Last::N,ualach,заланвал
390,Gang::N,siúlóid,ериш
391,Schritt::N,céim,къадам
392,Schritt::N,coiscéim,къадам
393,Norden::N,tuaisceart,кефер
394,Norden::N,tuaisceart,кефер пад
395,Süden::N,deisceart,кьибле
396,Westen::N,iarthar,рагъакӏидай пад
397,Osten::N,oirthear,рагъэкъечӏдай пад
398,Holz::N,adhmad,кӏарас
399,Brett::N,clár,кьул
400,Brett::N,clár,тахта
401,Platte::N,leac,
402,Stütze::N,taca,даях
403,Stange::N,polla,юрк
404,Stange::N,cuaille,юрк
405,Stock::N,bata,лаш
406,Stock::N,maide,лаш
407,Stab::N,maide,юрк
408,Stab::N,bachall,юрк
409,Rohr::N,píopa,турба
410,Haus::N,teach,ужагъ
411,Heim::N,baile,кӏвал
412,Ofen::N,sornóg,пич
413,Fußboden::N,urlár,кӏвалин ччил
414,Tisch::N,bord,стол
415,Tisch::N,tábla,стол
416,Stuhl::N,cathaoir,стул
417,Wiege::N,cliabhán,кьеб
418,Bett::N,leaba,тахт
419,Regal::N,seilf,кьацӏ
420,Kiste::N,bosca,ящик
421,Fenster::N,fuinneoig,дакӏар
422,Tür::N,doras,рак
423,Tor::N,geata,варар
424,Zaun::N,fál,пару
425,Zaun::N,claí,пару
426,Dach::N,díon,къав
427,Leiter::N,dréimire,гурар
428,Besen::N,scuab,таран кул
429,Spaten::N,spád,ппер
430,Spaten::N,rámhainn,ппер
431,Schaufel::N,sluasaid,хекендаз
432,Gabel::N,forc,шиш
433,Gabel::N,gabhlóg,шиш
434,Löffel::N,spúnóg,тӏур
435,Messer::N,scian,чукӏул
436,Nagel::N,tairne,мих
437,Netz::N,líon,чил
438,Netz::N,eangach,чил
439,Haken::N,croch,къармах
440,Griff::N,cos,ттум
441,Griff::N,hanla,ттум
442,Schloss::N,glas,куьлег
443,Bild::N,pictiúr,шикил
444,Bild::N,pictiúr,суьрет
445,Figur::N,fíor,фигура
446,Puppe::N,bábóg,нини
447,Beutel::N,mála,тагъар
448,Beutel::N,mealbhóg,тагъар
449,Bündel::N,beart,галгам
450,Tasche::N,mála,чанта
451,Eimer::N,buicéad,ведре
452,Deckel::N,clár,кьил
453,Deckel::N,clár,къалпагъ
454,Deckel::N,claibín,кьил
455,Deckel::N,claibín,къалпагъ
456,Geschirr::N,soithí,къаб-къажах
457,Geschirr::N,gréithe,къаб-къажах
458,Sack::N,sac,чувал
459,Sack::N,mála,чувал
460,Tasse::N,cupán,сукӏра
461,Topf::N,pota,къажгъан
462,Kessel::N,citeal,къажгъан
463,Essen::N,béile,тӏуьн
464,Nahrung::N,bia,тӏуьн
465,Speise::N,mias,хуьрек
466,Fleisch::N,feoil,як
467,Getreide::N,grán,техил
468,Getreide::N,arbhar,техил
469,Brei::N,brúitín,хапӏа
470,Brei::N,brúitín,хешил
471,Brot::N,arán,фу
472,Scheibe::N,píosa,чӏук
473,Scheibe::N,slisne,чӏук
474,Fett::N,saill,ягълу
475,Fett::N,méathras,ягълу
476,Butter::N,im,гъери
477,Öl::N,ola,ягълу
478,Salz::N,salann,кьел
479,Suppe::N,sú,суп
480,Suppe::N,sú,шурпа
481,Suppe::N,anraith,суп
482,Suppe::N,anraith,шурпа
483,Honig::N,mil,вирт
484,Milch::N,bainne,нек
485,Tee::N,tae,чай
486,Leder::N,leathar,тумаж
487,Wolle::N,olann,йис
488,Stoff::N,éadach,парча
489,Nadel::N,snáthaid,раб
490,Faden::N,snáth,гъал
491,Knopf::N,cnaipe,дуьгме
492,Knoten::N,snaidhm,тӏвал
493,Farbe::N,péint,ранг
494,Kleidung::N,éadaí,партал
495,Hemd::N,léine,перем
496,Kragen::N,bóna,хев
497,Ärmel::N,muinchille,хел
498,Hose::N,bríste,шалвар
499,Hose::N,treabhsar,шалвар
500,Gürtel::N,crios,чӏул
501,Mütze::N,caipín,бармак
502,Mütze::N,caipín,бапӏах
503,Schuh::N,bróg,ботинка
504,Stiefel::N,buatais,чекме
505,Ring::N,fáinne,тупӏал
506,Band::N,ribín,тасма
507,Kamm::N,cíor,регъ
508,Spiegel::N,scáthán,гуьзгуь
509,Riemen::N,iall,къайиш
510,Riemen::N,strapa,къайиш
511,Schnur::N,téad,еб
512,Schnur::N,sreangán,еб
513,Leine::N,iall,
514,Decke::N,pluid,яргъан
515,Decke::N,blaincéad,яргъан
516,Kissen::N,piliúr,хъуьцуьган
517,Kissen::N,adhartán,хъуьцуьган
518,Tuch::N,scaif,шал
519,Handtuch::N,tuáille,дасмал
520,Kraft::N,fórsa,гуж
521,Stärke::N,neart,къуват
522,Gesundheit::N,sláinte,сагъвал
523,Krankheit::N,tinneas,тӏал
524,Krankheit::N,breoiteacht,тӏал
525,Schmerz::N,pian,тӏал
526,Schmerz::N,pian,тӏарвал
527,Wunde::N,goin,хер
528,Fieber::N,fiabhras,ифин
529,Arznei::N,cógas,дарман
530,Brücke::N,droichead,муьгъ
531,Brunnen::N,tobar,къуй
532,Weide::N,féarach,уьруьш
533,Pfad::N,cosán,рехъ
534,Pfad::N,conair,рехъ
535,Weg::N,slí,рехъ
536,Weg::N,bealach,рехъ
537,Straße::N,bóthar,рехъ
538,Dorf::N,sráidbhaile,хуьр
539,Stadt::N,baile,шегьер
540,Stadt::N,cathair,шегьер
541,Brief::N,litir,кагъаз
542,Buch::N,cín,улуб
543,Buch::N,leabhar,улуб
544,Buchstabe::N,litir,гьарф
545,Zeitung::N,nuachtán,газета
546,Leben::N,saol,уьмуьр
547,Leben::N,beatha,уьмуьр
548,Tod::N,bás,кьиникь
549,Grab::N,uaigh,сур
550,Kirche::N,eaglais,килиса
551,Sünde::N,peaca,гунагь
552,Gott::N,dia,аллагь
553,Arbeiter::N,oibrí,фяле
554,Chef::N,saoiste,гьаким
555,Chef::N,ceannasaí,гьаким
556,Meister::N,máistir,устӏар
557,Arzt::N,lia,доктор
558,Arzt::N,dochtúir,доктор
559,Lehrer::N,oide,муаллим
560,Lehrer::N,múinteoir,муаллим
561,Geld::N,airgead,пул
562,Geschäft::N,gnó,
563,Laden::N,siopa,магазин
564,Preis::N,praghas,къимет
565,Ware::N,earra,мал
566,Ware::N,earra,товар
567,Nutzen::N,tairbhe,хийир
568,Nutzen::N,tairbhe,менфят
569,Reichtum::N,rachmas,девлет
570,Reichtum::N,saibhreas,девлет
571,Welt::N,domhan,дуьнья
572,Land::N,tír,уьлкве
573,Staat::N,stát,пачагьлугъ
574,Staat::N,stát,государство
575,König::N,rí,пачагь
576,Macht::N,cumhacht,власть
577,Grenze::N,críoch,сергьят
578,Grenze::N,teorainn,сергьят
579,Krieg::N,cogadh,дяве
580,Feind::N,namhaid,душман
581,Gewalt::N,foréigean,гуж
582,Kampf::N,troid,женг
583,Bogen[Waffe]::N,bogha,чӏемерук
584,Pfeil::N,saighead,хьел
585,Gewehr::N,gunna,тфенг
586,Fehler::N,botún,гъалатӏ
587,Fehler::N,meancóg,гъалатӏ
588,Lüge::N,bréag,ттаб
589,Lüge::N,éitheach,ттаб
590,Schaden::N,dochar,зиян
591,Schaden::N,dochar,зарар
592,Schaden::N,damáiste,зиян
593,Schaden::N,damáiste,зарар
594,Unglück::N,drochrath,бала
595,Unglück::N,drochrath,бедбахтвал
596,Schuld::N,locht,тахсир
597,Schuld::N,milleán,тахсир
598,Alter::N,aois,яш
599,Schluss::N,deireadh,эхир
600,Zeit::N,am,вяде
601,Zeit::N,aimsir,вяде
602,Tag::N,lá,югъ
603,Morgen::N,maidin,пакама
604,Mittag::N,nóin,нисин
605,Abend::N,tráthnóna,няни
606,Nacht::N,oíche,йиф
607,Woche::N,seachtain,гьафте
608,Monat::N,mí,варз
609,Jahr::N,bliain,йис
610,Frühling::N,earrach,гатфар
611,Sommer::N,samhradh,гад
612,Herbst::N,fómhar,зул
613,Winter::N,geimhreadh,кьуьд
614,Januar::N,Eanáir,январь
615,Februar::N,Feabhra,февраль
616,März::N,Márta,март
617,April::N,Aibreán,апрель
618,Mai::N,Bealtaine,май
619,Juni::N,Meitheamh,июнь
620,Juli::N,Iúil,июль
621,August::N,Lúnasa,август
622,September::N,Meán Fómhair,сентябрь
623,Oktober::N,Deireadh Fómhair,октябрь
624,November::N,Samhain,ноябрь
625,November::N,Mí na Samhna,ноябрь
626,Dezember::N,Mí na Nollag,декабрь
627,Montag::N,Luan,ислен
628,Montag::N,Dé Luain,ислен
629,Dienstag::N,Máirt,саласа
630,Dienstag::N,Dé Máirt,саласа
631,Mittwoch::N,Céadaoin,арбе
632,Mittwoch::N,Dé Céadaoin,арбе
633,Donnerstag::N,Déardaoin,хемис югъ
634,Freitag::N,Aoine,жуьмя
635,Freitag::N,Aoine,жуьмя югъ
636,Freitag::N,Dé hAoine,жуьмя
637,Freitag::N,Dé hAoine,жуьмя югъ
638,Samstag::N,Satharn,киш
639,Samstag::N,Dé Sathairn,киш
640,Sonntag::N,Domhnach,гьяд
641,Sonntag::N,Dé Domhnaigh,гьяд
642,groß::A,mór,еке
643,groß::A,mór,чӏехи
644,klein::A,beag,гъвечӏи
645,lang::A,fada,яргъи
646,kurz::A,gearr,куьруь
647,kurz::A,gairid,куьруь
648,breit::A,leathan,гьяркьуь
649,breit::A,fairsing,гьяркьуь
650,schmal::A,cúng,гуьтӏуь
651,dicht::A,dlúth,къалин
652,dick[Gegenstand]::A,tiubh,
653,dünn::A,caol,кьелечӏ
654,dünn::A,tanaí,кьелечӏ
655,fein::A,scáinte,шуькӏуь
656,fein::A,fíneálta,шуькӏуь
657,fest::A,daingean,кӏеви
658,flach::A,cothrom,кьулу
659,glatt::A,mín,цӏалцӏам
660,glatt::A,sleamhain,цӏалцӏам
661,hart::A,crua,кӏеви
662,weich::A,bog,хъуьтуьл
663,rund::A,cruinn,элкъвей
664,spitz::A,gobach,хци
665,spitz::A,biorach,хци
666,scharf::A,géar,хци
667,scharf::A,faobhrach,хци
668,stumpf::A,maol,къуьруь
669,schwer::A,trom,залан
670,schön::A,álainn,иер
671,heiß::A,te,кудай
672,warm::A,te,чими
673,kalt::A,fuar,мекьи
674,kühl::A,fionnuar,къайи
675,frisch::A,úr,таза
676,frisch::A,úr,михьи
677,frisch::A,friseáilte,таза
678,frisch::A,friseáilte,михьи
679,feucht::A,tais,ламу
680,nass::A,fliuch,кьежей
681,trocken::A,tirim,кьуру
682,voll::A,lán,ацӏай
683,leer::A,folamh,буш
684,leer::A,folamh,ичӏи
685,offen::A,oscailte,ахъа
686,geschlossen::A,dúnta,кӏеви
687,geschlossen::A,druidte,кӏеви
688,sauber::A,glan,михьи
689,schmutzig::A,salach,чиркин
690,schmutzig::A,salach,кьацӏай
691,roh::A,amh,чиг
692,roh::A,amh,ицӏи
693,reif::A,aibí,дигмиш хьайи
694,lecker::A,blasta,дадлу
695,süß::A,milis,ширин
696,bitter::A,searbh,туькьуьл
697,sauer::A,géar,цуру
698,sauer::A,searbh,цуру
699,hell::A,geal,экуь
700,hell::A,soilseach,экуь
701,dunkel::A,dorcha,мичӏи
702,schwarz::A,dubh,чӏулав
703,weiß::A,bán,лацу
704,rot::A,dearg,яру
705,gelb::A,buí,хъипи
706,blau::A,gorm,вили
707,grün::A,glas,къацу
708,grün::A,uaine,къацу
709,grau::A,liath,рехи
710,bunt::A,ildathach,цӏару
711,bunt::A,ildathach,яру-цӏару
712,bunt::A,dathannach,цӏару
713,bunt::A,dathannach,яру-цӏару
714,billig::A,saor,ужуз
715,teuer::A,daor,багьа
716,teuer::A,costasach,багьа
717,wertvoll::A,luachmhar,масан
718,blind::A,dall,буьркьуь
719,blind::A,caoch,буьркьуь
720,taub::A,bodhar,биши
721,kräftig::A,cumhachtach,гужлу
722,stark::A,tréan,къуватлу
723,stark::A,láidir,къуватлу
724,schwach::A,lag,такьатсуз
725,schwach::A,fann,такьатсуз
726,fett::A,ramhar,куьк
727,schlank::A,caol,шумал
728,schlank::A,seang,шумал
729,hübsch::A,álainn,гуьрчег
730,hübsch::A,dathúil,гуьрчег
731,böse::A,olc,пис
732,dumm::A,dúr,ахмакь
733,dumm::A,amaideach,ахмакь
734,faul::A,falsa,тенпел
735,faul::A,leisciúil,тенпел
736,fleißig::A,dícheallach,сяй ийидай
737,fleißig::A,dícheallach,сяйи ийидай
738,geizig::A,barainneach,мискьи
739,geizig::A,sprionlaithe,мискьи
740,klug::A,cliste,акьуллу
741,geschickt::A,oilte,магьир
742,geschickt::A,ealaíonta,магьир
743,lieb::A,dil,играми
744,lieb::A,dílis,играми
745,lustig::A,aerach,шад
746,lustig::A,meidhreach,шад
747,sanft::A,bog,назик
748,sanft::A,bog,милайим
749,sanft::A,séimh,назик
750,sanft::A,séimh,милайим
751,hungrig::A,ocrach,гишин
752,krank::A,tinn,кефсуз
753,krank::A,breoite,кефсуз
754,nackt::A,nocht,кьецӏил
755,traurig::A,brónach,пашман
756,lebendig::A,beo,ччан алай
757,gut::A,maith,хъсан
758,gut::A,maith,вижевай
759,schlecht::A,dona,пис
760,schlecht::A,droch-,пис
761,richtig::A,ceart,дуьз
762,schlimm::A,gránna,нифретлу
763,schlimm::A,tubaisteach,нифретлу
764,wahr::A,fíor,гьакъикъи
765,alt::A,sean,эски
766,alt::A,sean,куьгьне
767,neu::A,úr,цӏийи
768,neu::A,nua,цӏийи
769,ehemalig::A,iar-,виликан
770,ehemalig::A,sean-,виликан
771,alt[Lebewesen]::A,sean,кьуьзуь
772,alt[Lebewesen]::A,aosta,кьуьзуь
773,jung::A,óg,жегьил
774,arm::A,bocht,кесиб
775,reich::A,saibhir,девлетлу
776,reich::A,rachmasach,девлетлу
777,bekannt::A,atá eolas air,чидай
778,berühmt::A,cailiúil,машгьур
779,berühmt::A,clúiteach,машгьур
780,fremd::A,coimhthíoch,ччара
781,verschieden::A,éagsúil,жуьреба-жуьре
782,verschieden::A,difriúil,жуьреба-жуьре
783,nah::A,gar,мукьвал
784,nah::A,deas,мукьвал
785,fern::A,i bhfad uainn,яргъал
786,fern::A,i bhfad i gcéin,яргъал
787,linker::A,clé,чапла
788,rechter::A,deas,эрчӏи
789,anderer::A,eile,маса
790,anderer::A,eile,муькуь
791,erster::A,céad,сад лагьай
