,Concept_ID,pt,fr
213,Hecht::N,lúcio,brochet
214,Schlange[Tier]::N,serpente,serpent
215,Wurm::N,verme,ver
216,Spinne::N,aranha,araignée
217,Ameise::N,formiga,fourmi
218,Laus::N,piolho,pou
219,Mücke::N,mosquito,moucheron
220,Fliege::N,mosca,mouche
221,Schmetterling::N,borboleta,papillon
222,Beere::N,bago,baie
223,Apfel::N,maçã,pomme
224,Pilz::N,fungo,champignon
225,Pilz::N,cogumelo,champignon
226,Zwiebel::N,cebola,oignon
227,Saat::N,sementeira,semence
228,Korn::N,grão,grain
229,Heu::N,feno,foin
230,Schale::N,casca,pelure
231,Grube::N,cova,fosse
232,Grube::N,fossa,fosse
233,Falle::N,armadilha,piège
234,Schlinge::N,laço,lacs
235,Spur::N,pista,trace
236,Spur::N,vestígio,trace
237,Asche::N,cinza,cendre
238,Dreck::N,sujidade,crotte
239,Eisen::N,ferro,fer
240,Gold::N,ouro,or
241,Silber::N,prata,argent
242,Kohle::N,carvão,charbon
243,Glas::N,vidro,verre
244,Lehm::N,barro,glaise
245,Lehm::N,argila,glaise
246,Sand::N,areia,sable
247,Mensch::N,homem,homme
248,Mensch::N,pessoa,homme
249,Mann::N,homem,homme
250,Frau::N,mulher,femme
251,Kind::N,filho,enfant
252,Kind::N,criança,enfant
253,Junge::N,rapaz,garçon
254,Junge::N,menino,garçon
255,Mädchen::N,menina,fille
256,Mädchen::N,menina,jeune fille
257,Mädchen::N,rapariga,fille
258,Mädchen::N,rapariga,jeune fille
259,Familie::N,família,famille
260,Großvater::N,avô,grand-père
261,Großmutter::N,avó,grand-mère
262,Eltern::N,pais,parents
263,Vater::N,pai,père
264,Mutter::N,mãe,mère
265,Sohn::N,filho,fils
266,Tochter::N,filha,fille
267,Bruder::N,irmão,frère
268,Schwester::N,irmã,sœur
269,Onkel::N,tio,oncle
270,Tante::N,tia,tante
271,Ehemann::N,esposo,mari
272,Ehemann::N,esposo,époux
273,Ehefrau::N,esposa,femme
274,Ehefrau::N,esposa,épouse
275,Freude::N,prazer,joie
276,Freude::N,prazer,plaisir
277,Freude::N,alegria,joie
278,Freude::N,alegria,plaisir
279,Gelächter::N,risada,rires
280,Gelächter::N,gargalhada,rires
281,Glück::N,felicidade,bonheur
282,Kummer::N,aflição,peine
283,Kummer::N,aflição,chagrin
284,Kummer::N,desgosto,peine
285,Kummer::N,desgosto,chagrin
286,Wunsch::N,desejo,désir
287,Lust::N,vontade,envie
288,Geist::N,mente,esprit
289,Geist::N,espírito,esprit
290,Gedanke::N,ideia,idée
291,Gedanke::N,ideia,pensée
292,Gedanke::N,pensamento,idée
293,Gedanke::N,pensamento,pensée
294,Gedächtnis::N,memória,mémoire
295,Verstand::N,razão,raison
296,Verstand::N,inteligência,raison
297,Sinn::N,sentido,sens
298,Sinn::N,significado,sens
299,Grund::N,causa,cause
300,Grund::N,causa,raison
301,Grund::N,motivo,cause
302,Grund::N,motivo,raison
303,Wahrheit::N,verdade,vérité
304,Gespräch::N,conversa,conversation
305,Gespräch::N,conversação,conversation
306,Märchen::N,conto,conte
307,Märchen::N,conto,conte de fées
308,Erzählung::N,conto,conte
309,Erzählung::N,conto,narration
310,Erzählung::N,narrativa,conte
311,Erzählung::N,narrativa,narration
312,Nachricht::N,mensagem,message
313,Neuigkeit::N,notícia,nouvelle
314,Neuigkeit::N,novidade,nouvelle
315,Name::N,nome,nom
316,Rätsel::N,adivinha,énigme
317,Rätsel::N,adivinha,devinette
318,Rede::N,oração,parole
319,Rede::N,oração,discours
320,Rede::N,discurso,parole
321,Rede::N,discurso,discours
322,Sprache::N,língua,langue
323,Sprache::N,língua,langage
324,Stimme::N,voz,voix
325,Wort::N,palavra,mot
326,Zeichen::N,marca,signe
327,Ruf::N,grito,cri
328,Ruf::N,grito,appel
329,Ruf::N,chamada,cri
330,Ruf::N,chamada,appel
331,Lärm::N,ruído,bruit
332,Lärm::N,barulho,bruit
333,Laut::N,som,son
334,Ton::N,tom,ton
335,Lied::N,canção,chant
336,Lied::N,canção,chanson
337,Ruhe::N,calma,calme
338,Ruhe::N,calma,tranquillité
339,Ruhe::N,silêncio,calme
340,Ruhe::N,silêncio,tranquillité
341,Leute::N,gente,gens
342,Leute::N,pessoas,gens
343,Volk::N,povo,peuple
344,Volk::N,nação,peuple
345,Arbeit::N,trabalho,travail
346,Gast::N,hóspede,hôte
347,Gast::N,hóspede,invité
348,Gast::N,convidado,hôte
349,Gast::N,convidado,invité
350,Geschenk::N,prenda,cadeau
351,Geschenk::N,prenda,présent
352,Geschenk::N,presente,cadeau
353,Geschenk::N,presente,présent
354,Spiel::N,jogo,jeu
355,Gesellschaft::N,companhia,compagnie
356,Hilfe::N,ajuda,aide
357,Hilfe::N,ajuda,secours
358,Hilfe::N,socorro,aide
359,Hilfe::N,socorro,secours
360,Freund::N,amigo,ami
361,Kamerad::N,camarada,copain
362,Kamerad::N,camarada,camarade
363,Angelegenheit::N,assunto,affaire
364,Anzahl::N,número,nombre
365,Anzahl::N,quantidade,nombre
366,Art::N,tipo,sorte
367,Art::N,tipo,espèce
368,Art::N,espécie,sorte
369,Art::N,espécie,espèce
370,Stück::N,pedaço,morceau
371,Teil::N,peça,part
372,Teil::N,peça,partie
373,Teil::N,parte,part
374,Teil::N,parte,partie
375,Hälfte::N,metade,moitié
376,Kreis::N,círculo,cercle
377,Kreuz::N,cruz,croix
378,Linie::N,linha,ligne
379,Strich::N,traço,trait
380,Abstand::N,distância,écart
381,Entfernung::N,distância,distance
382,Gegend::N,área,région
383,Gegend::N,área,contrée
384,Gegend::N,região,région
385,Gegend::N,região,contrée
386,Platz::N,lugar,place
387,Ort::N,sítio,lieu
388,Ort::N,sítio,endroit
389,Seite::N,lado,côté
390,Mitte::N,meio,milieu
391,Gegenstand::N,objecto,objet
392,Sache::N,coisa,chose
393,Rand::N,bordo,bord
394,Rand::N,margem,bord
395,Kante::N,borda,arête
396,Kante::N,aresta,arête
397,Ecke::N,esquina,coin
398,Ecke::N,esquina,tournant
399,Spitze::N,ponta,cime
400,Spitze::N,ponta,pointe
401,Ende::N,cabo,bout
402,Ende::N,extremo,bout
403,Loch::N,furo,trou
404,Loch::N,buraco,trou
405,Winkel::N,canto,coin
406,Winkel::N,canto,réduit
407,Winkel::N,ângulo,coin
408,Winkel::N,ângulo,réduit
409,Muster::N,padrão,dessin
410,Muster::N,desenho,dessin
411,Größe::N,tamanho,grandeur
412,Länge::N,comprimento,longueur
413,Höhe::N,altura,hauteur
414,Höhe::N,altura,altitude
415,Höhe::N,altitude,hauteur
416,Höhe::N,altitude,altitude
417,Gewicht::N,peso,poids
418,Menge::N,quantidade,quantité
419,Haufen::N,pilha,tas
420,Reihe::N,fila,file
421,Reihe::N,fila,rangée
422,Boot::N,barco,canot
423,Boot::N,barco,bateau
424,Ruder::N,remo,rame
425,Ruder::N,remo,aviron
426,Schlitten::N,trenó,traîneau
427,Ski::N,esqui,ski
428,Lagerfeuer::N,fogueira,feu de camp
429,Last::N,carga,charge
430,Last::N,carga,fardeau
431,Gang::N,curso,tour
432,Gang::N,curso,marche
433,Gang::N,caminhada,tour
434,Gang::N,caminhada,marche
435,Schritt::N,passo,pas
436,Norden::N,norte,nord
437,Süden::N,sul,sud
438,Westen::N,oeste,ouest
439,Westen::N,oeste,occident
440,Westen::N,ocidente,ouest
441,Westen::N,ocidente,occident
442,Osten::N,este,est
443,Osten::N,este,orient
444,Osten::N,leste,est
445,Osten::N,leste,orient
446,Osten::N,oriente,est
447,Osten::N,oriente,orient
448,Holz::N,madeira,bois
449,Brett::N,tábua,planche
450,Brett::N,prancha,planche
451,Platte::N,laje,plaque
452,Platte::N,chapa,plaque
453,Stütze::N,apoio,appui
454,Stütze::N,apoio,soutien
455,Stütze::N,suporte,appui
456,Stütze::N,suporte,soutien
457,Stange::N,vara,barre
458,Stange::N,vara,perche
459,Stange::N,barra,barre
460,Stange::N,barra,perche
461,Stock::N,pau,canne
462,Stock::N,bengala,canne
463,Stab::N,bastão,bâton
464,Rohr::N,cano,tube
465,Rohr::N,cano,tuyau
466,Haus::N,casa,maison
467,Heim::N,lar,maison
468,Heim::N,casa,maison
469,Ofen::N,estufa,poêle
470,Ofen::N,aquecedor,poêle
471,Fußboden::N,piso,plancher
472,Tisch::N,mesa,table
473,Stuhl::N,cadeira,chaise
474,Wiege::N,berço,berceau
475,Bett::N,cama,lit
476,Regal::N,estante,étagère
477,Regal::N,prateleira,étagère
478,Kiste::N,caixa,caisse
479,Fenster::N,janela,fenêtre
480,Tür::N,porta,porte
481,Tor::N,portão,porte
482,Tor::N,portão,portail
483,Zaun::N,cerca,clôture
484,Zaun::N,vedação,clôture
485,Dach::N,telhado,toit
486,Leiter::N,escada,échelle
487,Leiter::N,escada móvel,échelle
488,Besen::N,vassoura,balai
489,Spaten::N,pá,bêche
490,Schaufel::N,pá,pelle
491,Gabel::N,garfo,fourchette
492,Löffel::N,colher,cuiller
493,Messer::N,faca,couteau
494,Nagel::N,cravo,clou
495,Netz::N,rede,filet
496,Haken::N,gancho,croc
497,Haken::N,gancho,crochet
498,Griff::N,asa,prise
499,Griff::N,asa,manche
500,Griff::N,cabo,prise
501,Griff::N,cabo,manche
502,Schloss::N,fechadura,serrure
503,Bild::N,imagem,image
504,Bild::N,imagem,tableau
505,Figur::N,figura,figure
506,Puppe::N,boneca,poupée
507,Beutel::N,saco,sac
508,Beutel::N,saco,petit sac
509,Beutel::N,bolsa,sac
510,Beutel::N,bolsa,petit sac
511,Bündel::N,fardo,paquet
512,Bündel::N,fardo,faisceau
513,Tasche::N,saco,sac
514,Tasche::N,bolso,sac
515,Eimer::N,balde,seau
516,Deckel::N,tampa,couvercle
517,Geschirr::N,louça,vaisselle
518,Sack::N,saca,sac
519,Tasse::N,chávena,tasse
520,Topf::N,tacho,pot
521,Topf::N,tacho,marmite
522,Topf::N,panela,pot
523,Topf::N,panela,marmite
524,Kessel::N,caldeira,chaudron
525,Essen::N,refeição,repas
526,Essen::N,refeição,manger
527,Nahrung::N,comida,nourriture
528,Nahrung::N,alimento,nourriture
529,Speise::N,prato,plat
530,Fleisch::N,carne,viande
531,Getreide::N,cereais,blé
532,Getreide::N,cereais,céréales
533,Brei::N,puré,purée
534,Brei::N,puré,bouillie
535,Brot::N,pão,pain
536,Scheibe::N,fatia,tranche
537,Fett::N,banha,graisse
538,Fett::N,gordura,graisse
539,Butter::N,manteiga,beurre
540,Öl::N,azeite,huile
541,Salz::N,sal,sel
542,Suppe::N,sopa,soupe
543,Suppe::N,sopa,potage
544,Suppe::N,caldo,soupe
545,Suppe::N,caldo,potage
546,Honig::N,mel,miel
547,Milch::N,leite,lait
548,Tee::N,chá,thé
549,Leder::N,couro,cuir
550,Wolle::N,lã,laine
551,Stoff::N,pano,tissu
552,Stoff::N,pano,étoffe
553,Stoff::N,tecido,tissu
554,Stoff::N,tecido,étoffe
555,Nadel::N,agulha,aiguille
556,Faden::N,fio,fil
557,Knopf::N,botão,bouton
558,Knoten::N,nó,nœud
559,Farbe::N,corante,peinture
560,Kleidung::N,roupa,vêtements
561,Kleidung::N,roupa,habillement
562,Kleidung::N,vestuário,vêtements
563,Kleidung::N,vestuário,habillement
564,Hemd::N,camisa,chemise
565,Kragen::N,gola,col
566,Ärmel::N,manga,manche
567,Hose::N,calça,pantalon
568,Gürtel::N,cinto,ceinture
569,Mütze::N,boné,bonnet
570,Mütze::N,boné,casquette
571,Mütze::N,barrete,bonnet
572,Mütze::N,barrete,casquette
573,Schuh::N,sapato,soulier
574,Schuh::N,sapato,chaussure
575,Stiefel::N,bota,botte
576,Ring::N,anel,bague
577,Band::N,fita,ruban
578,Band::N,faixa,ruban
579,Kamm::N,pente,peigne
580,Spiegel::N,espelho,glace
581,Spiegel::N,espelho,miroir
582,Riemen::N,correia,lanière
583,Riemen::N,correia,courroie
584,Schnur::N,corda,corde
585,Schnur::N,corda,ficelle
586,Schnur::N,cordel,corde
587,Schnur::N,cordel,ficelle
588,Leine::N,trela,laisse
589,Decke::N,cobertor,couverture
590,Kissen::N,almofada,oreiller
591,Tuch::N,pano,drap
592,Tuch::N,pano,fichu
593,Handtuch::N,toalha,serviette
594,Handtuch::N,toalha,essuie-mains
595,Kraft::N,força,force
596,Stärke::N,força,vigueur
597,Gesundheit::N,saúde,santé
598,Krankheit::N,doença,maladie
599,Krankheit::N,enfermidade,maladie
600,Schmerz::N,dor,douleur
601,Wunde::N,chaga,plaie
602,Wunde::N,chaga,blessure
603,Wunde::N,ferida,plaie
604,Wunde::N,ferida,blessure
605,Fieber::N,febre,fièvre
606,Arznei::N,remédio,remède
607,Arznei::N,remédio,médecine
608,Brücke::N,ponte,pont
609,Brunnen::N,poço,puits
610,Weide::N,pastagem,pâturage
611,Pfad::N,senda,sentier
612,Pfad::N,trilho,sentier
613,Weg::N,caminho,voie
614,Weg::N,caminho,chemin
615,Straße::N,via,route
616,Straße::N,estrada,route
617,Dorf::N,aldeia,village
618,Stadt::N,cidade,cité
619,Stadt::N,cidade,ville
620,Brief::N,carta,lettre
621,Buch::N,livro,livre
622,Buchstabe::N,letra,lettre
623,Buchstabe::N,letra,caractère
624,Zeitung::N,jornal,journal
625,Leben::N,vida,vie
626,Tod::N,morte,mort
627,Grab::N,túmulo,tombe
628,Grab::N,sepultura,tombe
629,Kirche::N,igreja,église
630,Sünde::N,pecado,péché
631,Gott::N,deus,dieu
632,Arbeiter::N,operário,ouvrier
633,Arbeiter::N,operário,travailleur
634,Arbeiter::N,trabalhador,ouvrier
635,Arbeiter::N,trabalhador,travailleur
636,Chef::N,chefe,chef
637,Chef::N,chefe,patron
638,Chef::N,patrão,chef
639,Chef::N,patrão,patron
640,Meister::N,mestre,maître
641,Arzt::N,médico,médecin
642,Lehrer::N,professor,professeur
643,Lehrer::N,professor,instituteur
644,Geld::N,dinheiro,argent
645,Geschäft::N,negócio,affaire
646,Geschäft::N,negócio,commerce
647,Laden::N,loja,magasin
648,Laden::N,loja,boutique
649,Preis::N,preço,prix
650,Ware::N,mercadoria,marchandise
651,Nutzen::N,proveito,profit
652,Reichtum::N,riqueza,richesse
653,Welt::N,mundo,monde
654,Land::N,país,pays
655,Staat::N,Estado,État
656,König::N,rei,roi
657,Macht::N,poder,pouvoir
658,Macht::N,poder,puissance
659,Macht::N,potência,pouvoir
660,Macht::N,potência,puissance
661,Grenze::N,fronteira,frontière
662,Krieg::N,guerra,guerre
663,Feind::N,inimigo,ennemi
664,Gewalt::N,violência,violence
665,Kampf::N,luta,lutte
666,Kampf::N,luta,combat
667,Kampf::N,combate,lutte
668,Kampf::N,combate,combat
669,Bogen[Waffe]::N,arco,arc
670,Pfeil::N,seta,flèche
671,Pfeil::N,flecha,flèche
672,Gewehr::N,espingarda,fusil
673,Fehler::N,erro,faute
674,Fehler::N,erro,erreur
675,Fehler::N,falha,faute
676,Fehler::N,falha,erreur
677,Lüge::N,mentira,mensonge
678,Schaden::N,dano,dégât
679,Schaden::N,dano,dommage
680,Schaden::N,estrago,dégât
681,Schaden::N,estrago,dommage
682,Unglück::N,desgraça,malheur
683,Schuld::N,culpa,faute
684,Schuld::N,culpa,culpabilité
685,Alter::N,idade,âge
686,Schluss::N,fim,fin
687,Zeit::N,tempo,temps
688,Tag::N,dia,jour
689,Tag::N,dia,journée
690,Morgen::N,manhã,matin
691,Morgen::N,manhã,matinée
692,Mittag::N,meio-dia,midi
693,Abend::N,noite,soir
694,Abend::N,noite,soirée
695,Abend::N,tardinha,soir
696,Abend::N,tardinha,soirée
697,Nacht::N,noite,nuit
698,Woche::N,semana,semaine
699,Monat::N,mês,mois
700,Jahr::N,ano,an
701,Jahr::N,ano,année
702,Frühling::N,primavera,printemps
703,Sommer::N,verão,été
704,Herbst::N,outono,automne
705,Winter::N,inverno,hiver
706,Januar::N,Janeiro,janvier
707,Februar::N,Fevereiro,février
708,März::N,Março,mars
709,April::N,Abril,avril
710,Mai::N,Maio,mai
711,Juni::N,Junho,juin
712,Juli::N,Julho,juillet
713,August::N,Agosto,août
714,September::N,Setembro,septembre
715,Oktober::N,Outubro,octobre
716,November::N,Novembro,novembre
717,Dezember::N,Dezembro,décembre
718,Montag::N,segunda-feira,lundi
719,Dienstag::N,terça-feira,mardi
720,Mittwoch::N,quarta-feira,mercredi
721,Donnerstag::N,quinta-feira,jeudi
722,Freitag::N,sexta-feira,vendredi
723,Samstag::N,sábado,samedi
724,Sonntag::N,domingo,dimanche
725,groß::A,grande,grand
726,klein::A,pequeno,petit
727,lang::A,comprido,long
728,kurz::A,curto,court
729,breit::A,largo,large
730,schmal::A,estreito,étroit
731,dicht::A,denso,dense
732,dick[Gegenstand]::A,grosso,épais
733,dünn::A,delgado,mince
734,fein::A,fino,fin
735,fein::A,fino,menu
736,fein::A,subtil,fin
737,fein::A,subtil,menu
738,fest::A,firme,ferme
739,fest::A,firme,solide
740,fest::A,sólido,ferme
741,fest::A,sólido,solide
742,flach::A,plano,plat
743,glatt::A,liso,poli
744,glatt::A,liso,lisse
745,hart::A,duro,dur
746,weich::A,mole,mou
747,rund::A,redondo,rond
748,spitz::A,agudo,aigu
749,spitz::A,agudo,pointu
750,scharf::A,afiado,tranchant
751,stumpf::A,rombo,mousse
752,stumpf::A,rombo,émoussé
753,schwer::A,pesado,lourd
754,schwer::A,pesado,pesant
755,schön::A,belo,beau
756,schön::A,bonito,beau
757,heiß::A,quente,chaud
758,heiß::A,quente,très chaud
759,warm::A,quente,chaud
760,kalt::A,frio,froid
761,kühl::A,fresco,frais
762,frisch::A,fresco,frais
763,feucht::A,húmido,humide
764,nass::A,molhado,mouillé
765,trocken::A,seco,sec
766,voll::A,cheio,plein
767,voll::A,cheio,rempli
768,leer::A,vazio,vide
769,offen::A,aberto,ouvert
770,geschlossen::A,fechado,clos
771,geschlossen::A,fechado,fermé
772,sauber::A,limpo,net
773,sauber::A,limpo,propre
774,schmutzig::A,sujo,sale
775,schmutzig::A,sujo,crasseux
776,roh::A,cru,cru
777,roh::A,cru,brut
778,reif::A,maduro,mûr
779,lecker::A,delicioso,délicieux
780,lecker::A,delicioso,appétissant
781,süß::A,doce,doux
782,bitter::A,amargo,amer
783,sauer::A,azedo,aigre
784,hell::A,claro,clair
785,dunkel::A,escuro,sombre
786,dunkel::A,sombrio,sombre
787,schwarz::A,preto,noir
788,weiß::A,branco,blanc
789,rot::A,vermelho,rouge
790,gelb::A,amarelo,jaune
791,blau::A,azul,bleu
792,grün::A,verde,vert
793,grau::A,cinzento,gris
794,bunt::A,colorido,multicolore
795,billig::A,barato,bon marché
796,teuer::A,caro,cher
797,wertvoll::A,valioso,précieux
798,wertvoll::A,precioso,précieux
799,blind::A,cego,aveugle
800,taub::A,surdo,sourd
801,kräftig::A,forte,fort
802,kräftig::A,forte,vigoureux
803,kräftig::A,poderoso,fort
804,kräftig::A,poderoso,vigoureux
805,stark::A,forte,fort
806,stark::A,forte,puissant
807,stark::A,robusto,fort
808,stark::A,robusto,puissant
809,schwach::A,débil,faible
810,fett::A,gordo,gras
811,schlank::A,esbelto,svelte
812,hübsch::A,giro,joli
813,hübsch::A,bonito,joli
814,böse::A,mau,mauvais
815,dumm::A,parvo,sot
816,dumm::A,parvo,bête
817,dumm::A,estúpido,sot
818,dumm::A,estúpido,bête
819,faul::A,preguiçoso,fainéant
820,faul::A,preguiçoso,paresseux
821,fleißig::A,aplicado,appliqué
822,fleißig::A,diligente,appliqué
823,geizig::A,avarento,avare
824,klug::A,prudente,intelligent
825,klug::A,inteligente,intelligent
826,geschickt::A,hábil,habile
827,lieb::A,caro,cher
828,lieb::A,caro,gentil
829,lieb::A,querido,cher
830,lieb::A,querido,gentil
831,lustig::A,alegre,gai
832,lustig::A,alegre,joyeux
833,sanft::A,suave,doux
834,sanft::A,brando,doux
835,hungrig::A,faminto,affamé
836,krank::A,doente,malade
837,krank::A,enfermo,malade
838,nackt::A,nu,nu
839,nackt::A,despido,nu
840,traurig::A,triste,triste
841,lebendig::A,vivo,vivant
842,gut::A,bom,bon
843,schlecht::A,mau,mauvais
844,schlecht::A,ruim,mauvais
845,richtig::A,justo,juste
846,richtig::A,justo,correct
847,richtig::A,correcto,juste
848,richtig::A,correcto,correct
849,schlimm::A,mau,grave
850,schlimm::A,mau,mauvais
851,schlimm::A,grave,grave
852,schlimm::A,grave,mauvais
853,wahr::A,verdadeiro,vrai
854,wahr::A,verdadeiro,véritable
855,alt::A,velho,vieux
856,alt::A,antigo,vieux
857,neu::A,novo,neuf
858,neu::A,novo,nouveau
859,ehemalig::A,antigo,ancien
860,alt[Lebewesen]::A,velho,âgé
861,alt[Lebewesen]::A,velho,vieux
862,jung::A,jovem,jeune
863,arm::A,pobre,pauvre
864,reich::A,rico,riche
865,bekannt::A,conhecido,connu
866,berühmt::A,famoso,fameux
