,Concept_ID,sv,cv
752,arm::A,fattig,чухӑн
753,reich::A,rik,пуян
754,bekannt::A,känd,пӗлӗш
755,berühmt::A,berömd,чаплӑ
756,fremd::A,främmande,ют
757,verschieden::A,åtskillig,расна
758,nah::A,nära,ҫывӑх
759,nah::A,nära,ҫывӑхри
760,fern::A,fjärran,инҫе
761,fern::A,fjärran,аякри
762,linker::A,vänster,сулахай
763,rechter::A,höger,сылтӑм
764,anderer::A,annan,урӑх
765,erster::A,första,пӗрремӗш
766,zweiter::A,andra,иккӗмӗш
767,dritter::A,tredje,виҫҫӗмӗш
768,letzter::A,sist,юлашки
769,allein::ADV,allena,пӗччен
770,auf einmal::ADV,på en gång,кӗмӗрккен
771,zusammen::ADV,tillsammans,пӗрле
772,lange::ADV,länge,вӑрах
773,plötzlich::ADV,plötsligt,сасартӑк
774,sofort::ADV,strax,тӳрех
775,sofort::ADV,genast,тӳрех
776,später::ADV,senare,кайран
777,jetzt::ADV,nu,халь
778,jetzt::ADV,nu,халӗ
779,heute::ADV,i dag,паян
780,morgen::ADV,i morgon,ыран
781,bald::ADV,snart,халех
782,bald::ADV,snart,кӗҫех
783,dann::ADV,då,унтан
784,gestern::ADV,i går,ӗнер
785,einst::ADV,en gång,пӗррехинче
786,damals::ADV,då,ун чухне
787,damals::ADV,då,апла пулсан
788,damals::ADV,den gången,ун чухне
789,damals::ADV,den gången,апла пулсан
790,danach::ADV,därefter,унтан
791,vorher::ADV,före,малтан
792,vorher::ADV,förut,малтан
793,zuerst::ADV,först,пирвай
794,einmal::ADV,en gång,пӗррехинче
795,manchmal::ADV,ibland,хӑш чухне
796,oft::ADV,ofta,тӑтӑш
797,immer::ADV,alltid,ялан
798,niemals::ADV,aldrig,нихӑҫан та
799,hier::ADV,här,кунта
800,hierhin::ADV,hit,кунта
801,von hier::ADV,härifrån,кунтан
802,dort::ADV,där,унта
803,dort::ADV,där,ҫавӑнта
804,dorthin::ADV,dit,унта
805,dorthin::ADV,dit,ҫавӑнта
806,geradeaus::ADV,rätt fram,тикӗс
807,vorwärts::ADV,fram,малалла
808,vorwärts::ADV,framåt,малалла
809,rückwärts::ADV,baklänges,хыҫала
810,zurück::ADV,tillbaka,каялла
811,unten::ADV,nere,аялта
812,unten::ADV,nedanför,аялта
813,hinab::ADV,ned,аялта
814,hinab::ADV,nedåt,аялта
815,oben::ADV,ovan,ҫӳлте
816,oben::ADV,ovanpå,ҫӳлте
817,hinauf::ADV,upp,ҫӳле
818,hinauf::ADV,uppåt,ҫӳле
819,überall::ADV,överallt,таҫта та
820,überall::ADV,överallt,пур ҫӗрте те
821,überall::ADV,överallt,кирек ӑҫта та
822,nicht::ADV,ej,мар
823,nicht::ADV,inte,мар
824,ein wenig::ADV,litet,пӑртак
825,kaum::ADV,knappt,аран
826,kaum::ADV,knappast,аран
827,sehr::ADV,mycket,питӗ
828,so::ADV,så,апла
829,noch::ADV,än,татах
830,noch::ADV,ännu,татах
831,nur::ADV,bara,ҫех
832,nur::ADV,endast,ҫех
833,schon::ADV,redan,ӗнтӗ
834,wieder::ADV,åter,каллех
835,vergebens::ADV,förgäves,харам
836,vor::PRP,utanför,умӗнче
837,hinter::PRP,bakom,кайра
838,unter::PRP,under,айне
839,unter::PRP,under,айӗпе
840,unter::PRP,under,айӗнче
841,unter::PRP,under,ҫитеспе
842,durch::PRP,genom,витӗр
843,durch::PRP,igenom,витӗр
844,neben::PRP,bredvid,патӗнче
845,neben::PRP,vid sidan av,патӗнче
846,zwischen::PRP,mellan,хушшинче
847,wegen::PRP,på grund av,пула
848,wegen::PRP,på grund av,пирки
849,dies::PRN,detta,ку
850,dies::PRN,detta,ҫак
851,das::PRN,det,ҫав
852,alles::PRN,allt,пурте
853,alles::PRN,allt,йӑлт
854,ich::PRN,jag,эп
855,du::PRN,du,эс
856,er::PRN,han,вӑл
857,wir::PRN,vi,эпир
858,ihr::PRN,ni,эсир
859,sie::PRN,de,вӗсем
860,was::FPRN,vad,мӗн
861,was::FPRN,vad,мӗскер
862,was::FPRN,vad,мӗн те пулин
863,wer::FPRN,vem,кам
864,wo::FADV,var,ӑҫта
865,wohin::FADV,vart,ӑҫта
866,wie::FADV,hur,епле
867,wie::FADV,hur,мӗнле
868,warum::FADV,varför,ма
869,warum::FADV,varför,мӗншӗн
870,wieviel::FNUM,hur mycket,миҫе
871,eins::NUM,en,пӗр
872,eins::NUM,en,пӗрре
873,eins::NUM,ett,пӗр
874,eins::NUM,ett,пӗрре
875,zwei::NUM,två,ик
876,zwei::NUM,två,икӗ
877,zwei::NUM,två,иккӗ
878,drei::NUM,tre,виҫ
879,drei::NUM,tre,виҫӗ
880,drei::NUM,tre,виҫҫӗ
881,vier::NUM,fyra,тӑват
882,fünf::NUM,fem,пилӗк
883,fünf::NUM,fem,пиллӗк
884,sechs::NUM,sex,улт
885,sechs::NUM,sex,ултӑ
886,sechs::NUM,sex,улттӑ
887,sieben::NUM,sju,ҫич
888,sieben::NUM,sju,ҫичӗ
889,sieben::NUM,sju,ҫиччӗ
890,acht::NUM,åtta,сакӑр
891,acht::NUM,åtta,саккӑр
892,neun::NUM,nio,тӑхӑр
893,neun::NUM,nio,тӑххӑр
894,zehn::NUM,tio,вунӑ
895,zehn::NUM,tio,вуннӑ
896,elf::NUM,elva,вун пӗр
897,zwölf::NUM,tolv,вун ик
898,zwölf::NUM,tolv,вун икӗ
899,zwölf::NUM,tolv,вун иккӗ
900,zwanzig::NUM,tjugo,ҫирӗм
901,dreißig::NUM,trettio,вӑтӑр
902,vierzig::NUM,fyrtio,хӗрӗх
903,fünfzig::NUM,femtio,аллӑ
904,sechzig::NUM,sextio,утмӑл
905,siebzig::NUM,sjuttio,ҫитмӗл
906,achtzig::NUM,åttio,сакӑр вунӑ
907,achtzig::NUM,åttio,сакӑр вуннӑ
908,neunzig::NUM,nittio,тӑхӑр вун
909,neunzig::NUM,nittio,тӑхӑр вунӑ
910,neunzig::NUM,nittio,тӑхӑр вуннӑ
911,hundert::NUM,hundra,ҫӗр
912,tausend::NUM,tusen,пин
913,und::CNJ,och,та
914,oder::CNJ,eller,е
915,stehen::V,stå,тӑр
916,sitzen::V,sitta,лар
917,liegen::V,ligga,вырт
918,hängen::V,hänga,усӑнса тӑр
919,hängen::V,hänga,ҫакӑнса тӑр
920,werden::V,bli,пул
921,passieren::V,ske,пул
922,passieren::V,hända,пул
923,beginnen::V,börja,пуҫлан
924,enden::V,ända,пӗт
925,enden::V,ända,вӗҫлен
926,wechseln::V,växla,улшӑн
927,aufgehen[Sonne]::V,gå upp,тух
928,untergehen[Sonne]::V,gå ned,анса лар
929,scheinen[Sonne]::V,skina,пӑх
930,donnern::V,dundra,кӗмсӗртет
931,donnern::V,dundra,авӑт
932,wehen::V,blåsa,варкӑш
933,strömen::V,forsa,тӑкӑн
934,strömen::V,strömma,тӑкӑн
935,fließen::V,flyta,юх
936,sich drehen::V,snurra,ҫаврӑн
937,schwanken::V,vackla,чӳхен
938,schwingen::V,svinga,суллан
939,fallen::V,falla,кип
940,fallen::V,falla,тӳр кип
941,fallen::V,falla,татӑлса ан
942,brennen::V,brinna,ҫун
943,rauchen::V,ryka,мӑкӑрлан
944,rauchen::V,ryka,тӗтӗм кӑлар
945,regnen::V,regna,ҫумӑр ҫӑвать
946,gefrieren::V,frysa,шӑн
947,tauen::V,töa,ирӗл
948,schmelzen::V,smälta,ирӗл
949,trocknen::V,torka,тип
950,sieden::V,koka,вӗре
951,sieden::V,sjuda,вӗре
952,faulen::V,ruttna,ҫӗр
953,verfaulen::V,ruttna,ҫӗр
954,reißen::V,brista,ҫурӑл
955,versinken::V,sjunka,пут
956,vergehen::V,förgå,ирт
957,erscheinen::V,synas,курӑн
958,erscheinen::V,synas,курӑнса кай
959,erscheinen::V,visa sig,курӑн
960,erscheinen::V,visa sig,курӑнса кай
961,verschwinden::V,försvinna,ҫухал
962,sinken::V,sjunka,чак
963,abnehmen::V,avta,чак
964,abnehmen::V,minskas,чак
965,zunehmen::V,tilltaga,пысӑклан
966,steigen::V,stiga,ҫӗклен
967,wachsen::V,växa,ӳс
968,glänzen::V,glimma,ҫиҫ
969,funkeln::V,tindra,ялкӑш
970,funkeln::V,tindra,йӑлтӑртат
971,funkeln::V,gnistra,ялкӑш
972,funkeln::V,gnistra,йӑлтӑртат
973,lärmen::V,bråka,шавла
974,lärmen::V,väsnas,шавла
975,läuten::V,ringa,шӑнкӑравла
976,klingeln::V,ringa,шӑнкӑравла
977,klirren::V,klirra,калтлат
978,klirren::V,klirra,шӑнкӑлтат
979,brausen::V,brusa,ахӑр
980,rauschen::V,susa,вашӑлтат
981,rauschen::V,susa,чашӑлтат
982,klingen::V,låta,янӑра
983,klingen::V,klinga,янӑра
984,bellen::V,skälla,вӗр
985,heulen::V,yla,ула
986,heulen::V,tjuta,ула
987,blasen::V,blåsa,вӗр
988,pfeifen::V,vissla,шӑхӑр
989,schreien::V,skrika,кӑшкӑр
990,stöhnen::V,stöna,йынӑш
991,zittern::V,darra,чӗтре
992,zittern::V,skälva,чӗтре
993,leben::V,leva,пурӑн
994,geboren werden::V,födas,ҫурал
995,atmen::V,andas,сывла
996,trinken::V,dricka,ӗҫ
997,essen::V,äta,ҫи
998,schlucken::V,svälja,ҫӑт
999,müde werden::V,tröttna,ӗшен
1000,einschlafen::V,somna,ыйха пут
1001,einschlafen::V,somna,ҫывӑрса кай
1002,schlafen::V,sova,ҫывӑр
1003,aufwachen::V,vakna,вӑран
1004,aufstehen::V,stiga upp,тӑр
1005,sich erholen::V,repa sig,кан
1006,sich erholen::V,hämta sig,кан
1007,krank werden::V,insjukna,чирле
1008,krank sein::V,vara sjuk,чирле
1009,schmerzen::V,smärta,сур
1010,schmerzen::V,smärta,ырат
1011,schmerzen::V,göra ont,сур
1012,schmerzen::V,göra ont,ырат
1013,husten::V,hosta,ӳсӗр
1014,genesen::V,tillfriskna,сывал
1015,genesen::V,tillfriskna,тӳрлен
1016,sterben::V,dö,вил
1017,umkommen::V,omkomma,вил
1018,sich bewegen::V,röra sig,куҫ
1019,sich rühren::V,röra på sig,хускал
1020,sich erheben::V,resa sig,тӑр
1021,sich setzen::V,sätta sig,лар
1022,hinfallen::V,falla omkull,ӳк
1023,laufen::V,löpa,ут
1024,schreiten::V,skrida,ут
1025,spazierengehen::V,promenera,уҫӑлса ҫӳре
1026,spazierengehen::V,promenera,уткаласа ҫӳре
1027,eilen::V,ila,васка
1028,eilen::V,ila,хыпалан
1029,sich beeilen::V,skynda sig,васка
1030,sich beeilen::V,skynda sig,хыпалан
1031,sausen::V,susa,ыткӑн
1032,sausen::V,susa,вӗҫтер
1033,rennen::V,löpa,чуп
1034,rennen::V,springa,чуп
1035,springen::V,hoppa,сик
1036,klettern::V,klättra,улӑх
1037,schaukeln::V,gunga,йӳрӗн
1038,kriechen::V,kräla,шу
1039,kriechen::V,kräla,упален
1040,schwimmen::V,simma,иш
1041,tauchen::V,dyka,чӑм
1042,rudern::V,ro,авӑс
1043,fahren::V,köra,пыр
1044,fliegen::V,flyga,вӗҫ
1045,gehen::V,gå,кай
1046,weggehen::V,gå bort,кай
1047,abfahren::V,resa,тапран
1048,abfahren::V,avresa,тапран
1049,anhalten::V,stanna,чарӑн
1050,hineingehen::V,gå in,кӗр
1051,eintreten::V,träda in,кӗр
1052,kommen::V,komma,кил
1053,ankommen::V,ankomma,ҫит
1054,zurückkommen::V,återkomma,таврӑн
1055,zurückkommen::V,återkomma,каялла кил
1056,bleiben::V,bli,юл
1057,bleiben::V,förbli,юл
1058,warten::V,vänta,кӗт
1059,erwarten::V,vänta,кӗт
1060,suchen::V,leta,шыра
1061,finden::V,finna,туп
1062,versuchen::V,försöka,пикен
1063,vorbereiten::V,förbereda,хатӗрле
1064,lieben::V,älska,юрат
1065,mögen::V,tycka om,кӑмӑлла
1066,mögen::V,tycka om,килӗштер
1067,lachen::V,skratta,кул
1068,lachen::V,skratta,ахӑлтат
1069,rühren::V,röra,ҫулӑх
1070,weinen::V,gråta,йӗр
1071,weinen::V,gråta,макӑр
1072,schimpfen::V,skälla,вӑрҫ
1073,schimpfen::V,skälla,ятлаҫ
1074,sich ärgern::V,förargas,ҫиллен
1075,sich fürchten::V,vara rädd,шиклен
1076,fürchten::V,frukta,хӑра
1077,fliehen::V,fly,тар
1078,fliehen::V,rymma,тар
1079,flüchten::V,fly,чупса тар
1080,sehen::V,se,кур
1081,anschauen::V,se på,пӑхса ил
1082,anschauen::V,betrakta,пӑхса ил
1083,ansehen::V,åse,пӑх
1084,hören::V,höra,илт
1085,zuhören::V,höra på,итле
1086,zuhören::V,höra på,тӑнла
1087,zuhören::V,lyssna till,итле
1088,zuhören::V,lyssna till,тӑнла
1089,probieren::V,smaka,астив
1090,probieren::V,smaka på,астив
1091,riechen::V,lukta,шӑршла
1092,fühlen::V,känna,туй
1093,fühlen::V,känna,сис
1094,scheinen::V,verka,туйӑн
1095,scheinen::V,tyckas,туйӑн
1096,zu sehen sein::V,synas,курӑн
1097,zu sehen sein::V,kunna ses,курӑн
1098,vernehmen::V,få veta,пӑл
1099,vernehmen::V,förnimma,пӑл
1100,frieren::V,frysa,йӳтен
1101,tun::V,göra,ту
1102,können::V,kunna,пултар
1103,wollen::V,vilja,те
1104,anfangen::V,börja,пуҫла
1105,beenden::V,avsluta,пӗтер
1106,aufhören::V,sluta,пӑрах
1107,aufhören::V,upphöra,пӑрах
1108,gelingen::V,lyckas,ӑн
1109,geraten::V,bli,пул
1110,öffnen::V,öppna,уҫ
1111,schließen::V,låsa,хуп
1112,schließen::V,stänga,хуп
1113,stellen::V,ställa,ларт
1114,stellen::V,ställa,тӑрат
1115,setzen::V,sätta,ларт
1116,legen::V,lägga,хур
1117,berühren::V,beröra,перӗн
1118,verbinden::V,förbinda,сып
1119,bedecken::V,täcka,вит
1120,bedecken::V,betäcka,вит
1121,aufhängen::V,hänga,ҫак
1122,aufhängen::V,hänga upp,ҫак
1123,anzünden::V,tända,ҫут
1124,anzünden::V,antända,ҫут
1125,anzünden::V,tända på,ҫут
1126,aufheben::V,lyfta,ҫӗкле
1127,zurücklassen::V,lämna,манса хӑвар
1128,zurücklassen::V,efterlämna,манса хӑвар
1129,verlieren::V,mista,ҫӗтер
1130,verlieren::V,förlora,ҫӗтер
1131,fallen lassen::V,tappa,ӳкер
1132,fallen lassen::V,släppa,ӳкер
1133,machen::V,göra,ту
1134,herstellen::V,tillverka,ӑстала
1135,herstellen::V,framställa,ӑстала
1136,bauen::V,bygga,ту
1137,reparieren::V,reparera,юса
1138,verbessern::V,rätta,лайӑхлат
1139,verbessern::V,förbättra,лайӑхлат
1140,ändern::V,ändra,улӑштар
1141,ändern::V,förändra,улӑштар
1142,graben::V,gräva,чав
1143,graben::V,gräva,чакала
1144,beugen::V,böja,кукӑрт
1145,biegen::V,böja,ав
1146,biegen::V,böja,кукӑрт
1147,biegen::V,kröka,ав
1148,biegen::V,kröka,кукӑрт
1149,drehen::V,vrida,ҫавӑр
1150,wenden::V,vända,ӳпӗнтер
1151,umdrehen::V,vrida om,ҫавӑр
1152,heben::V,häva,хӑпарт
1153,hochheben::V,lyfta,йӑт
1154,ergreifen::V,gripa,тыт
1155,halten::V,hålla,тыт
1156,drücken::V,trycka,пус
1157,schieben::V,skjuta,тӗк
1158,schieben::V,skjuta,тӗрт
1159,kratzen::V,riva,хыр
1160,kratzen::V,skrapa,хыр
1161,lecken::V,slicka,ҫула
1162,beißen::V,bita,ҫырт
1163,beißen::V,bita,хып
1164,abreißen::V,slita_av,тат
1165,abreißen::V,riva_av,тат
1166,abschneiden::V,skära av,кас
1167,binden::V,binda,ҫых
1168,stecken::V,sticka,чик
1169,brechen::V,bryta,хуҫ
1170,brechen::V,brista,хуҫ
1171,klopfen::V,banka,такка
1172,klopfen::V,klappa,такка
1173,hauen::V,hugga,шакка
1174,kleben::V,klistra,ҫыпӑҫтар
1175,reiben::V,gnida,сӑтӑр
1176,streichen::V,smörja,сӗр
1177,schleifen::V,slipa,хӑйра
1178,schneiden::V,skära,кас
1179,schneiden::V,klippa,кас
1180,rütteln::V,skaka,лӑка
1181,rütteln::V,skaka,силлентер
1182,schütteln::V,rista,лӑка
1183,schütteln::V,rista,силлентер
1184,schwenken::V,svänga,сулла
1185,schütten::V,hälla,тултар
1186,füllen::V,fylla,тултар
1187,einwickeln::V,slå in,чӗрке
1188,einwickeln::V,veckla in,чӗрке
1189,tragen::V,bära,ҫӗкле
1190,schleppen::V,släpa,сӗтӗр
1191,ziehen::V,dra,тӑс
1192,aufbewahren::V,förvara,усра
1193,aufbewahren::V,ta vara på,усра
1194,werfen::V,kasta,пӑрах
1195,fangen::V,fånga,тыт
1196,packen::V,gripa,тыт
1197,packen::V,gripa tag,тыт
1198,verstecken::V,gömma,пытарса хур
1199,teilen::V,dela,уйӑр
1200,teilen::V,dela,пайла
1201,schicken::V,skicka,яр
1202,bringen::V,bringa,кӳр
1203,hinzufügen::V,tillägga,хуш
1204,bekommen::V,få,ил
1205,bekommen::V,få,туян
1206,bekommen::V,erhålla,ил
1207,bekommen::V,erhålla,туян
1208,erhalten::V,få,ил
1209,erhalten::V,få,туян
1210,erhalten::V,erhålla,ил
1211,erhalten::V,erhålla,туян
1212,nehmen::V,ta,ил
1213,nehmen::V,taga,ил
1214,wählen::V,välja,суйла
1215,auswählen::V,utvälja,суйла
1216,bewahren::V,bevara,упра
1217,behindern::V,hindra,кансӗрле
1218,behindern::V,hindra,чӑрмантар
1219,behindern::V,förhindra,кансӗрле
1220,behindern::V,förhindra,чӑрмантар
1221,verderben::V,förstöra,пӑс
1222,beschädigen::V,skada,пӑс
1223,zerbrechen::V,bryta isär,ват
1224,zerbrechen::V,bryta isär,ҫӗмӗр
1225,zerbrechen::V,bryta sönder,ват
1226,zerbrechen::V,bryta sönder,ҫӗмӗр
1227,zerreißen::V,riva sönder,ҫур
1228,zerreißen::V,slita sönder,ҫур
1229,zerstören::V,förstöra,иш
1230,verbrennen::V,bränna,ҫунтар
1231,verbrennen::V,bränna upp,ҫунтар
1232,geben::V,ge,пар
1233,reichen::V,räcka,пар
1234,schenken::V,skänka,парнеле
1235,versprechen::V,lova,тума пул
1236,versprechen::V,lova,сӑмах пар
1237,wünschen::V,önska,сун
1238,loben::V,lova,ырла
1239,loben::V,beröma,ырла
1240,küssen::V,pussa,чуп ту
1241,wiegen::V,vagga,сиктер
1242,wiegen::V,vagga,силле
1243,zudecken::V,täcka,вит
1244,wecken::V,väcka,вӑрат
1245,zeigen::V,visa,кӑтарт
1246,führen::V,föra,илсе пыр
1247,führen::V,föra,ҫавӑтса пыр
1248,lehren::V,lära,вёрент
1249,unterrichten::V,undervisa,вёрент
1250,aufziehen::V,uppfostra,вӗрент
1251,leiten::V,leda,тытса пыр
1252,antreiben::V,driva på,васкат
1253,lassen::V,få att,пусахла
1254,lassen::V,få att,хуш
1255,einladen::V,bjuda,чӗн
1256,einladen::V,inbjuda,чӗн
1257,vereinigen::V,förena,пӗрлештер
1258,besuchen::V,besöka,ҫит
1259,besuchen::V,besöka,кӗрсе кур
1260,treffen::V,möta,тӗл пул
1261,treffen::V,träffa,тӗл пул
1262,sich versammeln::V,församla sig,пуҫтарӑн
1263,spielen::V,leka,выля
1264,spielen::V,spela,выля
1265,singen::V,sjunga,юрла
1266,tanzen::V,dansa,ташла
1267,sich trennen::V,skiljas,уйрӑл
1268,verlassen::V,lämna,хӑвар
1269,verlassen::V,överge,хӑвар
1270,retten::V,rädda,ҫӑл
1271,bewachen::V,bevaka,хуралла
1272,schützen::V,skydda,сыхла
1273,schützen::V,beskydda,сыхла
1274,verteidigen::V,försvara,хӳтӗле
1275,sich schlagen::V,slåss,ҫапӑҫ
1276,schießen::V,skjuta,пер
1277,siegen::V,segra,ҫӗн
1278,siegen::V,segra,ҫӗнтер
1279,ärgern::V,förarga,тарӑхтар
1280,ärgern::V,förarga,ҫиллентер
1281,schlagen::V,slå,ҫап
1282,treten::V,sparka,тап
1283,stechen::V,sticka,чик
1284,stoßen::V,stöta,чыш
1285,stehlen::V,stjäla,вӑрла
1286,stören::V,störa,кансӗрле
1287,belästigen::V,genera,аптӑрат
1288,belästigen::V,genera,хупла
1289,belästigen::V,besvära,аптӑрат
1290,belästigen::V,besvära,хупла
1291,verbergen::V,dölja,пытар
1292,täuschen::V,vilseleda,суй
1293,betrügen::V,bedra,ултала
1294,töten::V,döda,вӗлер
1295,wohnen::V,bo,чуна пар
1296,wohnen::V,bo,парӑнса тӑр
1297,arbeiten::V,arbeta,ӗҫле
1298,sammeln::V,samla,пух
1299,pflücken::V,plocka,тат
1300,jagen::V,jaga,сунара ҫӳре
1301,fischen::V,fiska,пулӑ тыт
1302,fassen::V,fånga,тыт
1303,hüten::V,vakta,кӗт
1304,treiben::V,driva,хӑвала
1305,anbinden::V,binda fast,кӑкар
1306,füttern::V,fodra,ҫитер
1307,melken::V,mjölka,су
1308,hacken::V,hacka,вакла
1309,gießen::V,hälla,шӑвар
1310,gießen::V,vattna,шӑвар
1311,reifen::V,mogna,пиҫ
1312,zubereiten::V,tillaga,пӗҫер
1313,zubereiten::V,tillreda,пӗҫер
1314,kochen::V,koka,пӗҫер
1315,backen::V,baka,пӗҫер
1316,braten::V,steka,ӑшала
1317,umrühren::V,röra om,хутӑштар
1318,stricken::V,sticka,ҫых
1319,nähen::V,sy,ҫӗле
1320,färben::V,färga,пӗвет
1321,reinigen::V,rensa,тасат
1322,reinigen::V,rengöra,тасат
1323,waschen::V,tvätta,ҫу
1324,abwischen::V,torka av,шӑл
1325,spülen::V,spola,чӳхе
1326,spülen::V,skölja,чӳхе
1327,fegen::V,feja,шӑл
1328,kehren::V,sopa,шӑл
1329,baden::V,bada,шыва кӗр
1330,sich waschen::V,tvätta sig,ҫӑвӑн
1331,ausziehen::V,ta av,салан
1332,anziehen::V,ta på,тӑхӑн
1333,sich anziehen::V,klä på sig,тӑхӑн
1334,kämmen::V,kamma,тура
1335,schmücken::V,pynta,илемлет
1336,schmücken::V,smycka,илемлет
1337,sagen::V,säga,те
1338,sprechen::V,tala,кала
1339,reden::V,tala,сӑмахла
1340,reden::V,tala,калаҫ
1341,reden::V,prata,сӑмахла
1342,reden::V,prata,калаҫ
1343,sich unterhalten::V,prata,пупле
1344,fragen::V,fråga,ыйт
1345,fragen::V,spörja,ыйт
1346,bitten::V,be,ыйт
1347,erzählen::V,berätta,каласа пар
1348,mitteilen::V,meddela,пӗлтер
1349,mitteilen::V,meddela,хыпарла
1350,nennen::V,kalla,те
1351,nennen::V,kalla,чӗн
1352,rufen::V,ropa,чӗн
1353,prahlen::V,pråla,мухтан
1354,prahlen::V,pråla,вӗҫкӗнлен
1355,prahlen::V,skryta,мухтан
1356,prahlen::V,skryta,вӗҫкӗнлен
1357,übersetzen::V,tolka,куҫар
1358,übersetzen::V,översätta,куҫар
1359,denken::V,tänka,шухӑшла
1360,glauben::V,tro,ӗнен
1361,bemerken::V,uppmärksamma,асӑрха
1362,bemerken::V,lägga märke till,асӑрха
1363,erkennen::V,känna igen,палла
1364,begreifen::V,begripa,ӑнлан
1365,verstehen::V,förstå,пӗл
1366,lernen::V,lära sig,вӗрен
1367,wissen::V,veta,пӗл
1368,wissen::V,veta,ӑнкар
1369,sich erinnern an::V,minnas,аса ил
1370,sich erinnern an::V,komma ihåg,аса ил
1371,vergessen::V,glömma,ман
1372,vergessen::V,glömma,манса кай
1373,messen::V,mäta,виҫ
1374,zählen::V,räkna,шутла
1375,rechnen::V,räkna,шутла
1376,lesen::V,läsa,вула
1377,malen::V,måla,ӳкер
1378,zeichnen::V,teckna,ӳкер
1379,schreiben::V,skriva,ҫыр
1380,besitzen::V,äga,тыт
1381,besitzen::V,besitta,тыт
1382,kaufen::V,köpa,ил
1383,kaufen::V,köpa,туян
1384,verkaufen::V,sälja,сут
1385,bezahlen::V,betala,тӳле
1386,zahlen::V,betala,тӳле
1387,beherrschen::V,behärska,тыт
1388,ertragen::V,tåla,тӳс
1389,ertragen::V,uthärda,тӳс
