,Concept_ID,ga,te
695,krank::A,tinn,వ్యాధిగల
696,krank::A,breoite,వ్యాధిగల
697,nackt::A,nocht,దిగంబరమైన
698,traurig::A,brónach,విచారముగల
699,lebendig::A,beo,ప్రాణముతో నున్న
700,gut::A,maith,మంచి
701,schlecht::A,dona,చెడ్డ
702,schlecht::A,droch-,చెడ్డ
703,richtig::A,ceart,సరియైన
704,schlimm::A,gránna,అసహ్యమైన
705,schlimm::A,tubaisteach,అసహ్యమైన
706,wahr::A,fíor,నిజమైన
707,alt::A,sean,ముసలి
708,neu::A,úr,క్రొత్త
709,neu::A,nua,క్రొత్త
710,ehemalig::A,iar-,పూర్వపు
711,ehemalig::A,sean-,పూర్వపు
712,alt[Lebewesen]::A,sean,ముసలి
713,alt[Lebewesen]::A,aosta,ముసలి
714,jung::A,óg,పసి
715,arm::A,bocht,బీద
716,reich::A,saibhir,ధనవంతుడైన
717,reich::A,rachmasach,ధనవంతుడైన
718,bekannt::A,atá eolas air,తెలిసిన
719,berühmt::A,cailiúil,ప్రపిద్దికెక్కివ
720,berühmt::A,clúiteach,ప్రపిద్దికెక్కివ
721,fremd::A,coimhthíoch,అన్యమైన
722,verschieden::A,éagsúil,భేదమైన
723,verschieden::A,difriúil,భేదమైన
724,nah::A,gar,దగ్గఱనున్న
725,nah::A,deas,దగ్గఱనున్న
726,fern::A,i bhfad uainn,దూరమందున్న
727,fern::A,i bhfad i gcéin,దూరమందున్న
728,linker::A,clé,ఎడమప్రక్కగ
729,rechter::A,deas,కుడి
730,anderer::A,eile,వేఱ్తెన
731,erster::A,céad,మొదటి
732,zweiter::A,dóú,రెండన
733,zweiter::A,dara,రెండన
734,dritter::A,tríú,మూడో
735,dritter::A,treas,మూడో
736,letzter::A,déanach,కడపటి
737,letzter::A,deireanach,కడపటి
738,allein::ADV,i d'aonar,ఒంటిగా
739,auf einmal::ADV,ag an am céanna,హరాత్తుగ
740,zusammen::ADV,le chéile,కలిసి
741,zusammen::ADV,in eineacht,కలిసి
742,lange::ADV,fada,బహుకాలము
743,plötzlich::ADV,go tobann,హరాత్తుగ
744,plötzlich::ADV,i dtobainne,హరాత్తుగ
745,sofort::ADV,ar an toirt,తక్షణము
746,sofort::ADV,ar an bpointe,తక్షణము
747,später::ADV,níos déanaí,ఇటీవలి
748,jetzt::ADV,anois,ఇప్పుడు
749,heute::ADV,inniu,నేడు
750,morgen::ADV,amárach,ఱేపు
751,bald::ADV,go luath,శీఘ్రముగ
752,bald::ADV,gan mhoill,శీఘ్రముగ
753,dann::ADV,ansin,అప్పుడు
754,gestern::ADV,inné,నిన్నటి దినము
755,einst::ADV,tráth,పూర్వమొకప్పుడు
756,einst::ADV,uair amháin,పూర్వమొకప్పుడు
757,damals::ADV,ag an am,అప్పుడు
758,damals::ADV,an t-am sin,అప్పుడు
759,danach::ADV,ina dhiaidh sin,అప్పుడు
760,vorher::ADV,cheana,ఎదుట
761,vorher::ADV,roimhe sin,ఎదుట
762,zuerst::ADV,ar dtús,మొదటిలో
763,einmal::ADV,uair amháin,ఒకసారి
764,manchmal::ADV,uaireanta,అప్పటప్పటికి
765,oft::ADV,minic,తఱచుగా
766,immer::ADV,i gcónaí,ఎల్లప్పుడు
767,niemals::ADV,riamh,ఎప్పుడునులేదు
768,hier::ADV,anseo,ఇక్కడ
769,hierhin::ADV,anseo,ఇక్కడకు
770,von hier::ADV,an áit seo,ఇక్కడనుండి
771,dort::ADV,ann,అక్కడ
772,dort::ADV,ansin,అక్కడ
773,dorthin::ADV,ann,అక్కడికి
774,dorthin::ADV,ansin,అక్కడికి
775,geradeaus::ADV,ar aghaidh,సూటిగా
776,rückwärts::ADV,siar,వెనుకకు
777,zurück::ADV,ar ais,వెనుకభాగము
778,unten::ADV,thíos,క్రింద
779,hinab::ADV,síos,కిందికి
780,oben::ADV,thuas,మీద
781,hinauf::ADV,suas,పైకి
782,überall::ADV,i ngach áit,అంతటా
783,überall::ADV,ar fud na háite,అంతటా
784,nicht::ADV,ní,కాదు
785,nicht::ADV,cha,కాదు
786,ein wenig::ADV,beagán,కొంచెము
787,kaum::ADV,ar éigean,చాలిచాలక
788,sehr::ADV,an-,చాల
789,so::ADV,chomh,ఆలాగున
790,so::ADV,mar sin,ఆలాగున
791,noch::ADV,fós,ఇప్పటికిని
792,noch::ADV,go fóill,ఇప్పటికిని
793,nur::ADV,amháin,మాత్రము
794,nur::ADV,níl ach,మాత్రము
795,schon::ADV,cheana,ఇదివఱకే
796,schon::ADV,cheana féin,ఇదివఱకే
797,wieder::ADV,arís,తిరిగి
798,wieder::ADV,athuair,తిరిగి
799,vergebens::ADV,amú,నిష్ఫలముగా
800,vergebens::ADV,in aisce,నిష్ఫలముగా
801,vor::PRP,ar thosach,ముందు
802,hinter::PRP,laistiar de,వెనుక
803,hinter::PRP,taobh thiar de,వెనుక
804,unter::PRP,faoi,క్రింద
805,durch::PRP,trí,ద్వారా
806,neben::PRP,taobh le,దగ్గెర
807,neben::PRP,in aice le,దగ్గెర
808,zwischen::PRP,idir,మధ్య
809,wegen::PRP,de bharr,కారణంగా
810,wegen::PRP,mar gheall ar,కారణంగా
811,dies::PRN,seo,ఇది
812,das::PRN,sin,అది
813,alles::PRN,gach rud,సకలము
814,ich::PRN,mé,నేను
815,ich::PRN,mise,నేను
816,du::PRN,tú,నీవు
817,du::PRN,tusa,నీవు
818,er::PRN,sé,అతడు
819,er::PRN,seisean,అతడు
820,wir::PRN,sinn,మనము
821,ihr::PRN,sibh,మీరు
822,ihr::PRN,sibhse,మీరు
823,sie::PRN,siad,వారు
824,sie::PRN,siadsan,వారు
825,was::FPRN,cad,ఏమి
826,was::FPRN,céard,ఏమి
827,wer::FPRN,cé,ఎవడు
828,wo::FADV,cá,ఎక్కడ
829,wo::FADV,cén áit,ఎక్కడ
830,wohin::FADV,cá,ఎందుకు
831,wohin::FADV,cén áit,ఎందుకు
832,wie::FADV,conas,ఎట్టు
833,wie::FADV,cén chaoi,ఎట్టు
834,warum::FADV,cén fáth,ఏల
835,warum::FADV,cad chuige,ఏల
836,wieviel::FNUM,cá mhéad,ఎంత
837,eins::NUM,aon,ఒకటి
838,zwei::NUM,dhá,రెండు
839,drei::NUM,trí,మూడు
840,vier::NUM,ceathair,నాలుగు
841,fünf::NUM,cúig,అయిదు
842,sechs::NUM,sé,ఆఱు
843,sieben::NUM,seacht,ఏరు
844,acht::NUM,ocht,ఎనిమదు
845,neun::NUM,naoi,తొమ్మిది
846,zehn::NUM,deich,పది
847,elf::NUM,aon déag,పదునొకొండు
848,zwölf::NUM,dó dhéag,పండ్రండు
849,zwanzig::NUM,fiche,ఇరుపది
850,dreißig::NUM,tríocha,ముప్పది
851,vierzig::NUM,daichead,నలువది
852,vierzig::NUM,ceathracha,నలువది
853,fünfzig::NUM,caoga,ఏబది
854,sechzig::NUM,seasca,అరుపది
855,siebzig::NUM,seachtó,డెబ్బది
856,achtzig::NUM,ochtó,ఎనుబది
857,neunzig::NUM,nócha,తొంబది
858,hundert::NUM,céad,నూఱు
859,tausend::NUM,míle,వేయి
860,und::CNJ,agus,మఱియు
861,oder::CNJ,nó,లేక
862,stehen::V,seas,నిలుచు
863,sitzen::V,suigh,కూర్చుండు
864,liegen::V,luigh,పండుకొనుట
865,hängen::V,tá crochta,వ్రేలాడదీయు
866,werden::V,éirigh,అగు
867,passieren::V,tarlaigh,సంభవించు
868,beginnen::V,tosaigh,ఆరంభించు
869,enden::V,críochnaigh,తీరుట
870,wechseln::V,athraigh,మార్చు
871,aufgehen[Sonne]::V,éirigh,ఉదయించు
872,untergehen[Sonne]::V,fuin,అస్తమించు
873,untergehen[Sonne]::V,téigh faoi,అస్తమించు
874,scheinen[Sonne]::V,taitin,ప్రకాశించు
875,scheinen[Sonne]::V,soilsigh,ప్రకాశించు
876,donnern::V,tá toirneach ann,ఉరుముట
877,wehen::V,séid,దురద్పప్టము
878,strömen::V,sil,పారుట
879,fließen::V,rith,ప్రవహించు
880,fließen::V,snigh,ప్రవహించు
881,sich drehen::V,cas,తిరుగు
882,sich drehen::V,imrothlaigh,తిరుగు
883,schwanken::V,luasc,ఆడించుట
884,schwingen::V,luasc,ఊగుట
885,fallen::V,tit,పడు
886,brennen::V,dóigh,కాలుట
887,rauchen::V,plúch toite,పొగసుట
888,regnen::V,báistigh,కురిపించుట
889,regnen::V,tá ag cur báistí,కురిపించుట
890,gefrieren::V,sioc,గడ్డకట్టు
891,gefrieren::V,reoigh,గడ్డకట్టు
892,tauen::V,leáigh,కరగు
893,tauen::V,coscair,కరగు
894,schmelzen::V,leáigh,కరగు
895,trocknen::V,triomaigh,యెండుట
896,sieden::V,fiuch,ఉడుకు
897,sieden::V,beirigh,ఉడుకు
898,faulen::V,lobh,క్రుళ్లు
899,faulen::V,dreoigh,క్రుళ్లు
900,verfaulen::V,lobh,క్షిణించు
901,verfaulen::V,feoigh,క్షిణించు
902,reißen::V,bris,చించు
903,versinken::V,téigh síos,మునుగు
904,vergehen::V,téigh thart,సంభవించు
905,erscheinen::V,tar,కనబడు
906,verschwinden::V,imigh,అదృశ్యమగు
907,sinken::V,tit,ముణుగుట
908,sinken::V,ísligh,ముణుగుట
909,abnehmen::V,maolaigh,తగ్గు
910,abnehmen::V,laghdaigh,తగ్గు
911,zunehmen::V,méadaigh,పెరుగుట
912,steigen::V,éirigh,లేచు
913,wachsen::V,fás,పెరుగు
914,glänzen::V,lonraigh,ప్రకాశించు
915,funkeln::V,drithligh,ప్రకాశించు
916,lärmen::V,tóg callán,అరుచుట
917,läuten::V,buail,మేళవించుట
918,klingeln::V,buail,వాయించుట
919,klirren::V,cling,ఘంటానాదము
920,brausen::V,búir,గర్జించు
921,rauschen::V,tá ag siosarnach,చటచటమనుట
922,klingen::V,tá glór ag,ధ్వనించుట
923,bellen::V,amhastraigh,అఱచు
924,heulen::V,glam,కూయు
925,blasen::V,séid,దురద్పప్టము
926,pfeifen::V,lig fead,ఈలవేయు
927,schreien::V,béic,అఱచు
928,schreien::V,glaoigh,అఱచు
929,stöhnen::V,lig cnead,మూలుగు
930,zittern::V,crith,వణకు
931,zittern::V,creathnaigh,వణకు
932,leben::V,mair,జీవించుట
933,geboren werden::V,rugadh,పుట్టుట
934,atmen::V,análaigh,ఉపిరి తీయు
935,trinken::V,ól,త్రాగు
936,essen::V,ith,తిను
937,schlucken::V,slog,మ్రింగు
938,müde werden::V,tuirsigh,అలయు
939,einschlafen::V,tit ina chodladh,నిద్రించు
940,schlafen::V,codail,నిద్రురించు
941,aufwachen::V,múscail,మేలుకొను
942,aufstehen::V,éirigh,లేచు
943,sich erholen::V,lig scíth,నడ్డి వాల్చు
944,krank werden::V,éirigh tinn,జబ్బుపడు
945,krank sein::V,tá tinn,జబ్బు చేయు
946,schmerzen::V,tá pian i,నొచ్చుట
947,husten::V,déan casacht,దగ్గుట
948,genesen::V,téarnaigh,కుదురుట
949,sterben::V,éag,మరణించు
950,sterben::V,faigh bás,మరణించు
951,umkommen::V,caill,నశించు
952,sich bewegen::V,bog,కదలు
953,sich bewegen::V,gluais,కదలు
954,sich rühren::V,corraigh,కదలు
955,sich erheben::V,seas suas,లేచు
956,sich setzen::V,suigh,కూర్చుణ్డు
957,hinfallen::V,tit,దొర్లు
958,laufen::V,siúil,నడచు
959,schreiten::V,siúil,అడుగుపెట్టుట
960,spazierengehen::V,téigh ag spaisteoireacht,పచారు చేయు
961,eilen::V,deifrigh,తొందరపడు
962,eilen::V,brostaigh,తొందరపడు
963,sich beeilen::V,deifrigh,త్వరపెట్టు
964,sich beeilen::V,déan deifir,త్వరపెట్టు
965,sausen::V,luathaigh,విసరికొట్టు
966,rennen::V,rith,పరుగెత్తు
967,springen::V,léim,దుముకు
968,klettern::V,dreap,ఎక్కు
969,schaukeln::V,téigh ar an maide corrach,ఉయ్యాల ఊగు 
970,kriechen::V,snámh,ప్రాకు
971,schwimmen::V,snámh,ఈదు
972,tauchen::V,tum,మునుగు
973,rudern::V,iomair,తెడ్లతోఁగడపు
974,rudern::V,rámhaigh,తెడ్లతోఁగడపు
975,fahren::V,tiomáin,నడపు
976,fliegen::V,eitil,ఎగురు
977,gehen::V,téigh,పోవు
978,weggehen::V,imigh,బయలుదేరు
979,abfahren::V,imigh,విడిచిపోవు
980,anhalten::V,stad,నిలుపు
981,hineingehen::V,téigh isteach,ప్రవేశించు
982,eintreten::V,téigh isteach,ప్రవేశించు
983,kommen::V,tar,వచ్చు
984,ankommen::V,tar,వచ్చి చేరు
985,zurückkommen::V,fill,తిరిగీవచ్చుట
986,bleiben::V,fan,ఉండు
987,warten::V,fan,కనిపెట్టు
988,erwarten::V,tá ag súil le,నిరిక్షించు
989,erwarten::V,tá ag dréim le,నిరిక్షించు
990,suchen::V,lorg,వెదకు
991,finden::V,faigh,కనుగొను
992,finden::V,aimsigh,కనుగొను
993,versuchen::V,triail,ప్రయత్నించు
994,vorbereiten::V,réitigh,తయారుచేయు
995,lieben::V,gráigh,ప్రేమించు
996,mögen::V,taitin le,ఇష్టపడు
997,mögen::V,is maith le,ఇష్టపడు
998,lachen::V,gáir,నవ్వు
999,rühren::V,téigh i bhfeidhm ar,గుండె తాకు
1000,weinen::V,goil,వీడ్చు
1001,weinen::V,caoin,వీడ్చు
1002,schimpfen::V,tá ag clamhsán,గొణుగు
1003,sich ärgern::V,tá corraithe,అలుగు
1004,sich fürchten::V,tá eagla ar,భయపడు
1005,fürchten::V,tá eagla ar,భయపడు
1006,fliehen::V,teith,పాఱిపోపు
1007,flüchten::V,éalaigh,తప్పించుకొను
1008,sehen::V,feic,చూచు
1009,anschauen::V,dearc,చూచు
1010,anschauen::V,féach ar,చూచు
1011,ansehen::V,breathnaigh,కాచియుండు
1012,hören::V,cluin,విను
1013,zuhören::V,éist,విను
1014,probieren::V,bliais,చవిచూచుట
1015,riechen::V,bolaigh,వాసనచూచు
1016,fühlen::V,braith,స్పర్శించుట
1017,fühlen::V,mothaigh,స్పర్శించుట
1018,scheinen::V,tá an chuma ar,కనబడు
1019,zu sehen sein::V,tá le feiceáil,చూవు
1020,vernehmen::V,clois,విను
1021,frieren::V,tá fuar,చలికి వడకు
1022,tun::V,déan,చేయు
1023,können::V,féad,గల
1024,können::V,is féidir le,గల
1025,wollen::V,tá ag iarraidh,కోరు
1026,anfangen::V,tosaigh,ఆరంభించు
1027,anfangen::V,cuir tús le,ఆరంభించు
1028,beenden::V,críochnaigh,ముగించు
1029,beenden::V,cuir deireadh le,ముగించు
1030,aufhören::V,stad,నిలుపు
1031,gelingen::V,éirigh le,గెలుపాందు
1032,geraten::V,tá deireadh ar,వెలువడు
1033,öffnen::V,oscail,తెఱచు
1034,schließen::V,dún,మూయు
1035,schließen::V,iaigh,మూయు
1036,stellen::V,cuir,ఉంచు
1037,setzen::V,cuir,ఉంచు
1038,setzen::V,socraigh,ఉంచు
1039,legen::V,cuir,పెట్టు
1040,berühren::V,teagmhaigh le,తాకు
1041,verbinden::V,ceangail,చేర్చుట
1042,bedecken::V,clúdaigh,మూయు
1043,bedecken::V,cumhdaigh,మూయు
1044,aufhängen::V,croch,వ్రేలాడదీయు
1045,anzünden::V,las,వెలిగించు
1046,anzünden::V,adhain,వెలిగించు
1047,aufheben::V,tóg,సేకరించు
1048,aufheben::V,ardaigh,సేకరించు
1049,zurücklassen::V,fág,విడుచు
1050,verlieren::V,caill,పోగొట్టుకొను
1051,fallen lassen::V,lig uait,జాఱవిడుచు
1052,fallen lassen::V,caith uait,జాఱవిడుచు
1053,machen::V,déan,చేయు
1054,machen::V,réitigh,చేయు
1055,herstellen::V,táirg,ఉత్పత్తిచేయు
1056,bauen::V,tóg,నిర్మించు
1057,reparieren::V,deisigh,సరిచేయు
1058,verbessern::V,feabhsaigh,వృద్ధి చేయు
1059,ändern::V,athraigh,మార్చు
1060,graben::V,tochail,త్రవ్వు
1061,beugen::V,crom,వంచు
1062,biegen::V,lúb,వంచు
1063,drehen::V,cas,నూలువడుకు
1064,wenden::V,tiontaigh,త్రిప్పు
1065,umdrehen::V,iompaigh,త్రిప్పు
1066,umdrehen::V,tiontaigh,త్రిప్పు
1067,heben::V,ardaigh,ఎత్తు
1068,hochheben::V,tóg,ఎత్తు
1069,ergreifen::V,beir ar,వశపఱచుకొను
1070,halten::V,coimeád,ఉంచు
1071,halten::V,coinnigh,ఉంచు
1072,drücken::V,brúigh,అణచు
1073,schieben::V,brúigh,నొక్కు
1074,kratzen::V,scríob,గోకు
1075,lecken::V,ligh,నాకు
1076,lecken::V,leadhb,నాకు
1077,beißen::V,bain greim as,కఱచు
1078,abreißen::V,stróic,తెగతెంచు
1079,abreißen::V,tarraing,తెగతెంచు
1080,abschneiden::V,scoith,తెగకొట్టు
1081,binden::V,ceangail,కట్టు
1082,stecken::V,sáigh,తగులుకొనివుండుట
1083,brechen::V,bris,పగులగొట్టు
1084,klopfen::V,cnag,కొట్టు
1085,hauen::V,buail,కొట్టు
1086,kleben::V,gliúáil,అంటుకొను
1087,reiben::V,cuimil,రాచు
1088,streichen::V,leath,వ్యాపింపజేయు
1089,schleifen::V,líomh,రాచు
1090,schneiden::V,gearr,కోయు
1091,rütteln::V,croith,కుదిలించుట
1092,schütteln::V,croith,కదల్చు
1093,schwenken::V,luasc,ఊచుట
1094,schütten::V,doirt,పోయు
1095,füllen::V,líon,నింపు
1096,einwickeln::V,cuach,చుట్టు
1097,einwickeln::V,clúdaigh,చుట్టు
1098,tragen::V,iompair,మోయు
1099,schleppen::V,tarraing,ఈడ్చు
1100,ziehen::V,tarraing,ఈడ్చు
1101,aufbewahren::V,coinnigh,కాపాడు
1102,werfen::V,caith,విసరు
1103,fangen::V,ceap,పట్టుకొను
1104,packen::V,beir ar,పట్టుకొను
1105,verstecken::V,folaigh,దాచు
1106,verstecken::V,cuir i bhfolach,దాచు
1107,teilen::V,roinn,భాగించు
1108,schicken::V,seol,పంపు
1109,bringen::V,beir,తెచ్చు
1110,bringen::V,tabhair,తెచ్చు
1111,hinzufügen::V,cuir le,చేర్చు
1112,bekommen::V,faigh,సంపాదించు
1113,erhalten::V,faigh,పుచ్చుకొను
1114,nehmen::V,tóg,తీసికొను
1115,nehmen::V,glac,తీసికొను
1116,wählen::V,pioc,ఇష్టపడు
1117,wählen::V,roghnaigh,ఇష్టపడు
1118,auswählen::V,roghnaigh,ఏరుకొను
1119,bewahren::V,caomhnaigh,భద్రపఱుచు
1120,behindern::V,cuir bac ar,అడ్డగించుట
1121,verderben::V,mill,చెఱచు
1122,beschädigen::V,loit,చెరుపుట
1123,beschädigen::V,déan damáiste do,చెరుపుట
1124,zerbrechen::V,bris,పగులగొట్టు
1125,zerreißen::V,stiall,చించు
1126,zerstören::V,mill,వాశనము చేయు
1127,zerstören::V,scrios,వాశనము చేయు
1128,verbrennen::V,las,కాల్చు
1129,verbrennen::V,dóigh,కాల్చు
1130,geben::V,tabhair,ఇచ్చు
1131,reichen::V,sín,అందుకొనుట
1132,reichen::V,cuir,అందుకొనుట
1133,schenken::V,bronn,అర్పించు
1134,schenken::V,tabhair,అర్పించు
1135,versprechen::V,geall,వాగ్దత్తము చేయు
1136,wünschen::V,guigh,కోరు
1137,loben::V,mol,స్తుతించు
1138,küssen::V,póg,ముద్దుపెట్టుకొను
1139,wiegen::V,bog,ఊచుట
1140,wiegen::V,luasc,ఊచుట
1141,zudecken::V,clúdaigh,మూయు
1142,wecken::V,dúisigh,నిద్రపలేపుట
1143,zeigen::V,taispeáin,చూవు
1144,führen::V,treoraigh,దారిచూపు
1145,lehren::V,múin,బోధించు
1146,lehren::V,teagasc,బోధించు
1147,unterrichten::V,múin,నేర్పు
1148,unterrichten::V,teagasc,నేర్పు
1149,aufziehen::V,tóg,పెంచు
1150,leiten::V,tá i gceannas ar,తీసుకపోవుట
1151,antreiben::V,gríosaigh,ప్రేరేపించు
1152,lassen::V,cuir ag,అనుమతించు
1153,einladen::V,cuir cuireadh ar,ఆహ్వానించు
1154,vereinigen::V,aontaigh,కూడుట
1155,besuchen::V,tabhair cuairt ar,పోయి చూచు
1156,treffen::V,cas ar,కలియు
1157,treffen::V,buail le,కలియు
1158,sich versammeln::V,bailigh,కూర్చు
1159,sich versammeln::V,cruinnigh,కూర్చు
1160,spielen::V,imir,ఆట లాడు
1161,spielen::V,tá ag spraoi,ఆట లాడు
1162,singen::V,can,పాడు
1163,tanzen::V,rinc,నృత్యముచేయు
1164,tanzen::V,damhsaigh,నృత్యముచేయు
1165,sich trennen::V,scar,ఎడబాయుట
1166,verlassen::V,fág,విడుచు
1167,retten::V,tarrtháil,తప్పించుట
1168,bewachen::V,cosain,కాపాడు
1169,bewachen::V,gardáil,కాపాడు
1170,schützen::V,cosain,రక్షించు
1171,verteidigen::V,cosain,రక్షించు
1172,sich schlagen::V,tá ag bruíon,జగడమాడు
1173,schießen::V,caith,కాల్చు
1174,schießen::V,scaoil,కాల్చు
1175,siegen::V,bain,గెలుచు
1176,siegen::V,buaigh,గెలుచు
1177,ärgern::V,cuir isteach ar,పీడించుట
1178,schlagen::V,buail,కొట్టు
1179,treten::V,ciceáil,తన్ను
1180,stechen::V,sáigh,కుట్టు
1181,stoßen::V,brúigh,గెంటు
1182,stoßen::V,soncáil,గెంటు
1183,stehlen::V,goid,దొంగిలించు
1184,stören::V,cuir isteach ar,కలతపఱచు
1185,belästigen::V,cuir as do,పీడించు
1186,verbergen::V,ceil,దాచు
1187,täuschen::V,cuir dallamullóg ar,మోసము చేయు
1188,betrügen::V,déan calaois ar,మోసపుచ్చు
1189,töten::V,maraigh,చంపు
1190,wohnen::V,cuir faoi,నివసించు
1191,wohnen::V,tá ina chónaí,నివసించు
1192,arbeiten::V,oibrigh,పనిచేయు
1193,sammeln::V,bailigh,ప్రోగుచేయు
1194,sammeln::V,cruinnigh,ప్రోగుచేయు
1195,pflücken::V,pioc,యేరుట
1196,jagen::V,seilg,వేటాడు
1197,fischen::V,iasc,వెదకు
1198,fassen::V,beir ar,పట్టుకొమ
1199,hüten::V,aoirigh,మందచేరుట
1200,treiben::V,seol,నడపు
1201,treiben::V,tiomáin,నడపు
1202,anbinden::V,ceangail,కట్టు
1203,füttern::V,cothaigh,భోజనము పెట్టు
1204,füttern::V,beathaigh,భోజనము పెట్టు
1205,melken::V,bligh,పాలు పితుకు
1206,melken::V,crúigh,పాలు పితుకు
1207,hacken::V,gearr,నఱకు
1208,gießen::V,uiscigh,నీళ్ళుకట్టుట
1209,reifen::V,aibigh,పండుట
1210,zubereiten::V,cócaráil,వండు
1211,kochen::V,bruith,వండు
1212,kochen::V,beirigh,వండు
1213,backen::V,bácáil,రొట్టెకాల్చు
1214,braten::V,róst,వేపు
1215,braten::V,frioch,వేపు
1216,umrühren::V,measc,కదులుట
1217,stricken::V,cniotáil,అల్లు
1218,nähen::V,fuaigh,కుట్టు
1219,färben::V,dathaigh,రంగు వేయు
1220,reinigen::V,glan,శుభ్రము చేయు
1221,waschen::V,nigh,కడుగు
1222,abwischen::V,glan,తుడుచు
1223,spülen::V,sruthlaigh,నీటిలో జడించు
1224,fegen::V,scuab,ఊడ్చు
1225,kehren::V,scuab,ఊడ్చు
1226,baden::V,folc,స్నానము చేయు
1227,sich waschen::V,nigh é féin,కడుగు
1228,ausziehen::V,bain de,విప్పు
1229,anziehen::V,cuir ar,ధరించు
1230,sich anziehen::V,gléas é féin,బట్టలు వేసుకొను
1231,sich anziehen::V,gléas é féin,తొడుగుకొను
1232,kämmen::V,cíor,దువ్వుట
1233,schmücken::V,maisigh,అలంకరించు
1234,sagen::V,abair,చెప్పు
1235,sprechen::V,labhair,చెప్పు
1236,reden::V,caintigh,మాటలాడు
1237,sich unterhalten::V,caintigh,ముచ్చటలాడు
1238,sich unterhalten::V,tá ag comhrá,ముచ్చటలాడు
1239,fragen::V,fiafraigh,ప్రశ్నించు
1240,fragen::V,cuir ceist,ప్రశ్నించు
1241,bitten::V,iarr,కోరు
1242,erzählen::V,inis,చెప్పు
1243,erzählen::V,eachtraigh,చెప్పు
1244,mitteilen::V,aithris,తెలియజేయు
1245,mitteilen::V,cuir in iúl,తెలియజేయు
1246,nennen::V,ainmnigh,పేరు వెట్టు
1247,rufen::V,glaoigh,పిలుచు
1248,prahlen::V,maígh,జల్లి
1249,übersetzen::V,aistrigh,తర్జుమాచేయు
1250,denken::V,síl,ఆలోచించు
1251,denken::V,ceap,ఆలోచించు
1252,glauben::V,creid,నమ్ము
1253,bemerken::V,tabhair faoi deara,గుర్తించు
1254,erkennen::V,aithin,గుర్తించు
1255,begreifen::V,tuig,గ్రహించు
1256,verstehen::V,tuig,గ్రహించు
1257,lernen::V,foghlaim,నేర్చు కొను
1258,wissen::V,tá a fhios ag,తెలిసికొను
1259,sich erinnern an::V,cuimhnigh ar,జ్ఞాపకముంచుకొను
1260,sich erinnern an::V,is cuimhne ar,జ్ఞాపకముంచుకొను
1261,vergessen::V,dearmad,మఱచిపోవు
1262,messen::V,tomhais,కొలుచుట
1263,zählen::V,cuntais,లెక్కపెట్టు
1264,rechnen::V,ríomh,లెక్కపెట్టు
1265,rechnen::V,áirigh,లెక్కపెట్టు
1266,lesen::V,léigh,చదువు
1267,malen::V,péinteáil,పూనుట
1268,zeichnen::V,línigh,వ్రాసుట
1269,zeichnen::V,tarraing,వ్రాసుట
1270,schreiben::V,scríobh,వ్రాయు
1271,besitzen::V,is le,కలిగియుండు
1272,kaufen::V,ceannaigh,కొను
1273,verkaufen::V,díol,అమ్ము
1274,bezahlen::V,íoc as,చెల్లించు
1275,zahlen::V,íoc,చెల్లించు
1276,beherrschen::V,rialaigh,ఏలు
1277,ertragen::V,seas,భరించు
1278,ertragen::V,fulaing,భరించు
1279,ertragen::V,foighnigh,భరించు
1280,Ader::N,,సిర
1281,vorwärts::ADV,,ముందుకు
