,Concept_ID,ar,ko
817,faulen::V,فسد,부패하다
818,verfaulen::V,تعفن,썩다
819,reißen::V,انقطع,지바찢다
820,versinken::V,غرق,가라앉다
821,vergehen::V,مضى,지나가다
822,erscheinen::V,لاح,나타나다
823,erscheinen::V,ظهر,나타나다
824,verschwinden::V,غاب,사라지다
825,sinken::V,هبط,가라앉다
826,abnehmen::V,نقص,떼어내다
827,zunehmen::V,ازداد,증가하다
828,steigen::V,صعد,상승하다
829,steigen::V,ارتفع,상승하다
830,wachsen::V,نما,생기하다
831,wachsen::V,نبت,생기하다
832,glänzen::V,لمع,뛰오나다
833,funkeln::V,تلألأ,불티가잍어나다
834,lärmen::V,ضج,떠들다
835,lärmen::V,صخب,떠들다
836,läuten::V,قرع,울시다
837,klingeln::V,دق,초닌총을울리다
838,klirren::V,قعقع,탁탁울리다
839,brausen::V,عج,쏴쏴소리내다
840,rauschen::V,حف,솨솨
841,klingen::V,رن,반향하다
842,bellen::V,نبح,짖다
843,heulen::V,عوى,포효하다
844,blasen::V,نفخ,불다
845,pfeifen::V,صفر,피리를불다
846,schreien::V,صرخ,절규하다
847,stöhnen::V,أن,신음하다
848,zittern::V,ارتعش,저뉼하다
849,leben::V,عاش,살다
850,geboren werden::V,ولد,태어난
851,atmen::V,تنفس,숨쉬다
852,trinken::V,شرب,마시다
853,essen::V,أكل,먹다
854,schlucken::V,جرع,들이켜다
855,müde werden::V,تعب,
856,einschlafen::V,نام,잠들다
857,schlafen::V,نام,자다
858,aufwachen::V,استيقظ,눈트다
859,aufstehen::V,قام,서다
860,sich erholen::V,استجم,회복하다
861,krank werden::V,مرض,
862,krank sein::V,مرض,
863,schmerzen::V,آلم,아프다
864,husten::V,كح,잔기침하다
865,husten::V,سعل,잔기침하다
866,genesen::V,نقه,낫다
867,sterben::V,مات,죽다
868,umkommen::V,هلك,못쓰게되다
869,sich bewegen::V,تحرك,움직이다
870,sich rühren::V,تحرك,움직이다
871,sich erheben::V,قام,이러서다
872,sich setzen::V,جلس,앉히다
873,hinfallen::V,وقع,넘어지다
874,laufen::V,مشى,걷다
875,schreiten::V,خطا,보행하다
876,spazierengehen::V,تنزه,산보하다
877,eilen::V,عجل,서둘다
878,sich beeilen::V,استعجل,서둘게하다
879,sausen::V,أسرع,서들러 떠나다
880,rennen::V,عدا,달리다
881,rennen::V,ركض,달리다
882,springen::V,قفز,도약하다
883,klettern::V,تسلق,갑겨오르다
884,schaukeln::V,تأرجح,흔들리게하다
885,kriechen::V,دب,기다
886,kriechen::V,زحف,기다
887,schwimmen::V,سبح,헤엄치다
888,tauchen::V,غطس,잠기다
889,rudern::V,جذف,물을헤치다
890,fahren::V,ركب,가다
891,fahren::V,ركب,나르다
892,fahren::V,سافر,가다
893,fahren::V,سافر,나르다
894,fliegen::V,طار,날다
895,gehen::V,سار,가다
896,gehen::V,ذهب,가다
897,weggehen::V,ذهب,팔리다
898,weggehen::V,انصرف,팔리다
899,abfahren::V,رحل,출발하다
900,anhalten::V,توقف,멈추다
901,hineingehen::V,دخل,(그리로)가다
902,eintreten::V,دخل,들러가다
903,kommen::V,أتى,오다
904,kommen::V,جاء,오다
905,ankommen::V,وصل,고챀하다
906,zurückkommen::V,عاد,보기
907,zurückkommen::V,رجع,보기
908,bleiben::V,مكث,체류
909,warten::V,انتظر,기다리다
910,erwarten::V,ترقب,기대하다
911,erwarten::V,انتظر,기대하다
912,suchen::V,بحث,찾다
913,suchen::V,بحث,구하다
914,finden::V,وجد,찾아내다
915,versuchen::V,حاول,시험하다
916,vorbereiten::V,أعد,재비하다
917,vorbereiten::V,حضر,재비하다
918,lieben::V,أحب,사랑하다
919,mögen::V,أحب,줗아하다
920,lachen::V,ضحك,웃다
921,rühren::V,أثر,건드리다
922,weinen::V,بكى,울다
923,schimpfen::V,سب,꾸짖다
924,schimpfen::V,شتم,꾸짖다
925,sich ärgern::V,زعل,화를내게 하다
926,sich fürchten::V,هاب,두려원하다
927,fürchten::V,خاف,두려원하다
928,fürchten::V,خشي,두려원하다
929,fliehen::V,هرب,도망치다
930,flüchten::V,فر,도주하다
931,sehen::V,رأى,보다
932,anschauen::V,نظر,바라보다
933,ansehen::V,نظر,바라보다
934,hören::V,سمع,듣다
935,zuhören::V,أصغى,듣다
936,probieren::V,ذاق,시식하다
937,riechen::V,شم,내새를맡다
938,riechen::V,استنشق,내새를맡다
939,fühlen::V,شعر,느끼다
940,scheinen::V,ظهر,...것같다
941,zu sehen sein::V,ظهر,보이는
942,vernehmen::V,سمع,듣다
943,vernehmen::V,سمع,들어서일다
944,frieren::V,بردان,춥다
945,tun::V,فعل,하다
946,können::V,قدر,할주릴다
947,können::V,استطاع,할주릴다
948,wollen::V,شاء,바라다
949,wollen::V,أراد,바라다
950,anfangen::V,بدأ,시작하다
951,beenden::V,أنهى,다하다
952,aufhören::V,توقف,그만두다
953,aufhören::V,انقطع,그만두다
954,gelingen::V,نجح,성국하다
955,geraten::V,طلع,잘되어가다
956,öffnen::V,فتح,열다
957,schließen::V,أغلق,추측하다
958,stellen::V,وضع,세우다
959,stellen::V,أقام,세우다
960,setzen::V,أجلس,놓다
961,legen::V,وضع,눕히다
962,berühren::V,مس,대다
963,berühren::V,لمس,대다
964,verbinden::V,ربط,옝열하다
965,verbinden::V,وصل,옝열하다
966,bedecken::V,غطى,덮다
967,aufhängen::V,علق,매달다
968,anzünden::V,أوقد,점화하다
969,aufheben::V,لقط,위로올리다
970,zurücklassen::V,ترك,튀에남기다
971,verlieren::V,فقد,잃다
972,fallen lassen::V,أسقط,떨어뜨리다
973,machen::V,فعل,하다
974,herstellen::V,صنع,제조하다
975,herstellen::V,أنتج,제조하다
976,bauen::V,بنى,짓다
977,bauen::V,شيد,짓다
978,reparieren::V,صلح,수셩자다
979,verbessern::V,صحح,정정하다
980,ändern::V,غير,바꾸다
981,graben::V,حفر,파다
982,beugen::V,ثنى,구부리다
983,beugen::V,أحنى,구부리다
984,biegen::V,لوى,굽히다
985,drehen::V,أدار,회전
986,drehen::V,دور,회전
987,wenden::V,قلب,회전시키다
988,umdrehen::V,قلب,회전시키다
989,heben::V,رفع,일으아키다
990,hochheben::V,رفع,틀어올리다
991,ergreifen::V,مسك,잡다
992,halten::V,مسك,잡다
993,drücken::V,ضغط,누르다
994,schieben::V,حرك,밀다
995,kratzen::V,خدش,긁다
996,lecken::V,لعق,핥다
997,beißen::V,عض,물다
998,abreißen::V,قلع,
999,abschneiden::V,قطع,귾어내다
1000,binden::V,ربط,매다
1001,stecken::V,دس,찌르다
1002,brechen::V,كسر,금
1003,klopfen::V,طرق,치다
1004,hauen::V,ضرب,때리다
1005,kleben::V,ألصق,들러붙다
1006,reiben::V,حك,문지르다
1007,streichen::V,نشر,쓰다듬다
1008,schleifen::V,سن,갈다
1009,schneiden::V,قطع,베다
1010,rütteln::V,رج,흔들다
1011,schütteln::V,هز,흔들다
1012,schwenken::V,لوح,흔들다
1013,schütten::V,صب,따르다
1014,füllen::V,ملأ,담다
1015,einwickeln::V,لف,싸다
1016,tragen::V,حمل,지우다
1017,schleppen::V,سحب,끌다
1018,ziehen::V,سحب,당기다
1019,aufbewahren::V,حفظ,간직하다
1020,werfen::V,رمى,던지다
1021,werfen::V,ألقى,던지다
1022,fangen::V,التقط,밥다
1023,packen::V,مسك,쥐다
1024,verstecken::V,خبأ,숨기다
1025,teilen::V,قسم,나누다
1026,schicken::V,بعث,보내다
1027,schicken::V,أرسل,보내다
1028,bringen::V,جلب,가겨
1029,hinzufügen::V,أضاف,부가하다
1030,bekommen::V,حصل,얻다
1031,erhalten::V,استلم,지니다
1032,nehmen::V,أخذ,잡다
1033,wählen::V,اختار,선거하다
1034,auswählen::V,انتقى,선출하다
1035,bewahren::V,حافظ,저장보종
1036,behindern::V,عاق,훼방하다
1037,verderben::V,أفسد,못쓰게 되다
1038,beschädigen::V,أضر,상하게하다
1039,zerbrechen::V,كسر,깨뜨리다
1040,zerreißen::V,مزق,잡아쫓다
1041,zerstören::V,دمر,파괴하다
1042,verbrennen::V,حرق,소실하다
1043,geben::V,أعطى,주다
1044,reichen::V,ناول,내일다
1045,schenken::V,وهب,주다
1046,versprechen::V,وعد,약속하다
1047,wünschen::V,تمنى,바라다
1048,loben::V,مدح,칭찬하다
1049,küssen::V,قبل,키스하다
1050,wiegen::V,هدهد,어르다
1051,zudecken::V,غطى,뚜꺼을하다
1052,wecken::V,أيقظ,깨우다
1053,zeigen::V,أرى,보이다
1054,führen::V,دل,가게하다
1055,lehren::V,علم,가르치다
1056,unterrichten::V,علم,가르지다
1057,aufziehen::V,ربى,사육하다
1058,leiten::V,دل,이끌다
1059,leiten::V,أدار,이끌다
1060,antreiben::V,حث,몰다
1061,lassen::V,حدا,내버려두다
1062,einladen::V,دعا,초청하다
1063,vereinigen::V,وحد,하나로하다
1064,besuchen::V,زار,방문하다
1065,treffen::V,قابل,만나다
1066,sich versammeln::V,اجتمع,조립하다
1067,spielen::V,لعب,눌다
1068,singen::V,غنى,노래하다
1069,tanzen::V,رقص,춤추하다
1070,sich trennen::V,افترق,가르다
1071,verlassen::V,ترك,버림받은
1072,retten::V,نجى,구조하다
1073,retten::V,أنقذ,구조하다
1074,bewachen::V,حرس,치키다
1075,schützen::V,حمى,보호하다
1076,verteidigen::V,دافع,막다
1077,sich schlagen::V,تضارب,치다
1078,schießen::V,أطلق,쏘다
1079,siegen::V,انتصر,이기다
1080,ärgern::V,أزعل,성을내게하다
1081,schlagen::V,ضرب,치다
1082,treten::V,رفس,디디다
1083,stechen::V,شك,찌르다
1084,stoßen::V,دفع,찌르다
1085,stehlen::V,سرق,훔치다
1086,stören::V,ضايق,움직이다
1087,belästigen::V,أزعج,괴롭히다
1088,verbergen::V,كتم,숨기다
1089,täuschen::V,خدع,속이다
1090,betrügen::V,غش,속이다
1091,töten::V,قتل,죽이다
1092,wohnen::V,سكن,실다
1093,arbeiten::V,عمل,일하다
1094,arbeiten::V,اشتغل,일하다
1095,sammeln::V,جمع,모으다
1096,pflücken::V,جنى,꿔다
1097,pflücken::V,قطف,꿔다
1098,jagen::V,صاد,사냥하다
1099,fischen::V,اصطاد,고기를잡다
1100,fassen::V,قبض,움켜쥐다
1101,hüten::V,رعى,망보다
1102,treiben::V,ساق,몰아세우다
1103,anbinden::V,ربط,묶다
1104,füttern::V,علف,사료를주다
1105,melken::V,حلب,젖을짜다
1106,hacken::V,فرم,자르다
1107,gießen::V,سقى,물을대다
1108,reifen::V,نضج,성숙하다
1109,zubereiten::V,حضر,조제하다
1110,kochen::V,طبخ,요리하다
1111,backen::V,خبز,쿱다
1112,braten::V,قلى,굽다
1113,braten::V,حمر,굽다
1114,umrühren::V,قلب,교반하다
1115,stricken::V,حاك,뜨개질하다
1116,nähen::V,خاط,꿰매다
1117,färben::V,صبغ,채색하다
1118,färben::V,لون,채색하다
1119,reinigen::V,نظف,청소하다
1120,waschen::V,غسل,씻다
1121,abwischen::V,مسح,닦다
1122,spülen::V,شطف,씻다
1123,fegen::V,كنس,소체하다
1124,kehren::V,كنس,청소하다
1125,baden::V,استحم,감다
1126,sich waschen::V,اغتسل,모믈 씻다
1127,ausziehen::V,خلع,벗다
1128,anziehen::V,لبس,끌어움직이다
1129,sich anziehen::V,اكتسى,
1130,kämmen::V,مشط,빗다
1131,schmücken::V,زين,치레하다
1132,sagen::V,قال,말하다
1133,sprechen::V,تكلم,말하다
1134,reden::V,تكلم,이야기하다
1135,sich unterhalten::V,تحادث,
1136,fragen::V,سأل,질문하다
1137,bitten::V,رجا,원하다
1138,erzählen::V,حكي,이야기하다
1139,mitteilen::V,بلغ,이야기하다
1140,nennen::V,سمى,부르다
1141,rufen::V,نادى,불러내다
1142,prahlen::V,فشر,자랑하다
1143,prahlen::V,تفاخر,자랑하다
1144,übersetzen::V,ترجم,번역하다
1145,denken::V,فكر,생각하다
1146,glauben::V,اعتقد,믿다
1147,bemerken::V,لاحظ,인자하다
1148,erkennen::V,عرف,인식하다
1149,begreifen::V,فهم,파악하다
1150,begreifen::V,أدرك,파악하다
1151,verstehen::V,فهم,이해하다
1152,lernen::V,درس,배우다
1153,wissen::V,علم,알다
1154,sich erinnern an::V,تذكر,상기하다
1155,vergessen::V,نسي,잊다
1156,messen::V,قاس,측정하다
1157,zählen::V,عد,세다
1158,zählen::V,أحصى,세다
1159,rechnen::V,حسب,게산하다
1160,lesen::V,قرأ,읽다
1161,malen::V,صور,그리다
1162,zeichnen::V,رسم,소묘하다
1163,schreiben::V,كتب,쓰다
1164,besitzen::V,حاز,소유하다
1165,besitzen::V,ملك,소유하다
1166,kaufen::V,اشترى,사다
1167,verkaufen::V,باع,팔다
1168,bezahlen::V,دفع,지불하다
1169,zahlen::V,سدد,치르다
1170,beherrschen::V,حكم,지배하다
1171,ertragen::V,أطاق,참다
1172,ertragen::V,تحمل,참다
