,Concept_ID,pt,mhr
60,Leber::N,fígado,мокш
61,Atem::N,fôlego,шӱ́лыш
62,Hunger::N,fome,шужыма́ш
63,Träne::N,lágrima,шинчавӱ́д
64,Geschmack::N,gosto,там
65,Geruch::N,odor,пуш
66,Geruch::N,cheiro,пуш
67,Schlaf::N,sono,о́мо
68,Traum::N,sonho,йӱдо́мо
69,Himmel::N,céu,кава́
70,Sonne::N,sol,ке́че
71,Mond::N,lua,ты́лзе
72,Stern::N,estrela,шӱ́дыр
73,Luft::N,ar,юж
74,Wind::N,vento,марде́ж
75,Welle::N,onda,то́лкын
76,Wasser::N,água,вӱд
77,Stein::N,pedra,кӱ
78,Boden::N,solo,рок
79,Erde::N,terra,мла́нде
80,Staub::N,pó,пура́к
81,Rauch::N,fumo,шикш
82,Funke::N,faísca,сеске́м
83,Funke::N,faísca,тулйы́п
84,Funke::N,centelha,сеске́м
85,Funke::N,centelha,тулйы́п
86,Feuer::N,fogo,тул
87,Licht::N,luz,со́то
88,Schatten::N,sombra,ӱ́мыл
89,Wetter::N,tempo,иге́че
90,Nebel::N,nevoeiro,тӱтыра́
91,Wolke::N,nuvem,пыл
92,Regen::N,chuva,йӱр
93,Schnee::N,neve,лум
94,Eis::N,gelo,ий
95,Frost::N,gelo,чатлама́
96,Frost::N,geada,чатлама́
97,Kälte::N,frio,йӱ́штӧ
98,Hitze::N,ardor,шо́кшо
99,Raureif::N,geada,пӧрш
100,Raureif::N,geada,по́кшым
101,Regenbogen::N,arco-iris,шонанпы́л
102,Donner::N,trovão,кӱ́дырчӧ
103,Strömung::N,corrente,йо́гын
104,Tropfen::N,gota,чӱча́лтыш
105,Schaum::N,espuma,шоҥ
106,Schmutz::N,sujidade,лавыра́
107,Schmutz::N,imundície,лавыра́
108,See::N,lago,ер
109,Sumpf::N,charco,лӱ́кӧ
110,Sumpf::N,pântano,лӱ́кӧ
111,Moor::N,pântano,куп
112,Wiese::N,prado,о́лык
113,Wald::N,bosque,чодыра́
114,Wald::N,floresta,чодыра́
115,Hügel::N,colina,арка́
116,Anhöhe::N,alto,тӧва́
117,Anhöhe::N,alto,кӱкшака́
118,Anhöhe::N,outeiro,тӧва́
119,Anhöhe::N,outeiro,кӱкшака́
120,Berg::N,monte,ку́рык
121,Berg::N,montanha,ку́рык
122,Gipfel::N,pico,чаҥга́
123,Gipfel::N,pico,курыкву́й
124,Höhle::N,caverna,пеще́р
125,Höhle::N,caverna,курыкпо́мыш
126,Abhang::N,encosta,та́йыл
127,Quelle::N,fonte,важ
128,Quelle::N,fonte,вӱдшинча́
129,Bach::N,regato,изэҥе́р
130,Bach::N,ribeiro,изэҥе́р
131,Fluss::N,rio,эҥе́р
132,Ufer::N,beira,сер
133,Küste::N,costa,вӱдтӱ́р
134,Festland::N,terra firme,мла́нде
135,Meer::N,mar,те́ҥыз
136,Bucht::N,baía,икса́
137,Insel::N,ilha,отро́
138,Blume::N,flor,пеле́дыш
139,Gras::N,erva,шу́до
140,Wurzel::N,raiz,вож
141,Baum::N,árvore,пуше́ҥге
142,Stamm::N,tronco,йы́тыр
143,Rinde::N,casca,шӱм
144,Ast::N,ramo,укш
145,Zweig::N,galho,торма́к
146,Blatt::N,folha,лышта́ш
147,Birke::N,bétula,куэ́
148,Kiefer[Baum]::N,pinheiro,пӱ́нчӧ
149,Weide[Baum]::N,salgueiro,уа́
150,Tanne::N,abeto,кож
151,Horn::N,corno,шур
152,Horn::N,chifre,шур
153,Feder::N,pena,пы́стыл
154,Fell::N,pele,кова́ште
155,Flügel::N,asa,шу́лдыр
156,Klaue::N,pata,кӱч
157,Kralle::N,unha,ла́па
158,Kralle::N,unha,копа́
159,Kralle::N,garra,ла́па
160,Kralle::N,garra,копа́
161,Schwanz::N,rabo,поч
162,Schwanz::N,cauda,поч
163,Ei::N,ovo,му́но
164,Nest::N,ninho,пыжа́ш
165,Bau::N,toca,пыжа́ш
166,Bau::N,covil,пыжа́ш
167,Tier::N,animal,я́нлык
168,Tier::N,animal,живо́тный
169,Herde::N,rebanho,кӱ́тӱ
170,Herde::N,rebanho,тӱшка́
171,Kuh::N,vaca,ушка́л
172,Bulle::N,touro,ӱ́шкыж
173,Pferd::N,cavalo,и́мне
174,Schaf::N,ovelha,шо́рык
175,Schwein::N,porco,сӧсна́
176,Hund::N,cão,пий
177,Katze::N,gata,пы́рыс
178,Bär::N,urso,маска́
179,Eichhörnchen::N,esquilo,ур
180,Elch::N,alce,шо́рдо
181,Fuchs::N,raposa,ры́выж
182,Hase::N,lebre,мера́ҥ
183,Maus::N,rato,коля́
184,Wolf::N,lobo,пи́ре
185,Vogel::N,ave,ка́йык
186,Vogel::N,pássaro,ка́йык
187,Schwarm::N,bando,каша́к
188,Schwarm::N,enxame,каша́к
189,Huhn::N,galinha,чы́ве
190,Hahn::N,galo,агыта́н
191,Gans::N,ganso,ко́мбо
192,Adler::N,águia,карагу́ш
193,Ente::N,pata,лу́до
194,Eule::N,mocho,тумна́
195,Eule::N,coruja,тумна́
196,Kranich::N,grou,турня́
197,Krähe::N,gralha,кора́к
198,Kuckuck::N,cuco,куку́
199,Schwan::N,cisne,йӱ́ксӧ
200,Fisch::N,peixe,кол
201,Barsch::N,perca,ола́ҥге
202,Hecht::N,lúcio,нуж
203,Hecht::N,lúcio,чорта́н
204,Schlange[Tier]::N,serpente,ки́шке
205,Wurm::N,verme,шукш
206,Spinne::N,aranha,эҥыре́мыш
207,Ameise::N,formiga,ку́тко
208,Laus::N,piolho,тий
209,Mücke::N,mosquito,шыҥа́
210,Fliege::N,mosca,ка́рме
211,Schmetterling::N,borboleta,лы́ве
212,Beere::N,bago,мӧр
213,Apfel::N,maçã,олма́
214,Pilz::N,fungo,по́ҥго
215,Pilz::N,cogumelo,по́ҥго
216,Zwiebel::N,cebola,шога́н
217,Saat::N,sementeira,нӧ́шмӧ
218,Saat::N,sementeira,туш
219,Korn::N,grão,шу́рно
220,Heu::N,feno,шу́до
221,Schale::N,casca,шӱм
222,Grube::N,cova,выне́м
223,Grube::N,fossa,выне́м
224,Falle::N,armadilha,лӧ́дӧ
225,Schlinge::N,laço,о́птыш
226,Schlinge::N,laço,шӧрга́лтыш
227,Spur::N,pista,кыша́
228,Spur::N,vestígio,кыша́
229,Asche::N,cinza,ло́мыж
230,Dreck::N,sujidade,лавыра́
231,Eisen::N,ferro,кӱ́ртньӧ
232,Gold::N,ouro,шӧ́ртньӧ
233,Silber::N,prata,ший
234,Kohle::N,carvão,мландышӱ́й
235,Glas::N,vidro,янда́
236,Lehm::N,barro,шун
237,Lehm::N,argila,шун
238,Sand::N,areia,ошма́
239,Mensch::N,homem,еҥ
240,Mensch::N,homem,айде́ме
241,Mensch::N,pessoa,еҥ
242,Mensch::N,pessoa,айде́ме
243,Mann::N,homem,пӧръе́ҥ
244,Frau::N,mulher,ӱдырама́ш
245,Kind::N,filho,аза́
246,Kind::N,criança,аза́
247,Junge::N,rapaz,рве́зе
248,Junge::N,menino,рве́зе
249,Mädchen::N,menina,ӱдыра́ш
250,Mädchen::N,rapariga,ӱдыра́ш
251,Familie::N,família,еш
252,Großvater::N,avô,коча́
253,Großmutter::N,avó,кова́
254,Eltern::N,pais,ача́-ава́
255,Vater::N,pai,ача́
256,Mutter::N,mãe,ава́
257,Sohn::N,filho,э́рге
258,Tochter::N,filha,ӱ́дыр
259,Bruder::N,irmão,иза́
260,Bruder::N,irmão,шо́льо
261,Schwester::N,irmã,ака́
262,Onkel::N,tio,иза́
263,Tante::N,tia,кока́
264,Ehemann::N,esposo,мари́й
265,Ehefrau::N,esposa,ва́те
266,Freude::N,prazer,куа́н
267,Freude::N,prazer,куаныма́ш
268,Freude::N,alegria,куа́н
269,Freude::N,alegria,куаныма́ш
270,Gelächter::N,risada,во́штылтыш
271,Gelächter::N,gargalhada,во́штылтыш
272,Glück::N,felicidade,пиа́л
273,Kummer::N,aflição,о́йго
274,Kummer::N,desgosto,о́йго
275,Wunsch::N,desejo,ку́мыл
276,Lust::N,vontade,ку́мыл
277,Geist::N,mente,ӧрт
278,Geist::N,mente,чон
279,Geist::N,espírito,ӧрт
280,Geist::N,espírito,чон
281,Gedanke::N,ideia,ой
282,Gedanke::N,ideia,шоныма́ш
283,Gedanke::N,pensamento,ой
284,Gedanke::N,pensamento,шоныма́ш
285,Gedächtnis::N,memória,шарныма́ш
286,Verstand::N,razão,уш
287,Verstand::N,inteligência,уш
288,Sinn::N,sentido,смысл
289,Sinn::N,significado,смысл
290,Grund::N,causa,ама́л
291,Grund::N,motivo,ама́л
292,Wahrheit::N,verdade,чын
293,Gespräch::N,conversa,мутланыма́ш
294,Gespräch::N,conversação,мутланыма́ш
295,Märchen::N,conto,йома́к
296,Erzählung::N,conto,ойлыма́ш
297,Erzählung::N,narrativa,ойлыма́ш
298,Nachricht::N,mensagem,увертарыма́ш
299,Neuigkeit::N,notícia,уве́р
300,Neuigkeit::N,novidade,уве́р
301,Name::N,nome,лӱм
302,Rätsel::N,adivinha,ту́што
303,Rede::N,oração,ойлыма́ш
304,Rede::N,discurso,ойлыма́ш
305,Sprache::N,língua,йы́лме
306,Stimme::N,voz,йӱк
307,Wort::N,palavra,ой
308,Wort::N,palavra,мут
309,Zeichen::N,marca,ти́ште
310,Zeichen::N,marca,знак
311,Ruf::N,grito,ӱжма́ш
312,Ruf::N,chamada,ӱжма́ш
313,Lärm::N,ruído,лӱшкыма́ш
314,Lärm::N,ruído,йӱк-йӱа́н
315,Lärm::N,barulho,лӱшкыма́ш
316,Lärm::N,barulho,йӱк-йӱа́н
317,Laut::N,som,йӱк
318,Ton::N,tom,йӱксе́м
319,Lied::N,canção,му́ро
320,Ruhe::N,calma,ты́мык
321,Ruhe::N,silêncio,ты́мык
322,Leute::N,gente,еҥ-влак
323,Leute::N,pessoas,еҥ-влак
324,Volk::N,povo,ка́лык
325,Volk::N,nação,ка́лык
326,Arbeit::N,trabalho,паша́
327,Gast::N,hóspede,уна́
328,Gast::N,convidado,уна́
329,Geschenk::N,prenda,пӧле́к
330,Geschenk::N,presente,пӧле́к
331,Spiel::N,jogo,мо́дыш
332,Spiel::N,jogo,модма́ш
333,Gesellschaft::N,companhia,тӱшка́
334,Hilfe::N,ajuda,по́лыш
335,Hilfe::N,socorro,по́лыш
336,Freund::N,amigo,таҥ
337,Freund::N,amigo,йолта́ш
338,Kamerad::N,camarada,таҥ
339,Angelegenheit::N,assunto,паша́
340,Anzahl::N,número,чот
341,Anzahl::N,quantidade,чот
342,Art::N,tipo,вид
343,Art::N,espécie,вид
344,Stück::N,pedaço,ка́тыш
345,Stück::N,pedaço,ла́стык
346,Teil::N,peça,ужа́ш
347,Teil::N,parte,ужа́ш
348,Hälfte::N,metade,пел
349,Hälfte::N,metade,пе́ле
350,Kreis::N,círculo,ты́ртыш
351,Kreuz::N,cruz,ыре́с
352,Linie::N,linha,ли́ний
353,Strich::N,traço,коре́ш
354,Abstand::N,distância,кокла́
355,Entfernung::N,distância,тора́
356,Entfernung::N,distância,ку́жыт
357,Gegend::N,área,кунде́м
358,Gegend::N,região,кунде́м
359,Platz::N,lugar,ку́мдык
360,Ort::N,sítio,вер
361,Ort::N,sítio,о́лмо
362,Seite::N,lado,ӧ́рдыж
363,Mitte::N,meio,покше́л
364,Gegenstand::N,objecto,наста́
365,Sache::N,coisa,наста́
366,Rand::N,bordo,тӱр
367,Rand::N,margem,тӱр
368,Kante::N,borda,тӱр
369,Kante::N,aresta,тӱр
370,Ecke::N,esquina,лук
371,Spitze::N,ponta,вуй
372,Ende::N,cabo,муча́ш
373,Ende::N,extremo,муча́ш
374,Loch::N,furo,рож
375,Loch::N,buraco,рож
376,Winkel::N,canto,лук
377,Winkel::N,ângulo,лук
378,Muster::N,padrão,пеза́к
379,Muster::N,padrão,узо́р
380,Muster::N,padrão,ӱ́лгӧ
381,Muster::N,desenho,пеза́к
382,Muster::N,desenho,узо́р
383,Muster::N,desenho,ӱ́лгӧ
384,Größe::N,tamanho,кӱ́кшыт
385,Länge::N,comprimento,ку́тыш
386,Höhe::N,altura,кӱ́кшыт
387,Höhe::N,altitude,кӱ́кшыт
388,Gewicht::N,peso,не́лыт
389,Menge::N,quantidade,чот
390,Haufen::N,pilha,кы́шыл
391,Reihe::N,fila,рада́м
392,Boot::N,barco,пуш
393,Ruder::N,remo,эшка́к
394,Schlitten::N,trenó,тер
395,Schlitten::N,trenó,изде́р
396,Ski::N,esqui,е́че
397,Lagerfeuer::N,fogueira,туло́то
398,Last::N,carga,нӧ́лтыш
399,Gang::N,curso,ошкылма́ш
400,Gang::N,caminhada,ошкылма́ш
401,Schritt::N,passo,о́шкыл
402,Norden::N,norte,йӱдйыма́л
403,Süden::N,sul,кечывалве́л
404,Westen::N,oeste,касве́л
405,Westen::N,ocidente,касве́л
406,Osten::N,este,эрве́л
407,Osten::N,leste,эрве́л
408,Osten::N,oriente,эрве́л
409,Holz::N,madeira,пу
410,Brett::N,tábua,оҥа́
411,Brett::N,prancha,оҥа́
412,Platte::N,laje,аста́р
413,Platte::N,chapa,аста́р
414,Stütze::N,apoio,чара́к
415,Stütze::N,suporte,чара́к
416,Stange::N,vara,лома́ш
417,Stange::N,barra,лома́ш
418,Stock::N,pau,тоя́
419,Stock::N,bengala,тоя́
420,Stab::N,bastão,вара́
421,Stab::N,bastão,кашта́
422,Rohr::N,cano,пуч
423,Haus::N,casa,пӧрт
424,Heim::N,lar,мӧ́ҥгӧ
425,Heim::N,casa,мӧ́ҥгӧ
426,Ofen::N,estufa,комака́
427,Ofen::N,aquecedor,комака́
428,Fußboden::N,piso,кӱва́р
429,Tisch::N,mesa,ӱсте́л
430,Stuhl::N,cadeira,пӱке́н
431,Wiege::N,berço,шепка́
432,Bett::N,cama,ва́кшыш
433,Regal::N,estante,шӧ́рлык
434,Regal::N,prateleira,шӧ́рлык
435,Kiste::N,caixa,шо́ндык
436,Kiste::N,caixa,я́шлык
437,Fenster::N,janela,окна́
438,Tür::N,porta,омса́
439,Tor::N,portão,капка́
440,Zaun::N,cerca,сава́р
441,Zaun::N,vedação,сава́р
442,Dach::N,telhado,леве́дыш
443,Leiter::N,escada,тошка́лтыш
444,Leiter::N,escada móvel,тошка́лтыш
445,Besen::N,vassoura,ӱштерво́штыр
446,Spaten::N,pá,ко́льмо
447,Schaufel::N,pá,сово́к
448,Schaufel::N,pá,су́ско
449,Gabel::N,garfo,ви́лке
450,Löffel::N,colher,па́не
451,Löffel::N,colher,совла́
452,Messer::N,faca,кӱ́зӧ
453,Nagel::N,cravo,пуда́
454,Netz::N,rede,вапш
455,Haken::N,gancho,са́гыле
456,Griff::N,asa,кыл
457,Griff::N,cabo,кыл
458,Schloss::N,fechadura,кӧгӧ́н
459,Bild::N,imagem,сӱре́т
460,Figur::N,figura,фигу́р
461,Puppe::N,boneca,курча́к
462,Beutel::N,saco,меша́к
463,Beutel::N,bolsa,меша́к
464,Bündel::N,fardo,арша́ш
465,Tasche::N,saco,сумка́
466,Tasche::N,bolso,сумка́
467,Eimer::N,balde,ведра́
468,Deckel::N,tampa,ко́мдыш
469,Geschirr::N,louça,а́те
470,Sack::N,saca,куль
471,Sack::N,saca,меша́к
472,Tasse::N,chávena,чу́кыр
473,Tasse::N,chávena,чашка́
474,Topf::N,tacho,ми́ске
475,Topf::N,panela,ми́ске
476,Kessel::N,caldeira,под
477,Essen::N,refeição,ко́чкыш
478,Nahrung::N,comida,ку́рго
479,Nahrung::N,alimento,ку́рго
480,Speise::N,prato,ко́чкыш
481,Fleisch::N,carne,шыл
482,Getreide::N,cereais,шу́рно
483,Brei::N,puré,пу́чымыш
484,Brot::N,pão,ки́нде
485,Scheibe::N,fatia,ка́тыш
486,Fett::N,banha,коя́
487,Fett::N,gordura,коя́
488,Butter::N,manteiga,ӱй
489,Öl::N,azeite,ӱй
490,Salz::N,sal,шинча́л
491,Suppe::N,sopa,шӱр
492,Suppe::N,caldo,шӱр
493,Honig::N,mel,мӱй
494,Milch::N,leite,шӧр
495,Tee::N,chá,чай
496,Leder::N,couro,сура́н
497,Leder::N,couro,шӱ́штӧ
498,Wolle::N,lã,пун
499,Stoff::N,pano,куэ́м
500,Stoff::N,pano,посто́
501,Stoff::N,tecido,куэ́м
502,Stoff::N,tecido,посто́
503,Nadel::N,agulha,и́ме
504,Faden::N,fio,шӱ́ртӧ
505,Knopf::N,botão,по́лдыш
506,Knoten::N,nó,пышке́м
507,Farbe::N,corante,чия́
508,Kleidung::N,roupa,чие́м
509,Kleidung::N,roupa,вурге́м
510,Kleidung::N,vestuário,чие́м
511,Kleidung::N,vestuário,вурге́м
512,Hemd::N,camisa,ту́выр
513,Kragen::N,gola,сога́
514,Ärmel::N,manga,шокш
515,Hose::N,calça,йола́ш
516,Gürtel::N,cinto,ӱ́штӧ
517,Mütze::N,boné,упш
518,Mütze::N,barrete,упш
519,Schuh::N,sapato,боти́нке
520,Stiefel::N,bota,кем
521,Ring::N,anel,шерга́ш
522,Band::N,fita,тасма́
523,Band::N,fita,ле́нте
524,Band::N,faixa,тасма́
525,Band::N,faixa,ле́нте
526,Kamm::N,pente,шерге́
527,Spiegel::N,espelho,вошто́нчыш
528,Riemen::N,correia,кӱзанӱ́штӧ
529,Schnur::N,corda,кере́м
530,Schnur::N,corda,кандыра́
531,Schnur::N,cordel,кере́м
532,Schnur::N,cordel,кандыра́
533,Leine::N,trela,вӱра́ҥ
534,Decke::N,cobertor,леве́дыш
535,Decke::N,cobertor,одея́л
536,Kissen::N,almofada,кӱ́пчык
537,Tuch::N,pano,шо́выч
538,Handtuch::N,toalha,со́лык
539,Kraft::N,força,вий
540,Kraft::N,força,куа́т
541,Stärke::N,força,куа́т
542,Stärke::N,força,карма́н
543,Gesundheit::N,saúde,таза́лык
544,Krankheit::N,doença,чер
545,Krankheit::N,enfermidade,чер
546,Schmerz::N,dor,ко́рштыш
547,Wunde::N,chaga,су́сыр
548,Wunde::N,ferida,су́сыр
549,Fieber::N,febre,йӱштыму́ж
550,Fieber::N,febre,лихора́дке
551,Arznei::N,remédio,эм
552,Brücke::N,ponte,кӱва́р
553,Brunnen::N,poço,вӱдвыне́м
554,Weide::N,pastagem,нурше́р
555,Pfad::N,senda,йолго́рно
556,Pfad::N,senda,сокма́к
557,Pfad::N,trilho,йолго́рно
558,Pfad::N,trilho,сокма́к
559,Weg::N,caminho,ко́рно
560,Straße::N,via,ко́рно
561,Straße::N,estrada,ко́рно
562,Dorf::N,aldeia,ял
563,Stadt::N,cidade,ола́
564,Brief::N,carta,се́рыш
565,Buch::N,livro,книга́
566,Buchstabe::N,letra,буква́
567,Zeitung::N,jornal,газе́т
568,Leben::N,vida,и́лыш
569,Tod::N,morte,колыма́ш
570,Grab::N,túmulo,шӱга́р
571,Grab::N,sepultura,шӱга́р
572,Kirche::N,igreja,че́рке
573,Sünde::N,pecado,су́лык
574,Gott::N,deus,ю́мо
575,Arbeiter::N,operário,паша́зе
576,Arbeiter::N,trabalhador,паша́зе
577,Chef::N,chefe,тӧра́
578,Chef::N,patrão,тӧра́
579,Meister::N,mestre,маста́р
580,Arzt::N,médico,врач
581,Lehrer::N,professor,ту́ныктышо
582,Geld::N,dinheiro,окса́
583,Geschäft::N,negócio,сатулыма́ш
584,Laden::N,loja,ке́выт
585,Preis::N,preço,ак
586,Ware::N,mercadoria,сату́
587,Nutzen::N,proveito,пайда́
588,Reichtum::N,riqueza,поя́нлык
589,Welt::N,mundo,тӱня́
590,Land::N,país,эл
591,Staat::N,Estado,кугыжа́ныш
592,König::N,rei,кугыжа́
593,Macht::N,poder,власть
594,Macht::N,potência,власть
595,Grenze::N,fronteira,грани́ца
596,Krieg::N,guerra,сар
597,Feind::N,inimigo,тушма́н
598,Gewalt::N,violência,виешлыма́ш
599,Kampf::N,luta,кредалма́ш
600,Kampf::N,combate,кредалма́ш
601,Bogen[Waffe]::N,arco,юҥе́ж
602,Pfeil::N,seta,пикш
603,Pfeil::N,flecha,пикш
604,Gewehr::N,espingarda,пыча́л
605,Fehler::N,erro,йо́ҥылыш
606,Fehler::N,falha,йо́ҥылыш
607,Lüge::N,mentira,шоя́к
608,Schaden::N,dano,зия́н
609,Schaden::N,estrago,зия́н
610,Unglück::N,desgraça,эҥге́к
611,Schuld::N,culpa,тита́к
612,Schuld::N,culpa,йола́
613,Alter::N,idade,ийго́т
614,Schluss::N,fim,муча́ш
615,Zeit::N,tempo,жап
616,Zeit::N,tempo,па́гыт
617,Tag::N,dia,ке́че
618,Morgen::N,manhã,эр
619,Mittag::N,meio-dia,кечыва́л
620,Abend::N,noite,кас
621,Abend::N,tardinha,кас
622,Nacht::N,noite,йӱд
623,Woche::N,semana,арня́
624,Monat::N,mês,ты́лзе
625,Jahr::N,ano,ий
626,Frühling::N,primavera,шо́шо
627,Sommer::N,verão,кеҥе́ж
628,Herbst::N,outono,шы́же
629,Winter::N,inverno,те́ле
630,Januar::N,Janeiro,шоркыйол
631,Januar::N,Janeiro,идалыкву́й
632,Januar::N,Janeiro,янва́рь
633,Februar::N,Fevereiro,пургыж
634,Februar::N,Fevereiro,февра́ль
635,März::N,Março,ӱярня
636,März::N,Março,март
637,April::N,Abril,апре́ль
638,Mai::N,Maio,ага
639,Mai::N,Maio,май
640,Juni::N,Junho,пеледыш
641,Juni::N,Junho,ию́нь
642,Juli::N,Julho,сӱрем
643,Juli::N,Julho,ию́ль
644,August::N,Agosto,сорла
645,August::N,Agosto,агарма́н
646,August::N,Agosto,а́вгуст
647,September::N,Setembro,идым
648,September::N,Setembro,сентя́брь
649,Oktober::N,Outubro,шыжа
650,Oktober::N,Outubro,октя́брь
651,November::N,Novembro,кылме тылзе
652,November::N,Novembro,ноя́брь
653,Dezember::N,Dezembro,дека́брь
654,Montag::N,segunda-feira,шо́чмо
655,Dienstag::N,terça-feira,ку́шкыжмо
656,Mittwoch::N,quarta-feira,вӱрге́че
657,Donnerstag::N,quinta-feira,изарня́
658,Freitag::N,sexta-feira,кугарня́
659,Samstag::N,sábado,шуматке́че
660,Sonntag::N,domingo,рушарня́
661,groß::A,grande,кугу́
662,klein::A,pequeno,изи́
663,lang::A,comprido,кужу́
664,kurz::A,curto,кӱ́чык
665,breit::A,largo,кумда́
666,schmal::A,estreito,а́ҥысыр
667,dicht::A,denso,ну́гыдо
668,dick[Gegenstand]::A,grosso,кӱ́жгӧ
669,dünn::A,delgado,ви́чкыж
670,fein::A,fino,ты́гыде
671,fein::A,subtil,ты́гыде
672,fest::A,firme,чо́ткыдо
673,fest::A,sólido,чо́ткыдо
674,flach::A,plano,лапка́
675,glatt::A,liso,яклака́
676,hart::A,duro,пе́ҥгыде
677,weich::A,mole,пу́шкыдо
678,rund::A,redondo,йырге́шке
679,spitz::A,agudo,коша́р
680,scharf::A,afiado,пӱ́сӧ
681,stumpf::A,rombo,токма́к
682,schwer::A,pesado,не́ле
683,schön::A,belo,сы́лне
684,schön::A,bonito,сы́лне
685,heiß::A,quente,шо́кшо
686,warm::A,quente,ле́ве
687,kalt::A,frio,йӱ́штӧ
688,kühl::A,fresco,юа́лге
689,kühl::A,fresco,южгата́
690,frisch::A,fresco,свежа́
691,feucht::A,húmido,вӱ́дыжгӧ
692,nass::A,molhado,нӧ́рӧ
693,trocken::A,seco,ку́кшо
694,voll::A,cheio,тич
695,leer::A,vazio,яра́
696,offen::A,aberto,виш
697,geschlossen::A,fechado,пе́тырыме
698,geschlossen::A,fechado,тӱ́чмӧ
699,sauber::A,limpo,ару́
700,sauber::A,limpo,янда́р
701,schmutzig::A,sujo,лавыра́н
702,schmutzig::A,sujo,ла́выргыше
703,roh::A,cru,кӱ́чымӧ
704,reif::A,maduro,лӧза́
705,lecker::A,delicioso,ту́тло
706,süß::A,doce,ше́ре
707,bitter::A,amargo,ко́чо
708,sauer::A,azedo,шо́по
709,hell::A,claro,во́лгыдо
710,dunkel::A,escuro,пычке́мыш
711,dunkel::A,sombrio,пычке́мыш
712,schwarz::A,preto,шола́
713,weiß::A,branco,ош
714,rot::A,vermelho,йошка́р
715,gelb::A,amarelo,сар
716,blau::A,azul,ка́нде
717,grün::A,verde,ужа́р
718,grau::A,cinzento,сур
719,bunt::A,colorido,олача́
720,billig::A,barato,шу́лдо
721,teuer::A,caro,ше́рге
722,wertvoll::A,valioso,шергака́н
723,wertvoll::A,precioso,шергака́н
724,blind::A,cego,со́кыр
725,taub::A,surdo,соҥгыра́
726,kräftig::A,forte,куа́тле
727,kräftig::A,poderoso,куа́тле
728,stark::A,forte,вия́н
729,stark::A,robusto,вия́н
730,schwach::A,débil,а́лдыме
731,fett::A,gordo,коя́
732,schlank::A,esbelto,йоштката́
733,schlank::A,esbelto,яжу́
734,hübsch::A,giro,чеве́р
735,hübsch::A,bonito,чеве́р
736,böse::A,mau,шы́де
737,dumm::A,parvo,аҥыра́
738,dumm::A,estúpido,аҥыра́
739,faul::A,preguiçoso,його
740,fleißig::A,aplicado,ты́ршыше
741,fleißig::A,diligente,ты́ршыше
742,geizig::A,avarento,чаҥга́
743,klug::A,prudente,уша́н
744,klug::A,inteligente,уша́н
745,geschickt::A,hábil,уста́
746,lieb::A,caro,ала́л
747,lieb::A,querido,ала́л
748,lustig::A,alegre,весела́
749,sanft::A,suave,ны́жылге
750,sanft::A,brando,ны́жылге
751,hungrig::A,faminto,шу́жышо
752,krank::A,doente,че́рле
753,krank::A,enfermo,че́рле
754,nackt::A,nu,чарама́т
