,Concept_ID,ja,lt
183,Spinne::N,蜘蛛,voras
184,Ameise::N,蟻,skruzdė
185,Laus::N,虱,utėlė
186,Mücke::N,蚊,uodas
187,Fliege::N,蝿,musė
188,Schmetterling::N,蝶,drugys
189,Schmetterling::N,蝶,peteliškė
190,Beere::N,漿果,uoga
191,Apfel::N,林檎,obuolys
192,Pilz::N,茸,grybas
193,Zwiebel::N,玉葱,svogūnas
194,Saat::N,種,sėkla
195,Korn::N,粒,grūdai
196,Heu::N,干し草,šienas
197,Schale::N,皮,žievelė
198,Grube::N,穴,duobė
199,Falle::N,わな,pinklės
200,Falle::N,わな,žabangai
201,Schlinge::N,輪,kilpa
202,Spur::N,跡,vėžė
203,Spur::N,跡,pėdos
204,Spur::N,跡,pėdsakas
205,Asche::N,灰,pelenai
206,Dreck::N,泥,purvas
207,Eisen::N,鉄,geležis
208,Gold::N,金,auksas
209,Silber::N,銀,sidabras
210,Kohle::N,炭,anglis
211,Glas::N,ガラス,stiklas
212,Lehm::N,ローム,molis
213,Sand::N,砂,smėlis
214,Mensch::N,人,žmogus
215,Mann::N,男,vyras
216,Mann::N,男,vyriškis
217,Mann::N,男性,vyras
218,Mann::N,男性,vyriškis
219,Frau::N,女,moteris
220,Frau::N,女性,moteris
221,Kind::N,子,vaikas
222,Kind::N,子供,vaikas
223,Junge::N,男の子,vaikinas
224,Junge::N,男の子,berniukas
225,Mädchen::N,女の子,mergytė
226,Mädchen::N,女の子,mergaitė
227,Familie::N,家族,šeima
228,Großvater::N,祖父,senelis
229,Großvater::N,おじいさん,senelis
230,Großmutter::N,祖母,senelė
231,Großmutter::N,おばあさん,senelė
232,Eltern::N,親,tėvai
233,Eltern::N,両親,tėvai
234,Vater::N,父,tėvas
235,Vater::N,お父さん,tėvas
236,Mutter::N,母,motina
237,Mutter::N,お母さん,motina
238,Sohn::N,息子,sūnus
239,Sohn::N,息子さん,sūnus
240,Tochter::N,娘,duktė
241,Tochter::N,お嬢さん,duktė
242,Bruder::N,弟,brolis
243,Schwester::N,妹,sesuo
244,Onkel::N,伯父,dėdė
245,Onkel::N,伯父さん,dėdė
246,Tante::N,叔母,teta
247,Tante::N,叔母さん,teta
248,Ehemann::N,夫,vyras
249,Ehemann::N,主人,vyras
250,Ehefrau::N,妻,žmona
251,Ehefrau::N,奥さん,žmona
252,Freude::N,喜び,džiaugsmas
253,Gelächter::N,笑い,juokas
254,Glück::N,幸せ,laimė
255,Kummer::N,悩み,vargas
256,Kummer::N,悩み,rūpestis
257,Wunsch::N,希望,troškimas
258,Wunsch::N,希望,pageidavimas
259,Lust::N,気,noras
260,Lust::N,気,geidulys
261,Geist::N,精神,dvasia
262,Gedanke::N,考え,mintis
263,Gedächtnis::N,記憶,atmintis
264,Verstand::N,理解力,protas
265,Sinn::N,意味,prasmė
266,Grund::N,理由,priežastis
267,Wahrheit::N,真実,tiesa
268,Wahrheit::N,真実,teisybė
269,Gespräch::N,会話,pokalbis
270,Märchen::N,童話,pasaka
271,Erzählung::N,物語,apsakymas
272,Erzählung::N,物語,pasakojimas
273,Nachricht::N,報告,žinia
274,Neuigkeit::N,ニュース,naujiena
275,Name::N,名前,vardas
276,Rätsel::N,謎,mįslė
277,Rede::N,演説,kalba
278,Sprache::N,言語,kalba
279,Stimme::N,声,balsas
280,Wort::N,言葉,žodis
281,Zeichen::N,記号,žymė
282,Zeichen::N,記号,ženklas
283,Ruf::N,呼び声,šauksmas
284,Lärm::N,騒音,triukšmas
285,Laut::N,音,garsas
286,Ton::N,音,tonas
287,Ton::N,音,garsas
288,Lied::N,歌,daina
289,Lied::N,歌,giesmė
290,Ruhe::N,静けさ,ramybė
291,Ruhe::N,静けさ,ramumas
292,Leute::N,人々,žmonės
293,Volk::N,民族,tauta
294,Arbeit::N,仕事,darbas
295,Arbeit::N,仕事,triūsas
296,Gast::N,客,svečias
297,Geschenk::N,贈り物,dovana
298,Spiel::N,遊び,žaismas
299,Spiel::N,遊び,žaidimas
300,Gesellschaft::N,社会,draugija
301,Gesellschaft::N,社会,kompanija
302,Hilfe::N,援助,pagalba
303,Freund::N,友達,draugas
304,Freund::N,友達,bičiulis
305,Kamerad::N,同志,draugas
306,Angelegenheit::N,件,dalykas
307,Angelegenheit::N,件,reikalas
308,Anzahl::N,数,kiekis
309,Anzahl::N,数,skaičius
310,Art::N,種類,rūšis
311,Stück::N,部分,gabalas
312,Teil::N,部分,dalis
313,Hälfte::N,半分,pusė
314,Kreis::N,円,ratas
315,Kreis::N,円,apskritis
316,Kreis::N,円,apskritimas
317,Kreuz::N,十字,kryžius
318,Linie::N,線,linija
319,Strich::N,線,brėžis
320,Strich::N,線,brūkšnys
321,Abstand::N,距離,atstumas
322,Entfernung::N,距離,atstumas
323,Gegend::N,辺,vietovė
324,Gegend::N,地域,vietovė
325,Platz::N,ゆとり,vieta
326,Ort::N,所,vieta
327,Ort::N,所,vietovė
328,Ort::N,場所,vieta
329,Ort::N,場所,vietovė
330,Seite::N,横,pusė
331,Seite::N,横,šonas
332,Mitte::N,真ん中,vidurys
333,Gegenstand::N,物件,dalykas
334,Sache::N,物,daiktas
335,Rand::N,端,kraštas
336,Rand::N,端,pakraštys
337,Kante::N,縁,kraštas
338,Ecke::N,角,kertė
339,Ecke::N,角,kampas
340,Spitze::N,先頭,priekis
341,Spitze::N,先頭,priešakys
342,Ende::N,端,galas
343,Loch::N,穴,skylė
344,Winkel::N,片隅,kampas
345,Winkel::N,片隅,kampelis
346,Muster::N,模様,raštas
347,Größe::N,大きさ,dydis
348,Größe::N,大きさ,didumas
349,Länge::N,長さ,ilgis
350,Länge::N,長さ,ilgumas
351,Höhe::N,高さ,aukštis
352,Höhe::N,高さ,aukštuma
353,Gewicht::N,重さ,svoris
354,Gewicht::N,重さ,svarstis
355,Menge::N,量,kiekis
356,Menge::N,量,daugybė
357,Haufen::N,堆積,krūva
358,Haufen::N,堆積,šūsnis
359,Reihe::N,並び,greta
360,Boot::N,ボート,valtis
361,Boot::N,ボート,laivelis
362,Ruder::N,オール,irklas
363,Schlitten::N,そり,rogės
364,Schlitten::N,そり,rogutės
365,Ski::N,スキー,slidė
366,Lagerfeuer::N,篝火,laužas
367,Last::N,荷物,našta
368,Last::N,荷物,nešulys
369,Gang::N,歩み,eisena
370,Schritt::N,歩,žingsnis
371,Norden::N,北,šiaurė
372,Norden::N,北,žiemiai
373,Süden::N,南,pietūs
374,Westen::N,西,vakarai
375,Osten::N,東,rytai
376,Holz::N,木,mediena
377,Holz::N,木材,mediena
378,Brett::N,板,lenta
379,Platte::N,盤,plokštė
380,Stütze::N,支柱,atrama
381,Stütze::N,支柱,atspara
382,Stange::N,棒,lazda
383,Stange::N,棒,kartis
384,Stock::N,杖,lazda
385,Stab::N,棒,kartis
386,Rohr::N,管,vamzdis
387,Haus::N,家,namas
388,Heim::N,家,namai
389,Ofen::N,ストーブ,krosnis
390,Fußboden::N,床,grindys
391,Tisch::N,机,stalas
392,Stuhl::N,椅子,kėdė
393,Wiege::N,揺籃,lopšys
394,Bett::N,ベッド,lova
395,Bett::N,ベッド,patalai
396,Regal::N,棚,lentyna
397,Kiste::N,箱,dėžė
398,Fenster::N,窓,langas
399,Tür::N,戸,durys
400,Tür::N,ドア,durys
401,Tor::N,門,vartai
402,Zaun::N,垣根,tvora
403,Dach::N,屋根,stogas
404,Leiter::N,梯子,kopėčios
405,Besen::N,ほうき,šluota
406,Spaten::N,スコップ,lopeta
407,Spaten::N,スコップ,kastuvas
408,Schaufel::N,シャベル,semtuvas
409,Gabel::N,フォーク,šakutė
410,Löffel::N,スプーン,šaukštas
411,Messer::N,ナイフ,peilis
412,Nagel::N,釘,vinis
413,Netz::N,網,tinklas
414,Haken::N,鉤,vagis
415,Haken::N,鉤,kablys
416,Haken::N,フック,vagis
417,Haken::N,フック,kablys
418,Griff::N,取っ手,kotas
419,Griff::N,取っ手,rankena
420,Schloss::N,錠,spyna
421,Schloss::N,錠,užraktas
422,Bild::N,絵,paveikslas
423,Figur::N,像,figūra
424,Puppe::N,人形,lėlė
425,Beutel::N,袋,krepšys
426,Beutel::N,袋,maišelis
427,Bündel::N,束,ryšulys
428,Bündel::N,包み,ryšulys
429,Tasche::N,かばん,krepšelis
430,Eimer::N,バケツ,kibiras
431,Deckel::N,蓋,dangtis
432,Geschirr::N,食器,indai
433,Sack::N,袋,maišas
434,Tasse::N,カップ,puodukas
435,Topf::N,鍋,puodas
436,Kessel::N,釜,katilas
437,Essen::N,食事,valgis
438,Nahrung::N,食物,penas
439,Nahrung::N,食物,maistas
440,Speise::N,料理,patiekalas
441,Fleisch::N,肉,mėsa
442,Getreide::N,麦,javai
443,Getreide::N,穀物,javai
444,Brei::N,粥,košė
445,Brot::N,パン,duona
446,Scheibe::N,枚,riekė
447,Scheibe::N,切れ,riekė
448,Fett::N,脂肪,taukai
449,Fett::N,脂肪,riebalai
450,Butter::N,バター,sviestas
451,Öl::N,油,aliejus
452,Salz::N,塩,druska
453,Suppe::N,スープ,sriuba
454,Honig::N,蜂蜜,medus
455,Milch::N,牛乳,pienas
456,Tee::N,茶,arbata
457,Tee::N,お茶,arbata
458,Leder::N,革,oda
459,Wolle::N,毛糸,vilna
460,Stoff::N,布,audeklas
461,Nadel::N,針,adata
462,Faden::N,糸,gija
463,Faden::N,糸,siūlas
464,Knopf::N,ボタン,saga
465,Knoten::N,結び目,mazgas
466,Farbe::N,ペンキ,dažai
467,Kleidung::N,衣服,rūbai
468,Kleidung::N,衣服,drabužiai
469,Hemd::N,シャツ,marškiniai
470,Kragen::N,襟,apykaklė
471,Ärmel::N,袖,rankovė
472,Hose::N,ズボン,kelnės
473,Gürtel::N,帯,juosta
474,Gürtel::N,帯,diržas
475,Gürtel::N,ベルト,juosta
476,Gürtel::N,ベルト,diržas
477,Mütze::N,帽子,kepurė
478,Schuh::N,靴,batas
479,Stiefel::N,ブーツ,auliniai batai
480,Ring::N,輪,žiedas
481,Band::N,リボン,kaspinas
482,Kamm::N,櫛,šukos
483,Spiegel::N,鏡,veidrodis
484,Riemen::N,緒,diržas
485,Schnur::N,紐,virvė
486,Leine::N,綱,pavadėlis
487,Decke::N,掛け布団,antklodė
488,Kissen::N,枕,pagalvė
489,Kissen::N,枕,priegalvis
490,Tuch::N,スカーフ,skarelė
491,Handtuch::N,タオル,rankšluostis
492,Kraft::N,力,jėga
493,Stärke::N,強さ,stiprumas
494,Gesundheit::N,健康,sveikata
495,Krankheit::N,病気,liga
496,Schmerz::N,痛み,skausmas
497,Wunde::N,傷,žaizda
498,Fieber::N,熱,karštis
499,Arznei::N,薬,vaistas
500,Brücke::N,橋,tiltas
501,Brunnen::N,井戸,šulinys
502,Weide::N,牧場,ganykla
503,Weide::N,牧場,gluosnis
504,Pfad::N,小路,takas
505,Weg::N,道,kelias
506,Straße::N,街道,gatvė
507,Dorf::N,村,kaimas
508,Dorf::N,村,sodžius
509,Stadt::N,町,miestas
510,Stadt::N,都市,miestas
511,Brief::N,手紙,laiškas
512,Buch::N,本,knyga
513,Buchstabe::N,文字,raidė
514,Zeitung::N,新聞,laikraštis
515,Leben::N,生活,gyvybė
516,Leben::N,生活,gyvenimas
517,Tod::N,死,mirtis
518,Grab::N,墓,kapas
519,Kirche::N,教会,bažnyčia
520,Sünde::N,罪,nuodėmė
521,Sünde::N,罪,nusidėjimas
522,Gott::N,神,dievas
523,Arbeiter::N,労働者,darbininkas
524,Chef::N,上司,šefas
525,Chef::N,上司,vadovas
526,Chef::N,上司,viršininkas
527,Meister::N,達人,meistras
528,Meister::N,マイスター,meistras
529,Arzt::N,医者,gydytojas
530,Lehrer::N,先生,mokytojas
531,Geld::N,金,pinigai
532,Geschäft::N,取り引き,biznis
533,Laden::N,店,krautuvė
534,Laden::N,店,parduotuvė
535,Preis::N,値段,kaina
536,Ware::N,商品,prekė
537,Nutzen::N,利益,nauda
538,Nutzen::N,利益,pelnas
539,Reichtum::N,豊かさ,turtas
540,Welt::N,世界,pasaulis
541,Land::N,国,žemė
542,Land::N,国,šalis
543,Staat::N,国家,valstija
544,König::N,国王,karalius
545,Macht::N,権力,galia
546,Macht::N,権力,valdžia
547,Grenze::N,国境,riba
548,Grenze::N,国境,siena
549,Krieg::N,戦争,karas
550,Feind::N,敵,priešas
551,Gewalt::N,暴力,jėga
552,Gewalt::N,暴力,smurtas
553,Gewalt::N,暴力,prievarta
554,Kampf::N,戦い,kova
555,Bogen[Waffe]::N,弓,lankas
556,Pfeil::N,矢,strėlė
557,Gewehr::N,銃,šautuvas
558,Fehler::N,間違い,klaida
559,Lüge::N,嘘,melas
560,Schaden::N,損害,nuostolis
561,Schaden::N,損害,apgadinimas
562,Unglück::N,不幸,nelaimė
563,Schuld::N,罪,kaltė
564,Alter::N,年,amžius
565,Alter::N,年齢,amžius
566,Schluss::N,終わり,pabaiga
567,Zeit::N,時,laikas
568,Zeit::N,時間,laikas
569,Tag::N,日,diena
570,Morgen::N,朝,rytas
571,Mittag::N,昼,vidurdienis
572,Abend::N,晩,vakaras
573,Abend::N,夕方,vakaras
574,Nacht::N,夜,naktis
575,Woche::N,週,savaitė
576,Monat::N,月,mėnuo
577,Jahr::N,年,metai
578,Frühling::N,春,pavasaris
579,Sommer::N,夏,vasara
580,Herbst::N,秋,ruduo
581,Winter::N,冬,žiema
582,Januar::N,一月,sausis
583,Februar::N,二月,vasaris
584,März::N,三月,kovas
585,April::N,四月,balandis
586,Mai::N,五月,gegužė
587,Juni::N,六月,birželis
588,Juli::N,七月,liepa
589,August::N,八月,rugpjūtis
590,September::N,九月,rugsėjis
591,Oktober::N,十月,spalis
592,November::N,十一月,lapkritis
593,Dezember::N,十二月,gruodis
594,Montag::N,月曜日,pirmadienis
595,Dienstag::N,火曜日,antradienis
596,Mittwoch::N,水曜日,trečiadienis
597,Donnerstag::N,木曜日,ketvirtadienis
598,Freitag::N,金曜日,penktadienis
599,Samstag::N,土曜日,šeštadienis
600,Sonntag::N,日曜日,sekmadienis
601,groß::A,大きい,didis
602,groß::A,大きい,didelis
603,klein::A,小さい,mažas
604,lang::A,長い,ilgas
605,kurz::A,短い,trumpas
606,breit::A,広い,platus
607,schmal::A,狭い,smulkus
608,dicht::A,密な,tankus
609,dick[Gegenstand]::A,厚い,storas
610,dünn::A,薄い,plonas
611,fein::A,細い,smulkus
612,fest::A,硬い,kietas
613,fest::A,硬い,tvirtas
614,flach::A,平らな,lėkštas
615,flach::A,平らな,plokščias
616,glatt::A,滑らかな,slidus
617,hart::A,堅い,kietas
618,weich::A,柔らかい,minkštas
619,rund::A,丸い,apvalus
620,rund::A,丸い,apskritas
621,spitz::A,尖った,aštrus
622,spitz::A,尖った,smailus
623,scharf::A,鋭い,aštrus
624,stumpf::A,鈍い,bukas
625,stumpf::A,鈍い,atšipęs
626,schwer::A,重い,sunkus
627,schön::A,綺麗な,gražus
628,heiß::A,熱い,karštas
629,warm::A,温かい,šiltas
630,kalt::A,寒い,šaltas
631,kalt::A,冷たい,šaltas
632,kühl::A,涼しい,vėsus
633,kühl::A,涼しい,bejausmis
634,frisch::A,ひんやりした,šviežias
635,feucht::A,湿った,drėgnas
636,nass::A,濡れた,šlapias
637,trocken::A,乾いた,sausas
638,voll::A,いっぱいの,pilnas
639,leer::A,空の,tuščias
640,offen::A,開いた,atviras
641,geschlossen::A,閉まった,uždaras
642,geschlossen::A,閉まった,uždarytas
643,sauber::A,清潔な,švarus
644,schmutzig::A,汚い,nešvarus
645,schmutzig::A,汚い,purvinas
646,roh::A,生の,žalias
647,reif::A,熟した,prinokęs
648,reif::A,熟した,pribrendęs
649,lecker::A,美味しい,gardus
650,süß::A,甘い,saldus
651,bitter::A,苦い,kartus
652,sauer::A,酸っぱい,gižus
653,sauer::A,酸っぱい,rūgštus
654,hell::A,明るい,šviesus
655,hell::A,明るい,skaistus
656,dunkel::A,暗い,tamsus
657,schwarz::A,黒い,juodas
658,weiß::A,白い,baltas
659,rot::A,赤い,raudonas
660,gelb::A,黄色い,geltonas
661,blau::A,青い,mėlynas
662,grün::A,緑の,žalias
663,grau::A,灰色の,pilkas
664,bunt::A,色取り取りの,margas
665,bunt::A,色取り取りの,spalvotas
666,billig::A,安い,pigus
667,teuer::A,高い,brangus
668,wertvoll::A,貴重な,vertingas
669,blind::A,盲目の,aklas
670,taub::A,耳が聞こえない,kurčias
671,kräftig::A,強力な,stiprus
672,stark::A,強い,stiprus
673,schwach::A,弱い,silpnas
674,fett::A,太った,riebus
675,schlank::A,ほっそりした,laibas
676,schlank::A,ほっそりした,lieknas
677,hübsch::A,素敵な,gražus
678,böse::A,悪い,blogas
679,dumm::A,馬鹿な,paikas
680,dumm::A,馬鹿な,kvailas
681,faul::A,怠惰な,tingus
682,fleißig::A,勤勉な,stropus
683,fleißig::A,勤勉な,kruopštus
684,geizig::A,けちな,šykštus
685,klug::A,賢い,sumanus
686,klug::A,賢い,protingas
687,klug::A,頭のいい,sumanus
688,klug::A,頭のいい,protingas
689,geschickt::A,器用な,apsukrus
690,lieb::A,愛らしい,mielas
691,lustig::A,楽しい,smagus
692,lustig::A,楽しい,linksmas
693,sanft::A,温和な,švelnus
694,sanft::A,温和な,minkštas
695,hungrig::A,空腹の,alkanas
696,krank::A,病気の,ligotas
697,krank::A,病気の,sergantis
698,nackt::A,裸の,nuogas
699,traurig::A,悲しい,liūdnas
700,lebendig::A,生きた,gyvas
701,gut::A,良い,geras
702,schlecht::A,悪い,blogas
703,schlecht::A,悪い,prastas
704,schlecht::A,駄目な,blogas
705,schlecht::A,駄目な,prastas
706,richtig::A,正しい,tikras
707,richtig::A,正しい,teisingas
708,schlimm::A,ひどい,blogas
709,schlimm::A,ひどい,prastas
710,wahr::A,本当の,tikras
711,alt::A,古い,senas
712,neu::A,新しい,naujas
713,ehemalig::A,以前の,buvęs
714,alt[Lebewesen]::A,年を取った,pagyvenęs
715,jung::A,若い,jaunas
716,arm::A,貧乏な,neturtingas
717,reich::A,裕福な,turtingas
718,bekannt::A,有名な,žinomas
719,bekannt::A,有名な,pažįstamas
720,berühmt::A,有名な,žymus
721,berühmt::A,有名な,garsus
722,fremd::A,見知らぬ,svetimas
723,verschieden::A,色々な,įvairus
724,nah::A,近い,artimas
725,fern::A,遠い,tolimas
726,linker::A,左の,kairys
727,rechter::A,右の,dešinys
728,anderer::A,別の,kitas
729,erster::A,一番目,pirmas
730,zweiter::A,二番目,antras
731,dritter::A,三番目,trečias
732,letzter::A,最後の,paskutinis
733,allein::ADV,一人で,vienas
734,auf einmal::ADV,同時に,iš karto
735,zusammen::ADV,一緒に,kartu
736,zusammen::ADV,一緒に,drauge
737,lange::ADV,長い間,ilgai
738,plötzlich::ADV,急に,staiga
739,sofort::ADV,すぐに,tuojau
740,später::ADV,後で,vėliau
741,später::ADV,後で,paskiau
742,jetzt::ADV,今,dabãr
743,heute::ADV,今日,šiandien
744,morgen::ADV,明日,rytoj
745,bald::ADV,間もなく,greitai
746,bald::ADV,間もなく,netrukus
747,dann::ADV,それから,po to
748,gestern::ADV,昨日,vakar
749,einst::ADV,過去に,kadaise
750,einst::ADV,過去に,kitą kartą
751,damals::ADV,あの時,anuomet
752,damals::ADV,あの時,anuokart
753,danach::ADV,その後で,po to
754,danach::ADV,その後で,paskui
755,vorher::ADV,以前に,anksčiau
756,zuerst::ADV,まず,pirma
757,zuerst::ADV,まず,iš pradžių̃
758,zuerst::ADV,最初に,pirma
759,zuerst::ADV,最初に,iš pradžių̃
760,einmal::ADV,一回,kartą
761,einmal::ADV,一回,vieną kartą
762,manchmal::ADV,時々,kai kada
763,oft::ADV,よく,dažnai
764,immer::ADV,いつも,visada
765,immer::ADV,いつも,visuomet
766,niemals::ADV,一度も...ない,niekada
767,niemals::ADV,一度も...ない,niekuomet
768,hier::ADV,こちら,čia
769,hierhin::ADV,ここへ,šen
770,hierhin::ADV,ここへ,čionai
771,hierhin::ADV,こちらへ,šen
772,hierhin::ADV,こちらへ,čionai
773,von hier::ADV,ここから,iš čia
774,dort::ADV,そちら,ten
775,dort::ADV,そちら,tenai
776,dorthin::ADV,そこへ,ten
777,dorthin::ADV,そこへ,ten link
778,dorthin::ADV,そちらへ,ten
779,dorthin::ADV,そちらへ,ten link
780,geradeaus::ADV,真っ直ぐに,tiesiai
781,vorwärts::ADV,前へ,pirmyn
782,rückwärts::ADV,後ろへ,atbulai
783,zurück::ADV,後ろへ,atgal
784,unten::ADV,下に,žemai
785,unten::ADV,下に,apačioje
786,hinab::ADV,下へ,žemyn
787,oben::ADV,上に,viršuj
788,hinauf::ADV,上へ,aukštyn
789,hinauf::ADV,上へ,į viršų
790,überall::ADV,どこでも,visur
791,nicht::ADV,ない,ne
792,ein wenig::ADV,少し,truputį
793,ein wenig::ADV,ちょっと,truputį
794,kaum::ADV,ほとんど～ない,vos
795,sehr::ADV,とても,labai
796,sehr::ADV,とても,baisiai
797,so::ADV,こう,taip
798,noch::ADV,まだ,dar
799,nur::ADV,～だけ,tik
800,nur::ADV,～だけ,vien
801,schon::ADV,もう,jau
802,wieder::ADV,再び,vėl
803,wieder::ADV,再び,iš naujo
804,vergebens::ADV,無駄に,veltui
805,vergebens::ADV,無駄に,bergždžiai
806,vor::PRP,前に,prieš
807,hinter::PRP,後ろに,už
808,unter::PRP,下に,po
809,durch::PRP,通して,pro
810,durch::PRP,通して,per
811,neben::PRP,横に,prie
812,neben::PRP,横に,šalia
813,zwischen::PRP,間に,tarp
814,wegen::PRP,為に,dėl
815,wegen::PRP,為に,dėlei
816,wegen::PRP,せいで,dėl
817,wegen::PRP,せいで,dėlei
818,dies::PRN,これ,šis
