,Concept_ID,udm,cv
194,Spinne::N,чонари,эрешмен
195,Ameise::N,кузьыли,кӑткӑ
196,Laus::N,тэй,пыйтӑ
197,Mücke::N,нымы,вӑрӑм туна
198,Mücke::N,чибинь,вӑрӑм туна
199,Fliege::N,кут,шӑна
200,Schmetterling::N,бубыли,лӗпӗш
201,Beere::N,узы-боры,ҫырла
202,Apfel::N,яблок,улма
203,Apfel::N,яблок,пан улми
204,Pilz::N,губи,кӑмпа
205,Zwiebel::N,сугон,сухан
206,Saat::N,кидыс,вӑрӑ
207,Korn::N,тысь,тӗшӗ
208,Korn::N,тысь,пӗрчӗ
209,Heu::N,турын,утӑ
210,Schale::N,кыд,хупӑ
211,Grube::N,гу,шӑтӑк
212,Grube::N,гоп,шӑтӑк
213,Falle::N,налик,тапӑ
214,Falle::N,налик,капкӑн
215,Schlinge::N,гиӟ,йӑлӑ
216,Schlinge::N,герд,йӑлӑ
217,Spur::N,пытьы,йӗр
218,Spur::N,бервыл,йӗр
219,Asche::N,пень,кӗл
220,Dreck::N,дэри,пылчӑк
221,Eisen::N,корт,тимӗр
222,Gold::N,зарни,ылтӑн
223,Silber::N,азвесь,кӗмӗл
224,Kohle::N,эгыр,кӑмрӑк
225,Glas::N,стекло,кӗленче
226,Glas::N,пияла,кӗленче
227,Lehm::N,сюй,тӑм
228,Sand::N,луо,хӑйӑр
229,Mensch::N,мурт,ҫын
230,Mensch::N,мурт,этем
231,Mensch::N,адями,ҫын
232,Mensch::N,адями,этем
233,Mann::N,воргорон,ар
234,Frau::N,кышномурт,хӗрарӑм
235,Kind::N,нуны,ача
236,Kind::N,пинал,ача
237,Junge::N,пи,ача
238,Junge::N,пи,ар ҫын ача
239,Mädchen::N,ныл,хӗр ача
240,Familie::N,семья,ҫемье
241,Familie::N,семья,кил-йыш
242,Großvater::N,песятай,кукаҫи
243,Großvater::N,пересь атай,кукаҫи
244,Großmutter::N,песянай,кукамай
245,Großmutter::N,пересь анай,кукамай
246,Eltern::N,атай-анай,аҫа-ама
247,Eltern::N,бубы-мумы,аҫа-ама
248,Vater::N,айы,атте
249,Vater::N,атай,атте
250,Mutter::N,мумы,анне
251,Sohn::N,пи,ывӑл
252,Tochter::N,ныл,хӗр
253,Bruder::N,агай,ар тӑван
254,Schwester::N,апа,аппа
255,Schwester::N,апа,йӑмӑк
256,Schwester::N,сузэр,аппа
257,Schwester::N,сузэр,йӑмӑк
258,Onkel::N,агай,мучи
259,Onkel::N,агай,пичче
260,Tante::N,апа,аппа
261,Tante::N,кенак,аппа
262,Ehemann::N,карт,упӑшка
263,Ehefrau::N,кышно,арӑм
264,Freude::N,шумпотон,савӑнӑҫ
265,Freude::N,шумпотон,хаваслӑх
266,Gelächter::N,горем,кулӑ
267,Glück::N,шуд,телей
268,Glück::N,шуд,ӑраскал
269,Kummer::N,кайгу,хурлӑх
270,Kummer::N,куректон,хурлӑх
271,Wunsch::N,мылпотон,ӗмӗт
272,Wunsch::N,мылпотон,кӑмӑл
273,Lust::N,потон,кӑмӑл
274,Geist::N,лул,чун-чӗм
275,Geist::N,лул,ыр-усал
276,Geist::N,лул,чун хавалӗ
277,Gedanke::N,малпан,шухӑш
278,Gedächtnis::N,йырсазь,ас
279,Gedächtnis::N,тодэваён,ас
280,Verstand::N,йырвизь,ӑс
281,Verstand::N,йырвизь,ӑс-тӑн
282,Verstand::N,йырвизь,ӑс-хакӑл
283,Sinn::N,смысл,тупсӑм
284,Sinn::N,смысл,пӗлтерӗш
285,Grund::N,муг,сӑлтав
286,Grund::N,ньӧм,сӑлтав
287,Wahrheit::N,зэм,чӑнлӑх
288,Wahrheit::N,шонер,чӑнлӑх
289,Gespräch::N,вераськон,калаҫу
290,Märchen::N,выжыкыл,юмах
291,Erzählung::N,верос,акалав
292,Erzählung::N,верос,каласа пани
293,Nachricht::N,ивор,хыпар
294,Neuigkeit::N,выльивор,ҫӗнӗ хыпар
295,Name::N,ним,ят
296,Rätsel::N,мадькыл,сутмалли юмах
297,Rede::N,верам,сӑмах
298,Sprache::N,кыл,чӗлхе
299,Stimme::N,куара,сасӑ
300,Wort::N,кыл,сӑмах
301,Zeichen::N,пус,паллӑ
302,Zeichen::N,тодмет,паллӑ
303,Ruf::N,ӧтён,йыхрав
304,Ruf::N,ӧтён,чӗнӳ
305,Ruf::N,чортон,йыхрав
306,Ruf::N,чортон,чӗнӳ
307,Lärm::N,ӵашетон,шав
308,Laut::N,куара,сасӑ
309,Ton::N,куара,сасӑ
310,Lied::N,кырӟан,юрӑ
311,Ruhe::N,чалмыт улон,канӑҫлӑх
312,Ruhe::N,чалмыт улон,лӑпкӑлӑх
313,Leute::N,адямиос,ҫамрӑксем
314,Leute::N,адямиос,ҫамрӑк ҫынсем
315,Volk::N,калык,халӑх
316,Arbeit::N,уж,ӗҫхӗл
317,Arbeit::N,уж,ӗҫлев
318,Gast::N,куно,хӑна
319,Geschenk::N,салам,парне
320,Geschenk::N,салам,кучченеҫ
321,Geschenk::N,кузьым,парне
322,Geschenk::N,кузьым,кучченеҫ
323,Spiel::N,шудон,вӑйӑ
324,Gesellschaft::N,калык,общество
325,Hilfe::N,юрттон,пулӑшу
326,Freund::N,эш,тус
327,Freund::N,юлтош,тус
328,Kamerad::N,тодмо,юлташ
329,Kamerad::N,тодмо,тус
330,Angelegenheit::N,уж,ӗҫ
331,Anzahl::N,лыд,йыш
332,Anzahl::N,лыд,хисеп
333,Art::N,тус,тӗс
334,Stück::N,юдэс,татӑк
335,Teil::N,люкет,пай
336,Hälfte::N,ӝыны,ҫурӑ
337,Kreis::N,котырес,ункӑ
338,Kreis::N,котырес,ҫавракӑш
339,Kreuz::N,крест,хӗрес
340,Linie::N,гож,йӗр
341,Strich::N,гож,йӗр
342,Abstand::N,вис,хушӑ
343,Abstand::N,кусып,хушӑ
344,Entfernung::N,кусып,хушӑ
345,Gegend::N,инты,вырӑн
346,Platz::N,инты,хутлӑх
347,Ort::N,инты,вырӑн
348,Ort::N,места,вырӑн
349,Seite::N,пал,ен
350,Seite::N,пал,аяк
351,Seite::N,пал,айӑк
352,Mitte::N,шор,варӑ
353,Gegenstand::N,арбери,япала
354,Sache::N,котыр,япала
355,Rand::N,дур,вӗҫ
356,Rand::N,дур,хӗрӗ
357,Rand::N,дур,хӗрри
358,Rand::N,шаер,вӗҫ
359,Rand::N,шаер,хӗрӗ
360,Rand::N,шаер,хӗрри
361,Kante::N,дур,хайкача
362,Kante::N,дур,хысак
363,Ecke::N,сэрег,кӗтес
364,Spitze::N,йыл,вӗҫ
365,Ende::N,пум,вӗҫ
366,Loch::N,пась,шӑтӑк
367,Winkel::N,сэрег,кӗтес
368,Muster::N,пужы,эреш
369,Größe::N,быдӟала,пысӑкӑш
370,Länge::N,кузьдала,вӑрӑмӑш
371,Höhe::N,ӝуждала,ҫӳллӗш
372,Gewicht::N,сектала,виҫе
373,Gewicht::N,сектала,йывӑрӑш
374,Gewicht::N,секытлык,виҫе
375,Gewicht::N,секытлык,йывӑрӑш
376,Menge::N,лыд,йыш
377,Menge::N,лыдпус,йыш
378,Haufen::N,люк,купа
379,Reihe::N,чур,рет
380,Boot::N,пыж,кимӗ
381,Boot::N,лодка,кимӗ
382,Ruder::N,полыс,кӗсмен
383,Schlitten::N,додьы,ҫуна
384,Ski::N,куас,йӗлтӗр
385,Lagerfeuer::N,тылскем,вут
386,Lagerfeuer::N,тылскем,кӑвайт
387,Last::N,секыт,сулмаклӑх
388,Last::N,секыт,йывӑр япала
389,Gang::N,ветлон,куҫӑм
390,Schritt::N,вамыш,утӑм
391,Schritt::N,вамыш,пусӑм
392,Norden::N,уйпал,ҫурҫӗр
393,Süden::N,лымшор,кӑнтӑр
394,Westen::N,шунды пуксён,анӑҫ
395,Westen::N,шунды пуксён,хӗвел анӑҫ
396,Osten::N,шунды ӝужан,хӗвел тухӑҫ
397,Holz::N,пу,йывӑҫ
398,Brett::N,пул,хӑма
399,Platte::N,плита,плита
400,Stütze::N,пыкет,ура
401,Stange::N,пуӵ,шерте
402,Stock::N,боды,патак
403,Stab::N,пуӵ,шӑчӑ
404,Stab::N,боды,шӑчӑ
405,Rohr::N,труба,пӑрӑх
406,Haus::N,юрт,ҫурт
407,Heim::N,корка,кил
408,Ofen::N,гур,кӑмака
409,Fußboden::N,выж,урай
410,Tisch::N,ӝӧк,сӗтел
411,Stuhl::N,пукон,пукан
412,Wiege::N,кӧкы,сӑпка
413,Wiege::N,зыбка,сӑпка
414,Bett::N,валес,кравать
415,Regal::N,ӝажы,ҫӳлӗк
416,Regal::N,ӝажы,сентре
417,Kiste::N,ящик,ещӗк
418,Kiste::N,ящик,сунтӑх
419,Fenster::N,укно,чӳрече
420,Fenster::N,косяк,чӳрече
421,Tür::N,ӧс,алӑк
422,Tor::N,ӟезьы,хапха
423,Zaun::N,забор,хӳме
424,Dach::N,липет,тӑрӑ
425,Leiter::N,падӟа,пусма
426,Besen::N,ӵужон,шӑпӑр
427,Besen::N,исьнер,шӑпӑр
428,Spaten::N,лопатка,кӗреҫе
429,Schaufel::N,ютырон,кӗреҫе
430,Gabel::N,тэчы,вилка
431,Gabel::N,вилка,вилка
432,Löffel::N,пуньы,кашӑк
433,Messer::N,пурт,ҫӗҫӗ
434,Nagel::N,кортӵог,пӑта
435,Netz::N,сеть,тетел
436,Haken::N,курик,йӑрхах
437,Haken::N,курик,ҫекӗл
438,Griff::N,ныд,хӑлӑп
439,Schloss::N,тунгон,ҫӑра
440,Bild::N,суред,сӑн
441,Bild::N,суред,сӑнлӑх
442,Bild::N,суред,картина
443,Figur::N,фигура,кӗлетке
444,Puppe::N,мунё,пукане
445,Beutel::N,пуйы,михӗ
446,Bündel::N,керттэт,ҫыхӑ
447,Bündel::N,керттэт,тӗрке
448,Tasche::N,пуйы,сумка
449,Tasche::N,сумка,сумка
450,Eimer::N,ведра,витре
451,Deckel::N,ӵоксэт,хупӑ
452,Geschirr::N,тусьты-пуньы,савӑт-сапа
453,Sack::N,пуйы,михӗ
454,Tasse::N,ӵаша,курка
455,Topf::N,миска,кастрюль
456,Kessel::N,пурты,хуран
457,Essen::N,сиськон,апат
458,Nahrung::N,сион,апат-ҫимӗс
459,Speise::N,сиён,апат
460,Speise::N,сиён,ҫимӗҫ
461,Fleisch::N,сӥль,аш
462,Fleisch::N,сӥль,какай
463,Getreide::N,ю тысь,тырӑ
464,Brei::N,ӝук,пӑтӑ
465,Brot::N,нянь,ҫӑкӑр
466,Scheibe::N,шорем,чӗлӗ
467,Scheibe::N,шорем,касӑк
468,Fett::N,кӧй,ҫу
469,Butter::N,вӧй,ҫу
470,Öl::N,вӧй,ҫу
471,Salz::N,сылал,тӑвар
472,Suppe::N,шыд,яшка
473,Honig::N,чечы,пыл
474,Milch::N,йӧл,сӗт
475,Tee::N,чай,чей
476,Leder::N,сурон,сӑран
477,Wolle::N,гон,ҫӑм
478,Wolle::N,ыжгон,ҫӑм
479,Stoff::N,куэм,тӗртӗм
480,Nadel::N,вень,йӗп
481,Faden::N,сӥньыс,ҫип
482,Knopf::N,бирды,тӳме
483,Knoten::N,герд,йӑлӑ
484,Farbe::N,буёл,сӑрӑ
485,Kleidung::N,дӥсь,тум
486,Kleidung::N,дӥсь,ҫипуҫ
487,Kleidung::N,дӥсь,тум-тир
488,Hemd::N,дэрем,кӗпе
489,Kragen::N,сирес,ҫуха
490,Ärmel::N,саес,ҫанӑ
491,Hose::N,брюки,шӑлавар
492,Hose::N,штань,шӑлавар
493,Gürtel::N,кускерттон,пиҫиххи
494,Mütze::N,ызьы,ҫӗлӗк
495,Schuh::N,ботинка,пушмак
496,Schuh::N,ботинка,ботинок
497,Stiefel::N,сапег,атӑ
498,Ring::N,зундэс,ҫӗрӗ
499,Band::N,лента,хаю
500,Band::N,лента,йӗсме
501,Kamm::N,сын,тура
502,Spiegel::N,синучкон,тӗкӗр
503,Spiegel::N,синучкон,куҫ кӗски
504,Riemen::N,е,чӗн
505,Schnur::N,гозы,кантра
506,Leine::N,думет,касмӑк
507,Decke::N,шобрет,утиял
508,Kissen::N,миндэр,ҫытар
509,Kissen::N,миндэр,минтер
510,Tuch::N,кышет,тутӑр
511,Handtuch::N,ӵушкон,ал шӑлли
512,Kraft::N,кать,вӑй
513,Kraft::N,кать,хӑват
514,Kraft::N,ӟигар,вӑй
515,Kraft::N,ӟигар,хӑват
516,Stärke::N,юнлык,хал
517,Stärke::N,юнлык,хӑват
518,Gesundheit::N,тазалык,хал
519,Gesundheit::N,тазалык,сывлӑх
520,Krankheit::N,висён,чир
521,Schmerz::N,висён,ырату
522,Wunde::N,яра,суран
523,Fieber::N,кезег,сив чир
524,Arznei::N,эмъюм,эмел
525,Brücke::N,выж,кӗпер
526,Brunnen::N,колдэч,ҫӑл
527,Brunnen::N,колдэч,пусӑ
528,Weide::N,возь,ҫаран
529,Pfad::N,сюрес,йӗр
530,Pfad::N,сюрес,сукмак
531,Weg::N,сюрес,ҫул
532,Weg::N,сюрес,ҫул-йӗр
533,Straße::N,сюрес,ҫӳрев
534,Straße::N,сюрес,ҫул ҫӳрени
535,Dorf::N,гурт,ял
536,Stadt::N,кар,хула
537,Stadt::N,город,хула
538,Brief::N,гожтэт,ҫыру
539,Buch::N,книга,кӗнеке
540,Buchstabe::N,буква,сас палли
541,Zeitung::N,газет,хаҫат
542,Leben::N,улон,пурнӑҫ
543,Tod::N,кулон,вилӗм
544,Grab::N,шайгу,масар шӑтӑкӗ
545,Kirche::N,черк,чиркӳ
546,Sünde::N,сьӧлык,ҫылӑх
547,Gott::N,ӥнмар,турӑ
548,Arbeiter::N,рабочий,рабочи
549,Chef::N,начальник,пуҫлӑх
550,Meister::N,кибашлы,ӑста
551,Meister::N,кибашлы,мастер
552,Arzt::N,врач,врач
553,Arzt::N,врач,тухтӑр
554,Lehrer::N,дышетӥсь,учитель
555,Lehrer::N,дышетӥсь,вӗрентекен
556,Geld::N,уксё,укҫа
557,Geld::N,коньдон,укҫа
558,Geschäft::N,уж,бизнес
559,Laden::N,магазин,магазин
560,Preis::N,дун,хак
561,Ware::N,вуз,тавар
562,Nutzen::N,пайда,пайта
563,Reichtum::N,узырлык,мул
564,Welt::N,дунне,тӗнче
565,Land::N,шаер,ҫӗр-шыв
566,Staat::N,кун,патшàлӑх
567,König::N,эксэй,король
568,Macht::N,власть,власть
569,Grenze::N,кунгож,чикӗ
570,Krieg::N,ож,вӑрҫӑ
571,Feind::N,тушмон,тӑшман
572,Gewalt::N,эриктэман,ирӗксӗрлӳ
573,Kampf::N,нюръяськон,кӗрешӳ
574,Bogen[Waffe]::N,пукыӵ,ухӑ
575,Pfeil::N,пукыӵ вень,ҫӗмрен
576,Pfeil::N,пукыӵ вень,ухӑ йӗппи
577,Gewehr::N,пыӵал,пӑшал
578,Fehler::N,янгыш,йӑнӑш
579,Lüge::N,пӧян,суя
580,Lüge::N,пӧян,ултав
581,Lüge::N,алдан,суя
582,Lüge::N,алдан,ултав
583,Lüge::N,ӧрекчан,суя
584,Lüge::N,ӧрекчан,ултав
585,Schaden::N,изъян,сиен
586,Unglück::N,куректон,шар
587,Unglück::N,куректон,инкек
588,Unglück::N,шудтэме усён,шар
589,Unglück::N,шудтэме усён,инкек
590,Schuld::N,янгыш,айӑп
591,Alter::N,арлыд,ҫул шучӗ
592,Schluss::N,пум,пӗтни
593,Schluss::N,пум,пӗтмӗш
594,Zeit::N,дыр,вӑхӑт
595,Tag::N,нунал,кун
596,Morgen::N,ӵукна,ир
597,Mittag::N,лымшор,кӑнтӑрла
598,Abend::N,ӝыт,каҫ
599,Abend::N,акшан,каҫ
600,Nacht::N,уй,каҫ
601,Woche::N,арня,эрне
602,Monat::N,толэзь,уйӑх
603,Jahr::N,ар,ҫулталӑк
604,Frühling::N,тулыс,ҫур
605,Frühling::N,тулыс,ҫуркунне
606,Sommer::N,гужем,ҫу
607,Sommer::N,гужем,ҫулла
608,Herbst::N,сӥзьыл,кӗр
609,Herbst::N,сӥзьыл,кӗркунне
610,Winter::N,тол,хӗл
611,Winter::N,тол,хӗлле
612,Januar::N,выльартолэзь,январь
613,Februar::N,тулыспал,февраль
614,Februar::N,тулыспал,кӗҫӗн кӑрлач
615,März::N,южтолэзь,март
616,März::N,южтолэзь,пуш уйӑхӗ
617,April::N,оштолэзь,апрель
618,Mai::N,куартолэзь,май
619,Juni::N,вожотолэзь,июнь
620,Juli::N,пӧсьтолэзь,июль
621,August::N,гудырикошкон,август
622,September::N,куарусён,сентябрь
623,September::N,куарусён,авӑн уйӑхӗ
624,Oktober::N,выльӝуктолэзь,октябрь
625,November::N,шуркынмон,ноябрь
626,Dezember::N,толсур,раштав
627,Dezember::N,толсур,декабрь
628,Montag::N,вордӥськон,тунти кун
629,Dienstag::N,вторник,ытлари кун
630,Mittwoch::N,вирнунал,юн кун
631,Donnerstag::N,покчиарня,кӗҫнерни кун
632,Freitag::N,удмуртарня,эрне кун
633,Samstag::N,кӧснунал,шӑмат кун
634,Sonntag::N,арня,вырсарни кун
635,groß::A,бадӟым,пысӑк
636,klein::A,пичи,пӗчӗк
637,lang::A,кузь,вӑрӑм
638,kurz::A,вакчи,кӗске
639,breit::A,паськыт,сарлака
640,schmal::A,сюлэг,ансӑр
641,dicht::A,ӵем,йӑвӑ
642,dick[Gegenstand]::A,зӧк,хулӑн
643,dünn::A,векчи,ҫинҫе
644,dünn::A,векчи,ҫӳхе
645,fein::A,векчи,тарай
646,fein::A,векчи,вӗлтӗрти
647,fest::A,юн,тӗреклӗ
648,fest::A,чурыт,тӗреклӗ
649,flach::A,ӵошкыт,лаптак
650,glatt::A,гылыт,такӑр
651,glatt::A,вольыт,такӑр
652,hart::A,чурыт,хытӑ
653,weich::A,небыт,ҫемҫе
654,rund::A,котырес,ҫавра
655,spitz::A,йылсо,шӗвӗр
656,scharf::A,лэчыт,ҫивӗч
657,stumpf::A,ныж,мӑка
658,stumpf::A,ныж,пуклак
659,stumpf::A,ныж,тӗрӗнчӗк
660,stumpf::A,ныж,ӑнкарусӑр
661,schwer::A,секыт,йывӑр
662,schön::A,чебер,илемлӗ
663,heiß::A,пӧсь,вӗри
664,warm::A,шуныт,ӑшӑ
665,kalt::A,кезьыт,сивӗ
666,kühl::A,юзмыт,уҫӑ
667,kühl::A,салкым,уҫӑ
668,frisch::A,выль,уҫӑ
669,feucht::A,мускыт,йӗпе
670,nass::A,котмем,нӳрӗ
671,trocken::A,кӧс,типӗ
672,voll::A,тыр,тулли
673,leer::A,буш,пушӑ
674,leer::A,тырттэм,пушӑ
675,offen::A,усьтэм,уҫӑ
676,geschlossen::A,ӵогам,хупӑ
677,geschlossen::A,пунням,хупӑ
678,sauber::A,ӝикыт,таса
679,sauber::A,чылкыт,таса
680,schmutzig::A,нӧд,пылчӑклӑ
681,schmutzig::A,нӧд,вараланчӑк
682,roh::A,ыль,чӗрӗ
683,reif::A,вуэм,пулнӑ
684,reif::A,вуэм,пиҫӗхнӗ
685,reif::A,вуэм,аталаннӑ
686,reif::A,вуэм,пиҫсе ҫитнӗ
687,lecker::A,ческыт,тутлӑ
688,lecker::A,ческыт,техӗмлӗ
689,süß::A,ческыт,пылак
690,bitter::A,курыт,йӳҫӗ
691,sauer::A,чырс,йӳҫӗ
692,sauer::A,чырс,йӳҫек
693,sauer::A,чырс,кӑвасак
694,hell::A,югыт,ҫутӑ
695,dunkel::A,пеймыт,тӗттӗм
696,schwarz::A,сьӧд,хура
697,weiß::A,тӧдьы,шурӑ
698,rot::A,горд,хӗрлӗ
699,gelb::A,ӵуж,сарӑ
700,blau::A,лыз,кӑвак
701,grün::A,вож,симӗс
702,grün::A,вож,пиҫмен
703,grün::A,вож,ӑс пухман
704,grau::A,пурысь,кӑвак
705,bunt::A,куӵо,чӑпар
706,billig::A,дунтэм,йӳнӗ
707,teuer::A,дуно,хаклӑ
708,wertvoll::A,дуно,паха
709,blind::A,сукыр,суккӑр
710,blind::A,синтэм,суккӑр
711,taub::A,пельтэм,хӑлхасӑр
712,kräftig::A,кужмо,хӑватлӑ
713,stark::A,юн,вирлӗ
714,stark::A,кужмо,вирлӗ
715,schwach::A,ляб,халсӑр
716,schwach::A,начар,халсӑр
