,Concept_ID,et,pl
827,achtzig::NUM,kaheksakümmend,osiemdziesiąt
828,neunzig::NUM,üheksakümmend,dziewięćdziesiąt
829,hundert::NUM,sada,sto
830,tausend::NUM,tuhat,tysiąc
831,und::CNJ,ja,i
832,oder::CNJ,või,lub
833,oder::CNJ,või,albo
834,stehen::V,seisma,stać
835,sitzen::V,istuma,siedzieć
836,liegen::V,lamama,leżeć
837,hängen::V,rippuma,wisieć
838,werden::V,saama,zostać
839,werden::V,saama,stać się
840,werden::V,hakkama,zostać
841,werden::V,hakkama,stać się
842,passieren::V,juhtuma,dziać się
843,passieren::V,juhtuma,zdarzyć się
844,beginnen::V,algama,zacząć się
845,beginnen::V,hakkama,zacząć się
846,enden::V,lõppema,kończyć się
847,wechseln::V,vahelduma,zmienić się
848,aufgehen[Sonne]::V,tõusma,wzejść
849,untergehen[Sonne]::V,loojuma,zajść
850,scheinen[Sonne]::V,paistma,świecić
851,donnern::V,kõmisema,grzmieć
852,wehen::V,puhuma,wiać
853,strömen::V,voolama,płynąć
854,strömen::V,voolama,lać się
855,fließen::V,voolama,ciec
856,fließen::V,voolama,płynąć
857,sich drehen::V,pöörduma,obracać się
858,schwanken::V,kõikuma,chwiać się
859,schwingen::V,võnkuma,wahać się
860,fallen::V,langema,padać
861,brennen::V,põlema,palić się
862,rauchen::V,suitsema,dymić
863,rauchen::V,suitsema,dymić się
864,regnen::V,sadama,padać
865,gefrieren::V,kinni külmuma,zamarznąć
866,tauen::V,sulama,tajać
867,schmelzen::V,sulama,topnieć
868,trocknen::V,kuivama,schnąć
869,sieden::V,keema,wrzeć
870,sieden::V,keema,kipieć
871,faulen::V,mädanema,gnić
872,verfaulen::V,mädanema,zgnić
873,reißen::V,rebenema,urywać się
874,versinken::V,uppuma,tonąć
875,vergehen::V,mööduma,przechodzić
876,erscheinen::V,ilmuma,zjawiać się
877,verschwinden::V,kaduma,zniknąć
878,sinken::V,vajuma,spadać
879,sinken::V,langema,spadać
880,abnehmen::V,vähenema,spadać
881,abnehmen::V,kahenema,spadać
882,zunehmen::V,kasvama,wzrosnąć
883,steigen::V,tõusma,wzrastać
884,steigen::V,üles minema,wzrastać
885,wachsen::V,kasvama,rosnąć
886,glänzen::V,läikimä,błyszczeć
887,funkeln::V,sädelema,zabłyszczeć
888,lärmen::V,lärmama,hałasować
889,läuten::V,helisema,dzwonić
890,klingeln::V,helisema,dzwonić
891,klirren::V,kõlisema,brzęczeć
892,brausen::V,kohisema,huczeć
893,rauschen::V,kohisema,szumieć
894,rauschen::V,kohisema,szeleścić
895,klingen::V,kõlama,brzmieć
896,klingen::V,kõlama,dźwięczeć
897,bellen::V,haukuma,szczekać
898,heulen::V,uluma,wyć
899,blasen::V,puhuma,dmuchnąć
900,pfeifen::V,vilistama,gwizdać
901,schreien::V,karjuma,krzyczeć
902,stöhnen::V,oigama,stękać
903,zittern::V,värisema,drżeć
904,leben::V,elama,żyć
905,leben::V,elus olema,żyć
906,geboren werden::V,sündima,urodzić się
907,atmen::V,hingama,oddychać
908,trinken::V,jooma,pić
909,essen::V,sööma,jeść
910,schlucken::V,neelama,połknąć
911,müde werden::V,väsima,zmęczyć się
912,einschlafen::V,uinuma,zasnąć
913,schlafen::V,magama,spać
914,aufwachen::V,ärkama,obudzić się
915,aufstehen::V,ärkama,wstać
916,aufstehen::V,üles tõusma,wstać
917,sich erholen::V,puhkama,wypoczywać
918,krank werden::V,haigestuma,zachorować
919,krank werden::V,haigeks jääma,zachorować
920,krank sein::V,haige olema,chorować
921,schmerzen::V,valutama,boleć
922,husten::V,köhima,kaszlać
923,genesen::V,toibuma,wyzdrowieć
924,sterben::V,surema,umrzeć
925,umkommen::V,surma saama,zginąć
926,sich bewegen::V,liikuma,poruszać się
927,sich rühren::V,liikuma,ruszyć się
928,sich erheben::V,kerkima,podnieść się
929,sich setzen::V,istet võtma,usiąść
930,hinfallen::V,kukkuma,upaść
931,hinfallen::V,maha kukkuma,upaść
932,laufen::V,kõndima,chodzić
933,schreiten::V,astuma,kroczyć
934,spazierengehen::V,jalutama,iść na spacer
935,eilen::V,ruttama,pospieszać
936,eilen::V,kiirustama,pospieszać
937,sich beeilen::V,ruttama,pospieszyć się
938,sich beeilen::V,kiirustama,pospieszyć się
939,sausen::V,kihutama,pędzić
940,sausen::V,tormama,pędzić
941,rennen::V,jooksma,biec
942,rennen::V,jooksma,biegać
943,rennen::V,kihutama,biec
944,rennen::V,kihutama,biegać
945,springen::V,hüppama,skakać
946,klettern::V,ronima,wspinać się
947,schaukeln::V,kiikuma,huśtać
948,schaukeln::V,kiikuma,kołysać
949,kriechen::V,roomama,pełzać
950,kriechen::V,roomama,czołgać się
951,schwimmen::V,ujuma,pływać
952,tauchen::V,sukelduma,zanurzać się
953,rudern::V,sõudma,wiosłować
954,fahren::V,sõitma,jechać
955,fliegen::V,lendama,latać
956,fliegen::V,lendama,lecieć
957,gehen::V,käima,iść
958,gehen::V,minema,iść
959,weggehen::V,ära minema,odejść
960,weggehen::V,välja minema,odejść
961,abfahren::V,väljuma,odjechać
962,abfahren::V,ära sõitma,odjechać
963,anhalten::V,peatuma,zatrzymać się
964,hineingehen::V,sisenema,wchodzić
965,hineingehen::V,sisse minema,wchodzić
966,eintreten::V,sisenema,wejść
967,eintreten::V,sisenema,nastąpić
968,eintreten::V,sisse astuma,wejść
969,eintreten::V,sisse astuma,nastąpić
970,kommen::V,tulema,przyjść
971,ankommen::V,saabuma,przybyć
972,zurückkommen::V,tagasi tulema,wrócić
973,bleiben::V,jääma,zostać
974,warten::V,ootama,czekać
975,erwarten::V,ootama,oczekiwać
976,erwarten::V,lootma,oczekiwać
977,suchen::V,otsima,szukać
978,finden::V,leidma,znaleźć
979,versuchen::V,püüdma,próbować
980,versuchen::V,üritama,próbować
981,versuchen::V,katsetama,próbować
982,vorbereiten::V,valmistama,przygotować
983,lieben::V,armastama,kochać
984,mögen::V,sallima,lubić
985,mögen::V,meeldima,lubić
986,lachen::V,naerma,śmiać się
987,rühren::V,liigutama,wzruszyć
988,rühren::V,heldima panema,wzruszyć
989,weinen::V,nutma,płakać
990,schimpfen::V,sõimama,kląć
991,sich ärgern::V,ärrituma,gniewać się
992,sich ärgern::V,vihastuma,gniewać się
993,sich fürchten::V,kartma,bać się
994,sich fürchten::V,hirmu tundma,bać się
995,fürchten::V,kartma,bać się
996,fliehen::V,põgenema,uciekać
997,flüchten::V,põgenema,uciec
998,sehen::V,nägema,widzieć
999,sehen::V,nägema,zobaczyć
1000,anschauen::V,vaatama,oglądać
1001,ansehen::V,vaatama,popatrzeć na
1002,hören::V,kuulma,słyszeć
1003,zuhören::V,kuulama,słuchać
1004,probieren::V,proovima,kosztować
1005,riechen::V,nuusutama,wąchać
1006,fühlen::V,tundma,czuć
1007,fühlen::V,tundma,odczuwać
1008,scheinen::V,näida,wydawać się
1009,scheinen::V,ilmuda,wydawać się
1010,zu sehen sein::V,ilmuma,widnieć
1011,vernehmen::V,üle kuulama,usłyszeć
1012,frieren::V,külmetada,marznąć
1013,tun::V,tegema,czynić
1014,können::V,võima,móc
1015,können::V,võima,umieć
1016,können::V,oskama,móc
1017,können::V,oskama,umieć
1018,wollen::V,tahtma,chcieć
1019,anfangen::V,hakkama,zacząć
1020,anfangen::V,alustama,zacząć
1021,beenden::V,lõpetama,zakończyć
1022,aufhören::V,lakkama,przestać
1023,gelingen::V,õnnestuma,udać się
1024,geraten::V,jõudma,udać się
1025,öffnen::V,avama,otworzyć
1026,schließen::V,sulgema,zamknąć
1027,stellen::V,panema,postawić
1028,stellen::V,asetama,postawić
1029,setzen::V,panema,posadzić
1030,legen::V,panema,kłaść
1031,legen::V,asetama,kłaść
1032,berühren::V,riivama,dotykać
1033,berühren::V,puudutama,dotykać
1034,verbinden::V,ühendama,łączyć
1035,bedecken::V,katma,przykryć
1036,aufhängen::V,riputama,powiesić
1037,anzünden::V,süütama,zapalić
1038,aufheben::V,üles tõstma,podnieść
1039,zurücklassen::V,jätma,zostawić
1040,verlieren::V,kaotama,zgubić
1041,fallen lassen::V,maha pillama,upuścić
1042,fallen lassen::V,kukkuda laskma,upuścić
1043,machen::V,tegema,zrobić
1044,herstellen::V,valmistama,wytworzyć
1045,bauen::V,ehitama,budować
1046,reparieren::V,parandama,naprawiać
1047,verbessern::V,parandama,ulepszyć
1048,ändern::V,muutma,zmienić
1049,ändern::V,ümber tegema,zmienić
1050,graben::V,kaevama,kopać
1051,beugen::V,painutama,zagiąć
1052,biegen::V,painutama,zgiąć
1053,drehen::V,keerama,obracać
1054,wenden::V,ümber pöörama,obrocić
1055,umdrehen::V,ümber keerama,obrocić
1056,heben::V,tõstma,podnosić
1057,hochheben::V,üles tõstma,podnieść
1058,hochheben::V,kõrgele tõstma,podnieść
1059,ergreifen::V,haarama,chwycić
1060,halten::V,hoidma,trzymać
1061,drücken::V,pigistama,naciskać
1062,schieben::V,lükkama,pchać
1063,schieben::V,lükkama,posuwać
1064,kratzen::V,kraapima,drapać
1065,lecken::V,lakkuma,lizać
1066,beißen::V,purema,kąsać
1067,beißen::V,hammustama,kąsać
1068,abreißen::V,rebima,oderwać
1069,abreißen::V,ära rebima,oderwać
1070,abschneiden::V,ära lõikama,odciąć
1071,binden::V,siduma,wiązać
1072,stecken::V,pistma,wetknąć
1073,brechen::V,murdma,złamać
1074,klopfen::V,koputama,pukać
1075,klopfen::V,koputama,stukać
1076,hauen::V,lööma,bić
1077,kleben::V,kleepima,kleić
1078,reiben::V,hõõruma,trzeć
1079,streichen::V,silitama,smarować
1080,schleifen::V,lihvima,ostrzyć
1081,schleifen::V,teritama,ostrzyć
1082,schneiden::V,lõikama,ciąć
1083,schneiden::V,lõikama,krajać
1084,rütteln::V,raputama,trząść
1085,schütteln::V,raputama,trząść
1086,schütteln::V,loksutama,trząść
1087,schwenken::V,vehkima,machać
1088,schwenken::V,lehvitama,machać
1089,schütten::V,kallama,nasypać
1090,füllen::V,täitma,napełnić
1091,einwickeln::V,sisse mähkima,zawinąć
1092,tragen::V,kandma,nieść
1093,schleppen::V,tassima,wlec
1094,schleppen::V,lohistama,wlec
1095,ziehen::V,vedama,ciągnąć
1096,ziehen::V,tõmbama,ciągnąć
1097,aufbewahren::V,säilitama,przechowywać
1098,aufbewahren::V,alal hoidma,przechowywać
1099,werfen::V,viskama,rzucać
1100,fangen::V,püüdma,łowić
1101,packen::V,kinni haarama,chwycić
1102,packen::V,kinni võtma,chwycić
1103,verstecken::V,peitma,ukryć
1104,verstecken::V,peitma,schować
1105,teilen::V,jagama,podzielić
1106,teilen::V,jaotama,podzielić
1107,schicken::V,saatma,posyłać
1108,bringen::V,viima,przynieść
1109,hinzufügen::V,lisama,dodać
1110,bekommen::V,saama,dostać
1111,erhalten::V,saama,otrzymać
1112,nehmen::V,võtma,wziąć
1113,wählen::V,valima,wybrać
1114,auswählen::V,valima,wybrać
1115,bewahren::V,hoidma,zachować
1116,behindern::V,takistama,utrudnić
1117,behindern::V,takistama,przeszkadzać
1118,verderben::V,rikkuma,zepsuć
1119,beschädigen::V,rikkuma,uszkodzić
1120,zerbrechen::V,katki tegema,złamać
1121,zerreißen::V,katki rebima,drzeć
1122,zerreißen::V,katki rebima,rozdzierać
1123,zerstören::V,purustama,zniszczyć
1124,verbrennen::V,põletama,spalić
1125,geben::V,andma,dać
1126,reichen::V,andma,podać
1127,reichen::V,ulatama,podać
1128,schenken::V,kinkima,darować
1129,versprechen::V,lubama,obiecać
1130,versprechen::V,tõotama,obiecać
1131,wünschen::V,soovima,życzyć
1132,loben::V,kiitma,chwalić
1133,küssen::V,suudlema,całować
1134,wiegen::V,hällitama,kołysać
1135,zudecken::V,kaanetama,przykryć
1136,zudecken::V,kinni katma,przykryć
1137,wecken::V,äratama,zbudzić
1138,zeigen::V,näitama,pokazać
1139,führen::V,juhatama,wieść
1140,führen::V,juhatama,prowadzić
1141,lehren::V,õpetama,uczyć
1142,unterrichten::V,õpetama,nauczać
1143,aufziehen::V,üles kasvatama,wychować
1144,leiten::V,juhtima,kierować
1145,antreiben::V,ergutama,popędzić
1146,lassen::V,laskma,zostawić
1147,einladen::V,kutsuma,zaprosić
1148,vereinigen::V,ühendama,zjednoczyć
1149,besuchen::V,külastama,odwiedzić
1150,treffen::V,kohtama,trafić
1151,treffen::V,kohtama,spotkać
1152,sich versammeln::V,kogunema,zebrać się
1153,sich versammeln::V,kogunema,zgromadzić się
1154,spielen::V,mängima,grać
1155,spielen::V,mängima,bawić się
1156,singen::V,laulma,śpiewać
1157,tanzen::V,tantsima,pląsać
1158,tanzen::V,tantsima,tańczyć
1159,sich trennen::V,lahku minema,rozstać się
1160,verlassen::V,maha jätma,opuścić
1161,retten::V,päästma,ocalić
1162,retten::V,päästma,uratować
1163,bewachen::V,valvama,pilnować
1164,schützen::V,kaitsma,ochronić
1165,verteidigen::V,kaitsma,bronić
1166,sich schlagen::V,kaklema,pobić się
1167,schießen::V,tulistama,strzelać
1168,siegen::V,võitma,zwycziężyć
1169,ärgern::V,ärritama,gniewać
1170,ärgern::V,vihastama,gniewać
1171,schlagen::V,lööma,bić
1172,schlagen::V,lööma,uderzyć
1173,treten::V,sõtkuma,kopnąć
1174,stechen::V,pistma,ukłuć
1175,stechen::V,torkama,ukłuć
1176,stoßen::V,tõukama,popchnąć
1177,stehlen::V,varastama,ukraść
1178,stören::V,segama,zakłócić
1179,stören::V,segama,przeszkodzić
1180,stören::V,häirima,zakłócić
1181,stören::V,häirima,przeszkodzić
1182,belästigen::V,ahistama,dokuczać
1183,verbergen::V,peitma,ukryć
1184,verbergen::V,varjama,ukryć
1185,täuschen::V,petma,łudzić
1186,täuschen::V,tüssama,łudzić
1187,betrügen::V,petma,oszukać
1188,betrügen::V,tüssama,oszukać
1189,betrügen::V,truudust murtma,oszukać
1190,töten::V,tapma,zabić
1191,töten::V,surmama,zabić
1192,wohnen::V,elama,mieszkać
1193,arbeiten::V,töötama,pracować
1194,sammeln::V,koguma,zebrać
1195,sammeln::V,korjama,zebrać
1196,pflücken::V,noppima,zerwać
1197,jagen::V,jahtima,polować
1198,fischen::V,kalastama,łowić ryby
1199,fischen::V,kala püüdma,łowić ryby
1200,fassen::V,püüdma,złapać
1201,hüten::V,karjatama,paść
1202,treiben::V,ajama,pędzić
1203,anbinden::V,kinni siduma,przywiązać
1204,füttern::V,söötma,karmić
1205,melken::V,lüpsma,doić
1206,hacken::V,raiuma,rąbać
1207,hacken::V,lõhkuma,rąbać
1208,gießen::V,kastma,lać
1209,gießen::V,kastma,podlać
1210,reifen::V,valmima,dojrzeć
1211,zubereiten::V,valmistama,przyrządzić
1212,kochen::V,keetma,gotować
1213,backen::V,küpsetama,piec
1214,braten::V,praadima,piec
1215,braten::V,praadima,smażyć
1216,umrühren::V,segama,przemieszać
1217,stricken::V,kuduma,dziać
1218,nähen::V,õmblema,szyć
1219,färben::V,värvima,pofarbować
1220,reinigen::V,puhastama,oczyścić
1221,waschen::V,pesema,prać
1222,abwischen::V,puhtaks pühkima,obetrzeć
1223,spülen::V,uhtma,płukać
1224,fegen::V,pühkima,zamiatać
1225,kehren::V,pühkima,zamieść
1226,baden::V,suplema,kąpać się
1227,baden::V,kümblema,kąpać się
1228,sich waschen::V,end pesema,myć się
1229,ausziehen::V,käest võtma,zdjąć
1230,ausziehen::V,jalast võtma,zdjąć
1231,ausziehen::V,seljast võtma,zdjąć
1232,anziehen::V,jalga panema,włożyć
1233,sich anziehen::V,riietuma,ubrać się
1234,kämmen::V,kammima,uczesać
1235,schmücken::V,kaunistama,ozdabiać
1236,sagen::V,ütlema,powiedzieć
1237,sprechen::V,rääkima,mówić
1238,sprechen::V,kõnelema,mówić
1239,reden::V,kõnelema,mówić
1240,sich unterhalten::V,vestlema,rozmawiać
1241,fragen::V,küsima,zapytać
1242,bitten::V,paluma,prosić
1243,erzählen::V,jutustama,opowiedzieć
1244,mitteilen::V,teatama,zawiadomić o
1245,mitteilen::V,teada andma,zawiadomić o
1246,nennen::V,nimetama,nazwać
1247,rufen::V,kutsuma,wołać
1248,prahlen::V,hooplema,chełpić się
1249,übersetzen::V,tõlkima,tłumaczyć
1250,denken::V,mõtlema,myśleć
1251,glauben::V,uskuma,sądzić
1252,glauben::V,uskuma,wierzyć
1253,bemerken::V,märkama,zauważyć
1254,erkennen::V,ära tundma,poznać
1255,begreifen::V,aru saama,zrozumieć
1256,verstehen::V,mõistma,rozumieć
1257,verstehen::V,mõistma,dosłyszeć
1258,lernen::V,õppima,uczyć się
1259,wissen::V,teadma,wiedzieć
1260,sich erinnern an::V,mäletama,przypomnieć sobie
1261,vergessen::V,unustama,zapomnieć
1262,messen::V,mõõtma,mierzyć
1263,zählen::V,loendama,liczyć
1264,rechnen::V,arvutama,rachować
1265,lesen::V,lugema,czytać
1266,malen::V,maalima,malować
1267,zeichnen::V,joonistama,rysować
1268,schreiben::V,kirjutama,pisać
1269,besitzen::V,omama,posiadać
1270,kaufen::V,ostma,kupić
1271,verkaufen::V,müüma,sprzedać
1272,bezahlen::V,tasuma,zapłacić
1273,zahlen::V,maksma,płacić
1274,beherrschen::V,valitsema,opanować
1275,ertragen::V,taluma,znieść
