,Concept_ID,tt,hu
237,Mann::N,ир,férfi
238,Frau::N,хатын,nő
239,Frau::N,хатын,asszony
240,Kind::N,бала,gyerek
241,Kind::N,бала,gyermek
242,Junge::N,малай,fiú
243,Mädchen::N,кыз,lány
244,Familie::N,гаилә,család
245,Großvater::N,бабай,nagyapa
246,Großmutter::N,әби,nagyanya
247,Eltern::N,ата-ана,szülők
248,Vater::N,ата,apa
249,Vater::N,ата,atya
250,Mutter::N,ана,anya
251,Sohn::N,ул,fiú
252,Tochter::N,кыз,lány
253,Bruder::N,кардәш,fivér
254,Bruder::N,кардәш,testvér
255,Schwester::N,апа,nővér
256,Schwester::N,апа,lánytestvér
257,Schwester::N,сеңел,nővér
258,Schwester::N,сеңел,lánytestvér
259,Onkel::N,дәдә,nagybácsi
260,Onkel::N,дәдәй,nagybácsi
261,Tante::N,түти,nagynéni
262,Tante::N,тәтәй,nagynéni
263,Ehemann::N,ир,férj
264,Ehefrau::N,хатын,feleség
265,Freude::N,сөенеч,öröm
266,Gelächter::N,көлү,nevetés
267,Gelächter::N,көлү,hahotázás
268,Gelächter::N,көлеш,nevetés
269,Gelächter::N,көлеш,hahotázás
270,Glück::N,бәхет,boldogság
271,Kummer::N,хәсрәт,bánat
272,Wunsch::N,теләк,óhaj
273,Lust::N,теләк,kedv
274,Lust::N,теләү,kedv
275,Geist::N,рух,elme
276,Geist::N,рух,szellem
277,Gedanke::N,уй,gondolat
278,Gedanke::N,фикер,gondolat
279,Gedächtnis::N,хәтер,emlékezet
280,Verstand::N,акыл,ész
281,Verstand::N,акыл,értelem
282,Sinn::N,мәгънә,értelem
283,Grund::N,сәбәп,ok
284,Grund::N,сәбәп,alap
285,Wahrheit::N,хак,igaz
286,Wahrheit::N,хак,igazság
287,Gespräch::N,әңгәмә,beszélgetés
288,Märchen::N,әкият,mese
289,Erzählung::N,хикәя,elbeszélés
290,Nachricht::N,хәбәр,hír
291,Nachricht::N,хәбәр,híradás
292,Neuigkeit::N,яңалык,újság
293,Name::N,исем,név
294,Rätsel::N,табышмак,rejtvény
295,Rede::N,нотык,beszéd
296,Rede::N,нотык,szónoklat
297,Sprache::N,тел,nyelv
298,Stimme::N,тавыш,hang
299,Wort::N,сүз,szó
300,Zeichen::N,ишарә,jel
301,Ruf::N,дәшү,kiáltás
302,Lärm::N,шау,zaj
303,Laut::N,аваз,hang
304,Ton::N,шалтырату,hang
305,Lied::N,җыр,dal
306,Lied::N,җыр,ének
307,Ruhe::N,тынлык,csend
308,Ruhe::N,тынлык,nyugalom
309,Leute::N,халык,emberek
310,Volk::N,халык,nép
311,Arbeit::N,эш,dolog
312,Arbeit::N,хезмәт,dolog
313,Gast::N,кунак,vendég
314,Geschenk::N,бүләк,ajándék
315,Spiel::N,уен,játék
316,Gesellschaft::N,җәмгыять,társaság
317,Hilfe::N,ярдәм,segítség
318,Hilfe::N,булышлык,segítség
319,Freund::N,дус,barát
320,Kamerad::N,иптәш,társ
321,Angelegenheit::N,эш,ügy
322,Anzahl::N,микъдар,szám
323,Art::N,төр,faj
324,Art::N,төр,fajta
325,Stück::N,кисәк,darab
326,Teil::N,өлеш,rész
327,Hälfte::N,ярым,fél
328,Kreis::N,түгәрәк,kör
329,Kreuz::N,хач,kereszt
330,Kreuz::N,тәре,kereszt
331,Linie::N,сызык,vonal
332,Strich::N,сызык,vonás
333,Abstand::N,ара,köz
334,Entfernung::N,ераклык,távolság
335,Gegend::N,урын,táj
336,Gegend::N,урын,vidék
337,Platz::N,бушлык,hely
338,Ort::N,урын,hely
339,Seite::N,як,fél
340,Seite::N,як,oldal
341,Mitte::N,урта,közép
342,Gegenstand::N,нәрсә,tárgy
343,Sache::N,нәрсә,dolog
344,Rand::N,чит,szél
345,Rand::N,чит,perem
346,Rand::N,чит,szegély
347,Kante::N,кырый,él
348,Ecke::N,почмак,sarok
349,Ecke::N,почмак,szöglet
350,Spitze::N,оч,csúcs
351,Ende::N,азак,vég
352,Loch::N,тишек,lyuk
353,Winkel::N,почмак,szög
354,Muster::N,парча,minta
355,Größe::N,зурлык,nagyság
356,Länge::N,озынлык,hossz
357,Länge::N,озынлык,hosszúság
358,Höhe::N,биеклек,magasság
359,Gewicht::N,авырлык,súly
360,Menge::N,микъдар,sokaság
361,Menge::N,микъдар,mennyiség
362,Haufen::N,өем,halom
363,Reihe::N,рәт,sor
364,Boot::N,каек,csónak
365,Boot::N,көймә,csónak
366,Ruder::N,ишкәк,evező
367,Schlitten::N,чана,szánkó
368,Ski::N,чаңгы,sí
369,Lagerfeuer::N,костёр,tábortűz
370,Last::N,йөк,teher
371,Gang::N,йөреш,járás
372,Schritt::N,адым,lépés
373,Norden::N,төньяк,észak
374,Süden::N,көньяк,dél
375,Westen::N,көнбатыш,nyugat
376,Osten::N,шәрык,kelet
377,Osten::N,көнчыгыш,kelet
378,Holz::N,агач,fa
379,Brett::N,такта,deszka
380,Platte::N,плитә,lap
381,Platte::N,плитә,lemez
382,Stütze::N,таяу,támasz
383,Stütze::N,таяу,támaszték
384,Stange::N,колга,rúd
385,Stange::N,колга,pózna
386,Stock::N,таяк,pálca
387,Stab::N,таяк,bot
388,Rohr::N,торба,cső
389,Haus::N,өй,ház
390,Haus::N,йорт,ház
391,Heim::N,гаилә,otthon
392,Heim::N,нәсел,otthon
393,Ofen::N,мич,kályha
394,Fußboden::N,идән,padló
395,Tisch::N,өстәл,asztal
396,Stuhl::N,утыргыч,szék
397,Wiege::N,бишек,bölcső
398,Bett::N,ятак,ágy
399,Bett::N,урын-җир,ágy
400,Regal::N,киштә,polc
401,Regal::N,киштә,állvány
402,Regal::N,шүрлек,polc
403,Regal::N,шүрлек,állvány
404,Kiste::N,әрҗә,láda
405,Fenster::N,тәрәзә,ablak
406,Tür::N,ишек,ajtó
407,Tor::N,капка,kapu
408,Zaun::N,койма,kerítés
409,Dach::N,түбә,tető
410,Leiter::N,баскыч,létra
411,Besen::N,себерке,seprű
412,Spaten::N,көрәк,ásó
413,Schaufel::N,көрәк,lapát
414,Gabel::N,чәннечке,villa
415,Löffel::N,кашык,kanál
416,Messer::N,пычак,kés
417,Nagel::N,кадак,szeg
418,Netz::N,челтәр,háló
419,Haken::N,ыргак,kampó
420,Griff::N,тотка,nyél
421,Griff::N,тотка,fogantyú
422,Schloss::N,йозак,zár
423,Bild::N,рәсем,kép
424,Bild::N,картина,kép
425,Figur::N,сын,alak
426,Figur::N,фигура,alak
427,Puppe::N,курчак,bábu
428,Beutel::N,луза,zacskó
429,Bündel::N,бәйләм,köteg
430,Tasche::N,букча,táska
431,Eimer::N,чиләк,vödör
432,Deckel::N,капкач,fedő
433,Deckel::N,капкач,fedél
434,Geschirr::N,савыт-саба,edény
435,Geschirr::N,кашык-аяк,edény
436,Sack::N,капчык,zsák
437,Tasse::N,чынаяк,csésze
438,Topf::N,чүлмәк,fazék
439,Kessel::N,казан,üst
440,Kessel::N,казан,bogrács
441,Essen::N,ашау,evés
442,Essen::N,ашау,étkezés
443,Nahrung::N,азык,ennivaló
444,Nahrung::N,тәгам,ennivaló
445,Nahrung::N,ашамлык,ennivaló
446,Speise::N,ризык,étel
447,Fleisch::N,ит,hús
448,Getreide::N,ашлык,gabona
449,Brei::N,ботка,pép
450,Brei::N,ботка,kása
451,Brot::N,ипи,kenyér
452,Brot::N,икмәк,kenyér
453,Scheibe::N,телем,szelet
454,Fett::N,май,háj
455,Fett::N,май,zsír
456,Butter::N,май,vaj
457,Öl::N,май,olaj
458,Salz::N,тоз,só
459,Suppe::N,шулпа,leves
460,Honig::N,бал,méz
461,Milch::N,сөт,tej
462,Tee::N,чәй,tea
463,Leder::N,күн,bőr
464,Wolle::N,йон,gyapjú
465,Stoff::N,тукыма,szövet
466,Nadel::N,энә,tű
467,Faden::N,җеп,fonál
468,Knopf::N,төймә,gomb
469,Knoten::N,төен,csomó
470,Farbe::N,буяу,szín
471,Farbe::N,буяу,festék
472,Kleidung::N,кием,ruha
473,Kleidung::N,кием,ruházat
474,Hemd::N,күлмәк,ing
475,Kragen::N,яка,gallér
476,Ärmel::N,җиң,ujj
477,Hose::N,чалбар,gatya
478,Hose::N,чалбар,nadrág
479,Gürtel::N,билбау,öv
480,Mütze::N,бүрек,sapka
481,Schuh::N,башмак,cipő
482,Stiefel::N,итек,csizma
483,Ring::N,балдак,gyűrű
484,Band::N,тасма,szalag
485,Kamm::N,тарак,fésű
486,Spiegel::N,көзге,tükör
487,Riemen::N,каеш,szíj
488,Schnur::N,бау,zsinór
489,Leine::N,тезген,póráz
490,Decke::N,юрган,takaró
491,Kissen::N,мендәр,párna
492,Tuch::N,яулык,kendő
493,Handtuch::N,сөлгә,törülköző
494,Kraft::N,егәр,erő
495,Kraft::N,дәрман,erő
496,Stärke::N,көч,erő
497,Stärke::N,көч,erősség
498,Stärke::N,дәрман,erő
499,Stärke::N,дәрман,erősség
500,Gesundheit::N,саулык,egészség
501,Krankheit::N,чир,kór
502,Krankheit::N,чир,betegség
503,Krankheit::N,хаста,kór
504,Krankheit::N,хаста,betegség
505,Krankheit::N,сырхау,kór
506,Krankheit::N,сырхау,betegség
507,Schmerz::N,авырту,fájdalom
508,Wunde::N,яра,seb
509,Wunde::N,җәрәхәт,seb
510,Fieber::N,бизгәк,láz
511,Arznei::N,дару,orvosság
512,Arznei::N,дару,gyógyszer
513,Brücke::N,күпер,híd
514,Brunnen::N,кое,kút
515,Weide::N,утлавык,legelő
516,Pfad::N,сукмак,ösvény
517,Weg::N,юл,út
518,Straße::N,урам,út
519,Dorf::N,авыл,falu
520,Stadt::N,шәһәр,város
521,Brief::N,хат,levél
522,Buch::N,китап,könyv
523,Buchstabe::N,хәреф,betű
524,Zeitung::N,газет,újság
525,Zeitung::N,газет,hírlap
526,Zeitung::N,газета,újság
527,Zeitung::N,газета,hírlap
528,Leben::N,гомер,élet
529,Leben::N,тормыш,élet
530,Leben::N,тереклек,élet
531,Tod::N,үлем,halál
532,Grab::N,гүр,sír
533,Grab::N,кабер,sír
534,Kirche::N,чиркәү,templom
535,Sünde::N,язык,bűn
536,Sünde::N,язык,vétek
537,Sünde::N,гөнаһ,bűn
538,Sünde::N,гөнаһ,vétek
539,Gott::N,алла,isten
540,Gott::N,ходай,isten
541,Arbeiter::N,эшче,munkás
542,Chef::N,башлык,főnök
543,Meister::N,оста,mester
544,Arzt::N,врач,orvos
545,Arzt::N,табиб,orvos
546,Lehrer::N,укытучы,tanár
547,Lehrer::N,укытучы,tanító
548,Lehrer::N,мөгаллим,tanár
549,Lehrer::N,мөгаллим,tanító
550,Geld::N,акча,pénz
551,Geschäft::N,эш,üzlet
552,Laden::N,кибет,bolt
553,Laden::N,магазин,bolt
554,Preis::N,бәя,ár
555,Preis::N,бәһа,ár
556,Ware::N,товар,áru
557,Nutzen::N,файда,haszon
558,Reichtum::N,байлык,gazdagság
559,Welt::N,дөнья,világ
560,Land::N,ил,ország
561,Staat::N,дәүләт,állam
562,König::N,патша,király
563,Macht::N,хакимият,hatalom
564,Grenze::N,чик,határ
565,Krieg::N,сугыш,háború
566,Feind::N,дошман,ellenség
567,Gewalt::N,көчләү,erőszak
568,Kampf::N,көрәш,harc
569,Bogen[Waffe]::N,җәя,íj
570,Pfeil::N,ук,nyíl
571,Gewehr::N,мылтык,puska
572,Gewehr::N,мылтык,fegyver
573,Fehler::N,хата,hiba
574,Lüge::N,ялган,hazugság
575,Schaden::N,зыян,kár
576,Schaden::N,зарар,kár
577,Unglück::N,бәла,csapás
578,Unglück::N,бәла,balszerencse
579,Schuld::N,гаеп,bűn
580,Alter::N,яшь,kor
581,Schluss::N,ахыр,vég
582,Schluss::N,ахыр,befejezés
583,Zeit::N,заман,idő
584,Tag::N,көн,nap
585,Morgen::N,иртә,reggel
586,Mittag::N,өйлә,dél
587,Abend::N,кич,este
588,Nacht::N,төн,éj
589,Nacht::N,төн,éjszaka
590,Woche::N,атна,hét
591,Monat::N,ай,hó
592,Monat::N,ай,hónap
593,Jahr::N,ел,év
594,Frühling::N,яз,tavasz
595,Sommer::N,җәй,nyár
596,Herbst::N,көз,ősz
597,Winter::N,кыш,tél
598,Januar::N,гыйнвар,január
599,Februar::N,февраль,február
600,März::N,март,március
601,April::N,апрель,április
602,Mai::N,май,május
603,Juni::N,июнь,június
604,Juli::N,июль,július
605,August::N,август,augusztus
606,September::N,сентябрь,szeptember
607,Oktober::N,октябрь,október
608,November::N,ноябрь,november
609,Dezember::N,декабрь,december
610,Montag::N,дүшәмбе,hétfő
611,Dienstag::N,сишәмбе,kedd
612,Mittwoch::N,чәршәмбе,szerda
613,Donnerstag::N,атнакич,csütörtök
614,Donnerstag::N,пәнҗешәмбе,csütörtök
615,Freitag::N,җомга,péntek
616,Samstag::N,шимбә,szombat
617,Sonntag::N,якшәмбе,vasárnap
618,groß::A,зур,nagy
619,klein::A,кечкенә,pici
620,klein::A,кечкенә,kicsi
621,lang::A,озын,hosszú
622,kurz::A,кыска,rövid
623,breit::A,киң,széles
624,schmal::A,кысык,keskeny
625,dicht::A,куе,sűrű
626,dick[Gegenstand]::A,калын,vastag
627,dünn::A,нечкә,vékony
628,fein::A,нәзакәтле,vékony
629,fest::A,нык,szilárd
630,flach::A,яссы,sík
631,flach::A,яссы,lapos
632,flach::A,ялпак,sík
633,flach::A,ялпак,lapos
634,glatt::A,шома,sima
635,hart::A,каты,kemény
636,weich::A,йомшак,puha
637,rund::A,түгәрәк,kerek
638,spitz::A,очлы,hegyes
639,scharf::A,үткен,éles
640,stumpf::A,үтмәс,tompa
641,stumpf::A,үтмәс,életlen
642,schwer::A,салмак,nehéz
643,schwer::A,салмак,súlyos
644,schön::A,гүзәл,szép
645,heiß::A,эссе,forró
646,warm::A,җылы,meleg
647,kalt::A,суык,hideg
648,kalt::A,салкын,hideg
649,kühl::A,салкынча,hűs
650,kühl::A,салкынча,hűvös
651,frisch::A,салкынча,üde
652,frisch::A,салкынча,friss
653,feucht::A,юеш,nedves
654,nass::A,дымлы,vizes
655,trocken::A,коры,száraz
656,voll::A,тулы,telt
657,leer::A,буш,üres
658,offen::A,ачык,nyílt
659,offen::A,ачык,nyitott
660,geschlossen::A,йомык,zárt
661,geschlossen::A,йомык,csukott
662,sauber::A,пакь,tiszta
663,sauber::A,чиста,tiszta
664,schmutzig::A,керле,piszkos
665,schmutzig::A,керле,szennyes
666,schmutzig::A,пычрак,piszkos
667,schmutzig::A,пычрак,szennyes
668,roh::A,чи,nyers
669,reif::A,өлгергән,érett
670,lecker::A,тәмле,finom
671,süß::A,татлы,édes
672,bitter::A,ачы,keserű
673,sauer::A,әче,savanyú
674,hell::A,якты,világos
675,dunkel::A,кара,sötét
676,schwarz::A,кара,fekete
677,weiß::A,ак,fehér
678,rot::A,кызыл,vörös
679,gelb::A,сары,sárga
680,blau::A,күк,kék
681,grün::A,яшел,zöld
682,grau::A,соры,ősz
683,grau::A,соры,szürke
684,bunt::A,чуар,tarka
685,bunt::A,чуар,színes
686,billig::A,арзан,olcsó
687,teuer::A,хаклы,drága
688,wertvoll::A,кыйммәтле,értékes
689,blind::A,сукыр,vak
690,blind::A,күзсез,vak
691,taub::A,чукрак,süket
692,taub::A,саңгырау,süket
693,kräftig::A,егәрле,erős
694,stark::A,нык,erős
695,stark::A,базык,erős
696,schwach::A,зәгыйфь,gyenge
697,schwach::A,зәгыйфь,erőtlen
698,fett::A,симез,hájas
699,schlank::A,нәзек,karcsú
700,hübsch::A,чибәр,csinos
701,böse::A,усал,rossz
702,böse::A,усал,gonosz
703,dumm::A,акылсыз,buta
704,dumm::A,акылсыз,ostoba
705,faul::A,ялкау,lusta
706,faul::A,иренчәк,lusta
707,fleißig::A,тырыш,szorgalmas
708,fleißig::A,тырышучан,szorgalmas
709,geizig::A,саран,fukar
710,geizig::A,саран,fösvény
711,klug::A,акыллы,okos
712,klug::A,акыллы,eszes
713,geschickt::A,маһир,ügyes
714,lieb::A,сөекле,drága
715,lieb::A,сөекле,kedves
716,lustig::A,күңелле,víg
717,lustig::A,күңелле,vidám
718,sanft::A,басынкы,enyhe
719,hungrig::A,ач,éhes
720,krank::A,чирле,beteg
721,krank::A,сырхау,beteg
722,nackt::A,шәрә,csupasz
723,nackt::A,шәрә,meztelen
724,traurig::A,ямансу,bús
725,traurig::A,ямансу,szomorú
726,lebendig::A,тере,élő
727,gut::A,яхшы,jó
728,schlecht::A,начар,rossz
729,richtig::A,дөрес,helyes
730,schlimm::A,әшәкә,rossz
731,wahr::A,чып-чын,igaz
732,alt::A,иске,ó
733,alt::A,иске,régi
734,neu::A,яңа,új
735,ehemalig::A,элекке,volt
736,ehemalig::A,элекке,egykori
737,alt[Lebewesen]::A,карт,öreg
738,jung::A,яшь,fiatal
739,arm::A,фәкыйрь,szegény
740,reich::A,бай,gazdag
741,bekannt::A,таныш,ismert
742,bekannt::A,таныш,ismeretes
743,berühmt::A,атаклы,híres
744,fremd::A,ят,idegen
745,verschieden::A,төрле,különböző
746,nah::A,якын,közeli
747,fern::A,ерак,távoli
748,linker::A,сул,bal
749,rechter::A,уң,jobb
750,anderer::A,бүтән,más
751,anderer::A,бүтән,másik
752,erster::A,беренче,első
753,zweiter::A,икенче,második
754,dritter::A,өченче,harmadik
755,letzter::A,ахыргы,utolsó
756,allein::ADV,ялгыз,egyedül
757,auf einmal::ADV,бердән,egyszerre
758,zusammen::ADV,бергә,együtt
759,zusammen::ADV,бергә,összesen
760,lange::ADV,озак,sokáig
761,lange::ADV,озак,hosszan
762,plötzlich::ADV,искәрмәстән,hirtelen
763,plötzlich::ADV,искәрмәстән,egyszerre
764,sofort::ADV,хәзер,rögtön
765,sofort::ADV,хәзер,tüstént
766,später::ADV,соңрак,későn
767,jetzt::ADV,хәзер,most
768,heute::ADV,бүген,ma
769,morgen::ADV,иртәгә,holnap
770,bald::ADV,тиздән,majd
771,bald::ADV,тиздән,nemsokára
772,dann::ADV,аннары,akkor
773,gestern::ADV,кичә,tegnap
774,einst::ADV,берчак,hajdan
775,damals::ADV,ул вакытта,akkor
776,damals::ADV,ул вакытта,akkoriban
777,damals::ADV,ул чакта,akkor
778,damals::ADV,ул чакта,akkoriban
779,danach::ADV,да,azután
780,vorher::ADV,элек,előbb
781,zuerst::ADV,башта,először
782,einmal::ADV,бер,egyszer
783,einmal::ADV,бер мәртәбә,egyszer
784,manchmal::ADV,кайчакта,néha
785,manchmal::ADV,кайчакта,olykor
786,oft::ADV,еш,sokszor
787,immer::ADV,һәркайчан,mindig
788,niemals::ADV,hичбер вакыт,sohasem
789,hier::ADV,монда,itt
790,hier::ADV,биредә,itt
791,hierhin::ADV,монда,erre
792,von hier::ADV,моннан,innen
793,dort::ADV,анда,ott
794,dorthin::ADV,тегеләй,oda
795,geradeaus::ADV,турыдан-туры,egyenesen
796,vorwärts::ADV,алга,előre
797,rückwärts::ADV,кире,hátrafelé
798,zurück::ADV,кире,hátra
799,zurück::ADV,кире,vissza
800,unten::ADV,түбәндә,alul
801,hinab::ADV,аска,le
802,hinab::ADV,аска,lefelé
803,oben::ADV,өстә,fenn
804,oben::ADV,өстә,felül
805,oben::ADV,югарыда,fenn
806,oben::ADV,югарыда,felül
807,hinauf::ADV,өскә,fel
808,hinauf::ADV,өскә,felfelé
809,überall::ADV,hәркайда,mindenütt
810,nicht::ADV,түгел,nem
811,ein wenig::ADV,бераз,egy kicsit
812,kaum::ADV,көчкә,alig
813,sehr::ADV,бик,nagyon
814,so::ADV,алай,úgy
815,noch::ADV,янә,még
816,noch::ADV,тагын,még
817,nur::ADV,фәкать,csak
818,nur::ADV,фәкать,csupán
819,schon::ADV,инде,már
820,wieder::ADV,янә,ismét
821,wieder::ADV,янә,megint
822,wieder::ADV,тагын,ismét
823,wieder::ADV,тагын,megint
824,vergebens::ADV,юкка,hiába
825,vor::PRP,алдыннан,előtt
826,hinter::PRP,арттан,mögött
827,unter::PRP,астында,alatt
