,Concept_ID,ku,mn
445,Schloss::N,qonax,цуурга
446,Schloss::N,qonax,цоож
447,Bild::N,dimen,зураг
448,Figur::N,figûr,баримал
449,Puppe::N,bûk,хүүхэлдэй
450,Beutel::N,kîsik,агсаа
451,Beutel::N,kîsik,уут
452,Bündel::N,pêçek,боодол
453,Tasche::N,bêrîk,цүнх
454,Eimer::N,dewl,хөнөг
455,Eimer::N,dewl,хувин
456,Deckel::N,devik,таг
457,Deckel::N,devik,хавхаг
458,Geschirr::N,ferax,сав суулга
459,Sack::N,tûr,шуудай
460,Tasse::N,kada,аяга
461,Topf::N,beroş,тогоо
462,Kessel::N,şîril,тогоо
463,Essen::N,xwarin,идээ
464,Nahrung::N,xwarin,хүнс
465,Speise::N,xwarin,идээ
466,Fleisch::N,goşt,мах
467,Getreide::N,zad,будаа
468,Brei::N,hewdêl,богшмол
469,Brei::N,hewdêl,будаа
470,Brot::N,,талх
471,Scheibe::N,parçe,зүсэм
472,Scheibe::N,parçe,хэрчим
473,Fett::N,rûn,өөх
474,Butter::N,rûn,тос
475,Öl::N,rûn,тос
476,Salz::N,xwe,давс
477,Suppe::N,şorbe,шөл
478,Honig::N,hingiv,бал
479,Milch::N,şîr,сүү
480,Tee::N,çay,цай
481,Leder::N,çerm,арьс
482,Leder::N,çerm,савхи
483,Wolle::N,herî,ноос
484,Wolle::N,herî,унгас
485,Stoff::N,paç,бөс
486,Nadel::N,derzî,зүү
487,Faden::N,ta,боолт
488,Faden::N,ta,утас
489,Knopf::N,bişkok,товч
490,Knoten::N,girêk,зангилаа
491,Farbe::N,boyax,будаг
492,Kleidung::N,çil,хувцас
493,Hemd::N,qutik,цамц
494,Hemd::N,miltan,цамц
495,Kragen::N,stûvang,зах заам
496,Ärmel::N,hûçik,ханцуй
497,Hose::N,şewel,өмд
498,Gürtel::N,qayiş,бүс
499,Mütze::N,fîno,малгай
500,Mütze::N,fîno,бүрх
501,Schuh::N,şêkal,туфли
502,Stiefel::N,gizme,гутал
503,Stiefel::N,çizme,гутал
504,Ring::N,xelek,бөгж
505,Band::N,band,тууз
506,Kamm::N,şeh,сам
507,Spiegel::N,eynik,толь
508,Riemen::N,qayiş,тасам
509,Riemen::N,qayiş,сур
510,Schnur::N,doxin,татлага
511,Leine::N,şirît,оосор
512,Decke::N,bataniye,хөнжил
513,Decke::N,bataniye,хучлага
514,Kissen::N,balgî,дэр
515,Tuch::N,şar,алчуур
516,Tuch::N,şar,даавуу
517,Handtuch::N,dezmal,алчуур
518,Kraft::N,hêz,чадал
519,Kraft::N,hêz,хүч
520,Kraft::N,qewet,чадал
521,Kraft::N,qewet,хүч
522,Stärke::N,xurtî,эрч
523,Stärke::N,xurtî,тэнхээ
524,Gesundheit::N,nojdarî,бие
525,Gesundheit::N,nojdarî,эрүүл мэнд
526,Krankheit::N,nexweşî,эмгэг
527,Schmerz::N,êş,өвчин
528,Wunde::N,kul,шарх
529,Fieber::N,ta,халуун
530,Arznei::N,derman,эм
531,Brücke::N,kopî,гүүр
532,Brunnen::N,çal,худаг
533,Brunnen::N,kani,худаг
534,Weide::N,beyar,бэлчээр
535,Pfad::N,xaçirek,жим
536,Pfad::N,xaçirek,зөрөг
537,Weg::N,rê,зам
538,Weg::N,rê,харгуй
539,Straße::N,rê,зам
540,Straße::N,rê,харгуй
541,Dorf::N,gund,тосгон
542,Dorf::N,gund,гацаа
543,Stadt::N,baçar,хот
544,Brief::N,name,захидал
545,Brief::N,name,захиа
546,Buch::N,kitêb,ном
547,Buch::N,kitêb,бичиг
548,Buch::N,pirtûk,ном
549,Buch::N,pirtûk,бичиг
550,Buchstabe::N,herf,үсэг
551,Zeitung::N,rojname,сонин
552,Leben::N,jiyan,амь
553,Leben::N,jiyan,амьдрал
554,Tod::N,mirin,үхэл
555,Grab::N,mezel,булш
556,Kirche::N,gilyas,сүм
557,Sünde::N,guneh,нүгэл
558,Sünde::N,guneh,хилэнц
559,Gott::N,xwedê,бурхан
560,Arbeiter::N,hîşçî,ажилчин
561,Arbeiter::N,hîşçî,хөдөлмөрчин
562,Chef::N,bêg,дарга
563,Meister::N,hoste,дархан
564,Arzt::N,doktor,эмч
565,Lehrer::N,mamoste,багш
566,Geld::N,pere,цаас
567,Geld::N,pere,мөнгө
568,Geschäft::N,firoşgeh,наймаа
569,Laden::N,dikan,дэлгүүр
570,Preis::N,buha,үнэ
571,Ware::N,tişt,таваар
572,Ware::N,tişt,бараа
573,Nutzen::N,fêde,ашиг
574,Reichtum::N,serwet,баялаг
575,Welt::N,dinya,дэлхий
576,Welt::N,dinya,орчлон
577,Land::N,welat,улс
578,Land::N,welat,орон
579,Staat::N,dewlet,төр
580,Staat::N,dewlet,гүрэн
581,König::N,şah,ван
582,König::N,qral,ван
583,Macht::N,qewet,засаг
584,Macht::N,destihilat,засаг
585,Grenze::N,kevî,хил
586,Krieg::N,çeng,дайн
587,Krieg::N,sêwaş,дайн
588,Feind::N,dijmin,дайсан
589,Gewalt::N,zor,хүчирхэх
590,Kampf::N,şer,тэмцэл
591,Kampf::N,şer,байлдаан
592,Bogen[Waffe]::N,kêvan,нум
593,Pfeil::N,çîrik,годил
594,Pfeil::N,çîrik,сум
595,Gewehr::N,tifing,буу
596,Fehler::N,şaşî,эндэл
597,Fehler::N,şaşî,алдаа
598,Lüge::N,derew,худал
599,Schaden::N,xisar,хор
600,Schaden::N,xisar,хөнөөл
601,Unglück::N,bêbextî,гай
602,Unglück::N,bêbextî,гамшиг
603,Schuld::N,suç,гэм
604,Schuld::N,suç,буруу
605,Alter::N,temen,нас
606,Schluss::N,girtin,эцэс
607,Schluss::N,girtin,төгсгөл
608,Zeit::N,çax,цаг
609,Tag::N,roj,өдөр
610,Morgen::N,sibeh,өглөө
611,Mittag::N,nîro,үд
612,Abend::N,êvar,үдэш
613,Nacht::N,şev,шөнө
614,Woche::N,heftî,долоо хоног
615,Monat::N,meh,сар
616,Jahr::N,sal,жил
617,Frühling::N,bihar,хавар
618,Sommer::N,havîn,зун
619,Herbst::N,payîz,намар
620,Winter::N,zistan,өвөл
621,Januar::N,çile,нэгдүгээр сар
622,Februar::N,sibat,хоёрдугаар сар
623,März::N,adar,гуравдугаар сар
624,April::N,nîsan,дөрөвдүгээр сар
625,Mai::N,gûlan,тавдугаар сар
626,Juni::N,hezîran,зургаадугаар сар
627,Juli::N,tîmeh,долдугаар сар
628,August::N,tebax,наймдугаар сар
629,September::N,îlon,есдүгээр сар
630,Oktober::N,çotmeh,аравдугаар сар
631,November::N,mijdar,арван нэгдүгээр сар
632,Dezember::N,kanûn,арван хоёрдугаар сар
633,Montag::N,duşemb,даваа
634,Dienstag::N,sêşem,мягмар
635,Mittwoch::N,çarşemb,лхагва
636,Donnerstag::N,pêşemb,пүрэв
637,Freitag::N,în,баасан
638,Samstag::N,şemî,бямба
639,Sonntag::N,yekşemb,ням
640,groß::A,mezin,их
641,groß::A,mezin,том
642,klein::A,çûçik,бага
643,klein::A,çûçik,жаахан
644,lang::A,dirêj,урт
645,kurz::A,kin,охор
646,kurz::A,kin,богино
647,breit::A,fireh,өргөн
648,schmal::A,tenik,уйтан
649,schmal::A,tenik,нарийн
650,dicht::A,gir,нягт
651,dicht::A,gir,чигжүү
652,dick[Gegenstand]::A,şîşman,зузаан
653,dünn::A,zirav,нимгэн
654,fein::A,tenik,нарийн
655,fest::A,saxlem,бөх
656,fest::A,saxlem,хатуу
657,flach::A,pahn,хавтгай
658,glatt::A,dûz,цагаан
659,glatt::A,şayîk,цагаан
660,hart::A,hişk,хатуу
661,weich::A,nerm,зөөлөн
662,rund::A,gilover,дугуй
663,rund::A,gilover,дугариг
664,spitz::A,pîj,шовх
665,spitz::A,pîj,шовгор
666,scharf::A,tûj,хурц
667,scharf::A,tûj,иртэй
668,stumpf::A,ne tûj,мохоо
669,schwer::A,giran,хүнд
670,schön::A,xweş,гуа
671,schön::A,xweş,сайхан
672,schön::A,xweşik,гуа
673,schön::A,xweşik,сайхан
674,heiß::A,kelandî,халуун
675,warm::A,germ,дулаан
676,kalt::A,sar,хүйтэн
677,kühl::A,jemîrî,сэрүүн
678,frisch::A,ter,эрүүл
679,frisch::A,ter,жихүүн
680,feucht::A,şil,чийгтэй
681,nass::A,şilek,нойтон
682,trocken::A,zuwa,хатсан
683,voll::A,tijî,дүүрэн
684,leer::A,vala,хоосон
685,offen::A,vekirî,онгорхой
686,geschlossen::A,asê,битүү
687,geschlossen::A,asê,хаалтай
688,sauber::A,pakij,цэвэр
689,sauber::A,pakij,хиргүй
690,schmutzig::A,lewitî,бохир
691,schmutzig::A,lewitî,хиртэй
692,roh::A,xav,түүхий
693,reif::A,gihaştî,болсон
694,lecker::A,xweş,амттай
695,süß::A,şîrîn,амттай
696,süß::A,şîrîn,чихэрлэг
697,bitter::A,tahl,гашуун
698,sauer::A,tirş,эсгэлэн
699,hell::A,ronî,гэгээн
700,hell::A,ronî,гэрэлтэй
701,dunkel::A,tarî,бараан
702,dunkel::A,tarî,харанхуй
703,schwarz::A,reş,хар
704,weiß::A,sipî,цагаан
705,rot::A,sor,улаан
706,gelb::A,zer,шар
707,blau::A,şîn,хөх
708,blau::A,şîn,цэнхэр
709,grün::A,şîn,ногоон
710,grau::A,gewr,орог
711,grau::A,gewr,саарал
712,bunt::A,rengîn,эрээн
713,billig::A,erzan,хямд
714,teuer::A,biha,үнэтэй
715,wertvoll::A,hêja,үнэт
716,wertvoll::A,giranbiha,үнэт
717,blind::A,kor,сохор
718,taub::A,kerr,чих хатуу
719,kräftig::A,gir,чийрэг
720,kräftig::A,xurt,чийрэг
721,stark::A,xurt,хүчтэй
722,stark::A,xurt,чадалтай
723,schwach::A,kesad,сул
724,fett::A,qelew,тарган
725,fett::A,qelew,голигор
726,schlank::A,zirav,голшиг
727,hübsch::A,xweşik,сайхан
728,hübsch::A,xweşik,хөөрхөн
729,böse::A,xerab,муу
730,böse::A,xerab,хортой
731,böse::A,aciz,муу
732,böse::A,aciz,хортой
733,dumm::A,gêj,тэнэг
734,faul::A,têmbêl,залхуу
735,fleißig::A,jêhatî,чармайлтгай
736,geizig::A,destgirtî,харамч
737,klug::A,baqil,цэцэн
738,geschickt::A,zîrek,дүйтэй
739,geschickt::A,ziring,дүйтэй
740,lieb::A,delal,хайрт
741,lustig::A,kêfxweş,цэнгэлтэй
742,sanft::A,nazenîn,наалинхай
743,hungrig::A,birçî,өлөн
744,hungrig::A,birçî,өлссөн
745,krank::A,nexweş,өвчтэй
746,nackt::A,rût,нүцгэн
747,nackt::A,tazî,нүцгэн
748,traurig::A,xemgîn,гунигт
749,lebendig::A,bisaxî,амьд
750,lebendig::A,bisaxî,амьтай
751,gut::A,baş,сайн
752,schlecht::A,xerab,муу
753,schlecht::A,xerab,өөдгүй
754,richtig::A,rast,зөв
755,richtig::A,rast,зүйтэй
756,richtig::A,saxlem,зөв
757,richtig::A,saxlem,зүйтэй
758,schlimm::A,nebaş,муухай
759,wahr::A,rast,үнэн
760,wahr::A,rast,жинхэнэ
761,alt::A,pîr,хуучин
762,alt::A,kevn,хуучин
763,neu::A,nû,шинэ
764,ehemalig::A,kevnar,агсан
765,ehemalig::A,kevnar,байсан
766,ehemalig::A,peşidar,агсан
767,ehemalig::A,peşidar,байсан
768,alt[Lebewesen]::A,pîr,өвгөн
769,alt[Lebewesen]::A,pîr,хижээл
770,jung::A,xort,залуу
771,arm::A,feqîr,ядуу
772,arm::A,desteng,ядуу
773,reich::A,dewlemend,баян
774,reich::A,dewlemend,баялаг
775,bekannt::A,naskirî,танил
776,berühmt::A,navdar,цуутай
777,berühmt::A,navdar,алдартай
778,fremd::A,xerîb,харь
779,fremd::A,xerîb,гадаад
780,verschieden::A,çîhê,ондоо
781,verschieden::A,çîhê,янз янзын
782,nah::A,nêzîk,ойрын
783,nah::A,nêzîk,дөтийн
784,fern::A,dûr,холын
785,linker::A,çepê,буруу
786,rechter::A,rastê,баруун
787,anderer::A,yê din,өөр
788,anderer::A,yê din,нөгөө
789,erster::A,yekemîn,нэгдэх
790,erster::A,yekemîn,нэгдүгээр
791,zweiter::A,duda,хоёрдугаар
792,dritter::A,sisêya,гуравдугаар
793,letzter::A,paşîn,сүүлийн
794,allein::ADV,tenê,ганцаараа
795,auf einmal::ADV,jar kê,нэгмөсөн
