,Concept_ID,hy,ady
648,sanft::A,հեզ,ӏушъа́б
649,hungrig::A,քաղցած,гъаблэ́
650,krank::A,հիվանդ,сыма́дж
651,nackt::A,մերկ,пцӏанэ́
652,traurig::A,տխուր,нэшхъэй
653,lebendig::A,կենդանի,
654,gut::A,լավ,дэгъу́
655,schlecht::A,վատ,дэи
656,richtig::A,ձիշտ,тэрэз
657,schlimm::A,լղրճուկ,щынэгъо
658,wahr::A,ճիշտ,шъыпкъэ́
659,wahr::A,իրական,шъыпкъэ́
660,alt::A,հին,жъы
661,neu::A,նոր,кӏэ
662,ehemalig::A,նախկին,-щтыгъэ
663,ehemalig::A,նախկին,-гъэ
664,alt[Lebewesen]::A,ծեր,жъы
665,alt[Lebewesen]::A,պառավ,жъы
666,jung::A,մատաղ,ныбжьыкӏэ́
667,arm::A,աղքատ,тхьамы́кӏ
668,reich::A,հարուստ,бай
669,bekannt::A,ծանոթ,нэӏуа́с
670,berühmt::A,հայտնի,цӏэры́ӏу
671,berühmt::A,հռչակավոր,цӏэры́ӏу
672,fremd::A,օտար,хымэ
673,verschieden::A,տարբեր,зэфэшъхьафы
674,nah::A,մոտ,благъэ́
675,nah::A,մերձ,благъэ́
676,fern::A,հեռավոր,чыжьэ
677,linker::A,ձախ,сэмэ́гу
678,rechter::A,աջ,джабгъу
679,anderer::A,այլ,нэмы́кӏ
680,anderer::A,ուրիշ,нэмы́кӏ
681,erster::A,առաջին,апэр
682,zweiter::A,երկրորդ,я́тӏонэр
683,dritter::A,երրորդ,ящэнэр
684,letzter::A,վերջին,аужыр
685,allein::ADV,միայնակ,зы
686,auf einmal::ADV,միասնաբար,ардэдэм
687,auf einmal::ADV,միասնաբար,асыхьатым
688,zusammen::ADV,միասին,зэгъусэхэ́у
689,zusammen::ADV,իրար հետ,зэгъусэхэ́у
690,lange::ADV,երկար ժամանակ,бэрэ́
691,plötzlich::ADV,հանկարծ,зэкӏэм
692,sofort::ADV,իսկույն,ардэдэм
693,sofort::ADV,իսկույն,асыхьатым
694,später::ADV,ավելի ուշ,нэужым
695,später::ADV,հետո,нэужым
696,jetzt::ADV,այժմ,джы
697,heute::ADV,այսօր,непэ́
698,morgen::ADV,վաղը,неу́щы
699,bald::ADV,շուտով,псынкӏэу
700,dann::ADV,ապա,нэужым
701,dann::ADV,հետո,нэужым
702,gestern::ADV,երեկ,тыгъуа́с
703,einst::ADV,հին ատեն,зэгорэ́м
704,damals::ADV,ատէնին,армэ
705,damals::ADV,ատէնին,ащыгъум
706,danach::ADV,ապա,нэужым
707,danach::ADV,այն ժամանակ,нэужым
708,vorher::ADV,առաջ,нахьыпэм
709,zuerst::ADV,նախ,
710,einmal::ADV,մի անգամ,зэ
711,manchmal::ADV,երբեմն,
712,oft::ADV,հաճախ,бэрэ
713,immer::ADV,միշտ,ренэ́у
714,niemals::ADV,երբեք,
715,hier::ADV,այստեղ,
716,hierhin::ADV,այստեղ,
717,von hier::ADV,այդտեղից,
718,dort::ADV,այնտեղ,модэ
719,dorthin::ADV,այնտեղ,модэ́
720,geradeaus::ADV,ուղիղ,занкӏэу
721,vorwärts::ADV,առաջ,ыпэкӏэ
722,rückwärts::ADV,դեպի ետ,ыужыкӏэ́
723,zurück::ADV,ետ,ыужыкӏэ́
724,unten::ADV,ներքեւում,ычӏэкӏэ́
725,hinab::ADV,ներքեւ,ычӏэгъы́
726,hinab::ADV,ներքեւ,ычӏэкӏэ́
727,oben::ADV,վերեւում,ышъхьагъы
728,hinauf::ADV,վերեւ,ышъхьагъыкӏэ
729,überall::ADV,ամենուր,тыди́
730,überall::ADV,ամենուր,тыдэкӏи́
731,nicht::ADV,չէ,-п
732,nicht::ADV,չէ,мы-
733,ein wenig::ADV,մի քիչ,тӏэкӏу
734,kaum::ADV,հազիվ,къоды́й
735,sehr::ADV,շատ,дэд
736,so::ADV,այդպես,ащ фэд
737,so::ADV,այդպես,мыщ фэд
738,so::ADV,այդպես,джащ фэд
739,noch::ADV,դեռ,джыри
740,nur::ADV,միայն,ныӏэ́п
741,schon::ADV,արդեն,
742,wieder::ADV,նորից,джыри
743,wieder::ADV,դարձյալ,джыри
744,vergebens::ADV,իզուր,пкӏэнчъэ́у
745,vor::PRP,դիմացը,пашъхьэ́
746,hinter::PRP,ետեւը,кӏы́б
747,unter::PRP,տակ,чӏэ-
748,durch::PRP,միջով,пхыры-
749,neben::PRP,քովը,дэжь
750,zwischen::PRP,միջեւ,азыфа́гу
751,wegen::PRP,պատճառով,къы-
752,wegen::PRP,շնորհից,къы-
753,dies::PRN,սա,ар
754,dies::PRN,այս,ар
755,das::PRN,դա,а
756,das::PRN,դա,мо
757,das::PRN,այդ,а
758,das::PRN,այդ,мо
759,alles::PRN,ամեն ինչ,зэкӏэ́
760,ich::PRN,ես,сэ
761,du::PRN,դու,о
762,er::PRN,նա,ар
763,wir::PRN,մենք,тэ
764,ihr::PRN,դուք,шъо
765,sie::PRN,նրանք,ахэр
766,was::FPRN,ինչ,сыд
767,wer::FPRN,ով,хэт
768,wo::FADV,ուր,тыдэ́
769,wo::FADV,որտեղ,тыдэ́
770,wohin::FADV,դեպի ուր,тыдэ́
771,wie::FADV,ինչպես,сыдэущтэ́у
772,warum::FADV,ինչու,сыд пае́
773,wieviel::FNUM,որչափ,тхьапш
774,wieviel::FNUM,որչափ,сыд фэди́з
775,eins::NUM,մեկ,зы
776,zwei::NUM,երկու,тӏу
777,drei::NUM,երեք,щы
778,vier::NUM,չորս,плӏы
779,fünf::NUM,հինգ,тфы
780,sechs::NUM,վեց,хы
781,sieben::NUM,յոթ,блы
782,acht::NUM,ութ,и
783,neun::NUM,ինը,бгъу
784,zehn::NUM,տասը,пшӏы
785,elf::NUM,տասնմեկ,пшӏыкӏузы́
786,zwölf::NUM,տասներկու,пшӏыкӏутӏу
787,zwanzig::NUM,քսան,тӏокӏы́
788,dreißig::NUM,երեսուն,щэкӏы
789,vierzig::NUM,քառասուն,тӏокӏи́тӏу
790,fünfzig::NUM,հիսուն,шъэны́ыкъу
791,sechzig::NUM,վաթսուն,тӏокӏи́щ
792,siebzig::NUM,յոթանասուն,тӏокӏищырэ́ пшӏырэ́
793,achtzig::NUM,ութսուն,тӏокӏи́пӏ
794,neunzig::NUM,իննսուն,тӏокӏиилӏырэ́ пшӏырэ́
795,hundert::NUM,հարյուր,шъэ
796,tausend::NUM,հազար,мин
797,und::CNJ,ու,ыкӏи
798,oder::CNJ,կամ,е
799,stehen::V,կանգնել,ущытын
800,stehen::V,կանգնել,умыхъыен
801,sitzen::V,նստել,уисын
802,sitzen::V,նստել,утесын
803,liegen::V,ստել,телъы́н
804,hängen::V,կախվել,къыщылэлын
805,hängen::V,կախվել,къыщылэлын щыгъын быхъур
806,werden::V,դառնալ,хъун
807,passieren::V,պատահել,къэхъун
808,beginnen::V,սկսվել,къежьэн
809,beginnen::V,սկսվել,къыублэн
810,enden::V,վերջանալ,ухы́н
811,wechseln::V,փոխվել,зэхъожьы́н
812,aufgehen[Sonne]::V,բարձրանալ,къыкъокӏы́н
813,aufgehen[Sonne]::V,ելնել ,къыкъокӏы́н
814,untergehen[Sonne]::V,մտնել,къохьан
815,scheinen[Sonne]::V,շողալ,къепсыи
816,scheinen[Sonne]::V,փայլել,къепсыи
817,donnern::V,որոտալ,гъогъон
818,wehen::V,փչել,епщэ́н
819,strömen::V,հոսել,чъэн
820,fließen::V,հոսել,чъэн
821,sich drehen::V,պտտվել,зыгъэчэрэгъу́н
822,schwanken::V,տատանվել,хъые́н
823,schwingen::V,ճոճվել,зыгъэхъые́н
824,fallen::V,ընկնել,къефэхы́н
825,brennen::V,այրվել,стын
826,rauchen::V,ծխել,ӏугъо къикӏын
827,regnen::V,անձրեւ գալ,къещхы́н
828,gefrieren::V,սառչել,дыкъын
829,tauen::V,լկիլ,жъун
830,schmelzen::V,հալիլ,ткӏун
831,trocknen::V,չորանալ,гъушъы́н
832,trocknen::V,չորանալ,чъэпхъу́н
833,sieden::V,եռալ,жъон
834,faulen::V,փտել,шъун
835,verfaulen::V,նեխել,шъун
836,reißen::V,պատռվել,зэӏэтхъы́н
837,reißen::V,ճղվել,зэӏэтхъы́н
838,versinken::V,սուզվել,чӏихьан
839,vergehen::V,անցնել ,блэкӏы́н
840,erscheinen::V,հայտնվել,къэлъэгъон
841,erscheinen::V,երեւալ,къэлъэгъон
842,verschwinden::V,անհետանալ,кӏодыжьы́н
843,sinken::V,ընկնել,
844,abnehmen::V,փոքրանալ,къыкӏичын
845,zunehmen::V,մեծանալ,хэхъо́н
846,steigen::V,բարձրանալ,къежьэн
847,wachsen::V,աճել,хэхъо́н
848,wachsen::V,աճել,къэкӏы́н
849,glänzen::V,նշուլել,цӏыу́н
850,glänzen::V,փայլիլ,цӏыу́н
851,funkeln::V,փայլատակել,жъыу́н
852,lärmen::V,աղմուկ հանել,бырсыры́н
853,läuten::V,զնգալ,теон
854,klingeln::V,զնգալ,теон
855,klirren::V,զնգզնգալ,
856,brausen::V,մոլեգնել,шъуин
857,rauschen::V,սոսափել,макъэ гъэӏун
858,klingen::V,հնչել,къыхэӏукӏын
859,bellen::V,հաչել,хьакъу́н
860,heulen::V,ոռնալ ,быун
861,blasen::V,փչել ,епщэ́н
862,pfeifen::V,սուլել,шъуин
863,schreien::V,գոռալ ,куо́н
864,schreien::V,գոռալ ,кӏыи́н
865,stöhnen::V,տնքալ,щэӏун
866,zittern::V,դողալ,кӏэзэзын
867,leben::V,ապրել,псэу́н
868,geboren werden::V,ծնվել,къэхъун
869,atmen::V,շնչել,жьы къэщэ́н
870,trinken::V,խմել,ешъо́н
871,essen::V,ուտել,шхын
872,schlucken::V,կլանել,бдырыин
873,schlucken::V,կուլ տալ,бдырыин
874,müde werden::V,հոգնել,пшъын
875,einschlafen::V,քուն մտնել,хэчъыен
876,schlafen::V,քնել,чъые́н
877,aufwachen::V,արթննալ,къэущы́н
878,aufstehen::V,ելլել,уцу́н
879,sich erholen::V,հանգստանալ,зыгъэпсэфын
880,krank werden::V,հիւանդանալ,сымаджэ́ хъун
881,krank sein::V,հիվանդ լինել,сымэджэ́н
882,schmerzen::V,ցավել,сымэджэ́н
883,husten::V,հազալ,пскэ́н
884,genesen::V,ապաքինվել,хъужьын
885,sterben::V,մեռնել,лӏэн
886,sterben::V,վախճանվել,лӏэн
887,umkommen::V,կործանվել,хэкӏодэн
888,sich bewegen::V,ընթանալ,хъые́н
889,sich rühren::V,շարժվել,хъые́н
890,sich erheben::V,կանգնել,къэтэджын
891,sich erheben::V,վեր կենալ,къэтэджын
892,sich setzen::V,նստել,тӏысы́н
893,hinfallen::V,ընկնել,ебэджы́н
894,laufen::V,քայլել,кӏон
895,schreiten::V,ճեմել,кӏон
896,spazierengehen::V,շրջագայել,къэкӏухьэн
897,eilen::V,շտապել,гузэжъон
898,sich beeilen::V,շտապել ,гуӏэ́н
899,sausen::V,սլանալ,псынкӏэ́у чъэн
900,rennen::V,վազել,чъэн
901,springen::V,ցատկել,пкӏэн
902,klettern::V,մագլցել,дэцохъоен
903,schaukeln::V,ճոճվել,уешӏэн
904,schaukeln::V,օրորվել,уешӏэн
905,kriechen::V,սողալ,цохъо́н
906,schwimmen::V,լողալ,есы́н
907,tauchen::V,սուզվել,зычӏэгъэо́н
908,rudern::V,թիավարել,къошъо бэщкӏэ фын
909,fahren::V,ընթանալ,кӏон
910,fliegen::V,թռչել,быбы́н
911,gehen::V,գնալ,кӏон
912,weggehen::V,հեռանալ,ӏукӏын
913,abfahren::V,ճանապարհվել,ежьэн
914,anhalten::V,կանգնել,къэуцу́н
915,hineingehen::V,մտնել,ихьан
916,eintreten::V,մտնել,чӏэхьан
917,kommen::V,գալ,къэкӏо́н
918,ankommen::V,ժամանել,къэсы́н
919,zurückkommen::V,վերադառնալ,гъэзэжьын
920,bleiben::V,մնալ,къэнэ́н
921,warten::V,սպասել,пэплъэ́н
922,erwarten::V,սպասել,ежэн
923,suchen::V,որոնել,лъыхъу́н
924,finden::V,գտնել,къэгъоты́н
925,finden::V,գտնել,къыхэгъэщы́н
926,versuchen::V,փորձել,пылъы́н
927,vorbereiten::V,պատրաստել,гъэхьазыры́н
928,lieben::V,սիրել,шӏу плъэгъу́н
929,mögen::V,հավանել,шӏу плъэгъу́н
930,mögen::V,սիրել,шӏу плъэгъу́н
931,lachen::V,ծիծաղել,щхын
932,rühren::V,հուզել,гур гъэузын
933,weinen::V,լալ,гъын
934,schimpfen::V,տրտնջալ,хъонэн
935,schimpfen::V,քրթմնջել,хъонэн
936,sich ärgern::V,զայրանալ,губжы́н
937,sich fürchten::V,վախնալ,щынэ́н
938,fürchten::V,վախենալ,щынэ́н
939,fliehen::V,փախչել,
940,flüchten::V,փախչել,
941,sehen::V,տեսնել,льэгъу́н
942,anschauen::V,դիտել,плъэн
943,anschauen::V,դիտել,еплъы́н
944,ansehen::V,նայել,плъэн
945,hören::V,լսել,зэхэхын
946,zuhören::V,ունկնդրել,дэӏо́н
947,probieren::V,համը տեսել,хэӏэн
948,riechen::V,հոտ առնել,пэмэ́н
949,fühlen::V,զգալ,зэхэпшӏэн
950,scheinen::V,երեւալ,уащыхъу́н
951,scheinen::V,երեւալ,уашӏошӏы́н
952,zu sehen sein::V,երեւալ,зэрэлъэгъу́н
953,vernehmen::V,իմանալ ,зэхэхын
954,frieren::V,մրսել,дыкъын
955,frieren::V,մրսել,пӏыкӏэн
956,frieren::V,մրսել,чъыӏэ́ лӏэн
957,tun::V,անել,шӏын
958,können::V,կարողանալ,лъэкӏы́н
959,wollen::V,ուզել,фэе́н
960,wollen::V,ցանկանալ,фэе́н
961,anfangen::V,սկսել,ублэн
962,beenden::V,վերջացնել,ухы́н
963,aufhören::V,դադարել,щыгъэтын
964,gelingen::V,հաջողվել,хъун
965,gelingen::V,գլուխ գալ,хъун
966,geraten::V,ստացվել,
967,öffnen::V,բաց անել,ӏухы́н
968,schließen::V,փակել ,игъэсэн
969,stellen::V,դնել,бгъэуцун
970,setzen::V,նստեցնել,гъэтӏысы́н
971,legen::V,դնել,хэлъхьа́н
972,berühren::V,դիպչել,эӏэн
973,berühren::V,դիպչել,нэсын
974,berühren::V,շոշափել,эӏэн
975,berühren::V,շոշափել,нэсын
976,verbinden::V,շաղկապել,зэхэпхэ́н
977,verbinden::V,շաղկապել,пхын
978,bedecken::V,ծածկել,техъо́н
979,aufhängen::V,կախել,пылъэ́н
980,anzünden::V,վառել,хэгъэнэ́н
981,aufheben::V,վերցնել,
982,zurücklassen::V,թողնել,къэгъэнэ́н
983,verlieren::V,կորցնել,чӏэ́нэн
984,verlieren::V,կորցնել,шӏокӏоды́н
985,fallen lassen::V,գցել,чӏэунэн
986,fallen lassen::V,գցել,пӏэпызын
987,machen::V,անել,шӏын
988,herstellen::V,արտադրել,шӏы́н
989,bauen::V,կառուցել,шӏы́н
990,reparieren::V,նորոգել,дыжьы́н
991,verbessern::V,բարելավել,нахьышӏу пшӏын
992,verbessern::V,բարելավել,нахь дэгъу пшӏын
993,ändern::V,փոխել,зэблэхъу́н
994,graben::V,փորել,тӏын
995,beugen::V,ծռել,
996,biegen::V,թեքել,уфэн
997,drehen::V,ոլորել,гъэчэрегъу́
998,wenden::V,պտտել,пӏонтӏэн
999,wenden::V,պտտել,бгъэзэн
1000,wenden::V,պտտել,уӏубын
1001,umdrehen::V,շրջել,
1002,heben::V,բարձրացնել,ӏэты́н
1003,hochheben::V,բարձրացնել,ӏэты́н
1004,ergreifen::V,վարակվել,къэубыты́н
1005,halten::V,բռնել,ӏыгъы́н
1006,drücken::V,ճնշել,тэӏункӏэн
1007,schieben::V,հրել,уеӏункӏын
1008,schieben::V,հրել,уетӏыргун
1009,kratzen::V,քերել,цӏэнтхъун
1010,lecken::V,լիզել,бзэи́н
1011,beißen::V,կծել,ецэкъэ́н
1012,abreißen::V,պոկել,къичын
1013,abreißen::V,պոկել,пытхъын
1014,abschneiden::V,կտրել ,пыупкӏын
1015,abschneiden::V,կտրել ,гобзыкӏын
1016,binden::V,կապել,епхын
1017,stecken::V,խրել,хэсэн
1018,brechen::V,կոտրել ,зэпыпкӏын
1019,klopfen::V,թակել,теон
1020,hauen::V,ծեծել,теон
1021,kleben::V,կպցնել,щхэн
1022,reiben::V,շփել,пӏотын
1023,streichen::V,վրան քսել,щыфэн
1024,schleifen::V,սրել ,гъэчаны́н
1025,schleifen::V,սրել ,кӏэлыкӏы́н
1026,schneiden::V,կտրել,бзын
1027,rütteln::V,ցնցել,гъэсысын
1028,schütteln::V,թափահարել,гъэсысын
1029,schwenken::V,ճոճել,ӏэ шӏын
1030,schütten::V,լցնել,икӏэ́н
1031,füllen::V,լիքը լցնել,из шӏын
1032,einwickeln::V,փաթաթել,кӏоцӏыщыхьа́н
1033,tragen::V,կրել,хьын
1034,tragen::V,տանել,хьын
1035,schleppen::V,քաշել,пхьын
1036,schleppen::V,քաշել,плъэшъун
1037,ziehen::V,ձգել,пкъудыин
1038,ziehen::V,ձգել,пщэн
1039,ziehen::V,ձգել,плъэшъун
1040,ziehen::V,քաշել,пкъудыин
1041,ziehen::V,քաշել,пщэн
1042,ziehen::V,քաշել,плъэшъун
1043,aufbewahren::V,պահել ,пӏыгъын
1044,aufbewahren::V,պահել ,уухъумэн
1045,werfen::V,նետել,дзын
1046,packen::V,հափշտակել,къэубыты́н
1047,verstecken::V,ծածկել,бгъэбылъын
1048,teilen::V,բաժանել,гощы́н
1049,schicken::V,ուղարկել,гъахьы́н
1050,bringen::V,բերել,къэхьы́н
1051,hinzufügen::V,ավելացնել,хэгъэхъо́н
1052,bekommen::V,հայթայթել,
1053,erhalten::V,ստանալ,
1054,nehmen::V,վերցնել,къытехы́н
1055,wählen::V,ընտրել,къыхэхы́н
1056,auswählen::V,գերադասել,къыхэхы́н
1057,bewahren::V,պահպանել,къэухъумэн
1058,behindern::V,խոչընդոտել,пэрыохъу хъун
1059,verderben::V,փչացնել,къутэн
1060,beschädigen::V,վնասել,къутэн
1061,zerbrechen::V,ջարդել,къутэн
1062,zerbrechen::V,կոտրել,къутэн
1063,zerreißen::V,պատռել,зэӏэтхъы́н
1064,zerstören::V,քանդել,къутэ́н
1065,verbrennen::V,այրել,гъэсты́н
1066,geben::V,տալ,еты́н
1067,reichen::V,հանձնել,еты́н
1068,schenken::V,նվիրել,еты́н
1069,versprechen::V,խոստանալ,гъэгугъэ́н
1070,wünschen::V,մաղթել,шӏоигъо́н
1071,loben::V,գովել,щытхъун
1072,küssen::V,համբուրել,ебэу́н
1073,wiegen::V,օրորել,гъэхъыен
1074,zudecken::V,վրան գցել,техъо́н
1075,wecken::V,զարթնեցնել,къэгъэущы́н
1076,zeigen::V,ցույց տալ,гъэлъэгъо́н
1077,führen::V,ուղեկցել,щэн
1078,lehren::V,սովորեցնել,егъэджэ́н
1079,lehren::V,սովորեցնել,егъэшӏэн
1080,unterrichten::V,ավանդել,егъэджэ́н
1081,aufziehen::V,դաստիարակել,пӏун
1082,leiten::V,ղեկավարել,гъэзекӏон
1083,leiten::V,կառավարել,гъэзекӏон
1084,antreiben::V,շտապեցնել,къепфылӏэн
1085,lassen::V,ստիպել,еты́н
1086,einladen::V,հրավիրել,къегъэблэгъэн
1087,vereinigen::V,միացնել,зэгогъэхьан
1088,besuchen::V,այցելել,щыӏэ́н
1089,treffen::V,հանդիպել,ӏукӏэ́н
1090,treffen::V,հանդիպել,пэгъокӏы́н
1091,sich versammeln::V,հավաքվել,зэхэхьан
1092,spielen::V,խաղալ,джэгу́н
1093,singen::V,երգել,орэ́д къэӏо́н
1094,tanzen::V,պարել,къэшъо́н
1095,sich trennen::V,ցրվել,зэгокӏыжьы́ных
1096,verlassen::V,լքել,бгынэн
1097,verlassen::V,լքել,хэкӏыжьын
1098,retten::V,փրկել,къыхэпхыжьын
1099,retten::V,փրկել,къэбгъэнэжьын
1100,bewachen::V,պահել,къэгъэгъунэн
1101,schützen::V,պաշտպանել,ухъумэ́н
1102,verteidigen::V,պաշտպանել,къэухъумэн
1103,sich schlagen::V,կռվել,эзэон
1104,schießen::V,կրակել,он
1105,siegen::V,հաղթել,текӏо́н
1106,ärgern::V,ձանձրացնել,бгъэгубжын
1107,schlagen::V,խփել,ео́н
1108,treten::V,քացի տալ,
1109,stechen::V,խայթել,хэӏун
1110,stoßen::V,մղել,тӏыро́н
1111,stoßen::V,մղել,уеӏункӏын
1112,stehlen::V,գողանալ,тыгъу́н
1113,stören::V,խանգարել,бгъэгумэкӏын
1114,belästigen::V,անհանգստացնել,бгъэгумэкӏын
1115,verbergen::V,թաքցնել,ушъэфын
1116,täuschen::V,խաբել,гъэпцӏэ́н
1117,betrügen::V,խաբել,гъэпцӏэ́н
1118,töten::V,սպանել ,уикӏын
1119,wohnen::V,բնակվել,дэсын
1120,arbeiten::V,աշխատել,лэжьэ́н
1121,sammeln::V,հավաքել,угъои́н
1122,pflücken::V,քաղել,къыпычы́н
1123,jagen::V,որս անել,шэкӏон
1124,jagen::V,որս անել,ешэкӏон
1125,fischen::V,ձուկ բռնել,пцэжъые уешэн
1126,fassen::V,բռնել,къэубыты́н
1127,hüten::V,արածեցնել,хэхъо́н
1128,treiben::V,հովուել,пфын
1129,anbinden::V,չուանել,епхын
1130,füttern::V,կերակրել,гъэшхэ́н
1131,melken::V,կթել,щын
1132,hacken::V,կոտորել,упкӏэтэн
1133,gießen::V,ջրել,тепкӏэн
1134,reifen::V,հասունանալ ,игъо хъун
1135,zubereiten::V,պատրաստել,бгъэхьазырын
1136,kochen::V,եփել,шӏы́н
1137,backen::V,թխել,гъэжъэ́н
1138,braten::V,տապակել,гъэжъэ́н
1139,umrühren::V,խառնել,зэхэгъэкӏухьан
1140,stricken::V,գործել,хъын
1141,nähen::V,կարել,дэн
1142,färben::V,ներկել,бгъэлэн
1143,reinigen::V,մաքրել,укъэбзы́н
1144,waschen::V,լվանալ,бгыкӏын
1145,abwischen::V,սրբել,лъэкӏы́н
1146,spülen::V,ողողել,дэгъэчъыхьан
1147,spülen::V,պարզաջրել,дэгъэчъыхьан
1148,fegen::V,ավլել,пхъэнкӏы́н
1149,kehren::V,ավլել,пхъэнкӏы́н
1150,baden::V,լողանալ,зыгъэпскӏын
1151,sich waschen::V,լվացվել,зытхьакӏы́н
1152,ausziehen::V,հանել,къытехы́н
1153,anziehen::V,հագնել,щылъэ́н
1154,sich anziehen::V,հագնվել,зыфэпэн
1155,kämmen::V,սանրել,жьын
1156,schmücken::V,զարդարել,гъэдэхэ́н
1157,sagen::V,ասել,къэӏон
1158,sprechen::V,խոսել,псэлъэ́н
1159,reden::V,զրուցել,гущыӏэ́н
1160,sich unterhalten::V,խոսակցել,зэдэгущыӏэн
1161,fragen::V,հարցնել,упчӏэ́н
1162,bitten::V,խնդրել,лъэӏо́н
1163,erzählen::V,պատմել,къэпӏотэ́н
1164,mitteilen::V,հաղորդել,макъэ егъэӏун
1165,nennen::V,անվանել,цӏэ фэусы́н
1166,rufen::V,կանչել,джэн
1167,prahlen::V,պարծենալ,узыщытхъужьы́н
1168,übersetzen::V,թարգմանել,бгъэкӏотэн
1169,denken::V,մտածել,егупшысэ́н
1170,glauben::V,հավատալ,уивыхъэ́ телъы́н
1171,bemerken::V,նկատել,гу лъыптэ́н
1172,erkennen::V,ճանաչել,зэхэпхын
1173,erkennen::V,ճանաչել,зэбгъэшӏэн
1174,begreifen::V,հասկանալ,гурыӏо́н
1175,verstehen::V,ըմբռնել,зэхэхын
1176,lernen::V,սովորել,еджэ́н
1177,wissen::V,իմանալ,шӏэн
1178,sich erinnern an::V,հիշել,къэшӏэжьын
1179,sich erinnern an::V,մտաբերել,къэшӏэжьын
1180,vergessen::V,մոռանալ,пщыгъупшэжьы́н
1181,messen::V,չափել,шын
1182,zählen::V,թվել,плъытэ́н
1183,zählen::V,հաշվել,плъытэ́н
1184,rechnen::V,հաշվել,плъытэ́н
1185,rechnen::V,հաշվել,угугъэ́н
1186,rechnen::V,հաշվարկել,плъытэ́н
1187,rechnen::V,հաշվարկել,угугъэ́н
1188,lesen::V,կարդալ,еджэ́н
1189,malen::V,նկարել,шӏын
1190,zeichnen::V,գծել,шӏын
1191,schreiben::V,գրել,тхын
1192,besitzen::V,ունենալ,иӏэн
1193,besitzen::V,տեր լինել,иӏэн
1194,kaufen::V,գնել,щэфы́н
1195,verkaufen::V,վաճառել,щэн
1196,bezahlen::V,վճարել,птын
1197,bezahlen::V,վճարել,лъыптын
1198,bezahlen::V,վճարել,птыжьы́н
1199,zahlen::V,վճարել,птын
1200,zahlen::V,վճարել,лъыптын
1201,beherrschen::V,ղեկավարել,иунаеу иӏэн
1202,ertragen::V,դիմանալ,щэчы́н
1203,Horn::N,,бжъэ
1204,fangen::V,,къэубыты́н
