,Concept_ID,ja,fr
869,neun::NUM,九つ,neuf
870,zehn::NUM,十,dix
871,elf::NUM,十一,onze
872,zwölf::NUM,十二,douze
873,zwanzig::NUM,二十,vingt
874,dreißig::NUM,三十,trente
875,vierzig::NUM,四十,quarante
876,fünfzig::NUM,五十,cinquante
877,sechzig::NUM,六十,soixante
878,siebzig::NUM,七十,soixante-dix
879,achtzig::NUM,八十,quatre-vingt
880,neunzig::NUM,九十,quatre-vingt-dix
881,hundert::NUM,百,cent
882,tausend::NUM,千,mille
883,und::CNJ,-と,et
884,und::CNJ,そして,et
885,oder::CNJ,或いは,ou
886,stehen::V,立っている,être debout
887,sitzen::V,座っている,être assis
888,liegen::V,横になっている,être couché
889,hängen::V,掛かっている,pendre
890,werden::V,なる,devenir
891,passieren::V,起こる,se passer
892,beginnen::V,始まる,commencer
893,enden::V,終わる,finir
894,enden::V,終わる,se terminer
895,wechseln::V,変わる,changer
896,wechseln::V,変わる,alterner
897,aufgehen[Sonne]::V,出る,se lever
898,untergehen[Sonne]::V,沈む,se coucher
899,scheinen[Sonne]::V,輝く,briller
900,donnern::V,雷が鳴る,tonner
901,wehen::V,吹く,souffler
902,strömen::V,流れる,affluer
903,fließen::V,流れる,couler
904,sich drehen::V,回転する,tourner
905,schwanken::V,揺れる,osciller
906,schwanken::V,揺れる,chanceler
907,schwingen::V,振動する,vibrer
908,schwingen::V,振動する,osciller
909,fallen::V,落ちる,tomber
910,brennen::V,燃える,brûler
911,brennen::V,燃える,flamber
912,rauchen::V,煙を出す,fumer
913,regnen::V,雨が降る,pleuvoir
914,gefrieren::V,凍る,geler
915,tauen::V,溶ける,dégeler
916,schmelzen::V,溶ける,fondre
917,trocknen::V,乾く,sécher
918,sieden::V,沸く,bouillir
919,faulen::V,腐る,pourrir
920,faulen::V,腐る,se putréfier
921,verfaulen::V,朽ちる,pourrir
922,reißen::V,切れる,rompre
923,reißen::V,切れる,se déchirer
924,versinken::V,沈む,s'enfoncer
925,vergehen::V,経つ,passer
926,erscheinen::V,現れる,apparaître
927,verschwinden::V,消える,disparaître
928,sinken::V,下がる,descendre
929,sinken::V,下がる,s'abaisser
930,abnehmen::V,減る,diminuer
931,zunehmen::V,増える,augmenter
932,steigen::V,上がる,monter
933,wachsen::V,伸びる,croître
934,glänzen::V,輝く,briller
935,funkeln::V,ぴかぴか光る,étinceler
936,lärmen::V,騒ぐ,faire du bruit
937,läuten::V,鳴る,sonner
938,klingeln::V,鳴る,sonner
939,klirren::V,がらんがらんと鳴る,cliqueter
940,brausen::V,逆巻く,mugir
941,rauschen::V,戦ぐ,bruire
942,klingen::V,鳴る,sonner
943,bellen::V,吠える,aboyer
944,heulen::V,きゃんきゃん鳴く,hurler
945,blasen::V,吹く,souffler
946,pfeifen::V,口笛を吹く,siffler
947,schreien::V,叫ぶ,crier
948,stöhnen::V,うめく,gémir
949,zittern::V,震える,trembler
950,leben::V,生きている,vivre
951,geboren werden::V,生まれる,naître
952,atmen::V,呼吸する,respirer
953,trinken::V,飲む,boire
954,essen::V,食べる,manger
955,schlucken::V,飲み込む,avaler
956,müde werden::V,眠くなる,se lasser
957,müde werden::V,眠くなる,se fatiguer
958,einschlafen::V,寝付く,s'endormir
959,schlafen::V,眠る,dormir
960,aufwachen::V,目が覚める,se réveiller
961,aufstehen::V,起きる,se lever
962,sich erholen::V,休養する,se reposer
963,sich erholen::V,休養する,se détendre
964,krank werden::V,病気になる,tomber malade
965,krank sein::V,病気である,être malade
966,schmerzen::V,痛む,faire mal
967,husten::V,咳をする,tousser
968,genesen::V,元気になる,guérir
969,genesen::V,元気になる,se remettre
970,sterben::V,死ぬ,mourir
971,sterben::V,亡くなる,mourir
972,umkommen::V,死亡する,périr
973,sich bewegen::V,移動する,bouger
974,sich rühren::V,動く,broncher
975,sich erheben::V,立ち上がる,se lever
976,sich setzen::V,座る,s'asseoir
977,hinfallen::V,転ぶ,tomber
978,laufen::V,歩く,marcher
979,laufen::V,歩く,aller à pied
980,schreiten::V,跨ぐ,marcher
981,spazierengehen::V,散歩する,se promener
982,eilen::V,急ぐ,courir
983,sich beeilen::V,焦る,se hâter
984,sich beeilen::V,焦る,se dépêcher
985,sausen::V,疾駆する,filer
986,rennen::V,走る,courir
987,springen::V,跳ぶ,sauter
988,klettern::V,よじ登る,grimper
989,schaukeln::V,ぶらんこに乗る,se balancer
990,kriechen::V,這う,ramper
991,schwimmen::V,泳ぐ,nager
992,tauchen::V,潜る,plonger
993,rudern::V,漕ぐ,ramer
994,fahren::V,行く,aller
995,fahren::V,行く,rouler
996,fahren::V,乗車する,aller
997,fahren::V,乗車する,rouler
998,fliegen::V,飛ぶ,voler
999,gehen::V,行く,aller
1000,weggehen::V,立ち去る,s'en aller
1001,abfahren::V,出発する,partir
1002,anhalten::V,止まる,s'arrêter
1003,hineingehen::V,入る,entrer
1004,eintreten::V,中に入る,entrer
1005,kommen::V,来る,venir
1006,ankommen::V,着く,arriver
1007,ankommen::V,到着する,arriver
1008,zurückkommen::V,帰る,revenir
1009,bleiben::V,留まる,rester
1010,bleiben::V,留まる,demeurer
1011,warten::V,待つ,attendre
1012,erwarten::V,期待する,attendre
1013,suchen::V,探る,chercher
1014,finden::V,見つける,trouver
1015,versuchen::V,試す,essayer
1016,vorbereiten::V,準備する,préparer
1017,lieben::V,愛する,aimer
1018,mögen::V,好きである,aimer
1019,mögen::V,好きである,vouloir
1020,lachen::V,笑う,rire
1021,rühren::V,感情を動かす,toucher
1022,rühren::V,感情を動かす,attendrir
1023,weinen::V,泣く,pleurer
1024,schimpfen::V,叱る,gronder
1025,sich ärgern::V,怒る,se fâcher
1026,sich ärgern::V,腹を立てる,se fâcher
1027,sich fürchten::V,怖がる,avoir peur
1028,fürchten::V,恐れる,craindre
1029,fürchten::V,恐れる,avoir peur de
1030,fliehen::V,逃げる,fuir
1031,flüchten::V,逃亡する,s'enfuir
1032,sehen::V,見る,voir
1033,anschauen::V,眺める,regarder
1034,ansehen::V,見る,regarder
1035,hören::V,聞く,entendre
1036,zuhören::V,聴く,écouter
1037,probieren::V,食べてみる,goûter
1038,riechen::V,気取る,sentir
1039,fühlen::V,感じる,sentir
1040,scheinen::V,ように見える,sembler
1041,scheinen::V,ように見える,paraître
1042,zu sehen sein::V,見える,se voir
1043,zu sehen sein::V,見える,être visible
1044,vernehmen::V,承る,entendre
1045,vernehmen::V,承る,percevoir
1046,frieren::V,寒気がする,avoir froid
1047,tun::V,する,faire
1048,können::V,出来る,savoir
1049,können::V,出来る,pouvoir
1050,wollen::V,-たい,vouloir
1051,anfangen::V,始める,commencer
1052,beenden::V,終える,finir
1053,beenden::V,終える,terminer
1054,aufhören::V,止める,cesser
1055,aufhören::V,止める,arrêter
1056,gelingen::V,成功する,réussir
1057,geraten::V,当たる,réussir
1058,öffnen::V,開く,ouvrir
1059,öffnen::V,開ける,ouvrir
1060,schließen::V,閉める,fermer
1061,stellen::V,置く,poser
1062,stellen::V,置く,mettre
1063,stellen::V,据える,poser
1064,stellen::V,据える,mettre
1065,setzen::V,座らせる,placer
1066,legen::V,置く,placer
1067,berühren::V,触る,toucher
1068,berühren::V,触れる,toucher
1069,verbinden::V,結びつける,lier
1070,bedecken::V,覆う,couvrir
1071,aufhängen::V,掛ける,accrocher
1072,anzünden::V,燃やす,allumer
1073,anzünden::V,火をつける,allumer
1074,aufheben::V,拾う,ramasser
1075,zurücklassen::V,残す,laisser
1076,verlieren::V,無くす,perdre
1077,fallen lassen::V,落とす,lâcher
1078,fallen lassen::V,落とす,laisser tomber
1079,machen::V,作る,faire
1080,herstellen::V,製造する,produire
1081,herstellen::V,製造する,fabriquer
1082,bauen::V,建設する,bâtir
1083,bauen::V,建設する,construire
1084,reparieren::V,直す,réparer
1085,reparieren::V,修理する,réparer
1086,verbessern::V,改良する,améliorer
1087,ändern::V,変える,changer
1088,ändern::V,変える,modifier
1089,graben::V,掘る,creuser
1090,beugen::V,折る,plier
1091,beugen::V,折る,ployer
1092,biegen::V,曲げる,courber
1093,drehen::V,回す,tordre
1094,drehen::V,回す,tourner
1095,wenden::V,裏返す,retourner
1096,umdrehen::V,裏返す,tourner
1097,heben::V,挙げる,soulever
1098,hochheben::V,持ち上げる,lever
1099,ergreifen::V,取り上げる,saisir
1100,ergreifen::V,取り上げる,prendre
1101,halten::V,持つ,tenir
1102,drücken::V,押す,presser
1103,schieben::V,ずらす,pousser
1104,kratzen::V,引っ掻く,gratter
1105,kratzen::V,引っ掻く,égratigner
1106,lecken::V,なめる,lécher
1107,beißen::V,噛む,mordre
1108,abreißen::V,剝ぎ取る,arracher
1109,abschneiden::V,切り取る,couper
1110,binden::V,縛る,lier
1111,binden::V,縛る,attacher
1112,stecken::V,差し込む,enfoncer
1113,brechen::V,破る,rompre
1114,klopfen::V,とんとん叩く,frapper
1115,hauen::V,叩く,frapper
1116,kleben::V,貼る,coller
1117,kleben::V,くっ付ける,coller
1118,reiben::V,擦る,frotter
1119,streichen::V,塗る,empâter
1120,schleifen::V,研ぐ,affiler
1121,schleifen::V,研ぐ,aiguiser
1122,schneiden::V,切る,couper
1123,schneiden::V,切る,trancher
1124,rütteln::V,揺さぶる,cahoter
1125,schütteln::V,振る,secouer
1126,schütteln::V,揺さぶる,secouer
1127,schwenken::V,振る,agiter
1128,schütten::V,注ぐ,verser
1129,füllen::V,いっぱいにする,remplir
1130,einwickeln::V,包む,envelopper
1131,tragen::V,運ぶ,porter
1132,schleppen::V,引きずる,traîner
1133,ziehen::V,引く,tirer
1134,aufbewahren::V,預かる,garder
1135,aufbewahren::V,預かる,conserver
1136,werfen::V,投げる,jeter
1137,werfen::V,投げる,lancer
1138,fangen::V,受ける,attraper
1139,packen::V,掴む,agripper
1140,verstecken::V,隠す,cacher
1141,teilen::V,分ける,diviser
1142,schicken::V,送る,envoyer
1143,bringen::V,持って行く,apporter
1144,hinzufügen::V,加える,ajouter
1145,bekommen::V,得る,obtenir
1146,erhalten::V,受ける,recevoir
1147,nehmen::V,取る,prendre
1148,wählen::V,選ぶ,choisir
1149,auswählen::V,選ぶ,choisir
1150,auswählen::V,選ぶ,sélectionner
1151,bewahren::V,保存する,préserver
1152,behindern::V,妨害する,gêner
1153,verderben::V,台無しにする,gâter
1154,verderben::V,台無しにする,corrompre
1155,beschädigen::V,損傷する,endommager
1156,zerbrechen::V,割る,casser
1157,zerreißen::V,引き裂く,déchirer
1158,zerstören::V,破壊する,détruire
1159,verbrennen::V,焼く,brûler
1160,geben::V,上げる,donner
1161,reichen::V,渡す,tendre
1162,schenken::V,贈る,offrir
1163,versprechen::V,約束する,promettre
1164,wünschen::V,望む,souhaiter
1165,loben::V,褒める,louer
1166,küssen::V,キスする,embrasser
1167,wiegen::V,揺する,bercer
1168,zudecken::V,覆う,couvrir
1169,wecken::V,起こす,éveiller
1170,wecken::V,起こす,réveiller
1171,zeigen::V,見せる,montrer
1172,zeigen::V,見せる,faire voir
1173,führen::V,案内する,guider
1174,lehren::V,教える,apprendre
1175,unterrichten::V,通知する,instruire
1176,aufziehen::V,育てる,élever
1177,leiten::V,導く,diriger
1178,leiten::V,導く,conduire
1179,antreiben::V,励ます,pousser
1180,lassen::V,～させる,faire
1181,einladen::V,誘う,inviter
1182,einladen::V,招待する,inviter
1183,vereinigen::V,一つにする,unir
1184,vereinigen::V,一つにする,réunir
1185,besuchen::V,訪ねる,visiter
1186,besuchen::V,訪ねる,aller voir
1187,treffen::V,出会う,rencontrer
1188,sich versammeln::V,集まる,s'assembler
1189,spielen::V,遊ぶ,jouer
1190,singen::V,歌う,chanter
1191,tanzen::V,踊る,danser
1192,sich trennen::V,別れる,se séparer
1193,verlassen::V,別れる,quitter
1194,retten::V,救う,sauver
1195,retten::V,助ける,sauver
1196,bewachen::V,見張る,garder
1197,bewachen::V,軽微する,garder
1198,schützen::V,保護する,protéger
1199,verteidigen::V,守る,défendre
1200,sich schlagen::V,殴る,se taper
1201,schießen::V,撃つ,tirer
1202,siegen::V,勝つ,vaincre
1203,ärgern::V,怒らせる,agacer
1204,schlagen::V,殴る,battre
1205,schlagen::V,殴る,frapper
1206,treten::V,蹴る,botter
1207,treten::V,蹴る,donner un coup de pied à
1208,stechen::V,突く,piquer
1209,stoßen::V,突く,heurter
1210,stehlen::V,盗る,voler
1211,stören::V,構う,gêner
1212,stören::V,構う,déranger
1213,belästigen::V,邪魔する,molester
1214,belästigen::V,邪魔する,importuner
1215,verbergen::V,隠す,cacher
1216,verbergen::V,隠す,dissimuler
1217,täuschen::V,だます,abuser
1218,täuschen::V,だます,tromper
1219,betrügen::V,だます,duper
1220,betrügen::V,だます,frauder
1221,töten::V,殺す,tuer
1222,wohnen::V,住む,habiter
1223,wohnen::V,住む,demeurer
1224,arbeiten::V,働く,travailler
1225,sammeln::V,集める,collectionner
1226,sammeln::V,収集する,collectionner
1227,pflücken::V,摘む,cueillir
1228,jagen::V,狩りをする,chasser
1229,fischen::V,釣る,pêcher
1230,fassen::V,捕る,capturer
1231,hüten::V,放牧する,garder
1232,treiben::V,追う,mener
1233,anbinden::V,繋ぐ,attacher
1234,füttern::V,餌をやる,faire manger
1235,melken::V,搾乳する,traire
1236,hacken::V,刻む,fendre
1237,gießen::V,水をやる,arroser
1238,reifen::V,熟す,mûrir
1239,zubereiten::V,調理する,préparer
1240,kochen::V,煮る,cuire
1241,backen::V,焼く,cuire
1242,braten::V,焼く,rôtir
1243,braten::V,炒める,rôtir
1244,umrühren::V,混ぜる,remuer
1245,stricken::V,編む,tricoter
1246,nähen::V,縫う,coudre
1247,färben::V,染める,teindre
1248,reinigen::V,掃除する,nettoyer
1249,waschen::V,洗う,laver
1250,waschen::V,洗濯する,laver
1251,abwischen::V,拭く,essuyer
1252,spülen::V,洗う,rincer
1253,spülen::V,すすぐ,rincer
1254,fegen::V,掃除する,balayer
1255,kehren::V,掃く,balayer
1256,baden::V,入浴する,se baigner
1257,sich waschen::V,洗う,se laver
1258,ausziehen::V,脱ぐ,ôter
1259,ausziehen::V,脱ぐ,enlever
1260,anziehen::V,着る,mettre
1261,sich anziehen::V,着る,s'habiller
1262,kämmen::V,梳く,peigner
1263,schmücken::V,飾る,orner
1264,schmücken::V,飾る,décorer
1265,sagen::V,言う,dire
1266,sprechen::V,話す,parler
1267,reden::V,話す,parler
1268,sich unterhalten::V,話をする,bavarder
1269,sich unterhalten::V,話をする,s'entretenir
1270,fragen::V,聞く,demander
1271,bitten::V,頼む,prier
1272,bitten::V,お願いする,prier
1273,erzählen::V,物語る,raconter
1274,mitteilen::V,伝える,communiquer
1275,nennen::V,名づける,nommer
1276,nennen::V,名づける,appeler
1277,rufen::V,呼ぶ,appeler
1278,prahlen::V,自慢する,se vanter
1279,übersetzen::V,訳す,traduire
1280,denken::V,考える,penser
1281,glauben::V,信じる,croire
1282,bemerken::V,気が付く,remarquer
1283,bemerken::V,気が付く,apercevoir
1284,erkennen::V,認識する,reconnaître
1285,begreifen::V,分かる,concevoir
1286,verstehen::V,聞き取る,entendre
1287,verstehen::V,聞き取る,comprendre
1288,lernen::V,学ぶ,apprendre
1289,lernen::V,勉強する,apprendre
1290,wissen::V,知っている,savoir
1291,sich erinnern an::V,思い出す,se souvenir de
1292,vergessen::V,忘れる,oublier
1293,messen::V,計る,mesurer
1294,messen::V,測定する,mesurer
1295,zählen::V,数える,compter
1296,rechnen::V,計算する,calculer
1297,lesen::V,読む,lire
1298,malen::V,描く,peindre
1299,zeichnen::V,写生する,dessiner
1300,schreiben::V,書く,écrire
1301,besitzen::V,所持する,posséder
1302,kaufen::V,買う,acheter
1303,verkaufen::V,売る,vendre
1304,bezahlen::V,払う,payer
1305,zahlen::V,支払う,payer
1306,beherrschen::V,支配する,dominer
1307,beherrschen::V,支配する,maîtriser
1308,ertragen::V,耐える,tolérer
1309,ertragen::V,耐える,supporter
