,Concept_ID,ga,sk
820,schlecht::A,dona,zlý
821,schlecht::A,droch-,zlý
822,richtig::A,ceart,správny
823,schlimm::A,gránna,zlý
824,schlimm::A,gránna,nepríjemný
825,schlimm::A,tubaisteach,zlý
826,schlimm::A,tubaisteach,nepríjemný
827,wahr::A,fíor,pravý
828,wahr::A,fíor,pravdivý
829,alt::A,sean,starý
830,neu::A,úr,nový
831,neu::A,nua,nový
832,ehemalig::A,iar-,bývalý
833,ehemalig::A,sean-,bývalý
834,alt[Lebewesen]::A,sean,starý
835,alt[Lebewesen]::A,aosta,starý
836,jung::A,óg,mladý
837,arm::A,bocht,chudobný
838,reich::A,saibhir,bohatý
839,reich::A,rachmasach,bohatý
840,bekannt::A,atá eolas air,známy
841,berühmt::A,cailiúil,slávny
842,berühmt::A,cailiúil,povestný
843,berühmt::A,clúiteach,slávny
844,berühmt::A,clúiteach,povestný
845,fremd::A,coimhthíoch,cudzí
846,verschieden::A,éagsúil,rôzny
847,verschieden::A,éagsúil,rozličný
848,verschieden::A,difriúil,rôzny
849,verschieden::A,difriúil,rozličný
850,nah::A,gar,blízky
851,nah::A,deas,blízky
852,fern::A,i bhfad uainn,ďaleký
853,fern::A,i bhfad i gcéin,ďaleký
854,linker::A,clé,ľavý
855,rechter::A,deas,pravý
856,anderer::A,eile,iný
857,anderer::A,eile,druhý
858,erster::A,céad,prvý
859,zweiter::A,dóú,druhý
860,zweiter::A,dara,druhý
861,dritter::A,tríú,tretí
862,dritter::A,treas,tretí
863,letzter::A,déanach,ostatný
864,letzter::A,déanach,posledný
865,letzter::A,deireanach,ostatný
866,letzter::A,deireanach,posledný
867,allein::ADV,i d'aonar,sám
868,auf einmal::ADV,ag an am céanna,zároveň
869,zusammen::ADV,le chéile,spolu
870,zusammen::ADV,le chéile,spoločne
871,zusammen::ADV,in eineacht,spolu
872,zusammen::ADV,in eineacht,spoločne
873,lange::ADV,fada,dlho
874,plötzlich::ADV,go tobann,náhle
875,plötzlich::ADV,i dtobainne,náhle
876,sofort::ADV,ar an toirt,hneď
877,sofort::ADV,ar an toirt,ihneď
878,sofort::ADV,ar an bpointe,hneď
879,sofort::ADV,ar an bpointe,ihneď
880,später::ADV,níos déanaí,neskoršie
881,jetzt::ADV,anois,teraz
882,heute::ADV,inniu,dnes
883,morgen::ADV,amárach,zajtra
884,bald::ADV,go luath,skoro
885,bald::ADV,gan mhoill,skoro
886,dann::ADV,ansin,nato
887,dann::ADV,ansin,potom
888,gestern::ADV,inné,včera
889,einst::ADV,tráth,kedysi
890,einst::ADV,tráth,niekedy
891,einst::ADV,uair amháin,kedysi
892,einst::ADV,uair amháin,niekedy
893,damals::ADV,ag an am,vtedy
894,damals::ADV,an t-am sin,vtedy
895,danach::ADV,ina dhiaidh sin,potom
896,danach::ADV,ina dhiaidh sin,podľa toho
897,vorher::ADV,cheana,napred
898,vorher::ADV,cheana,predtým
899,vorher::ADV,roimhe sin,napred
900,vorher::ADV,roimhe sin,predtým
901,zuerst::ADV,ar dtús,najprv
902,einmal::ADV,uair amháin,raz
903,einmal::ADV,uair amháin,jedenkrát
904,manchmal::ADV,uaireanta,občas
905,manchmal::ADV,uaireanta,niekedy
906,oft::ADV,minic,často
907,immer::ADV,i gcónaí,vždy
908,immer::ADV,i gcónaí,ustavične
909,niemals::ADV,riamh,nikdy
910,hier::ADV,anseo,tu
911,hierhin::ADV,anseo,sem
912,hierhin::ADV,anseo,tade
913,von hier::ADV,an áit seo,odtiaľto
914,dort::ADV,ann,tam
915,dort::ADV,ansin,tam
916,dorthin::ADV,ann,ta
917,dorthin::ADV,ann,tam
918,dorthin::ADV,ansin,ta
919,dorthin::ADV,ansin,tam
920,geradeaus::ADV,ar aghaidh,rovno
921,geradeaus::ADV,ar aghaidh,priamo
922,rückwärts::ADV,siar,nazad
923,zurück::ADV,ar ais,späť
924,zurück::ADV,ar ais,naspäť
925,unten::ADV,thíos,dolu
926,unten::ADV,thíos,naspodku
927,hinab::ADV,síos,dolu
928,oben::ADV,thuas,hore
929,oben::ADV,thuas,navrchu
930,hinauf::ADV,suas,hore
931,hinauf::ADV,suas,navrch
932,überall::ADV,i ngach áit,všade
933,überall::ADV,ar fud na háite,všade
934,nicht::ADV,ní,nie
935,nicht::ADV,cha,nie
936,ein wenig::ADV,beagán,trocha
937,kaum::ADV,ar éigean,ledva
938,sehr::ADV,an-,veľmi
939,so::ADV,chomh,tak
940,so::ADV,chomh,takto
941,so::ADV,mar sin,tak
942,so::ADV,mar sin,takto
943,noch::ADV,fós,ešte
944,noch::ADV,go fóill,ešte
945,nur::ADV,amháin,len
946,nur::ADV,níl ach,len
947,schon::ADV,cheana,už
948,schon::ADV,cheana féin,už
949,wieder::ADV,arís,zasa
950,wieder::ADV,athuair,zasa
951,vergebens::ADV,amú,márne
952,vergebens::ADV,amú,nadarmo
953,vergebens::ADV,in aisce,márne
954,vergebens::ADV,in aisce,nadarmo
955,vor::PRP,ar thosach,pred
956,hinter::PRP,laistiar de,za
957,hinter::PRP,taobh thiar de,za
958,unter::PRP,faoi,pod
959,durch::PRP,trí,cez
960,neben::PRP,taobh le,pri
961,neben::PRP,taobh le,vedľa
962,neben::PRP,in aice le,pri
963,neben::PRP,in aice le,vedľa
964,zwischen::PRP,idir,medzi
965,wegen::PRP,de bharr,pre
966,wegen::PRP,de bharr,kvôli
967,wegen::PRP,mar gheall ar,pre
968,wegen::PRP,mar gheall ar,kvôli
969,dies::PRN,seo,to
970,dies::PRN,seo,táto
971,das::PRN,sin,to
972,alles::PRN,gach rud,všetko
973,ich::PRN,mé,ja
974,ich::PRN,mise,ja
975,du::PRN,tú,ty
976,du::PRN,tusa,ty
977,er::PRN,sé,on
978,er::PRN,seisean,on
979,wir::PRN,sinn,my
980,ihr::PRN,sibh,vy
981,ihr::PRN,sibhse,vy
982,sie::PRN,siad,oni
983,sie::PRN,siadsan,oni
984,was::FPRN,cad,čo
985,was::FPRN,céard,čo
986,wer::FPRN,cé,kto
987,wo::FADV,cá,kde
988,wo::FADV,cén áit,kde
989,wohin::FADV,cá,kam
990,wohin::FADV,cén áit,kam
991,wie::FADV,conas,ako
992,wie::FADV,cén chaoi,ako
993,warum::FADV,cén fáth,prečo
994,warum::FADV,cad chuige,prečo
995,wieviel::FNUM,cá mhéad,koľko
996,eins::NUM,aon,jeden
997,zwei::NUM,dhá,dva
998,drei::NUM,trí,tri
999,vier::NUM,ceathair,štyri
1000,fünf::NUM,cúig,päť
1001,sechs::NUM,sé,šesť
1002,sieben::NUM,seacht,sedem
1003,acht::NUM,ocht,osem
1004,neun::NUM,naoi,deväť
1005,zehn::NUM,deich,desať
1006,elf::NUM,aon déag,jedenásť
1007,zwölf::NUM,dó dhéag,dvanásť
1008,zwanzig::NUM,fiche,dvadsať
1009,dreißig::NUM,tríocha,tridsať
1010,vierzig::NUM,daichead,štyridsať
1011,vierzig::NUM,ceathracha,štyridsať
1012,fünfzig::NUM,caoga,päťdesiat
1013,sechzig::NUM,seasca,šesťdesiat
1014,siebzig::NUM,seachtó,sedemdesiat
1015,achtzig::NUM,ochtó,osemdesiat
1016,neunzig::NUM,nócha,deväťdesiat
1017,hundert::NUM,céad,sto
1018,tausend::NUM,míle,tisíc
1019,und::CNJ,agus,i
1020,oder::CNJ,nó,alebo
1021,stehen::V,seas,stáť
1022,sitzen::V,suigh,sedieť
1023,liegen::V,luigh,ležať
1024,hängen::V,tá crochta,visieť
1025,werden::V,éirigh,stať sa
1026,passieren::V,tarlaigh,stať sa
1027,beginnen::V,tosaigh,začať sa
1028,enden::V,críochnaigh,končiť sa
1029,wechseln::V,athraigh,meniť sa
1030,aufgehen[Sonne]::V,éirigh,vychádzať
1031,untergehen[Sonne]::V,fuin,zapadnúť
1032,untergehen[Sonne]::V,téigh faoi,zapadnúť
1033,scheinen[Sonne]::V,taitin,svietiť
1034,scheinen[Sonne]::V,soilsigh,svietiť
1035,donnern::V,tá toirneach ann,hrmieť
1036,wehen::V,séid,viať
1037,strömen::V,sil,prúdiť
1038,fließen::V,rith,tiecť
1039,fließen::V,snigh,tiecť
1040,sich drehen::V,cas,točiť sa
1041,sich drehen::V,cas,krútiť sa
1042,sich drehen::V,imrothlaigh,točiť sa
1043,sich drehen::V,imrothlaigh,krútiť sa
1044,schwanken::V,luasc,kolísať
1045,schwanken::V,luasc,klátiť sa
1046,schwingen::V,luasc,kývať sa
1047,schwingen::V,luasc,chvieť sa
1048,fallen::V,tit,padať
1049,brennen::V,dóigh,páliť
1050,brennen::V,dóigh,horieť
1051,rauchen::V,plúch toite,dymiť sa
1052,regnen::V,báistigh,pršať
1053,regnen::V,tá ag cur báistí,pršať
1054,gefrieren::V,sioc,zamrznút
1055,gefrieren::V,reoigh,zamrznút
1056,tauen::V,leáigh,taviť sa
1057,tauen::V,coscair,taviť sa
1058,schmelzen::V,leáigh,taviť sa
1059,trocknen::V,triomaigh,schnúť
1060,sieden::V,fiuch,vrieť
1061,sieden::V,beirigh,vrieť
1062,faulen::V,lobh,hniť
1063,faulen::V,dreoigh,hniť
1064,verfaulen::V,lobh,zhniť
1065,verfaulen::V,feoigh,zhniť
1066,reißen::V,bris,pretrhnúť sa
1067,versinken::V,téigh síos,zapadnúť
1068,versinken::V,téigh síos,potopiť sa
1069,vergehen::V,téigh thart,plynúť
1070,erscheinen::V,tar,objaviť sa
1071,verschwinden::V,imigh,zmiznúť
1072,sinken::V,tit,klesať
1073,sinken::V,ísligh,klesať
1074,abnehmen::V,maolaigh,ubúdať
1075,abnehmen::V,laghdaigh,ubúdať
1076,zunehmen::V,méadaigh,pribúdať
1077,steigen::V,éirigh,stúpať
1078,wachsen::V,fás,rásť
1079,glänzen::V,lonraigh,jagať sa
1080,glänzen::V,lonraigh,lesknúť sa
1081,funkeln::V,drithligh,iskriť sa
1082,lärmen::V,tóg callán,lomoziť
1083,läuten::V,buail,cengať
1084,klingeln::V,buail,zvoniť
1085,klirren::V,cling,rinčať
1086,brausen::V,búir,hučať
1087,rauschen::V,tá ag siosarnach,šumieť
1088,klingen::V,tá glór ag,znieť
1089,klingen::V,tá glór ag,zvoniť
1090,bellen::V,amhastraigh,štekať
1091,bellen::V,amhastraigh,brechať
1092,heulen::V,glam,vyť
1093,blasen::V,séid,duť
1094,blasen::V,séid,fúkať
1095,pfeifen::V,lig fead,pískať
1096,pfeifen::V,lig fead,hvízdať
1097,schreien::V,béic,kričať
1098,schreien::V,glaoigh,kričať
1099,stöhnen::V,lig cnead,stenať
1100,zittern::V,crith,triasť sa
1101,zittern::V,creathnaigh,triasť sa
1102,leben::V,mair,žiť
1103,geboren werden::V,rugadh,narodiť sa
1104,atmen::V,análaigh,dýchať
1105,trinken::V,ól,piť
1106,essen::V,ith,jesť
1107,schlucken::V,slog,zhltnuť
1108,müde werden::V,tuirsigh,unaviť sa
1109,einschlafen::V,tit ina chodladh,usnúť
1110,einschlafen::V,tit ina chodladh,zaspať
1111,schlafen::V,codail,spať
1112,aufwachen::V,múscail,zobudiť sa
1113,aufstehen::V,éirigh,vstať
1114,sich erholen::V,lig scíth,zotavovať sa
1115,sich erholen::V,lig scíth,oddýchovať si
1116,krank werden::V,éirigh tinn,ochorieť
1117,krank sein::V,tá tinn,chorieť
1118,krank sein::V,tá tinn,byť chorý
1119,schmerzen::V,tá pian i,bolieť
1120,husten::V,déan casacht,kašľať
1121,genesen::V,téarnaigh,uzdraviť sa
1122,sterben::V,éag,umrieť
1123,sterben::V,éag,zomrieť
1124,sterben::V,faigh bás,umrieť
1125,sterben::V,faigh bás,zomrieť
1126,umkommen::V,caill,zahynúť
1127,sich bewegen::V,bog,pohybovať sa
1128,sich bewegen::V,gluais,pohybovať sa
1129,sich rühren::V,corraigh,hnúť sa
1130,sich erheben::V,seas suas,zdvihnúť sa
1131,sich setzen::V,suigh,sadnúť si
1132,hinfallen::V,tit,spadnúť
1133,laufen::V,siúil,bežať
1134,schreiten::V,siúil,kráčať
1135,spazierengehen::V,téigh ag spaisteoireacht,prechádzať sa
1136,eilen::V,deifrigh,súriť
1137,eilen::V,brostaigh,súriť
1138,sich beeilen::V,deifrigh,ponáhľať sa
1139,sich beeilen::V,déan deifir,ponáhľať sa
1140,sausen::V,luathaigh,hučať
1141,rennen::V,rith,bežať
1142,springen::V,léim,skákať
1143,klettern::V,dreap,liezť
1144,schaukeln::V,téigh ar an maide corrach,húpať
1145,schaukeln::V,téigh ar an maide corrach,hojdať
1146,kriechen::V,snámh,liezť
1147,kriechen::V,snámh,plaziť sa
1148,schwimmen::V,snámh,plávať
1149,tauchen::V,tum,ponoriť sa
1150,rudern::V,iomair,veslovať
1151,rudern::V,rámhaigh,veslovať
1152,fahren::V,tiomáin,ísť
1153,fahren::V,tiomáin,jazdiť
1154,fliegen::V,eitil,letieť
1155,gehen::V,téigh,ísť
1156,weggehen::V,imigh,odísť
1157,weggehen::V,imigh,odchádzať
1158,abfahren::V,imigh,odcestovať
1159,anhalten::V,stad,zadržať sa
1160,anhalten::V,stad,zastaviť sa
1161,hineingehen::V,téigh isteach,vchádzať
1162,eintreten::V,téigh isteach,vojsť
1163,eintreten::V,téigh isteach,vstúpiť
1164,kommen::V,tar,prísť
1165,ankommen::V,tar,prísť
1166,ankommen::V,tar,doraziť
1167,zurückkommen::V,fill,vrátiť sa
1168,bleiben::V,fan,ostať
1169,bleiben::V,fan,zostať
1170,warten::V,fan,čakať
1171,erwarten::V,tá ag súil le,očakávať
1172,erwarten::V,tá ag dréim le,očakávať
1173,suchen::V,lorg,hľadať
1174,finden::V,faigh,nájsť
1175,finden::V,aimsigh,nájsť
1176,versuchen::V,triail,skúsiť
1177,versuchen::V,triail,pokúsiť sa
1178,vorbereiten::V,réitigh,pripraviť
1179,lieben::V,gráigh,ľúbiť
1180,lieben::V,gráigh,milovať
1181,mögen::V,taitin le,mať rád
1182,mögen::V,is maith le,mať rád
1183,lachen::V,gáir,smiať sa
1184,rühren::V,téigh i bhfeidhm ar,dojať
1185,weinen::V,goil,plakať
1186,weinen::V,caoin,plakať
1187,schimpfen::V,tá ag clamhsán,nadávať
1188,sich ärgern::V,tá corraithe,hnevať sa
1189,sich ärgern::V,tá corraithe,zlostiť sa
1190,sich fürchten::V,tá eagla ar,báť sa
1191,fürchten::V,tá eagla ar,báť sa
1192,fliehen::V,teith,utekať
1193,flüchten::V,éalaigh,utiecť
1194,sehen::V,feic,vidieť
1195,anschauen::V,dearc,pozrieť sa na
1196,anschauen::V,féach ar,pozrieť sa na
1197,ansehen::V,breathnaigh,pozrieť
1198,hören::V,cluin,počúvať
1199,zuhören::V,éist,počúvať
1200,probieren::V,bliais,ochutnať
1201,riechen::V,bolaigh,ňuchať
1202,fühlen::V,braith,cítiť
1203,fühlen::V,braith,pociťovať
1204,fühlen::V,mothaigh,cítiť
1205,fühlen::V,mothaigh,pociťovať
1206,scheinen::V,tá an chuma ar,zdať sa
1207,zu sehen sein::V,tá le feiceáil,byť vidieť
1208,vernehmen::V,clois,počuť
1209,frieren::V,tá fuar,mrznúť
1210,frieren::V,tá fuar,oziabať
1211,tun::V,déan,robiť
1212,können::V,féad,môcť
1213,können::V,is féidir le,môcť
1214,wollen::V,tá ag iarraidh,chcieť
1215,anfangen::V,tosaigh,začať
1216,anfangen::V,cuir tús le,začať
1217,beenden::V,críochnaigh,skončiť
1218,beenden::V,cuir deireadh le,skončiť
1219,aufhören::V,stad,prestať
1220,gelingen::V,éirigh le,podariť sa
1221,geraten::V,tá deireadh ar,dariť sa
1222,öffnen::V,oscail,otvoriť
1223,schließen::V,dún,zavrieť
1224,schließen::V,iaigh,zavrieť
1225,stellen::V,cuir,postaviť
1226,setzen::V,cuir,posadiť
1227,setzen::V,socraigh,posadiť
1228,legen::V,cuir,klásť
1229,legen::V,cuir,položiť
1230,berühren::V,teagmhaigh le,dotykať sa
1231,verbinden::V,ceangail,spojiť
1232,bedecken::V,clúdaigh,pokryť
1233,bedecken::V,cumhdaigh,pokryť
1234,aufhängen::V,croch,zavesiť
1235,anzünden::V,las,zapáliť
1236,anzünden::V,adhain,zapáliť
1237,aufheben::V,tóg,zdvihnúť
1238,aufheben::V,ardaigh,zdvihnúť
1239,zurücklassen::V,fág,zanechať
1240,verlieren::V,caill,stratiť
1241,fallen lassen::V,lig uait,pustiť
1242,fallen lassen::V,caith uait,pustiť
1243,machen::V,déan,robiť
1244,machen::V,réitigh,robiť
1245,herstellen::V,táirg,vyrobiť
1246,bauen::V,tóg,stavať
1247,bauen::V,tóg,budovať
1248,reparieren::V,deisigh,opraviť
1249,verbessern::V,feabhsaigh,zlepšiť
1250,ändern::V,athraigh,zmeniť
1251,ändern::V,athraigh,preinačiť
1252,graben::V,tochail,ryť
1253,graben::V,tochail,kopať
1254,beugen::V,crom,ohnúť
1255,biegen::V,lúb,ohnúť
1256,drehen::V,cas,točiť
1257,drehen::V,cas,krútiť
1258,wenden::V,tiontaigh,obrátiť
1259,wenden::V,tiontaigh,prevrátiť
1260,umdrehen::V,iompaigh,otočiť
1261,umdrehen::V,iompaigh,obrátiť
1262,umdrehen::V,tiontaigh,otočiť
1263,umdrehen::V,tiontaigh,obrátiť
1264,heben::V,ardaigh,dvíhať
1265,heben::V,ardaigh,povzniesť
1266,hochheben::V,tóg,zdvihnúť
1267,ergreifen::V,beir ar,uchopiť sa
1268,halten::V,coimeád,držať
1269,halten::V,coinnigh,držať
1270,drücken::V,brúigh,tisnúť
1271,schieben::V,brúigh,posunovať
1272,kratzen::V,scríob,škrabať
1273,lecken::V,ligh,lízať
1274,lecken::V,leadhb,lízať
1275,beißen::V,bain greim as,kúsať
1276,abreißen::V,stróic,odtrhnúť
1277,abreißen::V,tarraing,odtrhnúť
1278,abschneiden::V,scoith,odrezať
1279,abschneiden::V,scoith,odkrojiť
1280,binden::V,ceangail,zaviazať
1281,binden::V,ceangail,priviazať
1282,stecken::V,sáigh,strčiť
1283,brechen::V,bris,zlomiť
1284,klopfen::V,cnag,tĺcť
1285,klopfen::V,cnag,klopať
1286,hauen::V,buail,nabiť
1287,kleben::V,gliúáil,lepiť
1288,kleben::V,gliúáil,nalepiť
1289,reiben::V,cuimil,trieť
1290,streichen::V,leath,namazať
1291,schleifen::V,líomh,ostríť
1292,schneiden::V,gearr,rezať
1293,schneiden::V,gearr,strihať
1294,rütteln::V,croith,triasť
1295,rütteln::V,croith,lomcovať
1296,schütteln::V,croith,triasť
1297,schütteln::V,croith,potriasť
1298,schwenken::V,luasc,mávať
1299,schütten::V,doirt,sypať
1300,füllen::V,líon,plniť
1301,einwickeln::V,cuach,zabaliť
1302,einwickeln::V,clúdaigh,zabaliť
1303,tragen::V,iompair,niesť
1304,schleppen::V,tarraing,vliecť
1305,ziehen::V,tarraing,ťahať
1306,aufbewahren::V,coinnigh,uložiť
1307,aufbewahren::V,coinnigh,uschovať
1308,werfen::V,caith,hodiť
1309,werfen::V,caith,vrhnúť
1310,fangen::V,ceap,chytať
1311,packen::V,beir ar,baliť
1312,packen::V,beir ar,chytiť
1313,verstecken::V,folaigh,skryť
1314,verstecken::V,folaigh,schovať
1315,verstecken::V,cuir i bhfolach,skryť
1316,verstecken::V,cuir i bhfolach,schovať
1317,teilen::V,roinn,podeliť
1318,teilen::V,roinn,rozdeliť
1319,schicken::V,seol,posielať
1320,bringen::V,beir,priniesť
1321,bringen::V,tabhair,priniesť
1322,hinzufügen::V,cuir le,pripojiť
1323,bekommen::V,faigh,dostať
1324,erhalten::V,faigh,prijať
1325,nehmen::V,tóg,vziať
1326,nehmen::V,glac,vziať
1327,wählen::V,pioc,voliť
1328,wählen::V,roghnaigh,voliť
1329,auswählen::V,roghnaigh,vybrať
1330,auswählen::V,roghnaigh,vyvoliť
1331,bewahren::V,caomhnaigh,zachovať
1332,behindern::V,cuir bac ar,zavadzať
1333,behindern::V,cuir bac ar,byť v ceste
1334,verderben::V,mill,skaziť
1335,beschädigen::V,loit,ublížiť
1336,beschädigen::V,loit,poškodiť
1337,beschädigen::V,déan damáiste do,ublížiť
1338,beschädigen::V,déan damáiste do,poškodiť
1339,zerbrechen::V,bris,rozbiť
1340,zerbrechen::V,bris,prelomiť
1341,zerreißen::V,stiall,pretrhnúť
1342,zerstören::V,mill,zničiť
1343,zerstören::V,scrios,zničiť
1344,verbrennen::V,las,spáliť
1345,verbrennen::V,dóigh,spáliť
1346,geben::V,tabhair,dať
1347,reichen::V,sín,podať
1348,reichen::V,cuir,podať
1349,schenken::V,bronn,darovať
1350,schenken::V,tabhair,darovať
1351,versprechen::V,geall,sľúbiť
1352,wünschen::V,guigh,želať
1353,loben::V,mol,chváliť
1354,küssen::V,póg,bozkať
1355,wiegen::V,bog,kolísať
1356,wiegen::V,luasc,kolísať
1357,zudecken::V,clúdaigh,prikryť
1358,wecken::V,dúisigh,zobudiť
1359,zeigen::V,taispeáin,ukázať
1360,führen::V,treoraigh,viesť
1361,lehren::V,múin,učiť
1362,lehren::V,teagasc,učiť
1363,unterrichten::V,múin,vyučovať
1364,unterrichten::V,teagasc,vyučovať
1365,aufziehen::V,tóg,vychovať
1366,leiten::V,tá i gceannas ar,viesť
1367,antreiben::V,gríosaigh,popudiť
1368,lassen::V,cuir ag,dať
1369,einladen::V,cuir cuireadh ar,pozvať
1370,einladen::V,cuir cuireadh ar,povolať
1371,vereinigen::V,aontaigh,spojiť
1372,vereinigen::V,aontaigh,zjednotiť
1373,besuchen::V,tabhair cuairt ar,navštíviť
1374,treffen::V,cas ar,stretnúť
1375,treffen::V,buail le,stretnúť
1376,sich versammeln::V,bailigh,zhromaždiť sa
1377,sich versammeln::V,cruinnigh,zhromaždiť sa
1378,spielen::V,imir,hrať
1379,spielen::V,tá ag spraoi,hrať
1380,singen::V,can,spievať
1381,tanzen::V,rinc,tancovať
1382,tanzen::V,damhsaigh,tancovať
1383,sich trennen::V,scar,rozísť sa
1384,verlassen::V,fág,opustiť
1385,retten::V,tarrtháil,zachrániť
1386,bewachen::V,cosain,strážiť
1387,bewachen::V,gardáil,strážiť
1388,schützen::V,cosain,chrániť
1389,verteidigen::V,cosain,brániť
1390,sich schlagen::V,tá ag bruíon,biť sa
1391,schießen::V,caith,streliť
1392,schießen::V,caith,strieľať
1393,schießen::V,scaoil,streliť
1394,schießen::V,scaoil,strieľať
1395,siegen::V,bain,zvíťaziť
1396,siegen::V,buaigh,zvíťaziť
1397,ärgern::V,cuir isteach ar,hnevať
1398,ärgern::V,cuir isteach ar,zlostiť
1399,schlagen::V,buail,biť
1400,schlagen::V,buail,udrieť
1401,treten::V,ciceáil,kopnúť
1402,stechen::V,sáigh,bodnúť
1403,stechen::V,sáigh,pichnúť
1404,stoßen::V,brúigh,udrieť
1405,stoßen::V,soncáil,udrieť
1406,stehlen::V,goid,kradnúť
1407,stören::V,cuir isteach ar,vyrušiť
1408,belästigen::V,cuir as do,obťažovať
1409,verbergen::V,ceil,skryť
1410,täuschen::V,cuir dallamullóg ar,sklamať
1411,betrügen::V,déan calaois ar,klamať
1412,betrügen::V,déan calaois ar,podvádzať
1413,töten::V,maraigh,zabiť
1414,töten::V,maraigh,usmrtiť
1415,wohnen::V,cuir faoi,bývať
1416,wohnen::V,tá ina chónaí,bývať
1417,arbeiten::V,oibrigh,pracovať
1418,sammeln::V,bailigh,zbierať
1419,sammeln::V,cruinnigh,zbierať
1420,pflücken::V,pioc,trhať
1421,pflücken::V,pioc,oberať
1422,jagen::V,seilg,poľovať
1423,fischen::V,iasc,loviť ryby
1424,fischen::V,iasc,chytať ryby
1425,fassen::V,beir ar,uloviť
1426,hüten::V,aoirigh,pásť
1427,treiben::V,seol,hnať
1428,treiben::V,tiomáin,hnať
1429,anbinden::V,ceangail,priviazať
1430,füttern::V,cothaigh,kŕmiť
1431,füttern::V,beathaigh,kŕmiť
1432,melken::V,bligh,dojiť
1433,melken::V,crúigh,dojiť
1434,hacken::V,gearr,seknúť
1435,gießen::V,uiscigh,polievať
1436,reifen::V,aibigh,dozrieť
1437,zubereiten::V,cócaráil,pripraviť
1438,kochen::V,bruith,variť
1439,kochen::V,beirigh,variť
1440,backen::V,bácáil,piecť
1441,backen::V,bácáil,smažiť
1442,braten::V,róst,piecť
1443,braten::V,róst,pražiť
1444,braten::V,frioch,piecť
1445,braten::V,frioch,pražiť
1446,umrühren::V,measc,pomiešať
1447,stricken::V,cniotáil,pliesť
1448,nähen::V,fuaigh,šiť
1449,färben::V,dathaigh,zafarbiť
1450,reinigen::V,glan,čistiť
1451,waschen::V,nigh,myť
1452,abwischen::V,glan,utrieť
1453,spülen::V,sruthlaigh,vyplachovať
1454,fegen::V,scuab,zametať
1455,kehren::V,scuab,zametať
1456,baden::V,folc,kúpať sa
1457,sich waschen::V,nigh é féin,umývať sa
1458,ausziehen::V,bain de,zobliecť
1459,anziehen::V,cuir ar,obliecť
1460,sich anziehen::V,gléas é féin,obliecť sa
1461,kämmen::V,cíor,česať
1462,schmücken::V,maisigh,ozdobiť
1463,sagen::V,abair,povedať
1464,sprechen::V,labhair,hovoriť
1465,reden::V,caintigh,rozprávať
1466,sich unterhalten::V,caintigh,rozprávať sa
1467,sich unterhalten::V,tá ag comhrá,rozprávať sa
1468,fragen::V,fiafraigh,spýtať sa
1469,fragen::V,cuir ceist,spýtať sa
1470,bitten::V,iarr,prosiť
1471,erzählen::V,inis,rozprávať
1472,erzählen::V,eachtraigh,rozprávať
1473,mitteilen::V,aithris,oznámiť
1474,mitteilen::V,cuir in iúl,oznámiť
1475,nennen::V,ainmnigh,nazvať
1476,nennen::V,ainmnigh,menovať
1477,rufen::V,glaoigh,volať
1478,rufen::V,glaoigh,zavolať
1479,prahlen::V,maígh,vystatovať sa
1480,übersetzen::V,aistrigh,preložiť
1481,denken::V,síl,myslieť
1482,denken::V,ceap,myslieť
1483,glauben::V,creid,veriť
1484,bemerken::V,tabhair faoi deara,podotknuť
1485,bemerken::V,tabhair faoi deara,spozorovať
1486,erkennen::V,aithin,poznať
1487,begreifen::V,tuig,pochopiť
1488,begreifen::V,tuig,porozumieť
1489,verstehen::V,tuig,rozumieť
1490,lernen::V,foghlaim,učiť sa
1491,wissen::V,tá a fhios ag,vedieť
1492,sich erinnern an::V,cuimhnigh ar,pamätať si na
1493,sich erinnern an::V,is cuimhne ar,pamätať si na
1494,vergessen::V,dearmad,zabudnuť
1495,messen::V,tomhais,merať
1496,zählen::V,cuntais,počítať
1497,rechnen::V,ríomh,rátať
1498,rechnen::V,ríomh,počítať
1499,rechnen::V,áirigh,rátať
1500,rechnen::V,áirigh,počítať
1501,lesen::V,léigh,čítať
1502,malen::V,péinteáil,maľovať
1503,zeichnen::V,línigh,kresliť
1504,zeichnen::V,tarraing,kresliť
1505,schreiben::V,scríobh,písať
1506,besitzen::V,is le,mať
1507,besitzen::V,is le,vlastniť
1508,kaufen::V,ceannaigh,kúpiť
1509,verkaufen::V,díol,predať
1510,bezahlen::V,íoc as,zaplatiť
1511,zahlen::V,íoc,platiť
1512,beherrschen::V,rialaigh,ovládať
1513,ertragen::V,seas,znášať
1514,ertragen::V,seas,vydržať
1515,ertragen::V,fulaing,znášať
1516,ertragen::V,fulaing,vydržať
1517,ertragen::V,foighnigh,znášať
1518,ertragen::V,foighnigh,vydržať
1519,Ader::N,,žila
1520,vorwärts::ADV,,napred
