,Concept_ID,uz,cy
787,siebzig::NUM,etmish,saith deg
788,siebzig::NUM,etmish,deg a thrigain
789,achtzig::NUM,sakson,wyth deg
790,achtzig::NUM,sakson,pedar ugain
791,neunzig::NUM,to'qson,naw deg
792,neunzig::NUM,to'qson,deg a phedwar ugain
793,hundert::NUM,yuz,cant
794,tausend::NUM,ming,mil
795,und::CNJ,va,a
796,oder::CNJ,yo,neu
797,stehen::V,turmoq,sefyll
798,sitzen::V,o'tirmoq,eistedd
799,liegen::V,yotmoq,gorwedd
800,hängen::V,osilmoq,hongian
801,werden::V,bo'lmoq,dod yn
802,werden::V,bo'lmoq,mynd yn
803,passieren::V,bo'lib o'tmoq,digwydd
804,beginnen::V,boshlanmoq,cychwyn
805,enden::V,bitmoq,gorffen
806,wechseln::V,o'zgarmoq,newid
807,aufgehen[Sonne]::V,chiqmoq,codi
808,untergehen[Sonne]::V,botmoq,machlud
809,scheinen[Sonne]::V,yaraqlamoq,tywynnu
810,donnern::V,gulduramoq,taranu
811,wehen::V,elpimoq,chwythu
812,strömen::V,oqmoq,ffrydio
813,fließen::V,oqmoq,llifo
814,sich drehen::V,aylanmoq,troi
815,sich drehen::V,aylanmoq,cylchdroi
816,schwanken::V,qoqilmoq,siglo
817,schwingen::V,lopillamoq,siglo
818,fallen::V,tushmoq,cwympo
819,brennen::V,yonmoq,llosgi
820,rauchen::V,tutamoq,mygu
821,regnen::V,yomg'ir yog'moq,glawio
822,gefrieren::V,muzlamoq,rhewi
823,tauen::V,ärimoq,toddi
824,tauen::V,ärimoq,meirioli
825,schmelzen::V,ärimoq,toddi
826,trocknen::V,qurimoq,sychu
827,sieden::V,qaynamoq,berwi
828,faulen::V,chirimoq,pydru
829,faulen::V,chirimoq,braenu
830,verfaulen::V,chirimoq,pydru
831,verfaulen::V,chirimoq,dadfeilio
832,reißen::V,qayt qilmoq,clecian
833,reißen::V,qayt qilmoq,torri'n glats
834,versinken::V,g'arq bo'lmoq,suddo
835,vergehen::V,o'tmoq,myned heibio
836,vergehen::V,o'tmoq,pasio
837,erscheinen::V,zuhur ätmoq,ymddangos
838,verschwinden::V,yo'qolmoq,diflannu
839,sinken::V,pasaymoq,syrthio
840,abnehmen::V,kamaymoq,lleihau
841,zunehmen::V,urchimoq,cynyddu
842,steigen::V,oshmoq,codi
843,wachsen::V,o'smoq,tyfu
844,glänzen::V,porlamoq,disgleirio
845,funkeln::V,yalt ätmoq,pefrio
846,lärmen::V,taraq ätmoq,cadw sŵn
847,lärmen::V,taraq ätmoq,gwneud twrw
848,läuten::V,jiringlamoq,canu
849,klingeln::V,jiringlamoq,canu
850,klingeln::V,jiringlamoq,seinio
851,klirren::V,sharaqlamoq,tincian
852,brausen::V,vag'illamoq,rhuo
853,rauschen::V,shitirlamoq,siffrwd
854,rauschen::V,shitirlamoq,chwithrwd
855,klingen::V,yangramoq,seinio
856,bellen::V,hurmoq,cyfarth
857,heulen::V,uvlamoq,udo
858,heulen::V,uvlamoq,oernadu
859,blasen::V,puflamoq,chwythu
860,pfeifen::V,xushtak chalmoq ,chwibanu
861,schreien::V,qiyqirmoq,gweiddi
862,schreien::V,qiyqirmoq,bloeddio
863,stöhnen::V,nola qilmoq,griddfan
864,zittern::V,titramoq,crynu
865,leben::V,yashamoq,byw
866,geboren werden::V,tug'ilmoq,cael eich geni
867,atmen::V,nafas chiqarmoq,anadlu
868,trinken::V,ichmoq,yfed
869,essen::V,emoq,bwyta
870,schlucken::V,yutmoq,llyncu
871,müde werden::V,horimoq,blino
872,einschlafen::V,uxlab qolmoq,mynd i gysgu
873,einschlafen::V,uxlab qolmoq,syrthio i gysgu
874,schlafen::V,uxlamoq,huno
875,schlafen::V,uxlamoq,cysgu
876,aufwachen::V,uyg'onmoq,dihuno
877,aufstehen::V,qo'pmoq,codi
878,sich erholen::V,dam olmoq,ymlacio
879,sich erholen::V,dam olmoq,dadflino
880,krank werden::V,kasallanmoq,mynd yn sâl
881,krank werden::V,kasallanmoq,mynd yn wael
882,krank sein::V,betob yotmoq,gwaelu
883,schmerzen::V,og'rimoq,brifo
884,husten::V,yo'talmoq,pesychu
885,genesen::V,tuzalmoq,gwella
886,genesen::V,tuzalmoq,cael yn ôl
887,sterben::V,o'lmoq,marw
888,umkommen::V,halok bo'lmoq,trengi
889,sich bewegen::V,harakat qilmoq,symud
890,sich rühren::V,qimirlamoq,syflyd
891,sich erheben::V,qo'pmoq,codi
892,sich setzen::V,o'tirmoq,eistedd
893,hinfallen::V,yiqilmoq,cwympo
894,laufen::V,yurmoq,cerdded
895,schreiten::V,yurmoq,camu
896,spazierengehen::V,sayr ätmoq,mynd am dro
897,eilen::V,tezlamoq,rhuthro
898,sich beeilen::V,shoshmoq,brysio
899,sausen::V,chopqillamoq,rhuthro
900,rennen::V,yugurmoq,rhedeg
901,springen::V,sakramoq,llamu
902,springen::V,sakramoq,neidio
903,klettern::V,yuqorilamoq,dringo
904,schaukeln::V,irg'amoq,siglo
905,kriechen::V,ämaklamoq,cropian
906,schwimmen::V,suzmoq,nofio
907,tauchen::V,chu'mmoq,plymio
908,tauchen::V,chu'mmoq,ymsuddo
909,rudern::V,eshkak eshmoq,rhwyfo
910,fahren::V,haydamoq,gyrru
911,fahren::V,haydamoq,dreifio
912,fliegen::V,uchmoq,hedfan
913,gehen::V,bormoq,mynd
914,weggehen::V,ketoq,mynd
915,weggehen::V,ketoq,ymadael
916,abfahren::V,jo'namoq,ymadael
917,anhalten::V,to'xtamoq,stopio
918,hineingehen::V,kirmoq,mynd i mewn
919,eintreten::V,kirmoq,mynd i
920,kommen::V,kelmoq,dod
921,ankommen::V,etib kelmoq,cyrraedd
922,zurückkommen::V,qaytib kelmoq,dychwelyd
923,bleiben::V,qolmoq,aros
924,bleiben::V,qolmoq,sefyll
925,warten::V,poylamoq,aros
926,warten::V,poylamoq,disgwyl
927,erwarten::V,kutmoq,disgwyl
928,suchen::V,izlamoq,chwilio am
929,finden::V,topmoq,darganfod
930,versuchen::V,chalishmoq,profi
931,versuchen::V,chalishmoq,ceisio
932,vorbereiten::V,hozirlamoq,paratoi
933,lieben::V,sevmoq,caru
934,mögen::V,ardoqlamoq,hoffi
935,lachen::V,kulmoq,chwerthin
936,rühren::V,ta'sirlantirmoq,cynhyrfu
937,weinen::V,yig'lamoq,wylo
938,weinen::V,yig'lamoq,llefain
939,schimpfen::V,koyinmoq,grwgnach
940,sich ärgern::V,g'azab qilmoq,gofidio
941,sich fürchten::V,hurkmoq,ofni
942,fürchten::V,qo'rqmoq,arswydo
943,fliehen::V,qochmoq,ffoi
944,flüchten::V,qochmoq,dianc
945,sehen::V,ko'rmoq,gweld
946,anschauen::V,razm solmoq,syllu
947,anschauen::V,razm solmoq,edrych
948,ansehen::V,razm qilmoq,gwylio
949,hören::V,äshitmoq,clywed
950,zuhören::V,tinglamoq,gwrando
951,probieren::V,tatib ko'rmoq,profi
952,riechen::V,iskamoq,arogli
953,fühlen::V,sezmoq,teimlo
954,fühlen::V,sezmoq,clywed
955,scheinen::V,tuyilmoq,ymddangos
956,zu sehen sein::V,ko'rinmoq,dod i'r golwg
957,vernehmen::V,äshitmoq,clywed sôn am
958,frieren::V,sovuq qotmoq,bod yn oer
959,tun::V,ätmoq,gwneud
960,können::V,-a olmoq,gallu
961,können::V,-y olmoq,gallu
962,wollen::V,istamoq,bod mewn angen
963,anfangen::V,boshlamoq,dechrau
964,beenden::V,bitirmoq,darfod
965,beenden::V,bitirmoq,gorffen
966,aufhören::V,tinmoq,peidio
967,gelingen::V,muvaffaqiyat qozonmoq,llwyddo
968,geraten::V,bo'lmoq,diweddu
969,öffnen::V,ochmoq,agor
970,schließen::V,yopmoq,cau
971,stellen::V,qo'ymoq,gosod
972,setzen::V,o'tqazmoq,gosod
973,legen::V,yotqizmoq,gosod
974,berühren::V,tegmoq,cyffwrdd
975,verbinden::V,ulamoq,cysylltu
976,bedecken::V,bekitmoq,gorchuddio
977,aufhängen::V,ildirmoq,crogi
978,aufhängen::V,ildirmoq,hongian
979,anzünden::V,yondirmoq,cynnau
980,aufheben::V,ko'tarmoq,codi
981,zurücklassen::V,ayrilmoq,gadael
982,verlieren::V,yo'qotmoq,colli
983,fallen lassen::V,tushirmoq,gollwng
984,machen::V,qilmoq,gwneud
985,herstellen::V,chiqarmoq,cynhyrchu
986,bauen::V,solmoq,adeiladu
987,reparieren::V,tuzatmoq,trwsio
988,reparieren::V,tuzatmoq,atgyweirio
989,verbessern::V,isloh qilmoq,diwygio
990,ändern::V,o'zgartirmoq,altro
991,graben::V,qazimoq,palu
992,graben::V,qazimoq,cloddio
993,beugen::V,bukmoq,plygu
994,biegen::V,bukmoq,plygu
995,drehen::V,aylantirmoq,troelli
996,wenden::V,burmoq,troi
997,umdrehen::V,ag'darmoq,troi
998,heben::V,yuksaltirmoq,codi
999,hochheben::V,ko'tarmoq,dyrchafu
1000,ergreifen::V,tutamlamoq,gafael
1001,halten::V,tutmoq,dal
1002,drücken::V,bosmoq,pwyso
1003,drücken::V,bosmoq,gwasgu
1004,schieben::V,surmoq,gwthio
1005,kratzen::V,qashimoq,crafu
1006,lecken::V,mijimoq,llyfu
1007,beißen::V,tishlamoq,cnoi
1008,beißen::V,tishlamoq,brathu
1009,abreißen::V,emirmoq,tynnu ymaith
1010,abschneiden::V,cho'rt kesmoq,torri
1011,binden::V,bog'lamoq,clymu
1012,stecken::V,suqmoq,plannu
1013,brechen::V,sindirmoq,torri
1014,klopfen::V,dukurlamoq,taro
1015,hauen::V,urmoq,taro
1016,kleben::V,yopishtirmoq,gludio
1017,reiben::V,surkamoq,rhwbio
1018,streichen::V,surkamoq,taenu
1019,schleifen::V,qayramoq,hogi
1020,schneiden::V,kesmoq,torri
1021,rütteln::V,chayqamoq,ysgytio
1022,schütteln::V,chayqamoq,siglo
1023,schütteln::V,chayqamoq,ysgwyd
1024,schwenken::V,chayqatmoq,siglo
1025,schütten::V,quymoq,tywallt
1026,füllen::V,to'ldirmoq,llenwi
1027,einwickeln::V,chulg'amoq,lapio
1028,tragen::V,tashimoq,cludo
1029,schleppen::V,sudramoq,llusgo
1030,ziehen::V,tortmoq,tynnu
1031,aufbewahren::V,tutmoq,cadw
1032,werfen::V,tashlamoq,taflu
1033,fangen::V,tutmoq,dal
1034,packen::V,opqochmoq,cipio
1035,packen::V,opqochmoq,crafangu
1036,verstecken::V,yashirmoq,celu
1037,verstecken::V,yashirmoq,cuddio
1038,teilen::V,bo'lmoq,rhannu
1039,schicken::V,yubormoq,anfon
1040,bringen::V,keltirmoq,dod â
1041,hinzufügen::V,tirkamoq,chwanegu
1042,bekommen::V,olmoq,cael
1043,erhalten::V,olmoq,derbyn
1044,nehmen::V,olmoq,cymryd
1045,wählen::V,saylamoq,dewis
1046,auswählen::V,saylamoq,dethol
1047,bewahren::V,saqlamoq,cadw
1048,behindern::V,xalal bermoq,atal
1049,behindern::V,xalal bermoq,rhwystro
1050,verderben::V,xazon qilmoq,difetha
1051,beschädigen::V,buzmoq,niweidio
1052,zerbrechen::V,sindirmoq,torri
1053,zerreißen::V,yirtmoq,rhwygo
1054,zerstören::V,vayron qilmoq,dinistrio
1055,verbrennen::V,kuydirmoq,llosgi
1056,geben::V,bermoq,rhoi
1057,reichen::V,bermoq,estyn
1058,schenken::V,sovg'a qilmoq,rhoddi
1059,versprechen::V,va'da bermoq,addo
1060,wünschen::V,orziqmoq,dymuno
1061,loben::V,maqtamoq,canmol
1062,küssen::V,o'pmoq,cusanu
1063,wiegen::V,tebratmoq,siglo
1064,zudecken::V,yopmoq,gorchuddio
1065,wecken::V,uyg'otmoq,deffro
1066,zeigen::V,ko'rsatmoq,dangos
1067,führen::V,boshlik bo'lmoq,arwain
1068,lehren::V,o'rgatmoq,dysgu
1069,unterrichten::V,dars bermoq,hyfforddi
1070,aufziehen::V,o'stirmoq,dod i fyny
1071,leiten::V,boshqarmoq,arwain
1072,antreiben::V,shoshiltirmoq,annog
1073,lassen::V,ruxsat bermoq,gadael
1074,einladen::V,taklif kilmoq,gwahodd
1075,vereinigen::V,qo'shmoq,uno
1076,vereinigen::V,qo'shmoq,cyfuno
1077,besuchen::V,mehmonga bormoq,ymweld â
1078,treffen::V,duchor bo'lmoq,cwrdd
1079,treffen::V,duchor bo'lmoq,cyfarfod
1080,sich versammeln::V,to'planmoq,casglu
1081,sich versammeln::V,to'planmoq,cynnull
1082,spielen::V,o'ynamoq,chwarae
1083,singen::V,yalla qilmoq,canu
1084,tanzen::V,raqs qilmoq,dawnsio
1085,sich trennen::V,yakkalanmoq,ymwahanu
1086,verlassen::V,qoldirmoq,gadael
1087,retten::V,qutqazmoq,achub
1088,bewachen::V,qo'rimoq,gwarchod
1089,schützen::V,yoniga olmoq,noddi
1090,verteidigen::V,yoqlamoq,amddiffyn
1091,sich schlagen::V,yoqalashmoq,ffraeo
1092,sich schlagen::V,yoqalashmoq,terfysgu
1093,schießen::V,otmoq,saethu
1094,siegen::V,engmoq,ennill
1095,ärgern::V,jahl chiqarmoq,cythruddo
1096,schlagen::V,urmoq,curo
1097,treten::V,tepmoq,cicio
1098,stechen::V,qadamoq,pigo
1099,stoßen::V,turtmoq,gwthio
1100,stehlen::V,o'g'rilamoq,dwyn
1101,stehlen::V,o'g'rilamoq,lladrata
1102,stören::V,tebratmoq,aflonyddu
1103,belästigen::V,g'ashini keltirmoq,trafferthu
1104,verbergen::V,berkitmoq,cuddio
1105,täuschen::V,aldamoq,twyllo
1106,betrügen::V,tirriq qilmoq,hocedu
1107,töten::V,o'ldirmoq,lladd
1108,wohnen::V,istiqomat qilmoq,byw
1109,arbeiten::V,ishlamoq,gweithio
1110,sammeln::V,yig'moq,casglu
1111,pflücken::V,termoq,casglu
1112,jagen::V,ov qilmoq,hela
1113,fischen::V,baliq ovlamoq,pysgota
1114,fassen::V,ilinmoq,dal
1115,hüten::V,boqtirmoq,bugeilio
1116,treiben::V,haydamoq,gyrru
1117,anbinden::V,bog'lamoq,clymu
1118,füttern::V,edirmoq,porthi
1119,melken::V,sog'moq,godro
1120,hacken::V,chopmoq,torri
1121,gießen::V,oqizmoq,dyfrhau
1122,reifen::V,qizarmoq,aeddfedu
1123,zubereiten::V,pishirmoq,coginio
1124,kochen::V,qaynatmoq,berwi
1125,backen::V,yopmoq,pobi
1126,backen::V,yopmoq,crasu
1127,braten::V,qovurmoq,ffrio
1128,umrühren::V,atalamoq,cyffroi
1129,stricken::V,to'qimoq,gwau
1130,nähen::V,tikmoq,gwnïo
1131,färben::V,bo'yoqlamoq,lliwio
1132,reinigen::V,tozalamoq,glanhau
1133,waschen::V,yuvmoq,golchi
1134,abwischen::V,surkamoq,sychu
1135,spülen::V,chaymoq,streulio
1136,fegen::V,cho'tkalamoq,ysgubo
1137,kehren::V,supurmoq,ysgubo
1138,baden::V,cho'milmoq,cael bath
1139,sich waschen::V,yuvinmoq,ymolchi
1140,ausziehen::V,echintirmoq,tynnu
1141,anziehen::V,kiymoq,gwisgo
1142,sich anziehen::V,kiyinmoq,ymwisgo
1143,kämmen::V,taramoq,cribo
1144,schmücken::V,yasatmoq,harddu
1145,schmücken::V,yasatmoq,addurno
1146,sagen::V,aytmoq,dweud
1147,sprechen::V,so'zlamoq,llefaru
1148,reden::V,gapirmoq,siarad
1149,sich unterhalten::V,suhbatlashmoq,sgwrsio
1150,fragen::V,so'ramoq,gofyn
1151,bitten::V,iltimos qilmoq,gofyn am
1152,erzählen::V,aytib bermoq,dweud
1153,mitteilen::V,bildirmoq,cyfleu
1154,nennen::V,atamoq,enwi
1155,rufen::V,chaqirmoq,galw
1156,prahlen::V,gerdaymoq,brolio
1157,prahlen::V,gerdaymoq,ymffrostio
1158,übersetzen::V,tarjima qilmoq,cyfieithu
1159,denken::V,o'ylamoq,meddwl
1160,glauben::V,ishonmoq,credu
1161,glauben::V,ishonmoq,coelio
1162,bemerken::V,payqamoq,sylwi
1163,erkennen::V,tanimoq,adnabod
1164,begreifen::V,tushunmoq,amgyffred
1165,verstehen::V,anglamoq,deall
1166,lernen::V,o'qimoq,dysgu
1167,wissen::V,bilmoq,gwybod
1168,sich erinnern an::V,äsni tanimoq,cofio
1169,vergessen::V,unutmoq,anghofio
1170,messen::V,o'lchamoq,mesur
1171,zählen::V,raqamlamoq,cyfrif
1172,rechnen::V,cho'tlamoq,cyfrifo
1173,lesen::V,o'qimoq,darllen
1174,malen::V,rasm solmoq,peintio
1175,zeichnen::V,chizmoq,tynnu
1176,schreiben::V,yozmoq,ysgrifennu
1177,besitzen::V,ägalamoq,meddu
1178,kaufen::V,olmoq,prynu
1179,verkaufen::V,sotmoq,gwerthu
1180,bezahlen::V,to'lamoq,talu am
1181,zahlen::V,to'lamoq,talu
1182,beherrschen::V,ägalamoq,rheoli
1183,beherrschen::V,ägalamoq,llywodraethu
1184,ertragen::V,chidamoq,dioddef
