,Concept_ID,az,mn
785,lustig::A,məzəli,цэнгэлтэй
786,lustig::A,gülməli,цэнгэлтэй
787,sanft::A,mülayim,наалинхай
788,hungrig::A,ac,өлөн
789,hungrig::A,ac,өлссөн
790,krank::A,xəstə,өвчтэй
791,nackt::A,çılpaq,нүцгэн
792,traurig::A,qəmgin,гунигт
793,traurig::A,kədərli,гунигт
794,lebendig::A,canlı,амьд
795,lebendig::A,canlı,амьтай
796,gut::A,yaxşı,сайн
797,schlecht::A,pis,муу
798,schlecht::A,pis,өөдгүй
799,richtig::A,doğru,зөв
800,richtig::A,doğru,зүйтэй
801,schlimm::A,fəna,муухай
802,wahr::A,gərçək,үнэн
803,wahr::A,gərçək,жинхэнэ
804,alt::A,əski,хуучин
805,alt::A,köhnə,хуучин
806,neu::A,yeni,шинэ
807,ehemalig::A,əvvəlki,агсан
808,ehemalig::A,əvvəlki,байсан
809,alt[Lebewesen]::A,qoca,өвгөн
810,alt[Lebewesen]::A,qoca,хижээл
811,jung::A,gənc,залуу
812,arm::A,kasıb,ядуу
813,arm::A,yoxsul,ядуу
814,reich::A,zəngin,баян
815,reich::A,zəngin,баялаг
816,bekannt::A,tanış,танил
817,berühmt::A,məşhur,цуутай
818,berühmt::A,məşhur,алдартай
819,fremd::A,yad,харь
820,fremd::A,yad,гадаад
821,verschieden::A,dürlü,ондоо
822,verschieden::A,dürlü,янз янзын
823,nah::A,yaxın,ойрын
824,nah::A,yaxın,дөтийн
825,fern::A,uzaq,холын
826,linker::A,sol,буруу
827,rechter::A,sağ,баруун
828,anderer::A,başqa,өөр
829,anderer::A,başqa,нөгөө
830,erster::A,birinci,нэгдэх
831,erster::A,birinci,нэгдүгээр
832,zweiter::A,ikinci,хоёрдугаар
833,dritter::A,üçüncü,гуравдугаар
834,letzter::A,sonuncu,сүүлийн
835,letzter::A,axırıncı,сүүлийн
836,allein::ADV,tək,ганцаараа
837,allein::ADV,yalqız,ганцаараа
838,auf einmal::ADV,birdən,нэгмөсөн
839,zusammen::ADV,birlikdə,цуг
840,zusammen::ADV,birlikdə,хамт
841,lange::ADV,uzun,удаан
842,plötzlich::ADV,qəfildən,гэнэт
843,sofort::ADV,həmən,дороо
844,sofort::ADV,dərhal,дороо
845,später::ADV,sonra,дараа
846,jetzt::ADV,indi,өнөө
847,heute::ADV,bugün,өнөө
848,heute::ADV,bugün,өнөөдөр
849,morgen::ADV,sabah,маргааш
850,morgen::ADV,sabah,маргаадар
851,bald::ADV,yaxında,түргэн
852,bald::ADV,yaxında,удахгүй
853,bald::ADV,tezliklə,түргэн
854,bald::ADV,tezliklə,удахгүй
855,dann::ADV,onda,хожим
856,dann::ADV,onda,тэгээд
857,gestern::ADV,dünən,өчигдөр
858,einst::ADV,əvvəllər,нэг
859,damals::ADV,o vaxt,тэгэхэд
860,danach::ADV,sonra,тэгээд
861,danach::ADV,sonra,дараа нь
862,vorher::ADV,qabaqcadan,урьд
863,zuerst::ADV,əvvəl,анх
864,zuerst::ADV,əvvəl,эхлээд
865,einmal::ADV,bir dəfə,нэг удаа
866,manchmal::ADV,hərdənbir,хааяа
867,manchmal::ADV,hərdənbir,заримдаа
868,oft::ADV,tez-tez,олонтоо
869,oft::ADV,çox vaxt,олонтоо
870,immer::ADV,daimi,байнга
871,immer::ADV,həmişə,байнга
872,niemals::ADV,əsla,хэзээ ч
873,niemals::ADV,əsla,хэдийд ч
874,niemals::ADV,heç bir zaman,хэзээ ч
875,niemals::ADV,heç bir zaman,хэдийд ч
876,hier::ADV,bura,энд
877,hier::ADV,burada,энд
878,hierhin::ADV,buraya,нааш
879,von hier::ADV,buradan,эндээс
880,dort::ADV,ora,тэнд
881,dort::ADV,orada,тэнд
882,dorthin::ADV,oraya,тийш
883,geradeaus::ADV,düz,шулуун
884,vorwärts::ADV,irəli,урагшаа
885,rückwärts::ADV,geri,буцаан
886,rückwärts::ADV,geri,сөөргөө
887,zurück::ADV,geriyə,буцаж
888,zurück::ADV,geriyə,гэдрэг
889,unten::ADV,aşağıda,дор
890,hinab::ADV,aşağı,уруу
891,oben::ADV,yuxarıda,дээр
892,hinauf::ADV,yuxarı,өөд
893,hinauf::ADV,yuxarı,дээш
894,überall::ADV,hər yerdə,хааяагүй
895,überall::ADV,hər yerdə,энд тэндгүй
896,nicht::ADV,-ma-,эс
897,nicht::ADV,-ma-,-гүй
898,ein wenig::ADV,bir az,жаахан
899,kaum::ADV,güclə,арай
900,kaum::ADV,güclə,арай гэж
901,sehr::ADV,çox,тун
902,so::ADV,belə,тэгж
903,so::ADV,belə,ингээд
904,noch::ADV,hələ,дахин
905,noch::ADV,hələ,дахиад
906,nur::ADV,yalnız,зөвхөн
907,nur::ADV,yalnız,гагцхүү
908,schon::ADV,artıq,нэгэнт
909,wieder::ADV,yenə,дахин
910,wieder::ADV,yenə,дахиад
911,vergebens::ADV,boş yerə,хий
912,vor::PRP,önündə,өмнө
913,hinter::PRP,arxasında,ард
914,unter::PRP,altında,доор
915,durch::PRP,içindən,дундуур
916,neben::PRP,yanında,хажууд
917,zwischen::PRP,arasında,завсар
918,zwischen::PRP,arasında,хооронд
919,wegen::PRP,üçün,төлөө
920,wegen::PRP,üçün,дээрээс
921,wegen::PRP,ötəri,төлөө
922,wegen::PRP,ötəri,дээрээс
923,dies::PRN,bu,энэ
924,das::PRN,o,тэр
925,alles::PRN,hər şey,цөм
926,alles::PRN,hər şey,бүгд
927,ich::PRN,mən,би
928,du::PRN,sən,чи
929,er::PRN,o,тэр
930,er::PRN,o,тэр хүн
931,wir::PRN,biz,бид
932,ihr::PRN,siz,та нар
933,sie::PRN,onlar,тэд
934,was::FPRN,nə,юу
935,wer::FPRN,kim,хэн
936,wo::FADV,harada,хаа
937,wo::FADV,harada,хаана
938,wohin::FADV,haraya,хааш
939,wohin::FADV,haraya,хаана
940,wie::FADV,necə,яаж
941,wie::FADV,necə,хэрхэн
942,warum::FADV,niyə,юунд
943,warum::FADV,niyə,яагаад
944,warum::FADV,nə üçün,юунд
945,warum::FADV,nə üçün,яагаад
946,wieviel::FNUM,neçə,хэдий
947,wieviel::FNUM,neçə,хэд
948,wieviel::FNUM,nə qədər,хэдий
949,wieviel::FNUM,nə qədər,хэд
950,eins::NUM,bir,нэг
951,zwei::NUM,iki,хоёр
952,drei::NUM,üç,гурав
953,vier::NUM,dörd,дөрөв
954,fünf::NUM,beş,тав
955,sechs::NUM,altı,зургаа
956,sieben::NUM,yeddi,долоо
957,acht::NUM,səkkiz,найм
958,neun::NUM,doqquz,ес
959,zehn::NUM,on,арав
960,elf::NUM,on bir,арван нэг
961,zwölf::NUM,on iki,арван хоёр
962,zwanzig::NUM,iyirmi,хорь
963,dreißig::NUM,otuz,гуч
964,vierzig::NUM,qırx,дөч
965,fünfzig::NUM,əlli,тавь
966,sechzig::NUM,altmış,жар
967,siebzig::NUM,yetmiş,дал
968,achtzig::NUM,səksən,ная
969,neunzig::NUM,doxsan,ер
970,hundert::NUM,yüz,зуу
971,tausend::NUM,min,мянга
972,und::CNJ,və,ч
973,und::CNJ,və,болон
974,oder::CNJ,ya,буюу
975,stehen::V,durmaq,зогсох
976,sitzen::V,oturmaq,суух
977,liegen::V,uzanmaq,хэвтэх
978,hängen::V,asılmaq,өлгөөтэй байх
979,hängen::V,asılmaq,дүүжлээтэй байх
980,werden::V,olmaq,болох
981,passieren::V,olmaq,тохиох
982,passieren::V,baş vermək,тохиох
983,beginnen::V,başlamaq,эхлэх
984,enden::V,bitmək,дүүрэх
985,wechseln::V,dəyişmək,хувирах
986,aufgehen[Sonne]::V,doğmaq,мандах
987,untergehen[Sonne]::V,batmaq,жаргах
988,scheinen[Sonne]::V,parlamaq,гэрэлтэх
989,donnern::V,guruldamaq,дуугарах
990,wehen::V,əsmək,салхилах
991,wehen::V,əsmək,хөөрөгдөх
992,strömen::V,axmaq,гүйх
993,strömen::V,axmaq,урсах
994,fließen::V,axmaq,урсах
995,sich drehen::V,dönmək,эргэлдэх
996,schwanken::V,yellənmək,хэлбэлзэх
997,schwingen::V,yellənmək,ганхах
998,schwingen::V,yellənmək,хэлбэлзэх
999,fallen::V,düşmek,унах
1000,brennen::V,yanmaq,шатах
1001,rauchen::V,tüstüləmək,баагих
1002,regnen::V,yağmaq,бороо орно
1003,gefrieren::V,donmaq,хөлдөх
1004,tauen::V,ərimək,хайлах
1005,schmelzen::V,ərimək,уярах
1006,trocknen::V,qurumaq,хатах
1007,sieden::V,qaynamaq,буцлах
1008,sieden::V,qaynamaq,даргилах
1009,faulen::V,çürümək,үжрэх
1010,faulen::V,çürümək,өмхийрөх
1011,verfaulen::V,çürümək,бээх
1012,verfaulen::V,çürümək,өгрөх
1013,reißen::V,yırtılmaq,цуурах
1014,versinken::V,batmaq,живэх
1015,vergehen::V,ötmək,нөгчих
1016,vergehen::V,ötmək,өнгөрөх
1017,erscheinen::V,görünmək,гарах
1018,erscheinen::V,görünmək,бултайх
1019,verschwinden::V,yox olmaq,далд орох
1020,verschwinden::V,yox olmaq,алга болох
1021,sinken::V,enmək,татрах
1022,sinken::V,enmək,доошлох
1023,abnehmen::V,azalmaq,багасах
1024,abnehmen::V,azalmaq,хорогдох
1025,zunehmen::V,artmaq,ихсэх
1026,steigen::V,yüksəlmək,нэмэгдэх
1027,wachsen::V,böyümək,өсөх
1028,wachsen::V,böyümək,ургах
1029,glänzen::V,parlamaq,гилгэнэх
1030,glänzen::V,parlamaq,гилбэгнэх
1031,funkeln::V,parıldamaq,гялжах
1032,funkeln::V,parıldamaq,гялалзах
1033,lärmen::V,səs-küy etmək,шуугих
1034,läuten::V,çalmaq,цохих
1035,klingeln::V,zəng etmək,хонхдох
1036,klingeln::V,zəng etmək,дуугарах
1037,klirren::V,cingildəmək,хангир жингэр хийх
1038,brausen::V,gurlamaq,бургилах
1039,rauschen::V,xışıldamaq,сэржигнэх
1040,klingen::V,səslənmək,хангинах
1041,bellen::V,hürmək,хуцах
1042,heulen::V,ulamaq,улих
1043,blasen::V,üfləmək,үлзэх
1044,pfeifen::V,fit vermek,исгэрэх
1045,schreien::V,bağırmaq,хашгирах
1046,schreien::V,qışqırmaq,хашгирах
1047,stöhnen::V,inləmək,ёолох
1048,stöhnen::V,inləmək,гэнгэнэх
1049,zittern::V,titrəmək,дагжих
1050,leben::V,yaşamaq,амьдрах
1051,geboren werden::V,doğmaq,төрөх
1052,atmen::V,nəfəs almaq,амьсгалах
1053,trinken::V,içmek,уух
1054,essen::V,yemək,идэх
1055,schlucken::V,udmaq,залгих
1056,müde werden::V,yorulmaq,ядрах
1057,einschlafen::V,yuxuya getmək,унтчих
1058,schlafen::V,uyumaq,унтах
1059,aufwachen::V,oyanmaq,сэрэх
1060,aufstehen::V,yuxudan durmaq,босох
1061,sich erholen::V,dincəlmək,амрах
1062,krank werden::V,xəstə olmaq,өвдөж эхлэх
1063,krank sein::V,azarlanmaq,өвдөх
1064,krank sein::V,xəstələnmək,өвдөх
1065,schmerzen::V,ağrimaq,өвдөх
1066,schmerzen::V,ağrimaq,шархирах
1067,husten::V,öksürmək,ханиах
1068,genesen::V,sağalmaq,засрах
1069,sterben::V,ölmək,үхэх
1070,sterben::V,ölmək,нас барах
1071,sterben::V,vəfat etmək,үхэх
1072,sterben::V,vəfat etmək,нас барах
1073,umkommen::V,həlak olmaq,үхэх
1074,sich bewegen::V,hərəkət etmək,хөдлөх
1075,sich rühren::V,tərpənmək,хөдлөх
1076,sich erheben::V,qalxmaq,босох
1077,sich setzen::V,oturmaq,суух
1078,hinfallen::V,yıxılmaq,ойчих
1079,laufen::V,yerimək,явган явах
1080,schreiten::V,addım atmaq,алхах
1081,spazierengehen::V,gəzmək,зугаалах
1082,eilen::V,atılmaq,хурдлах
1083,sich beeilen::V,tələsmək,яарах
1084,sich beeilen::V,tələsmək,шамдах
1085,sausen::V,çırpmaq,давхих
1086,rennen::V,qaçmaq,гүйх
1087,springen::V,sıçramaq,харайх
1088,springen::V,sıçramaq,дэвхрэх
1089,klettern::V,dırmanmaq,авирах
1090,schaukeln::V,sallanmaq,ганхалзах
1091,kriechen::V,sürünmək,мөлхөх
1092,schwimmen::V,üzmek,сэлэх
1093,tauchen::V,dalmaq,шунгах
1094,rudern::V,avarlamaq,сэлүүрдэх
1095,fahren::V,sürmək,явах
1096,fliegen::V,uçmaq,нисэх
1097,gehen::V,getmək,явах
1098,weggehen::V,getmək,явах
1099,abfahren::V,yola düşmək,одох
1100,abfahren::V,yola düşmək,хөдлөх
1101,anhalten::V,saxlamaq,зогсох
1102,hineingehen::V,girmək,орох
1103,eintreten::V,girmək,орох
1104,eintreten::V,daxil olmaq,орох
1105,kommen::V,gəlmək,ирэх
1106,ankommen::V,gəlib çatmaq,хүрэх
1107,zurückkommen::V,qayıtmaq,харих
1108,zurückkommen::V,qayıtmaq,буцаж ирэх
1109,bleiben::V,qalmaq,үлдэх
1110,warten::V,gözləmək,хүлээх
1111,erwarten::V,bəkləmək,хүлээх
1112,suchen::V,aramaq,эрэх
1113,suchen::V,aramaq,бэдрэх
1114,suchen::V,axtarmaq,эрэх
1115,suchen::V,axtarmaq,бэдрэх
1116,finden::V,tapmaq,олох
1117,versuchen::V,çalışmaq,оролдох
1118,vorbereiten::V,hazırlamaq,бэлтгэх
1119,lieben::V,sevmək,янаглах
1120,mögen::V,xoşlamaq,таалах
1121,lachen::V,gülmək,инээх
1122,rühren::V,həyəcanlandırmaq,сэтгэл уяруулах
1123,weinen::V,ağlamaq,уйлах
1124,schimpfen::V,küfr etmək,хараах
1125,sich ärgern::V,acıqlanmaq,уурлах
1126,sich fürchten::V,qorxmaq,айх
1127,fürchten::V,qorxmaq,айх
1128,fliehen::V,qaçmaq,зугтах
1129,fliehen::V,qaçmaq,гүйж очих
1130,flüchten::V,qaçmaq,оргох
1131,sehen::V,görmək,үзэх
1132,anschauen::V,baxmaq,харах
1133,ansehen::V,baxmaq,харах
1134,hören::V,duymaq,дуулах
1135,hören::V,eşitmək,дуулах
1136,zuhören::V,dinləmək,чагнах
1137,probieren::V,dadına baxmaq,амсаж үзэх
1138,riechen::V,qoxlamaq,үнэрлэх
1139,fühlen::V,duymaq,мэдрэх
1140,scheinen::V,görünmək,шиг үзэгдэх
1141,zu sehen sein::V,görünmək,үзэгдэх
1142,zu sehen sein::V,görünmək,харагдах
1143,vernehmen::V,eşitmək,дуулах
1144,frieren::V,üşümək,даарах
1145,tun::V,etmək,хийх
1146,tun::V,etmək,үйлдэх
1147,können::V,bilmək,болох
1148,können::V,bacarmaq,болох
1149,wollen::V,istəmək,хүсэх
1150,anfangen::V,başlamaq,эхлэх
1151,beenden::V,bitirmək,дуусгах
1152,aufhören::V,bitmək,болих
1153,aufhören::V,bitmək,зогсох
1154,aufhören::V,qurtarmaq,болих
1155,aufhören::V,qurtarmaq,зогсох
1156,gelingen::V,müvəffəq olmaq,бүтэх
1157,geraten::V,düşmək,илрэх
1158,öffnen::V,açmaq,нээх
1159,öffnen::V,açmaq,тайлах
1160,schließen::V,qapamaq,хаах
1161,stellen::V,qoymaq,тавих
1162,stellen::V,qoymaq,босгох
1163,setzen::V,oturtmaq,суулгах
1164,legen::V,qoymaq,хийх
1165,legen::V,qoymaq,тавих
1166,berühren::V,toxunmaq,шүргэх
1167,verbinden::V,bağlamaq,залгах
1168,bedecken::V,örtmək,бүрэх
1169,aufhängen::V,asmaq,өлгөх
1170,aufhängen::V,asmaq,дүүжлэх
1171,anzünden::V,yandırmaq,асаах
1172,anzünden::V,yandırmaq,ноцоох
1173,aufheben::V,qaldırmaq,өргөх
1174,zurücklassen::V,buraxmaq,орхих
1175,zurücklassen::V,buraxmaq,үлдээх
1176,verlieren::V,itirmək,гээх
1177,fallen lassen::V,düşürmək,унагах
1178,machen::V,etmək,хийх
1179,machen::V,etmək,гаргах
1180,herstellen::V,istehsal etmək,бүтээх
1181,bauen::V,tikmək,барих
1182,reparieren::V,təmir etmək,засах
1183,reparieren::V,təmir etmək,сэлбэх
1184,verbessern::V,düzəltmək,засах
1185,verbessern::V,düzəltmək,сайжруулах
1186,ändern::V,dəyişdirmək,өөрчлөх
1187,graben::V,qazımaq,малтах
1188,beugen::V,əymək,бөгтийлгөх
1189,biegen::V,bükmək,матах
1190,biegen::V,bükmək,муруйлгах
1191,drehen::V,döndərmək,эргүүлэх
1192,wenden::V,çevirmək,эргүүлэх
1193,umdrehen::V,çevirmək,хөрвүүлэх
1194,heben::V,qaldırmaq,өргөх
1195,hochheben::V,qaldırmaq,өргөх
1196,ergreifen::V,tutmaq,атгах
1197,halten::V,saxlamaq,барих
1198,drücken::V,sıxmaq,дарах
1199,schieben::V,sürmək,түлхэх
1200,kratzen::V,qaşımaq,хусах
1201,kratzen::V,qaşımaq,маажих
1202,lecken::V,yalamaq,долоох
1203,beißen::V,dişləmək,зуух
1204,beißen::V,dişləmək,хазах
1205,abreißen::V,qoparmaq,таслах
1206,abschneiden::V,ayırmaq,тайрах
1207,binden::V,bağlamaq,боох
1208,binden::V,bağlamaq,хүлэх
1209,stecken::V,soxmaq,шаах
1210,stecken::V,soxmaq,шигтгэх
1211,brechen::V,qırmaq,хугалах
1212,klopfen::V,sındırmaq,цохих
1213,klopfen::V,sındırmaq,тогших
1214,hauen::V,vurmaq,дэлдэх
1215,kleben::V,apışdırmaq,наах
1216,reiben::V,ovmaq,нухах
1217,reiben::V,ovmaq,нидчих
1218,streichen::V,sürtmək,нялах
1219,streichen::V,sürtmək,түрхэх
1220,schleifen::V,bülövləmək,билүүдэх
1221,schleifen::V,bülövləmək,гуранздах
1222,schneiden::V,kəsmək,огтлох
1223,rütteln::V,sirkələmək,холхнулах
1224,schütteln::V,çalxalamaq,сэгсрэх
1225,schwenken::V,yelləmək,дэвэх
1226,schwenken::V,yelləmək,даллах
1227,schütten::V,tökmək,цутгах
1228,schütten::V,tökmək,аягалах
1229,füllen::V,doldurmaq,дүүргэх
1230,einwickeln::V,sarımaq,боох
1231,einwickeln::V,sarımaq,ороох
1232,tragen::V,daşımaq,авчрах
1233,schleppen::V,sürükləmək,чирэх
1234,ziehen::V,çəkmək,татах
1235,aufbewahren::V,gizlətmək,хадгалах
1236,werfen::V,atmaq,хаях
1237,werfen::V,atmaq,шидэх
1238,fangen::V,tutmaq,барих
1239,packen::V,yaxalamaq,шүүрэх
1240,verstecken::V,gizlətmək,нуух
1241,teilen::V,bölmək,хуваах
1242,schicken::V,yollamaq,илгээх
1243,schicken::V,yollamaq,явуулах
1244,schicken::V,göndərmək,илгээх
1245,schicken::V,göndərmək,явуулах
1246,bringen::V,gətirmək,авчрах
1247,bringen::V,gətirmək,аваачих
1248,hinzufügen::V,əlavə etmək,нэмэх
1249,bekommen::V,almaq,хүлээн авах
1250,bekommen::V,əldə etmək,хүлээн авах
1251,erhalten::V,almaq,хүлээн авах
1252,nehmen::V,almaq,авах
1253,wählen::V,seçmək,сонгох
1254,auswählen::V,arımaq,шилэх
1255,bewahren::V,qorumaq,гамнах
1256,behindern::V,mane olmaq,саад хийх
1257,behindern::V,mane olmaq,тотгор болох
1258,verderben::V,pozmaq,эвдэх
1259,beschädigen::V,zədələmək,гэмтээх
1260,zerbrechen::V,qırmaq,хагалах
1261,zerbrechen::V,qırmaq,хага цохих
1262,zerbrechen::V,sındırmaq,хагалах
1263,zerbrechen::V,sındırmaq,хага цохих
1264,zerreißen::V,yırtmaq,урах
1265,zerstören::V,dağıtmaq,эвдэх
1266,zerstören::V,dağıtmaq,сүйтгэх
1267,verbrennen::V,yandırmaq,шатаах
1268,geben::V,vermək,өгөх
1269,reichen::V,uzatmaq,өгөх
1270,reichen::V,uzatmaq,дамжуулах
1271,schenken::V,vermək,бэлэглэх
1272,versprechen::V,vəd vermək,амлах
1273,wünschen::V,arzulamaq,ерөөх
1274,loben::V,tərifləmək,магтах
1275,loben::V,tərifləmək,сайшаах
1276,küssen::V,öpmək,озох
1277,küssen::V,öpmək,үнсэх
1278,wiegen::V,tərpətmək,бүүвэйлэх
1279,zudecken::V,örtmək,хучих
1280,zudecken::V,örtmək,бүтээх
1281,wecken::V,oyatmaq,сэрээх
1282,zeigen::V,göstərmək,үзүүлэх
1283,führen::V,rəhbərlik etmək,хөтлөх
1284,lehren::V,öyrətmək,заах
1285,unterrichten::V,öyrətmək,сургах
1286,unterrichten::V,dərs vermək,сургах
1287,aufziehen::V,tərbiyə etmək,өсгөх
1288,aufziehen::V,tərbiyə etmək,хүмүүжүүлэх
1289,leiten::V,idarə etmək,удирдах
1290,antreiben::V,bizləmək,шамдуулах
1291,lassen::V,-tırmaq,-уулах
1292,einladen::V,dəvət etmək,залах
1293,vereinigen::V,birləşdirmək,нэгтгэх
1294,vereinigen::V,birləşdirmək,хамтруулах
1295,besuchen::V,baş çəkmək,зочлох
1296,besuchen::V,ziyarət etmək,зочлох
1297,treffen::V,rastlaşmaq,учрах
1298,treffen::V,rastlaşmaq,дайралдах
1299,treffen::V,rast gəlmək,учрах
1300,treffen::V,rast gəlmək,дайралдах
1301,sich versammeln::V,toplanmaq,хуралдах
1302,spielen::V,oynamaq,наадах
1303,singen::V,oxumaq,дуулах
1304,tanzen::V,oynamaq,бүжиглэх
1305,tanzen::V,rəqs etmək,бүжиглэх
1306,sich trennen::V,ayrılmaq,салах
1307,verlassen::V,tərk etmək,хаях
1308,retten::V,xilas etmək,гэтэлгэх
1309,bewachen::V,gözətmək,сахих
1310,schützen::V,qorumaq,хамгаалах
1311,verteidigen::V,qorumaq,хамгаалах
1312,sich schlagen::V,döyüşmək,зодолдох
1313,schießen::V,atmaq,харвах
1314,schießen::V,atmaq,буу буудах
1315,schießen::V,atəş açmaq,харвах
1316,schießen::V,atəş açmaq,буу буудах
1317,siegen::V,yenmək,ялах
1318,ärgern::V,acışdırmaq,уурлуулах
1319,ärgern::V,acışdırmaq,уур хүргэх
1320,schlagen::V,döymək,цохих
1321,treten::V,təpmək,өшиглөх
1322,stechen::V,soxmaq,хатгах
1323,stoßen::V,itələmək,ёврох
1324,stoßen::V,itələmək,нудрах
1325,stehlen::V,çalmaq,хулгайлах
1326,stehlen::V,oğurlamaq,хулгайлах
1327,stören::V,pozmaq,саад болох
1328,belästigen::V,narahat etmək,зовоох
1329,belästigen::V,narahat etmək,амраахгүй байх
1330,verbergen::V,gizləmək,нуух
1331,verbergen::V,gizləmək,далдлах
1332,täuschen::V,aldatmaq,мэхлэх
1333,betrügen::V,aldatmaq,хуурах
1334,töten::V,öldürmək,алах
1335,wohnen::V,yaşamaq,суух
1336,wohnen::V,yaşamaq,амьдрах
1337,arbeiten::V,işləmək,ажиллах
1338,arbeiten::V,işləmək,хөдөлмөрлөх
1339,arbeiten::V,çalışmaq,ажиллах
1340,arbeiten::V,çalışmaq,хөдөлмөрлөх
1341,sammeln::V,yığmaq,түүх
1342,sammeln::V,yığmaq,хураах
1343,sammeln::V,toplamaq,түүх
1344,sammeln::V,toplamaq,хураах
1345,pflücken::V,qoparmaq,түүх
1346,jagen::V,ovlamaq,агнах
1347,jagen::V,ovlamaq,гөрөөлөх
1348,fischen::V,balıq tutmaq,загасчлах
1349,fischen::V,balıq tutmaq,загас барих
1350,fassen::V,tutmaq,барих
1351,hüten::V,güdmək,маллах
1352,hüten::V,güdmək,хариулах
1353,treiben::V,haylamaq,туух
1354,anbinden::V,bağlamaq,уях
1355,füttern::V,bəsləmək,тэжээх
1356,melken::V,sağmaq,саах
1357,hacken::V,yarmaq,цавчих
1358,gießen::V,sulamaq,услах
1359,reifen::V,dəymək,боловсрох
1360,zubereiten::V,bişirmək,бэлдэх
1361,kochen::V,qaynatmaq,чанах
1362,backen::V,bişirmək,жигнэх
1363,braten::V,qızartmaq,шарах
1364,braten::V,qızartmaq,хайрах
1365,umrühren::V,qarışdırmaq,хутгах
1366,stricken::V,hörmək,нэхэх
1367,stricken::V,hörmək,сүлжих
1368,nähen::V,tikmək,оёх
1369,färben::V,boyamaq,будах
1370,reinigen::V,təmizləmək,арилгах
1371,reinigen::V,təmizləmək,цэвэрлэх
1372,waschen::V,yumaq,угаах
1373,abwischen::V,silmək,арчих
1374,spülen::V,çalxamaq,зайлах
1375,fegen::V,süpürmək,хамах
1376,fegen::V,süpürmək,шүүрдэх
1377,kehren::V,süpürmək,шүүрдэх
1378,kehren::V,süpürmək,туужуудах
1379,baden::V,çimmək,усанд орох
1380,sich waschen::V,yuyunmaq,биеэ угаах
1381,ausziehen::V,soyunmaq,тайлах
1382,anziehen::V,geymək,өмсөх
1383,sich anziehen::V,geyinmək,хувцаслах
1384,kämmen::V,daramaq,самнах
1385,schmücken::V,bəzəmək,гоёх
1386,schmücken::V,bəzəmək,чимэх
1387,sagen::V,demək,гэх
1388,sagen::V,demək,хэлэх
1389,sagen::V,söymek,гэх
1390,sagen::V,söymek,хэлэх
1391,sprechen::V,danışmaq,ярих
1392,sprechen::V,danışmaq,өгүүлэх
1393,reden::V,danışmaq,хэлэх
1394,reden::V,danışmaq,хөөрөлдөх
1395,sich unterhalten::V,söhbət etmək,ярилцах
1396,fragen::V,soruşmaq,асуух
1397,bitten::V,diləmək,гуйх
1398,bitten::V,xahiş etmək,гуйх
1399,erzählen::V,bəhs etmək,өгүүлэх
1400,mitteilen::V,bildirmək,дуулгах
1401,mitteilen::V,bildirmək,мэдээлэх
1402,nennen::V,adlandırmaq,нэрлэх
1403,rufen::V,çağırmaq,дуудах
1404,prahlen::V,öyünmək,бардах
1405,prahlen::V,öyünmək,сайрхах
1406,übersetzen::V,tərcümə etmək,орчуулах
1407,denken::V,düşünmək,санах
1408,denken::V,fikirləşmək,санах
1409,glauben::V,inanmaq,итгэх
1410,bemerken::V,qeyd etmək,ажих
1411,bemerken::V,qeyd etmək,ажиглах
1412,erkennen::V,tanımaq,таних
1413,begreifen::V,anlamaq,ойлгох
1414,verstehen::V,duymaq,мэдэж авах
1415,lernen::V,öyrənmək,сурах
1416,wissen::V,bilmək,мэдэх
1417,sich erinnern an::V,xatırlamaq,дурсах
1418,vergessen::V,unutmaq,мартах
1419,messen::V,ölçmək,хэмжих
1420,zählen::V,saymaq,тоолох
1421,rechnen::V,hesablamaq,тооцоох
1422,lesen::V,oxumaq,унших
1423,malen::V,şəkil çəkmək,зурах
1424,zeichnen::V,cızmaq,дүрслэн бичих
1425,schreiben::V,yazmaq,бичих
1426,besitzen::V,yiyələnmək,эзэмших
1427,besitzen::V,malik olmaq,эзэмших
1428,kaufen::V,satın almaq,худалдан авах
1429,verkaufen::V,satmaq,худалдах
1430,bezahlen::V,ödəmək,төлөх
1431,zahlen::V,ödəmək,төлөх
1432,beherrschen::V,idarə etmək,эзэмших
1433,ertragen::V,dözmək,тэсэх
