,Concept_ID,sah,kn
545,warm::A,ичигэс,ಬಿಸಿ
546,kalt::A,тымныы,ತಣ್ಣನೆಯ
547,kühl::A,сөрүүн,ತಂಪಾದ
548,frisch::A,ыраас,ನಿರ್ಮಲ
549,frisch::A,сөрүүн,ನಿರ್ಮಲ
550,frisch::A,тымныы,ನಿರ್ಮಲ
551,feucht::A,сииктээх,ಒದ್ದೆಯಾದ
552,nass::A,инчэҕэй,ಒದ್ದೆಯಾದ
553,trocken::A,кураан,ಶುಷ್ಕ
554,voll::A,толору,ತುಂಬಿದ
555,leer::A,иччитэх,ಖಾಲಿ
556,offen::A,аһаҕас,ಮುಚ್ಚಲ್ಲದ
557,geschlossen::A,бүтэй,ಮುಚ್ಚಿದ
558,sauber::A,сэбэр,ಶುದ್ಧ
559,schmutzig::A,кирдээх,ಅಶುದ್ಧ
560,roh::A,сиикэй,ಹಸಿ
561,reif::A,буспут,ಹಣ್ಣಾದ
562,reif::A,сиппит-хоппут,ಹಣ್ಣಾದ
563,lecker::A,минньигэс,ಗುಚಿಕರ
564,süß::A,минньигэс,ಸಿಹಿ
565,bitter::A,аһыы,ಕಹಿ
566,sauer::A,аһыы,ಹುಳಿಯಾದ
567,hell::A,сырдык,ಹೊಳೆಯುವ
568,dunkel::A,хараҥа,ಮಬ್ಬಾದ
569,schwarz::A,хара,ಕಪ್ಪು
570,weiß::A,үрүҥ,ಬಿಳಿಯ
571,weiß::A,маҥан,ಬಿಳಿಯ
572,rot::A,кыһыл,ಕೆಂಪು
573,gelb::A,саһархай,ಹಳದಯ
574,blau::A,күөх,ನೀಲ
575,grün::A,күөх,ಕಾಯಾದ
576,grün::A,от күөҕэ,ಕಾಯಾದ
577,grau::A,сиэрэй,ಬೂದುಬಣ್ಣದ
578,bunt::A,эриэн,ವರ್ಣರಂಜಿತ
579,billig::A,чэпчэки,ಅಗ್ಗ
580,teuer::A,сыаналаах,ದುಬಾರಿಯಾದ
581,wertvoll::A,сыаналаах,ಅಮೂಲ್ಯ
582,blind::A,хараҕа суох,ಅಂಧ
583,taub::A,дьүлэй,ಕಿವುಡಾದ
584,kräftig::A,модун,ಪ್ರಬಲ
585,stark::A,күүстээх,ಶಕ್ತಿವಂತ
586,schwach::A,мөлтөх,ದುರ್ಬಲ
587,fett::A,эмис,ಕೊಬ್ಬಿದ
588,schlank::A,дьылҕан,ತೆಳ್ಳಗಿನ
589,schlank::A,дьыпсаҕай,ತೆಳ್ಳಗಿನ
590,hübsch::A,олус кэрэ,ಅಂದವಾದ
591,hübsch::A,көрүөхтэн үчүгэй,ಅಂದವಾದ
592,böse::A,өһүөннээх,ಕೆಟ್ಟ
593,dumm::A,акаары,ಮಂದ
594,faul::A,нэс,ಆಲಸ
595,fleißig::A,кыһамньылаах,ಕಡಗುವ
596,geizig::A,иҥсэлээх,ಜುಗ್ಗ
597,klug::A,өйдөөх,ಚತುರ
598,geschickt::A,наһаа дьоҕурдаах,ದಕ್ಷ
599,lieb::A,тапталлаах,ಪ್ರಿಯ
600,lustig::A,көрдөөх,ಖುಷಿಯಾದ
601,sanft::A,намчы,ಸೌಮ್ಯ
602,sanft::A,сымнаҕас,ಸೌಮ್ಯ
603,hungrig::A,аччык,ಹಸಿದ
604,krank::A,ыалдьар,ಅಸ್ವಸ್ಥ
605,nackt::A,сыгынньах,ನಗ್ನ
606,traurig::A,санаарҕабыллаах,ದುಃಖಿತ
607,lebendig::A,тыыннаах,ಜೀವಂತ
608,gut::A,үтүө,ಒಳ್ಳೆಯ
609,gut::A,үчүгэй,ಒಳ್ಳೆಯ
610,schlecht::A,куһаҕан,ದುಷ್ಟ
611,richtig::A,сөп,ಸರಿ
612,schlimm::A,сидьиҥ,ಅಸಹ್ಯ
613,schlimm::A,быдьар,ಅಸಹ್ಯ
614,wahr::A,кырдьык,ನಿಜ
615,alt::A,былыргы,ಮುದಿ
616,neu::A,саҥа,ಹೊಸ
617,ehemalig::A,урукку,ಮಾಜೀ
618,alt[Lebewesen]::A,кырдьаҕас,ವೃದ್ಧ
619,jung::A,эдэр,ಎಳ
620,arm::A,дьадаҥы,ಬಡ
621,reich::A,баай,ಶ್ರೀಮಂತ
622,bekannt::A,билэр,ಅಪ್ತ
623,berühmt::A,аатырбыт,ಪ್ರಸಿದ್ಧ
624,fremd::A,атын,ಪರಕೀಯ
625,verschieden::A,араас,ಬೇರೆ
626,nah::A,чугас,ಹತ್ತಿರವಾದ
627,fern::A,ыраах,ದೂರದ
628,linker::A,хаҥас,ಎಡ
629,rechter::A,уҥа,ಬಲ
630,anderer::A,атын,ಇತರ
631,erster::A,маҥнайгы,ಪ್ರಥಮ
632,zweiter::A,иккис,ದ್ವಿತೀಯ
633,dritter::A,үһүс,ಮೂರನೆಯಜಗತ್ತು
634,letzter::A,тиһэх,ಅಂತ್ಯ
635,allein::ADV,соҕотох,ಒಬ್ಬನೇ
636,auf einmal::ADV,биирдэ,ಒಡನೆ
637,zusammen::ADV,холбуу,ಒಟ್ಟಿಗೆ
638,lange::ADV,уһуннук,ದೀರ್ಘ
639,plötzlich::ADV,эмискэ,ಅನಾಮತ್ತು
640,sofort::ADV,тута,ಜಾಗ್ರತೆ
641,später::ADV,хойут,ತರುವಾಯ
642,jetzt::ADV,билигин,ಈಗ
643,heute::ADV,бүгүн,ಇಂದು
644,morgen::ADV,сарсын,ನಾಳೆ
645,bald::ADV,өтөр,ಬೇಗ
646,dann::ADV,кэнна,ಆಗ
647,gestern::ADV,бэҕэһээ,ನಿನ್ನೆ
648,einst::ADV,биир төгүл,ಪೂರ್ವದಲ್ಲಿ
649,einst::ADV,арай биирдэ,ಪೂರ್ವದಲ್ಲಿ
650,damals::ADV,оччоҕо,ಆಗ
651,danach::ADV,аары,ಆಮೇಲೆ
652,danach::ADV,ол кэнниттэн,ಆಮೇಲೆ
653,vorher::ADV,урут,ಮುಂಚೆ
654,zuerst::ADV,маҥнай,ಮೊದಲಿಗೆ
655,einmal::ADV,биирдэ,ಒಮ್ಮೆ
656,manchmal::ADV,арыт,ಆಗಾಗ
657,oft::ADV,чаастатык,ಅನೇಕಸಲ
658,immer::ADV,мэлдьи,ಯಾವಾಗಲೂ
659,niemals::ADV,хаһан да,ಯಾವಾಗಲೂ ಇಲ್ಲ
660,hier::ADV,маныаха,ಇಲ್ಲಿ
661,hierhin::ADV,бэттэх,ಇತ್ತ
662,von hier::ADV,мантан,ಇಲ್ಲಿಂದ
663,dort::ADV,онно,ಅಲ್ಲಿ
664,dorthin::ADV,онно,ಅಲ್ಲಿಗೆ
665,geradeaus::ADV,быһа,ಸೀದಾ
666,geradeaus::ADV,быһаччы,ಸೀದಾ
667,vorwärts::ADV,инники,ಮುನ್ನೆಡೆವ
668,rückwärts::ADV,төттөру,ಹಿಂದುಗಡೆಗೆ
669,zurück::ADV,төттөрү,ಹಿಂದಕ್ಕೆ
670,unten::ADV,аллара,ಕೆಳಗೆ
671,hinab::ADV,аллара,ಕೆಳಕ್ಕೆ
672,oben::ADV,үөһэ,ಮೇಲೆ
673,hinauf::ADV,өрө,ಮೇಲಕ್ಕೆ
674,hinauf::ADV,үөһэ,ಮೇಲಕ್ಕೆ
675,überall::ADV,бэйдиэ,ಎಲ್ಲಸ್ಥಳಗಳು
676,nicht::ADV,буолбатах,ಇಲ್ಲ
677,nicht::ADV,буолбатах,ಅಲ್ಲ
678,ein wenig::ADV,кыратык,ತುಸು
679,kaum::ADV,нэһиилэ,ಕಠಿನವಾಗಿ
680,sehr::ADV,бэрт,ಬಹು
681,sehr::ADV,наһаа,ಬಹು
682,so::ADV,оччо,ಅಷ್ಟು
683,so::ADV,оннук,ಅಷ್ಟು
684,noch::ADV,өссө,ಇನ್ನು
685,nur::ADV,эрэ,ಕೇವಲ
686,nur::ADV,сыччах,ಕೇವಲ
687,schon::ADV,бэлиэр,ಆಗಲೇ
688,wieder::ADV,эмиэ,ಪುನಃ
689,vergebens::ADV,таак,ನಿಷ್ಫಲವಾಗಿ
690,vor::PRP,иннигэр,ಮುಂದೆ
691,hinter::PRP,кэлин,ಹಿಂದ
692,unter::PRP,-ҕа,ಕೆಳ
693,unter::PRP,оһох түгэҕэ,ಕೆಳ
694,durch::PRP,курдары,ನೇರವಾಗಿ
695,neben::PRP,аттыгар,ಅಧರ ಬಲಿಕ
696,zwischen::PRP,ыккардынан,ನಡುವೆ
697,wegen::PRP,уҥуортан,ಅಧಕ್ಕಗಿ
698,dies::PRN,ити,ಈ
699,dies::PRN,бу,ಈ
700,das::PRN,били,ಅದು
701,alles::PRN,барыта,ಎಲ್ಲ
702,ich::PRN,мин,ನಾನು
703,du::PRN,эн,ನೀನು
704,er::PRN,кнни,ಅವನು
705,er::PRN,кнни,ಇವನು
706,wir::PRN,биһиги,ನಾವು
707,ihr::PRN,эһиги,ನೀವು
708,sie::PRN,кинилэр,ಅವರು
709,was::FPRN,туох,ಏನು
710,wer::FPRN,ким,ಯಾರಿಗೆ
711,wo::FADV,ханна,ಎಲ್ಲಿ
712,wohin::FADV,ханна,ಎಲ್ಲಿಗೆ
713,wie::FADV,хайдах,ಹೇಗೆ
714,warum::FADV,тоҕо,ಏಕೆ
715,wieviel::FNUM,төһө,ಎಷ್ಟು
716,eins::NUM,биир,ಒಂದು
717,zwei::NUM,икки,ಎರಡು
718,drei::NUM,үс,ಮೂರು
719,vier::NUM,түөрт,ನಾಲ್ಕು
720,fünf::NUM,биэс,ಅಯ್ದು
721,sechs::NUM,алта,ಆರು
722,sieben::NUM,сэттэ,ಏಳು
723,acht::NUM,аҕыс,ಎಂಟು
724,neun::NUM,тоҕус,ಒಂಭಬತ್ತು
725,zehn::NUM,уон,ಹತ್ತು
726,elf::NUM,уон биир,ಹನ್ನೊಂದು
727,zwölf::NUM,уон икки,ಹನ್ನೆರಡು
728,zwanzig::NUM,сүүрбэ,ಇಪ್ಪತ್ತು
729,dreißig::NUM,отут,ಮೂವತ್ತು
730,vierzig::NUM,түөрт уон,ನಲವತ್ತು
731,fünfzig::NUM,биэс уон,ಐವತ್ತು
732,sechzig::NUM,алта уон,ಅರುವತ್ತು
733,siebzig::NUM,сэттэ уон,ಎಪ್ಪತ್ತು
734,achtzig::NUM,аҕыс уон,ಎಂಬತ್ತು
735,neunzig::NUM,тоҕус уонус,ತೊಂಬತ್ತು
736,hundert::NUM,сүүс,ನೂರು
737,tausend::NUM,тыһыынча,ಸಾವಿರ
738,und::CNJ,да,ಮತ್ತು
739,und::CNJ,уонна,ಮತ್ತು
740,und::CNJ,итиэннэ,ಮತ್ತು
741,oder::CNJ,эбэтэр,ಅಥವಾ
742,stehen::V,тур,ನಿಲ್ಲು
743,sitzen::V,олор,ಕುಳ್ಳಿರು
744,liegen::V,сыт,ಮಲಗಿಕೊ
745,hängen::V,санньылый,ಇಳಿಯಬಿಡು
746,werden::V,буол,ಆಗು
747,passieren::V,буол,ಆಗು
748,beginnen::V,саҕалан,ಆರಂಭಿಸು
749,enden::V,бүт,ಕೊನೆಗಾಣು
750,wechseln::V,уларый,ಮಾರ್ಪಡಿಸು
751,aufgehen[Sonne]::V,ой,ಮೂಡು
752,untergehen[Sonne]::V,киир,ಮುಳುಗು
753,scheinen[Sonne]::V,сырдат,ಹೊಳೆ
754,donnern::V,эт,ಗುಡುಗಾಗು
755,wehen::V,үр,ತೀಡು
756,strömen::V,кутулун,ಹರಿ
757,fließen::V,сүүр,ಹರಿ
758,sich drehen::V,эргий,ಸುತ್ತು
759,schwanken::V,биэтэҥнээ,ಓಲಾಡು
760,schwingen::V,эйэҥнээ,ತೂಗು
761,fallen::V,оҕут,ಉದುರು
762,brennen::V,умай,ಉರಿ
763,rauchen::V,буруолаа,ಹೊಗೆಬಿಡು
764,regnen::V,самыырдаа,ಸುರಿ
765,gefrieren::V,тоҥ,ಹೆಪ್ಪುಗಟ್ಟು
766,tauen::V,ир,ಬೆಚ್ಚಗಾಗು
767,schmelzen::V,уулун,ಕರಗು
768,trocknen::V,куур,ಒಣಗು
769,sieden::V,оргуй,ಕುದಿ
770,faulen::V,сытый,ಕೊಳೆ
771,verfaulen::V,сытыйан_хаал,ನಶಿಸು
772,reißen::V,хайыт,ಒಡೆ
773,reißen::V,быһытталан,ಒಡೆ
774,versinken::V,тимир,ಮುಳುಗು
775,versinken::V,батылын,ಮುಳುಗು
776,vergehen::V,дьай,ಸಾಗು
777,erscheinen::V,көһүн,ತೋರು
778,verschwinden::V,сүт,ಮಾಯವಾಗು
779,sinken::V,намтаа,ಕುಸಿ
780,abnehmen::V,аччаа,ತಗ್ಗು
781,zunehmen::V,элбээ,ಬೆಳೆ
782,steigen::V,үрдээ,ಉಬ್ಬು
783,wachsen::V,үүн,ಬೆಳೆ
784,glänzen::V,кылбай,ಮಿರುಗು
785,funkeln::V,күлүмнээ,ಮಿನುಗು
786,funkeln::V,күлүмүрдээ,ಮಿನುಗು
787,lärmen::V,тыаһаа,ಶಬ್ದ ಮಾಡಲು
788,läuten::V,собуоннаа,ಬಾರಿಸು
789,klingeln::V,линкинээ,ಅನುರಣಿಸು
790,klirren::V,айгырат,ಕಿಣಿಕಿಣಿಸು
791,brausen::V,сирилээ,ಅಬ್ಬರಿಸು
792,rauschen::V,суугунаа,ಮರ್ಮರಗುಟ್ಟಿಸು
793,klingen::V,доргуй,ಉಸಿರು
794,bellen::V,үр,ಬಗುಳು
795,heulen::V,улуй,ಅರಚು
796,blasen::V,үр,ಗಾಳಿ ಊದು
797,pfeifen::V,иһиир,ಸಿಳ್ಳೆಯೂದು
798,schreien::V,кылан,ಕರೆ
799,schreien::V,хаһыытаа,ಕರೆ
800,stöhnen::V,ынчыктаа,ನರಳು
801,zittern::V,титирээ,ನಡುಗು
802,zittern::V,дьигиһий,ನಡುಗು
803,leben::V,олор,ಇರು
804,geboren werden::V,төрөө,ಉಂಟಾಗು
805,atmen::V,тыын,ಉಸಿರು
806,trinken::V,ис,ಕುಡಿ
807,essen::V,аһаа,ತಿನ್ನು
808,schlucken::V,ыйыһын,ನುಂಗು
809,müde werden::V,сылай,ಬಳಲು
810,einschlafen::V,утуйан хаал,ನಿದ್ಧೆಹೋಗು
811,schlafen::V,утуй,ನಿದ್ರಿಸು
812,schlafen::V,утуйа сыт,ನಿದ್ರಿಸು
813,aufwachen::V,уһугун,ಏಳು
814,aufstehen::V,тур,ಏಳು
815,sich erholen::V,сынньан,ಸುಧಾರಿಸು
816,krank werden::V,ыарый,ಬೇನೆಬೀಳು
817,krank sein::V,ыарый,ಕೆಟ್ಟ ಎಂದು
818,krank sein::V,ыарыт,ಕೆಟ್ಟ ಎಂದು
819,schmerzen::V,ыарыт,ಕಚ್ಚು
820,husten::V,сөтөлүн,ಕೆಮ್ಮು
821,genesen::V,көн,ಮತ್ತೆಹೊದಿಸು
822,sterben::V,өл,ಮೃತಪಡು
823,umkommen::V,өл,ಹಾಳಾಗು
824,umkommen::V,оҕут,ಹಾಳಾಗು
825,sich bewegen::V,хамсаа,ಚಲಿಸು
826,sich rühren::V,хамсаа,ಕದಲು
827,sich erheben::V,тур,ಏಳು
828,sich setzen::V,олор,ಕೂರು
829,hinfallen::V,оҕут,ಬೀಳು
830,laufen::V,хаам,ನಡೆ
831,schreiten::V,атыллаа,ಮೆಲ್ಲಗೆ ನಡೆ
832,spazierengehen::V,дьаарбай,ವಿಹರಿಸು
833,eilen::V,тиэтэй,ಮುನ್ನುಗ್ಗು
834,sich beeilen::V,ыксаа,ಆತುರಪಡು
835,sausen::V,элээр,ಒಗೆ
836,rennen::V,сүүрэкэлээ,ಓಡು
837,springen::V,ой,ಜಿಗಿ
838,springen::V,ыстан,ಜಿಗಿ
839,klettern::V,ытын,ಏರು
840,schaukeln::V,эйэҥнээ,ತೂಗು
841,schaukeln::V,биэрэҥнээ,ತೂಗು
842,kriechen::V,сыыл,ತೆವಳು
843,schwimmen::V,уһун,ಈಜು
844,schwimmen::V,харбаа,ಈಜು
845,tauchen::V,умус,ಕೆಳಗಿಳಿ
846,rudern::V,эрт,ಸಾಗಿಸು
847,fahren::V,айаннаа,ನಡೆಸು
848,fliegen::V,көт,ಹಾರು
849,gehen::V,бар,ಹೋಗು
850,weggehen::V,бар,ಹೊರಡು
851,abfahren::V,бар,ತೆರಳು
852,anhalten::V,тохтоо,ನಿಲ್ಲು
853,hineingehen::V,киир,ಒಳಹೊಗು
854,eintreten::V,киир,ಒಳಹೊಗು
855,kommen::V,кэл,ಬರು
856,ankommen::V,кэл,ಬರು
857,ankommen::V,тиий,ಬರು
858,zurückkommen::V,төнүн,ಹಿಂದಿರುಗು
859,bleiben::V,хаал,ಇರು
860,warten::V,көһүт,ಇರು
861,erwarten::V,күүт,ನಿರೀಕ್ಷಿಸು
862,erwarten::V,көһүт,ನಿರೀಕ್ಷಿಸು
863,suchen::V,ирдээ,ಹುಡುಕು
864,suchen::V,көрдөө,ಹುಡುಕು
865,finden::V,бул,ಕಂಡುಕೊ
866,versuchen::V,сорун,ಪ್ರಯತ್ನಿಸು
867,vorbereiten::V,бэлэмнээ,ಸಿದ್ಧವಾಗು
868,lieben::V,таптаа,ಪ್ರೀತಿಸು
869,mögen::V,сөбүл,ಇಷ್ಟಪಡು
870,lachen::V,күл,ನಗು
871,rühren::V,долгут,ಹೃದಯ ಸ್ಪರ್ಶಕ್ಕೆ
872,weinen::V,ытаа,ಅಳು
873,schimpfen::V,үөҕүс,ಗೊಣಗು
874,sich ärgern::V,кыыһыр,ಗಣಗಾಡು
875,sich ärgern::V,кыйахан,ಗಣಗಾಡು
876,sich fürchten::V,куттан,ನಡುಗು
877,sich fürchten::V,дьиксин,ನಡುಗು
878,fürchten::V,дьиксин,ಹೆದರು
879,fürchten::V,куттан,ಹೆದರು
880,fliehen::V,күрээ,ಓಡಿಹೋಗು
881,flüchten::V,күрээ,ಪಾರಾಗು
882,sehen::V,көр,ಕಾಣು
883,anschauen::V,көр,ನೋಡು
884,ansehen::V,көр,ನಿರೀಕ್ಷಿಸು
885,hören::V,бил,ಕೇಳು
886,hören::V,иһит,ಕೇಳು
887,zuhören::V,иһит,ಆಲಿಸು
888,probieren::V,боруобалаан көр,ರುಚಿ ನೋಡು
889,probieren::V,амсайан көр,ರುಚಿ ನೋಡು
890,riechen::V,сытырҕаа,ಮೂಸು
891,fühlen::V,бил,ಸ್ಪರ್ಯಿಸಿತಿಳಿ
892,scheinen::V,көһүн,ತೋರು
893,zu sehen sein::V,көһүн,ಕಾಣಿಸು
894,vernehmen::V,иһит,ಕೇಳು
895,frieren::V,тоҥ,ಚಳಿಯಿಂದ ಸೆಡೆದುಕೊ
896,frieren::V,үлүй,ಚಳಿಯಿಂದ ಸೆಡೆದುಕೊ
897,tun::V,гын,ಮಾಡು
898,können::V,кыай,ಮಾಡಬಲ್ಲ
899,wollen::V,баҕар,ಬಯಸು
900,anfangen::V,саҕалаа,ಪ್ರಾರಂಭಿಸು
901,beenden::V,бүтэр,ನಿಲ್ಲಿಸು
902,aufhören::V,уурай,ಮುಗಿಸು
903,gelingen::V,сатан,ಯಶಸ್ವಿಯಾಗು
904,geraten::V,баар буолан биэр,ಉತ್ಪತ್ತಿಮಾಡು
905,geraten::V,баар буола тус,ಉತ್ಪತ್ತಿಮಾಡು
906,geraten::V,буолан таҕыс,ಉತ್ಪತ್ತಿಮಾಡು
907,öffnen::V,ас,ತೆರೆ
908,schließen::V,сап,ಮುಚ್ಚು
909,schließen::V,хатаа,ಮುಚ್ಚು
910,stellen::V,уур,ಇಕ್ಕು
911,stellen::V,туруор,ಇಕ್ಕು
912,setzen::V,туруор,ಇಡು
913,setzen::V,уур,ಇಡು
914,legen::V,уур,ಇಡು
915,berühren::V,тыыт,ತಾಕು
916,berühren::V,таарый,ತಾಕು
917,verbinden::V,кэлгий,ಕೂಡಿಸು
918,bedecken::V,бүрүй,ಮುಚ್ಚು
919,aufhängen::V,ыйаа,ತೂಗುಹಾಕು
920,anzünden::V,умат,ಹತ್ತಿಸು
921,aufheben::V,өрө тарт,ಆಯಿ
922,zurücklassen::V,бырах,ಬಿಡು
923,verlieren::V,сүтэр,ಕಳೆ
924,fallen lassen::V,түһэр,ಬೀಳಿಸು
925,fallen lassen::V,мүлчү тут,ಬೀಳಿಸು
926,machen::V,оҥор,ಮಾಡು
927,machen::V,оҥоһун,ಮಾಡು
928,herstellen::V,оҥор,ತಯಾರಿಸು
929,bauen::V,тут,ಕಟ್ಟು
930,reparieren::V,абырахтаа,ಸರಿಪಡಿಸು
931,verbessern::V,тупсар,ತಿದ್ದು
932,ändern::V,уларыт,ಬದಲಾಯಿಸು
933,graben::V,хас,ಅಗೆ
934,beugen::V,бокут,ಬಗ್ಗಿಸು
935,beugen::V,токурут,ಬಗ್ಗಿಸು
936,beugen::V,бүк баттаа,ಬಗ್ಗಿಸು
937,biegen::V,иэх,ಬಗ್ಗಿಸು
938,biegen::V,өҕүлүннэр,ಬಗ್ಗಿಸು
939,drehen::V,эргит,ತಿರುಗು
940,drehen::V,эргичит,ತಿರುಗು
941,wenden::V,эргилин,ತಿರುಗು
942,umdrehen::V,түҥнэр,ತಿರುಗಿಸು
943,heben::V,көтөх,ಎತ್ತು
944,hochheben::V,таһаар,ಎತ್ತು
945,ergreifen::V,тут,ಆಕ್ರಮಿಸು
946,halten::V,тут,ಹಿಡಿ
947,drücken::V,ык,ಒತ್ತು
948,schieben::V,ас,ನೂಕು
949,kratzen::V,кыһыы,ತರಚಿಕೊಳ್ಳು
950,lecken::V,салаа,ನೆಕ್ಕು
951,beißen::V,ытыр,ಕಚ್ಚು
952,abreißen::V,быһа тарт,ಹರಿ
953,abreißen::V,туура тарт,ಹರಿ
954,abschneiden::V,быс,ಕತ್ತರಿಸು
955,abschneiden::V,быһан ыл,ಕತ್ತರಿಸು
956,abschneiden::V,быһа баттаа,ಕತ್ತರಿಸು
957,binden::V,кэлгий,ಕಟ್ಟು
958,stecken::V,батары ас,ಸಿಕ್ಕಿಸು
959,brechen::V,тоһут,ಮುರಿ
960,klopfen::V,тоҥсуй,ತಟ್ಟು
961,hauen::V,оҕус,ಹೊಡೆ
962,kleben::V,силимнээ,ಅಂಟಿಸು
963,reiben::V,аал,ಉಜ್ಜು
964,streichen::V,сыбаа,ಹರಡು
965,schleifen::V,чочуй,ಮಸೆ
966,schneiden::V,быс,ಕತ್ತರಿಸು
967,rütteln::V,иэҕэҥнэт,ಕುಲುಕಿಸು
968,schütteln::V,сахсый,ಅಲುಗಿಸು
969,schwenken::V,дайбаа,ತೂಗಾಡು
970,schütten::V,кут,ಎರೆ
971,füllen::V,толор,ತುಂಬಿಸು
972,einwickeln::V,суулаа,ಹೊದಿಸು
973,tragen::V,ит,ಹೊರು
974,schleppen::V,сос,ಜಗ್ಗು
975,ziehen::V,тарт,ಎಳೆ
976,aufbewahren::V,уур,ಇಟ್ಟುಕೊ
977,aufbewahren::V,харай,ಇಟ್ಟುಕೊ
978,werfen::V,бырах,ಎಸೆ
979,fangen::V,хап,ಹಿಡಿ
980,packen::V,тут,ಸೆಳೆ
981,verstecken::V,саһыар,ಮುಚ್ಚಿಡು
982,teilen::V,үллэр,ವಿಭಜಿಸು
983,schicken::V,ыыт,ಕಳುಹಿಸು
984,bringen::V,аҕал,ತರು
985,hinzufügen::V,эп,ಕೂಡಿಸು
986,bekommen::V,ыл,ಸಂಪಾದಿಸು
987,bekommen::V,булун,ಸಂಪಾದಿಸು
988,erhalten::V,ыл,ಪಡೆ
989,nehmen::V,ыл,ಹಿಡಿ
990,wählen::V,быыбардаа,ಆರಿಸು
991,auswählen::V,тал,ಆಯಿ
992,bewahren::V,харай,ರಕ್ಷಿಸಿಡು
993,behindern::V,мэһэйдээ,ಅಡ್ಡಿಮಾಡು
994,verderben::V,буорту гын,ಕೆಡಿಸು
995,beschädigen::V,алдьат,ಹಾಳುಮಾಡು
996,zerbrechen::V,үлтүрүт,ಮುರಿ
997,zerreißen::V,хайыта тарт,ಸೀಳು
998,zerstören::V,алдьат,ಅಳಿಸು
999,verbrennen::V,уоттаа,ಸುಡು
1000,geben::V,биэр,ಕೊಡು
1001,reichen::V,аҕал,ಕೊಡು
1002,schenken::V,бэлэхтээ,ಅರ್ಪಿಸು
1003,versprechen::V,эрэннэр,ವಾಗ್ದಾನಮಾಡು
1004,wünschen::V,баҕар,ಬಯಸು
1005,loben::V,хайҕаа,ಹೊಗಳು
1006,küssen::V,уураа,ಚುಂಬಿಸು
1007,wiegen::V,бигээ,ತೂಗು
1008,zudecken::V,сап,ಹಾಸು
1009,zudecken::V,бүрүй,ಹಾಸು
1010,wecken::V,уһугуннар,ಎಬ್ಬಿಸು
1011,zeigen::V,көрдөр,ತೋರಿಸು
1012,führen::V,салай,ದಾರಿತೋರಿಸು
1013,lehren::V,үөрэт,ಕಲಿಸು
1014,unterrichten::V,үөрэт,ಬೋಧಿಸು
1015,aufziehen::V,иит,ಸಲಹು
1016,leiten::V,салай,ಮುಂದಾಳಾಗಿರು 
1017,antreiben::V,кыһай,ಓಡಿಸು
1018,lassen::V,күһэй,ಮಾಡಲುಬಿಡು
1019,einladen::V,ыҥыр,ಆಹ್ವಾನಿಸು
1020,vereinigen::V,холбоо,ಒಂದಾಗು
1021,vereinigen::V,түм,ಒಂದಾಗು
1022,besuchen::V,сырыт,ಭೇಟಿಯಾಗು
1023,besuchen::V,билсэ сырыт,ಭೇಟಿಯಾಗು
1024,treffen::V,көрүс,ಸಂಧಿಸು
1025,sich versammeln::V,мүһүн,ನೆರೆ
1026,sich versammeln::V,түмүс,ನೆರೆ
1027,spielen::V,оонньоо,ಆಡು
1028,singen::V,ыллаа,ಹಾಡು
1029,tanzen::V,үҥкүүлээ,ಕುಣಿ
1030,sich trennen::V,араҕыс,ಪ್ರತ್ಯೇಮಾಡು
1031,verlassen::V,хааллар,ಕಳೆ
1032,retten::V,өрүһүй,ರಕ್ಷಿಸು
1033,bewachen::V,араҥаччылаа,ಕಾಪಾಡು
1034,schützen::V,көмүскээ,ಸಂರಕ್ಷಿಸು
1035,verteidigen::V,көмүскээ,ಕಾಪಿಡು
1036,sich schlagen::V,охсус,ಕಿತ್ತಾಟ
1037,schießen::V,ытыалаа,ಎಸೆ
1038,siegen::V,хот,ಗೆಲ್ಲು
1039,siegen::V,кыай,ಗೆಲ್ಲು
1040,ärgern::V,кыыһырт,ರೇಗಿಸು
1041,schlagen::V,оҕус,ಹೊಡೆ
1042,treten::V,тэп,ಒದೆ
1043,stechen::V,кэй,ಚುಚ್ಚು
1044,stoßen::V,кэп,ತಳ್ಳು
1045,stoßen::V,үтүрүй,ತಳ್ಳು
1046,stehlen::V,уор,ಕದಿ
1047,stören::V,мэһэйдээ,ಕತಕು
1048,belästigen::V,батар,ತೊಂದರೆ
1049,verbergen::V,кистээ,ಮರೆಮಾಜು
1050,täuschen::V,албыннаа,ಠಕ್ಕಿಸು
1051,betrügen::V,албыннаа,ವಂಚಿಸು
1052,töten::V,өлөр,ಕೊಲ್ಲು
1053,wohnen::V,олор,ವಾಸಿಸು
1054,arbeiten::V,үлэлээ,ಕೆಲಸ ಮಾಡು
1055,sammeln::V,мус,ಸಂಚಯಿಸು
1056,sammeln::V,хомуй,ಸಂಚಯಿಸು
1057,pflücken::V,үргээ,ಬಿಡಿಸು
1058,jagen::V,бултаа,ಬೇಟೆಯಾಡು
1059,fischen::V,балыктаа,ಮೀನು ಹಿಡಿ
1060,fassen::V,тут,ಹಿಡಿ
1061,hüten::V,манаа,ಗುಂಪುಸೇರಿಸು
1062,treiben::V,үүр,ದಬ್ಬು
1063,anbinden::V,баай,ಬಿಗಿ
1064,füttern::V,аһат,ಮೇಯಿಸು
1065,melken::V,ыа,ಹಾಲು ಕರೆ
1066,hacken::V,кэрт,ತುಂಡರಿಸು
