,Concept_ID,sl,ko
122,Küste::N,obréžje,해변가
123,Festland::N,celína,본토
124,Festland::N,kopnína,본토
125,Meer::N,mórje,바다
126,Bucht::N,zalív,협만
127,Insel::N,ôtok,섬
128,Blume::N,cvetlíca,꽃
129,Gras::N,tráva,풀
130,Wurzel::N,korenína,뿌리
131,Baum::N,drevó,나무
132,Stamm::N,dêblo,대
133,Rinde::N,lúbje,나무껍질
134,Rinde::N,skórja,나무껍질
135,Ast::N,véja,가지
136,Zweig::N,véja,가지
137,Blatt::N,líst,잎
138,Birke::N,bréza,자작나무
139,Kiefer[Baum]::N,bòr,소나무
140,Weide[Baum]::N,vŕba,쉬양버들
141,Tanne::N,hója,전나무
142,Horn::N,róg,뿔
143,Feder::N,peró,깃털
144,Fell::N,kŕzno,피혁모피
145,Flügel::N,krílo,날개
146,Klaue::N,párkelj,갈고리 발톺
147,Kralle::N,krémpelj,발툭
148,Schwanz::N,rèp,꼬리
149,Ei::N,jájce,알
150,Nest::N,gnézdo,보금자리
151,Bau::N,brlòg,굴
152,Tier::N,živál,짐승
153,Herde::N,čréda,가축의떼
154,Kuh::N,kráva,암소
155,Bulle::N,bìk,황소
156,Pferd::N,kònj,말
157,Schaf::N,ôvca,양
158,Schwein::N,svínja,돼지
159,Hund::N,pès,개
160,Katze::N,máčka,고양이
161,Bär::N,mêdved,콤
162,Eichhörnchen::N,véverica,다람쥐
163,Elch::N,lós,고라니
164,Fuchs::N,lisíca,여우
165,Hase::N,zájec,토끼
166,Maus::N,mìš,쥐
167,Wolf::N,vólk,늑대
168,Vogel::N,ptìč,새
169,Vogel::N,ptíca,새
170,Schwarm::N,játa,뗴
171,Huhn::N,kokóš,암탉
172,Hahn::N,petêlin,수탉
173,Gans::N,gós,거위
174,Adler::N,ôrel,수리
175,Ente::N,ráca,오리
176,Eule::N,sôva,부엉이
177,Kranich::N,žerjàv,두루미
178,Krähe::N,vrána,까마귀
179,Kuckuck::N,kúkavica,뻐꾸기
180,Schwan::N,labód,배조
181,Fisch::N,ríba,물고기
182,Barsch::N,ostríž,농어
183,Hecht::N,ščúka,에속스
184,Schlange[Tier]::N,káča,뱀
185,Wurm::N,čr̀v,벌레
186,Wurm::N,glísta,벌레
187,Spinne::N,pájek,거미
188,Ameise::N,mrávlja,개미
189,Laus::N,úš,이
190,Mücke::N,komár,모기
191,Fliege::N,múha,날기
192,Schmetterling::N,metúlj,나비
193,Beere::N,jágoda,장과
194,Apfel::N,jábolko,사과
195,Pilz::N,góba,고방이
196,Zwiebel::N,čebúla,양파
197,Saat::N,séme,씨
198,Korn::N,zŕno,알맹이
199,Heu::N,senó,건초
200,Schale::N,lupína,피상
201,Grube::N,jáma,
202,Falle::N,pást,함정
203,Schlinge::N,zánka,올가미
204,Schlinge::N,zánka,멜빵붕대
205,Schlinge::N,pêtlja,올가미
206,Schlinge::N,pêtlja,멜빵붕대
207,Spur::N,sléd,발지국
208,Asche::N,pepél,재
209,Dreck::N,bláto,똥
210,Dreck::N,bláto,오물
211,Eisen::N,želézo,쇠
212,Eisen::N,želézo,철
213,Gold::N,zlató,항금
214,Silber::N,srebró,은
215,Kohle::N,ógel,슻
216,Glas::N,stêklo,유리
217,Lehm::N,ílo,찰흙
218,Sand::N,pések,모래
219,Mensch::N,člôvek,사람
220,Mann::N,móž,남자
221,Mann::N,môški,남자
222,Frau::N,gospá,여자
223,Frau::N,žénska,여자
224,Kind::N,déte,아이
225,Kind::N,otròk,아이
226,Junge::N,fànt,소녁
227,Junge::N,déček,소녁
228,Mädchen::N,deklè,소녀
229,Mädchen::N,déklica,소녀
230,Familie::N,družína,가족
231,Großvater::N,dèd,할아버지
232,Großvater::N,dédek,할아버지
233,Großmutter::N,bábica,할머니
234,Eltern::N,stárši,어버오
235,Vater::N,ôče,아버지
236,Mutter::N,máma,어머니
237,Sohn::N,sín,아들
238,Tochter::N,hčí,딸기
239,Tochter::N,hčérka,딸기
240,Bruder::N,bràt,형제
241,Schwester::N,sêstra,누이
242,Onkel::N,újec,백부
243,Onkel::N,stríc,백부
244,Tante::N,têta,아주머니
245,Tante::N,strína,아주머니
246,Ehemann::N,móž,남편
247,Ehemann::N,sopróg,남편
248,Ehefrau::N,žêna,아내
249,Ehefrau::N,sopróga,아내
250,Freude::N,rádost,기쁨
251,Freude::N,vesêlje,기쁨
252,Gelächter::N,sméh,웃음
253,Gelächter::N,grohòt,웃음
254,Glück::N,sréča,즐거움
255,Kummer::N,gorjé,슬픔
256,Wunsch::N,žêlja,소망
257,Lust::N,poželênje,
258,Geist::N,dúša,할기
259,Gedanke::N,mísel,상념
260,Gedächtnis::N,pámet,기억
261,Sinn::N,pomèn,센스
262,Sinn::N,smísel,센스
263,Grund::N,vzròk,까닭
264,Wahrheit::N,resníca,참
265,Wahrheit::N,resníca,진실
266,Gespräch::N,pogóvor,대화
267,Märchen::N,právljica,동화
268,Erzählung::N,povést,이야기
269,Nachricht::N,sporočílo,
270,Neuigkeit::N,novóst,뉴스
271,Name::N,imé,이름
272,Rätsel::N,ugánka,수수께끼
273,Rede::N,góvor,연설
274,Sprache::N,jêzik,말
275,Stimme::N,glás,목소리
276,Wort::N,beséda,낱말
277,Zeichen::N,znák,신호
278,Ruf::N,klíc,부름
279,Lärm::N,hrúp,소동
280,Lärm::N,trúšč,소동
281,Laut::N,glás,음성
282,Ton::N,tón,목소리
283,Lied::N,pésem,노래
284,Ruhe::N,pokòj,쉼
285,Leute::N,ljudjé,사람들
286,Volk::N,národ,국중
287,Arbeit::N,délo,근로
288,Arbeit::N,délo,너무
289,Gast::N,gòst,손님
290,Geschenk::N,darílo,행하
291,Spiel::N,ígra,무리
292,Gesellschaft::N,drúžba,교제
293,Hilfe::N,pomóč,거들음
294,Hilfe::N,pomóč,보좌
295,Freund::N,prijátelj,친구
296,Kamerad::N,továriš,동실자
297,Angelegenheit::N,zadéva,용무
298,Anzahl::N,števílo,어떤
299,Anzahl::N,števílo,수
300,Art::N,vŕsta,정류
301,Stück::N,kós,일부분
302,Teil::N,dél,몱
303,Teil::N,dél,구훠
304,Hälfte::N,polovíca,2분의
305,Kreis::N,króg,고리
306,Kreis::N,kolobár,고리
307,Kreuz::N,kríž,열십자
308,Linie::N,próga,선
309,Strich::N,čŕta,스침
310,Abstand::N,preslédek,거리
311,Entfernung::N,oddáljenost,거리
312,Gegend::N,kràj,곳
313,Gegend::N,kràj,부금
314,Gegend::N,dežêla,곳
315,Gegend::N,dežêla,부금
316,Platz::N,prôstor,장소
317,Ort::N,mésto,장소
318,Seite::N,bòk,옆면
319,Seite::N,strán,옆면
320,Mitte::N,sredína,궁간
321,Gegenstand::N,prédmet,항목
322,Sache::N,réč,뭉에
323,Sache::N,stvár,뭉에
324,Rand::N,kràj,가
325,Kante::N,rób,귀퉁
326,Ecke::N,vogál,구석
327,Spitze::N,óst,끝
328,Spitze::N,óst,참단
329,Ende::N,kônec,말당
330,Loch::N,lúknja,빙옷
331,Winkel::N,kót,각도
332,Muster::N,vzórec,본
333,Muster::N,vzórec,견복
334,Größe::N,veličína,신장
335,Länge::N,dolžína,길이긺
336,Höhe::N,vršína,높이
337,Gewicht::N,téža,추
338,Menge::N,količína,수양
339,Haufen::N,kùp,퇴적
340,Haufen::N,kopíca,퇴적
341,Reihe::N,níz,열
342,Reihe::N,vŕsta,열
343,Boot::N,čóln,보트
344,Ruder::N,vêslo,노
345,Schlitten::N,saní,썰매
346,Ski::N,smučí,스키
347,Lagerfeuer::N,táborni ôgenj,캠프의 모닥불
348,Last::N,tôvor,무거운짐
349,Gang::N,hòd,걸음
350,Schritt::N,korák,보조
351,Norden::N,séver,북쪽 
352,Süden::N,júg,남쪽
353,Westen::N,zapàd,서쪽
354,Osten::N,vzhòd,동쪽
355,Holz::N,lés,목재
356,Brett::N,deskà,마루널
357,Platte::N,plôča,탤
358,Platte::N,plôča,금속판
359,Stütze::N,opóra,버팀목
360,Stütze::N,zaslómba,버팀목
361,Stange::N,gréd,장대
362,Stock::N,pálica,막대기
363,Stab::N,pálica,작대기
364,Rohr::N,cév,갈대
365,Haus::N,híša,집
366,Heim::N,dóm,집
367,Ofen::N,péč,아궁이
368,Fußboden::N,pòd,마루
369,Tisch::N,míza,탁자
370,Stuhl::N,stòl,의자
371,Wiege::N,zíbel,발상지
372,Bett::N,póstelja,침대
373,Regal::N,políca,서가
374,Kiste::N,zabòj,짐궤
375,Fenster::N,ôkno,눔
376,Tür::N,vráta,문
377,Tor::N,velíka vráta,대문
378,Zaun::N,ográja,담장
379,Dach::N,stréha,지붕
380,Leiter::N,léstev,사닥다리
381,Besen::N,mêtla,비
382,Spaten::N,lopáta,가래
383,Schaufel::N,lopáta,삽
384,Gabel::N,vílice,갈래
385,Löffel::N,žlíca,숟가락
386,Messer::N,nòž,나이프
387,Nagel::N,žebèlj,발툽
388,Netz::N,mréža,그물
389,Haken::N,kljúka,갈고리
390,Griff::N,ročáj,움켜쥠
391,Griff::N,oprijèm,움켜쥠
392,Schloss::N,ključávnica,자물쇠
393,Bild::N,slíka,그림
394,Figur::N,figúra,몸메
395,Figur::N,postáva,몸메
396,Puppe::N,lútka,인형
397,Beutel::N,môšnja,클
398,Bündel::N,cúla,자근다발
399,Bündel::N,svéženj,자근다발
400,Tasche::N,tórba,가방
401,Tasche::N,tobôlec,가방
402,Eimer::N,vêdro,동이
403,Deckel::N,pokròv,뚜껑
404,Deckel::N,poklópec,뚜껑
405,Geschirr::N,posóda,식시
406,Sack::N,vréča,조갑
407,Tasse::N,skodélica,차잔
408,Topf::N,lônec,단지
409,Kessel::N,kôtel,주전자
410,Essen::N,hrána,먹기
411,Nahrung::N,živílo,식료
412,Speise::N,jéd,음식물
413,Fleisch::N,mesó,고기
414,Getreide::N,žíto,곡물
415,Brei::N,káša,젤리
416,Brot::N,krùh,빵
417,Scheibe::N,réženj,원반
418,Fett::N,mást,기름
419,Fett::N,maščôba,기름
420,Butter::N,máslo,버터
421,Öl::N,ólje,올리브유
422,Salz::N,sól,소금
423,Suppe::N,júha,국
424,Suppe::N,júha,수프
425,Honig::N,méd,감미
426,Milch::N,mléko,유즙
427,Tee::N,čáj,차
428,Leder::N,úsnje,가죽
429,Wolle::N,vólna,양털
430,Stoff::N,blagó,패료
431,Nadel::N,ígla,바늘
432,Faden::N,nít,콘실
433,Knopf::N,gúmb,단추
434,Knoten::N,vôzel,곁절
435,Farbe::N,bárva,색
436,Kleidung::N,obléka,옷입기
437,Hemd::N,srájca,속옷
438,Kragen::N,ovrátnik,깃
439,Ärmel::N,rokáv,소매
440,Hose::N,hláče,바지
441,Gürtel::N,pás,밴드
442,Mütze::N,kápa,모자
443,Mütze::N,čépica,모자
444,Schuh::N,čévelj,구두
445,Stiefel::N,škórenj,장화
446,Ring::N,pŕstan,고리
447,Band::N,trák,리본
448,Kamm::N,glavník,빗
449,Spiegel::N,zrcálo,거울
450,Spiegel::N,ogledálo,거울
451,Riemen::N,jêrmen,가죽끈
452,Schnur::N,vŕvca,밧줄
453,Leine::N,konôpec,고삐줄
454,Decke::N,odéja,이부자리
455,Kissen::N,blazína,깔개
456,Tuch::N,pŕt,천
457,Tuch::N,rúta,천
458,Handtuch::N,brisáča,수건
459,Kraft::N,síla,세력
460,Stärke::N,jákost,힘
461,Gesundheit::N,zdrávje,위생
462,Krankheit::N,bolézen,병
463,Schmerz::N,ból,아픔고통
464,Schmerz::N,bolečína,아픔고통
465,Wunde::N,rána,상처
466,Fieber::N,vročína,열별
467,Arznei::N,lék,약
468,Arznei::N,zdravílo,약
469,Brücke::N,móst,교량
470,Brunnen::N,vodnják,원천
471,Weide::N,páša,목장
472,Pfad::N,stezà,좁은길
473,Weg::N,pót,길
474,Straße::N,césta,길
475,Dorf::N,vás,촌
476,Dorf::N,vás,촌락
477,Stadt::N,mésto,도시
478,Brief::N,písmo,서한
479,Buch::N,knjíga,책
480,Buchstabe::N,čŕka,문자
481,Zeitung::N,čásnik,신문
482,Leben::N,življênje,삶
483,Tod::N,smŕt,죽음
484,Grab::N,gròb,무덤
485,Kirche::N,cérkev,교회
486,Sünde::N,gréh,부정
487,Gott::N,bóg,하느님
488,Arbeiter::N,délavec,일하는사람
489,Chef::N,šéf,사장
490,Meister::N,mójster,명인
491,Meister::N,mójster,대가
492,Arzt::N,zdravník,의사
493,Lehrer::N,učítelj,교사
494,Geld::N,denár,돈
495,Geschäft::N,kupčíja,일
496,Laden::N,trgovína,가게
497,Preis::N,céna,가격
498,Ware::N,róba,상품
499,Nutzen::N,príd,이익
500,Reichtum::N,bogástvo,많음
501,Welt::N,svét,세상
502,Land::N,dežêla,지방
503,Staat::N,držáva,국가
504,König::N,králj,국왕
505,Macht::N,oblást,힘
506,Grenze::N,mêja,국경
507,Krieg::N,vôjna,전쟁
508,Feind::N,sovrážnik,적
509,Gewalt::N,nasílje,권력
510,Kampf::N,bòj,전투
511,Kampf::N,bórba,전투
512,Bogen[Waffe]::N,lók,활
513,Pfeil::N,puščíca,화살
514,Gewehr::N,púška,무기
515,Fehler::N,zmóta,오류
516,Lüge::N,láž,거짓말
517,Schaden::N,okvára,손상
518,Unglück::N,nesréča,불행
519,Schuld::N,krívda,부채
520,Alter::N,dôba,연령
521,Schluss::N,kônec,마감
522,Zeit::N,čàs,때
523,Zeit::N,čàs,시간
524,Tag::N,dán,하루
525,Morgen::N,jútro,이침
526,Mittag::N,póldan,대낮
527,Abend::N,večér,저녁
528,Nacht::N,nóč,밤
529,Woche::N,téden,근무일
530,Monat::N,mésec,달
531,Jahr::N,léto,해
532,Frühling::N,pomlád,봄
533,Sommer::N,polétje,여름
534,Herbst::N,jesén,가을
535,Winter::N,zíma,겨울
536,Januar::N,jánuar,일월
537,Februar::N,fébruar,이월
538,März::N,márec,삼월
539,April::N,apríl,사월
540,Mai::N,máj,오월
541,Juni::N,júnij,유월
542,Juli::N,júlij,칠월
543,August::N,avgúst,팔월
544,September::N,septêmber,구월
545,Oktober::N,október,시월
546,November::N,novêmber,십일월
547,Dezember::N,decémber,십이월
548,Montag::N,ponedéljek,월요일
549,Dienstag::N,tôrek,화요일
550,Mittwoch::N,sréda,수요일
551,Donnerstag::N,četŕtek,모교일
552,Freitag::N,pétek,그묘일
553,Samstag::N,sobóta,토요일
554,Sonntag::N,nedélja,일요일
555,groß::A,vêlik,큰
556,klein::A,májhen,자근
557,lang::A,dólg,긴
558,kurz::A,krátek,짧은
559,breit::A,širòk,넓은
560,schmal::A,ózek,좁은
561,dicht::A,góst,농밀한
562,dick[Gegenstand]::A,dêbel,두꺼운
563,dünn::A,tánek,얇은
564,fein::A,drôben,미세한
565,fest::A,tŕden,굳은
566,flach::A,plán,얕은
567,flach::A,plòsk,얕은
568,glatt::A,gládek,반들반들한
569,hart::A,tŕd,굳은
570,weich::A,mehák,연한
571,rund::A,okrógel,둥근
572,spitz::A,šílast,뾰족한
573,scharf::A,óster,날카로운
574,stumpf::A,tóp,무딘
575,stumpf::A,skŕhan,무딘
576,schwer::A,têžek,무거운
577,schön::A,lép,멋진
578,schön::A,krásen,멋진
579,heiß::A,vròč,뜨거운
580,warm::A,tôpel,따뜻한
581,kalt::A,mŕzel,찬
582,kalt::A,hláden,찬
583,kühl::A,hláden,서늘한
584,frisch::A,svéž,신선한
585,feucht::A,vlážen,축축한
586,nass::A,móker,젖은
587,trocken::A,súh,마른
588,voll::A,póln,완전한
589,leer::A,prázen,빈
590,offen::A,odpŕt,열린
591,geschlossen::A,zapŕt,닫힌
592,sauber::A,číst,깨끗한
593,sauber::A,líčen,깨끗한
594,schmutzig::A,umázan,더러운
595,roh::A,suròv,날게잇의
596,reif::A,zrèl,이근
597,lecker::A,okúsen,맛있는
598,süß::A,sládek,단
599,bitter::A,grenák,찌르는듯한
600,sauer::A,kísel,산성의
601,hell::A,svetèl,밝은
602,dunkel::A,temèn,어두운
603,schwarz::A,čŕn,검은
604,weiß::A,bél,하얀
605,rot::A,rdèč,붉은
606,gelb::A,žólt,황색
607,gelb::A,rumèn,황색
608,blau::A,móder,푸른
609,grün::A,zelèn,녹색의
610,grau::A,sív,회색의
611,bunt::A,písan,알록달록한
612,billig::A,pocéni,싼
613,teuer::A,drág,값비산
614,wertvoll::A,dragocén,가치가많은
615,blind::A,slép,눈먼
616,taub::A,glúh,무감간한
617,kräftig::A,močán,강장한
618,stark::A,ják,강한
619,schwach::A,šíbek,약한
620,fett::A,dêbel,실찐
621,schlank::A,vítek,호리호리한
622,hübsch::A,lép,예쁜
623,böse::A,zèl,나쁜
624,böse::A,hudôben,나쁜
625,dumm::A,glúp,어리석은
626,dumm::A,bédast,어리석은
627,faul::A,lén,너덜너덜한
628,fleißig::A,marljív,근면한
629,geizig::A,škŕt,인색한
630,klug::A,pámeten,
631,geschickt::A,spréten,교묘한
632,lieb::A,míl,친애하는
633,lieb::A,ljúb,친애하는
634,lustig::A,vesél,유쾌한
635,sanft::A,láhek,온화한
636,hungrig::A,láčen,배고픈
637,krank::A,bolán,병든
638,nackt::A,nág,벌거벗은
639,traurig::A,túžen,슬픈
640,lebendig::A,žív,살아있는
641,gut::A,dóber,좋은
642,schlecht::A,malopríden,나쁜
643,richtig::A,pravílen,바른
644,schlimm::A,húd,못된
645,wahr::A,resníčen,참된
646,alt::A,stàr,늙은
647,neu::A,nòv,새
648,ehemalig::A,nekdánji,전의
649,alt[Lebewesen]::A,stàr,낡은
650,jung::A,mlád,젊은
651,arm::A,ubóg,가난한
652,arm::A,réven,가난한
653,reich::A,bogàt,풍부한
654,bekannt::A,znán,저명한
655,berühmt::A,sláven,유명한
656,berühmt::A,znamenít,유명한
657,fremd::A,túj,타처이
658,verschieden::A,razlíčen,따른
659,nah::A,blížnji,가까운
660,fern::A,dáleč,먼
661,linker::A,lévi,왼쭉의
662,rechter::A,désni,오른쪽의
663,anderer::A,drúgi,다른
664,erster::A,pŕvi,첫째
665,zweiter::A,drúgi,둘째
666,dritter::A,trétji,셋째
667,letzter::A,poslédnji,의후자의
668,allein::ADV,sám,훌로
669,auf einmal::ADV,obênem,갑자기
670,zusammen::ADV,skúpaj,모아서
671,lange::ADV,dólgo,오래
672,plötzlich::ADV,náglo,둘연한
673,plötzlich::ADV,nenádoma,둘연한
674,sofort::ADV,prècej,즉시
675,später::ADV,poznêje,보다늦은
676,jetzt::ADV,zdàj,목하
677,heute::ADV,dánes,오늘
678,morgen::ADV,jútri,내일
679,bald::ADV,kmálu,곱
680,dann::ADV,nató,그경우에
681,gestern::ADV,včéraj,어제
682,einst::ADV,nékdaj,옛날에
683,damals::ADV,tedàj,그때에
684,damals::ADV,takràt,그때에
685,danach::ADV,potèm,그 뒤에
686,vorher::ADV,poprèj,미리
687,zuerst::ADV,spŕva,최초로
688,einmal::ADV,ênkrat,한번
689,manchmal::ADV,včásih,땓대로
690,oft::ADV,pogósto,땓대로
691,immer::ADV,védno,늘
692,immer::ADV,zméraj,늘
693,niemals::ADV,nikdàr,결코...(하지)않다
694,hier::ADV,tù,여기
695,hier::ADV,túkaj,여기
696,hierhin::ADV,sèmkaj,여기로
697,von hier::ADV,od tú,
698,dort::ADV,tàm,거기
699,dorthin::ADV,tjà,저기예
700,geradeaus::ADV,rávno napréj,곧장
701,vorwärts::ADV,napréj,앞으로
702,rückwärts::ADV,zádaj,뒤로
703,zurück::ADV,nazáj,제자리로
704,unten::ADV,dôli,아래에
705,unten::ADV,spôdaj,아래에
706,hinab::ADV,dôl,아래쪽으로
707,oben::ADV,gôri,위에
708,oben::ADV,zgôraj,위에
709,hinauf::ADV,gôr,위쪽으로
710,überall::ADV,povsód,도처에
711,nicht::ADV,ne,안
712,ein wenig::ADV,málo,적음
713,kaum::ADV,kómaj,가의
714,sehr::ADV,zeló,자주
715,so::ADV,takó,그와같이
716,noch::ADV,še,아직
717,nur::ADV,samó,다만
718,schon::ADV,žè,이미
719,wieder::ADV,spét,다시
720,vergebens::ADV,zamàn,헛되이
721,vergebens::ADV,zastónj,헛되이
722,vor::PRP,pred,앞에
723,hinter::PRP,za,뒤에
724,unter::PRP,pod,잍에
725,durch::PRP,skózi,통고하여
726,neben::PRP,kràj,와나란히
727,neben::PRP,póleg,와나란히
728,zwischen::PRP,med,의사이로
729,zwischen::PRP,izmed,의사이로
730,wegen::PRP,zarádi,때문에
731,dies::PRN,tó,이
732,das::PRN,tó,저
733,alles::PRN,vsè,모든것
734,ich::PRN,jàz,나
735,du::PRN,tí,너
736,er::PRN,òn,그
737,wir::PRN,mí,우리
738,ihr::PRN,ví,너희들
739,sie::PRN,ôni,그들
740,was::FPRN,káj,뭣
741,wer::FPRN,kdó,누구
742,wo::FADV,kjé,어디
743,wohin::FADV,kám,어디로
744,wie::FADV,kakó,어떻게
745,warum::FADV,zakáj,왜
746,wieviel::FNUM,kóliko,얼마만큰
747,eins::NUM,êden,하나
748,zwei::NUM,dvá,둘
749,drei::NUM,trí,셋
750,vier::NUM,štíri,넷
751,fünf::NUM,pét,다섯
752,sechs::NUM,šést,여섯
753,sieben::NUM,sédem,일곱
754,acht::NUM,ósem,여덟
755,neun::NUM,devét,아홉
756,zehn::NUM,desét,열
757,elf::NUM,enájst,열하나
758,zwölf::NUM,dvánajst,열둘
759,zwanzig::NUM,dvájset,스물
760,dreißig::NUM,trídeset,서름
761,vierzig::NUM,štírideset,마흔
762,fünfzig::NUM,pétdeset,숸
763,sechzig::NUM,šéstdeset,에순
764,siebzig::NUM,sédemdeset,일흔
765,achtzig::NUM,ósemdeset,여든
766,neunzig::NUM,devétdeset,아흔
767,hundert::NUM,stó,백
768,tausend::NUM,tísoč,천
769,und::CNJ,in,와
770,oder::CNJ,áli,아니면
771,stehen::V,státi,서다
772,sitzen::V,sedéti,앉다
773,liegen::V,ležáti,눕다
774,hängen::V,viséti,달다
775,werden::V,postáti,되다
776,passieren::V,zgodíti se,지장옶다
777,beginnen::V,začéti se,시작되다
778,enden::V,končáti se,큳내다
779,wechseln::V,ménjati se,병경하다
780,aufgehen[Sonne]::V,vzíti,뜨다
781,untergehen[Sonne]::V,zaíti,지다
782,scheinen[Sonne]::V,sijáti,빛나다
783,donnern::V,grméti,천둥치다
784,wehen::V,píhati,풀다
785,strömen::V,líti,흐르다
786,fließen::V,têči,흐르다
787,sich drehen::V,vrtéti se,돌다
788,schwanken::V,kolébati,동요하다
789,schwingen::V,níhati,흔들다
790,fallen::V,pádati,떨어지다
791,brennen::V,goréti,타다
792,rauchen::V,kadíti se,김이나다
793,regnen::V,deževáti,비가오다
794,gefrieren::V,zmŕzniti,얼다
795,tauen::V,tájati,녹다
796,schmelzen::V,kopnéti,녹다
797,trocknen::V,sušíti se,홈치다
798,sieden::V,kipéti,끓다
799,faulen::V,gníti,부패하다
800,verfaulen::V,zgníti,썩다
801,reißen::V,tŕgati se,지바찢다
802,versinken::V,pogrézniti se,가라앉다
803,vergehen::V,miníti,지나가다
804,erscheinen::V,pojáviti se,나타나다
805,verschwinden::V,izgíniti,사라지다
806,sinken::V,péšati,가라앉다
807,abnehmen::V,pojémati,떼어내다
808,zunehmen::V,véčati se,증가하다
809,zunehmen::V,množíti se,증가하다
810,steigen::V,dvígati se,상승하다
811,wachsen::V,rásti,생기하다
812,glänzen::V,sijáti,뛰오나다
813,funkeln::V,ískriti se,불티가잍어나다
814,lärmen::V,ropotáti,떠들다
815,lärmen::V,razgrájati,떠들다
816,läuten::V,zvoníti,울시다
817,klingeln::V,zvončkljáti,초닌총을울리다
818,klirren::V,žvenketáti,탁탁울리다
819,brausen::V,šuméti,쏴쏴소리내다
820,rauschen::V,šuštéti,솨솨
821,rauschen::V,šelestéti,솨솨
822,klingen::V,zvenéti,반향하다
823,bellen::V,lájati,짖다
824,heulen::V,zavíjati,포효하다
825,blasen::V,píhniti,불다
