,Concept_ID,cv,da
751,von hier::ADV,кунтан,herfra
752,dort::ADV,унта,der
753,dort::ADV,ҫавӑнта,der
754,dorthin::ADV,унта,derhen
755,dorthin::ADV,ҫавӑнта,derhen
756,geradeaus::ADV,тикӗс,lige ud
757,vorwärts::ADV,малалла,fremad
758,rückwärts::ADV,хыҫала,baglæns
759,zurück::ADV,каялла,tilbage
760,unten::ADV,аялта,nede
761,unten::ADV,аялта,forneden
762,hinab::ADV,аялта,ned
763,hinab::ADV,аялта,nedad
764,oben::ADV,ҫӳлте,oppe
765,oben::ADV,ҫӳлте,ovenpå
766,hinauf::ADV,ҫӳле,op
767,hinauf::ADV,ҫӳле,opad
768,überall::ADV,таҫта та,overalt
769,überall::ADV,пур ҫӗрте те,overalt
770,überall::ADV,кирек ӑҫта та,overalt
771,nicht::ADV,мар,ikke
772,ein wenig::ADV,пӑртак,lidt
773,kaum::ADV,аран,knap
774,kaum::ADV,аран,næppe
775,sehr::ADV,питӗ,meget
776,so::ADV,апла,så
777,noch::ADV,татах,endnu
778,nur::ADV,ҫех,kun
779,nur::ADV,ҫех,bare
780,schon::ADV,ӗнтӗ,alt
781,schon::ADV,ӗнтӗ,allerede
782,wieder::ADV,каллех,igen
783,vergebens::ADV,харам,forgæves
784,vor::PRP,умӗнче,foran
785,vor::PRP,умӗнче,uden for
786,hinter::PRP,кайра,bag
787,hinter::PRP,кайра,bagved
788,unter::PRP,айне,under
789,unter::PRP,айӗпе,under
790,unter::PRP,айӗнче,under
791,unter::PRP,ҫитеспе,under
792,durch::PRP,витӗр,gennem
793,durch::PRP,витӗр,igennem
794,neben::PRP,патӗнче,ved siden af
795,zwischen::PRP,хушшинче,mellem
796,wegen::PRP,пула,på grund af
797,wegen::PRP,пирки,på grund af
798,dies::PRN,ку,dette
799,dies::PRN,ҫак,dette
800,das::PRN,ҫав,det
801,alles::PRN,пурте,alt
802,alles::PRN,йӑлт,alt
803,ich::PRN,эп,jeg
804,du::PRN,эс,du
805,er::PRN,вӑл,han
806,wir::PRN,эпир,vi
807,ihr::PRN,эсир,I
808,sie::PRN,вӗсем,de
809,was::FPRN,мӗн,hvad
810,was::FPRN,мӗскер,hvad
811,was::FPRN,мӗн те пулин,hvad
812,wer::FPRN,кам,hvem
813,wo::FADV,ӑҫта,hvor
814,wohin::FADV,ӑҫта,hvorhen
815,wie::FADV,епле,hvordan
816,wie::FADV,мӗнле,hvordan
817,warum::FADV,ма,hvorfor
818,warum::FADV,мӗншӗн,hvorfor
819,wieviel::FNUM,миҫе,hvor meget
820,eins::NUM,пӗр,én
821,eins::NUM,пӗрре,én
822,zwei::NUM,ик,to
823,zwei::NUM,икӗ,to
824,zwei::NUM,иккӗ,to
825,drei::NUM,виҫ,tre
826,drei::NUM,виҫӗ,tre
827,drei::NUM,виҫҫӗ,tre
828,vier::NUM,тӑват,fire
829,fünf::NUM,пилӗк,fem
830,fünf::NUM,пиллӗк,fem
831,sechs::NUM,улт,seks
832,sechs::NUM,ултӑ,seks
833,sechs::NUM,улттӑ,seks
834,sieben::NUM,ҫич,syv
835,sieben::NUM,ҫичӗ,syv
836,sieben::NUM,ҫиччӗ,syv
837,acht::NUM,сакӑр,otte
838,acht::NUM,саккӑр,otte
839,neun::NUM,тӑхӑр,ni
840,neun::NUM,тӑххӑр,ni
841,zehn::NUM,вунӑ,ti
842,zehn::NUM,вуннӑ,ti
843,elf::NUM,вун пӗр,elleve
844,zwölf::NUM,вун ик,tolv
845,zwölf::NUM,вун икӗ,tolv
846,zwölf::NUM,вун иккӗ,tolv
847,zwanzig::NUM,ҫирӗм,tyve
848,dreißig::NUM,вӑтӑр,tredive
849,vierzig::NUM,хӗрӗх,fyrre
850,vierzig::NUM,хӗрӗх,fyrretyve
851,fünfzig::NUM,аллӑ,halvtreds
852,sechzig::NUM,утмӑл,tres
853,siebzig::NUM,ҫитмӗл,halvfjerds
854,achtzig::NUM,сакӑр вунӑ,firs
855,achtzig::NUM,сакӑр вуннӑ,firs
856,neunzig::NUM,тӑхӑр вун,halvfems
857,neunzig::NUM,тӑхӑр вунӑ,halvfems
858,neunzig::NUM,тӑхӑр вуннӑ,halvfems
859,hundert::NUM,ҫӗр,hundrede
860,tausend::NUM,пин,tusind
861,und::CNJ,та,og
862,oder::CNJ,е,eller
863,stehen::V,тӑр,stå
864,sitzen::V,лар,sidde
865,liegen::V,вырт,ligge
866,hängen::V,усӑнса тӑр,hænge
867,hängen::V,ҫакӑнса тӑр,hænge
868,werden::V,пул,blive
869,passieren::V,пул,ske
870,passieren::V,пул,hænde
871,beginnen::V,пуҫлан,begynde
872,enden::V,пӗт,ende
873,enden::V,вӗҫлен,ende
874,wechseln::V,улшӑн,veksle
875,aufgehen[Sonne]::V,тух,gå op
876,aufgehen[Sonne]::V,тух,stå op
877,untergehen[Sonne]::V,анса лар,gå ned
878,scheinen[Sonne]::V,пӑх,skinne
879,donnern::V,кӗмсӗртет,tordne
880,donnern::V,авӑт,tordne
881,wehen::V,варкӑш,blæse
882,strömen::V,тӑкӑн,strømme
883,fließen::V,юх,flyde
884,sich drehen::V,ҫаврӑн,dreje sig
885,schwanken::V,чӳхен,vakle
886,schwingen::V,суллан,svinge
887,fallen::V,кип,falde
888,fallen::V,тӳр кип,falde
889,fallen::V,татӑлса ан,falde
890,brennen::V,ҫун,brænde
891,rauchen::V,мӑкӑрлан,ryge
892,rauchen::V,тӗтӗм кӑлар,ryge
893,regnen::V,ҫумӑр ҫӑвать,regne
894,gefrieren::V,шӑн,fryse
895,tauen::V,ирӗл,tø
896,schmelzen::V,ирӗл,smelte
897,trocknen::V,тип,tørre
898,sieden::V,вӗре,koge
899,faulen::V,ҫӗр,rådne
900,verfaulen::V,ҫӗр,rådne
901,reißen::V,ҫурӑл,briste
902,versinken::V,пут,synke
903,versinken::V,пут,synke ned
904,vergehen::V,ирт,forløbe
905,erscheinen::V,курӑн,vise sig
906,erscheinen::V,курӑнса кай,vise sig
907,verschwinden::V,ҫухал,forsvinde
908,sinken::V,чак,synke
909,abnehmen::V,чак,aftage
910,zunehmen::V,пысӑклан,tiltage
911,steigen::V,ҫӗклен,stige
912,wachsen::V,ӳс,gro
913,wachsen::V,ӳс,vokse
914,glänzen::V,ҫиҫ,glinse
915,funkeln::V,ялкӑш,tindre
916,funkeln::V,йӑлтӑртат,tindre
917,lärmen::V,шавла,larme
918,läuten::V,шӑнкӑравла,ringe
919,klingeln::V,шӑнкӑравла,ringe
920,klirren::V,калтлат,klirre
921,klirren::V,шӑнкӑлтат,klirre
922,brausen::V,ахӑр,bruse
923,rauschen::V,вашӑлтат,suse
924,rauschen::V,чашӑлтат,suse
925,klingen::V,янӑра,lyde
926,klingen::V,янӑра,klinge
927,bellen::V,вӗр,gø
928,heulen::V,ула,hyle
929,blasen::V,вӗр,blæse
930,pfeifen::V,шӑхӑр,fløjte
931,schreien::V,кӑшкӑр,skrige
932,stöhnen::V,йынӑш,stønne
933,zittern::V,чӗтре,dirre
934,zittern::V,чӗтре,skælve
935,leben::V,пурӑн,leve
936,geboren werden::V,ҫурал,fødes
937,atmen::V,сывла,ånde
938,trinken::V,ӗҫ,drikke
939,essen::V,ҫи,spise
940,schlucken::V,ҫӑт,synke
941,müde werden::V,ӗшен,blive træt
942,einschlafen::V,ыйха пут,falde i søvn
943,einschlafen::V,ҫывӑрса кай,falde i søvn
944,schlafen::V,ҫывӑр,sove
945,aufwachen::V,вӑран,vågne
946,aufstehen::V,тӑр,stå op
947,sich erholen::V,кан,komme sig
948,krank werden::V,чирле,blive syg
949,krank sein::V,чирле,være syg
950,schmerzen::V,сур,smerte
951,schmerzen::V,ырат,smerte
952,husten::V,ӳсӗр,hoste
953,genesen::V,сывал,komme sig
954,genesen::V,тӳрлен,komme sig
955,sterben::V,вил,dø
956,umkommen::V,вил,omkomme
957,sich bewegen::V,куҫ,bevæge sig
958,sich rühren::V,хускал,røre på sig
959,sich erheben::V,тӑр,rejse sig
960,sich setzen::V,лар,sætte sig
961,hinfallen::V,ӳк,
962,laufen::V,ут,løbe
963,schreiten::V,ут,skride
964,spazierengehen::V,уҫӑлса ҫӳре,gå en tur
965,spazierengehen::V,уткаласа ҫӳре,gå en tur
966,eilen::V,васка,ile
967,eilen::V,хыпалан,ile
968,sich beeilen::V,васка,skynde sig
969,sich beeilen::V,хыпалан,skynde sig
970,sausen::V,ыткӑн,suse
971,sausen::V,вӗҫтер,suse
972,rennen::V,чуп,løbe
973,rennen::V,чуп,rende
974,springen::V,сик,hoppe
975,springen::V,сик,springe
976,klettern::V,улӑх,klatre
977,schaukeln::V,йӳрӗн,gynge
978,kriechen::V,шу,krybe
979,kriechen::V,упален,krybe
980,schwimmen::V,иш,svømme
981,tauchen::V,чӑм,dykke
982,rudern::V,авӑс,ro
983,fahren::V,пыр,køre
984,fliegen::V,вӗҫ,flyve
985,gehen::V,кай,gå
986,weggehen::V,кай,gå bort
987,abfahren::V,тапран,køre bort
988,anhalten::V,чарӑн,standse
989,hineingehen::V,кӗр,gå ind
990,eintreten::V,кӗр,træde ind
991,kommen::V,кил,komme
992,ankommen::V,ҫит,ankomme
993,zurückkommen::V,таврӑн,komme tilbage
994,zurückkommen::V,каялла кил,komme tilbage
995,bleiben::V,юл,blive
996,bleiben::V,юл,forblive
997,warten::V,кӗт,vente
998,erwarten::V,кӗт,vente
999,erwarten::V,кӗт,afvente
1000,suchen::V,шыра,søge
1001,finden::V,туп,finde
1002,versuchen::V,пикен,forsøge
1003,vorbereiten::V,хатӗрле,forberede
1004,lieben::V,юрат,elske
1005,mögen::V,кӑмӑлла,holde af
1006,mögen::V,кӑмӑлла,kunne lide
1007,mögen::V,килӗштер,holde af
1008,mögen::V,килӗштер,kunne lide
1009,lachen::V,кул,le
1010,lachen::V,ахӑлтат,le
1011,rühren::V,ҫулӑх,røre
1012,weinen::V,йӗр,græde
1013,weinen::V,макӑр,græde
1014,schimpfen::V,вӑрҫ,skænde
1015,schimpfen::V,ятлаҫ,skænde
1016,sich ärgern::V,ҫиллен,ærgre sig
1017,sich fürchten::V,шиклен,være bange
1018,fürchten::V,хӑра,være bange for
1019,fliehen::V,тар,flygte
1020,flüchten::V,чупса тар,flygte
1021,sehen::V,кур,se
1022,anschauen::V,пӑхса ил,se på
1023,anschauen::V,пӑхса ил,betragte
1024,ansehen::V,пӑх,anse
1025,hören::V,илт,høre
1026,zuhören::V,итле,høre til
1027,zuhören::V,тӑнла,høre til
1028,probieren::V,астив,smage
1029,probieren::V,астив,smage på
1030,riechen::V,шӑршла,lugte
1031,fühlen::V,туй,føle
1032,fühlen::V,сис,føle
1033,scheinen::V,туйӑн,synes
1034,zu sehen sein::V,курӑн,synes
1035,vernehmen::V,пӑл,erfare
1036,frieren::V,йӳтен,fryse
1037,tun::V,ту,gøre
1038,können::V,пултар,kunne
1039,wollen::V,те,ville
1040,anfangen::V,пуҫла,begynde
1041,beenden::V,пӗтер,afslutte
1042,aufhören::V,пӑрах,ophøre
1043,aufhören::V,пӑрах,holde op
1044,gelingen::V,ӑн,lykkes
1045,geraten::V,пул,blive
1046,öffnen::V,уҫ,åbne
1047,schließen::V,хуп,lukke
1048,stellen::V,ларт,stille
1049,stellen::V,тӑрат,stille
1050,setzen::V,ларт,sætte
1051,legen::V,хур,lægge
1052,berühren::V,перӗн,berøre
1053,verbinden::V,сып,forbinde
1054,bedecken::V,вит,dække
1055,bedecken::V,вит,bedække
1056,aufhängen::V,ҫак,hænge
1057,aufhängen::V,ҫак,hænge op
1058,anzünden::V,ҫут,tænde
1059,anzünden::V,ҫут,antænde
1060,aufheben::V,ҫӗкле,løfte
1061,aufheben::V,ҫӗкле,tage op
1062,zurücklassen::V,манса хӑвар,lade tilbage
1063,verlieren::V,ҫӗтер,miste
1064,fallen lassen::V,ӳкер,tabe
1065,fallen lassen::V,ӳкер,droppe
1066,machen::V,ту,gøre
1067,herstellen::V,ӑстала,fremstille
1068,bauen::V,ту,bygge
1069,reparieren::V,юса,reparere
1070,verbessern::V,лайӑхлат,rette
1071,verbessern::V,лайӑхлат,forbedre
1072,ändern::V,улӑштар,ændre
1073,graben::V,чав,grave
1074,graben::V,чакала,grave
1075,beugen::V,кукӑрт,bøje
1076,biegen::V,ав,bøje
1077,biegen::V,кукӑрт,bøje
1078,drehen::V,ҫавӑр,dreje
1079,wenden::V,ӳпӗнтер,vende
1080,umdrehen::V,ҫавӑр,dreje om
1081,heben::V,хӑпарт,hæve
1082,hochheben::V,йӑт,løfte
1083,ergreifen::V,тыт,gribe fat i
1084,halten::V,тыт,holde
1085,drücken::V,пус,trykke
1086,schieben::V,тӗк,skyde
1087,schieben::V,тӗк,skubbe
1088,schieben::V,тӗрт,skyde
1089,schieben::V,тӗрт,skubbe
1090,kratzen::V,хыр,klø
1091,kratzen::V,хыр,kradse
1092,lecken::V,ҫула,slikke
1093,beißen::V,ҫырт,bide
1094,beißen::V,хып,bide
1095,abreißen::V,тат,rive af
1096,abschneiden::V,кас,skære af
1097,binden::V,ҫых,binde
1098,stecken::V,чик,stikke
1099,brechen::V,хуҫ,brække
1100,klopfen::V,такка,banke
1101,hauen::V,шакка,hugge
1102,kleben::V,ҫыпӑҫтар,klistre
1103,reiben::V,сӑтӑр,gnide
1104,streichen::V,сӗр,smøre
1105,schleifen::V,хӑйра,slibe
1106,schneiden::V,кас,skære
1107,schneiden::V,кас,klippe
1108,rütteln::V,лӑка,ruske
1109,rütteln::V,силлентер,ruske
1110,schütteln::V,лӑка,ryste
1111,schütteln::V,силлентер,ryste
1112,schwenken::V,сулла,svinge
1113,schütten::V,тултар,hælde
1114,füllen::V,тултар,fylde
1115,einwickeln::V,чӗрке,pakke ind
1116,tragen::V,ҫӗкле,bære
1117,schleppen::V,сӗтӗр,slæbe
1118,ziehen::V,тӑс,trække
1119,aufbewahren::V,усра,opbevare
1120,werfen::V,пӑрах,kaste
1121,fangen::V,тыт,fange
1122,packen::V,тыт,gribe
1123,verstecken::V,пытарса хур,gemme
1124,teilen::V,уйӑр,dele
1125,teilen::V,пайла,dele
1126,schicken::V,яр,sende
1127,bringen::V,кӳр,bringe
1128,hinzufügen::V,хуш,tilføje
1129,bekommen::V,ил,få
1130,bekommen::V,туян,få
1131,erhalten::V,ил,få
1132,erhalten::V,туян,få
1133,nehmen::V,ил,tage
1134,wählen::V,суйла,vælge
1135,auswählen::V,суйла,udvælge
1136,bewahren::V,упра,bevare
1137,behindern::V,кансӗрле,hindre
1138,behindern::V,кансӗрле,forhindre
1139,behindern::V,чӑрмантар,hindre
1140,behindern::V,чӑрмантар,forhindre
1141,verderben::V,пӑс,ødelægge
1142,beschädigen::V,пӑс,beskadige
1143,zerbrechen::V,ват,brække itu
1144,zerbrechen::V,ҫӗмӗр,brække itu
1145,zerreißen::V,ҫур,rive itu
1146,zerstören::V,иш,ødelægge
1147,verbrennen::V,ҫунтар,brænde
1148,geben::V,пар,give
1149,reichen::V,пар,række
1150,schenken::V,парнеле,forære
1151,versprechen::V,тума пул,love
1152,versprechen::V,сӑмах пар,love
1153,wünschen::V,сун,ønske
1154,loben::V,ырла,rose
1155,küssen::V,чуп ту,kysse
1156,wiegen::V,сиктер,vugge
1157,wiegen::V,силле,vugge
1158,zudecken::V,вит,dække til
1159,wecken::V,вӑрат,vække
1160,zeigen::V,кӑтарт,vise
1161,führen::V,илсе пыр,føre
1162,führen::V,ҫавӑтса пыр,føre
1163,lehren::V,вёрент,lære
1164,unterrichten::V,вёрент,undervise
1165,aufziehen::V,вӗрент,opdrage
1166,leiten::V,тытса пыр,lede
1167,antreiben::V,васкат,skynde på
1168,lassen::V,пусахла,få til at
1169,lassen::V,хуш,få til at
1170,einladen::V,чӗн,indbyde
1171,einladen::V,чӗн,invitere
1172,vereinigen::V,пӗрлештер,forene
1173,besuchen::V,ҫит,besøge
1174,besuchen::V,кӗрсе кур,besøge
1175,treffen::V,тӗл пул,møde
1176,sich versammeln::V,пуҫтарӑн,forsamles
1177,spielen::V,выля,lege
1178,spielen::V,выля,spille
1179,singen::V,юрла,synge
1180,tanzen::V,ташла,danse
1181,sich trennen::V,уйрӑл,skilles
1182,verlassen::V,хӑвар,forlade
1183,retten::V,ҫӑл,redde
1184,bewachen::V,хуралла,bevogte
1185,schützen::V,сыхла,skærme
1186,schützen::V,сыхла,beskytte
1187,verteidigen::V,хӳтӗле,forsvare
1188,sich schlagen::V,ҫапӑҫ,slås
1189,schießen::V,пер,skyde
1190,siegen::V,ҫӗн,sejre
1191,siegen::V,ҫӗнтер,sejre
1192,ärgern::V,тарӑхтар,ærgre
1193,ärgern::V,ҫиллентер,ærgre
1194,schlagen::V,ҫап,slå
1195,treten::V,тап,sparke
1196,stechen::V,чик,stikke
1197,stoßen::V,чыш,støde
1198,stehlen::V,вӑрла,stjæle
1199,stören::V,кансӗрле,forstyrre
1200,belästigen::V,аптӑрат,genere
1201,belästigen::V,аптӑрат,ulejlige
1202,belästigen::V,хупла,genere
1203,belästigen::V,хупла,ulejlige
1204,verbergen::V,пытар,skjule
1205,täuschen::V,суй,villede
1206,betrügen::V,ултала,bedrage
1207,töten::V,вӗлер,dræbe
1208,wohnen::V,чуна пар,bo
1209,wohnen::V,парӑнса тӑр,bo
1210,arbeiten::V,ӗҫле,arbejde
1211,sammeln::V,пух,samle
1212,pflücken::V,тат,plukke
1213,jagen::V,сунара ҫӳре,jage
1214,fischen::V,пулӑ тыт,fiske
1215,fassen::V,тыт,fange
1216,hüten::V,кӗт,vogte
1217,treiben::V,хӑвала,drive
1218,anbinden::V,кӑкар,binde fast
1219,füttern::V,ҫитер,fodre
1220,melken::V,су,malke
1221,hacken::V,вакла,hakke
1222,gießen::V,шӑвар,hælde
1223,reifen::V,пиҫ,modne
1224,zubereiten::V,пӗҫер,tilberede
1225,kochen::V,пӗҫер,koge
1226,backen::V,пӗҫер,bage
1227,braten::V,ӑшала,stege
1228,umrühren::V,хутӑштар,røre om
1229,stricken::V,ҫых,strikke
1230,nähen::V,ҫӗле,sy
1231,färben::V,пӗвет,farve
1232,reinigen::V,тасат,rense
1233,reinigen::V,тасат,gøre ren
1234,waschen::V,ҫу,vaske
1235,abwischen::V,шӑл,tørre af
1236,spülen::V,чӳхе,skylle
1237,fegen::V,шӑл,feje
1238,kehren::V,шӑл,feje
1239,baden::V,шыва кӗр,bade
1240,sich waschen::V,ҫӑвӑн,vaske sig
1241,ausziehen::V,салан,tage af
1242,anziehen::V,тӑхӑн,tage på
1243,sich anziehen::V,тӑхӑн,klæde sig på
1244,kämmen::V,тура,rede
1245,kämmen::V,тура,frisere
1246,schmücken::V,илемлет,pynte
1247,schmücken::V,илемлет,smykke
1248,sagen::V,те,sige
1249,sprechen::V,кала,snakke
1250,reden::V,сӑмахла,tale
1251,reden::V,сӑмахла,snakke
1252,reden::V,калаҫ,tale
1253,reden::V,калаҫ,snakke
1254,sich unterhalten::V,пупле,snakke sammen
1255,fragen::V,ыйт,spørge
1256,bitten::V,ыйт,bede
1257,erzählen::V,каласа пар,berette
1258,erzählen::V,каласа пар,fortælle
1259,mitteilen::V,пӗлтер,meddele
1260,mitteilen::V,хыпарла,meddele
1261,nennen::V,те,nævne
1262,nennen::V,чӗн,nævne
1263,rufen::V,чӗн,råbe
1264,prahlen::V,мухтан,prale
1265,prahlen::V,вӗҫкӗнлен,prale
1266,übersetzen::V,куҫар,oversætte
1267,denken::V,шухӑшла,tænke
1268,glauben::V,ӗнен,tro
1269,bemerken::V,асӑрха,bemærke
1270,bemerken::V,асӑрха,lægge mærke til
1271,erkennen::V,палла,genkende
1272,begreifen::V,ӑнлан,begribe
1273,verstehen::V,пӗл,forstå
1274,lernen::V,вӗрен,lære
1275,wissen::V,пӗл,vide
1276,wissen::V,ӑнкар,vide
1277,sich erinnern an::V,аса ил,mindes
1278,sich erinnern an::V,аса ил,huske på
1279,vergessen::V,ман,glemme
1280,vergessen::V,манса кай,glemme
1281,messen::V,виҫ,måle
1282,zählen::V,шутла,tælle
1283,rechnen::V,шутла,regne
1284,lesen::V,вула,læse
1285,malen::V,ӳкер,male
1286,zeichnen::V,ӳкер,tegne
1287,schreiben::V,ҫыр,skrive
1288,besitzen::V,тыт,eje
1289,besitzen::V,тыт,besidde
1290,kaufen::V,ил,købe
1291,kaufen::V,туян,købe
1292,verkaufen::V,сут,sælge
1293,bezahlen::V,тӳле,betale
1294,zahlen::V,тӳле,betale
1295,beherrschen::V,тыт,beherske
1296,ertragen::V,тӳс,tåle
1297,ertragen::V,тӳс,udholde
1298,Bauch::N,,mave
