,Concept_ID,pl,da
836,erscheinen::V,zjawiać się,vise sig
837,verschwinden::V,zniknąć,forsvinde
838,sinken::V,spadać,synke
839,abnehmen::V,spadać,aftage
840,zunehmen::V,wzrosnąć,tiltage
841,steigen::V,wzrastać,stige
842,wachsen::V,rosnąć,gro
843,wachsen::V,rosnąć,vokse
844,glänzen::V,błyszczeć,glinse
845,funkeln::V,zabłyszczeć,tindre
846,lärmen::V,hałasować,larme
847,läuten::V,dzwonić,ringe
848,klingeln::V,dzwonić,ringe
849,klirren::V,brzęczeć,klirre
850,brausen::V,huczeć,bruse
851,rauschen::V,szumieć,suse
852,rauschen::V,szeleścić,suse
853,klingen::V,brzmieć,lyde
854,klingen::V,brzmieć,klinge
855,klingen::V,dźwięczeć,lyde
856,klingen::V,dźwięczeć,klinge
857,bellen::V,szczekać,gø
858,heulen::V,wyć,hyle
859,blasen::V,dmuchnąć,blæse
860,pfeifen::V,gwizdać,fløjte
861,schreien::V,krzyczeć,skrige
862,stöhnen::V,stękać,stønne
863,zittern::V,drżeć,dirre
864,zittern::V,drżeć,skælve
865,leben::V,żyć,leve
866,geboren werden::V,urodzić się,fødes
867,atmen::V,oddychać,ånde
868,trinken::V,pić,drikke
869,essen::V,jeść,spise
870,schlucken::V,połknąć,synke
871,müde werden::V,zmęczyć się,blive træt
872,einschlafen::V,zasnąć,falde i søvn
873,schlafen::V,spać,sove
874,aufwachen::V,obudzić się,vågne
875,aufstehen::V,wstać,stå op
876,sich erholen::V,wypoczywać,komme sig
877,krank werden::V,zachorować,blive syg
878,krank sein::V,chorować,være syg
879,schmerzen::V,boleć,smerte
880,husten::V,kaszlać,hoste
881,genesen::V,wyzdrowieć,komme sig
882,sterben::V,umrzeć,dø
883,umkommen::V,zginąć,omkomme
884,sich bewegen::V,poruszać się,bevæge sig
885,sich rühren::V,ruszyć się,røre på sig
886,sich erheben::V,podnieść się,rejse sig
887,sich setzen::V,usiąść,sætte sig
888,hinfallen::V,upaść,
889,laufen::V,chodzić,løbe
890,schreiten::V,kroczyć,skride
891,spazierengehen::V,iść na spacer,gå en tur
892,eilen::V,pospieszać,ile
893,sich beeilen::V,pospieszyć się,skynde sig
894,sausen::V,pędzić,suse
895,rennen::V,biec,løbe
896,rennen::V,biec,rende
897,rennen::V,biegać,løbe
898,rennen::V,biegać,rende
899,springen::V,skakać,hoppe
900,springen::V,skakać,springe
901,klettern::V,wspinać się,klatre
902,schaukeln::V,huśtać,gynge
903,schaukeln::V,kołysać,gynge
904,kriechen::V,pełzać,krybe
905,kriechen::V,czołgać się,krybe
906,schwimmen::V,pływać,svømme
907,tauchen::V,zanurzać się,dykke
908,rudern::V,wiosłować,ro
909,fahren::V,jechać,køre
910,fliegen::V,latać,flyve
911,fliegen::V,lecieć,flyve
912,gehen::V,iść,gå
913,weggehen::V,odejść,gå bort
914,abfahren::V,odjechać,køre bort
915,anhalten::V,zatrzymać się,standse
916,hineingehen::V,wchodzić,gå ind
917,eintreten::V,wejść,træde ind
918,eintreten::V,nastąpić,træde ind
919,kommen::V,przyjść,komme
920,ankommen::V,przybyć,ankomme
921,zurückkommen::V,wrócić,komme tilbage
922,bleiben::V,zostać,blive
923,bleiben::V,zostać,forblive
924,warten::V,czekać,vente
925,erwarten::V,oczekiwać,vente
926,erwarten::V,oczekiwać,afvente
927,suchen::V,szukać,søge
928,finden::V,znaleźć,finde
929,versuchen::V,próbować,forsøge
930,vorbereiten::V,przygotować,forberede
931,lieben::V,kochać,elske
932,mögen::V,lubić,holde af
933,mögen::V,lubić,kunne lide
934,lachen::V,śmiać się,le
935,rühren::V,wzruszyć,røre
936,weinen::V,płakać,græde
937,schimpfen::V,kląć,skænde
938,sich ärgern::V,gniewać się,ærgre sig
939,sich fürchten::V,bać się,være bange
940,fürchten::V,bać się,være bange for
941,fliehen::V,uciekać,flygte
942,flüchten::V,uciec,flygte
943,sehen::V,widzieć,se
944,sehen::V,zobaczyć,se
945,anschauen::V,oglądać,se på
946,anschauen::V,oglądać,betragte
947,ansehen::V,popatrzeć na,anse
948,hören::V,słyszeć,høre
949,zuhören::V,słuchać,høre til
950,probieren::V,kosztować,smage
951,probieren::V,kosztować,smage på
952,riechen::V,wąchać,lugte
953,fühlen::V,czuć,føle
954,fühlen::V,odczuwać,føle
955,scheinen::V,wydawać się,synes
956,zu sehen sein::V,widnieć,synes
957,vernehmen::V,usłyszeć,erfare
958,frieren::V,marznąć,fryse
959,tun::V,czynić,gøre
960,können::V,móc,kunne
961,können::V,umieć,kunne
962,wollen::V,chcieć,ville
963,anfangen::V,zacząć,begynde
964,beenden::V,zakończyć,afslutte
965,aufhören::V,przestać,ophøre
966,aufhören::V,przestać,holde op
967,gelingen::V,udać się,lykkes
968,geraten::V,udać się,blive
969,öffnen::V,otworzyć,åbne
970,schließen::V,zamknąć,lukke
971,stellen::V,postawić,stille
972,setzen::V,posadzić,sætte
973,legen::V,kłaść,lægge
974,berühren::V,dotykać,berøre
975,verbinden::V,łączyć,forbinde
976,bedecken::V,przykryć,dække
977,bedecken::V,przykryć,bedække
978,aufhängen::V,powiesić,hænge
979,aufhängen::V,powiesić,hænge op
980,anzünden::V,zapalić,tænde
981,anzünden::V,zapalić,antænde
982,aufheben::V,podnieść,løfte
983,aufheben::V,podnieść,tage op
984,zurücklassen::V,zostawić,lade tilbage
985,verlieren::V,zgubić,miste
986,fallen lassen::V,upuścić,tabe
987,fallen lassen::V,upuścić,droppe
988,machen::V,zrobić,gøre
989,herstellen::V,wytworzyć,fremstille
990,bauen::V,budować,bygge
991,reparieren::V,naprawiać,reparere
992,verbessern::V,ulepszyć,rette
993,verbessern::V,ulepszyć,forbedre
994,ändern::V,zmienić,ændre
995,graben::V,kopać,grave
996,beugen::V,zagiąć,bøje
997,biegen::V,zgiąć,bøje
998,drehen::V,obracać,dreje
999,wenden::V,obrocić,vende
1000,umdrehen::V,obrocić,dreje om
1001,heben::V,podnosić,hæve
1002,hochheben::V,podnieść,løfte
1003,ergreifen::V,chwycić,gribe fat i
1004,halten::V,trzymać,holde
1005,drücken::V,naciskać,trykke
1006,schieben::V,pchać,skyde
1007,schieben::V,pchać,skubbe
1008,schieben::V,posuwać,skyde
1009,schieben::V,posuwać,skubbe
1010,kratzen::V,drapać,klø
1011,kratzen::V,drapać,kradse
1012,lecken::V,lizać,slikke
1013,beißen::V,kąsać,bide
1014,abreißen::V,oderwać,rive af
1015,abschneiden::V,odciąć,skære af
1016,binden::V,wiązać,binde
1017,stecken::V,wetknąć,stikke
1018,brechen::V,złamać,brække
1019,klopfen::V,pukać,banke
1020,klopfen::V,stukać,banke
1021,hauen::V,bić,hugge
1022,kleben::V,kleić,klistre
1023,reiben::V,trzeć,gnide
1024,streichen::V,smarować,smøre
1025,schleifen::V,ostrzyć,slibe
1026,schneiden::V,ciąć,skære
1027,schneiden::V,ciąć,klippe
1028,schneiden::V,krajać,skære
1029,schneiden::V,krajać,klippe
1030,rütteln::V,trząść,ruske
1031,schütteln::V,trząść,ryste
1032,schwenken::V,machać,svinge
1033,schütten::V,nasypać,hælde
1034,füllen::V,napełnić,fylde
1035,einwickeln::V,zawinąć,pakke ind
1036,tragen::V,nieść,bære
1037,schleppen::V,wlec,slæbe
1038,ziehen::V,ciągnąć,trække
1039,aufbewahren::V,przechowywać,opbevare
1040,werfen::V,rzucać,kaste
1041,fangen::V,łowić,fange
1042,packen::V,chwycić,gribe
1043,verstecken::V,ukryć,gemme
1044,verstecken::V,schować,gemme
1045,teilen::V,podzielić,dele
1046,schicken::V,posyłać,sende
1047,bringen::V,przynieść,bringe
1048,hinzufügen::V,dodać,tilføje
1049,bekommen::V,dostać,få
1050,erhalten::V,otrzymać,få
1051,nehmen::V,wziąć,tage
1052,wählen::V,wybrać,vælge
1053,auswählen::V,wybrać,udvælge
1054,bewahren::V,zachować,bevare
1055,behindern::V,utrudnić,hindre
1056,behindern::V,utrudnić,forhindre
1057,behindern::V,przeszkadzać,hindre
1058,behindern::V,przeszkadzać,forhindre
1059,verderben::V,zepsuć,ødelægge
1060,beschädigen::V,uszkodzić,beskadige
1061,zerbrechen::V,złamać,brække itu
1062,zerreißen::V,drzeć,rive itu
1063,zerreißen::V,rozdzierać,rive itu
1064,zerstören::V,zniszczyć,ødelægge
1065,verbrennen::V,spalić,brænde
1066,geben::V,dać,give
1067,reichen::V,podać,række
1068,schenken::V,darować,forære
1069,versprechen::V,obiecać,love
1070,wünschen::V,życzyć,ønske
1071,loben::V,chwalić,rose
1072,küssen::V,całować,kysse
1073,wiegen::V,kołysać,vugge
1074,zudecken::V,przykryć,dække til
1075,wecken::V,zbudzić,vække
1076,zeigen::V,pokazać,vise
1077,führen::V,wieść,føre
1078,führen::V,prowadzić,føre
1079,lehren::V,uczyć,lære
1080,unterrichten::V,nauczać,undervise
1081,aufziehen::V,wychować,opdrage
1082,leiten::V,kierować,lede
1083,antreiben::V,popędzić,skynde på
1084,lassen::V,zostawić,få til at
1085,einladen::V,zaprosić,indbyde
1086,einladen::V,zaprosić,invitere
1087,vereinigen::V,zjednoczyć,forene
1088,besuchen::V,odwiedzić,besøge
1089,treffen::V,trafić,møde
1090,treffen::V,spotkać,møde
1091,sich versammeln::V,zebrać się,forsamles
1092,sich versammeln::V,zgromadzić się,forsamles
1093,spielen::V,grać,lege
1094,spielen::V,grać,spille
1095,spielen::V,bawić się,lege
1096,spielen::V,bawić się,spille
1097,singen::V,śpiewać,synge
1098,tanzen::V,pląsać,danse
1099,tanzen::V,tańczyć,danse
1100,sich trennen::V,rozstać się,skilles
1101,verlassen::V,opuścić,forlade
1102,retten::V,ocalić,redde
1103,retten::V,uratować,redde
1104,bewachen::V,pilnować,bevogte
1105,schützen::V,ochronić,skærme
1106,schützen::V,ochronić,beskytte
1107,verteidigen::V,bronić,forsvare
1108,sich schlagen::V,pobić się,slås
1109,schießen::V,strzelać,skyde
1110,siegen::V,zwycziężyć,sejre
1111,ärgern::V,gniewać,ærgre
1112,schlagen::V,bić,slå
1113,schlagen::V,uderzyć,slå
1114,treten::V,kopnąć,sparke
1115,stechen::V,ukłuć,stikke
1116,stoßen::V,popchnąć,støde
1117,stehlen::V,ukraść,stjæle
1118,stören::V,zakłócić,forstyrre
1119,stören::V,przeszkodzić,forstyrre
1120,belästigen::V,dokuczać,genere
1121,belästigen::V,dokuczać,ulejlige
1122,verbergen::V,ukryć,skjule
1123,täuschen::V,łudzić,villede
1124,betrügen::V,oszukać,bedrage
1125,töten::V,zabić,dræbe
1126,wohnen::V,mieszkać,bo
1127,arbeiten::V,pracować,arbejde
1128,sammeln::V,zebrać,samle
1129,pflücken::V,zerwać,plukke
1130,jagen::V,polować,jage
1131,fischen::V,łowić ryby,fiske
1132,fassen::V,złapać,fange
1133,hüten::V,paść,vogte
1134,treiben::V,pędzić,drive
1135,anbinden::V,przywiązać,binde fast
1136,füttern::V,karmić,fodre
1137,melken::V,doić,malke
1138,hacken::V,rąbać,hakke
1139,gießen::V,lać,hælde
1140,gießen::V,podlać,hælde
1141,reifen::V,dojrzeć,modne
1142,zubereiten::V,przyrządzić,tilberede
1143,kochen::V,gotować,koge
1144,backen::V,piec,bage
1145,braten::V,piec,stege
1146,braten::V,smażyć,stege
1147,umrühren::V,przemieszać,røre om
1148,stricken::V,dziać,strikke
1149,nähen::V,szyć,sy
1150,färben::V,pofarbować,farve
1151,reinigen::V,oczyścić,rense
1152,reinigen::V,oczyścić,gøre ren
1153,waschen::V,prać,vaske
1154,abwischen::V,obetrzeć,tørre af
1155,spülen::V,płukać,skylle
1156,fegen::V,zamiatać,feje
1157,kehren::V,zamieść,feje
1158,baden::V,kąpać się,bade
1159,sich waschen::V,myć się,vaske sig
1160,ausziehen::V,zdjąć,tage af
1161,anziehen::V,włożyć,tage på
1162,sich anziehen::V,ubrać się,klæde sig på
1163,kämmen::V,uczesać,rede
1164,kämmen::V,uczesać,frisere
1165,schmücken::V,ozdabiać,pynte
1166,schmücken::V,ozdabiać,smykke
1167,sagen::V,powiedzieć,sige
1168,sprechen::V,mówić,snakke
1169,reden::V,mówić,tale
1170,reden::V,mówić,snakke
1171,sich unterhalten::V,rozmawiać,snakke sammen
1172,fragen::V,zapytać,spørge
1173,bitten::V,prosić,bede
1174,erzählen::V,opowiedzieć,berette
1175,erzählen::V,opowiedzieć,fortælle
1176,mitteilen::V,zawiadomić o,meddele
1177,nennen::V,nazwać,nævne
1178,rufen::V,wołać,råbe
1179,prahlen::V,chełpić się,prale
1180,übersetzen::V,tłumaczyć,oversætte
1181,denken::V,myśleć,tænke
1182,glauben::V,sądzić,tro
1183,glauben::V,wierzyć,tro
1184,bemerken::V,zauważyć,bemærke
1185,bemerken::V,zauważyć,lægge mærke til
1186,erkennen::V,poznać,genkende
1187,begreifen::V,zrozumieć,begribe
1188,verstehen::V,rozumieć,forstå
1189,verstehen::V,dosłyszeć,forstå
1190,lernen::V,uczyć się,lære
1191,wissen::V,wiedzieć,vide
1192,sich erinnern an::V,przypomnieć sobie,mindes
1193,sich erinnern an::V,przypomnieć sobie,huske på
1194,vergessen::V,zapomnieć,glemme
1195,messen::V,mierzyć,måle
1196,zählen::V,liczyć,tælle
1197,rechnen::V,rachować,regne
1198,lesen::V,czytać,læse
1199,malen::V,malować,male
1200,zeichnen::V,rysować,tegne
1201,schreiben::V,pisać,skrive
1202,besitzen::V,posiadać,eje
1203,besitzen::V,posiadać,besidde
1204,kaufen::V,kupić,købe
1205,verkaufen::V,sprzedać,sælge
1206,bezahlen::V,zapłacić,betale
1207,zahlen::V,płacić,betale
1208,beherrschen::V,opanować,beherske
1209,ertragen::V,znieść,tåle
1210,ertragen::V,znieść,udholde
