,Concept_ID,bn,te
619,immer::ADV,সর্বদা,ఎల్లప్పుడు
620,niemals::ADV,কখলও নহে,ఎప్పుడునులేదు
621,hier::ADV,এখানে,ఇక్కడ
622,hierhin::ADV,এখানে,ఇక్కడకు
623,von hier::ADV,ত্রই স্তান হইতে,ఇక్కడనుండి
624,dort::ADV,ওখানে,అక్కడ
625,dorthin::ADV,ওখানে,అక్కడికి
626,geradeaus::ADV,অগ্রগামী,సూటిగా
627,vorwärts::ADV,সন্মুখিকে,ముందుకు
628,rückwärts::ADV,খিরিয়া,వెనుకకు
629,zurück::ADV,পিঠ,వెనుకభాగము
630,unten::ADV,নীচে,క్రింద
631,hinab::ADV,নিম্নগামী,కిందికి
632,oben::ADV,উপরে,మీద
633,hinauf::ADV,উচ্চতর অংশে,పైకి
634,überall::ADV,সর্বত্র,అంతటా
635,nicht::ADV,না,కాదు
636,ein wenig::ADV,অল্প,కొంచెము
637,kaum::ADV,কষ্টসহকাবে,చాలిచాలక
638,sehr::ADV,খুব,చాల
639,so::ADV,তত,ఆలాగున
640,noch::ADV,এখন পর্যস্ত,ఇప్పటికిని
641,nur::ADV,শুধু,మాత్రము
642,schon::ADV,ইতঃপুর্বে,ఇదివఱకే
643,wieder::ADV,আবার,తిరిగి
644,vergebens::ADV,বিফলে,నిష్ఫలముగా
645,vor::PRP,সম্মুখে,ముందు
646,hinter::PRP,পশ্চাতে,వెనుక
647,unter::PRP,নীচে,క్రింద
648,durch::PRP,দ্বারা,ద్వారా
649,neben::PRP,কাছে,దగ్గెర
650,zwischen::PRP,মধ্যে,మధ్య
651,wegen::PRP,জন্য,కారణంగా
652,dies::PRN,এটা,ఇది
653,das::PRN,ওটা,అది
654,alles::PRN,সব,సకలము
655,ich::PRN,আমি,నేను
656,du::PRN,তুমি,నీవు
657,er::PRN,উনি,అతడు
658,wir::PRN,আমরা,మనము
659,ihr::PRN,তোমরা,మీరు
660,sie::PRN,তারা,వారు
661,was::FPRN,কি,ఏమి
662,wer::FPRN,কে,ఎవడు
663,wo::FADV,কোথায়,ఎక్కడ
664,wohin::FADV,কোথায়,ఎందుకు
665,wie::FADV,কেমন,ఎట్టు
666,warum::FADV,কেন,ఏల
667,wieviel::FNUM,কত,ఎంత
668,eins::NUM,অক,ఒకటి
669,zwei::NUM,দুই,రెండు
670,drei::NUM,তিন,మూడు
671,vier::NUM,চার,నాలుగు
672,fünf::NUM,পাঁচ,అయిదు
673,sechs::NUM,ছয়,ఆఱు
674,sieben::NUM,সাত,ఏరు
675,acht::NUM,আট,ఎనిమదు
676,neun::NUM,নয়,తొమ్మిది
677,zehn::NUM,দশ,పది
678,elf::NUM,এগারো,పదునొకొండు
679,zwölf::NUM,দ্বাদশ,పండ్రండు
680,zwanzig::NUM,বিশ,ఇరుపది
681,dreißig::NUM,ত্রিশ,ముప్పది
682,vierzig::NUM,চল্লিশ,నలువది
683,fünfzig::NUM,পঞ্চাশ,ఏబది
684,sechzig::NUM,ষাট,అరుపది
685,siebzig::NUM,সত্তর,డెబ్బది
686,achtzig::NUM,আশি,ఎనుబది
687,neunzig::NUM,নব্বুই,తొంబది
688,hundert::NUM,শত,నూఱు
689,tausend::NUM,হাজার,వేయి
690,und::CNJ,আর,మఱియు
691,und::CNJ,এবং,మఱియు
692,oder::CNJ,বা,లేక
693,stehen::V,দাঁড়ানো,నిలుచు
694,sitzen::V,বসা,కూర్చుండు
695,liegen::V,শোয়া,పండుకొనుట
696,hängen::V,ঝোলা,వ్రేలాడదీయు
697,werden::V,হইয়া উঠা,అగు
698,passieren::V,ঘটা,సంభవించు
699,beginnen::V,আরম্ভ হওয়া,ఆరంభించు
700,enden::V,শেষ হওয়া,తీరుట
701,wechseln::V,রূপাস্তর করা,మార్చు
702,aufgehen[Sonne]::V,উদিত হওয়া,ఉదయించు
703,untergehen[Sonne]::V,অস্ত যাওয়া,అస్తమించు
704,scheinen[Sonne]::V,আলো দেওয়া,ప్రకాశించు
705,donnern::V,বজ্রধ্বনি করা,ఉరుముట
706,wehen::V,প্রবাহিত হওয়া,దురద్పప్టము
707,strömen::V,প্রবাহিত হওয়া,పారుట
708,fließen::V,ছুটা,ప్రవహించు
709,sich drehen::V,পাক খাওয়া,తిరుగు
710,schwanken::V,দোলা,ఆడించుట
711,schwingen::V,দোলা,ఊగుట
712,fallen::V,পড়া,పడు
713,brennen::V,সেঁকা,కాలుట
714,rauchen::V,ধোঁয়া ছড়ান,పొగసుట
715,regnen::V,বর্ষণ_করা,కురిపించుట
716,gefrieren::V,হিমায়িত হওয়া,గడ్డకట్టు
717,tauen::V,গলা,కరగు
718,schmelzen::V,গলা,కరగు
719,trocknen::V,শুষ্ক করা,యెండుట
720,sieden::V,ফোঁড়া,ఉడుకు
721,faulen::V,ক্ষয় হওয়া,క్రుళ్లు
722,verfaulen::V,ক্ষয় হওয়া ,క్షిణించు
723,reißen::V,ছিঁড়া,చించు
724,versinken::V,ডুবা,మునుగు
725,vergehen::V,যাওয়া,సంభవించు
726,erscheinen::V,আসা,కనబడు
727,verschwinden::V,অদৃশ্য হওয়া,అదృశ్యమగు
728,sinken::V,হ্রাস হওয়া,ముణుగుట
729,abnehmen::V,হ্রাস হওয়া,తగ్గు
730,zunehmen::V,বৃদ্ধি পাওয়া,పెరుగుట
731,steigen::V,ওঠা,లేచు
732,wachsen::V,বড় হওয়া,పెరుగు
733,glänzen::V,জ্বলা,ప్రకాశించు
734,funkeln::V,জ্বল্জ্বল করা,ప్రకాశించు
735,läuten::V,রুসুঝুসু করা,మేళవించుట
736,klingeln::V,বাজা,వాయించుట
737,klirren::V,টুংটাং-শব্দ করা,ఘంటానాదము
738,brausen::V,গর্জন করা,గర్జించు
739,rauschen::V,মর্মরধ্বনি করা,చటచటమనుట
740,klingen::V,শব্দ করা,ధ్వనించుట
741,bellen::V,ঘেউ ঘেউ করা,అఱచు
742,heulen::V,গর্জন করা,కూయు
743,blasen::V,ফুঁ দেওয়া,దురద్పప్టము
744,pfeifen::V,শিস্ দেওয়া,ఈలవేయు
745,schreien::V,চিৎকার করা,అఱచు
746,stöhnen::V,গোঁ-গো করা,మూలుగు
747,zittern::V,কাঁপা,వణకు
748,leben::V,বাঁচা,జీవించుట
749,geboren werden::V,জন্মানো,పుట్టుట
750,atmen::V,শ্বাস ফেলা,ఉపిరి తీయు
751,trinken::V,পান করা,త్రాగు
752,essen::V,ভক্ষণ করা,తిను
753,schlucken::V,গেলা,మ్రింగు
754,müde werden::V,পরিশ্রান্ত হওয়া,అలయు
755,einschlafen::V,নিদ্রামগ্ন হওয়া,నిద్రించు
756,schlafen::V,নিদ্রা যাওয়া,నిద్రురించు
757,aufwachen::V,জাগা,మేలుకొను
758,aufstehen::V,জাগা,లేచు
759,sich erholen::V,আরাম করা,నడ్డి వాల్చు
760,krank werden::V,অসুস্থ হত্তয়া,జబ్బుపడు
761,krank sein::V,রূগ্ণ হত্তয়া,జబ్బు చేయు
762,schmerzen::V,কন্কন করা,నొచ్చుట
763,husten::V,কাশা,దగ్గుట
764,genesen::V,আরোগ্য হওয়া,కుదురుట
765,sterben::V,মারা যাওয়া,మరణించు
766,umkommen::V,মারা যাওয়া,నశించు
767,sich bewegen::V,চলা,కదలు
768,sich rühren::V,নড়া,కదలు
769,sich erheben::V,উদিত হওয়া,లేచు
770,sich setzen::V,বসা,కూర్చుణ్డు
771,hinfallen::V,পড়া,దొర్లు
772,laufen::V,হাঁটা,నడచు
773,schreiten::V,হাঁটা,అడుగుపెట్టుట
774,spazierengehen::V,পায়চারি করা,పచారు చేయు
775,eilen::V,ত্বরাম্বিত করা,తొందరపడు
776,sich beeilen::V,ত্বরাম্বিত করা,త్వరపెట్టు
777,sausen::V,ধেয়ে যাওয়া,విసరికొట్టు
778,rennen::V,চলা,పరుగెత్తు
779,springen::V,লাফানো,దుముకు
780,klettern::V,আরোহণ করা,ఎక్కు
781,schaukeln::V,দোলা,ఉయ్యాల ఊగు 
782,kriechen::V,হামাগুড়ি দেওয়া,ప్రాకు
783,schwimmen::V,সাঁতার কাটা,ఈదు
784,tauchen::V,ডোবা,మునుగు
785,rudern::V,দাঁড় টানা,తెడ్లతోఁగడపు
786,fahren::V,চালান,నడపు
787,fliegen::V,ওড়া,ఎగురు
788,gehen::V,যাওয়া,పోవు
789,weggehen::V,প্রস্থান করা,బయలుదేరు
790,abfahren::V,প্রস্থান করা,విడిచిపోవు
791,anhalten::V,থামা,నిలుపు
792,hineingehen::V,ঢোকা,ప్రవేశించు
793,eintreten::V,ঢোকা,ప్రవేశించు
794,kommen::V,আসা,వచ్చు
795,ankommen::V,আসা,వచ్చి చేరు
796,zurückkommen::V,ফিরা,తిరిగీవచ్చుట
797,bleiben::V,থাকা,ఉండు
798,warten::V,অপেক্ষা করা,కనిపెట్టు
799,erwarten::V,অপেক্ষা করা,నిరిక్షించు
800,suchen::V,খোঁজ করা,వెదకు
801,finden::V,পাওয়া,కనుగొను
802,versuchen::V,পরখ করা,ప్రయత్నించు
803,vorbereiten::V,প্রস্তুত করা,తయారుచేయు
804,lieben::V,ভালবাসা,ప్రేమించు
805,mögen::V,পছন্দ করা,ఇష్టపడు
806,lachen::V,হাসা,నవ్వు
807,rühren::V,হৃদয়ম্পর্শ করা,గుండె తాకు
808,weinen::V,কাঁদা,వీడ్చు
809,schimpfen::V,নালিশ করা,గొణుగు
810,sich ärgern::V,রাগ হত্তয়া,అలుగు
811,sich fürchten::V,ভয় করা,భయపడు
812,fürchten::V,ডরা,భయపడు
813,fliehen::V,পালানো,పాఱిపోపు
814,flüchten::V,পালানো,తప్పించుకొను
815,sehen::V,দেখা,చూచు
816,anschauen::V,দেখা,చూచు
817,ansehen::V,দেখা,కాచియుండు
818,hören::V,শোনা,విను
819,zuhören::V,শোনা,విను
820,probieren::V,পরখ করা,చవిచూచుట
821,riechen::V,শুঁকা,వాసనచూచు
822,fühlen::V,অনুভব করা,స్పర్శించుట
823,scheinen::V,মনে হত্তয়া,కనబడు
824,zu sehen sein::V,দেখা দেত্তয়া,చూవు
825,vernehmen::V,শোনা,విను
826,frieren::V,শীত লাগা,చలికి వడకు
827,tun::V,করা,చేయు
828,können::V,পারা,గల
829,wollen::V,ইচ্ছা করা,కోరు
830,anfangen::V,আরম্ভ করা,ఆరంభించు
831,beenden::V,শেষ করা,ముగించు
832,aufhören::V,থামা,నిలుపు
833,gelingen::V,সিদ্ধিলাভ করা,గెలుపాందు
834,geraten::V,পরিণত হত্তয়া,వెలువడు
835,öffnen::V,খোলা,తెఱచు
836,schließen::V,বন্ধ করা,మూయు
837,stellen::V,স্থাপন করা,ఉంచు
838,setzen::V,স্থাপন করা,ఉంచు
839,legen::V,স্থাপন করা,పెట్టు
840,berühren::V,স্পর্শ করা,తాకు
841,verbinden::V,সংযুক্ত করা,చేర్చుట
842,bedecken::V,ঢাকা,మూయు
843,aufhängen::V,ঝুলানো,వ్రేలాడదీయు
844,anzünden::V,জ্বালান,వెలిగించు
845,aufheben::V,কুড়াইয়া তোলা,సేకరించు
846,zurücklassen::V,পরিত্যাগ করা,విడుచు
847,verlieren::V,হারান,పోగొట్టుకొను
848,fallen lassen::V,ফেলা,జాఱవిడుచు
849,machen::V,গঠন করা,చేయు
850,herstellen::V,সৃষ্টি করা,ఉత్పత్తిచేయు
851,bauen::V,নির্মাণ করা,నిర్మించు
852,reparieren::V,মেরামত করা,సరిచేయు
853,verbessern::V,উন্নতিলাভ করা,వృద్ధి చేయు
854,ändern::V,পরিবর্তিত করা,మార్చు
855,graben::V,খনন করা,త్రవ్వు
856,beugen::V,নোয়া,వంచు
857,biegen::V,নোয়া,వంచు
858,drehen::V,ঘোরান,నూలువడుకు
859,wenden::V,উলটাইয়া দেত্তয়া,త్రిప్పు
860,umdrehen::V,উলটানো,త్రిప్పు
861,heben::V,উত্তোলন করা,ఎత్తు
862,hochheben::V,উঁচু করা,ఎత్తు
863,ergreifen::V,দখল করা,వశపఱచుకొను
864,halten::V,ধরা,ఉంచు
865,drücken::V,টেপা,అణచు
866,schieben::V,ঠেলা,నొక్కు
867,kratzen::V,চাঁচা,గోకు
868,lecken::V,চাটা,నాకు
869,beißen::V,দংশন করা,కఱచు
870,abreißen::V,বিচ্ছিন্ন করা,తెగతెంచు
871,abschneiden::V,বিচ্ছিন্ন করা,తెగకొట్టు
872,binden::V,বন্ধন করা,కట్టు
873,stecken::V,বিদ্ধ করা,తగులుకొనివుండుట
874,brechen::V,ভাঙা,పగులగొట్టు
875,klopfen::V,আঘাত করা,కొట్టు
876,hauen::V,আঘাত করা,కొట్టు
877,kleben::V,সাঁটা,అంటుకొను
878,reiben::V,ঘষা,రాచు
879,streichen::V,ছড়াইয়া,వ్యాపింపజేయు
880,schleifen::V,ধার দেওয়া,రాచు
881,schneiden::V,কাটা,కోయు
882,rütteln::V,নাড়ান,కుదిలించుట
883,schütteln::V,নড়া,కదల్చు
884,schwenken::V,দোলা,ఊచుట
885,schütten::V,বর্ষণ করা,పోయు
886,füllen::V,পরিপূর্ণ করা,నింపు
887,einwickeln::V,মুড়া,చుట్టు
888,tragen::V,বহন করা,మోయు
889,schleppen::V,টানা,ఈడ్చు
890,ziehen::V,টানা,ఈడ్చు
891,aufbewahren::V,রাখা,కాపాడు
892,werfen::V,ছুড়া,విసరు
893,fangen::V,লোফা,పట్టుకొను
894,packen::V,ধরা,పట్టుకొను
895,verstecken::V,গোপন করা,దాచు
896,teilen::V,বিভক্ত করা,భాగించు
897,schicken::V,প্রেরণ করা,పంపు
898,bringen::V,আনা,తెచ్చు
899,hinzufügen::V,একত্র করা,చేర్చు
900,bekommen::V,পাওয়া,సంపాదించు
901,erhalten::V,পাওয়া,పుచ్చుకొను
902,nehmen::V,নেওয়া,తీసికొను
903,wählen::V,বাছা,ఇష్టపడు
904,auswählen::V,বাছা,ఏరుకొను
905,bewahren::V,বাঁচাইয়া রাখা,భద్రపఱుచు
906,behindern::V,বাধা দেওয়া,అడ్డగించుట
907,verderben::V,নষ্ট করা,చెఱచు
908,beschädigen::V,ক্ষতি করা,చెరుపుట
909,zerbrechen::V,ভাঙ্গিয়া যাওয়া,పగులగొట్టు
910,zerreißen::V,ছিঁড়া,చించు
911,zerstören::V,বিনাশ করা,వాశనము చేయు
912,verbrennen::V,দহন করা,కాల్చు
913,geben::V,দেওয়া,ఇచ్చు
914,reichen::V,দেওয়া,అందుకొనుట
915,schenken::V,উপহার দেত্তয়া,అర్పించు
916,versprechen::V,প্রতিশ্রুতি দেওয়া,వాగ్దత్తము చేయు
917,wünschen::V,আকাঙ্ক্ষা করা,కోరు
918,loben::V,প্রশংসা করা,స్తుతించు
919,küssen::V,চুম্বন করা,ముద్దుపెట్టుకొను
920,wiegen::V,দুলানো,ఊచుట
921,zudecken::V,ঢাকা,మూయు
922,wecken::V,জাগানো,నిద్రపలేపుట
923,zeigen::V,দেখানো,చూవు
924,führen::V,পথ দেখানো,దారిచూపు
925,lehren::V,শেখানো,బోధించు
926,unterrichten::V,শিক্ষা দেওয়া,నేర్పు
927,aufziehen::V,পালন করা,పెంచు
928,leiten::V,পরিচালনা করা,తీసుకపోవుట
929,antreiben::V,চালনা করা,ప్రేరేపించు
930,lassen::V,অনুমতি দেওয়া,అనుమతించు
931,einladen::V,নিমন্ত্রণ করা,ఆహ్వానించు
932,vereinigen::V,এক করা,కూడుట
933,besuchen::V,দেখিতে যাওয়া,పోయి చూచు
934,treffen::V,সন্মুখীন হওয়া,కలియు
935,sich versammeln::V,জড়ো হওয়া,కూర్చు
936,spielen::V,খেলা,ఆట లాడు
937,singen::V,গাওয়া,పాడు
938,tanzen::V,নাচা,నృత్యముచేయు
939,sich trennen::V,পৃথক করা,ఎడబాయుట
940,verlassen::V,পরিত্যাগ করা,విడుచు
941,retten::V,উদ্ধার করা,తప్పించుట
942,bewachen::V,পাহারা দেওয়া,కాపాడు
943,schützen::V,রক্ষা করা,రక్షించు
944,verteidigen::V,রক্ষা করা,రక్షించు
945,sich schlagen::V,লড়াই করা,జగడమాడు
946,schießen::V,তীরবেগে ছোটা,కాల్చు
947,siegen::V,জেতা,గెలుచు
948,ärgern::V,বিরক্ত করা,పీడించుట
949,schlagen::V,আঘাত করা,కొట్టు
950,treten::V,লাথি মারা,తన్ను
951,stechen::V,দংশন করা,కుట్టు
952,stoßen::V,ঠেলা,గెంటు
953,stehlen::V,অপহরণ করা,దొంగిలించు
954,stören::V,ঘাঁটান,కలతపఱచు
955,belästigen::V,বিরক্ত করা,పీడించు
956,verbergen::V,গোপন করা,దాచు
957,täuschen::V,প্রবঞ্চনা করা,మోసము చేయు
958,betrügen::V,প্রতারণা করা,మోసపుచ్చు
959,töten::V,হত্যা করা,చంపు
960,wohnen::V,বাস করা,నివసించు
961,arbeiten::V,কাজ করা,పనిచేయు
962,sammeln::V,সংগ্রহ করা,ప్రోగుచేయు
963,pflücken::V,চয়ন করা,యేరుట
964,jagen::V,শিকার করা,వేటాడు
965,fischen::V,মাছ ধরা,వెదకు
966,fassen::V,ধরা,పట్టుకొమ
967,hüten::V,যুথভুক্ত করা,మందచేరుట
968,treiben::V,চালনা করা,నడపు
969,anbinden::V,বন্ধন করা,కట్టు
970,füttern::V,ভোজন করানো,భోజనము పెట్టు
971,melken::V,দুগ্ধ দোহন করা,పాలు పితుకు
972,hacken::V,কাটা,నఱకు
973,gießen::V,বর্ষণ করা,నీళ్ళుకట్టుట
974,reifen::V,পাকা,పండుట
975,zubereiten::V,রন্ধন করা,వండు
976,kochen::V,রন্ধন করা,వండు
977,backen::V,সেকা,రొట్టెకాల్చు
978,braten::V,ভাজা,వేపు
979,umrühren::V,নড়ানো,కదులుట
980,stricken::V,বোনা,అల్లు
981,nähen::V,সেলাই করা,కుట్టు
982,färben::V,রঞ্জিত করা,రంగు వేయు
983,reinigen::V,পরিষ্কার করা,శుభ్రము చేయు
984,waschen::V,পরিষ্কার করা,కడుగు
985,abwischen::V,মুছা,తుడుచు
986,spülen::V,পরিষ্কার করা,నీటిలో జడించు
987,fegen::V,ঝাঁট দেওয়া,ఊడ్చు
988,kehren::V,ঝাঁট দেওয়া,ఊడ్చు
989,baden::V,অবগাহন করা,స్నానము చేయు
990,sich waschen::V,ধোয়া,కడుగు
991,ausziehen::V,খুলা,విప్పు
992,anziehen::V,গায়ে দেত্তয়া,ధరించు
993,sich anziehen::V,পোশাক পরা,బట్టలు వేసుకొను
994,sich anziehen::V,পোশাক পরা,తొడుగుకొను
995,kämmen::V,আঁচড়ানো,దువ్వుట
996,schmücken::V,সাজান করা,అలంకరించు
997,sagen::V,উচ্চারণ করা,చెప్పు
998,sprechen::V,বলা,చెప్పు
999,reden::V,আলাপ করা,మాటలాడు
1000,sich unterhalten::V,আড্ডা দেওয়া,ముచ్చటలాడు
1001,fragen::V,জিজ্ঞাসা করা,ప్రశ్నించు
1002,bitten::V,প্রার্থনা করা,కోరు
1003,erzählen::V,বর্ণনা করা,చెప్పు
1004,mitteilen::V,বলা,తెలియజేయు
1005,nennen::V,নাম দেওয়া,పేరు వెట్టు
1006,rufen::V,আমন্ত্রণ করা,పిలుచు
1007,prahlen::V,বড়াই করা,జల్లి
1008,übersetzen::V,ভাষাস্তরিত করা,తర్జుమాచేయు
1009,denken::V,ভাবা,ఆలోచించు
1010,glauben::V,বিশ্বাস করা,నమ్ము
1011,bemerken::V,লক্ষ্য করা,గుర్తించు
1012,erkennen::V,চিনিতে পারা,గుర్తించు
1013,begreifen::V,উপলব্ধি করা,గ్రహించు
1014,verstehen::V,উপলব্ধি করা,గ్రహించు
1015,lernen::V,শেখা,నేర్చు కొను
1016,wissen::V,জানা,తెలిసికొను
1017,sich erinnern an::V,মনে করা,జ్ఞాపకముంచుకొను
1018,vergessen::V,বিস্মৃত হওয়া,మఱచిపోవు
1019,messen::V,মাপা,కొలుచుట
1020,zählen::V,গণনা করা,లెక్కపెట్టు
1021,rechnen::V,হিসাব করা,లెక్కపెట్టు
1022,lesen::V,পাঠ করা,చదువు
1023,malen::V,আঁকা,పూనుట
1024,zeichnen::V,ছকা,వ్రాసుట
1025,schreiben::V,লেখা,వ్రాయు
1026,besitzen::V,অধিকার করা,కలిగియుండు
1027,kaufen::V,ক্রয় করা,కొను
1028,verkaufen::V,বেচা,అమ్ము
1029,bezahlen::V,প্রদান করা,చెల్లించు
1030,zahlen::V,প্রদান করা,చెల్లించు
1031,beherrschen::V,শাসন করা,ఏలు
1032,ertragen::V,বহন করা,భరించు
1033,lärmen::V,,అరుచుట
