,Concept_ID,os,nl
294,Laut::N,мыр,geluid
295,Ton::N,мыр,toon
296,Ton::N,мыр,klank
297,Lied::N,зарӕг,lied
298,Ruhe::N,æнцой,rust
299,Ruhe::N,æнцой,stilte
300,Leute::N,адӕм,lui
301,Leute::N,адӕм,mensen
302,Volk::N,адӕм,volk
303,Arbeit::N,фӕллой,werk
304,Arbeit::N,фӕллой,arbeid
305,Gast::N,уазӕг,gast
306,Geschenk::N,хуын,cadeau
307,Geschenk::N,хуын,geschenk
308,Spiel::N,хъазт,spel
309,Gesellschaft::N,дзыллæ,gezelschap
310,Gesellschaft::N,æхсæнад,gezelschap
311,Hilfe::N,æххуыс,hulp
312,Hilfe::N,ахъаз,hulp
313,Freund::N,лымӕн,vriend
314,Kamerad::N,ӕмбал,maat
315,Kamerad::N,ӕмбал,metgezel
316,Angelegenheit::N,хъуыддаг,zaak
317,Angelegenheit::N,хъуыддаг,aangelegenheid
318,Anzahl::N,бӕрц,tal
319,Anzahl::N,бӕрц,aantal
320,Art::N,хуыз,slag
321,Art::N,хуыз,soort
322,Art::N,хуызад,slag
323,Art::N,хуызад,soort
324,Stück::N,кæрдих,stuk
325,Stück::N,комдзаг,stuk
326,Teil::N,хай,deel
327,Hälfte::N,æрдæг,helft
328,Hälfte::N,æмбис,helft
329,Kreis::N,зиллакк,kring
330,Kreis::N,зиллакк,cirkel
331,Kreuz::N,дзуар,kruis
332,Linie::N,хахх,lijn
333,Strich::N,хахх,haal
334,Strich::N,хахх,streep
335,Abstand::N,æхсæнуат,afstand
336,Entfernung::N,дæрддзæг,afstand
337,Entfernung::N,дардцæг,afstand
338,Gegend::N,ран,streek
339,Platz::N,бууат,ruimte
340,Ort::N,ран,oord
341,Ort::N,ран,plaats
342,Ort::N,бынат,oord
343,Ort::N,бынат,plaats
344,Seite::N,фахс,zij
345,Seite::N,фахс,kant
346,Seite::N,фахс,zijde
347,Mitte::N,астӕу,midden
348,Gegenstand::N,дзаума,voorwerp
349,Sache::N,дзаума,zaak
350,Rand::N,кӕрон,rand
351,Rand::N,кӕрон,boord
352,Kante::N,фӕрск,kant
353,Ecke::N,тигъ,hoek
354,Ecke::N,фисын,hoek
355,Spitze::N,бырынкъ,punt
356,Spitze::N,бырынкъ,spits
357,Ende::N,кӕрон,einde
358,Ende::N,кӕрон,uiteinde
359,Loch::N,хуынкъ,gat
360,Winkel::N,къуым,hoek
361,Muster::N,нывæфтыд,dessin
362,Muster::N,нывæфтыд,patroon
363,Muster::N,кæдзист,dessin
364,Muster::N,кæдзист,patroon
365,Größe::N,ас,grootte
366,Länge::N,дӕргъ,lengte
367,Höhe::N,бæрзонд,hoogte
368,Höhe::N,бæрзæнд,hoogte
369,Höhe::N,бæрзонддзинад,hoogte
370,Gewicht::N,уӕз,gewicht
371,Menge::N,бӕрц,hoeveelheid
372,Haufen::N,кӕри,hoop
373,Reihe::N,рӕнхъ,rij
374,Reihe::N,рӕнхъ,reeks
375,Boot::N,чема,boot
376,Ruder::N,къохар,roeiriem
377,Schlitten::N,дзоныгъ,slee
378,Schlitten::N,дзоныгъ,slede
379,Ski::N,къахдзоныгътæ,ski
380,Ski::N,лыжæтæ,ski
381,Lagerfeuer::N,арт,kampvuur
382,Last::N,уаргъ,last
383,Last::N,уаргъ,vracht
384,Gang::N,цыд,wandeling
385,Schritt::N,санчъех,stap
386,Schritt::N,санчъех,schrede
387,Schritt::N,къахдзӕф,stap
388,Schritt::N,къахдзӕф,schrede
389,Norden::N,цæгат,noorden
390,Süden::N,хуссар,zuiden
391,Westen::N,ныгуылæн,westen
392,Osten::N,скæсæн,oosten
393,Holz::N,хъӕдӕрмӕг,hout
394,Brett::N,фæйнæг,plank
395,Platte::N,къӕй,plaat
396,Stütze::N,быцæу,stut
397,Stütze::N,быцæу,steun
398,Stange::N,хъил,stang
399,Stock::N,лӕдзӕг,stok
400,Stab::N,хъил,staf
401,Rohr::N,хӕтӕл,pijp
402,Haus::N,хӕдзар,huis
403,Heim::N,къона,tehuis
404,Ofen::N,пец,kachel
405,Fußboden::N,астӕрд,vloer
406,Tisch::N,стъол,tafel
407,Stuhl::N,бандон,stoel
408,Wiege::N,авдæн,wieg
409,Bett::N,сынтӕг,bed
410,Regal::N,тӕрхӕг,rek
411,Regal::N,уӕлвӕйнӕг,rek
412,Kiste::N,асыкк,kist
413,Fenster::N,рудзынг,raam
414,Fenster::N,рудзынг,venster
415,Fenster::N,фæрссаг,raam
416,Fenster::N,фæрссаг,venster
417,Tür::N,дуар,deur
418,Tor::N,кулдуар,poort
419,Zaun::N,æмбонд,omheining
420,Zaun::N,быру,omheining
421,Zaun::N,гæрæн,omheining
422,Dach::N,уӕлхӕдзар,dak
423,Leiter::N,асин,ladder
424,Besen::N,уисой,bezem
425,Spaten::N,бел,schop
426,Schaufel::N,æвгæнæн,schep
427,Schaufel::N,кæфой,schep
428,Gabel::N,вилкæ,vork
429,Löffel::N,уидыг,lepel
430,Messer::N,кард,mes
431,Nagel::N,зӕгӕл,spijker
432,Netz::N,хыз,net
433,Haken::N,хæдз,haak
434,Haken::N,хæбырæгъ,haak
435,Griff::N,фистон,handvat
436,Schloss::N,гуыдыр,slot
437,Bild::N,ныв,beeld
438,Figur::N,кæрдгæныв,figuur
439,Puppe::N,чындз,pop
440,Beutel::N,дзӕкъул,zak
441,Beutel::N,дзӕкъул,buidel
442,Bündel::N,баст,pak
443,Bündel::N,баст,bundel
444,Tasche::N,хызын,tas
445,Tasche::N,дзæкъул,tas
446,Eimer::N,къæрта,emmer
447,Eimer::N,чъыбыла,emmer
448,Eimer::N,ведра,emmer
449,Deckel::N,сæр,deksel
450,Deckel::N,æмбæрзæн,deksel
451,Geschirr::N,мигæнæн,vaatwerk
452,Geschirr::N,мигæнæнтæ,vaatwerk
453,Sack::N,голлаг,zak
454,Tasse::N,пиала,kop
455,Tasse::N,къус,kop
456,Topf::N,аг,pan
457,Topf::N,чысыл аг,pan
458,Kessel::N,аг,ketel
459,Essen::N,хӕрд,eten
460,Nahrung::N,хойраг,voedsel
461,Speise::N,хӕринаг,spijs
462,Fleisch::N,дзидза,vlees
463,Fleisch::N,фыдызгъӕл,vlees
464,Getreide::N,халсар,graan
465,Brei::N,кас,pap
466,Brei::N,кас,brij
467,Brot::N,дзул,brood
468,Scheibe::N,къӕбӕр,plak
469,Scheibe::N,къӕбӕр,snede
470,Fett::N,сой,vet
471,Butter::N,нӕлхӕ,boter
472,Öl::N,зети,olie
473,Salz::N,цӕхх,zout
474,Suppe::N,бас,soep
475,Honig::N,мыд,honing
476,Milch::N,ӕхсыр,melk
477,Tee::N,цай,thee
478,Leder::N,мæскуы,leer
479,Leder::N,мæскуы,leder
480,Wolle::N,фӕсмын,wol
481,Stoff::N,хъуымац,stof
482,Nadel::N,судзин,naald
483,Faden::N,ӕндах,draad
484,Knopf::N,цӕппӕр,knoop
485,Knoten::N,ӕлхынцъ,knoop
486,Farbe::N,ахорæн,verf
487,Kleidung::N,дарӕс,kledij
488,Kleidung::N,дарӕс,kleding
489,Hemd::N,хӕдон,hemd
490,Kragen::N,æфцæггот,kraag
491,Ärmel::N,дыс,mouw
492,Hose::N,хæлаф,broek
493,Hose::N,хæлаф,pantalon
494,Hose::N,æддаг хæлаф,broek
495,Hose::N,æддаг хæлаф,pantalon
496,Hose::N,салбар,broek
497,Hose::N,салбар,pantalon
498,Gürtel::N,рон,riem
499,Gürtel::N,рон,gordel
500,Mütze::N,худ,muts
501,Schuh::N,басмахъ,schoen
502,Stiefel::N,цырыхъхъ,laars
503,Ring::N,къухдарӕн,ring
504,Band::N,лент,lint
505,Kamm::N,сӕрвасӕн,kam
506,Spiegel::N,айдæн,spiegel
507,Spiegel::N,кæсæн,spiegel
508,Riemen::N,гӕрз,riem
509,Schnur::N,бӕндӕн,koord
510,Decke::N,хъӕццул,deken
511,Kissen::N,баз,kussen
512,Tuch::N,кæлмæрзæн,doek
513,Tuch::N,кæрдæн,doek
514,Handtuch::N,хисæрфæн,handdoek
515,Kraft::N,тых,kracht
516,Kraft::N,хъомыс,kracht
517,Stärke::N,тых,sterkte
518,Stärke::N,æхсар,sterkte
519,Gesundheit::N,æнæниздзинад,gezondheid
520,Krankheit::N,низ,ziekte
521,Krankheit::N,рын,ziekte
522,Schmerz::N,рис,pijn
523,Wunde::N,цӕф,wond
524,Fieber::N,ризӕг,koorts
525,Fieber::N,тӕфсӕг,koorts
526,Arznei::N,хос,medicament
527,Arznei::N,хос,geneesmiddel
528,Brücke::N,хид,brug
529,Brunnen::N,цъай,put
530,Brunnen::N,цъай,bron
531,Weide::N,хизæн,wei
532,Weide::N,хизæн,weide
533,Weide::N,хизæнуат,wei
534,Weide::N,хизæнуат,weide
535,Weide::N,сæрвæт,wei
536,Weide::N,сæрвæт,weide
537,Pfad::N,къахвæндаг,pad
538,Pfad::N,къахвæд,pad
539,Weg::N,фӕндаг,weg
540,Straße::N,фӕндаг,baan
541,Straße::N,фӕндаг,straat
542,Dorf::N,хъӕу,dorp
543,Stadt::N,сахар,stad
544,Brief::N,фыстӕг,brief
545,Buch::N,чиныг,boek
546,Buchstabe::N,дамгъӕ,letter
547,Zeitung::N,газет,krant
548,Zeitung::N,газет,dagblad
549,Leben::N,цард,leven
550,Leben::N,цӕрӕнбон,leven
551,Tod::N,мæлæт,dood
552,Tod::N,адзал,dood
553,Grab::N,ингӕн,graf
554,Kirche::N,аргъуан,kerk
555,Sünde::N,тæригъæд,zonde
556,Gott::N,хуыцау,god
557,Arbeiter::N,кусæг,arbeider
558,Chef::N,ӕмцег,chef
559,Meister::N,мастер,meester
560,Meister::N,дæсны,meester
561,Arzt::N,хосгæнæг,arts
562,Arzt::N,хосгæнæг,dokter
563,Arzt::N,дохтыр,arts
564,Arzt::N,дохтыр,dokter
565,Lehrer::N,ахуыргæнæг,leraar
566,Lehrer::N,ахуыргæнæг,onderwijzer
567,Geld::N,ӕхца,geld
568,Geschäft::N,бизнес,zaak
569,Geschäft::N,хъуыддаг,zaak
570,Laden::N,дукани,winkel
571,Preis::N,аргъ,prijs
572,Ware::N,базайраг,waar
573,Nutzen::N,пайда,nut
574,Nutzen::N,пайда,voordeel
575,Reichtum::N,хъæздыгдзинад,rijkdom
576,Reichtum::N,исбон,rijkdom
577,Reichtum::N,мулк,rijkdom
578,Welt::N,дуне,wereld
579,Land::N,бӕстӕ,land
580,Staat::N,паддзахад,staat
581,König::N,къарол,koning
582,Macht::N,хицаудзинад,macht
583,Grenze::N,арӕн,grens
584,Krieg::N,хӕст,oorlog
585,Feind::N,знаг,vijand
586,Feind::N,фыдгул,vijand
587,Feind::N,фыдзæрдæ,vijand
588,Feind::N,сон,vijand
589,Gewalt::N,тыхми,geweld
590,Gewalt::N,тыхдзинад,geweld
591,Kampf::N,хæст,strijd
592,Kampf::N,хæст,gevecht
593,Kampf::N,хъæбысæйхæст,strijd
594,Kampf::N,хъæбысæйхæст,gevecht
595,Kampf::N,тох,strijd
596,Kampf::N,тох,gevecht
597,Bogen[Waffe]::N,ӕрдын,boog
598,Pfeil::N,фат,pijl
599,Gewehr::N,топп,geweer
600,Fehler::N,рӕдыд,fout
601,Lüge::N,мӕнг,leugen
602,Lüge::N,гӕдыдзинад,leugen
603,Schaden::N,зиан,schade
604,Unglück::N,бæллæх,tegenspoed
605,Schuld::N,азым,schuld
606,Alter::N,кар,leeftijd
607,Schluss::N,кæрон,slot
608,Zeit::N,рӕстӕг,tijd
609,Tag::N,бон,dag
610,Morgen::N,райсом,morgen
611,Morgen::N,райсом,ochtend
612,Mittag::N,æмбисбон,middag
613,Abend::N,изӕр,avond
614,Nacht::N,ӕхсӕв,nacht
615,Woche::N,къуыри,week
616,Monat::N,мӕй,maand
617,Jahr::N,аз,jaar
618,Jahr::N,афӕдз,jaar
619,Frühling::N,уалдзæг,lente
620,Frühling::N,уалдзæг,voorjaar
621,Sommer::N,сӕрд,zomer
622,Herbst::N,фæззæг,herfst
623,Winter::N,зымӕг,winter
624,Januar::N,январь,januari
625,Februar::N,февраль,februari
626,März::N,мартъи,maart
627,April::N,апрель,april
628,Mai::N,май,mei
629,Juni::N,июнь,juni
630,Juli::N,июль,juli
631,August::N,август,augustus
632,September::N,сентябрь,september
633,Oktober::N,октябрь,oktober
634,November::N,ноябрь,november
635,Dezember::N,декабрь,december
636,Montag::N,къуырисæр,maandag
637,Dienstag::N,дыццæг,dinsdag
638,Mittwoch::N,æртыццæг,woensdag
639,Donnerstag::N,цыппæрæм,donderdag
640,Freitag::N,майрæмбон,vrijdag
641,Samstag::N,сабат,zaterdag
642,Sonntag::N,хуыцаубон,zondag
643,groß::A,дынджыр,groot
644,klein::A,гыццыл,klein
645,lang::A,даргъ,lang
646,kurz::A,цыбыр,kort
647,breit::A,фӕтӕн,breed
648,schmal::A,нарӕг,smal
649,schmal::A,уынгӕг,smal
650,dicht::A,бæзджын,dicht
651,dicht::A,тар,dicht
652,dick[Gegenstand]::A,сӕвджын,dik
653,dünn::A,тæнæг,dun
654,fein::A,лыстӕг,fijn
655,fest::A,фидар,vast
656,fest::A,хъӕддых,vast
657,flach::A,тъӕпӕн,plat
658,glatt::A,лӕгъз,glad
659,hart::A,хъӕбӕр,hard
660,weich::A,фӕлмӕн,week
661,rund::A,тымбыл,rond
662,spitz::A,цыргъбырынкъ,spits
663,spitz::A,цыргъбырынкъ,puntig
664,spitz::A,цыргъфындз,spits
665,spitz::A,цыргъфындз,puntig
666,scharf::A,цыргъ,scherp
667,stumpf::A,къуымых,stomp
668,schwer::A,уӕззау,zwaar
669,schön::A,аив,mooi
670,schön::A,аив,fraai
671,schön::A,рӕсугъд,mooi
672,schön::A,рӕсугъд,fraai
673,heiß::A,тӕвд,heet
674,warm::A,хъарм,warm
675,kalt::A,уазал,koud
676,kühl::A,сатæг,koel
677,kühl::A,уазалгомау,koel
678,frisch::A,сатæг,fris
679,feucht::A,уымӕл,vochtig
680,nass::A,хуылыдз,nat
681,trocken::A,хус,droog
682,voll::A,дзаг,vol
683,voll::A,йедзаг ,vol
684,leer::A,афтид,leeg
685,offen::A,гом,open
686,geschlossen::A,æхгæд,gesloten
687,sauber::A,сыгъдæг,net
688,sauber::A,сыгъдæг,schoon
689,schmutzig::A,чъиллон,vuil
690,roh::A,хом,rauw
691,reif::A,рӕгъӕд,rijp
692,lecker::A,хӕрзад,lekker
693,süß::A,адджын,zoet
694,bitter::A,судзаг,bitter
695,sauer::A,туаг,zuur
696,hell::A,рухс,licht
697,hell::A,рухс,helder
698,dunkel::A,талынг,donker
699,schwarz::A,сау,zwart
700,weiß::A,урс,wit
701,rot::A,сырх,rood
702,gelb::A,бур,geel
703,blau::A,цъӕх,blauw
704,grün::A,цъӕх,groen
705,grün::A,кӕрдӕгхуыз,groen
706,grau::A,цъӕх,grijs
707,grau::A,фӕныкхуыз,grijs
708,bunt::A,хъулон,bont
709,bunt::A,гæрæм,bont
710,billig::A,аслам,goedkoop
711,teuer::A,зынаргъ,duur
712,wertvoll::A,зынаргъ,kostbaar
713,wertvoll::A,зынаргъ,waardevol
714,blind::A,куырм,blind
715,taub::A,къуырма,doof
716,kräftig::A,домбай,krachtig
717,kräftig::A,тыхджын,krachtig
718,stark::A,тыхджын,sterk
719,schwach::A,ӕнӕбон,zwak
720,fett::A,нард,vet
721,schlank::A,гуырвидыц,slank
722,schlank::A,хæрзконд,slank
723,schlank::A,рæхснæг,slank
724,schlank::A,сагамад,slank
725,hübsch::A,аив,leuk
726,hübsch::A,рӕсугъд,leuk
727,böse::A,фыдзӕрдӕ,kwaad
728,dumm::A,ӕдылы,dom
729,faul::A,зивӕг,lui
730,faul::A,зивӕггӕнаг,lui
731,fleißig::A,æнæзивæг,vlijtig
732,fleißig::A,æнувыд,vlijtig
733,geizig::A,чъынды,gierig
734,geizig::A,æлгъин,gierig
735,geizig::A,мæрддзæст,gierig
736,klug::A,зондджын,slim
737,klug::A,зондджын,schrander
738,klug::A,зондджын,verstandig
739,geschickt::A,хӕрзарӕхст,handig
740,geschickt::A,хӕрзарӕхст,vaardig
741,lieb::A,уарзон,lief
742,lustig::A,хъӕлдзӕг,vrolijk
743,sanft::A,мынчын,zacht
744,hungrig::A,ӕххормаг,hongerig
745,krank::A,нӕфӕразгӕ,ziek
746,nackt::A,бӕгънӕг,naakt
747,traurig::A,ӕрхӕндӕг,treurig
748,traurig::A,ӕрхӕндӕг,bedroefd
749,lebendig::A,цардӕгас,levend
750,gut::A,хорз,goed
751,schlecht::A,цауд,slecht
752,richtig::A,раст,juist
753,schlimm::A,ӕвзӕр,erg
754,schlimm::A,ӕвзӕр,kwaad
755,wahr::A,ӕцӕг,waar
756,alt::A,зӕронд,oud
757,neu::A,ног,nieuw
758,ehemalig::A,раздӕры,voormalig
759,alt[Lebewesen]::A,ацӕргӕ,oud
760,jung::A,ӕрыгон,jong
761,arm::A,мӕгуыр,arm
762,reich::A,хъӕздыг,rijk
763,bekannt::A,зонгӕ,bekend
764,berühmt::A,номдзыд,beroemd
765,fremd::A,æцæгæлон,vreemd
766,verschieden::A,æндæр æмæ æндæр,verscheiden
767,verschieden::A,æндæр æмæ æндæр,verschillend
