,Concept_ID,ja,is
841,untergehen[Sonne]::V,沈む,ganga til viðar
842,scheinen[Sonne]::V,輝く,skína
843,donnern::V,雷が鳴る,þruma
844,wehen::V,吹く,blása
845,strömen::V,流れる,streyma
846,fließen::V,流れる,fljóta
847,sich drehen::V,回転する,snúast
848,schwanken::V,揺れる,riða
849,schwanken::V,揺れる,rugga
850,schwingen::V,振動する,sveiflast
851,fallen::V,落ちる,falla
852,brennen::V,燃える,brenna
853,rauchen::V,煙を出す,reykja
854,regnen::V,雨が降る,rigna
855,gefrieren::V,凍る,frjósa
856,tauen::V,溶ける,þiðna
857,schmelzen::V,溶ける,bráðna
858,trocknen::V,乾く,þorna
859,sieden::V,沸く,sjóða
860,faulen::V,腐る,rotna
861,verfaulen::V,朽ちる,rotna
862,reißen::V,切れる,rifna
863,versinken::V,沈む,sökkva
864,vergehen::V,経つ,líða
865,erscheinen::V,現れる,birtast
866,verschwinden::V,消える,hverfa
867,sinken::V,下がる,síga
868,abnehmen::V,減る,lækka
869,abnehmen::V,減る,minnka
870,zunehmen::V,増える,aukast
871,steigen::V,上がる,stíga
872,wachsen::V,伸びる,vaxa
873,glänzen::V,輝く,glóa
874,glänzen::V,輝く,glampa
875,funkeln::V,ぴかぴか光る,leiftra
876,lärmen::V,騒ぐ,hafa hátt
877,läuten::V,鳴る,hringja
878,klingeln::V,鳴る,hringja
879,klirren::V,がらんがらんと鳴る,glamra
880,klirren::V,がらんがらんと鳴る,skrölta
881,brausen::V,逆巻く,ólga
882,rauschen::V,戦ぐ,suða
883,klingen::V,鳴る,hljóma
884,bellen::V,吠える,gelta
885,heulen::V,きゃんきゃん鳴く,væla
886,heulen::V,きゃんきゃん鳴く,ýlfra
887,blasen::V,吹く,blása
888,pfeifen::V,口笛を吹く,blístra
889,schreien::V,叫ぶ,æpa
890,stöhnen::V,うめく,stynja
891,zittern::V,震える,titra
892,zittern::V,震える,skjálfa
893,leben::V,生きている,lifa
894,geboren werden::V,生まれる,fæðast
895,atmen::V,呼吸する,anda
896,atmen::V,呼吸する,draga andann
897,trinken::V,飲む,drekka
898,essen::V,食べる,borða
899,schlucken::V,飲み込む,kingja
900,müde werden::V,眠くなる,þreytast
901,einschlafen::V,寝付く,sofna
902,schlafen::V,眠る,sofa
903,aufwachen::V,目が覚める,vakna
904,aufstehen::V,起きる,fara á fætur
905,sich erholen::V,休養する,hvíla sig
906,krank werden::V,病気になる,veikjast
907,krank werden::V,病気になる,verða veikur
908,krank sein::V,病気である,vera veikur
909,schmerzen::V,痛む,kenna til
910,husten::V,咳をする,hósta
911,genesen::V,元気になる,batna
912,genesen::V,元気になる,frískast
913,sterben::V,死ぬ,deyja
914,sterben::V,亡くなる,deyja
915,umkommen::V,死亡する,farast
916,sich bewegen::V,移動する,bifast
917,sich rühren::V,動く,hreyfast
918,sich erheben::V,立ち上がる,standa upp
919,sich setzen::V,座る,setjast
920,hinfallen::V,転ぶ,detta
921,laufen::V,歩く,labba
922,schreiten::V,跨ぐ,ganga
923,spazierengehen::V,散歩する,ganga sér til skemmtunar
924,eilen::V,急ぐ,fara hratt
925,sich beeilen::V,焦る,flýta sér
926,sausen::V,疾駆する,þjóta
927,rennen::V,走る,hlaupa
928,springen::V,跳ぶ,stökkva
929,klettern::V,よじ登る,klifra
930,schaukeln::V,ぶらんこに乗る,róla
931,schaukeln::V,ぶらんこに乗る,rugga
932,kriechen::V,這う,skríða
933,schwimmen::V,泳ぐ,synda
934,tauchen::V,潜る,kafa
935,rudern::V,漕ぐ,róa
936,fahren::V,行く,aka
937,fahren::V,行く,fara
938,fahren::V,乗車する,aka
939,fahren::V,乗車する,fara
940,fliegen::V,飛ぶ,fljúga
941,gehen::V,行く,fara
942,gehen::V,行く,ganga
943,weggehen::V,立ち去る,fara burt
944,weggehen::V,立ち去る,ganga burt
945,abfahren::V,出発する,aka burt
946,anhalten::V,止まる,stöðva
947,hineingehen::V,入る,ganga inn
948,eintreten::V,中に入る,koma inn
949,eintreten::V,中に入る,ganga inn
950,kommen::V,来る,koma
951,ankommen::V,着く,koma til
952,ankommen::V,到着する,koma til
953,zurückkommen::V,帰る,koma til baka
954,bleiben::V,留まる,haldast
955,bleiben::V,留まる,vera kyrr
956,warten::V,待つ,bíða
957,erwarten::V,期待する,búast við
958,erwarten::V,期待する,eiga von á
959,suchen::V,探る,leita
960,finden::V,見つける,finna
961,versuchen::V,試す,reyna
962,vorbereiten::V,準備する,undirbúa
963,lieben::V,愛する,elska
964,mögen::V,好きである,þykja gott
965,mögen::V,好きである,falla í geð
966,lachen::V,笑う,hlæja
967,rühren::V,感情を動かす,snerta
968,weinen::V,泣く,gráta
969,schimpfen::V,叱る,skammast
970,sich ärgern::V,怒る,sárna
971,sich ärgern::V,怒る,gremjast
972,sich ärgern::V,腹を立てる,sárna
973,sich ärgern::V,腹を立てる,gremjast
974,sich fürchten::V,怖がる,óttast
975,fürchten::V,恐れる,óttast
976,fliehen::V,逃げる,flýja
977,flüchten::V,逃亡する,strjúka
978,sehen::V,見る,sjá
979,anschauen::V,眺める,horfa á
980,ansehen::V,見る,líta á
981,hören::V,聞く,heyra
982,zuhören::V,聴く,hlusta
983,probieren::V,食べてみる,smakka
984,riechen::V,気取る,þefa
985,fühlen::V,感じる,finna til
986,scheinen::V,ように見える,virðast
987,zu sehen sein::V,見える,vera að sjá
988,vernehmen::V,承る,heyra
989,vernehmen::V,承る,greina
990,frieren::V,寒気がする,frjósa
991,tun::V,する,gera
992,können::V,出来る,geta
993,wollen::V,-たい,ætla
994,wollen::V,-たい,vilja
995,anfangen::V,始める,hefja
996,beenden::V,終える,enda
997,beenden::V,終える,ljúka
998,aufhören::V,止める,lykta
999,gelingen::V,成功する,heppnast
1000,geraten::V,当たる,lukkast
1001,öffnen::V,開く,opna
1002,öffnen::V,開ける,opna
1003,schließen::V,閉める,loka
1004,stellen::V,置く,láta
1005,stellen::V,置く,setja
1006,stellen::V,据える,láta
1007,stellen::V,据える,setja
1008,setzen::V,座らせる,láta
1009,setzen::V,座らせる,setja
1010,legen::V,置く,láta
1011,legen::V,置く,leggja
1012,berühren::V,触る,koma við
1013,berühren::V,触れる,koma við
1014,verbinden::V,結びつける,sameina
1015,bedecken::V,覆う,hylja
1016,aufhängen::V,掛ける,hengja
1017,aufhängen::V,掛ける,hengja upp
1018,anzünden::V,燃やす,kveikja í
1019,anzünden::V,火をつける,kveikja í
1020,aufheben::V,拾う,taka upp
1021,aufheben::V,拾う,lyfta upp
1022,zurücklassen::V,残す,skilja eftir
1023,verlieren::V,無くす,týna
1024,verlieren::V,無くす,glata
1025,fallen lassen::V,落とす,missa
1026,machen::V,作る,búa til
1027,herstellen::V,製造する,framleiða
1028,bauen::V,建設する,smíða
1029,bauen::V,建設する,byggja
1030,reparieren::V,直す,gera við
1031,reparieren::V,修理する,gera við
1032,verbessern::V,改良する,bæta
1033,ändern::V,変える,breyta
1034,graben::V,掘る,grafa
1035,beugen::V,折る,beygja
1036,biegen::V,曲げる,sveigja
1037,drehen::V,回す,snúa
1038,wenden::V,裏返す,snúa
1039,wenden::V,裏返す,venda
1040,umdrehen::V,裏返す,venda
1041,umdrehen::V,裏返す,snúa við
1042,heben::V,挙げる,hefja
1043,hochheben::V,持ち上げる,lyfta upp
1044,ergreifen::V,取り上げる,grípa
1045,halten::V,持つ,rúma
1046,halten::V,持つ,halda
1047,drücken::V,押す,þjá
1048,drücken::V,押す,þrýsta
1049,schieben::V,ずらす,ýta
1050,kratzen::V,引っ掻く,klóra
1051,lecken::V,なめる,sleikja
1052,beißen::V,噛む,bíta
1053,abreißen::V,剝ぎ取る,rífa af
1054,abreißen::V,剝ぎ取る,rífa frá
1055,abschneiden::V,切り取る,skera af
1056,abschneiden::V,切り取る,klippa af
1057,binden::V,縛る,binda
1058,stecken::V,差し込む,stinga
1059,brechen::V,破る,brjóta
1060,klopfen::V,とんとん叩く,berja
1061,klopfen::V,とんとん叩く,klappa
1062,hauen::V,叩く,berja
1063,hauen::V,叩く,höggva
1064,kleben::V,貼る,líma
1065,kleben::V,くっ付ける,líma
1066,reiben::V,擦る,núa
1067,streichen::V,塗る,smyrja
1068,schleifen::V,研ぐ,slípa
1069,schneiden::V,切る,skera
1070,schneiden::V,切る,klippa
1071,rütteln::V,揺さぶる,skaka
1072,schütteln::V,振る,hrista
1073,schütteln::V,揺さぶる,hrista
1074,schwenken::V,振る,sveifla
1075,schütten::V,注ぐ,hella
1076,füllen::V,いっぱいにする,fylla
1077,einwickeln::V,包む,vefja inn í
1078,tragen::V,運ぶ,bera
1079,schleppen::V,引きずる,draga
1080,ziehen::V,引く,toga
1081,ziehen::V,引く,draga
1082,aufbewahren::V,預かる,geyma
1083,werfen::V,投げる,kasta
1084,fangen::V,受ける,grípa
1085,packen::V,掴む,þrífa í
1086,verstecken::V,隠す,fela
1087,teilen::V,分ける,deila
1088,schicken::V,送る,senda
1089,bringen::V,持って行く,færa
1090,bringen::V,持って行く,flytja
1091,hinzufügen::V,加える,bæta við
1092,bekommen::V,得る,hljóta
1093,bekommen::V,得る,ná
1094,erhalten::V,受ける,fá
1095,nehmen::V,取る,taka
1096,wählen::V,選ぶ,velja
1097,auswählen::V,選ぶ,velja úr
1098,bewahren::V,保存する,gæta
1099,bewahren::V,保存する,vernda
1100,behindern::V,妨害する,varna
1101,verderben::V,台無しにする,spilla
1102,beschädigen::V,損傷する,skemma
1103,zerbrechen::V,割る,brjóta
1104,zerreißen::V,引き裂く,rífa
1105,zerreißen::V,引き裂く,rífa sundur
1106,zerstören::V,破壊する,rífa niður
1107,verbrennen::V,焼く,brenna
1108,geben::V,上げる,gefa
1109,reichen::V,渡す,rétta
1110,schenken::V,贈る,gefa
1111,versprechen::V,約束する,lofa
1112,versprechen::V,約束する,heita
1113,wünschen::V,望む,óska
1114,loben::V,褒める,lofa
1115,loben::V,褒める,hrósa
1116,küssen::V,キスする,kyssa
1117,wiegen::V,揺する,rugga
1118,zudecken::V,覆う,þekja
1119,zudecken::V,覆う,breiða yfir
1120,wecken::V,起こす,vekja
1121,zeigen::V,見せる,sýna
1122,führen::V,案内する,leiða
1123,lehren::V,教える,kenna
1124,unterrichten::V,通知する,fræða
1125,aufziehen::V,育てる,ala upp
1126,leiten::V,導く,stjórna
1127,antreiben::V,励ます,hvetja
1128,lassen::V,～させる,láta
1129,einladen::V,誘う,bjóða heim
1130,einladen::V,招待する,bjóða heim
1131,vereinigen::V,一つにする,sameina
1132,besuchen::V,訪ねる,heimsækja
1133,treffen::V,出会う,hitta
1134,sich versammeln::V,集まる,safnast saman
1135,spielen::V,遊ぶ,leika sér
1136,singen::V,歌う,syngja
1137,tanzen::V,踊る,dansa
1138,sich trennen::V,別れる,skiljast
1139,verlassen::V,別れる,yfirgefa
1140,retten::V,救う,bjarga
1141,retten::V,助ける,bjarga
1142,bewachen::V,見張る,gæta
1143,bewachen::V,見張る,hafa vörð á
1144,bewachen::V,軽微する,gæta
1145,bewachen::V,軽微する,hafa vörð á
1146,schützen::V,保護する,vernda
1147,verteidigen::V,守る,verja
1148,sich schlagen::V,殴る,slást
1149,sich schlagen::V,殴る,berjast
1150,schießen::V,撃つ,skjóta
1151,siegen::V,勝つ,sigra
1152,ärgern::V,怒らせる,ergja
1153,ärgern::V,怒らせる,skaprauna
1154,schlagen::V,殴る,slá
1155,schlagen::V,殴る,lemja
1156,treten::V,蹴る,sparka
1157,stechen::V,突く,stinga
1158,stoßen::V,突く,hrinda
1159,stehlen::V,盗る,stela
1160,stören::V,構う,trufla
1161,belästigen::V,邪魔する,ónáða
1162,verbergen::V,隠す,leyna
1163,täuschen::V,だます,gabba
1164,täuschen::V,だます,blekkja
1165,betrügen::V,だます,svíkja
1166,betrügen::V,だます,blekkja
1167,töten::V,殺す,drepa
1168,wohnen::V,住む,búa
1169,arbeiten::V,働く,vinna
1170,sammeln::V,集める,safna
1171,sammeln::V,収集する,safna
1172,pflücken::V,摘む,tína
1173,pflücken::V,摘む,reyta
1174,jagen::V,狩りをする,veiða
1175,fischen::V,釣る,fiska
1176,fassen::V,捕る,veiða
1177,hüten::V,放牧する,gæta
1178,hüten::V,放牧する,vakta
1179,treiben::V,追う,reka
1180,anbinden::V,繋ぐ,binda við
1181,anbinden::V,繋ぐ,binda fast
1182,füttern::V,餌をやる,fóðra
1183,melken::V,搾乳する,mjólka
1184,hacken::V,刻む,höggva
1185,gießen::V,水をやる,hella
1186,reifen::V,熟す,þroskast
1187,zubereiten::V,調理する,elda
1188,zubereiten::V,調理する,tilbúa
1189,kochen::V,煮る,sjóða
1190,backen::V,焼く,baka
1191,braten::V,焼く,steikja
1192,braten::V,炒める,steikja
1193,umrühren::V,混ぜる,hræra í
1194,stricken::V,編む,prjóna
1195,nähen::V,縫う,sauma
1196,färben::V,染める,lita
1197,reinigen::V,掃除する,hreinsa
1198,waschen::V,洗う,þvo
1199,waschen::V,洗濯する,þvo
1200,abwischen::V,拭く,þerra
1201,spülen::V,洗う,skola
1202,spülen::V,洗う,þvo upp
1203,spülen::V,すすぐ,skola
1204,spülen::V,すすぐ,þvo upp
1205,fegen::V,掃除する,sópa
1206,fegen::V,掃除する,hreinsa
1207,kehren::V,掃く,sópa
1208,baden::V,入浴する,baða sig
1209,sich waschen::V,洗う,þvo sér
1210,ausziehen::V,脱ぐ,fara úr
1211,anziehen::V,着る,fara í
1212,sich anziehen::V,着る,klæðast
1213,kämmen::V,梳く,greiða
1214,schmücken::V,飾る,prýða
1215,schmücken::V,飾る,skreyta
1216,sagen::V,言う,segja
1217,sprechen::V,話す,tala
1218,reden::V,話す,ræða
1219,sich unterhalten::V,話をする,spjalla
1220,sich unterhalten::V,話をする,ræðast við
1221,fragen::V,聞く,spyrja
1222,bitten::V,頼む,biðja
1223,bitten::V,お願いする,biðja
1224,erzählen::V,物語る,segja frá
1225,mitteilen::V,伝える,tilkynna
1226,nennen::V,名づける,nefna
1227,rufen::V,呼ぶ,kalla
1228,prahlen::V,自慢する,gorta
1229,übersetzen::V,訳す,þýða
1230,denken::V,考える,hugsa
1231,glauben::V,信じる,trúa
1232,bemerken::V,気が付く,taka eftir
1233,erkennen::V,認識する,þekkja
1234,begreifen::V,分かる,skilja
1235,verstehen::V,聞き取る,skilja
1236,lernen::V,学ぶ,læra
1237,lernen::V,勉強する,læra
1238,wissen::V,知っている,vita
1239,sich erinnern an::V,思い出す,minnast
1240,vergessen::V,忘れる,gleyma
1241,messen::V,計る,mæla
1242,messen::V,測定する,mæla
1243,zählen::V,数える,telja
1244,rechnen::V,計算する,reikna
1245,lesen::V,読む,lesa
1246,malen::V,描く,mála
1247,zeichnen::V,写生する,teikna
1248,schreiben::V,書く,skrifa
1249,besitzen::V,所持する,hafa
1250,kaufen::V,買う,kaupa
1251,verkaufen::V,売る,selja
1252,bezahlen::V,払う,borga
1253,zahlen::V,支払う,borga
1254,beherrschen::V,支配する,hafa á valdi sínu
1255,ertragen::V,耐える,þola
