,Concept_ID,udm,ca
301,Wort::N,кыл,paraula
302,Zeichen::N,пус,signe
303,Zeichen::N,пус,senyal
304,Zeichen::N,тодмет,signe
305,Zeichen::N,тодмет,senyal
306,Ruf::N,ӧтён,crida
307,Ruf::N,чортон,crida
308,Lärm::N,ӵашетон,sorōll
309,Laut::N,куара,so
310,Ton::N,куара,to
311,Lied::N,кырӟан,cançó
312,Ruhe::N,чалмыт улон,calma
313,Ruhe::N,чалмыт улон,silenci
314,Leute::N,адямиос,gent
315,Volk::N,калык,poble
316,Arbeit::N,уж,labor
317,Arbeit::N,уж,treball
318,Gast::N,куно,hoste
319,Geschenk::N,салам,regal
320,Geschenk::N,салам,obsequi
321,Geschenk::N,кузьым,regal
322,Geschenk::N,кузьым,obsequi
323,Spiel::N,шудон,joc
324,Gesellschaft::N,калык,companyia
325,Hilfe::N,юрттон,ajut
326,Freund::N,эш,amīc
327,Freund::N,юлтош,amīc
328,Kamerad::N,тодмо,company
329,Kamerad::N,тодмо,camarada
330,Angelegenheit::N,уж,afer
331,Angelegenheit::N,уж,assumpte
332,Anzahl::N,лыд,nombre
333,Anzahl::N,лыд,quantitat
334,Art::N,тус,tipus
335,Art::N,тус,classe
336,Stück::N,юдэс,peça
337,Teil::N,люкет,part
338,Hälfte::N,ӝыны,meitat
339,Kreis::N,котырес,cercle
340,Kreuz::N,крест,creu
341,Linie::N,гож,línia
342,Strich::N,гож,traç
343,Strich::N,гож,ratlla
344,Abstand::N,вис,distància
345,Abstand::N,кусып,distància
346,Entfernung::N,кусып,distància
347,Gegend::N,инты,regió
348,Gegend::N,инты,contrada
349,Platz::N,инты,cabuda
350,Ort::N,инты,lloc
351,Ort::N,места,lloc
352,Seite::N,пал,banda
353,Seite::N,пал,costāt
354,Mitte::N,шор,mig
355,Mitte::N,шор,centre
356,Gegenstand::N,арбери,objecte
357,Sache::N,котыр,cosa
358,Rand::N,дур,vora
359,Rand::N,дур,marge
360,Rand::N,шаер,vora
361,Rand::N,шаер,marge
362,Kante::N,дур,caire
363,Kante::N,дур,cantell
364,Ecke::N,сэрег,cantonada
365,Spitze::N,йыл,punta
366,Ende::N,пум,cap
367,Loch::N,пась,forāt
368,Winkel::N,сэрег,racó
369,Muster::N,пужы,dibuix
370,Muster::N,пужы,disseny
371,Größe::N,быдӟала,grandària
372,Länge::N,кузьдала,longitud
373,Höhe::N,ӝуждала,altura
374,Höhe::N,ӝуждала,altitud
375,Gewicht::N,сектала,pes
376,Gewicht::N,секытлык,pes
377,Menge::N,лыд,quantitat
378,Menge::N,лыдпус,quantitat
379,Haufen::N,люк,pila
380,Reihe::N,чур,fila
381,Boot::N,пыж,bot
382,Boot::N,пыж,barca
383,Boot::N,лодка,bot
384,Boot::N,лодка,barca
385,Ruder::N,полыс,rem
386,Schlitten::N,додьы,trineu
387,Ski::N,куас,esquí
388,Lagerfeuer::N,тылскем,foc de campament
389,Last::N,секыт,càrrega
390,Gang::N,ветлон,marxa
391,Schritt::N,вамыш,pas
392,Norden::N,уйпал,nord
393,Süden::N,лымшор,sud
394,Westen::N,шунды пуксён,oest
395,Westen::N,шунды пуксён,occident
396,Osten::N,шунды ӝужан,est
397,Osten::N,шунды ӝужан,orient
398,Holz::N,пу,fusta
399,Brett::N,пул,taula
400,Platte::N,плита,placa
401,Stütze::N,пыкет,suport
402,Stange::N,пуӵ,vara
403,Stock::N,боды,pal
404,Stab::N,пуӵ,bastó
405,Stab::N,боды,bastó
406,Rohr::N,труба,tub
407,Haus::N,юрт,casa
408,Heim::N,корка,llar
409,Ofen::N,гур,estufa
410,Fußboden::N,выж,terra
411,Tisch::N,ӝӧк,taula
412,Stuhl::N,пукон,cadira
413,Wiege::N,кӧкы,bressol
414,Wiege::N,зыбка,bressol
415,Bett::N,валес,llit
416,Regal::N,ӝажы,prestatgeria
417,Kiste::N,ящик,caixa
418,Fenster::N,укно,finestra
419,Fenster::N,косяк,finestra
420,Tür::N,ӧс,porta
421,Tor::N,ӟезьы,portal
422,Zaun::N,забор,tanca
423,Dach::N,липет,teulada
424,Leiter::N,падӟа,escala
425,Leiter::N,падӟа,escala de mà
426,Besen::N,ӵужон,escombra
427,Besen::N,исьнер,escombra
428,Spaten::N,лопатка,pala
429,Schaufel::N,ютырон,pala
430,Gabel::N,тэчы,forquilla
431,Gabel::N,вилка,forquilla
432,Löffel::N,пуньы,cullera
433,Messer::N,пурт,coltell
434,Nagel::N,кортӵог,clau
435,Netz::N,сеть,filat
436,Haken::N,курик,ganxo
437,Griff::N,ныд,puny
438,Griff::N,ныд,mànec
439,Schloss::N,тунгон,pany
440,Bild::N,суред,imatge
441,Figur::N,фигура,figura
442,Puppe::N,мунё,nina
443,Beutel::N,пуйы,bossa
444,Bündel::N,керттэт,feix
445,Bündel::N,керттэт,paquet
446,Tasche::N,пуйы,bossa
447,Tasche::N,сумка,bossa
448,Eimer::N,ведра,galleda
449,Deckel::N,ӵоксэт,tapa
450,Deckel::N,ӵоксэт,tapadora
451,Geschirr::N,тусьты-пуньы,vaixella
452,Sack::N,пуйы,sac
453,Sack::N,пуйы,saca
454,Tasse::N,ӵаша,tassa
455,Topf::N,миска,pot
456,Topf::N,миска,olla
457,Kessel::N,пурты,caldera
458,Essen::N,сиськон,àpat
459,Essen::N,сиськон,menjada
460,Nahrung::N,сион,aliment
461,Speise::N,сиён,plat
462,Fleisch::N,сӥль,carn
463,Getreide::N,ю тысь,cereals
464,Brei::N,ӝук,puré
465,Brot::N,нянь,pa
466,Scheibe::N,шорем,tall
467,Scheibe::N,шорем,llesca
468,Fett::N,кӧй,greix
469,Butter::N,вӧй,mantega
470,Öl::N,вӧй,oli
471,Salz::N,сылал,sal
472,Suppe::N,шыд,sopa
473,Honig::N,чечы,mel
474,Milch::N,йӧл,llet
475,Tee::N,чай,te
476,Leder::N,сурон,cuir
477,Wolle::N,гон,llana
478,Wolle::N,ыжгон,llana
479,Stoff::N,куэм,tela
480,Nadel::N,вень,agulla
481,Faden::N,сӥньыс,fil
482,Knopf::N,бирды,botó
483,Knoten::N,герд,nus
484,Farbe::N,буёл,pintura
485,Kleidung::N,дӥсь,roba
486,Kleidung::N,дӥсь,vestits
487,Hemd::N,дэрем,camisa
488,Kragen::N,сирес,coll
489,Ärmel::N,саес,màniga
490,Hose::N,брюки,pantalōns
491,Hose::N,штань,pantalōns
492,Gürtel::N,кускерттон,cinturó
493,Mütze::N,ызьы,gorra
494,Schuh::N,ботинка,sabata
495,Stiefel::N,сапег,bota
496,Ring::N,зундэс,anell
497,Band::N,лента,veta
498,Band::N,лента,cinta
499,Kamm::N,сын,pinta
500,Spiegel::N,синучкон,mirāll
501,Riemen::N,е,corretja
502,Schnur::N,гозы,corda
503,Leine::N,думет,corretja
504,Decke::N,шобрет,manta
505,Decke::N,шобрет,flassada
506,Kissen::N,миндэр,coixí
507,Tuch::N,кышет,mocador
508,Handtuch::N,ӵушкон,tovallola
509,Kraft::N,кать,força
510,Kraft::N,ӟигар,força
511,Stärke::N,юнлык,vigor
512,Gesundheit::N,тазалык,salut
513,Krankheit::N,висён,malaltia
514,Schmerz::N,висён,dolor
515,Wunde::N,яра,ferida
516,Fieber::N,кезег,febre
517,Arznei::N,эмъюм,medicament
518,Brücke::N,выж,pont
519,Brunnen::N,колдэч,pou
520,Weide::N,возь,pastura
521,Pfad::N,сюрес,senda
522,Pfad::N,сюрес,sender
523,Weg::N,сюрес,camí
524,Straße::N,сюрес,carretera
525,Dorf::N,гурт,poble
526,Stadt::N,кар,ciutāt
527,Stadt::N,город,ciutāt
528,Brief::N,гожтэт,carta
529,Buch::N,книга,llibre
530,Buchstabe::N,буква,lletra
531,Zeitung::N,газет,diāri
532,Leben::N,улон,vida
533,Tod::N,кулон,mort
534,Grab::N,шайгу,tomba
535,Kirche::N,черк,església
536,Sünde::N,сьӧлык,pecat
537,Gott::N,ӥнмар,déu
538,Arbeiter::N,рабочий,obrer
539,Chef::N,начальник,cap
540,Meister::N,кибашлы,mestre
541,Arzt::N,врач,metge
542,Lehrer::N,дышетӥсь,mestre
543,Geld::N,уксё,dinērs
544,Geld::N,коньдон,dinērs
545,Geschäft::N,уж,negoci
546,Laden::N,магазин,tenda
547,Laden::N,магазин,botiga
548,Preis::N,дун,preu
549,Ware::N,вуз,mercaderia
550,Nutzen::N,пайда,profit
551,Reichtum::N,узырлык,riquesa
552,Welt::N,дунне,món
553,Land::N,шаер,país
554,Staat::N,кун,estat
555,König::N,эксэй,rei
556,Macht::N,власть,poder
557,Macht::N,власть,potència
558,Grenze::N,кунгож,frontera
559,Krieg::N,ож,guerra
560,Feind::N,тушмон,enemic
561,Gewalt::N,эриктэман,violència
562,Kampf::N,нюръяськон,lluita
563,Bogen[Waffe]::N,пукыӵ,arc
564,Pfeil::N,пукыӵ вень,fletxa
565,Gewehr::N,пыӵал,fusell
566,Gewehr::N,пыӵал,escopeta
567,Fehler::N,янгыш,falta
568,Lüge::N,пӧян,mentida
569,Lüge::N,алдан,mentida
570,Lüge::N,ӧрекчан,mentida
571,Schaden::N,изъян,dany
572,Unglück::N,куректон,desgràcia
573,Unglück::N,шудтэме усён,desgràcia
574,Schuld::N,янгыш,culpa
575,Alter::N,арлыд,edat
576,Schluss::N,пум,fi
577,Schluss::N,пум,final
578,Zeit::N,дыр,temps
579,Tag::N,нунал,dia
580,Morgen::N,ӵукна,matí
581,Mittag::N,лымшор,migdia
582,Abend::N,ӝыт,vespre
583,Abend::N,акшан,vespre
584,Nacht::N,уй,nit
585,Woche::N,арня,setmana
586,Monat::N,толэзь,mes
587,Jahr::N,ар,any
588,Frühling::N,тулыс,primavera
589,Sommer::N,гужем,estīu
590,Herbst::N,сӥзьыл,tardor
591,Winter::N,тол,hivērn
592,Januar::N,выльартолэзь,gener
593,Februar::N,тулыспал,febrer
594,März::N,южтолэзь,març
595,April::N,оштолэзь,abril
596,Mai::N,куартолэзь,maig
597,Juni::N,вожотолэзь,juny
598,Juli::N,пӧсьтолэзь,juliol
599,August::N,гудырикошкон,agost
600,September::N,куарусён,setembre
601,Oktober::N,выльӝуктолэзь,octubre
602,November::N,шуркынмон,novembre
603,Dezember::N,толсур,desembre
604,Montag::N,вордӥськон,dilluns
605,Dienstag::N,вторник,dimarts
606,Mittwoch::N,вирнунал,dimecres
607,Donnerstag::N,покчиарня,dijous
608,Freitag::N,удмуртарня,divendres
609,Samstag::N,кӧснунал,dissabte
610,Sonntag::N,арня,diumenge
611,groß::A,бадӟым,gros
612,klein::A,пичи,petīt
613,lang::A,кузь,llarg
614,kurz::A,вакчи,curt
615,breit::A,паськыт,ample
616,schmal::A,сюлэг,estret
617,dicht::A,ӵем,dens
618,dick[Gegenstand]::A,зӧк,gruixūt
619,dünn::A,векчи,prim
620,fein::A,векчи,fi
621,fest::A,юн,ferm
622,fest::A,юн,sòlid
623,fest::A,чурыт,ferm
624,fest::A,чурыт,sòlid
625,flach::A,ӵошкыт,pla
626,glatt::A,гылыт,llis
627,glatt::A,вольыт,llis
628,hart::A,чурыт,dur
629,weich::A,небыт,tou
630,rund::A,котырес,rodó
631,spitz::A,йылсо,punxegut
632,scharf::A,лэчыт,agut
633,stumpf::A,ныж,rom
634,stumpf::A,ныж,esmussat
635,schwer::A,секыт,pesāt
636,schön::A,чебер,bonīc
637,heiß::A,пӧсь,calēnt
638,warm::A,шуныт,càlid
639,kalt::A,кезьыт,fred
640,kühl::A,юзмыт,fresc
641,kühl::A,салкым,fresc
642,frisch::A,выль,fresc
643,feucht::A,мускыт,humit
644,nass::A,котмем,mullat
645,trocken::A,кӧс,sec
646,voll::A,тыр,ple
647,leer::A,буш,buit
648,leer::A,тырттэм,buit
649,offen::A,усьтэм,obert
650,geschlossen::A,ӵогам,tancat
651,geschlossen::A,пунням,tancat
652,sauber::A,ӝикыт,net
653,sauber::A,чылкыт,net
654,schmutzig::A,нӧд,brut
655,roh::A,ыль,cru
656,reif::A,вуэм,madur
657,lecker::A,ческыт,deliciós
658,süß::A,ческыт,dolç
659,bitter::A,курыт,amarg
660,sauer::A,чырс,agre
661,hell::A,югыт,clar
662,dunkel::A,пеймыт,fosc
663,schwarz::A,сьӧд,negre
664,weiß::A,тӧдьы,blanc
665,rot::A,горд,vermēll
666,gelb::A,ӵуж,groc
667,blau::A,лыз,blau
668,grün::A,вож,verd
669,grau::A,пурысь,gris
670,bunt::A,куӵо,multicolor
671,billig::A,дунтэм,barat
672,teuer::A,дуно,car
673,wertvoll::A,дуно,preciós
674,blind::A,сукыр,cec
675,blind::A,синтэм,cec
676,taub::A,пельтэм,sord
677,kräftig::A,кужмо,fort
678,kräftig::A,кужмо,vigorós
679,stark::A,юн,fort
680,stark::A,кужмо,fort
681,schwach::A,ляб,feble
682,schwach::A,начар,feble
683,fett::A,кӧй,gras
684,schlank::A,веськыт,esvelt
685,schlank::A,веськрес,esvelt
686,hübsch::A,чебер,maco
687,hübsch::A,синмаськымон,maco
688,böse::A,лек,dolent
689,dumm::A,шузи,ximple
690,dumm::A,шузи,estúpid
691,dumm::A,визьтэм,ximple
692,dumm::A,визьтэм,estúpid
693,faul::A,азьтэм,gandūl
694,faul::A,азьтэм,mandrós
695,fleißig::A,сюлмо,diligēnt
696,geizig::A,сук,avar
697,klug::A,визьмо,intel·ligent
698,geschickt::A,усто,hàbil
699,geschickt::A,быгатӥсь,hàbil
700,lieb::A,мусо,amat
701,lieb::A,мусо,estimat
702,lustig::A,шулдыр,alegre
703,sanft::A,мусо,suau
704,sanft::A,эрке,suau
705,hungrig::A,сютэм,afamat
706,krank::A,висись,malālt
707,nackt::A,гольык,nu
708,traurig::A,мӧзмыт,trist
709,lebendig::A,улэп,viu
710,gut::A,ӟеч,bo
711,gut::A,умой,bo
712,schlecht::A,урод,dolēnt
713,schlecht::A,алама,dolēnt
714,richtig::A,шонер,just
715,richtig::A,шонер,correcte
716,schlimm::A,алама,greu
717,wahr::A,зэмос,vertader
718,wahr::A,зэмос,veritable
719,alt::A,вуж,vell
720,neu::A,выль,nou
721,ehemalig::A,азьвылэз,antic
722,alt[Lebewesen]::A,пересь,vell
723,jung::A,егит,jove
724,jung::A,пинал,jove
725,arm::A,начар,pobre
726,arm::A,куанер,pobre
727,reich::A,узыр,ric
728,bekannt::A,тодмо,conegut
729,berühmt::A,дано,famós
730,fremd::A,ят,estrany
731,verschieden::A,пӧртэм,diferent
732,nah::A,матысь,pròxim
733,fern::A,кыдёкысь,llunyà
734,fern::A,кыдёкысь,distant
735,linker::A,паллян,esquerre
736,rechter::A,бур,dret
737,rechter::A,бурпал,dret
738,anderer::A,мукет,altre
739,erster::A,нырысетӥез,primer
740,zweiter::A,кыктэтӥез,segon
741,dritter::A,кунньметӥез,tercer
742,letzter::A,берло,últim
743,letzter::A,берпум,últim
744,allein::ADV,огназ,sol
745,auf einmal::ADV,огдыре,d'una vegada
746,zusammen::ADV,ӵош,junt
747,zusammen::ADV,валче,junt
748,lange::ADV,кема,molt de temps
749,plötzlich::ADV,мапламтэ шорысь,de cop
750,plötzlich::ADV,мапламтэ шорысь,de sobte
751,sofort::ADV,али ик,de seguida
752,später::ADV,бергес,més tard
753,später::ADV,берлогес,més tard
754,jetzt::ADV,али,ara
755,jetzt::ADV,табере,ara
756,heute::ADV,туннэ,avūi
757,morgen::ADV,ӵуказе,demà
758,bald::ADV,ӝоген,aviāt
759,dann::ADV,берло,després
760,gestern::ADV,толон,ahir
761,einst::ADV,огпол,anteriorment
762,einst::ADV,одӥг пол,anteriorment
763,damals::ADV,соку,llavōrs
764,damals::ADV,соку,aleshores
765,danach::ADV,собере,després
766,vorher::ADV,азьло,abāns
767,vorher::ADV,азьвыл,abāns
768,zuerst::ADV,азьло,primer
769,einmal::ADV,огпол,una vegada
770,manchmal::ADV,куддыръя,de vegades
771,oft::ADV,ӵем,sovint
772,immer::ADV,пыр,sempre
773,immer::ADV,котьку,sempre
774,niemals::ADV,уз ноку,no ... mai
775,hier::ADV,татын,aquí
776,hierhin::ADV,татчы,per aquí
777,von hier::ADV,татысь,des d'aquí
778,dort::ADV,отӥ,allí
779,dort::ADV,отын,allí
780,dorthin::ADV,отчы,hi
781,geradeaus::ADV,меӵак,tot dret
782,vorwärts::ADV,азьлань,endavānt
783,rückwärts::ADV,берлань,endarrera
784,zurück::ADV,берен,darrere
785,zurück::ADV,берлань,darrere
786,unten::ADV,улын,a baix
787,hinab::ADV,улэ,cap avall
788,oben::ADV,вылын,dalt
789,oben::ADV,вылӥын,dalt
790,hinauf::ADV,вылэ,cap amunt
791,hinauf::ADV,вылӥе,cap amunt
792,hinauf::ADV,выллань,cap amunt
793,überall::ADV,котькытын,pertot
794,überall::ADV,котькытын,per tot arreu
795,überall::ADV,пасьтана,pertot
796,überall::ADV,пасьтана,per tot arreu
797,nicht::ADV,уз,no
798,ein wenig::ADV,ичи,una mica
799,ein wenig::ADV,ӧжыт,una mica
800,ein wenig::ADV,огшап,una mica
801,kaum::ADV,муртса,a penes
802,sehr::ADV,туж,molt
803,sehr::ADV,лекос,molt
804,so::ADV,озьы,així
805,so::ADV,тазьы,així
806,noch::ADV,на,encara
807,nur::ADV,гинэ,només
808,schon::ADV,ни,ja
809,schon::ADV,ини,ja
810,wieder::ADV,нош,de nou
811,wieder::ADV,кайта,de nou
812,vergebens::ADV,юнме,en va
813,vor::PRP,азьын,davānt
814,vor::PRP,азьын,enfront de
815,hinter::PRP,берын,darrera
816,hinter::PRP,бӧрсьы,darrera
817,unter::PRP,улын,sota
818,durch::PRP,пыр,per
819,durch::PRP,пыртӥ,per
820,neben::PRP,бордын,al costāt de
821,zwischen::PRP,вискын,entre
822,wegen::PRP,сэрен,a causa de
823,dies::PRN,та,aquest
824,das::PRN,со,això
