,Concept_ID,sq,ca
832,zwischen::PRP,midis,entre
833,zwischen::PRP,ndërmjet,entre
834,wegen::PRP,për,a causa de
835,dies::PRN,ky,aquest
836,das::PRN,ky,això
837,alles::PRN,gjithçka,tot
838,ich::PRN,unë,jo
839,du::PRN,ti,tu
840,er::PRN,ai,ell
841,wir::PRN,ne,nosaltres
842,ihr::PRN,ju,vosaltres
843,sie::PRN,ata,ells
844,sie::PRN,ata,elles
845,was::FPRN,ç',què
846,was::FPRN,çfarë,què
847,wer::FPRN,kush,qui
848,wo::FADV,ku,on
849,wohin::FADV,për ku,cap a on
850,wie::FADV,si,com
851,warum::FADV,pse,per què
852,warum::FADV,përse,per què
853,wieviel::FNUM,sa,quant
854,eins::NUM,një,u
855,zwei::NUM,dy,dos
856,drei::NUM,tre,tres
857,vier::NUM,katër,quatre
858,fünf::NUM,pesë,cinc
859,sechs::NUM,gjashtë,sis
860,sieben::NUM,shtatë,set
861,acht::NUM,tetë,vuit
862,neun::NUM,nëntë,nou
863,zehn::NUM,dhjetë,deu
864,elf::NUM,njëmbëdhjetë,onze
865,zwölf::NUM,dymbëdhjetë,dotze
866,zwanzig::NUM,njëzet,vint
867,dreißig::NUM,tridhjetë,trenta
868,vierzig::NUM,dyzet,quaranta
869,fünfzig::NUM,pesëdhjetë,cinquanta
870,sechzig::NUM,gjashtëdhjetë,seixanta
871,siebzig::NUM,shtatëdhjetë,setanta
872,achtzig::NUM,tetëdhjetë,vuitanta
873,neunzig::NUM,nëntëdhjetë,noranta
874,hundert::NUM,qind,cent
875,tausend::NUM,mijë,mil
876,und::CNJ,e,i
877,und::CNJ,dhe,i
878,oder::CNJ,a,o
879,oder::CNJ,apo,o
880,stehen::V,rri,estar de peu
881,sitzen::V,rri,seure
882,liegen::V,rri shtrirë,jeure
883,hängen::V,varem,penjar
884,werden::V,bëhem,fer-se
885,werden::V,bëhem,posar-se
886,passieren::V,ndodh,succeir
887,beginnen::V,filloj,iniciar-se
888,enden::V,përfundoj,acabar-se
889,enden::V,përfundoj,terminar-se
890,wechseln::V,ndërroj,canviar
891,aufgehen[Sonne]::V,hapem,sortir
892,untergehen[Sonne]::V,hyj,posar-se
893,untergehen[Sonne]::V,perëndoj,posar-se
894,scheinen[Sonne]::V,ndriçoj,brillar
895,donnern::V,gjëmoj,tronar
896,donnern::V,bubulloj,tronar
897,wehen::V,fryj,bufar
898,strömen::V,derdh,afluir
899,fließen::V,rrjedh,fluir
900,sich drehen::V,rrotullohem,girar
901,schwanken::V,dyzoj,vacil·lar
902,schwingen::V,dridhem,oscil·lar
903,fallen::V,bie,caure
904,fallen::V,bie,tombar
905,brennen::V,digjem,cremar
906,rauchen::V,nxjerr tym,fumejar
907,regnen::V,bie shi,ploure
908,gefrieren::V,ngrij,gelar-se
909,tauen::V,shkrij,fondre's
910,schmelzen::V,shkrij,fondre's
911,trocknen::V,thaj,assecar-se
912,sieden::V,ziej,bullir
913,faulen::V,kalbem,podrir-se
914,faulen::V,prishem,podrir-se
915,verfaulen::V,kalbem,podrir-se
916,reißen::V,grisem,trencar-se
917,reißen::V,shqyhem,trencar-se
918,versinken::V,humboj,enfonsar-se
919,vergehen::V,kaloj,passar
920,erscheinen::V,dukem,aparèixer
921,verschwinden::V,zhdukem,desaparèixer
922,sinken::V,ulem,baixar
923,sinken::V,ulem,descendir
924,abnehmen::V,pakësohem,decréixer
925,abnehmen::V,zvogëlohem,decréixer
926,zunehmen::V,shtohem,augmentar
927,steigen::V,rritem,pujar
928,wachsen::V,rritem,créixer
929,glänzen::V,vezulloj,brillar
930,glänzen::V,vezulloj,resplendir
931,funkeln::V,xixoj,espurnejar
932,funkeln::V,xixëlloj,espurnejar
933,lärmen::V,oshtij,fer soroll
934,lärmen::V,zhurmoj,fer soroll
935,läuten::V,bie,sonar
936,klingeln::V,i bie ziles,trucar
937,klirren::V,kërcëlloj,dringar
938,brausen::V,gjëmoj,rugir
939,rauschen::V,fëshfërij,murmurar
940,klingen::V,tingëlloj,sonar
941,bellen::V,leh,lladrar
942,heulen::V,ulërij,udolar
943,blasen::V,fryj,bufar
944,pfeifen::V,fishkëllej,xiular
945,schreien::V,bërtas,cridar
946,stöhnen::V,rënkoj,gemegar
947,zittern::V,trembem,tremolar
948,leben::V,rroj,vīure
949,leben::V,jetoj,vīure
950,geboren werden::V,lind,néixer
951,atmen::V,marr frymë,respirar
952,trinken::V,pi,beure
953,essen::V,ha,menjar
954,schlucken::V,gëlltis,empassar-se
955,schlucken::V,kapërdij,empassar-se
956,müde werden::V,lodhem,cansar-se
957,einschlafen::V,bie të fle,adormir-se
958,schlafen::V,fle,dormir
959,aufwachen::V,zgjohem,despertar-se
960,aufstehen::V,çohem,llevar-se
961,aufstehen::V,ngrihem,llevar-se
962,sich erholen::V,qetësohem,descansar
963,sich erholen::V,shtendosem,descansar
964,krank werden::V,bie i sëmurë,posar-se malalt
965,krank sein::V,jam i sëmurë,estar malalt
966,schmerzen::V,dhemb,doldre
967,husten::V,kollitem,tossir
968,genesen::V,shërohem,recuperar-se
969,sterben::V,vdes,morir
970,umkommen::V,vdes,perir
971,umkommen::V,mbaroj,perir
972,sich bewegen::V,shkundem,moure's
973,sich rühren::V,lëviz,moure's
974,sich erheben::V,ngrihem,aixecar-se
975,sich setzen::V,ulem,asseure's
976,hinfallen::V,gremisem,caure's
977,laufen::V,eci,caminar
978,schreiten::V,çapem,procedir
979,spazierengehen::V,shëtis,passejar
980,eilen::V,ngas,anar corrent
981,sich beeilen::V,nxitoj,afanyar-se
982,sausen::V,eci shpejt,córrer
983,rennen::V,vrapoj,córrer
984,springen::V,kërcej,saltar
985,klettern::V,hipi,escalar
986,schaukeln::V,kolovitem,gronxar-se
987,schaukeln::V,kolovitem,balancejar-se
988,kriechen::V,zvarritem,reptar
989,kriechen::V,zvarritem,arrossegar-se
990,schwimmen::V,notoj,nadar
991,tauchen::V,zhytem,bussejar
992,tauchen::V,zhytem,submergir-se
993,rudern::V,vozis,remar
994,fahren::V,shkoj,anar
995,fliegen::V,fluturoj,volar
996,gehen::V,eci,caminar
997,gehen::V,shkoj,caminar
998,weggehen::V,vete,anar-se'n
999,abfahren::V,nisem,partir
1000,anhalten::V,ndalem,aturar-se
1001,hineingehen::V,futem,entrar
1002,eintreten::V,hyj,entrar
1003,kommen::V,vij,venir
1004,ankommen::V,arrij,arribar
1005,ankommen::V,mbërrij,arribar
1006,zurückkommen::V,kthehem,tornar
1007,bleiben::V,mbetem,quedar-se
1008,bleiben::V,qëndroj,quedar-se
1009,warten::V,pres,esperar
1010,erwarten::V,pres,esperar
1011,suchen::V,kërkoj,buscar
1012,finden::V,gjej,trobar
1013,versuchen::V,mundohem,intentar
1014,vorbereiten::V,përgatis,preparar
1015,lieben::V,dashuroj,estimar
1016,mögen::V,dua,agradar a
1017,lachen::V,qesh,riure
1018,rühren::V,mallëngjej,commoure
1019,rühren::V,mallëngjej,emocionar
1020,weinen::V,qaj,plorar
1021,schimpfen::V,shaj,renyar
1022,sich ärgern::V,bëhem verem,enfadar-se
1023,sich fürchten::V,kam frikë,tenir por
1024,sich fürchten::V,frikësohem,tenir por
1025,fürchten::V,kam frikë nga,témer
1026,fliehen::V,arratisem,fugir
1027,flüchten::V,iki,refugiar-se
1028,sehen::V,shoh,veure
1029,anschauen::V,shikoj,mirar
1030,ansehen::V,shikoj,mirar
1031,hören::V,dëgjoj,oir
1032,zuhören::V,veshtoj,escoltar
1033,probieren::V,provoj,provar
1034,riechen::V,nuhas,olorar
1035,fühlen::V,ndiej,sentīr
1036,scheinen::V,ndriçoj,semblar
1037,zu sehen sein::V,dukem,poder-se veure
1038,vernehmen::V,dëgjoj,percebre
1039,frieren::V,mërdhij,tenir fred
1040,tun::V,bëj,fer
1041,können::V,mund,poder
1042,wollen::V,dua,voler
1043,wollen::V,dëshiroj,voler
1044,anfangen::V,filloj,iniciar
1045,beenden::V,kryej,acabar
1046,beenden::V,mbaroj,acabar
1047,aufhören::V,pushoj,deixar
1048,gelingen::V,më shkon mbarë,sortir bé
1049,geraten::V,del,sortir
1050,öffnen::V,hap,obrir
1051,schließen::V,mbyll,tancar
1052,stellen::V,vë,posar
1053,stellen::V,vë,col·locar
1054,setzen::V,vë,assentar
1055,legen::V,vë,posar
1056,berühren::V,rrok,tocar
1057,verbinden::V,bashkoj,unir
1058,verbinden::V,bashkoj,connectar
1059,bedecken::V,mbuloj,tapar
1060,bedecken::V,mbuloj,cobrir
1061,aufhängen::V,var,penjar
1062,anzünden::V,ndez,encendre
1063,aufheben::V,ngre,aixecar
1064,zurücklassen::V,lë pas,deixar
1065,verlieren::V,humb,pērdre
1066,fallen lassen::V,lëshoj,deixar caure
1067,machen::V,bëj,fer
1068,herstellen::V,prodhoj,producir
1069,bauen::V,ndërtoj,construir
1070,reparieren::V,ndreq,reparar
1071,reparieren::V,meremetoj,reparar
1072,verbessern::V,përmirësoj,millorar
1073,ändern::V,ndërroj,canviar
1074,graben::V,gërmoj,cavar
1075,beugen::V,kërrus,doblegar
1076,biegen::V,përkul,corbar
1077,biegen::V,përkul,arquejar
1078,drehen::V,dredh,girar
1079,drehen::V,rrotulloj,girar
1080,wenden::V,kthej,girar
1081,umdrehen::V,kthej,voltar
1082,heben::V,ngre,pujar
1083,heben::V,ngre,aixecar
1084,hochheben::V,ngre,aixecar
1085,ergreifen::V,rrëmbej,agafar
1086,halten::V,mbaj,mantenir
1087,drücken::V,shtyp,prémer
1088,drücken::V,shtyp,estrènyer
1089,schieben::V,shtyj,empènyer
1090,kratzen::V,kruaj,raspar
1091,kratzen::V,gërvisht,raspar
1092,lecken::V,lëpij,llepar
1093,beißen::V,kafshoj,mossegar
1094,abreißen::V,shkëpus,arrencar
1095,abschneiden::V,cungoj,tallar
1096,binden::V,lidh,lligar
1097,stecken::V,fus,ficar
1098,stecken::V,ngul,ficar
1099,brechen::V,thyej,trencar
1100,klopfen::V,trokas,trucar
1101,hauen::V,godas,picar
1102,hauen::V,godas,colpejar
1103,kleben::V,ngjis,enganxar
1104,reiben::V,fërkoj,fregar
1105,streichen::V,lyej,untar
1106,schleifen::V,mpreh,afilar
1107,schleifen::V,mpreh,esmolar
1108,schneiden::V,pres,tallar
1109,rütteln::V,shkund,sacsejar
1110,schütteln::V,lëkund,agitar
1111,schütteln::V,lëkund,sacsejar
1112,schwenken::V,valëvit,agitar
1113,schütten::V,mbush,abocar
1114,füllen::V,mbush,omplir
1115,einwickeln::V,mbështjell,embolicar
1116,tragen::V,mbaj,dur
1117,tragen::V,mbaj,portar
1118,tragen::V,mbart,dur
1119,tragen::V,mbart,portar
1120,schleppen::V,heq,arrossegar
1121,schleppen::V,zhgërryej,arrossegar
1122,ziehen::V,tërheq,tirar
1123,ziehen::V,tërheq,estirar
1124,aufbewahren::V,ruaj,conservar
1125,werfen::V,hedh,llançar
1126,fangen::V,kap,agafar
1127,fangen::V,kap,atrapar
1128,packen::V,rrëmbej,engrapar
1129,verstecken::V,fsheh,amagar
1130,teilen::V,ndaj,dividir
1131,schicken::V,dërgoj,enviar
1132,bringen::V,sjell,portar
1133,hinzufügen::V,shtoj,afegir
1134,bekommen::V,kap,obtenir
1135,erhalten::V,marr,rebre
1136,nehmen::V,marr,prendre
1137,wählen::V,zgjedh,triar
1138,wählen::V,zgjedh,elegir
1139,auswählen::V,përzgjedh,escollir
1140,auswählen::V,përzgjedh,seleccionar
1141,bewahren::V,ruaj,conservar
1142,behindern::V,pengoj,impedir
1143,behindern::V,pengoj,obstaculitzar
1144,verderben::V,prish,espatllar
1145,beschädigen::V,dëmtoj,danyar
1146,beschädigen::V,dëmtoj,destrossar
1147,zerbrechen::V,thyej,trencar
1148,zerreißen::V,çjerr,estripar
1149,zerreißen::V,zheloj,estripar
1150,zerstören::V,prish,destruir
1151,zerstören::V,shkatërroj,destruir
1152,verbrennen::V,djeg,cremar
1153,geben::V,jap,donar
1154,reichen::V,jap,passar
1155,schenken::V,fal,regalar
1156,schenken::V,dhuroj,regalar
1157,versprechen::V,premtoj,prometre
1158,wünschen::V,uroj,desitjar
1159,loben::V,lëvdoj,elogiar
1160,loben::V,lavdëroj,elogiar
1161,küssen::V,puth,fer un petó a
1162,wiegen::V,tund,bressolar
1163,zudecken::V,mbuloj,tapar
1164,zudecken::V,mbuloj,cobrir
1165,wecken::V,zgjoj,despertar
1166,zeigen::V,dëftej,mostrar
1167,zeigen::V,dëftej,ensenyar
1168,führen::V,çoj,guiar
1169,führen::V,çoj,conduir
1170,lehren::V,arsej,ensenyar
1171,unterrichten::V,arsimoj,ensenyar
1172,aufziehen::V,rris,criar
1173,leiten::V,udhëheq,dirigir
1174,antreiben::V,nxis,impel·lir
1175,lassen::V,detyroj,fer
1176,einladen::V,ftoj,invitar
1177,einladen::V,ftoj,convidar
1178,vereinigen::V,bashkoj,unir
1179,besuchen::V,vizitoj,visitar
1180,besuchen::V,vizitoj,anar a veure
1181,treffen::V,ndesh,trobar
1182,sich versammeln::V,tubohem,reunir-se
1183,spielen::V,loz,jugar
1184,spielen::V,luaj,jugar
1185,singen::V,këndoj,cantār
1186,tanzen::V,kërcej,ballar
1187,tanzen::V,vallëzoj,ballar
1188,sich trennen::V,ndahem,separar-se
1189,verlassen::V,braktis,deixar
1190,verlassen::V,braktis,abandonar
1191,retten::V,shpëtoj,salvar
1192,bewachen::V,ruaj,vigilar
1193,schützen::V,ruaj,protegir
1194,schützen::V,mbroj,protegir
1195,verteidigen::V,mbroj,defensar
1196,sich schlagen::V,zihem,barallar-se
1197,schießen::V,shtie,tirar
1198,schießen::V,shtie,disparar
1199,siegen::V,fitoj,vèncer
1200,siegen::V,ngadhënjej,vèncer
1201,ärgern::V,zemëroj,enfadar
1202,schlagen::V,rrah,pegar
1203,schlagen::V,rrah,colpejar
1204,schlagen::V,godas,pegar
1205,schlagen::V,godas,colpejar
1206,treten::V,shtyj,donar un cop de peu a
1207,treten::V,shtyj më këmbë,donar un cop de peu a
1208,stechen::V,ther,punxar
1209,stechen::V,ther,apunyalar
1210,stechen::V,shpoj,punxar
1211,stechen::V,shpoj,apunyalar
1212,stoßen::V,shtyj,empènyer
1213,stehlen::V,vjedh,robar
1214,stören::V,pengoj,molestar
1215,belästigen::V,bezdis,importunar
1216,verbergen::V,fsheh,amagar
1217,verbergen::V,fsheh,ocultar
1218,täuschen::V,mashtroj,enganyar
1219,betrügen::V,kobis,estafar
1220,töten::V,vras,matar
1221,wohnen::V,banoj,vīure
1222,wohnen::V,banoj,habitar
1223,arbeiten::V,punoj,treballar
1224,arbeiten::V,vardoj,treballar
1225,sammeln::V,mbledh,col·leccionar
1226,sammeln::V,grumbulloj,col·leccionar
1227,pflücken::V,vjel,collir
1228,pflücken::V,mbledh,collir
1229,jagen::V,gjuaj,caçar
1230,fischen::V,peshkoj,pescar
1231,fischen::V,gjuaj peshk,pescar
1232,fassen::V,zë,atrapar
1233,hüten::V,kullos,pasturar
1234,treiben::V,vë përpara,arriar
1235,anbinden::V,lidh,lligar
1236,füttern::V,grazhdoj,donar menjar a
1237,melken::V,mjel,munyir
1238,hacken::V,grij,picar
1239,hacken::V,grij,tallar
1240,gießen::V,ujis,regar
1241,reifen::V,piqem,madurar
1242,zubereiten::V,gatuaj,preparar
1243,kochen::V,ziej,coure
1244,backen::V,pjek,coure al forn
1245,backen::V,furroj,coure al forn
1246,braten::V,fërgoj,rostir
1247,braten::V,tiganis,rostir
1248,umrühren::V,trazoj,remenar
1249,stricken::V,thur,tricotar
1250,stricken::V,thur,fer punt de mitja
1251,nähen::V,qep,cosir
1252,färben::V,ngjyej,tenyir
1253,färben::V,bojatis,tenyir
1254,reinigen::V,qëroj,netejar
1255,reinigen::V,pastroj,netejar
1256,waschen::V,laj,rentār
1257,waschen::V,finjos,rentār
1258,abwischen::V,fshij,eixugar
1259,spülen::V,kulloj,esbandir
1260,fegen::V,fshij,escombrar
1261,kehren::V,fshij,escombrar
1262,baden::V,lahem,banyar-se
1263,sich waschen::V,lahem,rentār-se
1264,ausziehen::V,heq,treure's
1265,ausziehen::V,zbath,treure's
1266,anziehen::V,vesh,posar-se
1267,anziehen::V,mbath,posar-se
1268,sich anziehen::V,vishem,vestir-se
1269,kämmen::V,kreh,pentinar
1270,schmücken::V,hijeshoj,adornar
1271,sagen::V,them,dir
1272,sprechen::V,flas,parlar
1273,reden::V,fjalos,parlar
1274,reden::V,fjalëtoj,parlar
1275,sich unterhalten::V,bisedoj,conversar
1276,fragen::V,pyes,preguntar
1277,bitten::V,lus,demanar
1278,bitten::V,lutem,demanar
1279,erzählen::V,rrëfej,contar
1280,erzählen::V,rrëfej,explicar
1281,mitteilen::V,kumtoj,comunicar
1282,nennen::V,quaj,nomenar
1283,rufen::V,thërras,cridar
1284,prahlen::V,mburrem,lloar-se
1285,prahlen::V,mburrem,jactar-se
1286,prahlen::V,kapardisem,lloar-se
1287,prahlen::V,kapardisem,jactar-se
1288,übersetzen::V,përkthej,traduir
1289,denken::V,mendoj,pensar
1290,glauben::V,besoj,creure
1291,bemerken::V,vërej,notar
1292,erkennen::V,njoh,reconèixer
1293,erkennen::V,shquaj,reconèixer
1294,begreifen::V,marr vesh,comprendre
1295,verstehen::V,marr vesh,entendre
1296,lernen::V,mësoj,aprendre
1297,wissen::V,di,saber
1298,sich erinnern an::V,kujtoj,recordar
1299,vergessen::V,harroj,oblidar
1300,messen::V,mas,mesurar
1301,zählen::V,njeh,comptar
1302,rechnen::V,llogaris,calcular
1303,lesen::V,lexoj,llegir
1304,lesen::V,këndoj,llegir
1305,malen::V,lyej,pintar
1306,zeichnen::V,vizatoj,dibuixar
1307,schreiben::V,shkruaj,escrīure
1308,besitzen::V,kam,posseir
1309,kaufen::V,blej,comprar
1310,verkaufen::V,shes,vendre
1311,bezahlen::V,paguaj,pagar
1312,zahlen::V,paguaj,pagar per
1313,beherrschen::V,zotëroj,dominar
1314,ertragen::V,duroj,aguantar
