,Concept_ID,kv,mn
240,Kind::N,кага,хүүхэд
241,Junge::N,зонка,хүү
242,Mädchen::N,нывкаок,охин
243,Mädchen::N,нывкаок,бүсгүй
244,Familie::N,семья,айл
245,Großvater::N,дед,өвгөн аав
246,Großmutter::N,баб,эмэг эх
247,Großmutter::N,баб,эмгээ
248,Eltern::N,ай-мам,эцэг эх
249,Vater::N,ай,аав
250,Vater::N,ай,эцэг
251,Mutter::N,мам,эх
252,Mutter::N,мам,ээж
253,Sohn::N,зон,хүү
254,Tochter::N,ныв,охин
255,Bruder::N,вон,ах
256,Bruder::N,вон,дүү
257,Schwester::N,сой,эгч
258,Schwester::N,сой,охин дүү
259,Onkel::N,дядь,авга ах
260,Onkel::N,дядь,нагац ах
261,Tante::N,айӧлӧн сой,авга эгч
262,Tante::N,айӧлӧн сой,нагац эгч
263,Tante::N,ичинь,авга эгч
264,Tante::N,ичинь,нагац эгч
265,Ehemann::N,жӧник,нөхөр
266,Ehefrau::N,инь,эхнэр
267,Ehefrau::N,инь,гэргий
268,Freude::N,гаж,баяр
269,Freude::N,гаж,баясгалан
270,Freude::N,радъялӧм,баяр
271,Freude::N,радъялӧм,баясгалан
272,Gelächter::N,сералӧм,инээдэм
273,Glück::N,мичлун,жаргалан
274,Kummer::N,шог,гаслан
275,Wunsch::N,мӧдӧм,ерөөл
276,Wunsch::N,охотитӧм,ерөөл
277,Lust::N,охота,дур
278,Lust::N,охота,хүсэл
279,Geist::N,лов,оюун
280,Gedanke::N,дума,сэтгэл
281,Gedächtnis::N,тӧдвыв,ой
282,Gedächtnis::N,тӧдвыв,цээж
283,Verstand::N,вежӧр,ухаан
284,Sinn::N,ылӧс,утга
285,Grund::N,мог,учир
286,Wahrheit::N,правда,үнэн
287,Gespräch::N,сёрни,яриа
288,Märchen::N,сказка,явган үлгэр
289,Erzählung::N,висьт,тууж
290,Nachricht::N,юӧр,мэдээ
291,Nachricht::N,висьталӧм,мэдээ
292,Neuigkeit::N,новость,сонин
293,Name::N,ним,нэр
294,Rätsel::N,загадка,оньсого
295,Rede::N,сёрни,хэлсэн үг
296,Sprache::N,кыв,хэл
297,Stimme::N,голос,дуу
298,Wort::N,кыв,үг
299,Zeichen::N,пас,тамга
300,Zeichen::N,пас,тэмдэг
301,Ruf::N,чуксӧм,дуудлага
302,Ruf::N,чукӧстӧм,дуудлага
303,Lärm::N,шум,шуугиан
304,Lärm::N,шум,чимээ
305,Laut::N,шы,анир
306,Laut::N,шы,дуу
307,Ton::N,гор,авиа
308,Ton::N,гор,аялгуу
309,Lied::N,сьыланкыв,дуу
310,Ruhe::N,спокой,энх
311,Ruhe::N,спокой,тайван
312,Leute::N,йӧз,хүмүүс
313,Volk::N,йӧз,улс
314,Volk::N,народ,улс
315,Arbeit::N,удж,ажил
316,Arbeit::N,удж,хөдөлмөр
317,Gast::N,гӧсь,зочин
318,Gast::N,гӧсь,айлчин
319,Geschenk::N,гӧснеч,бэлэг
320,Geschenk::N,подарок,бэлэг
321,Spiel::N,орсӧм,наадам
322,Spiel::N,орсӧм,тоглоом
323,Gesellschaft::N,компания,хамт байх
324,Hilfe::N,отсӧт,тусламж
325,Freund::N,модз,найз
326,Freund::N,модз,нөхөр
327,Freund::N,дружок,найз
328,Freund::N,дружок,нөхөр
329,Kamerad::N,тӧдса,хань
330,Kamerad::N,тӧдса,нөхөр
331,Angelegenheit::N,дело,хэрэг
332,Anzahl::N,лыд,тоо
333,Art::N,пӧлӧс,төрөл
334,Art::N,пӧлӧс,янз
335,Stück::N,тор,хэсэг
336,Teil::N,юкӧм,хувь
337,Teil::N,юкӧм,хэсэг
338,Hälfte::N,джын,хагас
339,Kreis::N,круг,тойрог
340,Kreis::N,круг,хүрээ
341,Kreuz::N,перна,загалмай
342,Linie::N,визь,шугам
343,Strich::N,кырӧв,зураас
344,Abstand::N,колас,зай
345,Entfernung::N,ылына,зай
346,Entfernung::N,ылына,хол ойр
347,Gegend::N,места,хавь
348,Gegend::N,места,газар
349,Platz::N,места,зай
350,Platz::N,места,завсар
351,Ort::N,места,газар
352,Ort::N,места,байр
353,Seite::N,ладор,тал
354,Seite::N,ладор,этгээд
355,Mitte::N,шӧр,төв
356,Mitte::N,шӧр,дунд
357,Gegenstand::N,тор,юм
358,Sache::N,тор,үйл
359,Sache::N,тор,хэрэг
360,Rand::N,дор,зах
361,Rand::N,дор,хөвөө
362,Kante::N,ордлы,ирмэг
363,Ecke::N,пельӧс,өнцөг
364,Spitze::N,йыв,үзүүр
365,Ende::N,йыв,зах
366,Ende::N,йыв,үзүүр
367,Loch::N,осьта,цоорхой
368,Loch::N,осьта,онгорхой
369,Winkel::N,пельӧс,өнцөг
370,Muster::N,сер,хээ
371,Muster::N,сер,угалз
372,Größe::N,ыжда,хэмжээ
373,Länge::N,кузя,урт
374,Höhe::N,сувда,өндөр
375,Höhe::N,вылына,өндөр
376,Gewicht::N,сьӧкта,жин
377,Haufen::N,куча,бөөн
378,Reihe::N,лёдз,эгнээ
379,Boot::N,пыж,завь
380,Ruder::N,пелыс,сэлүүр
381,Schlitten::N,додь,чарга
382,Ski::N,лямпа,цана
383,Lagerfeuer::N,бипур,түүдэг
384,Last::N,тягота,ачаа
385,Gang::N,мунӧм,явдал
386,Schritt::N,вожмӧв,алхам
387,Norden::N,ой,умар
388,Süden::N,лун,урд
389,Süden::N,лун,өмнө
390,Westen::N,рытвыв,өрнө
391,Westen::N,рытвыв,баруун
392,Osten::N,асыв,зүүн
393,Osten::N,асыв,дорно
394,Holz::N,пу,мод
395,Brett::N,пӧв,банз
396,Platte::N,плита,хавтан
397,Stütze::N,пика,тулгуур
398,Stütze::N,пика,тулга
399,Stange::N,зор,сургааг
400,Stange::N,потш,сургааг
401,Stock::N,бедь,саваа
402,Stab::N,шест,таяг
403,Rohr::N,труба,хоолой
404,Haus::N,керку,гэр
405,Haus::N,керку,байшин
406,Heim::N,керку,гэр
407,Ofen::N,пӧжавны,зуух
408,Ofen::N,пӧжавны,пийшин
409,Fußboden::N,джодж,шал
410,Tisch::N,пызан,ширээ
411,Stuhl::N,стул,сандал
412,Wiege::N,зыбка,өлгий
413,Bett::N,кровать,ор
414,Regal::N,джадж,тавиур
415,Kiste::N,ящик,авдар
416,Kiste::N,ящик,хайрцаг
417,Fenster::N,ӧшын,гэгээвч
418,Tür::N,ыбӧс,үүд
419,Tür::N,ыбӧс,хаалга
420,Tor::N,ворота,хаалга
421,Zaun::N,забор,хашаа
422,Dach::N,крыша,дээвэр
423,Leiter::N,лиснич,шат
424,Besen::N,рос,хамуур
425,Besen::N,рос,туужуу
426,Spaten::N,зыр,хүрз
427,Schaufel::N,зыр,хүрз
428,Gabel::N,вила,сэрээ
429,Löffel::N,пань,халбага
430,Messer::N,пурт,хутга
431,Nagel::N,кӧрттув,хадаас
432,Netz::N,кыйӧт,өөш
433,Netz::N,кыйӧт,тор
434,Haken::N,ем,гох
435,Griff::N,пу,иш
436,Griff::N,пу,сэнж
437,Schloss::N,замок,цуурга
438,Schloss::N,замок,цоож
439,Bild::N,картина,зураг
440,Figur::N,мыгӧр,баримал
441,Puppe::N,акань,хүүхэлдэй
442,Beutel::N,мешӧк,агсаа
443,Beutel::N,мешӧк,уут
444,Bündel::N,нин,боодол
445,Tasche::N,сумка,цүнх
446,Eimer::N,ведра,хөнөг
447,Eimer::N,ведра,хувин
448,Deckel::N,вевт,таг
449,Deckel::N,вевт,хавхаг
450,Geschirr::N,доз,сав суулга
451,Geschirr::N,бекӧрпань,сав суулга
452,Sack::N,мешӧк,шуудай
453,Tasse::N,бекӧр,аяга
454,Topf::N,кастрюля,тогоо
455,Kessel::N,пӧрт,тогоо
456,Essen::N,сёйӧм,идээ
457,Nahrung::N,вердан,хүнс
458,Speise::N,сёян,идээ
459,Fleisch::N,яй,мах
460,Getreide::N,сю,будаа
461,Brei::N,каша,богшмол
462,Brei::N,каша,будаа
463,Brot::N,нянь,талх
464,Scheibe::N,шӧрӧм,зүсэм
465,Scheibe::N,шӧрӧм,хэрчим
466,Fett::N,гос,өөх
467,Butter::N,ви,тос
468,Öl::N,ви,тос
469,Salz::N,сов,давс
470,Suppe::N,шыд,шөл
471,Honig::N,ма,бал
472,Milch::N,йӧв,сүү
473,Tee::N,чай,цай
474,Leder::N,кучик,арьс
475,Leder::N,кучик,савхи
476,Wolle::N,гӧн,ноос
477,Wolle::N,гӧн,унгас
478,Stoff::N,дӧра,бөс
479,Nadel::N,ем,зүү
480,Faden::N,сунис,боолт
481,Faden::N,сунис,утас
482,Knopf::N,кизь,товч
483,Knoten::N,узӧв,зангилаа
484,Knoten::N,гӧрӧд,зангилаа
485,Farbe::N,краска,будаг
486,Kleidung::N,паськӧм,хувцас
487,Hemd::N,йӧрнӧс,цамц
488,Kragen::N,воротник,зах заам
489,Ärmel::N,сос,ханцуй
490,Hose::N,вешьян,өмд
491,Gürtel::N,йи,бүс
492,Mütze::N,шапка,малгай
493,Mütze::N,шапка,бүрх
494,Schuh::N,ботинки,туфли
495,Stiefel::N,сапог,гутал
496,Ring::N,чунькытш,бөгж
497,Band::N,ленточка,тууз
498,Kamm::N,сынан,сам
499,Spiegel::N,зеркало,толь
500,Riemen::N,ремень,тасам
501,Riemen::N,ремень,сур
502,Schnur::N,гез,татлага
503,Leine::N,повод,оосор
504,Decke::N,одеяло,хөнжил
505,Decke::N,одеяло,хучлага
506,Kissen::N,подушка,дэр
507,Tuch::N,чышьян,алчуур
508,Tuch::N,чышьян,даавуу
509,Handtuch::N,чышкӧт,алчуур
510,Kraft::N,прак,чадал
511,Kraft::N,прак,хүч
512,Stärke::N,вын,эрч
513,Stärke::N,вын,тэнхээ
514,Gesundheit::N,здоровье,бие
515,Gesundheit::N,здоровье,эрүүл мэнд
516,Krankheit::N,шог,эмгэг
517,Schmerz::N,зубыт,өвчин
518,Wunde::N,рана,шарх
519,Fieber::N,лёк тресся,халуун
520,Fieber::N,кынтан шогӧт,халуун
521,Arznei::N,лекарство,эм
522,Brücke::N,пос,гүүр
523,Brunnen::N,колодец ,худаг
524,Weide::N,пода йирсян,бэлчээр
525,Pfad::N,туй,жим
526,Pfad::N,туй,зөрөг
527,Weg::N,туй,зам
528,Weg::N,туй,харгуй
529,Straße::N,туй,зам
530,Straße::N,туй,харгуй
531,Dorf::N,деревня,тосгон
532,Dorf::N,деревня,гацаа
533,Stadt::N,город,хот
534,Brief::N,гижӧт,захидал
535,Brief::N,гижӧт,захиа
536,Buch::N,книга,ном
537,Buch::N,книга,бичиг
538,Buchstabe::N,буква,үсэг
539,Zeitung::N,газета,сонин
540,Leben::N,олан,амь
541,Leben::N,олан,амьдрал
542,Tod::N,кулӧм,үхэл
543,Grab::N,гу,булш
544,Kirche::N,вичку,сүм
545,Sünde::N,грек,нүгэл
546,Sünde::N,грек,хилэнц
547,Gott::N,ен,бурхан
548,Arbeiter::N,уджалiсь,ажилчин
549,Arbeiter::N,уджалiсь,хөдөлмөрчин
550,Chef::N,начальник,дарга
551,Meister::N,мастер,дархан
552,Arzt::N,врач,эмч
553,Lehrer::N,велӧтісь,багш
554,Geld::N,деньга,цаас
555,Geld::N,деньга,мөнгө
556,Geschäft::N,удж,наймаа
557,Laden::N,магазин,дэлгүүр
558,Preis::N,дон,үнэ
559,Ware::N,товар,таваар
560,Ware::N,товар,бараа
561,Nutzen::N,путь,ашиг
562,Reichtum::N,богатство,баялаг
563,Welt::N,му,дэлхий
564,Welt::N,му,орчлон
565,Land::N,страна,улс
566,Land::N,страна,орон
567,Staat::N,государство,төр
568,Staat::N,государство,гүрэн
569,König::N,кан,ван
570,Macht::N,власть,засаг
571,Grenze::N,граница,хил
572,Krieg::N,война,дайн
573,Feind::N,враг,дайсан
574,Kampf::N,нярасьӧм,тэмцэл
575,Kampf::N,нярасьӧм,байлдаан
576,Kampf::N,вермасьӧм,тэмцэл
577,Kampf::N,вермасьӧм,байлдаан
578,Bogen[Waffe]::N,лук,нум
579,Pfeil::N,ньӧв,годил
580,Pfeil::N,ньӧв,сум
581,Gewehr::N,ружьё,буу
582,Fehler::N,ошибка,эндэл
583,Fehler::N,ошибка,алдаа
584,Lüge::N,ылӧтӧм,худал
585,Lüge::N,пӧрьялӧм,худал
586,Schaden::N,лёк,хор
587,Schaden::N,лёк,хөнөөл
588,Unglück::N,пик,гай
589,Unglück::N,пик,гамшиг
590,Unglück::N,оказзё,гай
591,Unglück::N,оказзё,гамшиг
592,Schuld::N,вина,гэм
593,Schuld::N,вина,буруу
594,Schluss::N,ком,эцэс
595,Schluss::N,ком,төгсгөл
596,Zeit::N,кад,цаг
597,Tag::N,лун,өдөр
598,Morgen::N,асыв,өглөө
599,Mittag::N,луншӧр кад,үд
600,Abend::N,рыт,үдэш
601,Nacht::N,ой,шөнө
602,Woche::N,неделя,долоо хоног
603,Monat::N,тӧлicь,сар
604,Jahr::N,год,жил
605,Frühling::N,тулыс,хавар
606,Sommer::N,гожум,зун
607,Herbst::N,ар,намар
608,Winter::N,тӧв,өвөл
609,Januar::N,январ,нэгдүгээр сар
610,Februar::N,февраль,хоёрдугаар сар
611,März::N,март,гуравдугаар сар
612,April::N,апрель,дөрөвдүгээр сар
613,Mai::N,май,тавдугаар сар
614,Juni::N,юнь,зургаадугаар сар
615,Juli::N,юль,долдугаар сар
616,August::N,август,наймдугаар сар
617,September::N,сентяб,есдүгээр сар
618,Oktober::N,октяб,аравдугаар сар
619,November::N,нояб,арван нэгдүгээр сар
620,Dezember::N,декаб,арван хоёрдугаар сар
621,Montag::N,вильлун,даваа
622,Dienstag::N,мӧдӧдзлун,мягмар
623,Mittwoch::N,шӧрлун,лхагва
624,Donnerstag::N,нёльӧдзлун,пүрэв
625,Freitag::N,витӧдзлун,баасан
626,Samstag::N,пывсянлун,бямба
627,Sonntag::N,кресення,ням
628,groß::A,ыджыт,их
629,groß::A,ыджыт,том
630,klein::A,учӧтик,бага
631,klein::A,учӧтик,жаахан
632,lang::A,кузь,урт
633,kurz::A,дженыт,охор
634,kurz::A,дженыт,богино
635,breit::A,ота,өргөн
636,schmal::A,векнит,уйтан
637,schmal::A,векнит,нарийн
638,dicht::A,тшӧк,нягт
639,dicht::A,тшӧк,чигжүү
640,dick[Gegenstand]::A,кыз,зузаан
641,dünn::A,вӧснит,нимгэн
642,fein::A,вӧснит,нарийн
643,fest::A,крепыт,бөх
644,fest::A,крепыт,хатуу
645,flach::A,лапкӧса,хавтгай
646,glatt::A,волькыт,цагаан
647,hart::A,чӧрыт,хатуу
648,weich::A,небыт,зөөлөн
649,rund::A,гӧгрӧса,дугуй
650,rund::A,гӧгрӧса,дугариг
651,spitz::A,ёся,шовх
652,spitz::A,ёся,шовгор
653,scharf::A,лэчыт,хурц
654,scharf::A,лэчыт,иртэй
655,stumpf::A,ныж,мохоо
656,schwer::A,сьӧкыт,хүнд
657,schön::A,басӧк,гуа
658,schön::A,басӧк,сайхан
659,heiß::A,жар,халуун
660,warm::A,шоныт,дулаан
661,kalt::A,кӧдзыт,хүйтэн
662,kühl::A,сайкыт,сэрүүн
663,frisch::A,виль,эрүүл
664,frisch::A,виль,жихүүн
665,feucht::A,вакодь,чийгтэй
666,nass::A,ва,нойтон
667,trocken::A,кӧс,хатсан
668,voll::A,тыра,дүүрэн
669,leer::A,тыртӧм,хоосон
670,offen::A,оссьӧм,онгорхой
671,geschlossen::A,игана,битүү
672,geschlossen::A,игана,хаалтай
673,geschlossen::A,пӧдана,битүү
674,geschlossen::A,пӧдана,хаалтай
675,sauber::A,сӧдз,цэвэр
676,sauber::A,сӧдз,хиргүй
677,sauber::A,сӧстӧм,цэвэр
678,sauber::A,сӧстӧм,хиргүй
679,schmutzig::A,нятьӧсь,бохир
680,schmutzig::A,нятьӧсь,хиртэй
681,roh::A,путӧм,түүхий
682,reif::A,кисьмалӧм,болсон
683,lecker::A,кӧра ,амттай
684,süß::A,чӧскыт,амттай
685,süß::A,чӧскыт,чихэрлэг
686,bitter::A,курыт,гашуун
687,sauer::A,шӧма ,эсгэлэн
688,hell::A,югыт,гэгээн
689,hell::A,югыт,гэрэлтэй
690,dunkel::A,пемыт,бараан
691,dunkel::A,пемыт,харанхуй
692,schwarz::A,сьӧд,хар
693,weiß::A,чочком,цагаан
694,rot::A,гӧрд,улаан
695,gelb::A,веж,шар
696,blau::A,лӧз,хөх
697,blau::A,лӧз,цэнхэр
698,grün::A,веж,ногоон
699,grau::A,руд,орог
700,grau::A,руд,саарал
701,grau::A,бусӧй,орог
702,grau::A,бусӧй,саарал
703,bunt::A,быдрӧма,эрээн
704,billig::A,донтӧм,хямд
705,teuer::A,дона,үнэтэй
706,wertvoll::A,дона,үнэт
707,blind::A,синтӧм,сохор
708,taub::A,пельтӧм,чих хатуу
709,kräftig::A,вына,чийрэг
710,stark::A,вына,хүчтэй
711,stark::A,вына,чадалтай
712,schwach::A,некодя,сул
713,fett::A,госа,тарган
714,fett::A,госа,голигор
715,schlank::A,статя,голшиг
716,hübsch::A,басӧк,сайхан
717,hübsch::A,басӧк,хөөрхөн
718,böse::A,лёк,муу
719,böse::A,лёк,хортой
720,dumm::A,бӧбӧв,тэнэг
721,dumm::A,вежӧртӧм,тэнэг
722,faul::A,дыш,залхуу
723,fleißig::A,уджалicь,чармайлтгай
724,geizig::A,жикмӧра,харамч
725,geizig::A,горшаліcь,харамч
726,klug::A,авья,цэцэн
727,klug::A,вежӧра,цэцэн
728,geschickt::A,кипода,дүйтэй
729,lieb::A,муса,хайрт
730,lieb::A,дзулиньӧй,хайрт
731,lustig::A,гажа,цэнгэлтэй
732,sanft::A,лебезнӧй,наалинхай
733,hungrig::A,тшыг,өлөн
734,hungrig::A,тшыг,өлссөн
735,krank::A,шогалiсь,өвчтэй
736,nackt::A,куш,нүцгэн
737,traurig::A,жугыль,гунигт
738,lebendig::A,ловья,амьд
739,lebendig::A,ловья,амьтай
740,gut::A,бур,сайн
741,schlecht::A,умӧль,муу
742,schlecht::A,умӧль,өөдгүй
743,schlimm::A,нештӧм,муухай
744,alt::A,важ,хуучин
745,neu::A,виль,шинэ
746,ehemalig::A,вӧвлӧм,агсан
747,ehemalig::A,вӧвлӧм,байсан
748,alt[Lebewesen]::A,года,өвгөн
749,alt[Lebewesen]::A,года,хижээл
750,alt[Lebewesen]::A,годдэза,өвгөн
751,alt[Lebewesen]::A,годдэза,хижээл
752,jung::A,том,залуу
753,arm::A,гов,ядуу
754,arm::A,беднӧй,ядуу
755,reich::A,эма,баян
756,reich::A,эма,баялаг
757,bekannt::A,тӧдса,танил
758,fremd::A,чужӧй,харь
759,fremd::A,чужӧй,гадаад
760,verschieden::A,быдкодь,ондоо
761,verschieden::A,быдкодь,янз янзын
762,nah::A,матiсь,ойрын
763,nah::A,матiсь,дөтийн
764,fern::A,ылicь,холын
765,linker::A,шульга,буруу
766,rechter::A,веськытланись,баруун
767,anderer::A,мукӧд,өөр
768,anderer::A,мукӧд,нөгөө
769,erster::A,медодзза,нэгдэх
770,erster::A,медодзза,нэгдүгээр
771,zweiter::A,кыкӧт,хоёрдугаар
772,dritter::A,куимӧт,гуравдугаар
773,dritter::A,куимӧдз,гуравдугаар
774,letzter::A,бӧрья,сүүлийн
775,letzter::A,мёдбӧрья,сүүлийн
776,auf einmal::ADV,тшӧтш,нэгмөсөн
777,zusammen::ADV,ӧтлаын,цуг
778,zusammen::ADV,ӧтлаын,хамт
