,Concept_ID,ab,tt
227,Junge::N,ахаҵарҧыс,малай
228,Mädchen::N,аӡӷаб,кыз
229,Familie::N,аҭаацəа,гаилә
230,Großvater::N,абду,бабай
231,Großmutter::N,анду,әби
232,Eltern::N,ани аби,ата-ана
233,Vater::N,аб,ата
234,Mutter::N,ан,ана
235,Sohn::N,аҧа,ул
236,Tochter::N,аҧҳа,кыз
237,Bruder::N,аиашьа,кардәш
238,Schwester::N,Аҳəшьа,апа
239,Schwester::N,Аҳəшьа,сеңел
240,Onkel::N,абиашьа,дәдә
241,Onkel::N,абиашьа,дәдәй
242,Onkel::N,аншьа,дәдә
243,Onkel::N,аншьа,дәдәй
244,Tante::N,абиаҳəшьа,түти
245,Tante::N,абиаҳəшьа,тәтәй
246,Ehemann::N,ахаҵа,ир
247,Ehemann::N,аҧшəма,ир
248,Ehefrau::N,аҧҳəыс,хатын
249,Freude::N,агəырӷьара,сөенеч
250,Gelächter::N,ачча,көлү
251,Gelächter::N,ачча,көлеш
252,Gelächter::N,аччара,көлү
253,Gelächter::N,аччара,көлеш
254,Glück::N,аразҟы,бәхет
255,Kummer::N,агəырҩа,хәсрәт
256,Wunsch::N,агəхəтəы,теләк
257,Wunsch::N,аҭахра,теләк
258,Lust::N,агəазыҳəара,теләк
259,Lust::N,агəазыҳəара,теләү
260,Geist::N,аҧсы,рух
261,Gedanke::N,ахəыцырҭа,уй
262,Gedanke::N,ахəыцырҭа,фикер
263,Gedächtnis::N,агəынкылара,хәтер
264,Verstand::N,ахшыҩ,акыл
265,Sinn::N,аҵакы,мәгънә
266,Grund::N,амзыз,сәбәп
267,Wahrheit::N,аиаша,хак
268,Gespräch::N,аиҿцәажәара,әңгәмә
269,Märchen::N,алакə,әкият
270,Erzählung::N,ажәабжь,хикәя
271,Nachricht::N,адырраҭара,хәбәр
272,Neuigkeit::N,ажәабжь ҿыц,яңалык
273,Name::N,ахьӡ,исем
274,Rätsel::N,ацуфара,табышмак
275,Rede::N,ажәа,нотык
276,Sprache::N,абызшəа,тел
277,Stimme::N,абжьы,тавыш
278,Wort::N,ажәа,сүз
279,Zeichen::N,адырга,ишарә
280,Ruf::N,аҿҭы,дәшү
281,Lärm::N,ашьҭыбжь,шау
282,Laut::N,ашьҭыбжь,аваз
283,Ton::N,атон,шалтырату
284,Lied::N,ашəа,җыр
285,Ruhe::N,аҭынчра,тынлык
286,Leute::N,ауаа,халык
287,Volk::N,ажəлар,халык
288,Arbeit::N,аусура,эш
289,Arbeit::N,аусура,хезмәт
290,Gast::N,асас,кунак
291,Geschenk::N,аҳамҭа,бүләк
292,Geschenk::N,аҿанҵа,бүләк
293,Spiel::N,ахəмарра,уен
294,Gesellschaft::N,агəыҧ,җәмгыять
295,Hilfe::N,ацхыраара,ярдәм
296,Hilfe::N,ацхыраара,булышлык
297,Freund::N,аҩыза,дус
298,Kamerad::N,Аҧхнагьла,иптәш
299,Angelegenheit::N,аус,эш
300,Anzahl::N,ахыҧхьаӡара,микъдар
301,Art::N,ахкы,төр
302,Stück::N,аҽыҭ,кисәк
303,Teil::N,ахəҭа,өлеш
304,Hälfte::N,абжа,ярым
305,Kreis::N,агьагьа,түгәрәк
306,Kreuz::N,аџьар,хач
307,Kreuz::N,аџьар,тәре
308,Linie::N,аицтәар,сызык
309,Strich::N,ацəаҳəа,сызык
310,Abstand::N,абжьара,ара
311,Entfernung::N,абжьара,ераклык
312,Gegend::N,аҭыҧ,урын
313,Platz::N,аҭыҧ,бушлык
314,Ort::N,аҭыҧ,урын
315,Seite::N,аган,як
316,Mitte::N,агəҭа,урта
317,Gegenstand::N,амаҭəар,нәрсә
318,Rand::N,аҵкар,чит
319,Kante::N,авардым,кырый
320,Ecke::N,акəакь,почмак
321,Spitze::N,аҧынҵа,оч
322,Ende::N,анаӡара,азак
323,Loch::N,акылҵəара,тишек
324,Winkel::N,агҿаҩра,почмак
325,Winkel::N,акəындхə,почмак
326,Winkel::N,акəакь,почмак
327,Muster::N,аҟҟа,парча
328,Größe::N,изаҟароу,зурлык
329,Länge::N,аура,озынлык
330,Höhe::N,агылара,биеклек
331,Gewicht::N,акапан,авырлык
332,Haufen::N,ачаҟəа,өем
333,Reihe::N,ацəаҳəа,рәт
334,Boot::N,анышь,каек
335,Boot::N,анышь,көймә
336,Ruder::N,ажəҩа,ишкәк
337,Schlitten::N,ашəаҩауардын,чана
338,Ski::N,ашəаҩа,чаңгы
339,Ski::N,ашьахаха,чаңгы
340,Lagerfeuer::N,еиқуу амца,костёр
341,Last::N,ахьанҭара,йөк
342,Gang::N,аныҟəара,йөреш
343,Schritt::N,ашьаҿа,адым
344,Norden::N,аҩада,төньяк
345,Süden::N,алада,көньяк
346,Westen::N,амраҭашəара,көнбатыш
347,Osten::N,амрагылара,шәрык
348,Osten::N,амрагылара,көнчыгыш
349,Holz::N,амҿымаҭəахə,агач
350,Brett::N,аӷəы,такта
351,Platte::N,ахаҳәцәы,плитә
352,Stütze::N,аҵаргəа,таяу
353,Stütze::N,агəышьаҟа,таяу
354,Stange::N,акьат,колга
355,Stock::N,алаба,таяк
356,Stab::N,акьат,таяк
357,Rohr::N,абыкь,торба
358,Haus::N,аҩны,өй
359,Haus::N,аҩны,йорт
360,Heim::N,аҭаацəа,гаилә
361,Heim::N,аҭаацəа,нәсел
362,Ofen::N,аҳақə,мич
363,Ofen::N,ауаџьаҟ,мич
364,Ofen::N,афрына,мич
365,Fußboden::N,адашьма,идән
366,Tisch::N,аишәа,өстәл
367,Stuhl::N,аҟəардə,утыргыч
368,Wiege::N,агара,бишек
369,Bett::N,акаруаҭ,ятак
370,Bett::N,акаруаҭ,урын-җир
371,Regal::N,акыӷəра,киштә
372,Regal::N,акыӷəра,шүрлек
373,Kiste::N,аидчаҧала,әрҗә
374,Fenster::N,аҧенџьыр,тәрәзә
375,Tür::N,ашə,ишек
376,Tor::N,агəашə,капка
377,Zaun::N,аанда,койма
378,Dach::N,ахыб,түбә
379,Leiter::N,амардуан,баскыч
380,Besen::N,аҧссага,себерке
381,Spaten::N,ажыга,көрәк
382,Schaufel::N,аҭəарӷəы,көрәк
383,Gabel::N,ачқьыҧ,чәннечке
384,Löffel::N,амҳаҵə,кашык
385,Messer::N,аҳəызба,пычак
386,Nagel::N,аҵəымӷ,кадак
387,Netz::N,акаҭа,челтәр
388,Haken::N,аҵəаҳə,ыргак
389,Griff::N,амаа,тотка
390,Schloss::N,асаҧаҭ,йозак
391,Bild::N,асахьа,рәсем
392,Bild::N,асахьа,картина
393,Figur::N,афигура,сын
394,Figur::N,афигура,фигура
395,Puppe::N,акьанџьа,курчак
396,Beutel::N,асакь,луза
397,Bündel::N,аҿаҳəара,бәйләм
398,Tasche::N,арҭмаҟ,букча
399,Eimer::N,аведра,чиләк
400,Deckel::N,ахҩа,капкач
401,Geschirr::N,ачысмаҭəа,савыт-саба
402,Geschirr::N,ачысмаҭəа,кашык-аяк
403,Sack::N,асакь,капчык
404,Tasse::N,аҵəца,чынаяк
405,Topf::N,акаструлиа,чүлмәк
406,Kessel::N,ачуан,казан
407,Nahrung::N,афатə,азык
408,Nahrung::N,афатə,тәгам
409,Nahrung::N,афатə,ашамлык
410,Speise::N,афатə,ризык
411,Fleisch::N,акəац,ит
412,Getreide::N,ачакуа,ашлык
413,Brei::N,ақашь,ботка
414,Brot::N,ача,ипи
415,Brot::N,ача,икмәк
416,Scheibe::N,аҽыҭ,телем
417,Scheibe::N,аҿаҵа,телем
418,Fett::N,ашша,май
419,Butter::N,ахəша,май
420,Öl::N,азеҭ,май
421,Salz::N,аџьыка,тоз
422,Suppe::N,асуҧ,шулпа
423,Honig::N,ацха,бал
424,Milch::N,ахш,сөт
425,Tee::N,ачаи,чәй
426,Leder::N,ацəа,күн
427,Wolle::N,аласа,йон
428,Stoff::N,Аба,тукыма
429,Nadel::N,агəыр,энә
430,Faden::N,арахəыц,җеп
431,Knopf::N,аҳəынҵəра,төймә
432,Knoten::N,аиқəҳəала,төен
433,Farbe::N,ашəыга,буяу
434,Kleidung::N,амаҭəа,кием
435,Hemd::N,акьаҿ,күлмәк
436,Kragen::N,ахəда,яка
437,Ärmel::N,амаӷра,җиң
438,Hose::N,аиқəа,чалбар
439,Gürtel::N,амаҟа,билбау
440,Mütze::N,ахылҧа,бүрек
441,Schuh::N,аимаа,башмак
442,Stiefel::N,амагə,итек
443,Ring::N,амацəаз,балдак
444,Band::N,алента,тасма
445,Kamm::N,ахҳəа,тарак
446,Spiegel::N,асаркьа,көзге
447,Riemen::N,аа,каеш
448,Schnur::N,ашаха,бау
449,Leine::N,аҕура,тезген
450,Decke::N,ахыза,юрган
451,Kissen::N,ахчы,мендәр
452,Tuch::N,акасы,яулык
453,Handtuch::N,ампахьшьы,сөлгә
454,Kraft::N,амч,егәр
455,Kraft::N,амч,дәрман
456,Stärke::N,амч,көч
457,Stärke::N,амч,дәрман
458,Gesundheit::N,агəабзиара,саулык
459,Krankheit::N,ачымазара,чир
460,Krankheit::N,ачымазара,хаста
461,Krankheit::N,ачымазара,сырхау
462,Schmerz::N,ахьаа,авырту
463,Wunde::N,ахəра,яра
464,Wunde::N,ахəра,җәрәхәт
465,Fieber::N,ашоура,бизгәк
466,Arznei::N,ахəшə,дару
467,Brücke::N,ацҳа,күпер
468,Brunnen::N,аҵыџь,кое
469,Weide::N,аҳəырҭа,утлавык
470,Pfad::N,амхəасҭа,сукмак
471,Weg::N,амҩа,юл
472,Straße::N,амҩа,урам
473,Dorf::N,ақыҭа,авыл
474,Stadt::N,ақалақь,шәһәр
475,Brief::N,ашəҟəы,хат
476,Buch::N,ашəҟəы,китап
477,Buchstabe::N,анбан,хәреф
478,Zeitung::N,агазеҭ,газет
479,Zeitung::N,агазеҭ,газета
480,Leben::N,аҧсҭазаара,гомер
481,Leben::N,аҧсҭазаара,тормыш
482,Leben::N,аҧсҭазаара,тереклек
483,Tod::N,аҧсра,үлем
484,Grab::N,анышəынҭра,гүр
485,Grab::N,анышəынҭра,кабер
486,Kirche::N,ауахəама,чиркәү
487,Sünde::N,агəнаҳа,язык
488,Sünde::N,агəнаҳа,гөнаһ
489,Gott::N,анцəа,алла
490,Gott::N,анцəа,ходай
491,Arbeiter::N,аусуҩ,эшче
492,Chef::N,Аиҳабы,башлык
493,Meister::N,аҟаза,оста
494,Arzt::N,аҳақьым,врач
495,Arzt::N,аҳақьым,табиб
496,Lehrer::N,арҵаҩы,укытучы
497,Lehrer::N,арҵаҩы,мөгаллим
498,Geld::N,аҧара,акча
499,Laden::N,амагазин,кибет
500,Laden::N,амагазин,магазин
501,Preis::N,ахə,бәя
502,Preis::N,ахə,бәһа
503,Ware::N,атауар,товар
504,Nutzen::N,ақьар,файда
505,Reichtum::N,абеиара,байлык
506,Welt::N,адунеи,дөнья
507,Land::N,атəыла,ил
508,Staat::N,аҳəынҭқарра,дәүләт
509,König::N,акрал,патша
510,Macht::N,амчра,хакимият
511,Grenze::N,аҳəаа,чик
512,Krieg::N,аибашьра,сугыш
513,Feind::N,Аҕа,дошман
514,Gewalt::N,ақəымчра,көчләү
515,Kampf::N,ақəҧара,көрәш
516,Bogen[Waffe]::N,ахыц,җәя
517,Pfeil::N,ахəымпал,ук
518,Gewehr::N,ашəақь,мылтык
519,Fehler::N,агха,хата
520,Lüge::N,амц,ялган
521,Schaden::N,аҧырхага,зыян
522,Schaden::N,аҧырхага,зарар
523,Unglück::N,арыцҳара,бәла
524,Schuld::N,ахара,гаеп
525,Alter::N,ақəра,яшь
526,Schluss::N,анҵəамҭа,ахыр
527,Zeit::N,аамта,заман
528,Tag::N,амш,көн
529,Morgen::N,ашара,иртә
530,Morgen::N,ашьыбжь,иртә
531,Mittag::N,шьыбжьон,өйлә
532,Abend::N,ахəылҧаз,кич
533,Abend::N,ахəлбыҽха,кич
534,Nacht::N,аҵх,төн
535,Woche::N,амчыбжь,атна
536,Frühling::N,ааҕын,яз
537,Sommer::N,аҧхын,җәй
538,Herbst::N,ҭагалан,көз
539,Herbst::N,хкаарачан,көз
540,Winter::N,аӡын,кыш
541,Januar::N,ианвар,гыйнвар
542,Februar::N,февраль,февраль
543,März::N,март,март
544,April::N,апрель,апрель
545,Mai::N,маи,май
546,Juni::N,иуун,июнь
547,Juli::N,иууль,июль
548,August::N,август,август
549,September::N,сентиабр,сентябрь
550,Oktober::N,октиабр,октябрь
551,November::N,ноиабр,ноябрь
552,Dezember::N,декабр,декабрь
553,Montag::N,ашəахьа,дүшәмбе
554,Dienstag::N,аҩаша,сишәмбе
555,Mittwoch::N,ахаша,чәршәмбе
556,Donnerstag::N,аҧшьаша,атнакич
557,Donnerstag::N,аҧшьаша,пәнҗешәмбе
558,Freitag::N,ахəаша,җомга
559,Samstag::N,асабша,шимбә
560,Sonntag::N,амҽыша,якшәмбе
561,groß::A,аду,зур
562,klein::A,амаҷ,кечкенә
563,lang::A,ахəхəа,озын
564,kurz::A,акьаҿ,кыска
565,breit::A,аиужь,киң
566,breit::A,аиҵых,киң
567,schmal::A,аҭшəа,кысык
568,dicht::A,аилач,куе
569,dick[Gegenstand]::A,ажəпа,калын
570,fein::A,апа,нәзакәтле
571,fein::A,аҵаӷа,нәзакәтле
572,fein::A,аӡа,нәзакәтле
573,fest::A,аҟаца,нык
574,fest::A,аӷəӷəаҟаца,нык
575,flach::A,ақəаҟьа,яссы
576,flach::A,ақəаҟьа,ялпак
577,flach::A,аҧаҟьа,яссы
578,flach::A,аҧаҟьа,ялпак
579,glatt::A,аимаҩзы,шома
580,hart::A,акьакьа,каты
581,weich::A,атата,йомшак
582,rund::A,акəмпыл,түгәрәк
583,spitz::A,аҵар,очлы
584,scharf::A,аҵар,үткен
585,stumpf::A,ацагə,үтмәс
586,schwer::A,ахьанҭа,салмак
587,schön::A,аҧшӡа,гүзәл
588,heiß::A,ашы,эссе
589,warm::A,аҧха,җылы
590,kalt::A,ахьшəашəа,суык
591,kalt::A,ахьшəашəа,салкын
592,kühl::A,ахьшəашəа,салкынча
593,kühl::A,ицәыхьшәашәоу,салкынча
594,frisch::A,цқьа,салкынча
595,feucht::A,ацəаак,юеш
596,nass::A,абааӡа,дымлы
597,trocken::A,Аба,коры
598,trocken::A,аҩа,коры
599,voll::A,азна,тулы
600,leer::A,аҭацəы,буш
601,offen::A,аарта,ачык
602,geschlossen::A,ихҩоу,йомык
603,geschlossen::A,иаркыу,йомык
604,sauber::A,ацқьа,пакь
605,sauber::A,ацқьа,чиста
606,schmutzig::A,аҟьашь,керле
607,schmutzig::A,аҟьашь,пычрак
608,reif::A,Арҭ,өлгергән
609,reif::A,аҟала,өлгергән
610,reif::A,иҟалахьоу,өлгергән
611,lecker::A,ахаа,тәмле
612,süß::A,азла,татлы
613,bitter::A,аша,ачы
614,sauer::A,аҵəҵəы,әче
615,hell::A,алаша,якты
616,dunkel::A,алашьца,кара
617,schwarz::A,аиқуаҵәа,кара
618,weiß::A,ашкəакəа,ак
619,rot::A,аҟаҧшь,кызыл
620,gelb::A,аҩеижь,сары
621,blau::A,аҽҵәа,күк
622,grün::A,ашьацҧшҭəала,яшел
623,grün::A,аеҵəа,яшел
624,grau::A,ацəыш,соры
625,bunt::A,Аилыҕраа,чуар
626,bunt::A,аҕраҷкəын,чуар
627,billig::A,амариа,арзан
628,teuer::A,амҩан,хаклы
629,wertvoll::A,кыр иаҕсоу,кыйммәтле
630,wertvoll::A,акыр иаҕсоу,кыйммәтле
631,blind::A,алашə,сукыр
632,blind::A,алашə,күзсез
633,taub::A,адагəа,чукрак
634,taub::A,адагəа,саңгырау
635,kräftig::A,аӷəӷəа,егәрле
636,stark::A,абаҟа,нык
637,stark::A,абаҟа,базык
638,schwach::A,акəада,зәгыйфь
639,fett::A,аҧсыла,симез
640,schlank::A,акала,нәзек
641,schlank::A,акьалантар,нәзек
642,schlank::A,аиҿартə,нәзек
643,hübsch::A,аҧшӡа,чибәр
644,böse::A,абааҧсы,усал
645,dumm::A,агаӡа,акылсыз
646,faul::A,аашьа,ялкау
647,faul::A,аашьа,иренчәк
648,fleißig::A,иҟубҷоу,тырыш
649,fleißig::A,иҟубҷоу,тырышучан
650,geizig::A,акы,саран
651,geizig::A,акаҷбеи,саран
652,geizig::A,аҟəџьыр,саран
653,klug::A,аҟəыш,акыллы
654,klug::A,аҟəыӷа,акыллы
655,geschickt::A,напҟазала,маһир
656,lieb::A,алашара,сөекле
657,lustig::A,алах-ҿых,күңелле
658,lustig::A,игурҕьаччо,күңелле
659,lustig::A,агурҕьа,күңелле
660,lustig::A,агурҿыхага,күңелле
661,sanft::A,атата,басынкы
662,sanft::A,аҟəымшəышə,басынкы
663,sanft::A,ақьыҧш,басынкы
664,hungrig::A,амлашь,ач
665,krank::A,ачымазаҩ,чирле
666,krank::A,ачымазаҩ,сырхау
667,nackt::A,аҟьантаз,шәрә
668,traurig::A,алахьеиқəҵага,ямансу
669,lebendig::A,абза,тере
670,gut::A,абзиа,яхшы
671,schlecht::A,-хəарҭам,начар
672,richtig::A,иашоу,дөрес
673,schlimm::A,абааҧсы,әшәкә
674,wahr::A,агəҭылса,чып-чын
675,wahr::A,абзиаҵəҟьа,чып-чын
676,alt::A,Ажə,иске
677,neu::A,аҿыц,яңа
678,ehemalig::A,анкьатәи,элекке
679,alt[Lebewesen]::A,абырг,карт
680,alt[Lebewesen]::A,ақабада,карт
681,alt[Lebewesen]::A,Ажə,карт
682,jung::A,аҟата,яшь
683,arm::A,ананамга,фәкыйрь
684,reich::A,абеиа,бай
685,bekannt::A,адыр,таныш
686,berühmt::A,адыр,атаклы
687,fremd::A,атəым,ят
688,verschieden::A,Еиуа-еиҧшым,төрле
689,nah::A,ааигəа,якын
690,fern::A,ахара,ерак
691,linker::A,арма,сул
692,rechter::A,арҕьа,уң
693,anderer::A,даҽа,бүтән
694,anderer::A,даҽакы,бүтән
695,erster::A,актәи,беренче
696,zweiter::A,аҩбатəи,икенче
697,dritter::A,ахҕатәи,өченче
698,letzter::A,аҵыхəтəантəи,ахыргы
699,allein::ADV,мацара,ялгыз
700,auf einmal::ADV,зныкала,бердән
701,auf einmal::ADV,зныкҟьара,бердән
702,zusammen::ADV,аиц...,бергә
703,lange::ADV,акыраамҭа,озак
704,plötzlich::ADV,иаалырҟьаны,искәрмәстән
705,sofort::ADV,иаразнакҵәҟьа,хәзер
706,später::ADV,уажəшьҭаншəа,соңрак
707,jetzt::ADV,уажәы,хәзер
708,heute::ADV,иахьа,бүген
709,morgen::ADV,уаҵәы,иртәгә
710,bald::ADV,иласны,тиздән
711,dann::ADV,нас,аннары
712,gestern::ADV,иацы,кичә
713,einst::ADV,зны,берчак
714,damals::ADV,усҟан,ул вакытта
715,damals::ADV,усҟан,ул чакта
716,danach::ADV,нас,да
717,vorher::ADV,уаанӡа,элек
718,zuerst::ADV,азнаказы,башта
719,zuerst::ADV,аҧхьа,башта
720,einmal::ADV,зны,бер
721,einmal::ADV,зны,бер мәртәбә
722,manchmal::ADV,зны-зынла,кайчакта
723,oft::ADV,лассы-лассы,еш
724,immer::ADV,енагь,һәркайчан
725,immer::ADV,еснагь,һәркайчан
726,niemals::ADV,ианакəызаалак,hичбер вакыт
727,hier::ADV,ара,монда
728,hier::ADV,ара,биредә
729,hier::ADV,абра,монда
730,hier::ADV,абра,биредә
731,hier::ADV,араҟа,монда
732,hier::ADV,араҟа,биредә
733,hierhin::ADV,ара,монда
734,hierhin::ADV,араҟа,монда
735,von hier::ADV,арантә,моннан
736,dort::ADV,уа,анда
737,dorthin::ADV,уахь,тегеләй
738,dorthin::ADV,анахь,тегеләй
739,geradeaus::ADV,ишиашоу,турыдан-туры
740,vorwärts::ADV,ҕхьаҟа,алга
741,rückwärts::ADV,шьҭахьла,кире
742,zurück::ADV,шьҭахьҟа,кире
743,unten::ADV,лбаа,түбәндә
744,hinab::ADV,алада,аска
745,oben::ADV,хыхь,өстә
746,oben::ADV,хыхь,югарыда
747,hinauf::ADV,аҩада,өскә
748,überall::ADV,зегьынцьара,hәркайда
749,nicht::ADV,-м,түгел
750,ein wenig::ADV,ҕыҭк,бераз
751,kaum::ADV,аарлаҳәа,көчкә
752,kaum::ADV,афергьҳәа,көчкә
753,sehr::ADV,даара,бик
754,so::ADV,ас,алай
755,so::ADV,абас,алай
756,noch::ADV,макьана,янә
757,noch::ADV,макьана,тагын
758,nur::ADV,заҵәык,фәкать
759,schon::ADV,уажәшьҭа,инде
760,schon::ADV,аиҳа ипоу,инде
761,wieder::ADV,ҿыц,янә
762,wieder::ADV,ҿыц,тагын
763,wieder::ADV,дырҩегь,янә
764,wieder::ADV,дырҩегь,тагын
765,wieder::ADV,дырҩегьых,янә
766,wieder::ADV,дырҩегьых,тагын
767,vergebens::ADV,баша,юкка
768,vor::PRP,аҕхьа,алдыннан
769,hinter::PRP,нхыҵ,арттан
770,unter::PRP,амҵа,астында
771,unter::PRP,амҵан,астында
772,neben::PRP,ааигуара,тирәсендә
773,zwischen::PRP,абжьара,арасында
774,wegen::PRP,-иззы,сәбәпле
775,wegen::PRP,-ҟнытә,сәбәпле
776,dies::PRN,ари,бу
777,dies::PRN,абри,бу
778,das::PRN,Абни,ул
779,das::PRN,убри,ул
780,alles::PRN,зегьы,һәммә
781,ich::PRN,са,мин
782,ich::PRN,сара,мин
783,du::PRN,бара,син
784,er::PRN,иара,ул
785,wir::PRN,ҳара,без
786,ihr::PRN,шәара,сез
787,sie::PRN,дара,ул
788,wer::FPRN,дарбан,кем
789,wo::FADV,иабыкуу,кайда
790,wo::FADV,аба-,кайда
791,wo::FADV,ахь-,кайда
792,wohin::FADV,иабыкуу,кая
793,wohin::FADV,аба-,кая
794,wohin::FADV,ахь-,кая
795,wie::FADV,-шҕа,ничек
796,warum::FADV,избан,нигә
797,wieviel::FNUM,заҟа,ничә
798,eins::NUM,акы,бер
799,eins::NUM,аӡәы,бер
800,zwei::NUM,ҩба,ике
801,drei::NUM,хҕа,өч
802,vier::NUM,ҕшьба,дүрт
803,fünf::NUM,хəба,биш
804,sechs::NUM,фба,алты
805,sieben::NUM,Бжьба,җиде
806,acht::NUM,ааба,сигез
807,neun::NUM,жәба,тугыз
808,zehn::NUM,жәаба,ун
809,elf::NUM,жәеизатәи,унбер
810,zwölf::NUM,жәаҩа,унике
811,zwanzig::NUM,ҩажәа,егерме
812,dreißig::NUM,ҩажәижәабатәи,утыз
813,vierzig::NUM,ҩынҩажәа,кырык
814,fünfzig::NUM,ҩынҩажәеижәаба,илле
815,sechzig::NUM,хынҩажәа,алтмыш
816,siebzig::NUM,хынҩажәижәаба,җитмеш
817,achtzig::NUM,ҕшьынҩажәа,сиксән
818,neunzig::NUM,ҕшьынҩажәижәаба,туксан
819,hundert::NUM,шәкы,йөз
820,tausend::NUM,зқьы,мең
821,und::CNJ,-и,вә
822,oder::CNJ,ма,яки
823,oder::CNJ,ма,яисә
824,stehen::V,агылазаара,тору
825,sitzen::V,атəара,утыру
826,sitzen::V,атəа(заа)ра,утыру
827,liegen::V,аиара,яту
828,hängen::V,акнаҳара,эленү
829,werden::V,аҟалара,булу
830,passieren::V,аҟалара,булу
831,beginnen::V,алагара,башлану
832,enden::V,алгара,бетү
833,wechseln::V,аҽыҧсахра,үзгәртү
834,aufgehen[Sonne]::V,агылара,чыгу
835,aufgehen[Sonne]::V,ахашлара,чыгу
836,aufgehen[Sonne]::V,аҩаҵхахара,чыгу
837,untergehen[Sonne]::V,аҭашəара,бату
838,scheinen[Sonne]::V,акаҧхара,яктырту
839,donnern::V,адыдра,күкрәү
840,wehen::V,асра,исү
841,strömen::V,акаҭəара,агу
842,fließen::V,ацара,агу
843,sich drehen::V,ахагьежьра,бөтерелү
844,schwanken::V,аҵысра,икеләнү
845,schwingen::V,ахызазара,тирбәлү
846,schwingen::V,акьаандара,тирбәлү
847,fallen::V,акаҳара,егылу
848,brennen::V,абылра,яну
849,rauchen::V,ахылҵра,төтәү
850,rauchen::V,ахылҵра,төтенләү
851,regnen::V,аура,яву
852,gefrieren::V,аҵаара,кату
853,tauen::V,аӡҭра,эрү
854,tauen::V,аӡҭра,эретү
