,Concept_ID,ce,sq
81,Wetter::N,хенан хӏоттам,mot
82,Nebel::N,дохк,mjegull
83,Wolke::N,марха,re
84,Regen::N,догӏа,shi
85,Schnee::N,ло,borë
86,Eis::N,ша,akull
87,Frost::N,шело,ngricë
88,Kälte::N,шело,të ftohtë
89,Hitze::N,йовхо,vapë
90,Hitze::N,йовхо,nxehtësi
91,Raureif::N,йис,cikmë
92,Regenbogen::N,стелаӏад,ylber
93,Donner::N,ткъес,gjëmim
94,Donner::N,ткъес,bubullimë
95,Strömung::N,дӏаэхар,rrymë
96,Strömung::N,дӏасалелар,rrymë
97,Tropfen::N,тӏадам,pikë
98,Schaum::N,чопа,shkumë
99,Schmutz::N,хатт,baltë
100,See::N,ӏам,liqen
101,Sumpf::N,уьшал,batak
102,Moor::N,уьшал,kënetë
103,Wiese::N,бай,livadh
104,Wald::N,хьун,pyll
105,Hügel::N,гу,kodër
106,Hügel::N,шу,kodër
107,Hügel::N,барз,kodër
108,Anhöhe::N,акъари,bregore
109,Berg::N,лам,mal
110,Gipfel::N,бохь,kulm
111,Höhle::N,хьех,shpellë
112,Höhle::N,хьех,zgafelle
113,Abhang::N,басе,shpat
114,Abhang::N,басе,tatëpjetë
115,Quelle::N,шовда,krua
116,Quelle::N,шовда,burim
117,Bach::N,татол,virua
118,Fluss::N,хи,lumë
119,Ufer::N,хийист,breg
120,Küste::N,йист,anëdet
121,Küste::N,йист,bregdet
122,Festland::N,латта,kontinent
123,Meer::N,xӏорд,det
124,Bucht::N,чож,gji deti
125,Insel::N,гӏайре,ishull
126,Insel::N,гӏайре,ujdhesë
127,Blume::N,зезаг,lule
128,Gras::N,буц,bar
129,Wurzel::N,орам,rrënjë
130,Baum::N,дитт,pemë
131,Stamm::N,гӏад,trung
132,Stamm::N,тайпа,trung
133,Rinde::N,кевстиг,lëvore
134,Ast::N,га,degë
135,Zweig::N,га,bisk
136,Blatt::N,гӏа,fletë
137,Blatt::N,гӏа,gjethe
138,Birke::N,дакх,mështekën
139,Kiefer[Baum]::N,бага,pishë
140,Weide[Baum]::N,дак,shelg
141,Tanne::N,база,bredh
142,Horn::N,маӏа,bri
143,Feder::N,пелаг,pupël
144,Fell::N,цӏока,lëkurë
145,Flügel::N,тӏам,krah
146,Flügel::N,тӏам,fletë
147,Klaue::N,мӏара,kthetër
148,Kralle::N,тlод,thua
149,Kralle::N,тlод,kthetër
150,Schwanz::N,цӏога,bisht
151,Ei::N,xӏoa,vezë
152,Nest::N,бен,fole
153,Bau::N,lуьрг,strofkë
154,Tier::N,дийнат,kafshë
155,Herde::N,жа,kope
156,Herde::N,жа,grigjë
157,Kuh::N,етт,lopë
158,Bulle::N,сту,dem
159,Pferd::N,говр,kalë
160,Schaf::N,жий,dele
161,Schaf::N,уьстагӏ,dele
162,Schwein::N,хьакха,derr
163,Hund::N,жӏаьла,qen
164,Katze::N,цициг,mace
165,Bär::N,ча,ari
166,Eichhörnchen::N,тарсал,ketër
167,Elch::N,сай,dre brilopatë
168,Fuchs::N,цхьогал,dhelpër
169,Hase::N,пхьагал,lepur
170,Maus::N,дахка,mi
171,Wolf::N,борз,ujk
172,Vogel::N,олхазар,zog
173,Vogel::N,олхазар,shpend
174,Huhn::N,котам,pulë
175,Hahn::N,нӏаьна,gjel
176,Hahn::N,нӏаьна,këndes
177,Hahn::N,боргӏал,gjel
178,Hahn::N,боргӏал,këndes
179,Gans::N,гӏаз,patë
180,Adler::N,aьрзу,shqiponjë
181,Ente::N,бад,rosë
182,Eule::N,бухӏа,buf
183,Kranich::N,гӏаргӏули,lejlek
184,Kranich::N,гӏаргӏули,kurrillë
185,Krähe::N,къиг,sorrë
186,Kuckuck::N,aттйокх,qyqe
187,Schwan::N,гӏургӏаз,mjellmë
188,Fisch::N,чӏара,peshk
189,Barsch::N,окунь,purtekë
190,Hecht::N,гӏазкхийн чӏара,mlysh
191,Schlange[Tier]::N,лаьхьа,gjarpër
192,Wurm::N,нӏаьна,krimb
193,Spinne::N,гезг,marimangë
194,Ameise::N,зингат,thnegël
195,Ameise::N,зингат,milingonë
196,Laus::N,меза,morr
197,Laus::N,гӏениг,morr
198,Mücke::N,чуьрк,kunup
199,Mücke::N,чуьрк,mushkonjë
200,Fliege::N,моза,mizë
201,Schmetterling::N,полла,flutur
202,Beere::N,цӏазам,frutë
203,Beere::N,цӏазам,manaferrë
204,Apfel::N,ӏаж,mollë
205,Pilz::N,жӏаьлин нускал,kërpudhë
206,Zwiebel::N,xох,qepë
207,Saat::N,чlу,farë
208,Korn::N,буьртиг,grurë
209,Korn::N,буьртиг,kokërr
210,Heu::N,йол,sanë
211,Schale::N,пардо,lëkurë
212,Grube::N,ор,gropë
213,Falle::N,кӏело,kurth
214,Falle::N,кӏело,grackë
215,Spur::N,лар,gjurmë
216,Asche::N,чим,hi
217,Dreck::N,мода,baltë
218,Eisen::N,эчиг,hekur
219,Gold::N,деши,ar
220,Gold::N,деши,flori
221,Silber::N,дети,argjend
222,Kohle::N,кӏора,qymyr
223,Glas::N,aнгали,qelq
224,Lehm::N,поппар,argjilë
225,Sand::N,гӏум,rërë
226,Mensch::N,адам,njeri
227,Mann::N,майра,burrë
228,Mann::N,майра,mashkull
229,Frau::N,зуда,grua
230,Frau::N,зуда,femër
231,Kind::N,бер,kalama
232,Junge::N,жимха,djalë
233,Mädchen::N,жима йоӏ,gocë
234,Mädchen::N,жима йоӏ,vajzë
235,Familie::N,доьзал,familje
236,Großvater::N,ненада,gjysh
237,Großmutter::N,денана,gjyshe
238,Eltern::N,да-нана,prindër
239,Vater::N,да,atë
240,Mutter::N,нана,nënë
241,Sohn::N,кӏант,bir
242,Tochter::N,йоӏ,bijë
243,Bruder::N,ваша,vëlla
244,Schwester::N,йиша,motër
245,Onkel::N,деваша,dajë
246,Onkel::N,деваша,xhaxha
247,Tante::N,дейиша,teze
248,Tante::N,дейиша,hallë
249,Ehemann::N,майра,burrë
250,Ehemann::N,майра,bashkëshort
251,Ehefrau::N,зуда,grua
252,Ehefrau::N,зуда,bashkëshorte
253,Freude::N,самукъа,gaz
254,Freude::N,самукъа,gëzim
255,Freude::N,хазахетар,gaz
256,Freude::N,хазахетар,gëzim
257,Gelächter::N,белам,qeshje
258,Glück::N,ирс,lumturi
259,Kummer::N,бала,brengë
260,Kummer::N,бала,pikëllim
261,Wunsch::N,лаам,dëshirë
262,Lust::N,лаам,epsh
263,Lust::N,лаам,dashuri
264,Geist::N,са,frymë
265,Geist::N,са,shpirt
266,Gedanke::N,ойла,ide
267,Gedanke::N,ойла,mendim
268,Gedächtnis::N,диццадалар,kujtesë
269,Verstand::N,хьекъал,mend
270,Sinn::N,маьӏна,kuptim
271,Grund::N,бахьана,arsye
272,Wahrheit::N,бакъдерг,vërtetë
273,Gespräch::N,къамел,bisedim
274,Märchen::N,туьйра,përrallë
275,Erzählung::N,дийцар,tregim
276,Nachricht::N,хаам,lajm
277,Neuigkeit::N,керланиг,risi
278,Name::N,цӏе,emër
279,Rätsel::N,хӏетал-метал,gjëzë
280,Rätsel::N,хӏетал-метал,gjëegjëzë
281,Rede::N,къамел,fjalim
282,Sprache::N,мотт,gjuhë
283,Stimme::N,aз,zë
284,Wort::N,дош,fjalë
285,Zeichen::N,билгало,shenjë
286,Ruf::N,кхайкхар,thirrmë
287,Lärm::N,гӏовгӏа,zhurmë
288,Laut::N,аз,tingull
289,Ton::N,aз,ton
290,Lied::N,илли,këngë
291,Ruhe::N,тийналла,qetësi
292,Leute::N,нах,botë
293,Leute::N,нах,njerëz
294,Volk::N,халкъ,popull
295,Arbeit::N,болх,punë
296,Gast::N,хьаша,mik
297,Gast::N,хьаша,mysafir
298,Geschenk::N,совгӏат,dhuratë
299,Geschenk::N,совгӏат,peshqesh
300,Spiel::N,ловзар,lojë
301,Gesellschaft::N,юкъаралла,shoqëri
302,Hilfe::N,гӏо,ndihmë
303,Freund::N,доттагl,mik
304,Kamerad::N,накъост,shok
305,Angelegenheit::N,гӏуллакх,punë
306,Anzahl::N,терахь,sasi
307,Stück::N,юьхк,copë
308,Teil::N,дакъа,pjesë
309,Hälfte::N,ах,gjysmë
310,Kreis::N,го,qark
311,Kreis::N,го,rreth
312,Kreuz::N,жӏара,kryq
313,Linie::N,сиз,vijë
314,Strich::N,сиз,vizë
315,Abstand::N,юкъ,distancë
316,Gegend::N,мeттиг,vise
317,Gegend::N,мeттиг,krahinë
318,Platz::N,майда,shesh
319,Ort::N,меттиг,vend
320,Seite::N,aгӏo,anë
321,Mitte::N,юкъ,mes
322,Gegenstand::N,хӏума,send
323,Sache::N,хӏума,gjë
324,Sache::N,хӏума,send
325,Rand::N,йист,qoshe
326,Kante::N,йист,teh
327,Ecke::N,са,qoshe
328,Spitze::N,ралла,majë
329,Ende::N,юьхьиг,skaj
330,Ende::N,юьхьиг,bisht
331,Loch::N,ӏуьрг,vrimë
332,Winkel::N,са,kënd
333,Muster::N,дагар,mostër
334,Muster::N,тӏамар,mostër
335,Größe::N,барам,madhësi
336,Länge::N,йохалла,gjatësi
337,Höhe::N,локхалла,lartësi
338,Gewicht::N,йозалла,peshë
339,Menge::N,дукхалла,sasi
340,Haufen::N,сал,grumbull
341,Haufen::N,оьла,grumbull
342,Reihe::N,рагӏ,radhë
343,Reihe::N,рагӏ,rresht
344,Reihe::N,могӏа,radhë
345,Reihe::N,могӏа,rresht
346,Boot::N,кема,barkë
347,Boot::N,кема,lundër
348,Ruder::N,пийсиг,rrem
349,Schlitten::N,салаз,sajë
350,Ski::N,когсалаз,ski
351,Lagerfeuer::N,цӏе,flakadan
352,Lagerfeuer::N,цӏе,zjarr i madh
353,Last::N,дукъ,barrë
354,Gang::N,лелар,ecje
355,Schritt::N,гӏулч,hap
356,Norden::N,къилбаседе,veri
357,Süden::N,къилбе,jug
358,Westen::N,малхбузе,perëndim
359,Osten::N,малхбале,lindje
360,Holz::N,дечиг,dru
361,Brett::N,у,dërrasë
362,Platte::N,у,pllakë
363,Stütze::N,гӏopтоp,shtyllë
364,Stütze::N,гӏopтоp,mbështetesë
365,Stange::N,гӏуркх,shufër
366,Stock::N,ӏаса,dajak
367,Stab::N,гӏаж,shkop
368,Rohr::N,биргӏа,tub
369,Haus::N,цӏа,shtëpi
370,Heim::N,кхерч,konak
371,Heim::N,кхерч,shtëpi
372,Ofen::N,кхерч,sobë
373,Ofen::N,кхерч,stufë
374,Fußboden::N,цӏенкъа,dysheme
375,Tisch::N,шун,tryezë
376,Stuhl::N,гӏант,karrige
377,Wiege::N,ага,djep
378,Bett::N,маьнга,shtrat
379,Regal::N,терхи,raft
380,Kiste::N,яьшка,kuti
381,Fenster::N,кор,dritare
382,Tür::N,неӏ,derë
383,Tor::N,ков,portë
384,Zaun::N,керт,gardh
385,Dach::N,тхов,çati
386,Leiter::N,лами,shkallë
387,Besen::N,нуй,fshesë
388,Spaten::N,бел,lopatë
389,Schaufel::N,аьшкал,qyrek
390,Gabel::N,мӏара,pirun
391,Löffel::N,ӏайг,lugë
392,Messer::N,урс,thikë
393,Nagel::N,хьостам,gozhdë
394,Netz::N,бой,rrjetë
395,Haken::N,мӏара,grep
396,Haken::N,мӏара,grremç
397,Schloss::N,чӏега,bravë
398,Bild::N,сурт,tablo
399,Bild::N,сурт,pikturë
400,Puppe::N,тайниг,kukull
401,Beutel::N,гали,qese
402,Beutel::N,гали,trastë
403,Bündel::N,кочар,deng
404,Tasche::N,тӏоьрмиг,çantë
405,Eimer::N,чийлик,kovë
406,Deckel::N,негӏар,kapak
407,Deckel::N,негӏар,mbulesë
408,Geschirr::N,пхьегӏа,enë
409,Sack::N,гали,thes
410,Sack::N,гали,torbë
411,Tasse::N,кад,filxhan
412,Topf::N,яй,kusi
413,Topf::N,яй,tenxhere
414,Kessel::N,яй,kazan
415,Essen::N,юург,ngrënie
416,Nahrung::N,кхача,ushqim
417,Speise::N,юург,gatesë
418,Fleisch::N,жижиг,mish
419,Getreide::N,буьртиг,drithë
420,Brei::N,xудар,qull
421,Brot::N,бепиг,bukë
422,Brot::N,кхаллар,bukë
423,Scheibe::N,цастар,fetë
424,Fett::N,мохь,lyrë
425,Fett::N,мохь,yndyrë
426,Butter::N,налха,gjalpë
427,Öl::N,даьтта,vaj
428,Salz::N,туьха,kripë
429,Suppe::N,чорпа,supë
430,Suppe::N,чорпа,çorbë
431,Honig::N,моз,mjaltë
432,Milch::N,шура,qumësht
433,Tee::N,чай,çaj
434,Leder::N,цӏока,lëkurë
435,Wolle::N,тӏapгӏa,lesh
436,Stoff::N,кӏади,pëlhurë
437,Nadel::N,маха,gjilpërë
438,Faden::N,тай,pe
439,Faden::N,тай,fije
440,Knopf::N,нуьйда,kopsë
441,Knoten::N,шад,komb
442,Farbe::N,сир,bojë
443,Farbe::N,басар,bojë
444,Kleidung::N,бедар,veshje
445,Hemd::N,коч,këmishë
446,Kragen::N,кач,jakë
447,Ärmel::N,пхьош,mëngë
448,Hose::N,хеча,brekë
449,Gürtel::N,доьхка,rrip
450,Mütze::N,куй,kësulë
451,Schuh::N,мача,këpucë
452,Stiefel::N,этка,çizme
453,Ring::N,чӏуг,unazë
454,Band::N,лента,shirit
455,Kamm::N,ехк,krehër
456,Spiegel::N,куьзга,pasqyrë
457,Riemen::N,доьхка,rrip
458,Schnur::N,муш,litar
459,Schnur::N,муш,cikomë
460,Leine::N,кочатосу доьхка,rrip
461,Decke::N,юргӏа,batanije
462,Kissen::N,гIайба,jastëk
463,Tuch::N,исхар,shami
464,Handtuch::N,гата,peshqir
465,Kraft::N,гӏора,forcë
466,Stärke::N,гӏап,koll
467,Gesundheit::N,могашалла,shëndet
468,Krankheit::N,цамгар,sëmundje
469,Schmerz::N,лазар,dhimbje
470,Wunde::N,чов,plagë
471,Fieber::N,xорша,ethe
472,Arznei::N,молха,ilaç
473,Brücke::N,тӏай,urë
474,Brunnen::N,гӏу,pus
475,Weide::N,дак,kullotë
476,Pfad::N,тача,ravë
477,Pfad::N,тача,shteg
478,Weg::N,некъ,udhë
479,Weg::N,некъ,shteg
480,Straße::N,урам,rrugë
481,Dorf::N,юрт,fshat
482,Dorf::N,юрт,katund
483,Stadt::N,гӏала,qytet
484,Brief::N,кехат,letër
485,Buch::N,жайна,libër
486,Buchstabe::N,элп,shkronjë
487,Zeitung::N,газет,gazetë
488,Leben::N,дахар,jetë
489,Tod::N,далар,mortje
490,Tod::N,ӏожалла,mortje
491,Grab::N,каш,varr
492,Kirche::N,килс,kishë
493,Sünde::N,къа,mëkat
494,Sünde::N,къа,gjynah
495,Gott::N,дела,hy
496,Gott::N,дела,zot
497,Arbeiter::N,белхало,punëtor
498,Chef::N,хьаькам,shef
499,Chef::N,хьаькам,drejtues
500,Meister::N,говзанча,mjeshtër
501,Arzt::N,лор,mjek
502,Arzt::N,лор,doktor
503,Lehrer::N,хьехархо,mësues
504,Lehrer::N,хьехархо,arsimtar
505,Geld::N,aхча,para
506,Geld::N,aхча,holla
507,Geschäft::N,туька,ujdi
508,Geschäft::N,туька,biznes
509,Laden::N,туька,dyqan
510,Preis::N,мах,çmim
511,Ware::N,хlума,mall
512,Nutzen::N,пайда,dobi
513,Nutzen::N,пайда,leverdi
514,Reichtum::N,хьал,kamje
515,Reichtum::N,хьал,pasuri
516,Welt::N,дуьне,botë
517,Land::N,мохк,vend
518,Staat::N,пачхьалкх,shtet
519,König::N,паччахь,mbret
520,Macht::N,ӏедал,fuqi
521,Macht::N,ӏедал,pushtet
522,Grenze::N,доза,kufi
523,Krieg::N,тӏом,luftë
524,Feind::N,мостагӏ,armik
525,Gewalt::N,гӏело,dhunë
526,Kampf::N,къийсам,luftim
527,Pfeil::N,пха,shigjetë
528,Gewehr::N,топ,pushkë
529,Fehler::N,гӏалат,gafë
530,Fehler::N,гӏалат,gabim
531,Lüge::N,аьшпаш,gënjeshtër
532,Schaden::N,зен,dëm
533,Schaden::N,зен,zarar
534,Unglück::N,бала,fatkeqësi
535,Schuld::N,бехк,faj
536,Alter::N,хан,moshë
537,Schluss::N,чакхе,fund
538,Zeit::N,хан,kohë
539,Tag::N,де,ditë
540,Morgen::N,ӏуьйре,mëngjes
541,Mittag::N,делкъе,mesditë
542,Abend::N,суьйре,mbrëmje
543,Nacht::N,буьйса,natë
544,Woche::N,кӏира,javë
545,Monat::N,бутт,muaj
546,Jahr::N,шо,vit
547,Frühling::N,бӏаьсте,pranverë
548,Sommer::N,аьхке,verë
549,Herbst::N,гуьйре,vjeshtë
550,Winter::N,ӏа,dimër
551,Januar::N,январь,janar
552,Februar::N,февраль,shkurt
553,März::N,март,mars
554,April::N,апрель,prill
555,Mai::N,май,maj
556,Juni::N,июнь,qershor
557,Juli::N,июль,korrik
558,August::N,август,gusht
559,September::N,сентябрь,shtator
560,Oktober::N,октябрь,tetor
561,November::N,ноябрь,nëntor
562,Dezember::N,декабрь,dhjetor
563,Montag::N,оршот,hënë
564,Dienstag::N,шинара,martë
565,Mittwoch::N,кхаара,mërkurë
566,Donnerstag::N,еара,enjte
567,Freitag::N,пӏераска,premte
568,Samstag::N,шот,shtunë
569,Sonntag::N,кӏиранде,diel
570,groß::A,доккха,madh
571,klein::A,кегий,vogël
572,lang::A,еха,gjatë
573,kurz::A,доца,shkurtër
574,breit::A,шуьйра,gjerë
575,schmal::A,готта,ngushtë
576,dicht::A,луьста,dendur
577,dick[Gegenstand]::A,стомма,trashë
578,dünn::A,дуткъа,hollë
579,fein::A,ховха,imët
580,fest::A,чӏогӏа,fortë
581,flach::A,чӏапа,sheshtë
582,glatt::A,шера,rrafshët
583,hart::A,чӏогӏa,fortë
584,weich::A,кӏеда,butë
585,rund::A,горга,rrumbullakët
586,spitz::A,ира,majëmprehtë
587,scharf::A,ира,mprehtë
588,stumpf::A,аьртa,topitur
589,schwer::A,деза,rëndë
590,schön::A,хаза,bukur
591,heiß::A,довха,nxehtë
592,warm::A,довха,ngrohtë
593,kalt::A,шийла,ftohtë
594,kühl::A,шийла,freskët
595,frisch::A,керла,pastër
596,feucht::A,тӏуьна,lagësht
597,nass::A,тӏеда,lagur
598,trocken::A,eкъа,thatë
599,voll::A,дуьзна,plotë
600,leer::A,яьсса,bosh
601,leer::A,яьсса,zbrazët
602,offen::A,диллина,hapur
603,geschlossen::A,дӏакъевлина,mbyllur
604,geschlossen::A,дӏачӏагӏдина,mbyllur
605,sauber::A,цӏена,dëlirë
606,schmutzig::A,боьха,ndyrë
607,roh::A,буьйда,gjallë
608,reif::A,хилла,arrirë
609,lecker::A,чоме,shijshëm
610,süß::A,мерза,ëmbël
611,bitter::A,къаьхьа,hidhur
612,sauer::A,муьста,thartë
613,hell::A,сирла,me dritë
614,dunkel::A,бодане,errët
615,schwarz::A,ӏаьржа,i zi
616,weiß::A,кӏайн,bardhë
617,rot::A,цӏен,kuq
618,gelb::A,можа,verdhë
619,blau::A,сийна,blu
620,blau::A,сийна,kaltër
621,grün::A,баьццара,blertë
622,grün::A,баьццара,gjelbër
623,grau::A,cира,hirtë
624,grau::A,cира,bojë hiri
625,grau::A,мокха,hirtë
626,grau::A,мокха,bojë hiri
627,bunt::A,къорза,shumëngjyrëshëm
628,billig::A,дораха,lirë
629,teuer::A,деза,shtrenjtë
630,wertvoll::A,мехала,çmuar
631,wertvoll::A,мехала,vlershëm
632,blind::A,бӏаьрзе,qorr
633,blind::A,бӏаьрзе,verbër
634,taub::A,къора,shurdhër
635,kräftig::A,нуьцкъала,fuqishëm
636,stark::A,зоьртала,fortë
637,stark::A,нуьцкъала,fortë
638,schwach::A,гӏорасиза,dobët
639,fett::A,дерстана,dhjamur
640,schlank::A,куц долу,hollë
641,hübsch::A,хаза,bukur
642,hübsch::A,хаза,hijshëm
643,böse::A,вон,keq
644,dumm::A,сонта,teveqel
645,faul::A,мало ен,dembel
646,fleißig::A,тӏера,zellshëm
647,geizig::A,пис,kurnac
648,geizig::A,пис,dorështrënguar
649,geizig::A,сутара,kurnac
650,geizig::A,сутара,dorështrënguar
651,klug::A,хьекъале,mençur
652,geschickt::A,тӏахъаьлла,aftë
653,lieb::A,хьоме,dashur
654,lustig::A,самукъане,gëzuar
655,sanft::A,кlеда,butë
656,hungrig::A,меца,uritur
657,krank::A,цомгуш долу,sëmurë
658,nackt::A,дерзана,lakuriq
659,nackt::A,дерзана,zhveshur
660,traurig::A,самукъане воцу,trishtuar
661,lebendig::A,дийна,gjallë
662,gut::A,дика,mirë
663,schlecht::A,вон,keq
664,richtig::A,нийса,drejtë
665,schlimm::A,вон,keq
666,wahr::A,бакъдолу,vërtetë
667,alt::A,къена,vjetër
668,neu::A,керла,i ri
669,ehemalig::A,хилла,dikurshëm
670,alt[Lebewesen]::A,къена,plak
671,jung::A,къона,i ri
672,arm::A,къен,varfër
673,arm::A,къен,vobektë
674,reich::A,хьоле,pasur
675,bekannt::A,девзаш долу,njohur
676,berühmt::A,цӏеяхана,famshëm
677,fremd::A,нехан,huaj
678,verschieden::A,тайп-тайпанара,ndryshëm
679,nah::A,гергара,afërt
680,fern::A,гена,largët
681,fern::A,генара,largët
682,linker::A,аьрру,majtë
683,rechter::A,аьтту,djathtë
684,anderer::A,кхин,tjetër
685,erster::A,хьалхара,parë
686,zweiter::A,шолгIа,dytë
687,dritter::A,кхоалгӏа,i tretë
688,letzter::A,тӏаьххьара,fundit
689,allein::ADV,цхьаъ,vetëm
690,auf einmal::ADV,цу сохьтта,njëkohësisht
691,zusammen::ADV,цхьана,bashkë
692,zusammen::ADV,цхьана,së bashku
693,lange::ADV,дукха,për një kohë të gjatë
694,plötzlich::ADV,цIеххьана,befas
695,sofort::ADV,цу сохьтта,menjëherë
696,sofort::ADV,цу сохьтта,aty për aty
697,später::ADV,тӏаьхьо,më vonë
698,jetzt::ADV,хӏинца,tash
699,heute::ADV,тахана,sot
700,morgen::ADV,кхана,nesër
701,bald::ADV,кеста,shpejt
702,bald::ADV,кеста,së shpejti
703,dann::ADV,тӏаккха,pastaj
704,gestern::ADV,селхана,dje
705,einst::ADV,цкъа,dikur
706,damals::ADV,хӏетахьь,atëherë
707,danach::ADV,тӏаккха,mandej
708,vorher::ADV,хьалхa,më parë
709,zuerst::ADV,хьалха,së pari
710,einmal::ADV,цкъа,njëherë
711,manchmal::ADV,цкъаццкъа,nganjëherë
712,oft::ADV,кест-кеста,shpesh
713,immer::ADV,даим,përherë
714,immer::ADV,даим,gjithnjë
715,niemals::ADV,цкъа а,kurrë
716,niemals::ADV,цкъа а,asnjëherë
717,hier::ADV,кхузахь,këtu
718,hierhin::ADV,кхуза,knej
719,von hier::ADV,кхузара,që këtej
720,von hier::ADV,кхузара,prej këtej
721,dort::ADV,цигахь,aty
722,dort::ADV,цигахь,atje
723,dorthin::ADV,цига,anej
724,geradeaus::ADV,нийса дӏа,drejt
725,vorwärts::ADV,хьалха,mbroth
726,vorwärts::ADV,хьалха,përpara
727,rückwärts::ADV,юха,mbrapsht
728,zurück::ADV,юха,prapa
729,zurück::ADV,юха,mbrapsht
730,unten::ADV,лахахь,poshtë
731,hinab::ADV,охьа,përposh
732,oben::ADV,лакхахь,lart
733,oben::ADV,лакхахь,sipër
734,hinauf::ADV,хьала,lart
735,hinauf::ADV,хьала,përpjetë
736,überall::ADV,массанхьа,kudo
737,nicht::ADV,ца,s'
738,nicht::ADV,ца,nuk
739,ein wenig::ADV,кӏеззиг,një tis
740,kaum::ADV,халла,mezi
741,sehr::ADV,вуно,fort
742,sehr::ADV,вуно,shumë
743,noch::ADV,кхин,ende
744,noch::ADV,кхин,akoma
745,nur::ADV,бен ...ца,vetëm
746,schon::ADV,хӏинцале,tashmë
747,wieder::ADV,юха а,përsëri
748,vergebens::ADV,эрна,kot
749,vor::PRP,хьалха,para
750,hinter::PRP,тӏехьа,prapa
751,hinter::PRP,тӏехьа,mbrapa
752,unter::PRP,кIелахь,nën
753,durch::PRP,чекх,nëpër
754,neben::PRP,юххе,pranë
755,neben::PRP,юххе,përbri
756,zwischen::PRP,юккъехь,midis
757,zwischen::PRP,юккъехь,ndërmjet
758,wegen::PRP,дуьхьа,për
759,dies::PRN,и,ky
760,dies::PRN,иза,ky
761,das::PRN,и,ky
762,das::PRN,иза,ky
763,alles::PRN,дерриг,gjithçka
764,ich::PRN,cо,unë
765,du::PRN,хьо,ti
766,er::PRN,и,ai
767,er::PRN,иза,ai
768,wir::PRN,тхо,ne
769,wir::PRN,вай,ne
770,ihr::PRN,шу,ju
771,sie::PRN,уьш,ata
772,was::FPRN,хӏун,ç'
773,was::FPRN,хӏун,çfarë
774,wer::FPRN,мила,kush
775,wo::FADV,мичaхь,ku
776,wohin::FADV,мича,për ku
777,wie::FADV,муха,si
778,warum::FADV,хӏунда,pse
779,warum::FADV,хӏунда,përse
780,wieviel::FNUM,мел,sa
781,wieviel::FNUM,маса,sa
782,eins::NUM,цхьаъ,një
783,zwei::NUM,шиъ,dy
