,Concept_ID,kv,it
803,nur::ADV,только,soltanto
804,schon::ADV,ни,già
805,wieder::ADV,бӧра,di nuovo
806,vergebens::ADV,весись,invano
807,vor::PRP,одзас,davanti a
808,hinter::PRP,бӧрӧ,dietro
809,unter::PRP,увтын,sotto
810,durch::PRP,пыр,per
811,durch::PRP,пыр,attraverso
812,neben::PRP,бокам,a accanto a
813,neben::PRP,боксиным,a accanto a
814,zwischen::PRP,коласас,fra
815,wegen::PRP,понда,a causa di
816,dies::PRN,эта,ciò
817,dies::PRN,эта,questo
818,das::PRN,сiя,ciò
819,das::PRN,сiя,quello
820,alles::PRN,быдӧс,tutto
821,ich::PRN,ме,ìo
822,du::PRN,тэ,tu
823,er::PRN,сiя,lui
824,er::PRN,сiя,egli
825,wir::PRN,мийӧ,noi
826,ihr::PRN,ті,voi
827,sie::PRN,нія,loro
828,was::FPRN,мый,che
829,was::FPRN,мый,che cosa
830,wer::FPRN,кин,chi
831,wo::FADV,кытӧн,dove
832,wohin::FADV,кытчӧ,dove
833,wie::FADV,дзик,come
834,warum::FADV,мыля,perche
835,warum::FADV,мыйсянь,perche
836,wieviel::FNUM,мымда,quanto
837,eins::NUM,ӧт,uno
838,zwei::NUM,кык,due
839,drei::NUM,куим,tre
840,vier::NUM,нёль,quattro
841,fünf::NUM,вит,cinque
842,sechs::NUM,квать,sei
843,sieben::NUM,сизим,sette
844,acht::NUM,кыкьямыс,otto
845,neun::NUM,ӧкмыс,nove
846,zehn::NUM,дас,dieci
847,elf::NUM,дасотік,ùndici
848,zwölf::NUM,даскык,dodici
849,zwanzig::NUM,кыкдас,venti
850,dreißig::NUM,куимдас,trenta
851,vierzig::NUM,нёльдас,quaranta
852,fünfzig::NUM,витдас,cinquanta
853,sechzig::NUM,кватьдас,sessanta
854,siebzig::NUM,сизимдас,settanta
855,achtzig::NUM,кыкьямысдас,ottanta
856,neunzig::NUM,ӧкмысдас,novanta
857,hundert::NUM,сто,cento
858,tausend::NUM,тысяча,mille
859,und::CNJ,и,e
860,und::CNJ,да,e
861,oder::CNJ,или,o
862,stehen::V,сулавны,stare in piedi
863,sitzen::V,пукавны,sedere
864,sitzen::V,пукавны,stare seduto
865,liegen::V,куйлыны,giacere
866,hängen::V,ӧшавны,pèndere
867,hängen::V,ӧшавны,èssere appeso
868,werden::V,лоны,farsi
869,werden::V,лоны,diventare
870,passieren::V,аркмыны,succèdere
871,beginnen::V,петны,cominciare
872,enden::V,-сь,finire
873,enden::V,-сь,terminare
874,enden::V,бырны,finire
875,enden::V,бырны,terminare
876,wechseln::V,вежсьыны,variare
877,wechseln::V,вежсьыны,cambiare
878,aufgehen[Sonne]::V,петавны,sòrgere
879,aufgehen[Sonne]::V,петавны,spuntare
880,untergehen[Sonne]::V,пуксьыны,tramontare
881,scheinen[Sonne]::V,югьявны,splèndere
882,donnern::V,гымавны,tonare
883,wehen::V,пӧлявны,soffiare
884,strömen::V,киссьыны,fluire
885,fließen::V,визывтны,fluire
886,fließen::V,визывтны,scorrere
887,sich drehen::V,бергавны,girarsi
888,schwanken::V,кӧвьясьны,oscillare
889,schwanken::V,кӧвьясьны,barcollare
890,schwingen::V,дюттясьны,vibrare
891,schwingen::V,дюттясьны,oscillare
892,fallen::V,усьны,cadere
893,brennen::V,сотчыны,àrdere
894,brennen::V,сотчыны,bruciare
895,rauchen::V,тшынасьны,fumare
896,regnen::V,зэрны,piòvere
897,gefrieren::V,гегдыны,gelarsi
898,gefrieren::V,гегдыны,congelarsi
899,tauen::V,сывны,sciògliersi
900,schmelzen::V,сывны,fòndere
901,schmelzen::V,сывны,sciògliersi
902,trocknen::V,косьмыны,asciugarsi
903,sieden::V,пизьны,bollire
904,faulen::V,нёльзьыны,marcire
905,verfaulen::V,тӧрмыны,imputridire
906,verfaulen::V,сiсьмыны,imputridire
907,reißen::V,косясьны,strapparsi
908,versinken::V,вӧйны,affondare
909,vergehen::V,мунны,passare
910,erscheinen::V,мыччисьны,apparire
911,erscheinen::V,мыччисьны,comparire
912,verschwinden::V,ӧшны,sparire
913,verschwinden::V,ӧшны,scomparire
914,sinken::V,ямны,calare
915,sinken::V,ямны,scendere
916,abnehmen::V,ямны,diminuire
917,zunehmen::V,паськавны,aumentare
918,steigen::V,лэбтiсьны,salire
919,steigen::V,лэбтiсьны,montare
920,wachsen::V,быдмыны,crescere
921,glänzen::V,свиттявны,splèndere
922,funkeln::V,югйовтлыны,brillare
923,funkeln::V,югйовтлыны,scintillare
924,funkeln::V,югйӧв-керны,brillare
925,funkeln::V,югйӧв-керны,scintillare
926,lärmen::V,чавзыны,strepitare
927,lärmen::V,чавзыны,fare chiasso
928,läuten::V,диньгыны,suonare
929,klingeln::V,силькӧтны,suonare
930,klirren::V,жольӧтны,tintinnare
931,brausen::V,гуасьны,rombare
932,brausen::V,гуасьны,rumoreggiare
933,rauschen::V,кышӧтны,frusciare
934,klingen::V,горавны,suonare
935,bellen::V,увтны,latrare
936,bellen::V,увтны,abbaiare
937,bellen::V,вувтны,latrare
938,bellen::V,вувтны,abbaiare
939,heulen::V,уннявны,urlare
940,heulen::V,уннявны,ululare
941,blasen::V,пӧлявны,soffiare
942,pfeifen::V,пиксыны,fischiare
943,schreien::V,айзыны,gridare
944,stöhnen::V,ойзыны,gèmere
945,stöhnen::V,ружтыны,gèmere
946,zittern::V,легьявны,tremare
947,leben::V,овны,vìvere
948,geboren werden::V,шогмыны,nàscere
949,atmen::V,лолавны,respirare
950,trinken::V,юны,bere
951,essen::V,сёйны,mangiare
952,schlucken::V,ньылавны,inghiottire
953,müde werden::V,мыдзны,stancarsi
954,einschlafen::V,ланьтны,addormentarsi
955,schlafen::V,узьны,dormire
956,aufwachen::V,саймыны,svegliarsi
957,aufwachen::V,пальмыны,svegliarsi
958,aufstehen::V,сувтны,levarsi
959,sich erholen::V,шоччисьлыны,riposarsi
960,krank werden::V,моржитны,ammalarsi
961,krank sein::V,шогавны,èssere malato
962,krank sein::V,визьӧтны,èssere malato
963,schmerzen::V,висьны,dolere
964,husten::V,кашляйтны,tossire
965,genesen::V,бурдны,guarire
966,sterben::V,кувны,morire
967,umkommen::V,вийсьыны,perire
968,sich bewegen::V,локны,agitarsi
969,sich bewegen::V,ветлӧтны,agitarsi
970,sich rühren::V,вӧрзьӧтчыны,muòversi
971,sich erheben::V,сувтны,alzarsi
972,sich setzen::V,пуксьыны,sedersi
973,hinfallen::V,пӧрласьны,cadere
974,laufen::V,мунны,camminare
975,laufen::V,мунны,andare a piedi
976,schreiten::V,тальччавны,andare
977,schreiten::V,тальччавны,procedere
978,spazierengehen::V,котрасьны,passeggiare
979,spazierengehen::V,котрасьны,andare a passeggio
980,eilen::V,тэрмасьны,andare in fretta
981,sich beeilen::V,тэрмасьны,affrettarsi
982,sausen::V,вирдавны-котӧртны,volare
983,sausen::V,вирдавны-котӧртны,correre
984,springen::V,чеччавны,saltare
985,klettern::V,кышасьны,arrampicarsi
986,schaukeln::V,чурликасьны,fare l'altalena
987,kriechen::V,кыскасьны-мунны,strisciare
988,schwimmen::V,вартчыны,nuotare
989,tauchen::V,сунгисьны ваӧ,tuffarsi
990,tauchen::V,сунгисьны ваӧ,immèrgersi
991,rudern::V,сынны,remare
992,fahren::V,мунны,andare
993,fahren::V,мунны,viaggiare
994,fliegen::V,лэбавны,volare
995,gehen::V,мунны,andare
996,weggehen::V,мунны,andàrsene
997,weggehen::V,мунны,andare via
998,abfahren::V,иньдӧтчыны,partire
999,abfahren::V,мунны,partire
1000,anhalten::V,сувтны,fermarsi
1001,hineingehen::V,пырны,entrare
1002,eintreten::V,пырны,entrare
1003,kommen::V,локны,venire
1004,ankommen::V,локны,arrivare
1005,zurückkommen::V,бертны,ritornare
1006,zurückkommen::V,панӧвтсьыны,ritornare
1007,bleiben::V,кольччыны,restare
1008,bleiben::V,кольччыны,rimanere
1009,warten::V,видзчисьны,aspettare
1010,erwarten::V,видзчисьны,attèndere
1011,suchen::V,кошшыны,cercare
1012,finden::V,адззыны,trovare
1013,versuchen::V,пондыны,tentare
1014,versuchen::V,пондӧтны,tentare
1015,vorbereiten::V,лӧсьӧтны,preparare
1016,lieben::V,милуйтны,amare
1017,mögen::V,радейтны,piacere a
1018,mögen::V,радейтны,volere bene a
1019,lachen::V,серавны,rìdere
1020,rühren::V,сьӧлӧм вӧрзьӧтны,commuòvere
1021,weinen::V,горзыны,piàngere
1022,schimpfen::V,видчыны,imprecare
1023,sich ärgern::V,лёкавны,stizzirsi
1024,sich ärgern::V,лёкавны,arrabbiarsi
1025,sich fürchten::V,повны,avere paura
1026,fürchten::V,повны,temere
1027,fliehen::V,пышшыны,fuggire
1028,flüchten::V,пышшыны,sfuggire
1029,sehen::V,адззыны,vedere
1030,anschauen::V,видзӧтны,guardare
1031,ansehen::V,видзӧтны,guardare
1032,hören::V,кывны,udire
1033,hören::V,кывны,sentire
1034,zuhören::V,кывзыны,ascoltare
1035,probieren::V,пешлыны,degustare
1036,probieren::V,пешлыны,assaggiare
1037,riechen::V,дукавны,sentire
1038,fühlen::V,кывны,sentire
1039,scheinen::V,декуйтчыны,parere
1040,scheinen::V,декуйтчыны,sembrare
1041,zu sehen sein::V,тыдавны,vedersi
1042,vernehmen::V,тӧдмавны,sentire
1043,vernehmen::V,тӧдмавны,percepire
1044,frieren::V,гегдыны,aver freddo
1045,tun::V,керны,fare
1046,können::V,вермыны,sapere
1047,wollen::V,мӧдны,volere
1048,anfangen::V,петны,iniziare
1049,anfangen::V,петны,cominciare
1050,beenden::V,ештӧтны,finire
1051,beenden::V,ештӧтны,terminare
1052,beenden::V,керыштны,finire
1053,beenden::V,керыштны,terminare
1054,aufhören::V,дугдыны,finire
1055,aufhören::V,дугдыны,cessare
1056,gelingen::V,шогмыны,riuscire
1057,geraten::V,мыччисьны,stare
1058,öffnen::V,осьтны,aprire
1059,schließen::V,пӧднавны,chiùdere
1060,stellen::V,сувтӧтны,porre
1061,stellen::V,сувтӧтны,mettere
1062,setzen::V,пуксьӧтны,porre
1063,setzen::V,пуксьӧтны,mettere
1064,legen::V,пуктыны,posare
1065,legen::V,пуктыны,mettere
1066,berühren::V,вӧрзьӧтны,toccare
1067,verbinden::V,йитны,unire
1068,verbinden::V,йитны,congiùngere
1069,bedecken::V,вевттьыны,coprire
1070,bedecken::V,вевттьыны,ricoprire
1071,aufhängen::V,ӧшӧтны,attaccare
1072,anzünden::V,ӧзтыны,accèndere
1073,anzünden::V,ӧзтыны,incendiare
1074,aufheben::V,лэбтыны,raccògliere
1075,zurücklassen::V,кольны,lasciare
1076,zurücklassen::V,кольны,lasciare indietro
1077,verlieren::V,ӧштыны,pèrdere
1078,fallen lassen::V,уськӧтны,lasciare cadere
1079,machen::V,керны,fare
1080,herstellen::V,вӧчны,produrre
1081,herstellen::V,вӧчны,fabbricare
1082,bauen::V,строитны,costruire
1083,reparieren::V,вочны,riparare
1084,verbessern::V,бурсьӧтны,migliorare
1085,ändern::V,вежны,mutare
1086,ändern::V,вежны,cambiare
1087,graben::V,гарйыны,scavare
1088,beugen::V,кусіньтны,chinare
1089,beugen::V,кусіньтны,flettere
1090,biegen::V,чукыльтыштны,tòrcere
1091,drehen::V,бергӧтны,girare
1092,wenden::V,бергӧтны,girare
1093,wenden::V,бергӧтны,voltare
1094,umdrehen::V,бергӧтны,rivoltare
1095,heben::V,лэбтыны,levare
1096,hochheben::V,лэбтыны,levare
1097,hochheben::V,лэбтыны,sollevare
1098,ergreifen::V,кватитны,afferrare
1099,halten::V,видзны,tenere
1100,drücken::V,личкыны,premere
1101,schieben::V,тойлавны,spìngere
1102,kratzen::V,шаркӧтны,grattare
1103,kratzen::V,шаркӧтны,graffiare
1104,lecken::V,нювны,leccare
1105,beißen::V,йирны,mòrdere
1106,abreißen::V,орӧтны,staccarsi
1107,abreißen::V,орӧтны,strapparsi
1108,abschneiden::V,шӧрыштны,tagliare
1109,abschneiden::V,вундыштны,tagliare
1110,binden::V,гӧрдззыны,legare
1111,binden::V,гӧрдззыны,bendare
1112,stecken::V,мӧртны,ficcare
1113,brechen::V,жугдыны,rompere
1114,klopfen::V,зукӧтны,bàttere
1115,hauen::V,желльыны,picchiare
1116,kleben::V,лякӧтны,incollare
1117,reiben::V,зыртны,fregare
1118,streichen::V,мавтны,spalmare
1119,schleifen::V,кыскыны,arrotare
1120,schneiden::V,вундавны,tagliare
1121,rütteln::V,шатлавны,scuòtere
1122,schütteln::V,зыбӧтны,agitare
1123,schütteln::V,зыбӧтны,scuòtere
1124,schwenken::V,ӧвтны,agitare
1125,schwenken::V,ӧвтны,sventolare
1126,schwenken::V,макайтны,agitare
1127,schwenken::V,макайтны,sventolare
1128,schütten::V,кисьтны,versare
1129,füllen::V,тыртны,riempire
1130,füllen::V,тырсьӧтны,riempire
1131,einwickeln::V,тубны,involtare
1132,tragen::V,новйӧтны,portare
1133,schleppen::V,кыскыны,trainare
1134,schleppen::V,кыскыны,trascinare
1135,ziehen::V,кыскыны,tirare
1136,aufbewahren::V,видзны,custodire
1137,aufbewahren::V,видзны,conservare
1138,werfen::V,шентывлыны,gettare
1139,werfen::V,шентывлыны,lanciare
1140,fangen::V,кутны,prèndere
1141,fangen::V,кутны,acchiappare
1142,packen::V,кутасьны,pigliare
1143,packen::V,кутасьны,afferrare
1144,packen::V,кватитны,pigliare
1145,packen::V,кватитны,afferrare
1146,verstecken::V,дзебны,nascondere
1147,teilen::V,торйӧтны,divìdere
1148,schicken::V,иньдыны,inviare
1149,bringen::V,вайны,portare
1150,bringen::V,вайны,apportare
1151,hinzufügen::V,содтыны,aggiùngere
1152,bekommen::V,получитны,ricevere
1153,erhalten::V,получитны,ricevere
1154,nehmen::V,босьтны,prèndere
1155,wählen::V,бӧрйыны,elèggere
1156,wählen::V,бӧрйыны,scegliere
1157,auswählen::V,бӧрйыны,scegliere
1158,bewahren::V,видзны,conservare
1159,behindern::V,падтыны,impedire
1160,verderben::V,изводавны,guastare
1161,beschädigen::V,паздыны,danneggiare
1162,zerbrechen::V,паздыны,rompere
1163,zerbrechen::V,паздыны,spezzare
1164,zerreißen::V,косявны,stracciare
1165,zerstören::V,паздыны,distrùggere
1166,verbrennen::V,сотны,bruciare
1167,geben::V,сетны,dare
1168,reichen::V,сетны,pòrgere
1169,schenken::V,козьнавны,regalare
1170,versprechen::V,кӧсйыны,promettere
1171,wünschen::V,бурсьыны,augurare
1172,loben::V,ошкыны,lodare
1173,küssen::V,окавны,baciare
1174,wiegen::V,тюттьӧтны,cullare
1175,wiegen::V,тюттьӧтны,dondolare
1176,zudecken::V,вевттьыны,coprire
1177,wecken::V,саймӧтны,svegliare
1178,zeigen::V,мыччавны,indicare
1179,führen::V,нуӧтны,guidare
1180,führen::V,нуӧтны,condurre
1181,lehren::V,велӧтны,insegnare
1182,unterrichten::V,велӧтны,istruire
1183,unterrichten::V,велӧтны,insegnare
1184,aufziehen::V,быдтыны,allevare
1185,leiten::V,юравны,avviare
1186,leiten::V,юравны,dirìgere
1187,leiten::V,веськӧтлыны,avviare
1188,leiten::V,веськӧтлыны,dirìgere
1189,antreiben::V,тэрмӧтны,incitare
1190,lassen::V,-ӧтыны,fare
1191,einladen::V,корны,invitare
1192,vereinigen::V,ӧтувтны,unire
1193,vereinigen::V,ӧтлаавны,unire
1194,besuchen::V,пыравлыны,visitare
1195,besuchen::V,пыравлыны,far vìsita a
1196,treffen::V,пантавны,incontrare
1197,sich versammeln::V,ӧксьыны,rinunirsi
1198,spielen::V,орсны,giocare
1199,singen::V,сьывны,cantare
1200,tanzen::V,йӧктыны,danzare
1201,sich trennen::V,торьясьны,separarsi
1202,verlassen::V,кольны,lasciare
1203,verlassen::V,кольны,abbandonare
1204,retten::V,мынтны,salvare
1205,bewachen::V,смекайтны,custodire
1206,schützen::V,дорйыны,protèggere
1207,verteidigen::V,дорйыны,difèndere
1208,sich schlagen::V,тышкасьны,bàttersi
1209,schießen::V,лыйны,sparare
1210,siegen::V,вермыны,vìncere
1211,ärgern::V,лӧгӧтны,stizzire
1212,schlagen::V,базнитны,bàttere
1213,treten::V,чужьявны,calciare
1214,stechen::V,бытшкыны,pùngere
1215,stoßen::V,тапкыны,urtare
1216,stoßen::V,тапкыны,spìngere
1217,stoßen::V,тойыштны,urtare
1218,stoßen::V,тойыштны,spìngere
1219,stehlen::V,гусявны,rubare
1220,stören::V,костіавны,disturbare
1221,belästigen::V,назыляйтны,molestare
1222,belästigen::V,назыляйтны,importunare
1223,verbergen::V,дзебны,celare
1224,verbergen::V,дзебны,nascondere
1225,täuschen::V,бӧбӧтны,ingannare
1226,täuschen::V,пӧрьявны,ingannare
1227,betrügen::V,муклачитны,frodare
1228,betrügen::V,муклачитны,truffare
1229,töten::V,вийны,uccìdere
1230,wohnen::V,овны,abitare
1231,arbeiten::V,уджавны,lavorare
1232,sammeln::V,ӧктыны,raccògliere
1233,sammeln::V,ӧктыны,collezionare
1234,pflücken::V,судзлавны,cògliere
1235,jagen::V,вӧравны,cacciare
1236,fischen::V,чериавны,pescare
1237,fassen::V,кутны,catturare
1238,fassen::V,кутны,acchiappare
1239,hüten::V,вердны,pascolare
1240,hüten::V,йирсьӧтны,pascolare
1241,treiben::V,вашӧтны,spìngere
1242,anbinden::V,кӧртавны,legare
1243,anbinden::V,кӧртавны,attaccare
1244,füttern::V,вердны,dar da mangiare a
1245,melken::V,высьтыны,mùngere
1246,melken::V,чилькӧтны,mùngere
1247,hacken::V,керавны,tritare
1248,hacken::V,керавны,spaccare
1249,gießen::V,киськавны,annaffiare
1250,reifen::V,кисьмыны,maturare
1251,zubereiten::V,лӧсьӧтны,preparare
1252,kochen::V,пуны,cuòcere
1253,backen::V,пӧжавны,cuòcere
1254,backen::V,пӧжавны,cuòcere al forno
1255,braten::V,жаритны,frìggere
1256,braten::V,жаритны,arrostire
1257,umrühren::V,соравны,mescolare
1258,stricken::V,домавны,llavorare a maglia
1259,nähen::V,вурны,cucire
1260,färben::V,краситны,tìngere
1261,reinigen::V,весӧтны,pulire
1262,reinigen::V,весӧтны,nettare
1263,waschen::V,пеславны,lavare
1264,abwischen::V,чышкыны,asciugare
1265,spülen::V,гывьявны,lavare
1266,spülen::V,гывьявны,sciacquare
1267,fegen::V,чышкыны,spazzare
1268,kehren::V,чышкыны,spazzare
1269,baden::V,купайтчыны ,bagnarsi
1270,baden::V,купайтчыны ,fare il bagno
1271,sich waschen::V,миссьыны,lavarsi
1272,ausziehen::V,гыжтӧтны,tògliersi
1273,ausziehen::V,пӧрччавны,tògliersi
1274,anziehen::V,пасьтавны,mettersi
1275,anziehen::V,пасьтавны,indossare
1276,sich anziehen::V,пасьтасьны,vestirsi
1277,kämmen::V,сынавны,pettinare
1278,schmücken::V,баситны,ornare
1279,schmücken::V,баситны,decorare
1280,sagen::V,висьтавны,dire
1281,sprechen::V,шуны,parlare
1282,reden::V,баитны,parlare
1283,sich unterhalten::V,сёрнитны,conversare
1284,fragen::V,юавны,chièdere
1285,fragen::V,юавны,domandare
1286,bitten::V,корны,pregare
1287,erzählen::V,висьтавны,narrare
1288,erzählen::V,висьтавны,raccontare
1289,mitteilen::V,висьтавны,comunicare
1290,nennen::V,нимтны,nominare
1291,rufen::V,китсавны,chiamare
1292,rufen::V,корны,chiamare
1293,rufen::V,чукӧстны,chiamare
1294,prahlen::V,ошшасьны,vantarsi
1295,übersetzen::V,вуджӧтны,tradurre
1296,denken::V,чайтны,pensare
1297,glauben::V,веритны,credere
1298,bemerken::V,казявны,notare
1299,bemerken::V,казявны,osservare
1300,erkennen::V,тӧдсавны,riconoscere
1301,begreifen::V,вежӧртны,capire
1302,begreifen::V,вежӧртны,comprèndere
1303,verstehen::V,кывны,intèndere
1304,verstehen::V,кывны,comprèndere
1305,lernen::V,велӧтчыны,imparare
1306,lernen::V,велӧтчыны,apprèndere
1307,wissen::V,тӧдны,sapere
1308,sich erinnern an::V,касьтывны,ricordare
1309,sich erinnern an::V,касьтывны,ricordarsi di
1310,vergessen::V,вунӧтны,dimenticare
1311,messen::V,меряйтны,misurare
1312,zählen::V,лыддьыны,contare
1313,rechnen::V,лыддьыны,contare
1314,rechnen::V,лыддьыны,calcolare
1315,lesen::V,лыддьӧтны,lèggere
1316,zeichnen::V,гижмавны,disegnare
1317,schreiben::V,гижны,scrìvere
1318,besitzen::V,лоны,possedere
1319,kaufen::V,небны,comprare
1320,kaufen::V,небны,acquistare
1321,verkaufen::V,вузавны,vendere
1322,bezahlen::V,вештыны,pagare
1323,zahlen::V,вештыны,pagare
1324,ertragen::V,терпитны,sopportare
1325,Insel::N,,ìsola
1326,Menge::N,,quantità
1327,Gewalt::N,,violenza
1328,Alter::N,,età
1329,richtig::A,,giusto
1330,wahr::A,,vero
1331,berühmt::A,,famoso
1332,berühmt::A,,cèlebre
1333,allein::ADV,,solo
1334,allein::ADV,,da solo
1335,rennen::V,,correre
1336,malen::V,,dipìngere
1337,beherrschen::V,,dominare
