,Concept_ID,az,la
303,Spiel::N,tamaşa,ludus
304,Gesellschaft::N,cəmiyyet,societas
305,Hilfe::N,kömək,auxilium
306,Hilfe::N,kömək,subsidium
307,Hilfe::N,yardım,auxilium
308,Hilfe::N,yardım,subsidium
309,Freund::N,dost,amicus
310,Kamerad::N,yoldaş,socius
311,Angelegenheit::N,iş,res
312,Anzahl::N,say,numerus
313,Art::N,çeşid,genus
314,Stück::N,dənə,frustum
315,Stück::N,dənə,fragmentum
316,Stück::N,parça,frustum
317,Stück::N,parça,fragmentum
318,Teil::N,qisim,pars
319,Hälfte::N,yarım,dimidium
320,Kreis::N,dairə,orbis
321,Kreis::N,dairə,circus
322,Kreuz::N,xaç,crux
323,Linie::N,xətt,linea
324,Strich::N,cızıq,lineamentum
325,Abstand::N,məsafə,intervallum
326,Entfernung::N,məsafə,spatium
327,Entfernung::N,uzaqlıq,spatium
328,Gegend::N,bölgə,loca
329,Gegend::N,bölgə,regio
330,Platz::N,yer,locus
331,Ort::N,yer,locus
332,Seite::N,yan,latus
333,Seite::N,tərəf,latus
334,Mitte::N,orta,medium
335,Gegenstand::N,şey,res
336,Sache::N,şey,res
337,Rand::N,kənar,margo
338,Kante::N,tiyə,angulus
339,Kante::N,kənar,angulus
340,Ecke::N,bucaq,angulus
341,Spitze::N,uc,cacumen
342,Ende::N,son,caput
343,Ende::N,axır,caput
344,Loch::N,deşik,foramen
345,Winkel::N,guşə,angulus
346,Muster::N,ülgü,exemplum
347,Größe::N,böyüklük,magnitudo
348,Länge::N,uzunluq,longitudo
349,Höhe::N,yüksəklik,altitudo
350,Gewicht::N,çəki,pondus
351,Gewicht::N,ağırlıq,pondus
352,Menge::N,miqdar,copia
353,Haufen::N,yığın,acervus
354,Reihe::N,səf,ordo
355,Reihe::N,sıra,ordo
356,Boot::N,qayıq,navicula
357,Ruder::N,kürək,remus
358,Schlitten::N,kirşə,sclodia
359,Ski::N,xizək,narta
360,Lagerfeuer::N,düşərgə tonqalı,ignis
361,Last::N,yük,onus
362,Gang::N,yeriş,cursus
363,Schritt::N,addım,gradus
364,Norden::N,şimal,septentriones
365,Süden::N,cənub,meridies
366,Westen::N,qərb,occidens
367,Osten::N,şərq,oriens
368,Holz::N,ağac,lignum
369,Holz::N,taxta,lignum
370,Brett::N,taxta,tabula
371,Platte::N,lövhə,lamina
372,Stütze::N,dayaq,adminiculum
373,Stütze::N,dəstək,adminiculum
374,Stange::N,şüvül,pertica
375,Stock::N,dəyənək,baculum
376,Stab::N,əsa,scipio
377,Stab::N,şüvül,scipio
378,Rohr::N,boru,tubus
379,Rohr::N,truba,tubus
380,Haus::N,ev,aedes
381,Heim::N,ev,domicilium
382,Ofen::N,peç,fornax
383,Ofen::N,soba,fornax
384,Fußboden::N,döşəmə,solum
385,Tisch::N,masa,mensa
386,Stuhl::N,stul,sella
387,Wiege::N,beşik,cunae
388,Bett::N,yataq,lectus
389,Regal::N,rəf,foruli
390,Kiste::N,yeşik,cista
391,Kiste::N,sandıq,cista
392,Fenster::N,pəncərə,fenestra
393,Tür::N,qapı,ianua
394,Tor::N,darvaza,porta
395,Zaun::N,çəpər,saepes
396,Dach::N,dam,tectum
397,Leiter::N,nərdivan,scalae
398,Besen::N,süpürgə,scopae
399,Spaten::N,kürək,pala
400,Schaufel::N,kürək,pala
401,Gabel::N,çəngəl,fuscinula
402,Löffel::N,qaşıq,coclear
403,Messer::N,bıçaq,culter
404,Nagel::N,mıx,clavus
405,Netz::N,tor,rete
406,Haken::N,çəngəl,hamus
407,Griff::N,qulp,manubrium
408,Griff::N,tutacaq,manubrium
409,Schloss::N,qıfıl,claustra
410,Bild::N,rəsm,tabula
411,Bild::N,rəsm,pictura
412,Figur::N,şəkil,statunculum
413,Figur::N,heykəl,statunculum
414,Puppe::N,kukla,pupa
415,Puppe::N,gəlincik,pupa
416,Beutel::N,kisə,sacculus
417,Beutel::N,torba,sacculus
418,Bündel::N,bağlama,fascis
419,Tasche::N,çanta,sacculus
420,Eimer::N,vedrə,situla
421,Eimer::N,çəllək,situla
422,Deckel::N,qapaq,operculum
423,Geschirr::N,qab-qazan,vasa
424,Sack::N,çuval,saccus
425,Tasse::N,fincan,pocillum
426,Topf::N,qazan,olla
427,Kessel::N,qazan,aenum
428,Essen::N,yemək,cena
429,Nahrung::N,qida,cibus
430,Nahrung::N,qida,alimenta
431,Speise::N,xörək,cibus
432,Fleisch::N,ət,caro
433,Getreide::N,taxıl,frumentum
434,Brei::N,aş,puls
435,Brei::N,sıyıq,puls
436,Brot::N,çörək,panis
437,Scheibe::N,dilim,frustum
438,Fett::N,yağ,pingue
439,Butter::N,kərə yağı,butȳrum
440,Öl::N,yağ,oleum
441,Salz::N,duz,sal
442,Suppe::N,şorba,ius
443,Honig::N,bal,mel
444,Milch::N,süd,lac
445,Tee::N,çay,thea
446,Leder::N,dəri,corium
447,Wolle::N,yun,lana
448,Stoff::N,qumaş,textum
449,Nadel::N,iynə,acus
450,Faden::N,sap,filum
451,Knopf::N,düymə,bulla
452,Knoten::N,düyün,nodus
453,Farbe::N,boya,pigmentum
454,Kleidung::N,geyim,vestimenta
455,Hemd::N,köynək,tunica
456,Kragen::N,yaxa,collare
457,Ärmel::N,qol,manica
458,Hose::N,şalvar,bracae
459,Gürtel::N,kəmər,cingulum
460,Mütze::N,şapka,pilleus
461,Schuh::N,tufli,calceus
462,Schuh::N,ayaqqabı,calceus
463,Stiefel::N,çəkmə,pero
464,Stiefel::N,çəkmə,caliga
465,Ring::N,üzük,anulus
466,Band::N,lent,redimiculum
467,Kamm::N,daraq,pecten
468,Spiegel::N,güzgü,speculum
469,Riemen::N,qayış,lorum
470,Schnur::N,ip,linum
471,Leine::N,kəmsik,retinaculum
472,Decke::N,ədyal,lodix
473,Decke::N,yorğan,lodix
474,Kissen::N,yastıq,pulvinus
475,Tuch::N,şarf,velum
476,Tuch::N,kaşne,velum
477,Handtuch::N,dəsmal,mantele
478,Kraft::N,güc,vis
479,Stärke::N,qüvvət,robur
480,Gesundheit::N,sağlamlıq,valetudo
481,Krankheit::N,xəstəlik,morbus
482,Schmerz::N,ağrı,dolor
483,Schmerz::N,sancı,dolor
484,Wunde::N,yara,vulnus
485,Fieber::N,isitmə,febris
486,Fieber::N,qızdırma,febris
487,Arznei::N,ilaç,remedium
488,Arznei::N,dərman,remedium
489,Brücke::N,körpü,pons
490,Brunnen::N,quyu,puteus
491,Weide::N,otlaq,pascua
492,Pfad::N,cığır,semita
493,Weg::N,yol,iter
494,Straße::N,küçə,via
495,Dorf::N,kənd,vicus
496,Stadt::N,şəhər,urbs
497,Stadt::N,şəhər,oppidum
498,Brief::N,məktub,epistula
499,Buch::N,kitab,liber
500,Buchstabe::N,hərf,littera
501,Zeitung::N,qəzet,diurnum
502,Leben::N,həyat,vita
503,Tod::N,ölüm,mors
504,Grab::N,qəbir,sepulcrum
505,Kirche::N,kilsə,ecclesia
506,Sünde::N,günah,peccatum
507,Gott::N,tanrı,deus
508,Arbeiter::N,işçi,operarius
509,Chef::N,şef,praefectus
510,Chef::N,rəis,praefectus
511,Meister::N,usta,magister
512,Arzt::N,həkim,medicus
513,Arzt::N,doktor,medicus
514,Lehrer::N,müəllim,magister
515,Geld::N,pul,aes
516,Geld::N,pul,pecunia
517,Geschäft::N,ticarət,negotium
518,Laden::N,dükan,taberna
519,Preis::N,qiymət,pretium
520,Ware::N,mal,merx
521,Nutzen::N,fayda,utilitas
522,Reichtum::N,zənginlik,opes
523,Reichtum::N,zənginlik,divitiae
524,Welt::N,aləm,mundus
525,Welt::N,dünya,mundus
526,Land::N,ölkə,terra
527,Staat::N,dövlət,res publica
528,König::N,kral,rex
529,König::N,məlik,rex
530,Macht::N,qüdrət,potestas
531,Grenze::N,hüdud,limes
532,Grenze::N,sərhət,limes
533,Krieg::N,hərb,bellum
534,Krieg::N,müharibə,bellum
535,Feind::N,düşmən,inimicus
536,Gewalt::N,cəbr,vis
537,Kampf::N,savaş,pugna
538,Bogen[Waffe]::N,yay,arcus
539,Pfeil::N,ox,sagitta
540,Gewehr::N,tüfəng,sclopetum
541,Fehler::N,xəta,error
542,Lüge::N,yalan,mendacium
543,Schaden::N,ziyan,damnum
544,Schaden::N,ziyan,detrimentum
545,Unglück::N,bəla,miseria
546,Unglück::N,bəla,calamitas
547,Schuld::N,təqsir,culpa
548,Alter::N,yaş,aetas
549,Schluss::N,son,finis
550,Zeit::N,vaxt,tempus
551,Zeit::N,zaman,tempus
552,Tag::N,gün,dies
553,Morgen::N,sabah,mane
554,Mittag::N,günorta,meridies
555,Abend::N,axşam,vesper
556,Nacht::N,gecə,nox
557,Woche::N,həftə,septimana
558,Monat::N,ay,mensis
559,Jahr::N,il,annus
560,Frühling::N,yaz,ver
561,Frühling::N,bahar,ver
562,Sommer::N,yay,aestas
563,Herbst::N,payız,autumnus
564,Winter::N,qış,hiems
565,Januar::N,Janvar,Ianuarius
566,Februar::N,Fevral,Februarius
567,März::N,Mart,Martius
568,April::N,Aprel,Aprilis
569,Mai::N,May,Maius
570,Juni::N,İyun,Iunius
571,Juli::N,İyul,Iulius
572,August::N,Avqust,Augustus
573,September::N,Sentyabr,September
574,Oktober::N,Oktyabr,Octobris
575,November::N,Noyabr,Novembris
576,Dezember::N,Dekabr,December
577,Montag::N,bazar ertəsi,dies lunae
578,Dienstag::N,çərşənbə axşamı,dies Martis 
579,Mittwoch::N,çərşənbə,dies Mercurii
580,Donnerstag::N,cüme axşamı,dies Iovis
581,Freitag::N,cüme,dies Veneris
582,Samstag::N,şənbə,dies Saturni
583,Sonntag::N,bazar,dominicus
584,Sonntag::N,bazar,dies solis
585,groß::A,böyük,magnus
586,klein::A,kiçik,parvus
587,lang::A,uzun,longus
588,kurz::A,qısa,brevis
589,breit::A,enli,latus
590,breit::A,geniş,latus
591,schmal::A,dar,angustus
592,dicht::A,sıx,densus
593,dick[Gegenstand]::A,qalın,crassus
594,dünn::A,nazik,tenuis
595,fein::A,incə,subtilis
596,fest::A,bərk,solidus
597,fest::A,bərk,stabilis
598,fest::A,möhkəm,solidus
599,fest::A,möhkəm,stabilis
600,flach::A,düz,planus
601,glatt::A,hamar,levis
602,hart::A,sərt,durus
603,weich::A,yumşaq,mollis
604,rund::A,yuvarlaq,rotundus
605,spitz::A,uclu,acutus
606,spitz::A,sivri,acutus
607,scharf::A,kəskin,acer
608,stumpf::A,küt,hebes
609,schwer::A,ağır,gravis
610,schön::A,gözəl,pulcher
611,schön::A,gözəl,formosus
612,schön::A,gəşəng,pulcher
613,schön::A,gəşəng,formosus
614,heiß::A,isti,fervidus
615,warm::A,ilıq,calidus
616,kalt::A,soyuq,frigidus
617,kühl::A,sərin,frigidus
618,frisch::A,təzə,recens
619,feucht::A,nəm,umidus
620,nass::A,yaş,madidus
621,trocken::A,quru,aridus
622,voll::A,dolu,plenus
623,leer::A,boş,vacuus
624,offen::A,açıq,apertus
625,geschlossen::A,qapalı,clausus
626,sauber::A,təmiz,lautus
627,schmutzig::A,kirli,sordidus
628,roh::A,çiy,crudus
629,reif::A,yetişmiş,maturus
630,lecker::A,dadlı,delicatus
631,lecker::A,ləzzətli,delicatus
632,süß::A,şirin,dulcis
633,bitter::A,acı,amarus
634,bitter::A,acı,acerbus
635,sauer::A,turş,acidus
636,hell::A,aydın,clarus
637,dunkel::A,qaranlıq,obscurus
638,schwarz::A,qara,niger
639,weiß::A,ağ,albus
640,rot::A,qırmızı,ruber
641,gelb::A,sarı,flavus
642,blau::A,göy,caeruleus
643,blau::A,mavi,caeruleus
644,grün::A,yaşıl,viridis
645,grau::A,boz,canus
646,bunt::A,əlvan,varius
647,bunt::A,rəngli,varius
648,billig::A,ucuz,vilis
649,teuer::A,bahalı,carus
650,wertvoll::A,qiymətli,pretiosus
651,blind::A,kor,caecus
652,taub::A,kar,surdus
653,kräftig::A,güclü,robustus
654,stark::A,qüvvətli,firmus
655,stark::A,qüvvətli,validus
656,schwach::A,zəif,debilis
657,schwach::A,zəif,infirmus
658,schwach::A,gücsüz,debilis
659,schwach::A,gücsüz,infirmus
660,fett::A,şişman,crassus
661,schlank::A,zərif,procerus
662,hübsch::A,göyçək,pulcher
663,böse::A,fəna,improbus
664,dumm::A,axmaq,stultus
665,dumm::A,axmaq,stupidus
666,faul::A,tənbəl,piger
667,fleißig::A,çalışqan,sedulus
668,geizig::A,xəsis,avarus
669,klug::A,ağıllı,prudens
670,geschickt::A,bacarıqlı,sollers
671,lieb::A,əziz,carus
672,lieb::A,sevimli,carus
673,lustig::A,məzəli,iocosus
674,lustig::A,gülməli,iocosus
675,sanft::A,mülayim,clemens
676,hungrig::A,ac,impastus
677,krank::A,xəstə,aeger
678,nackt::A,çılpaq,nudus
679,traurig::A,qəmgin,maestus
680,traurig::A,kədərli,maestus
681,lebendig::A,canlı,vivus
682,gut::A,yaxşı,bonus
683,schlecht::A,pis,malus
684,richtig::A,doğru,rectus
685,schlimm::A,fəna,malus
686,wahr::A,gərçək,verus
687,alt::A,əski,antiquus
688,alt::A,köhnə,antiquus
689,neu::A,yeni,novus
690,ehemalig::A,əvvəlki,pristinus
691,alt[Lebewesen]::A,qoca,vetus
692,jung::A,gənc,iuvenis
693,arm::A,kasıb,pauper
694,arm::A,yoxsul,pauper
695,reich::A,zəngin,dives
696,bekannt::A,tanış,notus
697,berühmt::A,məşhur,celeber
698,berühmt::A,məşhur,illustris
699,fremd::A,yad,peregrinus
700,verschieden::A,dürlü,varius
701,nah::A,yaxın,propinquus
702,fern::A,uzaq,longinquus
703,linker::A,sol,sinister
704,rechter::A,sağ,dexter
705,anderer::A,başqa,alius
706,erster::A,birinci,primus
707,zweiter::A,ikinci,secundus
708,dritter::A,üçüncü,tertius
709,letzter::A,sonuncu,ultimus
710,letzter::A,axırıncı,ultimus
711,allein::ADV,tək,solum
712,allein::ADV,yalqız,solum
713,auf einmal::ADV,birdən,simul
714,zusammen::ADV,birlikdə,una
715,lange::ADV,uzun,diu
716,plötzlich::ADV,qəfildən,subito
717,plötzlich::ADV,qəfildən,repente
718,sofort::ADV,həmən,statim
719,sofort::ADV,dərhal,statim
720,später::ADV,sonra,postea
721,jetzt::ADV,indi,nunc
722,heute::ADV,bugün,hodie
723,morgen::ADV,sabah,cras
724,bald::ADV,yaxında,mox
725,bald::ADV,tezliklə,mox
726,dann::ADV,onda,deinde
727,gestern::ADV,dünən,heri
728,einst::ADV,əvvəllər,olim
729,damals::ADV,o vaxt,tum
730,danach::ADV,sonra,postea
731,vorher::ADV,qabaqcadan,antea
732,zuerst::ADV,əvvəl,primo
733,einmal::ADV,bir dəfə,semel
734,manchmal::ADV,hərdənbir,interdum
735,oft::ADV,tez-tez,saepe
736,oft::ADV,çox vaxt,saepe
737,immer::ADV,daimi,semper
738,immer::ADV,həmişə,semper
739,niemals::ADV,əsla,numquam
740,niemals::ADV,heç bir zaman,numquam
741,hier::ADV,bura,hic
742,hier::ADV,burada,hic
743,hierhin::ADV,buraya,huc
744,von hier::ADV,buradan,hinc
745,dort::ADV,ora,ibi
746,dort::ADV,orada,ibi
747,dorthin::ADV,oraya,eo
748,geradeaus::ADV,düz,recte
749,vorwärts::ADV,irəli,porro
750,rückwärts::ADV,geri,retro
751,zurück::ADV,geriyə,retro
752,unten::ADV,aşağıda,infra
753,hinab::ADV,aşağı,pessum
754,oben::ADV,yuxarıda,supra
755,hinauf::ADV,yuxarı,sursum
756,überall::ADV,hər yerdə,ubique
757,nicht::ADV,-ma-,non
758,ein wenig::ADV,bir az,paulum
759,kaum::ADV,güclə,vix
760,kaum::ADV,güclə,aegre
761,sehr::ADV,çox,valde
762,sehr::ADV,çox,magnopere
763,so::ADV,belə,ita
764,noch::ADV,hələ,etiam
765,nur::ADV,yalnız,solum
766,nur::ADV,yalnız,tantum
767,schon::ADV,artıq,iam
768,wieder::ADV,yenə,rursus
769,vergebens::ADV,boş yerə,frustra
770,vor::PRP,önündə,ante
771,hinter::PRP,arxasında,post
772,unter::PRP,altında,sub
773,durch::PRP,içindən,per
774,neben::PRP,yanında,iuxta
775,zwischen::PRP,arasında,inter
776,wegen::PRP,üçün,propter
777,wegen::PRP,ötəri,propter
778,dies::PRN,bu,hoc
779,das::PRN,o,id
780,alles::PRN,hər şey,omnia
781,ich::PRN,mən,ego
782,du::PRN,sən,tu
783,er::PRN,o,is
784,er::PRN,o,ille
785,wir::PRN,biz,nos
786,ihr::PRN,siz,vos
787,sie::PRN,onlar,ii
788,sie::PRN,onlar,illi
789,was::FPRN,nə,quid
790,wer::FPRN,kim,quis
791,wo::FADV,harada,ubi
792,wohin::FADV,haraya,quo
793,wie::FADV,necə,quomodo
794,warum::FADV,niyə,cur
795,warum::FADV,nə üçün,cur
796,wieviel::FNUM,neçə,quantum
797,wieviel::FNUM,nə qədər,quantum
798,eins::NUM,bir,unus
799,zwei::NUM,iki,duo
800,drei::NUM,üç,tres
801,vier::NUM,dörd,quattuor
802,fünf::NUM,beş,quinque
803,sechs::NUM,altı,sex
804,sieben::NUM,yeddi,septem
805,acht::NUM,səkkiz,octo
806,neun::NUM,doqquz,novem
807,zehn::NUM,on,decem
808,elf::NUM,on bir,undecim
809,zwölf::NUM,on iki,duodecim
810,zwanzig::NUM,iyirmi,viginti
811,dreißig::NUM,otuz,triginta
812,vierzig::NUM,qırx,quadraginta
813,fünfzig::NUM,əlli,quinquaginta
814,sechzig::NUM,altmış,sexaginta
815,siebzig::NUM,yetmiş,septuaginta
