,Concept_ID,uk,be
826,sinken::V,спадати,спадаць
827,abnehmen::V,поменшитися,паменшыцца
828,zunehmen::V,збільшуватися,павялічвацца
829,steigen::V,підніматися,паднімацца
830,wachsen::V,рости,расці
831,glänzen::V,блищати,блішчаць
832,funkeln::V,блискати,бліскаць
833,lärmen::V,шуміти,шумець
834,läuten::V,дзвонити,званіць
835,klingeln::V,дзвонити,званіць
836,klirren::V,дзвякати,бразгаць
837,brausen::V,бушувати,бушаваць
838,rauschen::V,шелестіти,шастаць
839,klingen::V,лунати,гучаць
840,klingen::V,звучати,гучаць
841,bellen::V,гавкати,брахаць
842,heulen::V,вити,выць
843,blasen::V,дунути,дзьмухнуць
844,pfeifen::V,свистіти,свістаць
845,schreien::V,кричати,крычаць
846,stöhnen::V,стогнати,стагнаць
847,zittern::V,тремтіти,дрыжаць
848,leben::V,жити,жыць
849,geboren werden::V,народитися,нарадзіцца
850,atmen::V,дихати,дыхаць
851,trinken::V,пити,піць
852,essen::V,їсти,есці
853,schlucken::V,ковтати,глытаць
854,müde werden::V,втомитися,стаміцца
855,einschlafen::V,заснути,заснуць
856,schlafen::V,спати,спаць
857,aufwachen::V,прокинутися,рассыпацца
858,aufstehen::V,встати,устаць
859,sich erholen::V,відпочивати,адпачываць
860,krank werden::V,захворіти,захварэць
861,krank sein::V,хворіти,хварэць
862,schmerzen::V,боліти,балець
863,husten::V,кашляти,кашляць
864,genesen::V,одужати,паправіцца
865,genesen::V,одужати,паздаравець
866,genesen::V,видужати,паправіцца
867,genesen::V,видужати,паздаравець
868,sterben::V,померти,памерці
869,umkommen::V,згинути,загінуць
870,sich bewegen::V,рухатися,рухацца
871,sich rühren::V,ворушитися,варушыцца
872,sich erheben::V,встати,устаць
873,sich setzen::V,сісти,сесці
874,hinfallen::V,упасти,упасці
875,laufen::V,ходити,хадзіць
876,schreiten::V,крокувати,шагаць
877,schreiten::V,крокувати,крочыць
878,spazierengehen::V,гуляти,гуляць
879,eilen::V,спішити,спяшацца
880,sich beeilen::V,поспішати,спяшацца
881,sausen::V,мчатися,імчацца
882,rennen::V,бігати,бегаць
883,springen::V,скакати,скакаць
884,springen::V,стрибати,скакаць
885,klettern::V,лазити,лазіць
886,schaukeln::V,гойдатися,гайдацца
887,kriechen::V,повзати,поўзаць
888,schwimmen::V,пливти,плаваць
889,schwimmen::V,плавати,плаваць
890,tauchen::V,пірнати,ныраць
891,rudern::V,гребти,веславаць
892,rudern::V,веслувати,веславаць
893,fahren::V,їхати,ехаць
894,fliegen::V,літати,лятаць
895,gehen::V,іти,ісці
896,weggehen::V,піти,пайсці
897,abfahren::V,від’їхати,адʼяжджаць
898,abfahren::V,відправитися,адʼяжджаць
899,anhalten::V,зупинитися,спыніцца
900,anhalten::V,зупинитися,затрымацца
901,hineingehen::V,входити,уваходзіць
902,eintreten::V,увійти,увайсці
903,kommen::V,прийти,прыйсці
904,ankommen::V,прибути,прыбыць
905,zurückkommen::V,повернутися,вярнуцца
906,bleiben::V,залишитися,застацца
907,warten::V,чекати,чакаць
908,erwarten::V,чекати,чакаць
909,suchen::V,шукати,шукаць
910,finden::V,знайти,знайсці
911,versuchen::V,випробовувати,прабаваць
912,vorbereiten::V,підготувати,падрыхтаваць
913,lieben::V,любити,кахаць
914,mögen::V,любити,любіць
915,mögen::V,подобатися,любіць
916,lachen::V,сміятися,смяяцца
917,rühren::V,розчулити,расчуліць
918,weinen::V,плакати,плакаць
919,schimpfen::V,лаятися,лаяцца
920,sich ärgern::V,сердитися,сердаваць
921,sich fürchten::V,боятися,баяцца
922,fürchten::V,боятися,баяцца
923,fliehen::V,тікати,уцякаць
924,flüchten::V,утекти,уцячы
925,sehen::V,бачити,бачыць
926,anschauen::V,поглянути,паглядзець
927,ansehen::V,дивитися на,глядзець
928,hören::V,чути,чуць
929,zuhören::V,слухати,слухаць
930,probieren::V,покуштувати,каштаваць
931,riechen::V,нюхати,нюхаць
932,fühlen::V,відчувати,адчуваць
933,scheinen::V,здаватися,здавацца
934,zu sehen sein::V,виднітися,віднецца
935,vernehmen::V,почути,пачуць
936,frieren::V,мерзнути,мёрзнуць
937,tun::V,робити,рабіць
938,können::V,могти,умець
939,wollen::V,хотіти,хацець
940,anfangen::V,почати,пачаць
941,beenden::V,закінчити,закончыць
942,aufhören::V,перестати,перастаць
943,gelingen::V,вдатися,удацца
944,geraten::V,опинитися,аказацца
945,öffnen::V,відкрити,адчыніць
946,schließen::V,закрити,зачыніць
947,stellen::V,поставити,паставіць
948,setzen::V,посадити,пасадзіць
949,legen::V,класти,класці
950,berühren::V,чіпати,чапаць
951,verbinden::V,зв’язати,звязаць
952,bedecken::V,покрити,накрыць
953,aufhängen::V,повісити,павесіць
954,anzünden::V,запалити,запаліць
955,aufheben::V,підняти,падняць
956,zurücklassen::V,залишити,пакінуць
957,verlieren::V,загубити,згубіць
958,fallen lassen::V,упустити,упусціць
959,machen::V,зробити,зрабіць
960,herstellen::V,виготовити,вырабіць
961,bauen::V,будувати,будаваць
962,reparieren::V,лагодити,правіць
963,verbessern::V,поліпшити,палепшыць
964,ändern::V,змінити,змяніць
965,graben::V,копати,капаць
966,beugen::V,зігнути,сагнуць
967,biegen::V,погнути,пагнуць
968,drehen::V,вертіти,вярцець
969,wenden::V,повернути,павярнуць
970,umdrehen::V,перевернути,перавярнуць
971,heben::V,піднімати,падымаць
972,hochheben::V,підняти,падняць
973,ergreifen::V,схопити,схапіць
974,ergreifen::V,схопити,схваціць
975,halten::V,тримати,трымаць
976,drücken::V,натискати,націскаць
977,schieben::V,пхати,пхаць
978,schieben::V,пхати,штурхаць
979,schieben::V,штовхати,пхаць
980,schieben::V,штовхати,штурхаць
981,kratzen::V,шкребти,скрэбці
982,lecken::V,лизати,лізаць
983,beißen::V,кусати,кусаць
984,abreißen::V,відірвати,адарваць
985,abschneiden::V,відрізати,адрэзаць
986,binden::V,в’язати,вязаць
987,stecken::V,увіткнути,уваткнуць
988,brechen::V,зламати,зламаць
989,klopfen::V,стукати,стукаць
990,hauen::V,бити,біць
991,kleben::V,клеїти,клеіць
992,reiben::V,терти,церці
993,streichen::V,намазати,намазаць
994,schleifen::V,точити,тачыць
995,schneiden::V,різати,рэзаць
996,rütteln::V,хитати,хістаць
997,schütteln::V,трясти,трэсці
998,schwenken::V,махати,махаць
999,schütten::V,налити,наліць
1000,füllen::V,наповнити,напоўніць
1001,einwickeln::V,загорнути,загарнуць
1002,tragen::V,нести,несці
1003,schleppen::V,тягти,цягнуць
1004,ziehen::V,тягнути,цягнуць
1005,aufbewahren::V,зберігати,захоўваць
1006,werfen::V,кидати,кідаць
1007,fangen::V,ловити,лавіць
1008,packen::V,схопити,схапіць
1009,packen::V,схопити,схваціць
1010,verstecken::V,сховати,схаваць
1011,teilen::V,розділити,раздзяліць
1012,schicken::V,посилати,пасылаць
1013,bringen::V,принести,прынесці
1014,hinzufügen::V,додати,дабавіць
1015,bekommen::V,дістати,дастаць
1016,erhalten::V,одержати,атрымаць
1017,nehmen::V,взяти,ўзяць
1018,wählen::V,вибрати,выбраць
1019,auswählen::V,відібрати,адабраць
1020,bewahren::V,зберегти,захаваць
1021,behindern::V,перешкоджати,перашкаджаць
1022,verderben::V,зіпсувати,сапсаваць
1023,beschädigen::V,зашкодити,пашкодзіць
1024,zerbrechen::V,розбити,разбіць
1025,zerreißen::V,розірвати,разадраць
1026,zerstören::V,зруйнувати,разбурыць
1027,verbrennen::V,спалити,спаліць
1028,geben::V,дати,даць
1029,reichen::V,передати,перадаць
1030,schenken::V,дарувати,дарыць
1031,versprechen::V,обіцяти,абяцаць
1032,wünschen::V,бажати,жадаць
1033,loben::V,хвалити,хваліць
1034,küssen::V,цілувати,цалаваць
1035,wiegen::V,качати,гушкаць
1036,wiegen::V,качати,калыхаць
1037,zudecken::V,накрити,накрыць
1038,wecken::V,розбудити,пабудзіць
1039,zeigen::V,показати,паказаць
1040,führen::V,вести,весці
1041,lehren::V,вчити,вучыць
1042,unterrichten::V,викладати,выкладаць
1043,aufziehen::V,виховати,выхаваць
1044,leiten::V,керувати,кіраваць
1045,antreiben::V,підганяти,падганяць
1046,lassen::V,змусити,прымусіць
1047,einladen::V,запросити,запрасіць
1048,vereinigen::V,об’єднати,абʼяднаць
1049,besuchen::V,завітати,наведаць
1050,besuchen::V,відвідати,наведаць
1051,treffen::V,зустріти,сустрэць
1052,sich versammeln::V,зібратися,сабрацца
1053,spielen::V,грати,гуляць
1054,singen::V,співати,пець
1055,singen::V,співати,спяваць
1056,tanzen::V,танцювати,танцаваць
1057,sich trennen::V,розлучитися,расстацца
1058,verlassen::V,покинути,пакінуць
1059,retten::V,врятувати,выратаваць
1060,bewachen::V,охороняти,ахоўваць
1061,schützen::V,уберігати,уберагаць
1062,verteidigen::V,захистити,абараніць
1063,sich schlagen::V,битися,біцца
1064,sich schlagen::V,битися,драцца
1065,sich schlagen::V,дратися,біцца
1066,sich schlagen::V,дратися,драцца
1067,schießen::V,стріляти,страляць
1068,siegen::V,перемогти,перамагчы
1069,ärgern::V,сердити,злаваць
1070,schlagen::V,ударити,ударыць
1071,treten::V,штовхати,штурхаць
1072,stechen::V,вколоти,укалоць
1073,stoßen::V,штовхнути,папхнуць
1074,stehlen::V,украсти,украсці
1075,stören::V,перешкодити,перашкодзіць
1076,belästigen::V,докучати,дакучаць
1077,verbergen::V,сховати,скрыць
1078,verbergen::V,сховати,схаваць
1079,täuschen::V,обдурити,падмануць
1080,betrügen::V,зшахраювати,змахляваць
1081,töten::V,убити,забіць
1082,wohnen::V,жити,жыць
1083,wohnen::V,мешкати,жыць
1084,arbeiten::V,працювати,працаваць
1085,sammeln::V,зібрати,сабраць
1086,pflücken::V,зривати,зрываць
1087,jagen::V,полювати,паляваць
1088,fischen::V,рибалити,рыбачыць
1089,fassen::V,піймати,злавіць
1090,hüten::V,пасти,пасвіць
1091,treiben::V,гнати,гнаць
1092,anbinden::V,прив’язати,прывязаць
1093,füttern::V,годувати,карміць
1094,füttern::V,харчувати,карміць
1095,melken::V,доїти,даіць
1096,hacken::V,рубати,сячы
1097,gießen::V,полити,паліць
1098,reifen::V,дозріти,паспець
1099,zubereiten::V,зготовити,зварыць
1100,zubereiten::V,зготовити,згатаваць
1101,zubereiten::V,приготувати,зварыць
1102,zubereiten::V,приготувати,згатаваць
1103,kochen::V,варити,варыць
1104,kochen::V,готувати,варыць
1105,backen::V,пекти,пячы
1106,braten::V,смажити,смажыць
1107,umrühren::V,переміщати,перамяшаць
1108,stricken::V,в’язати,вязаць
1109,nähen::V,шити,шыць
1110,färben::V,пофарбувати,пафарбаваць
1111,reinigen::V,очистити,ачысціць
1112,waschen::V,мити,мыць
1113,abwischen::V,витерти,выцерці
1114,spülen::V,полоскати,паласкаць
1115,fegen::V,підмітати,падмятаць
1116,kehren::V,мести,месці
1117,baden::V,купатися,купацца
1118,sich waschen::V,митися,мыцца
1119,ausziehen::V,зняти,зняць
1120,anziehen::V,надіти,надзець
1121,sich anziehen::V,одягтися,адзецца
1122,sich anziehen::V,одягнутися,адзецца
1123,kämmen::V,зачесати,прычасаць
1124,schmücken::V,оздобити,аздобіць
1125,sagen::V,сказати,сказаць
1126,sprechen::V,говорити,гаварыць
1127,reden::V,розмовляти,размаўляць
1128,sich unterhalten::V,бесідувати,гутарыць
1129,fragen::V,запитати,спытаць
1130,bitten::V,просити,прасіць
1131,erzählen::V,розповісти,расказаць
1132,mitteilen::V,повідомити,паведаміць
1133,nennen::V,назвати,назваць
1134,rufen::V,кликати,зваць
1135,prahlen::V,хвалитися,хваліцца
1136,übersetzen::V,перекласти,перакласці
1137,denken::V,думати,думаць
1138,denken::V,мислити,думаць
1139,glauben::V,вірити,верыць
1140,bemerken::V,помітити,заўважыць
1141,erkennen::V,пізнати,пазнаць
1142,begreifen::V,осягнути,спасцігнуць
1143,verstehen::V,почути,пачуць
1144,lernen::V,навчатися,вучыцца
1145,wissen::V,знати,знаць
1146,sich erinnern an::V,пам’ятати,памятаць
1147,vergessen::V,забути,забыць
1148,messen::V,міряти,мераць
1149,zählen::V,лічити,лічыць
1150,rechnen::V,рахувати,лічыць
1151,lesen::V,читати,чытаць
1152,malen::V,малювати,маляваць
1153,zeichnen::V,рисувати,рысаваць
1154,schreiben::V,писати,пісаць
1155,besitzen::V,мати,мець
1156,kaufen::V,купити,купіць
1157,verkaufen::V,продати,прадаць
1158,bezahlen::V,заплатити,заплаціць
1159,zahlen::V,платити,плаціць
1160,beherrschen::V,володіти,уладаць
1161,beherrschen::V,володіти,валодаць
1162,ertragen::V,витерпіти,выцерпець
