,Concept_ID,ps,se
2659,Besen::N,جارو,västt
2660,Besen::N,جارو,ва̄сст
2661,Spaten::N,یوم,gåajvoe
2662,Spaten::N,یوم,spádá
2663,Spaten::N,یوم,goajvvo
2664,Spaten::N,یوم,goaivu
2665,Spaten::N,یوم,kuái'vu
2666,Spaten::N,یوم,kuäivv
2667,Spaten::N,یوم,куаййв
2668,Schaufel::N,بېلچه,gåajvoe
2669,Schaufel::N,بېلچه,gåjvun
2670,Schaufel::N,بېلچه,goajvvo
2671,Schaufel::N,بېلچه,goaivu
2672,Schaufel::N,بېلچه,kuái'vu
2673,Schaufel::N,بېلچه,kuäivv
2674,Schaufel::N,بېلچه,куаййв
2675,Gabel::N,پنجه,tjåagka
2676,Gabel::N,پنجه,gáffil
2677,Gabel::N,پنجه,káffal
2678,Gabel::N,پنجه,kaahvâl
2679,Gabel::N,پنجه,velkk
2680,Gabel::N,پنجه,а̄лльс
2681,Löffel::N,کاشوغه,buste
2682,Löffel::N,کاشوغه,bassti
2683,Löffel::N,کاشوغه,baste
2684,Löffel::N,کاشوغه,pastem
2685,Löffel::N,کاشوغه,pâ´sttem
2686,Löffel::N,کاشوغه,пасьтэмь
2687,Messer::N,چاقو,nejpie
2688,Messer::N,چاقو,nijbbe
2689,Messer::N,چاقو,niibi
2690,Messer::N,چاقو,nijbe
2691,Messer::N,چاقو,nei´bb
2692,Messer::N,چاقو,ныййп
2693,Nagel::N,ميخ,spæjhkere
2694,Nagel::N,ميخ,spiger
2695,Nagel::N,ميخ,návlle
2696,Nagel::N,ميخ,spiikkár
2697,Nagel::N,ميخ,spijkkár
2698,Nagel::N,ميخ,näu´ll
2699,Nagel::N,ميخ,на̄ввьл
2700,Netz::N,جال,viermie
2701,Netz::N,جال,viermme
2702,Netz::N,جال,næhtta
2703,Netz::N,جال,fierbmi
2704,Netz::N,جال,viermi
2705,Netz::N,جال,säi´mm
2706,Netz::N,جال,нӯжхьт
2707,Haken::N,څنګک,kruehkie
2708,Haken::N,څنګک,ruohkke
2709,Haken::N,څنګک,vagge
2710,Haken::N,څنګک,roahkki
2711,Haken::N,څنګک,faggi
2712,Haken::N,څنګک,kuák'ki
2713,Haken::N,څنګک,kuä´ǩ'ǩ
2714,Haken::N,څنګک,ва̄ӈӈк
2715,Haken::N,څنګک,куэххьк
2716,Griff::N,لاستی,rehpie
2717,Griff::N,لاستی,taatje
2718,Griff::N,لاستی,gavlla
2719,Griff::N,لاستی,guottáldahka
2720,Griff::N,لاستی,geavja
2721,Griff::N,لاستی,novdâ
2722,Griff::N,لاستی,nõđđ
2723,Griff::N,لاستی,kå´ǧǧ
2724,Griff::N,لاستی,нэ̄дт
2725,Schloss::N,کلپ,laesie
2726,Schloss::N,کلپ,lássa
2727,Schloss::N,کلپ,lohkka
2728,Schloss::N,کلپ,lukkâ
2729,Schloss::N,کلپ,lokk
2730,Schloss::N,کلپ,ло̄ххк
2731,Bild::N,رسم,guvvie
2732,Bild::N,رسم,gåvvå
2733,Bild::N,رسم,govva
2734,Bild::N,رسم,koṿe
2735,Bild::N,رسم,kartt
2736,Bild::N,رسم,картина
2737,Figur::N,قدوقامت,guvvie
2738,Figur::N,قدوقامت,gåvos
2739,Figur::N,قدوقامت,figuvrra
2740,Figur::N,قدوقامت,figuvra
2741,Figur::N,قدوقامت,kovos
2742,Figur::N,قدوقامت,kuâŋas
2743,Puppe::N,ګوډۍ,dåahka
2744,Puppe::N,ګوډۍ,dåhkko
2745,Puppe::N,ګوډۍ,doahkko
2746,Puppe::N,ګوډۍ,dohkká
2747,Puppe::N,ګوډۍ,duhkká
2748,Puppe::N,ګوډۍ,kuuhlaž
2749,Puppe::N,ګوډۍ,кукла
2750,Beutel::N,کڅوړه,voessetje
2751,Beutel::N,کڅوړه,påvsså
2752,Beutel::N,کڅوړه,seahkaš
2753,Beutel::N,کڅوړه,bursa
2754,Beutel::N,کڅوړه,guhkkár
2755,Beutel::N,کڅوړه,čooṿâs
2756,Beutel::N,کڅوړه,siâk'k
2757,Beutel::N,کڅوړه,kå´ššel
2758,Beutel::N,کڅوړه,ве̄ҏҏц
2759,Bündel::N,دسته,paantje
2760,Bündel::N,دسته,buduk
2761,Bündel::N,دسته,gurppe
2762,Bündel::N,دسته,gihppu
2763,Bündel::N,دسته,kiäs'tu
2764,Bündel::N,دسته,šnâpp
2765,Bündel::N,دسته,пуччк
2766,Tasche::N,بکس,veaskoe
2767,Tasche::N,بکس,væssko
2768,Tasche::N,بکس,lávkka
2769,Tasche::N,بکس,lávka
2770,Tasche::N,بکس,seahkka
2771,Tasche::N,بکس,lavkkâ
2772,Tasche::N,بکس,laukk
2773,Tasche::N,بکس,суӎӎьк
2774,Tasche::N,بکس,ло̄а̄ффк
2775,Tasche::N,توبره,veaskoe
2776,Tasche::N,توبره,væssko
2777,Tasche::N,توبره,lávkka
2778,Tasche::N,توبره,lávka
2779,Tasche::N,توبره,seahkka
2780,Tasche::N,توبره,lavkkâ
2781,Tasche::N,توبره,laukk
2782,Tasche::N,توبره,суӎӎьк
2783,Tasche::N,توبره,ло̄а̄ффк
2784,Eimer::N,سطل,bæhtoe
2785,Eimer::N,سطل,skiello
2786,Eimer::N,سطل,skállu
2787,Eimer::N,سطل,eebir
2788,Eimer::N,سطل,skääll
2789,Eimer::N,سطل,е̄мьперь
2790,Deckel::N,سرپوښ,luehkie
2791,Deckel::N,سرپوښ,låhkke
2792,Deckel::N,سرپوښ,lohkki
2793,Deckel::N,سرپوښ,lokke
2794,Deckel::N,سرپوښ,lå´ǩǩ
2795,Deckel::N,سرپوښ,ко̄а̄ххтнэсс
2796,Geschirr::N,لوښی,lihtie
2797,Geschirr::N,لوښی,lihte
2798,Geschirr::N,لوښی,lihtit
2799,Geschirr::N,لوښی,litte
2800,Geschirr::N,لوښی,kärldõk
2801,Geschirr::N,لوښی,ка̄ррь
2802,Sack::N,جوال,voesse
2803,Sack::N,جوال,vuossa
2804,Sack::N,جوال,seahkka
2805,Sack::N,جوال,sekkâ
2806,Sack::N,جوال,siâk'k
2807,Sack::N,جوال,ве̄ҏҏц
2808,Tasse::N,پیاله,guksie
2809,Tasse::N,پیاله,gåhppå
2810,Tasse::N,پیاله,gohppu
2811,Tasse::N,پیاله,pollo
2812,Tasse::N,پیاله,kopp
2813,Tasse::N,پیاله,на̄ххьп
2814,Topf::N,دېګی,baetie
2815,Topf::N,دېګی,krovhte
2816,Topf::N,دېګی,rujtta
2817,Topf::N,دېګی,giebbme
2818,Topf::N,دېګی,báhti
2819,Topf::N,دېګی,gievdni
2820,Topf::N,دېګی,pääti
2821,Topf::N,دېګی,kruâitt
2822,Topf::N,دېګی,кӣммьн
2823,Kessel::N,دېګ,giebnie
2824,Kessel::N,دېګ,skallo
2825,Kessel::N,دېګ,giebbme
2826,Kessel::N,دېګ,gieđbmi
2827,Kessel::N,دېګ,kiem'ni
2828,Kessel::N,دېګ,ǩie´mnn
2829,Kessel::N,دېګ,кӣммьн
2830,Essen::N,خوراک,åesie
2831,Essen::N,خوراک,beapmoe
2832,Essen::N,خوراک,biebbmo
2833,Essen::N,خوراک,borramuš
2834,Essen::N,خوراک,purrâmâš
2835,Essen::N,خوراک,porrmõš
2836,Essen::N,خوراک,по̄ррмушш
2837,Nahrung::N,خوراک,beapmoe
2838,Nahrung::N,خوراک,biebbmo
2839,Nahrung::N,خوراک,biebmu
2840,Nahrung::N,خوراک,purrâmâš
2841,Nahrung::N,خوراک,porrmõš
2842,Nahrung::N,خوراک,по̄ррмушш
2843,Speise::N,خواړه,beapmoe
2844,Speise::N,خواړه,biebbmo
2845,Speise::N,خواړه,biebmu
2846,Speise::N,خواړه,määlis
2847,Speise::N,خواړه,aasâs
2848,Speise::N,خواړه,porrmõš
2849,Speise::N,خواړه,по̄ррмушш
2850,Fleisch::N,غوښه,bearkoe
2851,Fleisch::N,غوښه,oadtje
2852,Fleisch::N,غوښه,bierggo
2853,Fleisch::N,غوښه,biergu
2854,Fleisch::N,غوښه,uáž'ži
2855,Fleisch::N,غوښه,vuä´ǯ'ǯ
2856,Fleisch::N,غوښه,вуэннч
2857,Getreide::N,غله,gernie
2858,Getreide::N,غله,gårnne
2859,Getreide::N,غله,gordni
2860,Getreide::N,غله,valje
2861,Getreide::N,غله,ле̄ййп
2862,Brei::N,اوګره,kraavhtse
2863,Brei::N,اوګره,ráktsa
2864,Brei::N,اوګره,buvru
2865,Brei::N,اوګره,suoḥâd
2866,Brei::N,اوګره,hutt
2867,Brei::N,اوګره,уххт
2868,Brot::N,ډوډۍ,gaahkoe
2869,Brot::N,ډوډۍ,lájbbe
2870,Brot::N,ډوډۍ,stummpa
2871,Brot::N,ډوډۍ,láibi
2872,Brot::N,ډوډۍ,gáhkku
2873,Brot::N,ډوډۍ,leibi
2874,Brot::N,ډوډۍ,lei´bb
2875,Brot::N,ډوډۍ,ле̄ййп
2876,Scheibe::N,مړۍ,snaejrie
2877,Scheibe::N,مړۍ,sárdde
2878,Scheibe::N,مړۍ,vajahas
2879,Scheibe::N,مړۍ,časkkis
2880,Scheibe::N,مړۍ,ča'skes
2881,Scheibe::N,مړۍ,ku´sǩǩ
2882,Scheibe::N,مړۍ,кусськ
2883,Fett::N,غوړي,buejtie
2884,Fett::N,غوړي,vuodja
2885,Fett::N,غوړي,buoidi
2886,Fett::N,غوړي,pyei'di
2887,Fett::N,غوړي,puõi´dd
2888,Fett::N,غوړي,пуййт
2889,Butter::N,کوچ,voeje
2890,Butter::N,کوچ,vuodja
2891,Butter::N,کوچ,vuodja
2892,Butter::N,کوچ,vuojâ
2893,Butter::N,کوچ,vuõjj
2894,Butter::N,کوچ,вӯйй
2895,Öl::N,تېل,ålja
2896,Öl::N,تېل,ulljo
2897,Öl::N,تېل,oalljo
2898,Öl::N,تېل,olju
2899,Öl::N,تېل,oljo
2900,Öl::N,تېل,vuõjj
2901,Öl::N,تېل,вӯйй
2902,Salz::N,مالګه,saelhtie
2903,Salz::N,مالګه,sállte
2904,Salz::N,مالګه,sálti
2905,Salz::N,مالګه,sältti
2906,Salz::N,مالګه,sä´ltt
2907,Salz::N,مالګه,сӯлль
2908,Suppe::N,شوربا,joptse
2909,Suppe::N,شوربا,jupptsa
2910,Suppe::N,شوربا,málli
2911,Suppe::N,شوربا,määḷi
2912,Suppe::N,شوربا,lieṃâ
2913,Suppe::N,شوربا,liõmm
2914,Suppe::N,شوربا,лӣмм
2915,Honig::N,شات,hååneske
2916,Honig::N,شات,meda
2917,Honig::N,شات,miehta
2918,Honig::N,شات,mietâ
2919,Honig::N,شات,miõtt
2920,Honig::N,شات,мӣдт
2921,Milch::N,شوده,mielhkie
2922,Milch::N,شوده,mielkke
2923,Milch::N,شوده,mielki
2924,Milch::N,شوده,miel'kki
2925,Milch::N,شوده,mie´lǩǩ
2926,Milch::N,شوده,ма̄ййт
2927,Tee::N,چای,löövje
2928,Tee::N,چای,tedja
2929,Tee::N,چای,deadju
2930,Tee::N,چای,čee
2931,Tee::N,چای,teej̣â
2932,Tee::N,چای,čee
2933,Tee::N,چای,чайй
2934,Leder::N,څرمن,hovre
2935,Leder::N,څرمن,sassne
2936,Leder::N,څرمن,náhkki
2937,Leder::N,څرمن,leaira
2938,Leder::N,څرمن,čevđi
2939,Leder::N,څرمن,čåu´dd
2940,Leder::N,څرمن,на̄ххьк
2941,Wolle::N,پشم,ålloe
2942,Wolle::N,پشم,hullo
2943,Wolle::N,پشم,ullu
2944,Wolle::N,پشم,ullo
2945,Wolle::N,پشم,oll
2946,Wolle::N,پشم,улл
2947,Stoff::N,ټوټه,tyjje
2948,Stoff::N,ټوټه,gápptás
2949,Stoff::N,ټوټه,stoaffa
2950,Stoff::N,ټوټه,ávnnas
2951,Stoff::N,ټوټه,käägus
2952,Stoff::N,ټوټه,aaunâs
2953,Stoff::N,ټوټه,лыййн
2954,Nadel::N,ستن,naaloe
2955,Nadel::N,ستن,nállo
2956,Nadel::N,ستن,nállu
2957,Nadel::N,ستن,nááḷu
2958,Nadel::N,ستن,neu´ll
2959,Nadel::N,ستن,нӣввьл
2960,Faden::N,تار,laejkie
2961,Faden::N,تار,hárppo
2962,Faden::N,تار,árpu
2963,Faden::N,تار,läigi
2964,Faden::N,تار,lääi´j
2965,Faden::N,تار,сӯнн
2966,Knopf::N,تڼۍ,balhka
2967,Knopf::N,تڼۍ,boallo
2968,Knopf::N,تڼۍ,boallu
2969,Knopf::N,تڼۍ,puál'lu
2970,Knopf::N,تڼۍ,puäll
2971,Knopf::N,تڼۍ,пуалл
2972,Knopf::N,تکمه,balhka
2973,Knopf::N,تکمه,boallo
2974,Knopf::N,تکمه,boallu
2975,Knopf::N,تکمه,puál'lu
2976,Knopf::N,تکمه,puäll
2977,Knopf::N,تکمه,пуалл
2978,Knoten::N,غوټه,tjoelme
2979,Knoten::N,غوټه,tjuolmma
2980,Knoten::N,غوټه,čuolbma
2981,Knoten::N,غوټه,čuol'mâ
2982,Knoten::N,غوټه,čuõlmm
2983,Knoten::N,غوټه,чӯллм
2984,Farbe::N,رنګ,klaerie
2985,Farbe::N,رنګ,ivnne
2986,Farbe::N,رنګ,bájnno
2987,Farbe::N,رنګ,mola
2988,Farbe::N,رنګ,fearga
2989,Farbe::N,رنګ,maalâ
2990,Farbe::N,رنګ,páinu
2991,Farbe::N,رنګ,kälkk
2992,Farbe::N,رنګ,по̄а̄ййн
2993,Kleidung::N,کالي,tyjje
2994,Kleidung::N,کالي,gárvvo
2995,Kleidung::N,کالي,bivttas
2996,Kleidung::N,کالي,piivtâs
2997,Kleidung::N,کالي,pivoh
2998,Kleidung::N,کالي,piiutâs
2999,Kleidung::N,کالي,о̄а̄з
3000,Hemd::N,کميس,sjåarhtoe
3001,Hemd::N,کميس,skirtto
3002,Hemd::N,کميس,báidi
3003,Hemd::N,کميس,päiđi
3004,Hemd::N,کميس,päidd
3005,Hemd::N,کميس,па̄ййт
3006,Kragen::N,غاړه,döörhke
3007,Kragen::N,غاړه,tjiebet
3008,Kragen::N,غاړه,tjehpuris
3009,Kragen::N,غاړه,čeabet
3010,Kragen::N,غاړه,kráva
3011,Kragen::N,غاړه,siä'pulâs
3012,Kragen::N,غاړه,seäp'plõs
3013,Kragen::N,غاړه,ко̄а̄влас
3014,Ärmel::N,لستوڼی,sissie
3015,Ärmel::N,لستوڼی,sasse
3016,Ärmel::N,لستوڼی,soadji
3017,Ärmel::N,لستوڼی,suájá
3018,Ärmel::N,لستوڼی,suäjj
3019,Ärmel::N,لستوڼی,суэйй
3020,Hose::N,پطلون,måvhka
3021,Hose::N,پطلون,båkså
3022,Hose::N,پطلون,buvssat
3023,Hose::N,پطلون,puuvsah
3024,Hose::N,پطلون,puus
3025,Hose::N,پطلون,пукс
3026,Hose::N,پطلون,ко̄а̄дтӭ
3027,Gürtel::N,کمربند,juvvie
3028,Gürtel::N,کمربند,beelhte
3029,Gürtel::N,کمربند,avve
3030,Gürtel::N,کمربند,getsam
3031,Gürtel::N,کمربند,boagán
3032,Gürtel::N,کمربند,pooṿij
3033,Gürtel::N,کمربند,puäǥǥanj
3034,Gürtel::N,کمربند,эвв
3035,Mütze::N,خولۍ,tjohpe
3036,Mütze::N,خولۍ,gahper
3037,Mütze::N,خولۍ,gahpir
3038,Mütze::N,خولۍ,kappeer
3039,Mütze::N,خولۍ,keä´p'per
3040,Mütze::N,خولۍ,кабперь
3041,Schuh::N,بوټ,gaamege
3042,Schuh::N,بوټ,gáma
3043,Schuh::N,بوټ,skuovva
3044,Schuh::N,بوټ,gáma
3045,Schuh::N,بوټ,kaamâ
3046,Schuh::N,بوټ,kaammi
3047,Schuh::N,بوټ,камаша
3048,Stiefel::N,موزه,steeblege
3049,Stiefel::N,موزه,stiebil
3050,Stiefel::N,موزه,sáhpis
3051,Stiefel::N,موزه,sáppat
3052,Stiefel::N,موزه,steevvil
3053,Stiefel::N,موزه,sa´ppi
3054,Stiefel::N,موزه,са̄ххпе
3055,Ring::N,ګوته,rïngke
3056,Ring::N,ګوته,suormas
3057,Ring::N,ګوته,suorpmas
3058,Ring::N,ګوته,suormâs
3059,Ring::N,ګوته,suõrmâs
3060,Ring::N,ګوته,сӯрмас
3061,Band::N,فيته,baante
3062,Band::N,فيته,bádde
3063,Band::N,فيته,báddi
3064,Band::N,فيته,päddi
3065,Band::N,فيته,liântt
3066,Band::N,فيته,källre´ppiǩ
3067,Band::N,فيته,ля̄ӊӊт
3068,Kamm::N,ګمنځ,gaampe
3069,Kamm::N,ګمنځ,rájdam
3070,Kamm::N,ګمنځ,tjåhkom
3071,Kamm::N,ګمنځ,čohkun
3072,Kamm::N,ګمنځ,čohhoom
3073,Kamm::N,ګمنځ,čååǥǥam
3074,Kamm::N,ګمنځ,чоагкь
3075,Spiegel::N,ایینه,guelmiedahke
3076,Spiegel::N,ایینه,spiedjil
3077,Spiegel::N,ایینه,speajal
3078,Spiegel::N,ایینه,speeijal
3079,Spiegel::N,ایینه,suei´mkar
3080,Spiegel::N,ایینه,кыффкэмка̄ррь
3081,Spiegel::N,ایینه,зе̄ркал
3082,Spiegel::N,هنداره,guelmiedahke
3083,Spiegel::N,هنداره,spiedjil
3084,Spiegel::N,هنداره,speajal
3085,Spiegel::N,هنداره,speeijal
3086,Spiegel::N,هنداره,suei´mkar
3087,Spiegel::N,هنداره,кыффкэмка̄ррь
3088,Spiegel::N,هنداره,зе̄ркал
3089,Riemen::N,تسمه,györtenje
3090,Riemen::N,تسمه,rájppe
3091,Riemen::N,تسمه,garttsa
3092,Riemen::N,تسمه,lávži
3093,Riemen::N,تسمه,läbži
3094,Riemen::N,تسمه,läbǯǯ
3095,Riemen::N,تسمه,ре̄ммь
3096,Schnur::N,مزی,gurrie
3097,Schnur::N,مزی,gáras
3098,Schnur::N,مزی,garca
3099,Schnur::N,مزی,orrâ
3100,Schnur::N,مزی,nue´rr
3101,Schnur::N,مزی,нӯррь
3102,Leine::N,رسۍ,baante
3103,Leine::N,رسۍ,gájnno
3104,Leine::N,رسۍ,báddi
3105,Leine::N,رسۍ,oarra
3106,Leine::N,رسۍ,läbži
3107,Leine::N,رسۍ,läbǯǯ
3108,Leine::N,رسۍ,ла̄ммч
3109,Decke::N,بړستن,gaptjese
3110,Decke::N,بړستن,rádno
3111,Decke::N,بړستن,gåbtjås
3112,Decke::N,بړستن,tæhppin
3113,Decke::N,بړستن,govččas
3114,Decke::N,بړستن,loovdâ
3115,Decke::N,بړستن,räänn
3116,Decke::N,بړستن,ра̄нн
3117,Kissen::N,بالښت,nalhke
3118,Kissen::N,بالښت,guoddá
3119,Kissen::N,بالښت,oajvevuolle
3120,Kissen::N,بالښت,guoddá
3121,Kissen::N,بالښت,bolsttar
3122,Kissen::N,بالښت,polster
3123,Kissen::N,بالښت,pee´ren
3124,Kissen::N,بالښت,pooddâšǩ
3125,Kissen::N,بالښت,по̄дэшк
3126,Tuch::N,ټیکری,tyjje
3127,Tuch::N,ټیکری,tyddja
3128,Tuch::N,ټیکری,gådo
3129,Tuch::N,ټیکری,liidni
3130,Tuch::N,ټیکری,läđđee
3131,Tuch::N,ټیکری,re´ppiǩ
3132,Tuch::N,ټیکری,ree´ppiǩ
3133,Tuch::N,ټیکری,ребпехь
3134,Handtuch::N,دسمال,njaamelijnie
3135,Handtuch::N,دسمال,sigárdahka
3136,Handtuch::N,دسمال,sihkaldat
3137,Handtuch::N,دسمال,siholdâs
3138,Handtuch::N,دسمال,seekkldõs
3139,Handtuch::N,دسمال,u´tree´lniǩ
3140,Handtuch::N,دسمال,отеральнэхьк
3141,Kraft::N,زور,faamoe
3142,Kraft::N,زور,fábmo
3143,Kraft::N,زور,fápmu
3144,Kraft::N,زور,fááṃu
3145,Kraft::N,زور,viõkk
3146,Kraft::N,زور,вӣгк
3147,Kraft::N,توان,faamoe
3148,Kraft::N,توان,fábmo
3149,Kraft::N,توان,fápmu
3150,Kraft::N,توان,fááṃu
3151,Kraft::N,توان,viõkk
3152,Kraft::N,توان,вӣгк
3153,Stärke::N,قوت,vieksiesvoete
3154,Stärke::N,قوت,gievrrudahka
3155,Stärke::N,قوت,gievrrodus
3156,Stärke::N,قوت,veahka
3157,Stärke::N,قوت,vuoibmi
3158,Stärke::N,قوت,viek'sâvuotâ
3159,Stärke::N,قوت,viõkk
3160,Stärke::N,قوت,са̄м
3161,Stärke::N,قوت,вӣгк
3162,Gesundheit::N,صحت,healsoe
3163,Gesundheit::N,صحت,starne
3164,Gesundheit::N,صحت,hælsso
3165,Gesundheit::N,صحت,varresvuohta
3166,Gesundheit::N,صحت,dearvvasvuohta
3167,Gesundheit::N,صحت,tie'rvâsvuotâ
3168,Gesundheit::N,صحت,tiõrvâsvuõtt
3169,Gesundheit::N,صحت,тӣрвасвӯдт
3170,Gesundheit::N,روغتیا,healsoe
3171,Gesundheit::N,روغتیا,starne
3172,Gesundheit::N,روغتیا,hælsso
3173,Gesundheit::N,روغتیا,varresvuohta
3174,Gesundheit::N,روغتیا,dearvvasvuohta
3175,Gesundheit::N,روغتیا,tie'rvâsvuotâ
3176,Gesundheit::N,روغتیا,tiõrvâsvuõtt
3177,Gesundheit::N,روغتیا,тӣрвасвӯдт
3178,Krankheit::N,مرض,skïemtjelasse
3179,Krankheit::N,مرض,skihpudahka
3180,Krankheit::N,مرض,dávdda
3181,Krankheit::N,مرض,vihke
3182,Krankheit::N,مرض,dávda
3183,Krankheit::N,مرض,tavdâ
3184,Krankheit::N,مرض,puá'cuvuotâ
3185,Krankheit::N,مرض,kõpp
3186,Krankheit::N,مرض,puõccmoš
3187,Krankheit::N,مرض,кэ̄бп
3188,Krankheit::N,ناروغي,skïemtjelasse
3189,Krankheit::N,ناروغي,skihpudahka
3190,Krankheit::N,ناروغي,dávdda
3191,Krankheit::N,ناروغي,vihke
3192,Krankheit::N,ناروغي,dávda
3193,Krankheit::N,ناروغي,tavdâ
3194,Krankheit::N,ناروغي,puá'cuvuotâ
3195,Krankheit::N,ناروغي,kõpp
3196,Krankheit::N,ناروغي,puõccmoš
3197,Krankheit::N,ناروغي,кэ̄бп
3198,Schmerz::N,درد,haerhpie
3199,Schmerz::N,درد,bávtjas
3200,Schmerz::N,درد,bávčča
3201,Schmerz::N,درد,tuške
3202,Schmerz::N,درد,poovčâs
3203,Schmerz::N,درد,tå´sǩǩ
3204,Schmerz::N,درد,кэ̄бп
3205,Wunde::N,ټپ,saejrie
3206,Wunde::N,ټپ,hávve
3207,Wunde::N,ټپ,hávvi
3208,Wunde::N,ټپ,hävvi
3209,Wunde::N,ټپ,hää´vv
3210,Wunde::N,ټپ,ра̄ӊӊҍ
3211,Wunde::N,زخم,saejrie
3212,Wunde::N,زخم,hávve
3213,Wunde::N,زخم,hávvi
3214,Wunde::N,زخم,hävvi
3215,Wunde::N,زخم,hää´vv
3216,Wunde::N,زخم,ра̄ӊӊҍ
3217,Fieber::N,تبه,vaejlie
3218,Fieber::N,تبه,fiebar
3219,Fieber::N,تبه,báhkkadávda
3220,Fieber::N,تبه,žaar
3221,Fieber::N,تبه,жоарр
3222,Arznei::N,دوا,daalhkesh
3223,Arznei::N,دوا,dálkas
3224,Arznei::N,دوا,dálkkas
3225,Arznei::N,دوا,taalhâs
3226,Arznei::N,دوا,lekittâs
3227,Arznei::N,دوا,taalkâs
3228,Arznei::N,دوا,лоаддв
3229,Arznei::N,دارو,daalhkesh
3230,Arznei::N,دارو,dálkas
3231,Arznei::N,دارو,dálkkas
3232,Arznei::N,دارو,taalhâs
3233,Arznei::N,دارو,lekittâs
3234,Arznei::N,دارو,taalkâs
3235,Arznei::N,دارو,лоаддв
3236,Brücke::N,پول,pruvvie
3237,Brücke::N,پول,råvve
3238,Brücke::N,پول,šaldi
3239,Brücke::N,پول,šalde
3240,Brücke::N,پول,mostt
3241,Brücke::N,پول,мо̄сст
3242,Brunnen::N,څاه,prutnie
3243,Brunnen::N,څاه,ruddne
3244,Brunnen::N,څاه,gáivo
3245,Brunnen::N,څاه,káivu
3246,Brunnen::N,څاه,käivv
3247,Brunnen::N,څاه,ка̄ййв
3248,Brunnen::N,کوهی,prutnie
3249,Brunnen::N,کوهی,ruddne
3250,Brunnen::N,کوهی,gáivo
3251,Brunnen::N,کوهی,káivu
3252,Brunnen::N,کوهی,käivv
3253,Brunnen::N,کوهی,ка̄ййв
3254,Weide::N,وله,gåatome
3255,Weide::N,وله,guohtom
3256,Weide::N,وله,guohtun
3257,Weide::N,وله,kuátu
3258,Weide::N,وله,luátu
3259,Weide::N,وله,та̄нтар
3260,Pfad::N,تړه,baalka
3261,Pfad::N,تړه,bálges
3262,Pfad::N,تړه,bálggis
3263,Pfad::N,تړه,päälgis
3264,Pfad::N,تړه,pää´ljes
3265,Pfad::N,تړه,поалкас
3266,Weg::N,لیار,geajnoe
3267,Weg::N,لیار,gæjnno
3268,Weg::N,لیار,væddja
3269,Weg::N,لیار,geaidnu
3270,Weg::N,لیار,luod'dâ
3271,Weg::N,لیار,čuâǥǥas
3272,Weg::N,لیار,чуэкас
3273,Straße::N,سړک,geajnoe
3274,Straße::N,سړک,joene
3275,Straße::N,سړک,gahttun
3276,Straße::N,سړک,geaidnu
3277,Straße::N,سړک,maađij
3278,Straße::N,سړک,uu´lec
3279,Straße::N,سړک,чуэкас
3280,Dorf::N,کلی,sïjte
3281,Dorf::N,کلی,bájkke
3282,Dorf::N,کلی,gilli
3283,Dorf::N,کلی,sijdâ
3284,Dorf::N,کلی,sijdd
3285,Dorf::N,کلی,сыййт
3286,Stadt::N,ښار,staare
3287,Stadt::N,ښار,sjeltie
3288,Stadt::N,ښار,stáda
3289,Stadt::N,ښار,gávpot
3290,Stadt::N,ښار,kaavpug
3291,Stadt::N,ښار,lâ´nn
3292,Stadt::N,ښار,gåårad
3293,Stadt::N,ښار,ланнҍ
3294,Brief::N,لیک,prievie
3295,Brief::N,لیک,girjje
3296,Brief::N,لیک,reive
3297,Brief::N,لیک,kirje
3298,Brief::N,لیک,ǩe´rjj
3299,Brief::N,لیک,кыррьй
3300,Brief::N,مکتوب,prievie
3301,Brief::N,مکتوب,girjje
3302,Brief::N,مکتوب,reive
3303,Brief::N,مکتوب,kirje
3304,Brief::N,مکتوب,ǩe´rjj
3305,Brief::N,مکتوب,кыррьй
3306,Buch::N,کتاب,gærja
3307,Buch::N,کتاب,girjje
3308,Buch::N,کتاب,girji
3309,Buch::N,کتاب,kirje
3310,Buch::N,کتاب,ǩe´rjj
3311,Buch::N,کتاب,кыррьй
3312,Buchstabe::N,حرف,baakoe
3313,Buchstabe::N,حرف,bokstávva
3314,Buchstabe::N,حرف,bustávva
3315,Buchstabe::N,حرف,puustav
3316,Buchstabe::N,حرف,bukva
3317,Buchstabe::N,حرف,буква
3318,Buchstabe::N,توری,baakoe
3319,Buchstabe::N,توری,bokstávva
3320,Buchstabe::N,توری,bustávva
3321,Buchstabe::N,توری,puustav
3322,Buchstabe::N,توری,bukva
3323,Buchstabe::N,توری,буква
3324,Zeitung::N,اخبار,plaerie
3325,Zeitung::N,اخبار,avijssa
3326,Zeitung::N,اخبار,bláđđi
3327,Zeitung::N,اخبار,aavis
3328,Zeitung::N,اخبار,listt
3329,Zeitung::N,اخبار,ga´zaat
3330,Zeitung::N,اخبار,газет
3331,Leben::N,ژوند,hïegke
3332,Leben::N,ژوند,hægga
3333,Leben::N,ژوند,iellem
3334,Leben::N,ژوند,viessom
3335,Leben::N,ژوند,eallin
3336,Leben::N,ژوند,eellim
3337,Leben::N,ژوند,jie´llem
3338,Leben::N,ژوند,я̄лл
3339,Tod::N,مرګ,jaame
3340,Tod::N,مرګ,jábmem
3341,Tod::N,مرګ,jápmin
3342,Tod::N,مرګ,jäämmim
3343,Tod::N,مرګ,så´rmm
3344,Tod::N,مرګ,jää´mmem
