,Concept_ID,os,cv
674,schmal::A,уынгӕг,ансӑр
675,dicht::A,бæзджын,йӑвӑ
676,dicht::A,тар,йӑвӑ
677,dick[Gegenstand]::A,сӕвджын,хулӑн
678,dünn::A,тæнæг,ҫинҫе
679,dünn::A,тæнæг,ҫӳхе
680,fein::A,лыстӕг,тарай
681,fein::A,лыстӕг,вӗлтӗрти
682,fest::A,фидар,тӗреклӗ
683,fest::A,хъӕддых,тӗреклӗ
684,flach::A,тъӕпӕн,лаптак
685,glatt::A,лӕгъз,такӑр
686,hart::A,хъӕбӕр,хытӑ
687,weich::A,фӕлмӕн,ҫемҫе
688,rund::A,тымбыл,ҫавра
689,spitz::A,цыргъбырынкъ,шӗвӗр
690,spitz::A,цыргъфындз,шӗвӗр
691,scharf::A,цыргъ,ҫивӗч
692,stumpf::A,къуымых,мӑка
693,stumpf::A,къуымых,пуклак
694,stumpf::A,къуымых,тӗрӗнчӗк
695,stumpf::A,къуымых,ӑнкарусӑр
696,schwer::A,уӕззау,йывӑр
697,schön::A,аив,илемлӗ
698,schön::A,рӕсугъд,илемлӗ
699,heiß::A,тӕвд,вӗри
700,warm::A,хъарм,ӑшӑ
701,kalt::A,уазал,сивӗ
702,kühl::A,сатæг,уҫӑ
703,kühl::A,уазалгомау,уҫӑ
704,frisch::A,сатæг,уҫӑ
705,feucht::A,уымӕл,йӗпе
706,nass::A,хуылыдз,нӳрӗ
707,trocken::A,хус,типӗ
708,voll::A,дзаг,тулли
709,voll::A,йедзаг ,тулли
710,leer::A,афтид,пушӑ
711,offen::A,гом,уҫӑ
712,geschlossen::A,æхгæд,хупӑ
713,sauber::A,сыгъдæг,таса
714,schmutzig::A,чъиллон,пылчӑклӑ
715,schmutzig::A,чъиллон,вараланчӑк
716,roh::A,хом,чӗрӗ
717,reif::A,рӕгъӕд,пулнӑ
718,reif::A,рӕгъӕд,пиҫӗхнӗ
719,reif::A,рӕгъӕд,аталаннӑ
720,reif::A,рӕгъӕд,пиҫсе ҫитнӗ
721,lecker::A,хӕрзад,тутлӑ
722,lecker::A,хӕрзад,техӗмлӗ
723,süß::A,адджын,пылак
724,bitter::A,судзаг,йӳҫӗ
725,sauer::A,туаг,йӳҫӗ
726,sauer::A,туаг,йӳҫек
727,sauer::A,туаг,кӑвасак
728,hell::A,рухс,ҫутӑ
729,dunkel::A,талынг,тӗттӗм
730,schwarz::A,сау,хура
731,weiß::A,урс,шурӑ
732,rot::A,сырх,хӗрлӗ
733,gelb::A,бур,сарӑ
734,blau::A,цъӕх,кӑвак
735,grün::A,цъӕх,симӗс
736,grün::A,цъӕх,пиҫмен
737,grün::A,цъӕх,ӑс пухман
738,grün::A,кӕрдӕгхуыз,симӗс
739,grün::A,кӕрдӕгхуыз,пиҫмен
740,grün::A,кӕрдӕгхуыз,ӑс пухман
741,grau::A,цъӕх,кӑвак
742,grau::A,фӕныкхуыз,кӑвак
743,bunt::A,хъулон,чӑпар
744,bunt::A,гæрæм,чӑпар
745,billig::A,аслам,йӳнӗ
746,teuer::A,зынаргъ,хаклӑ
747,wertvoll::A,зынаргъ,паха
748,blind::A,куырм,суккӑр
749,taub::A,къуырма,хӑлхасӑр
750,kräftig::A,домбай,хӑватлӑ
751,kräftig::A,тыхджын,хӑватлӑ
752,stark::A,тыхджын,вирлӗ
753,schwach::A,ӕнӕбон,халсӑр
754,fett::A,нард,самӑр
755,fett::A,нард,мӑнтӑр
756,schlank::A,гуырвидыц,йӑрӑс
757,schlank::A,гуырвидыц,яштака
758,schlank::A,хæрзконд,йӑрӑс
759,schlank::A,хæрзконд,яштака
760,schlank::A,рæхснæг,йӑрӑс
761,schlank::A,рæхснæг,яштака
762,schlank::A,сагамад,йӑрӑс
763,schlank::A,сагамад,яштака
764,hübsch::A,аив,хитре
765,hübsch::A,рӕсугъд,хитре
766,böse::A,фыдзӕрдӕ,усал
767,dumm::A,ӕдылы,ухмах
768,faul::A,зивӕг,наян
769,faul::A,зивӕг,юлхав
770,faul::A,зивӕг,ӳркенчӗк
771,faul::A,зивӕггӕнаг,наян
772,faul::A,зивӕггӕнаг,юлхав
773,faul::A,зивӕггӕнаг,ӳркенчӗк
774,fleißig::A,æнæзивæг,хастар
775,fleißig::A,æнувыд,хастар
776,geizig::A,чъынды,хытӑ
777,geizig::A,æлгъин,хытӑ
778,geizig::A,мæрддзæст,хытӑ
779,klug::A,зондджын,ӑслӑ
780,geschickt::A,хӕрзарӕхст,ӑста
781,lieb::A,уарзон,савнӑ
782,lustig::A,хъӕлдзӕг,хаваслӑ
783,sanft::A,мынчын,ачаш
784,hungrig::A,ӕххормаг,выҫӑ
785,krank::A,нӕфӕразгӕ,чирлӗ
786,nackt::A,бӕгънӕг,ҫара
787,traurig::A,ӕрхӕндӕг,салхуллӑ
788,lebendig::A,цардӕгас,чӗрӗ
789,gut::A,хорз,аван
790,gut::A,хорз,лайӑх
791,schlecht::A,цауд,япӑх
792,schlecht::A,цауд,начар
793,richtig::A,раст,тӗрӗс
794,schlimm::A,ӕвзӕр,йӗрӗнчӗк
795,wahr::A,ӕцӕг,чӑн
796,alt::A,зӕронд,кивӗ
797,neu::A,ног,ҫӗнӗ
798,ehemalig::A,раздӕры,пулнӑ
799,alt[Lebewesen]::A,ацӕргӕ,ватӑ
800,jung::A,ӕрыгон,яш
801,jung::A,ӕрыгон,ҫамрӑк
802,arm::A,мӕгуыр,чухӑн
803,reich::A,хъӕздыг,пуян
804,bekannt::A,зонгӕ,пӗлӗш
805,berühmt::A,номдзыд,чаплӑ
806,fremd::A,æцæгæлон,ют
807,verschieden::A,æндæр æмæ æндæр,расна
808,verschieden::A,алы,расна
809,verschieden::A,алыхуызон,расна
810,nah::A,хӕстӕг,ҫывӑх
811,nah::A,хӕстӕг,ҫывӑхри
812,fern::A,дард,инҫе
813,fern::A,дард,аякри
814,fern::A,дӕрддаг,инҫе
815,fern::A,дӕрддаг,аякри
816,linker::A,галиу,сулахай
817,rechter::A,рахиз,сылтӑм
818,anderer::A,иннӕ,урӑх
819,anderer::A,ӕндӕр,урӑх
820,erster::A,фыццаг,пӗрремӗш
821,erster::A,фыццӕгӕм,пӗрремӗш
822,zweiter::A,дыккаг,иккӗмӗш
823,zweiter::A,дыккæгæм,иккӗмӗш
824,dritter::A,æртыккаг,виҫҫӗмӗш
825,dritter::A,æртыккæгæм,виҫҫӗмӗш
826,letzter::A,фӕстаг,юлашки
827,allein::ADV,иунæг,пӗччен
828,auf einmal::ADV,уайтагъд,кӗмӗрккен
829,auf einmal::ADV,æвиппайды,кӗмӗрккен
830,auf einmal::ADV,æваст,кӗмӗрккен
831,zusammen::ADV,иумӕ,пӗрле
832,lange::ADV,бирæ рæстæг,вӑрах
833,plötzlich::ADV,æвиппайды,сасартӑк
834,plötzlich::ADV,æваст,сасартӑк
835,sofort::ADV,уыцы сахат,тӳрех
836,sofort::ADV,уайтагъд,тӳрех
837,später::ADV,фæстæдæр,кайран
838,jetzt::ADV,ныр,халь
839,jetzt::ADV,ныр,халӗ
840,heute::ADV,абон,паян
841,morgen::ADV,райсом,ыран
842,bald::ADV,тагъд,халех
843,bald::ADV,тагъд,кӗҫех
844,bald::ADV,рæхджы,халех
845,bald::ADV,рæхджы,кӗҫех
846,dann::ADV,стæй,унтан
847,gestern::ADV,знон,ӗнер
848,einst::ADV,кӕддӕр,пӗррехинче
849,damals::ADV,уæд,ун чухне
850,damals::ADV,уæд,апла пулсан
851,danach::ADV,стæй,унтан
852,danach::ADV,уый фæстæ,унтан
853,vorher::ADV,раздæр,малтан
854,zuerst::ADV,фыццаг,пирвай
855,einmal::ADV,иу хатт,пӗррехинче
856,manchmal::ADV,хатт,хӑш чухне
857,oft::ADV,арæх,тӑтӑш
858,immer::ADV,ӕдзух,ялан
859,niemals::ADV,никуы,нихӑҫан та
860,niemals::ADV,никæд,нихӑҫан та
861,hier::ADV,ам,кунта
862,hierhin::ADV,ардӕм,кунта
863,von hier::ADV,ардыгæй,кунтан
864,dort::ADV,уым,унта
865,dort::ADV,уым,ҫавӑнта
866,dorthin::ADV,уырдӕм,унта
867,dorthin::ADV,уырдӕм,ҫавӑнта
868,geradeaus::ADV,æргом,тикӗс
869,vorwärts::ADV,размӕ,малалла
870,rückwärts::ADV,фӕстӕмӕ,хыҫала
871,zurück::ADV,фӕстӕмӕ,каялла
872,unten::ADV,дæлæ,аялта
873,unten::ADV,дæлейы,аялта
874,unten::ADV,бынæй,аялта
875,hinab::ADV,дӕлӕмӕ,аялта
876,hinab::ADV,уырдыгмӕ,аялта
877,oben::ADV,уӕле,ҫӳлте
878,hinauf::ADV,уӕлӕмӕ,ҫӳле
879,überall::ADV,алыран,таҫта та
880,überall::ADV,алыран,пур ҫӗрте те
881,überall::ADV,алыран,кирек ӑҫта та
882,überall::ADV,алкæм,таҫта та
883,überall::ADV,алкæм,пур ҫӗрте те
884,überall::ADV,алкæм,кирек ӑҫта та
885,überall::ADV,кæмдæриддæр,таҫта та
886,überall::ADV,кæмдæриддæр,пур ҫӗрте те
887,überall::ADV,кæмдæриддæр,кирек ӑҫта та
888,nicht::ADV,нӕ,мар
889,ein wenig::ADV,чысыл,пӑртак
890,kaum::ADV,цъус,аран
891,sehr::ADV,тынг,питӗ
892,sehr::ADV,иттӕг,питӗ
893,so::ADV,афтӕ,апла
894,noch::ADV,ма,татах
895,nur::ADV,канд,ҫех
896,nur::ADV,ӕрмӕст,ҫех
897,schon::ADV,нырид,ӗнтӗ
898,wieder::ADV,ногӕй,каллех
899,vergebens::ADV,дзæгъæлы,харам
900,vergebens::ADV,уæгъды,харам
901,vergebens::ADV,æнæхъуаджы,харам
902,vor::PRP,разы,умӗнче
903,hinter::PRP,фӕстӕ,кайра
904,unter::PRP,бын,айне
905,unter::PRP,бын,айӗпе
906,unter::PRP,бын,айӗнче
907,unter::PRP,бын,ҫитеспе
908,durch::PRP,æхсæнты,витӗр
909,neben::PRP,цур,патӗнче
910,zwischen::PRP,астӕу,хушшинче
911,wegen::PRP,тыххай,пула
912,wegen::PRP,тыххай,пирки
913,dies::PRN,ай,ку
914,dies::PRN,ай,ҫак
915,das::PRN,уый,ҫав
916,alles::PRN,алцы,пурте
917,alles::PRN,алцы,йӑлт
918,alles::PRN,æппæтдæр,пурте
919,alles::PRN,æппæтдæр,йӑлт
920,alles::PRN,иууылдӕр,пурте
921,alles::PRN,иууылдӕр,йӑлт
922,ich::PRN,æз,эп
923,du::PRN,ды,эс
924,er::PRN,уый,вӑл
925,wir::PRN,мах,эпир
926,ihr::PRN,сымах,эсир
927,sie::PRN,уыдон,вӗсем
928,was::FPRN,цы,мӗн
929,was::FPRN,цы,мӗскер
930,was::FPRN,цы,мӗн те пулин
931,wer::FPRN,чи,кам
932,wo::FADV,кӕм,ӑҫта
933,wohin::FADV,кӕдӕм,ӑҫта
934,wie::FADV,куыд,епле
935,wie::FADV,куыд,мӗнле
936,warum::FADV,цӕмӕн,ма
937,warum::FADV,цӕмӕн,мӗншӗн
938,wieviel::FNUM,цал,миҫе
939,eins::NUM,иу,пӗр
940,eins::NUM,иу,пӗрре
941,zwei::NUM,дыууӕ,ик
942,zwei::NUM,дыууӕ,икӗ
943,zwei::NUM,дыууӕ,иккӗ
944,drei::NUM,ӕртӕ,виҫ
945,drei::NUM,ӕртӕ,виҫӗ
946,drei::NUM,ӕртӕ,виҫҫӗ
947,vier::NUM,цыппар,тӑват
948,fünf::NUM,фондз,пилӗк
949,fünf::NUM,фондз,пиллӗк
950,sechs::NUM,ӕхсӕз,улт
951,sechs::NUM,ӕхсӕз,ултӑ
952,sechs::NUM,ӕхсӕз,улттӑ
953,sieben::NUM,авд,ҫич
954,sieben::NUM,авд,ҫичӗ
955,sieben::NUM,авд,ҫиччӗ
956,acht::NUM,аст,сакӑр
957,acht::NUM,аст,саккӑр
958,neun::NUM,фараст,тӑхӑр
959,neun::NUM,фараст,тӑххӑр
960,zehn::NUM,дӕс,вунӑ
961,zehn::NUM,дӕс,вуннӑ
962,elf::NUM,иуæндæс,вун пӗр
963,zwölf::NUM,дыууадæс,вун ик
964,zwölf::NUM,дыууадæс,вун икӗ
965,zwölf::NUM,дыууадæс,вун иккӗ
966,zwanzig::NUM,дыууын,ҫирӗм
967,dreißig::NUM,æртын,вӑтӑр
968,dreißig::NUM,дæсæмæссæдз,вӑтӑр
969,vierzig::NUM,цыппор,хӗрӗх
970,vierzig::NUM,цыппур,хӗрӗх
971,vierzig::NUM,дыууиссæдзы,хӗрӗх
972,fünfzig::NUM,фӕндзай,аллӑ
973,sechzig::NUM,æхсай,утмӑл
974,sechzig::NUM,æртиссæдзы,утмӑл
975,siebzig::NUM,æвдай,ҫитмӗл
976,siebzig::NUM,дæс æмæ æртиссæдзы,ҫитмӗл
977,achtzig::NUM,цыппарыссæдзы,сакӑр вунӑ
978,achtzig::NUM,цыппарыссæдзы,сакӑр вуннӑ
979,achtzig::NUM,æстай,сакӑр вунӑ
980,achtzig::NUM,æстай,сакӑр вуннӑ
981,neunzig::NUM,нæуæдз,тӑхӑр вун
982,neunzig::NUM,нæуæдз,тӑхӑр вунӑ
983,neunzig::NUM,нæуæдз,тӑхӑр вуннӑ
984,neunzig::NUM,дæс æмæ цыппарыссæдзы,тӑхӑр вун
985,neunzig::NUM,дæс æмæ цыппарыссæдзы,тӑхӑр вунӑ
986,neunzig::NUM,дæс æмæ цыппарыссæдзы,тӑхӑр вуннӑ
987,hundert::NUM,сӕдӕ,ҫӗр
988,tausend::NUM,мин,пин
989,und::CNJ,ӕмӕ,та
990,oder::CNJ,кӕнӕ,е
991,stehen::V,лӕууын,тӑр
992,sitzen::V,бадын,лар
993,liegen::V,хуыссын,вырт
994,hängen::V,ауыгъд уын,усӑнса тӑр
995,hängen::V,ауыгъд уын,ҫакӑнса тӑр
996,werden::V,суӕвын,пул
997,passieren::V,æрцæуын,пул
998,beginnen::V,райдайын,пуҫлан
999,enden::V,фæуын,пӗт
1000,enden::V,фæуын,вӗҫлен
1001,wechseln::V,ивын,улшӑн
1002,aufgehen[Sonne]::V,скæсын,тух
1003,untergehen[Sonne]::V, аныгуылын,анса лар
1004,scheinen[Sonne]::V,рухс кӕнын,пӑх
1005,donnern::V,нæрын,кӗмсӗртет
1006,donnern::V,нæрын,авӑт
1007,wehen::V,дымын,варкӑш
1008,strömen::V,кӕлын,тӑкӑн
1009,fließen::V,цæуын,юх
1010,fließen::V,уайын,юх
1011,fließen::V,кæлын,юх
1012,sich drehen::V,зилын,ҫаврӑн
1013,schwanken::V,æнкъуысын,чӳхен
1014,schwingen::V,æнкъуысын,суллан
1015,schwingen::V,змæлын,суллан
1016,fallen::V,хауын,кип
1017,fallen::V,хауын,тӳр кип
1018,fallen::V,хауын,татӑлса ан
1019,brennen::V,судзын,ҫун
1020,rauchen::V,фæздæг кæнын,мӑкӑрлан
1021,rauchen::V,фæздæг кæнын,тӗтӗм кӑлар
1022,regnen::V,уарын,ҫумӑр ҫӑвать
1023,gefrieren::V,сӕлын,шӑн
1024,tauen::V,стайын,ирӗл
1025,schmelzen::V,тайын,ирӗл
1026,trocknen::V,хус кæнын,тип
1027,sieden::V,фыцын,вӗре
1028,faulen::V,ӕмбийын,ҫӗр
1029,verfaulen::V,бамбийын,ҫӗр
1030,reißen::V,скъуийын,ҫурӑл
1031,versinken::V,дӕлдон_кӕнын,пут
1032,vergehen::V,аивгъуийын,ирт
1033,erscheinen::V,разынын,курӑн
1034,erscheinen::V,разынын,курӑнса кай
1035,verschwinden::V,фæтары уын,ҫухал
1036,verschwinden::V,фæдæлдзæх уын,ҫухал
1037,verschwinden::V,фесæфын,ҫухал
1038,verschwinden::V,æрбайсæфын,ҫухал
1039,sinken::V,дæлæмæ æрхауын,чак
1040,abnehmen::V,фæкъаддæр уын,чак
1041,abnehmen::V,фæцух уын,чак
1042,zunehmen::V,фæфылдæр уын,пысӑклан
1043,zunehmen::V,сбирæ уын,пысӑклан
1044,zunehmen::V,сахадын,пысӑклан
1045,steigen::V,сыстын,ҫӗклен
1046,wachsen::V,рӕзын,ӳс
1047,glänzen::V,ӕрттивын,ҫиҫ
1048,funkeln::V,тыбар-тыбур_кӕнын,ялкӑш
1049,funkeln::V,тыбар-тыбур_кӕнын,йӑлтӑртат
1050,lärmen::V,хъæлæба кæнын,шавла
1051,läuten::V,цæгъдын,шӑнкӑравла
1052,klingeln::V,цæгъдын,шӑнкӑравла
1053,klirren::V,дзыгъал-мыгъул кæнын,калтлат
1054,klirren::V,дзыгъал-мыгъул кæнын,шӑнкӑлтат
1055,klirren::V,дзæгъ-дзæгъ кæнын,калтлат
1056,klirren::V,дзæгъ-дзæгъ кæнын,шӑнкӑлтат
1057,brausen::V,абухын,ахӑр
1058,klingen::V,зæлын,янӑра
1059,klingen::V,азæлын,янӑра
1060,klingen::V,хъуысын,янӑра
1061,bellen::V,рæйын,вӗр
1062,heulen::V,ниуын,ула
1063,blasen::V,фу кӕнын,вӗр
1064,pfeifen::V,æхситт кæнын,шӑхӑр
1065,pfeifen::V,къуыззитт кæнын,шӑхӑр
1066,schreien::V,хъӕр кӕнын,кӑшкӑр
1067,stöhnen::V,хъæрзын,йынӑш
1068,stöhnen::V,дзыназын,йынӑш
1069,zittern::V,ризын,чӗтре
1070,leben::V,цӕрын,пурӑн
1071,geboren werden::V,райгуырын,ҫурал
1072,atmen::V,улӕфын,сывла
1073,trinken::V,нуазын,ӗҫ
1074,essen::V,хӕрын,ҫи
1075,schlucken::V,ныхъуырын,ҫӑт
1076,müde werden::V,бафæллайын,ӗшен
1077,müde werden::V,бафæлмæцын,ӗшен
1078,müde werden::V,сфæлмæцын,ӗшен
1079,einschlafen::V,бафынæй уын,ыйха пут
1080,einschlafen::V,бафынæй уын,ҫывӑрса кай
1081,schlafen::V,хуыссын,ҫывӑр
1082,schlafen::V,фынӕй кӕнын,ҫывӑр
1083,aufwachen::V,райхъал уын,вӑран
1084,aufstehen::V,стын,тӑр
1085,sich erholen::V,фæллад уадзын,кан
1086,sich erholen::V,улæфын,кан
1087,krank werden::V,фӕрынчын уын,чирле
1088,krank sein::V,сӕйын,чирле
1089,schmerzen::V,риссын,сур
1090,schmerzen::V,риссын,ырат
1091,husten::V,хуыфын,ӳсӗр
1092,genesen::V,сдзæбæх уын,сывал
1093,genesen::V,сдзæбæх уын,тӳрлен
1094,genesen::V,рандидзын,сывал
1095,genesen::V,рандидзын,тӳрлен
1096,genesen::V,сæндидзын,сывал
1097,genesen::V,сæндидзын,тӳрлен
1098,sterben::V,мӕлын,вил
1099,umkommen::V,фесæфын,вил
1100,umkommen::V,байсæфын,вил
1101,umkommen::V,бабын уын,вил
1102,umkommen::V,мард фæуын,вил
1103,sich bewegen::V,тæлфын,куҫ
1104,sich bewegen::V,цæуын,куҫ
1105,sich rühren::V,змӕлын,хускал
1106,sich erheben::V,стын,тӑр
1107,sich setzen::V,сбадын,лар
1108,hinfallen::V,ӕрхауын,ӳк
1109,laufen::V,цӕуын,ут
1110,laufen::V,рацу-бацу_кӕнын,ут
1111,schreiten::V,къахдзæф кæнын,ут
1112,schreiten::V,санчъех кæнын,ут
1113,schreiten::V,цæуын,ут
1114,spazierengehen::V,озер кæнын,уҫӑлса ҫӳре
1115,spazierengehen::V,озер кæнын,уткаласа ҫӳре
1116,spazierengehen::V,тезгъо кæнын,уҫӑлса ҫӳре
1117,spazierengehen::V,тезгъо кæнын,уткаласа ҫӳре
1118,eilen::V,тагъд кæнын,васка
1119,eilen::V,тагъд кæнын,хыпалан
1120,eilen::V,тындзын,васка
1121,eilen::V,тындзын,хыпалан
1122,sich beeilen::V,тагъд кæнын,васка
1123,sich beeilen::V,тагъд кæнын,хыпалан
1124,sich beeilen::V,тындзын,васка
1125,sich beeilen::V,тындзын,хыпалан
1126,sausen::V,уайын,ыткӑн
1127,sausen::V,уайын,вӗҫтер
1128,sausen::V,тæхын,ыткӑн
1129,sausen::V,тæхын,вӗҫтер
1130,rennen::V,згъорын,чуп
1131,springen::V,гæпп кæнын,сик
1132,springen::V,сæррæтт кæнын,сик
1133,springen::V,лиуырын,сик
1134,klettern::V,хилын,улӑх
1135,schaukeln::V,хецъро кæнын,йӳрӗн
1136,schaukeln::V,херыйыл бадын,йӳрӗн
1137,kriechen::V,бырын,шу
1138,kriechen::V,бырын,упален
1139,schwimmen::V,ленк кӕнын,иш
1140,tauchen::V,ныгъуылын,чӑм
1141,rudern::V,бæлæгъ тæрын,авӑс
1142,rudern::V,чема тæрын,авӑс
1143,fahren::V,цӕуын,пыр
1144,fliegen::V,тӕхын,вӗҫ
1145,gehen::V,цӕуын,кай
1146,weggehen::V,ацӕуын,кай
1147,abfahren::V,араст уын,тапран
1148,anhalten::V,æрлæууын,чарӑн
1149,hineingehen::V,мидæмæ цæуын,кӗр
1150,eintreten::V,бацӕуын,кӗр
1151,kommen::V,æрцæуын,кил
1152,ankommen::V,æрцæуын,ҫит
1153,zurückkommen::V,раздæхын,таврӑн
1154,zurückkommen::V,раздæхын,каялла кил
1155,zurückkommen::V,фæстæмæ_раздæхын,таврӑн
1156,zurückkommen::V,фæстæмæ_раздæхын,каялла кил
1157,zurückkommen::V,æрбаздæхын,таврӑн
1158,zurückkommen::V,æрбаздæхын,каялла кил
1159,zurückkommen::V,аздæхын,таврӑн
1160,zurückkommen::V,аздæхын,каялла кил
1161,bleiben::V,лӕууын,юл
1162,warten::V,ӕнхъӕлмӕ кӕсын,кӗт
1163,erwarten::V,ӕнхъӕлмӕ кӕсын,кӗт
1164,suchen::V,агурын,шыра
1165,finden::V,ссарын,туп
1166,versuchen::V,фӕлварын,пикен
1167,vorbereiten::V,бацаттæ кæнын,хатӗрле
1168,vorbereiten::V,æрæввонг кæнын,хатӗрле
1169,lieben::V,уарзын,юрат
1170,mögen::V,зæрдæмæ цæуын,кӑмӑлла
1171,mögen::V,зæрдæмæ цæуын,килӗштер
1172,lachen::V,худын,кул
1173,lachen::V,худын,ахӑлтат
1174,rühren::V,зæрдæ суынгæг кæнын,ҫулӑх
1175,weinen::V,кӕуын,йӗр
1176,weinen::V,кӕуын,макӑр
1177,schimpfen::V,æлгъитын,вӑрҫ
1178,schimpfen::V,æлгъитын,ятлаҫ
1179,sich ärgern::V,мæсты кæнын,ҫиллен
1180,sich fürchten::V,тæрсын,шиклен
1181,fürchten::V,тæрсын,хӑра
1182,fliehen::V,лидзын,тар
1183,flüchten::V,алидзын,чупса тар
1184,sehen::V,уынын,кур
1185,anschauen::V,акӕсын,пӑхса ил
1186,ansehen::V,кӕсын,пӑх
1187,hören::V,хъусын,илт
1188,zuhören::V,хъусын,итле
1189,zuhören::V,хъусын,тӑнла
1190,probieren::V,уынын,астив
1191,probieren::V,аходын,астив
1192,riechen::V,смудын,шӑршла
1193,fühlen::V,ӕнкъарын,туй
1194,fühlen::V,ӕнкъарын,сис
1195,scheinen::V,зынын,туйӑн
1196,zu sehen sein::V,зынын,курӑн
1197,vernehmen::V,фехъусын,пӑл
1198,frieren::V,сийын,йӳтен
1199,tun::V,кӕнын,ту
1200,können::V,фӕразын,пултар
1201,wollen::V,фӕндын,те
1202,anfangen::V,райдайын,пуҫла
1203,beenden::V,фӕуын,пӗтер
1204,aufhören::V,банцайын,пӑрах
1205,aufhören::V,фенцайын,пӑрах
1206,gelingen::V,бантысын,ӑн
1207,geraten::V,разынын,пул
1208,öffnen::V,гом кӕнын,уҫ
1209,schließen::V,ӕхгӕнын,хуп
1210,stellen::V,ӕвӕрын,ларт
1211,stellen::V,ӕвӕрын,тӑрат
1212,setzen::V,сбадын кӕнын,ларт
1213,legen::V,ӕрӕвӕрын,хур
1214,berühren::V,агайын,перӗн
1215,verbinden::V,бӕттын,сып
1216,bedecken::V,ӕмбӕрзын,вит
1217,aufhängen::V,ауындзын,ҫак
1218,anzünden::V,ссудзын,ҫут
1219,aufheben::V,сисын,ҫӗкле
1220,zurücklassen::V,ныууадзын,манса хӑвар
1221,verlieren::V,фесафын,ҫӗтер
1222,fallen lassen::V,ӕрӕппарын,ӳкер
1223,fallen lassen::V,къухтӕй феуӕгъд кӕнын,ӳкер
1224,machen::V,саразын,ту
1225,herstellen::V,сцæттæ кæнын,ӑстала
1226,herstellen::V,саразын,ӑстала
1227,bauen::V,амайын,ту
1228,reparieren::V,æмпъузын,юса
1229,reparieren::V,цалцæг кæнын,юса
1230,verbessern::V,фæхуыздæр кæнын,лайӑхлат
1231,ändern::V,аивын,улӑштар
1232,graben::V,къахын,чав
1233,graben::V,къахын,чакала
1234,beugen::V,æркъæдз кæнын,кукӑрт
1235,beugen::V,æртасын кæнын,кукӑрт
1236,biegen::V,тасын кӕнын,ав
1237,biegen::V,тасын кӕнын,кукӑрт
1238,drehen::V,здухын,ҫавӑр
1239,wenden::V,афæлдахын,ӳпӗнтер
1240,wenden::V,рафæлдахын,ӳпӗнтер
1241,umdrehen::V,афæлдахын,ҫавӑр
1242,heben::V,сдарын,хӑпарт
1243,heben::V,схæцын,хӑпарт
1244,hochheben::V,уæлæмæ хæцын,йӑт
1245,ergreifen::V,фӕлӕбурын,тыт
1246,halten::V,дарын,тыт
1247,drücken::V,æлхъивын,пус
1248,drücken::V,хæцын,пус
1249,schieben::V,схойын,тӗк
1250,schieben::V,схойын,тӗрт
1251,kratzen::V,хафын,хыр
1252,lecken::V,сдæрын,ҫула
1253,beißen::V,хæцын,ҫырт
1254,beißen::V,хæцын,хып
1255,abreißen::V,ратонын,тат
1256,abschneiden::V,ралыг кӕнын,кас
1257,binden::V,бабӕттын,ҫых
1258,stecken::V,ныссадзын,чик
1259,brechen::V,асæттын,хуҫ
1260,brechen::V,басæттын,хуҫ
1261,brechen::V,ныссæттын,хуҫ
1262,klopfen::V,хойын,такка
1263,klopfen::V,гуыпп-гуыпп кæнын,такка
1264,klopfen::V,къуырцц-къуырцц кæнын,такка
1265,hauen::V,цӕвын,шакка
1266,hauen::V,нӕмын,шакка
1267,kleben::V,ныхасын,ҫыпӑҫтар
1268,kleben::V,æндадзын,ҫыпӑҫтар
1269,reiben::V,сӕрфын,сӑтӑр
1270,reiben::V,хафын,сӑтӑр
1271,streichen::V,байсæрдын,сӗр
1272,streichen::V,сахорын,сӗр
1273,schleifen::V,ссын,хӑйра
1274,schleifen::V,цыргъ кӕнын,хӑйра
1275,schneiden::V,кӕрдын,кас
1276,rütteln::V,æнкъусын,лӑка
1277,rütteln::V,æнкъусын,силлентер
1278,schütteln::V,уигъын,лӑка
1279,schütteln::V,уигъын,силлентер
1280,schwenken::V,тилын,сулла
1281,schwenken::V,уигъын,сулла
1282,schütten::V,ныккӕнын,тултар
1283,füllen::V,байдзаг кæнын,тултар
1284,einwickeln::V,батухын,чӗрке
1285,tragen::V,хӕссын,ҫӗкле
1286,schleppen::V,ласын,сӗтӗр
1287,ziehen::V,ласын,тӑс
1288,aufbewahren::V,æвæрын,усра
1289,werfen::V,зыввытт кӕнын,пӑрах
1290,fangen::V,ӕрцахсын,тыт
1291,packen::V,рацахсын,тыт
1292,verstecken::V,æмбæхсын,пытарса хур
1293,verstecken::V,нымæхсын,пытарса хур
1294,teilen::V,уарын,уйӑр
1295,teilen::V,уарын,пайла
1296,schicken::V,ӕрвитын,яр
1297,bringen::V,æрхæссын,кӳр
1298,bringen::V,æрбахæссын,кӳр
1299,hinzufügen::V,ӕфтауын,хуш
1300,bekommen::V,ссарын,ил
1301,bekommen::V,ссарын,туян
1302,bekommen::V,сфæрæз кæнын,ил
1303,bekommen::V,сфæрæз кæнын,туян
1304,bekommen::V,самал кæнын,ил
1305,bekommen::V,самал кæнын,туян
1306,erhalten::V,райсын,ил
1307,erhalten::V,райсын,туян
1308,nehmen::V,райсын,ил
1309,wählen::V,равзарын,суйла
1310,auswählen::V,авзарын,суйла
