,Concept_ID,sah,hu
230,Lehm::N,туой,vályog
231,Sand::N,кумах,homok
232,Mensch::N,киһи,ember
233,Mann::N,эр,úr
234,Mann::N,эр,férfi
235,Frau::N,дьахтар,nő
236,Frau::N,дьахтар,asszony
237,Kind::N,оҕо,gyerek
238,Kind::N,оҕо,gyermek
239,Junge::N,уол,fiú
240,Mädchen::N,кыыс оҕо,lány
241,Familie::N,кэргэн,család
242,Großvater::N,эһэ,nagyapa
243,Großmutter::N,эбэ,nagyanya
244,Eltern::N,аҕа-ийэ,szülők
245,Vater::N,аҕа,apa
246,Vater::N,аҕа,atya
247,Mutter::N,ийэ,anya
248,Sohn::N,уол,fiú
249,Tochter::N,кыыс,lány
250,Bruder::N,убай,fivér
251,Bruder::N,убай,testvér
252,Bruder::N,быраат,fivér
253,Bruder::N,быраат,testvér
254,Schwester::N,аҕас,nővér
255,Schwester::N,аҕас,lánytestvér
256,Schwester::N,балыс,nővér
257,Schwester::N,балыс,lánytestvér
258,Onkel::N,таай,nagybácsi
259,Onkel::N,абаҕа,nagybácsi
260,Tante::N,эдьиий,nagynéni
261,Ehemann::N,эр,férj
262,Ehefrau::N,ойох,feleség
263,Freude::N,үөрүү,öröm
264,Gelächter::N,күлүү,nevetés
265,Gelächter::N,күлүү,hahotázás
266,Glück::N,дьол,boldogság
267,Glück::N,соргу,boldogság
268,Kummer::N,кутурҕан,bánat
269,Wunsch::N,баҕарыы,óhaj
270,Lust::N,баҕа,kedv
271,Geist::N,тыын,elme
272,Geist::N,тыын,szellem
273,Gedanke::N,санаа,gondolat
274,Gedächtnis::N,өй,emlékezet
275,Verstand::N,өй,ész
276,Verstand::N,өй,értelem
277,Sinn::N,суолта,értelem
278,Grund::N,төрүөт,ok
279,Grund::N,төрүөт,alap
280,Wahrheit::N,кырдьык,igaz
281,Wahrheit::N,кырдьык,igazság
282,Gespräch::N,бэсиэдэ,beszélgetés
283,Gespräch::N,кэпсэтии,beszélgetés
284,Märchen::N,остуоруйа,mese
285,Erzählung::N,кэпсээн,elbeszélés
286,Nachricht::N,биллэриллии,hír
287,Nachricht::N,биллэриллии,híradás
288,Neuigkeit::N,сонун,újság
289,Name::N,аат,név
290,Rätsel::N,таабырын,rejtvény
291,Rede::N,этии,beszéd
292,Rede::N,этии,szónoklat
293,Sprache::N,тыл,nyelv
294,Stimme::N,куолас,hang
295,Wort::N,тыл,szó
296,Zeichen::N,бэлиэ,jel
297,Ruf::N,ыҥырыы,kiáltás
298,Lärm::N,айдаан,zaj
299,Laut::N,тыас,hang
300,Ton::N,дорҕоон,hang
301,Lied::N,ырыа,dal
302,Lied::N,ырыа,ének
303,Ruhe::N,уу чуумпу,csend
304,Ruhe::N,уу чуумпу,nyugalom
305,Leute::N,дьон,emberek
306,Volk::N,дьон,nép
307,Volk::N,норуот,nép
308,Arbeit::N,үлэ,dolog
309,Gast::N,ыалдьыт,vendég
310,Geschenk::N,бэлэх,ajándék
311,Spiel::N,оонньуу,játék
312,Gesellschaft::N,общество,társaság
313,Hilfe::N,көмө,segítség
314,Freund::N,доҕор,barát
315,Kamerad::N,атас,társ
316,Angelegenheit::N,дьыала,ügy
317,Anzahl::N,ахсаан,szám
318,Art::N,биис,faj
319,Art::N,биис,fajta
320,Stück::N,кырбас,darab
321,Teil::N,ирээт,rész
322,Hälfte::N,аҥар,fél
323,Kreis::N,төгүрүк,kör
324,Kreis::N,төгүрүмтэ,kör
325,Kreuz::N,кириэс,kereszt
326,Linie::N,сурааһын,vonal
327,Strich::N,сурааһын,vonás
328,Abstand::N,арыт,köz
329,Entfernung::N,ыраах,távolság
330,Gegend::N,сир,táj
331,Gegend::N,сир,vidék
332,Platz::N,арыт,hely
333,Ort::N,сир,hely
334,Seite::N,өрүт,fél
335,Seite::N,өрүт,oldal
336,Seite::N,сирэй,fél
337,Seite::N,сирэй,oldal
338,Mitte::N,орто,közép
339,Gegenstand::N,предмет,tárgy
340,Sache::N,мал,dolog
341,Rand::N,кытыы,szél
342,Rand::N,кытыы,perem
343,Rand::N,кытыы,szegély
344,Rand::N,ойоҕос,szél
345,Rand::N,ойоҕос,perem
346,Rand::N,ойоҕос,szegély
347,Kante::N,кырыы,él
348,Ecke::N,муннук,sarok
349,Ecke::N,муннук,szöglet
350,Spitze::N,чыпчаал,csúcs
351,Ende::N,төбө,vég
352,Loch::N,тэһэҕэс,lyuk
353,Loch::N,дьөлөҕөс,lyuk
354,Winkel::N,муннук,szög
355,Muster::N,оһуор,minta
356,Größe::N,кээмэй,nagyság
357,Länge::N,уста,hossz
358,Länge::N,уста,hosszúság
359,Höhe::N,үрдүк,magasság
360,Gewicht::N,ыйааһын,súly
361,Menge::N,ахсаан,sokaság
362,Menge::N,ахсаан,mennyiség
363,Haufen::N,чөмчөх,halom
364,Reihe::N,кэккэ,sor
365,Boot::N,оҥочо,csónak
366,Ruder::N,эрдии,evező
367,Schlitten::N,сыарҕа,szánkó
368,Ski::N,хайыһар,sí
369,Lagerfeuer::N,кутаа,tábortűz
370,Last::N,ыарахан,teher
371,Gang::N,хаамыы,járás
372,Schritt::N,хардыы,lépés
373,Norden::N,хоту,észak
374,Süden::N,соҕуруу,dél
375,Westen::N,арҕаа,nyugat
376,Osten::N,илин,kelet
377,Holz::N,мас,fa
378,Brett::N,дуоска,deszka
379,Brett::N,хаптаһын,deszka
380,Platte::N,билиитэ,lap
381,Platte::N,билиитэ,lemez
382,Stütze::N,тулааһын,támasz
383,Stütze::N,тулааһын,támaszték
384,Stange::N,ураҕас,rúd
385,Stange::N,ураҕас,pózna
386,Stock::N,мас,pálca
387,Stock::N,баалкы,pálca
388,Stab::N,ураҕас,bot
389,Rohr::N,турба,cső
390,Haus::N,дьиэ,ház
391,Heim::N,дьиэ,otthon
392,Ofen::N,оһох,kályha
393,Fußboden::N,муоста,padló
394,Tisch::N,остуол,asztal
395,Stuhl::N,устуул,szék
396,Wiege::N,биһик,bölcső
397,Bett::N,кырабаат,ágy
398,Regal::N,долбуур,polc
399,Regal::N,долбуур,állvány
400,Kiste::N,дьааһык,láda
401,Fenster::N,түннүк,ablak
402,Tür::N,аан,ajtó
403,Tor::N,аан,kapu
404,Zaun::N,соппулуот,kerítés
405,Dach::N,кырыыса,tető
406,Leiter::N,кирилиэс,létra
407,Besen::N,миинньик,seprű
408,Spaten::N,күрдьэх,ásó
409,Schaufel::N,күрдьэх,lapát
410,Gabel::N,биилкэ,villa
411,Löffel::N,луоска,kanál
412,Messer::N,быһах,kés
413,Nagel::N,тоһоҕо,szeg
414,Netz::N,илим,háló
415,Haken::N,көхө,kampó
416,Griff::N,ук,nyél
417,Griff::N,ук,fogantyú
418,Griff::N,тутаах,nyél
419,Griff::N,тутаах,fogantyú
420,Schloss::N,күлүүс,zár
421,Bild::N,хартыына,kép
422,Figur::N,фигура,alak
423,Puppe::N,куукула,bábu
424,Beutel::N,мөһөөччук,zacskó
425,Bündel::N,баайыы,köteg
426,Tasche::N,суумка,táska
427,Eimer::N,биэдэрэ,vödör
428,Deckel::N,хаппах,fedő
429,Deckel::N,хаппах,fedél
430,Geschirr::N,иһит,edény
431,Sack::N,куул,zsák
432,Tasse::N,сэлиэнэй,csésze
433,Topf::N,көстүрүүҥкэ,fazék
434,Kessel::N,хочуол,üst
435,Kessel::N,хочуол,bogrács
436,Essen::N,аһылык,evés
437,Essen::N,аһылык,étkezés
438,Nahrung::N,ас,ennivaló
439,Speise::N,аһылык,étel
440,Fleisch::N,эт,hús
441,Getreide::N,злактар,gabona
442,Brei::N,хааһы,pép
443,Brei::N,хааһы,kása
444,Brot::N,килиэп,kenyér
445,Scheibe::N,куһуок,szelet
446,Fett::N,сыа,háj
447,Fett::N,сыа,zsír
448,Butter::N,арыы,vaj
449,Öl::N,арыы,olaj
450,Salz::N,туус,só
451,Suppe::N,мин,leves
452,Honig::N,мүөт,méz
453,Milch::N,үүт,tej
454,Tee::N,чэй,tea
455,Leder::N,тирии,bőr
456,Wolle::N,түү,gyapjú
457,Stoff::N,таҥас,szövet
458,Nadel::N,иннэ,tű
459,Faden::N,сап,fonál
460,Knopf::N,тимэх,gomb
461,Knoten::N,түмүк,csomó
462,Farbe::N,кырааска,szín
463,Farbe::N,кырааска,festék
464,Kleidung::N,таҥас,ruha
465,Kleidung::N,таҥас,ruházat
466,Hemd::N,ырбаахы,ing
467,Kragen::N,саҕа,gallér
468,Ärmel::N,сиэх,ujj
469,Hose::N,ыстаан,gatya
470,Hose::N,ыстаан,nadrág
471,Hose::N,бүрүүкэ,gatya
472,Hose::N,бүрүүкэ,nadrág
473,Gürtel::N,кур,öv
474,Mütze::N,бэргэһэ,sapka
475,Schuh::N,бачыыҥка,cipő
476,Stiefel::N,саппыкы,csizma
477,Ring::N,биһилэх,gyűrű
478,Band::N,лиэнтэ,szalag
479,Kamm::N,тараах,fésű
480,Spiegel::N,сиэркилэ,tükör
481,Riemen::N,кур,szíj
482,Schnur::N,быа,zsinór
483,Leine::N,тэһиин,póráz
484,Decke::N,суорҕан,takaró
485,Kissen::N,сыттык,párna
486,Tuch::N,былаат,kendő
487,Handtuch::N,соттор,törülköző
488,Kraft::N,сыра,erő
489,Stärke::N,күүс,erő
490,Stärke::N,күүс,erősség
491,Gesundheit::N,доруобуйа,egészség
492,Krankheit::N,ыарыы,kór
493,Krankheit::N,ыарыы,betegség
494,Schmerz::N,ыарыы,fájdalom
495,Wunde::N,баас,seb
496,Fieber::N,түрүлгэн,láz
497,Fieber::N,лихорадка,láz
498,Fieber::N,температура,láz
499,Arznei::N,эмп,orvosság
500,Arznei::N,эмп,gyógyszer
501,Brücke::N,күргэ,híd
502,Brunnen::N,холуодьас,kút
503,Weide::N,мэччирэҥ,legelő
504,Pfad::N,ыллык,ösvény
505,Weg::N,суол,út
506,Straße::N,суол,út
507,Dorf::N,дэриэбинэ,falu
508,Stadt::N,куорат,város
509,Brief::N,сурук,levél
510,Buch::N,кинигэ,könyv
511,Buchstabe::N,буква,betű
512,Zeitung::N,хаһыат,újság
513,Zeitung::N,хаһыат,hírlap
514,Leben::N,тыын,élet
515,Tod::N,өлүү,halál
516,Grab::N,иин,sír
517,Kirche::N,таҥара дьиэтэ,templom
518,Sünde::N,айыы,bűn
519,Sünde::N,айыы,vétek
520,Gott::N,тангара,isten
521,Arbeiter::N,үлэһит,munkás
522,Chef::N,баһылык,főnök
523,Chef::N,начальник,főnök
524,Meister::N,уус,mester
525,Meister::N,маастар,mester
526,Arzt::N,врач,orvos
527,Lehrer::N,учуутал,tanár
528,Lehrer::N,учуутал,tanító
529,Geld::N,харчы,pénz
530,Geschäft::N,идэ,üzlet
531,Laden::N,маҕаһыын,bolt
532,Preis::N,сыана,ár
533,Ware::N,табаар,áru
534,Nutzen::N,туһа,haszon
535,Reichtum::N,баай,gazdagság
536,Welt::N,аан дойду,világ
537,Land::N,дойду,ország
538,Staat::N,государство,állam
539,König::N,король,király
540,Macht::N,былаас,hatalom
541,Grenze::N,кыраныысса,határ
542,Krieg::N,сэрии,háború
543,Feind::N,өстөөх,ellenség
544,Gewalt::N,күүһүлээһин,erőszak
545,Kampf::N,охсуһуу,harc
546,Bogen[Waffe]::N,ох,íj
547,Pfeil::N,ох,nyíl
548,Gewehr::N,саа,puska
549,Gewehr::N,саа,fegyver
550,Fehler::N,сыыһа,hiba
551,Lüge::N,сымыйа,hazugság
552,Schaden::N,хоромньу,kár
553,Unglück::N,алдьархай,csapás
554,Unglück::N,алдьархай,balszerencse
555,Schuld::N,буруй,bűn
556,Alter::N,саас,kor
557,Schluss::N,тиһэх,vég
558,Schluss::N,тиһэх,befejezés
559,Zeit::N,бириэмэ,idő
560,Tag::N,күн,nap
561,Morgen::N,сарсыарда,reggel
562,Mittag::N,күн ортото,dél
563,Abend::N,киэһэ,este
564,Nacht::N,түүн,éj
565,Nacht::N,түүн,éjszaka
566,Woche::N,нэдиэлэ,hét
567,Monat::N,ый,hó
568,Monat::N,ый,hónap
569,Jahr::N,сыл,év
570,Jahr::N,дьыл,év
571,Frühling::N,саас,tavasz
572,Sommer::N,сайын,nyár
573,Herbst::N,күһүн,ősz
574,Winter::N,кыһын,tél
575,Januar::N,тохсунньу,január
576,Februar::N,олунньу,február
577,März::N,кулун тутар,március
578,April::N,муус устар ый,április
579,Mai::N,ыам ыйа,május
580,Juni::N,бэс ыйа,június
581,Juli::N,от ыйа,július
582,August::N,атырдьах ыйа,augusztus
583,September::N,балаҕан ыйа,szeptember
584,Oktober::N,алтынньы,október
585,November::N,сэтинньи,november
586,Dezember::N,ахсынньы,december
587,Montag::N,бэнидиэнньик,hétfő
588,Dienstag::N,оптуорунньук,kedd
589,Mittwoch::N,сэрэдэ,szerda
590,Donnerstag::N,чэппиэр,csütörtök
591,Freitag::N,бээтинсэ,péntek
592,Samstag::N,субуота,szombat
593,Sonntag::N,баскыһыанньа,vasárnap
594,groß::A,бөдөҥ,nagy
595,groß::A,улахан,nagy
596,klein::A,кыр,pici
597,klein::A,кыр,kicsi
598,lang::A,уһун,hosszú
599,kurz::A,кылгас,rövid
600,breit::A,кэтит,széles
601,schmal::A,кыараҕас,keskeny
602,dicht::A,хойуу,sűrű
603,dick[Gegenstand]::A,суон,vastag
604,dick[Gegenstand]::A,хойуу,vastag
605,dünn::A,чараас,vékony
606,fein::A,бытархай,vékony
607,fein::A,синньигес,vékony
608,fest::A,бөҕө,szilárd
609,fest::A,кытаанах,szilárd
610,flach::A,хаптаҕай,sík
611,flach::A,хаптаҕай,lapos
612,glatt::A,кылааккай,sima
613,hart::A,хатан,kemény
614,hart::A,кытаанах,kemény
615,weich::A,сымнаҕас,puha
616,rund::A,төгүрүк,kerek
617,spitz::A,сытыы,hegyes
618,spitz::A,уһуктаах,hegyes
619,scharf::A,сытыы,éles
620,stumpf::A,сыппах,tompa
621,stumpf::A,сыппах,életlen
622,schwer::A,ыарахан,nehéz
623,schwer::A,ыарахан,súlyos
624,schön::A,кыраһыабай,szép
625,heiß::A,итии,forró
626,warm::A,ичигэс,meleg
627,kalt::A,тымныы,hideg
628,kühl::A,сөрүүн,hűs
629,kühl::A,сөрүүн,hűvös
630,frisch::A,ыраас,üde
631,frisch::A,ыраас,friss
632,frisch::A,сөрүүн,üde
633,frisch::A,сөрүүн,friss
634,frisch::A,тымныы,üde
635,frisch::A,тымныы,friss
636,feucht::A,сииктээх,nedves
637,nass::A,инчэҕэй,vizes
638,trocken::A,кураан,száraz
639,voll::A,толору,telt
640,leer::A,иччитэх,üres
641,offen::A,аһаҕас,nyílt
642,offen::A,аһаҕас,nyitott
643,geschlossen::A,бүтэй,zárt
644,geschlossen::A,бүтэй,csukott
645,sauber::A,сэбэр,tiszta
646,schmutzig::A,кирдээх,piszkos
647,schmutzig::A,кирдээх,szennyes
648,roh::A,сиикэй,nyers
649,reif::A,буспут,érett
650,reif::A,сиппит-хоппут,érett
651,lecker::A,минньигэс,finom
652,süß::A,минньигэс,édes
653,bitter::A,аһыы,keserű
654,sauer::A,аһыы,savanyú
655,hell::A,сырдык,világos
656,dunkel::A,хараҥа,sötét
657,schwarz::A,хара,fekete
658,weiß::A,үрүҥ,fehér
659,weiß::A,маҥан,fehér
660,rot::A,кыһыл,vörös
661,gelb::A,саһархай,sárga
662,blau::A,күөх,kék
663,grün::A,күөх,zöld
664,grün::A,от күөҕэ,zöld
665,grau::A,сиэрэй,ősz
666,grau::A,сиэрэй,szürke
667,bunt::A,эриэн,tarka
668,bunt::A,эриэн,színes
669,billig::A,чэпчэки,olcsó
670,teuer::A,сыаналаах,drága
671,wertvoll::A,сыаналаах,értékes
672,blind::A,хараҕа суох,vak
673,taub::A,дьүлэй,süket
674,kräftig::A,модун,erős
675,stark::A,күүстээх,erős
676,schwach::A,мөлтөх,gyenge
677,schwach::A,мөлтөх,erőtlen
678,fett::A,эмис,hájas
679,schlank::A,дьылҕан,karcsú
680,schlank::A,дьыпсаҕай,karcsú
681,hübsch::A,олус кэрэ,csinos
682,hübsch::A,көрүөхтэн үчүгэй,csinos
683,böse::A,өһүөннээх,rossz
684,böse::A,өһүөннээх,gonosz
685,dumm::A,акаары,buta
686,dumm::A,акаары,ostoba
687,faul::A,нэс,lusta
688,fleißig::A,кыһамньылаах,szorgalmas
689,geizig::A,иҥсэлээх,fukar
690,geizig::A,иҥсэлээх,fösvény
691,klug::A,өйдөөх,okos
692,klug::A,өйдөөх,eszes
693,geschickt::A,наһаа дьоҕурдаах,ügyes
694,lieb::A,тапталлаах,drága
695,lieb::A,тапталлаах,kedves
696,lustig::A,көрдөөх,víg
697,lustig::A,көрдөөх,vidám
698,sanft::A,намчы,enyhe
699,sanft::A,сымнаҕас,enyhe
700,hungrig::A,аччык,éhes
701,krank::A,ыалдьар,beteg
702,nackt::A,сыгынньах,csupasz
703,nackt::A,сыгынньах,meztelen
704,traurig::A,санаарҕабыллаах,bús
705,traurig::A,санаарҕабыллаах,szomorú
706,lebendig::A,тыыннаах,élő
707,gut::A,үтүө,jó
708,gut::A,үчүгэй,jó
709,schlecht::A,куһаҕан,rossz
710,richtig::A,сөп,helyes
711,schlimm::A,сидьиҥ,rossz
712,schlimm::A,быдьар,rossz
713,wahr::A,кырдьык,igaz
714,alt::A,былыргы,ó
715,alt::A,былыргы,régi
716,neu::A,саҥа,új
717,ehemalig::A,урукку,volt
718,ehemalig::A,урукку,egykori
719,alt[Lebewesen]::A,кырдьаҕас,öreg
720,jung::A,эдэр,fiatal
721,arm::A,дьадаҥы,szegény
722,reich::A,баай,gazdag
723,bekannt::A,билэр,ismert
724,bekannt::A,билэр,ismeretes
725,berühmt::A,аатырбыт,híres
726,fremd::A,атын,idegen
727,verschieden::A,араас,különböző
728,nah::A,чугас,közeli
729,fern::A,ыраах,távoli
730,linker::A,хаҥас,bal
731,rechter::A,уҥа,jobb
732,anderer::A,атын,más
733,anderer::A,атын,másik
734,erster::A,маҥнайгы,első
735,zweiter::A,иккис,második
736,dritter::A,үһүс,harmadik
737,letzter::A,тиһэх,utolsó
738,allein::ADV,соҕотох,egyedül
739,auf einmal::ADV,биирдэ,egyszerre
740,zusammen::ADV,холбуу,együtt
741,zusammen::ADV,холбуу,összesen
742,lange::ADV,уһуннук,sokáig
743,lange::ADV,уһуннук,hosszan
744,plötzlich::ADV,эмискэ,hirtelen
745,plötzlich::ADV,эмискэ,egyszerre
746,sofort::ADV,тута,rögtön
747,sofort::ADV,тута,tüstént
748,später::ADV,хойут,későn
749,jetzt::ADV,билигин,most
750,heute::ADV,бүгүн,ma
751,morgen::ADV,сарсын,holnap
752,bald::ADV,өтөр,majd
753,bald::ADV,өтөр,nemsokára
754,dann::ADV,кэнна,akkor
755,gestern::ADV,бэҕэһээ,tegnap
756,einst::ADV,биир төгүл,hajdan
757,einst::ADV,арай биирдэ,hajdan
758,damals::ADV,оччоҕо,akkor
759,damals::ADV,оччоҕо,akkoriban
760,danach::ADV,аары,azután
761,danach::ADV,ол кэнниттэн,azután
762,vorher::ADV,урут,előbb
763,zuerst::ADV,маҥнай,először
764,einmal::ADV,биирдэ,egyszer
765,manchmal::ADV,арыт,néha
766,manchmal::ADV,арыт,olykor
767,oft::ADV,чаастатык,sokszor
768,immer::ADV,мэлдьи,mindig
769,niemals::ADV,хаһан да,sohasem
770,hier::ADV,маныаха,itt
771,hierhin::ADV,бэттэх,erre
772,von hier::ADV,мантан,innen
773,dort::ADV,онно,ott
774,dorthin::ADV,онно,oda
775,geradeaus::ADV,быһа,egyenesen
776,geradeaus::ADV,быһаччы,egyenesen
777,vorwärts::ADV,инники,előre
778,rückwärts::ADV,төттөру,hátrafelé
779,zurück::ADV,төттөрү,hátra
780,zurück::ADV,төттөрү,vissza
