,Concept_ID,ml,ml
537,sauber::A,വൃത്തിയുള്ള,വൃത്തിയുള്ള
538,schmutzig::A,അഴുക്കുനിറഞ്ഞ,അഴുക്കുനിറഞ്ഞ
539,roh::A,അസംസ്കൃതമായ,അസംസ്കൃതമായ
540,reif::A,പഴുത്ത,പഴുത്ത
541,lecker::A,രുചികരമായ,രുചികരമായ
542,süß::A,മധുരമുള്ള,മധുരമുള്ള
543,bitter::A,കടുത്ത,കടുത്ത
544,sauer::A,പുളിപ്പുള്ള,പുളിപ്പുള്ള
545,hell::A,ജ്വലിക്കുന്ന,ജ്വലിക്കുന്ന
546,dunkel::A,ഇരുണ്ട,ഇരുണ്ട
547,schwarz::A,കറുത്ത,കറുത്ത
548,weiß::A,വെളുത്ത,വെളുത്ത
549,rot::A,ചുവന്ന,ചുവന്ന
550,gelb::A,മഞ്ഞനിറമായ,മഞ്ഞനിറമായ
551,blau::A,നീലനിറമുള്ള,നീലനിറമുള്ള
552,grün::A,പച്ചനിറമുള്ള,പച്ചനിറമുള്ള
553,grau::A,ചാരനിറത്തിലുള്ള,ചാരനിറത്തിലുള്ള
554,bunt::A,വർണ്ണശബളമായ,വർണ്ണശബളമായ
555,billig::A,വിലകുറഞ്ഞ,വിലകുറഞ്ഞ
556,teuer::A,ചെലവേറിയ,ചെലവേറിയ
557,wertvoll::A,വിലപിടിപ്പുള്ള,വിലപിടിപ്പുള്ള
558,blind::A,അന്ധനായ,അന്ധനായ
559,taub::A,കേൾവിക്കുറവുള്ള,കേൾവിക്കുറവുള്ള
560,kräftig::A,ശക്തിയുള്ള,ശക്തിയുള്ള
561,stark::A,ബലമുള്ള,ബലമുള്ള
562,schwach::A,ക്ഷീണിച്ച,ക്ഷീണിച്ച
563,fett::A,കൊഴുപ്പുള്ള,കൊഴുപ്പുള്ള
564,schlank::A,മെലിഞ്ഞ,മെലിഞ്ഞ
565,hübsch::A,മനോഹരമായ,മനോഹരമായ
566,böse::A,പാപിയായ,പാപിയായ
567,dumm::A,വിവരംകെട്ട,വിവരംകെട്ട
568,faul::A,അലസനായ,അലസനായ
569,fleißig::A,അദ്ധ്വാനശീലമുള്ള,അദ്ധ്വാനശീലമുള്ള
570,geizig::A,പിശുക്കനായ,പിശുക്കനായ
571,klug::A,ബുദ്ധിസാമർഥ്യമുള്ള,ബുദ്ധിസാമർഥ്യമുള്ള
572,geschickt::A,പ്രതിഭാശാലി,പ്രതിഭാശാലി
573,lieb::A,പ്രിയപ്പെട്ട,പ്രിയപ്പെട്ട
574,lustig::A,ആനന്ദകരമായ,ആനന്ദകരമായ
575,sanft::A,സൌമ്യമായ,സൌമ്യമായ
576,hungrig::A,വിശപ്പുള്ള,വിശപ്പുള്ള
577,krank::A,അസുഖമുള്ള,അസുഖമുള്ള
578,nackt::A,നഡമായ,നഡമായ
579,traurig::A,വിഷമമുള്ള,വിഷമമുള്ള
580,lebendig::A,ഉപജീവനം,ഉപജീവനം
581,gut::A,നല്ല,നല്ല
582,schlecht::A,മോശമായ,മോശമായ
583,richtig::A,ശരിയായ,ശരിയായ
584,schlimm::A,വൃത്തികെട്ട,വൃത്തികെട്ട
585,wahr::A,ശരിയായ,ശരിയായ
586,alt::A,പഴയ,പഴയ
587,neu::A,പുതിയ,പുതിയ
588,ehemalig::A,മുൻ,മുൻ
589,alt[Lebewesen]::A,വയസ്സുള്ള,വയസ്സുള്ള
590,jung::A,കൌമാരമായ,കൌമാരമായ
591,arm::A,പാവപ്പെട്ട,പാവപ്പെട്ട
592,reich::A,സമ്പന്നമായ,സമ്പന്നമായ
593,bekannt::A,പരിചിതമായ,പരിചിതമായ
594,berühmt::A,പ്രശസ്തനായ,പ്രശസ്തനായ
595,fremd::A,വൈദേശികമായ,വൈദേശികമായ
596,verschieden::A,വ്യത്യസ്തമായ,വ്യത്യസ്തമായ
597,nah::A,അരികത്തുള്ള,അരികത്തുള്ള
598,fern::A,അകലെയുള്ള,അകലെയുള്ള
599,linker::A,അവശേഷിച്ച,അവശേഷിച്ച
600,rechter::A,വലത്തേ,വലത്തേ
601,anderer::A,മറ്റുള്ള,മറ്റുള്ള
602,erster::A,ആദ്യത്തെ,ആദ്യത്തെ
603,zweiter::A,രണ്ടാം,രണ്ടാം
604,dritter::A,മൂന്നാമത്,മൂന്നാമത്
605,letzter::A,അവസാനത്തെ,അവസാനത്തെ
606,allein::ADV,തനിച്ചുള്ള,തനിച്ചുള്ള
607,auf einmal::ADV,ഉടന്,ഉടന്
608,zusammen::ADV,ഒരുമിച്ച,ഒരുമിച്ച
609,lange::ADV,നീണ്ട_കാലത്തേയ്ക്ക്,നീണ്ട_കാലത്തേയ്ക്ക്
610,plötzlich::ADV,പെട്ടെന്ന്,പെട്ടെന്ന്
611,sofort::ADV,തത്ക്ഷണം,തത്ക്ഷണം
612,später::ADV,പിന്നീട്,പിന്നീട്
613,jetzt::ADV,ഇപ്പോൾ,ഇപ്പോൾ
614,heute::ADV,ഇന്ന്,ഇന്ന്
615,morgen::ADV,നാളെ,നാളെ
616,bald::ADV,ഉടനെ,ഉടനെ
617,dann::ADV,അപ്പോൾ,അപ്പോൾ
618,gestern::ADV,ഇന്നലെ,ഇന്നലെ
619,einst::ADV,പണ്ടൊരിക്കല്,പണ്ടൊരിക്കല്
620,damals::ADV,അപ്പോൾ,അപ്പോൾ
621,danach::ADV,പിന്നീട്,പിന്നീട്
622,vorher::ADV,മുൻപ്,മുൻപ്
623,zuerst::ADV,ആദ്യം,ആദ്യം
624,einmal::ADV,ഒരിക്കൽ,ഒരിക്കൽ
625,manchmal::ADV,ചിലപ്പോൾ,ചിലപ്പോൾ
626,oft::ADV,പലപ്പോഴും,പലപ്പോഴും
627,immer::ADV,എപ്പോഴും,എപ്പോഴും
628,niemals::ADV,ഒരിക്കലും,ഒരിക്കലും
629,hier::ADV,ഇവിടെ,ഇവിടെ
630,hierhin::ADV,ഇവിടേക്ക്,ഇവിടേക്ക്
631,von hier::ADV,ഇവിടെനിന്ന്,ഇവിടെനിന്ന്
632,dort::ADV,അവിടെ,അവിടെ
633,dorthin::ADV,അവിടേക്ക്,അവിടേക്ക്
634,geradeaus::ADV,മുമ്പിൽ,മുമ്പിൽ
635,geradeaus::ADV,മുമ്പിൽ,മുമന്നോട്ട്
636,geradeaus::ADV,മുമന്നോട്ട്,മുമ്പിൽ
637,geradeaus::ADV,മുമന്നോട്ട്,മുമന്നോട്ട്
638,vorwärts::ADV,മുന്നോട്ട്,മുന്നോട്ട്
639,rückwärts::ADV,തലതിരിച്ച്,തലതിരിച്ച്
640,zurück::ADV,പുറകിലേക്ക്,പുറകിലേക്ക്
641,unten::ADV,താഴെ,താഴെ
642,hinab::ADV,താഴേക്ക്,താഴേക്ക്
643,oben::ADV,മുകളിൽ,മുകളിൽ
644,hinauf::ADV,മുകളിൽ,മുകളിൽ
645,überall::ADV,എല്ലായിടത്തും,എല്ലായിടത്തും
646,nicht::ADV,ഇല്ല,ഇല്ല
647,ein wenig::ADV,കുറച്ച്,കുറച്ച്
648,kaum::ADV,കഷ്ടിച്ച്,കഷ്ടിച്ച്
649,sehr::ADV,വളരെ,വളരെ
650,so::ADV,അങ്ങനെ,അങ്ങനെ
651,noch::ADV,ഇപ്പോഴും,ഇപ്പോഴും
652,nur::ADV,മാത്രം,മാത്രം
653,schon::ADV,നേരത്തേ തന്നെ,നേരത്തേ തന്നെ
654,wieder::ADV,വീണ്ടും,വീണ്ടും
655,vergebens::ADV,വിഫല,വിഫല
656,vor::PRP,മുമ്പിൽ,മുമ്പിൽ
657,hinter::PRP,പുറകിൽ,പുറകിൽ
658,unter::PRP,കീഴിൽ,കീഴിൽ
659,durch::PRP,ഉള്ളിലൂടെ,ഉള്ളിലൂടെ
660,neben::PRP,അടുത്ത്,അടുത്ത്
661,zwischen::PRP,ഇടയ്ക്ക്,ഇടയ്ക്ക്
662,wegen::PRP,നിമിത്തം,നിമിത്തം
663,dies::PRN,ഇത്,ഇത്
664,das::PRN,അത്,അത്
665,alles::PRN,എല്ലാം,എല്ലാം
666,ich::PRN,ഞാൻ,ഞാൻ
667,du::PRN,നിങ്ങൾ,നിങ്ങൾ
668,er::PRN,അദ്ദേഹം,അദ്ദേഹം
669,er::PRN,അദ്ദേഹം,അയാൾ
670,er::PRN,അദ്ദേഹം,അവൻ
671,er::PRN,അദ്ദേഹം,അവർ
672,er::PRN,അദ്ദേഹം,അവൾ
673,er::PRN,അയാൾ,അദ്ദേഹം
674,er::PRN,അയാൾ,അയാൾ
675,er::PRN,അയാൾ,അവൻ
676,er::PRN,അയാൾ,അവർ
677,er::PRN,അയാൾ,അവൾ
678,er::PRN,അവൻ,അദ്ദേഹം
679,er::PRN,അവൻ,അയാൾ
680,er::PRN,അവൻ,അവൻ
681,er::PRN,അവൻ,അവർ
682,er::PRN,അവൻ,അവൾ
683,er::PRN,അവർ,അദ്ദേഹം
684,er::PRN,അവർ,അയാൾ
685,er::PRN,അവർ,അവൻ
686,er::PRN,അവർ,അവർ
687,er::PRN,അവർ,അവൾ
688,er::PRN,അവൾ,അദ്ദേഹം
689,er::PRN,അവൾ,അയാൾ
690,er::PRN,അവൾ,അവൻ
691,er::PRN,അവൾ,അവർ
692,er::PRN,അവൾ,അവൾ
693,wir::PRN,നമ്മൾ,നമ്മൾ
694,ihr::PRN,നിങ്ങൾ,നിങ്ങൾ
695,sie::PRN,അവർ,അവർ
696,was::FPRN,എന്ത്,എന്ത്
697,wer::FPRN,ആര്,ആര്
698,wo::FADV,എവിടെ,എവിടെ
699,wohin::FADV,എവിടേക്ക്,എവിടേക്ക്
700,wie::FADV,എങ്ങനെ,എങ്ങനെ
701,warum::FADV,എന്തുകൊണ്ട്,എന്തുകൊണ്ട്
702,wieviel::FNUM,എത്ര,എത്ര
703,eins::NUM,ഒന്ന്,ഒന്ന്
704,zwei::NUM,രണ്ട്,രണ്ട്
705,drei::NUM,മൂന്ന്,മൂന്ന്
706,vier::NUM,നാല്,നാല്
707,fünf::NUM,അഞ്ച്,അഞ്ച്
708,sechs::NUM,ആറ്,ആറ്
709,sieben::NUM,ഏഴ്,ഏഴ്
710,acht::NUM,എട്ട്,എട്ട്
711,neun::NUM,ഒമ്പത്,ഒമ്പത്
712,zehn::NUM,പത്ത്,പത്ത്
713,elf::NUM,പതിനൊന്ന്,പതിനൊന്ന്
714,zwölf::NUM,പന്ത്രണ്ട്,പന്ത്രണ്ട്
715,zwanzig::NUM,ഇരുപത്,ഇരുപത്
716,dreißig::NUM,മുപ്പത്,മുപ്പത്
717,vierzig::NUM,നാൽപ്പത്,നാൽപ്പത്
718,fünfzig::NUM,അൻപത്,അൻപത്
719,sechzig::NUM,അറുപത്,അറുപത്
720,siebzig::NUM,എഴുപത്,എഴുപത്
721,achtzig::NUM,എൺപത്,എൺപത്
722,neunzig::NUM,തൊണ്ണൂറ്,തൊണ്ണൂറ്
723,hundert::NUM,നൂറ്,നൂറ്
724,tausend::NUM,ആയിരം,ആയിരം
725,und::CNJ,ഉം,ഉം
726,oder::CNJ,അഥവാ,അഥവാ
727,stehen::V,നിൽക്കുക,നിൽക്കുക
728,sitzen::V,ഇരിക്കുക,ഇരിക്കുക
729,liegen::V,കിടക്കുക,കിടക്കുക
730,hängen::V,തൂങ്ങുക,തൂങ്ങുക
731,werden::V,ആയിത്തീരുക,ആയിത്തീരുക
732,passieren::V,സംഭവിക്കുക,സംഭവിക്കുക
733,beginnen::V,ആരംഭിക്കുക,ആരംഭിക്കുക
734,enden::V,അവസാനിപ്പിക്കുക,അവസാനിപ്പിക്കുക
735,wechseln::V,മാറ്റുക,മാറ്റുക
736,aufgehen[Sonne]::V,ഉയരുക,ഉയരുക
737,untergehen[Sonne]::V,അടുക്കി_വയ്ക്കുക,അടുക്കി_വയ്ക്കുക
738,scheinen[Sonne]::V,പ്രകാശിക്കുക,പ്രകാശിക്കുക
739,donnern::V,ഇടിവെട്ടുക,ഇടിവെട്ടുക
740,wehen::V,വീശുക,വീശുക
741,strömen::V,ഒഴുകുക,ഒഴുകുക
742,fließen::V,ഒഴുകുക,ഒഴുകുക
743,sich drehen::V,ചുറ്റുക,ചുറ്റുക
744,sich drehen::V,ചുറ്റുക,കറക്കുക
745,sich drehen::V,കറക്കുക,ചുറ്റുക
746,sich drehen::V,കറക്കുക,കറക്കുക
747,schwanken::V,ഇരുവശത്തേയ്ക്കും_ആടുക,ഇരുവശത്തേയ്ക്കും_ആടുക
748,schwingen::V,ആടുക,ആടുക
749,fallen::V,വീഴുക,വീഴുക
750,brennen::V,കത്തുക,കത്തുക
751,rauchen::V,പുകയുക,പുകയുക
752,regnen::V,മഴ_പെയ്യുക,മഴ_പെയ്യുക
753,gefrieren::V,തണത്ത്_മരവിക്കുക,തണത്ത്_മരവിക്കുക
754,tauen::V,അലിയുക,അലിയുക
755,schmelzen::V,ഉരുകുക,ഉരുകുക
756,trocknen::V,വരളുക,വരളുക
757,sieden::V,തിളപ്പിക്കുക,തിളപ്പിക്കുക
758,faulen::V,ചീയുക,ചീയുക
759,verfaulen::V,അഴുകുക,അഴുകുക
760,reißen::V,ശബ്ദത്തോടെ_മുറിയുക,ശബ്ദത്തോടെ_മുറിയുക
761,versinken::V,മുക്കുക,മുക്കുക
762,vergehen::V,കടന്നുപോകുക,കടന്നുപോകുക
763,erscheinen::V,പ്രത്യക്ഷപ്പെടുക,പ്രത്യക്ഷപ്പെടുക
764,verschwinden::V,അദൃശ്യമാകുക,അദൃശ്യമാകുക
765,sinken::V,താഴുക,താഴുക
766,abnehmen::V,കുറിയുക,കുറിയുക
767,zunehmen::V,വർദ്ധിക്കുക,വർദ്ധിക്കുക
768,steigen::V,ഉയരുക,ഉയരുക
769,wachsen::V,വളരുക,വളരുക
770,glänzen::V,മിന്നുക,മിന്നുക
771,funkeln::V,തിളങ്ങുക,തിളങ്ങുക
772,lärmen::V,ശബ്ദമുണ്ടാക്കുക,ശബ്ദമുണ്ടാക്കുക
773,läuten::V,മണിമുഴങ്ങുക,മണിമുഴങ്ങുക
774,klingeln::V,ചിലമ്പുക,ചിലമ്പുക
775,klirren::V,കിലുക്കുക,കിലുക്കുക
776,brausen::V,മുഴങ്ങുക,മുഴങ്ങുക
777,rauschen::V,അനങ്ങുക,അനങ്ങുക
778,klingen::V,മുഴക്കുക,മുഴക്കുക
779,bellen::V,കുരയ്ക്കുക,കുരയ്ക്കുക
780,heulen::V,ഓരിയിടുക,ഓരിയിടുക
781,blasen::V,ഊതുക,ഊതുക
782,pfeifen::V,വിസിലടിക്കുക,വിസിലടിക്കുക
783,schreien::V,ആക്രോശിക്കുക,ആക്രോശിക്കുക
784,stöhnen::V,അരക്കം,അരക്കം
785,stöhnen::V,അരക്കം,ആർത്തനാദം
786,stöhnen::V,ആർത്തനാദം,അരക്കം
787,stöhnen::V,ആർത്തനാദം,ആർത്തനാദം
788,zittern::V,വിറയ്ക്കുക,വിറയ്ക്കുക
789,leben::V,താമസിക്കുക,താമസിക്കുക
790,geboren werden::V,ജനിക്കുക,ജനിക്കുക
791,atmen::V,ശ്വസിക്കുക,ശ്വസിക്കുക
792,trinken::V,കുടിക്കുക,കുടിക്കുക
793,essen::V,കഴിക്കുക,കഴിക്കുക
794,schlucken::V,വിഴുങ്ങുക,വിഴുങ്ങുക
795,müde werden::V,ക്ഷീണിക്കുക,ക്ഷീണിക്കുക
796,einschlafen::V,നിദ്രിക്കുക,നിദ്രിക്കുക
797,schlafen::V,ഉറങ്ങുക,ഉറങ്ങുക
798,aufwachen::V,ഉണരുക,ഉണരുക
799,aufstehen::V,എഴുന്നേൽക്കുക,എഴുന്നേൽക്കുക
800,sich erholen::V,വിശ്രമിക്കുക,വിശ്രമിക്കുക
801,krank werden::V,ദീനംപിടിക്കുക,ദീനംപിടിക്കുക
802,krank sein::V,രോഗികളാകുക,രോഗികളാകുക
803,schmerzen::V,വേദനിക്കുക,വേദനിക്കുക
804,husten::V,ചുമയ്ക്കുക,ചുമയ്ക്കുക
805,genesen::V,സുഖപ്പെടുക,സുഖപ്പെടുക
806,sterben::V,മരിക്കുക,മരിക്കുക
807,umkommen::V,മരിക്കുക,മരിക്കുക
808,sich bewegen::V,സ്ഥലം_മാറുക,സ്ഥലം_മാറുക
809,sich rühren::V,ചലിക്കുക,ചലിക്കുക
810,sich erheben::V,നിൽക്കുക,നിൽക്കുക
811,sich setzen::V,ഇരിക്കുക,ഇരിക്കുക
812,hinfallen::V,വീഴുക,വീഴുക
813,laufen::V,നടക്കുക,നടക്കുക
814,schreiten::V,നടക്കുക,നടക്കുക
815,spazierengehen::V,ഉലാത്തുക,ഉലാത്തുക
816,eilen::V,പാഞ്ഞെത്തുക,പാഞ്ഞെത്തുക
817,sich beeilen::V,തിരിക്കുകൂട്ടുക,തിരിക്കുകൂട്ടുക
818,sich beeilen::V,തിരിക്കുകൂട്ടുക,തിടുക്കം_കാട്ടുക
819,sich beeilen::V,തിടുക്കം_കാട്ടുക,തിരിക്കുകൂട്ടുക
820,sich beeilen::V,തിടുക്കം_കാട്ടുക,തിടുക്കം_കാട്ടുക
821,sausen::V,കുതിക്കുക,കുതിക്കുക
822,rennen::V,ഓടുക,ഓടുക
823,springen::V,ചാടുക,ചാടുക
824,klettern::V,കയറുക,കയറുക
825,schaukeln::V,ഇളകുക,ഇളകുക
826,kriechen::V,പതുങ്ങികയറുക,പതുങ്ങികയറുക
827,schwimmen::V,നീന്തുക,നീന്തുക
828,tauchen::V,വെള്ളത്തിലേക്ക് ചാടുക,വെള്ളത്തിലേക്ക് ചാടുക
829,rudern::V,തുഴയുക,തുഴയുക
830,fahren::V,വാഹനം ഓടിക്കുക,വാഹനം ഓടിക്കുക
831,fliegen::V,പറക്കുക,പറക്കുക
832,gehen::V,പോകുക,പോകുക
833,weggehen::V,വിടുക,വിടുക
834,abfahren::V,പുറപ്പെടുക,പുറപ്പെടുക
835,anhalten::V,നിർത്തുക,നിർത്തുക
836,hineingehen::V,പ്രവേശിക്കുക,പ്രവേശിക്കുക
837,eintreten::V,പ്രവേശിക്കുക,പ്രവേശിക്കുക
838,kommen::V,വരുക,വരുക
839,ankommen::V,എത്തിച്ചേരുക,എത്തിച്ചേരുക
840,zurückkommen::V,തിരിച്ചു വരുക,തിരിച്ചു വരുക
841,bleiben::V,തുടരുക,തുടരുക
842,warten::V,കാത്തിരിക്കുക,കാത്തിരിക്കുക
843,erwarten::V,പ്രതീക്ഷിക്കുക,പ്രതീക്ഷിക്കുക
844,suchen::V,തിരയുക,തിരയുക
845,finden::V,കണ്ടെത്തുക,കണ്ടെത്തുക
846,versuchen::V,ശ്രമിക്കുക,ശ്രമിക്കുക
847,vorbereiten::V,തയ്യാറെടുക്കുക,തയ്യാറെടുക്കുക
848,lieben::V,സ്നേഹിക്കുക,സ്നേഹിക്കുക
849,mögen::V,ഇഷ്ടപ്പെടുക,ഇഷ്ടപ്പെടുക
850,lachen::V,ചിരിക്കുക,ചിരിക്കുക
851,rühren::V,ഹൃദയം സ്പർശിക്കുക,ഹൃദയം സ്പർശിക്കുക
852,weinen::V,തേങ്ങുക,തേങ്ങുക
853,schimpfen::V,പിറുപിറുക്കുക,പിറുപിറുക്കുക
854,sich ärgern::V,കോപിക്കുക,കോപിക്കുക
855,sich fürchten::V,പേടിക്കുക,പേടിക്കുക
856,fürchten::V,പേടിക്കുക,പേടിക്കുക
857,fliehen::V,രക്ഷപ്പെടുക,രക്ഷപ്പെടുക
858,flüchten::V,രക്ഷപ്പെടുക,രക്ഷപ്പെടുക
859,sehen::V,കാണുക,കാണുക
860,anschauen::V,നോക്കുക,നോക്കുക
861,ansehen::V,നോക്കുക,നോക്കുക
862,hören::V,കേൾക്കുക,കേൾക്കുക
863,zuhören::V,ശ്രദ്ധിക്കുക,ശ്രദ്ധിക്കുക
864,probieren::V,രുചിയുള്ളതായി_തോന്നുക,രുചിയുള്ളതായി_തോന്നുക
865,riechen::V,മണത്തു_നോക്കുക,മണത്തു_നോക്കുക
866,fühlen::V,സ്പർശിച്ചറിയുക,സ്പർശിച്ചറിയുക
867,scheinen::V,കാണപ്പെടുക,കാണപ്പെടുക
868,zu sehen sein::V,വെളിച്ചപ്പെടുക,വെളിച്ചപ്പെടുക
869,vernehmen::V,കേൾക്കുക,കേൾക്കുക
870,frieren::V,വിറയ്ക്കുക,വിറയ്ക്കുക
871,tun::V,ചെയ്യുക,ചെയ്യുക
872,können::V,കഴിയുക,കഴിയുക
873,wollen::V,വേണുക,വേണുക
874,anfangen::V,തുടങ്ങുക,തുടങ്ങുക
875,beenden::V,പൂർത്തിയാക്കുക,പൂർത്തിയാക്കുക
876,aufhören::V,നിർത്തുക,നിർത്തുക
877,gelingen::V,വിജയിക്കുക,വിജയിക്കുക
878,geraten::V,പരിണമിക്കുക,പരിണമിക്കുക
879,öffnen::V,തുറക്കുക,തുറക്കുക
880,schließen::V,അടയ്ക്കുക,അടയ്ക്കുക
881,stellen::V,വയ്ക്കുക,വയ്ക്കുക
882,setzen::V,വയ്ക്കുക,വയ്ക്കുക
883,legen::V,ഇടുക,ഇടുക
884,berühren::V,തൊടുക,തൊടുക
885,verbinden::V,ഘടിപ്പിക്കുക,ഘടിപ്പിക്കുക
886,bedecken::V,മുടുക,മുടുക
887,aufhängen::V,കെട്ടിതൂക്കുക,കെട്ടിതൂക്കുക
888,anzünden::V,കത്തിക്കുക,കത്തിക്കുക
889,aufheben::V,പെറുക്കിയെടുക്കുക,പെറുക്കിയെടുക്കുക
890,zurücklassen::V,വച്ചുപോരുക,വച്ചുപോരുക
891,verlieren::V,നഷ്ടപ്പെടുക,നഷ്ടപ്പെടുക
892,fallen lassen::V,വീഴ്ത്തുക,വീഴ്ത്തുക
893,machen::V,ഉണ്ടാക്കുക,ഉണ്ടാക്കുക
894,herstellen::V,ഉൽപാദിപ്പിക്കുക,ഉൽപാദിപ്പിക്കുക
895,bauen::V,നിർമ്മിക്കുക,നിർമ്മിക്കുക
896,reparieren::V,നന്നാക്കുക,നന്നാക്കുക
897,verbessern::V,മെച്ചപ്പെടുക,മെച്ചപ്പെടുക
898,ändern::V,മാറ്റംവരുത്തുക,മാറ്റംവരുത്തുക
899,graben::V,കുഴിക്കുക,കുഴിക്കുക
900,beugen::V,വണങ്ങുക,വണങ്ങുക
901,biegen::V,കുനിയുക,കുനിയുക
902,drehen::V,തിരിക്കുക,തിരിക്കുക
903,wenden::V,തിരിയുക,തിരിയുക
904,umdrehen::V,തിരിയുക,തിരിയുക
905,heben::V,ഉയർത്തുക,ഉയർത്തുക
906,hochheben::V,ഉയർത്തുക,ഉയർത്തുക
907,ergreifen::V,ബലമായി_പിടിക്കുക,ബലമായി_പിടിക്കുക
908,halten::V,പിടിക്കുക,പിടിക്കുക
909,drücken::V,അമർത്തുക,അമർത്തുക
910,schieben::V,തള്ളുക,തള്ളുക
911,kratzen::V,ചുരണ്ടുക,ചുരണ്ടുക
912,lecken::V,നക്കുക,നക്കുക
913,beißen::V,കടിക്കുക,കടിക്കുക
914,abreißen::V,കീറിക്കളയുക,കീറിക്കളയുക
915,abschneiden::V,മുറിച്ചുമാറ്റുക,മുറിച്ചുമാറ്റുക
916,binden::V,കെട്ടുക,കെട്ടുക
917,stecken::V,തുളയ്ക്കുക,തുളയ്ക്കുക
918,brechen::V,ഉടയുക,ഉടയുക
919,klopfen::V,തട്ടുക,തട്ടുക
920,hauen::V,അടിക്കുക,അടിക്കുക
921,kleben::V,ഒട്ടിക്കുക,ഒട്ടിക്കുക
922,reiben::V,തിരുമ്മിത്തുടയ്ക്കുക,തിരുമ്മിത്തുടയ്ക്കുക
923,streichen::V,പടർത്തുക,പടർത്തുക
924,schleifen::V,പൊടിക്കുക,പൊടിക്കുക
925,schneiden::V,മുറിക്കുക,മുറിക്കുക
926,rütteln::V,മുട്ടുക,മുട്ടുക
927,schütteln::V,കുലുക്കുക,കുലുക്കുക
928,schwenken::V,ആടുക,ആടുക
929,schütten::V,ഒഴിക്കുക,ഒഴിക്കുക
930,füllen::V,നിറയ്ക്കുക,നിറയ്ക്കുക
931,einwickeln::V,പൊതിയുക,പൊതിയുക
932,tragen::V,വഹിക്കുക,വഹിക്കുക
933,schleppen::V,വലിച്ചിഴയ്ക്കുക,വലിച്ചിഴയ്ക്കുക
934,ziehen::V,വലിക്കുക,വലിക്കുക
935,aufbewahren::V,വയ്ക്കുക,വയ്ക്കുക
936,werfen::V,എറിയുക,എറിയുക
937,fangen::V,പിടിക്കുക,പിടിക്കുക
938,packen::V,തട്ടിപ്പറിക്കുക,തട്ടിപ്പറിക്കുക
939,verstecken::V,മറയ്ക്കുക,മറയ്ക്കുക
940,teilen::V,വിഭജിക്കുക,വിഭജിക്കുക
941,schicken::V,അയയ്ക്കുക,അയയ്ക്കുക
942,bringen::V,കൊണ്ടുവരുക,കൊണ്ടുവരുക
943,hinzufügen::V,കൂട്ടുക,കൂട്ടുക
944,bekommen::V,കിട്ടുക,കിട്ടുക
945,erhalten::V,സ്വീകരിക്കുക,സ്വീകരിക്കുക
946,nehmen::V,എടുക്കുക,എടുക്കുക
947,wählen::V,തിരഞ്ഞെടുക്കുക,തിരഞ്ഞെടുക്കുക
948,auswählen::V,തിരഞ്ഞെടുക്കുക,തിരഞ്ഞെടുക്കുക
949,bewahren::V,പുലർത്തുക,പുലർത്തുക
950,behindern::V,തടയിടുക,തടയിടുക
951,verderben::V,നശിപ്പിക്കുക,നശിപ്പിക്കുക
952,beschädigen::V,ക്ഷതമേൽപ്പിക്കുക,ക്ഷതമേൽപ്പിക്കുക
953,zerbrechen::V,ഉടയുക,ഉടയുക
954,zerreißen::V,കീറുക,കീറുക
955,zerstören::V,നശിപ്പിക്കുക,നശിപ്പിക്കുക
956,verbrennen::V,കത്തിനശിക്കുക,കത്തിനശിക്കുക
957,verbrennen::V,കത്തിനശിക്കുക,കത്തിച്ചുകളയുക
958,verbrennen::V,കത്തിച്ചുകളയുക,കത്തിനശിക്കുക
959,verbrennen::V,കത്തിച്ചുകളയുക,കത്തിച്ചുകളയുക
960,geben::V,കൊടുക്കുക,കൊടുക്കുക
961,geben::V,കൊടുക്കുക,തരുക
962,geben::V,തരുക,കൊടുക്കുക
963,geben::V,തരുക,തരുക
964,reichen::V,കൈമാറുക,കൈമാറുക
965,schenken::V,സമ്മാനം കൊടുക്കുക,സമ്മാനം കൊടുക്കുക
966,versprechen::V,വാഗ്ദാനം_നൽകുക,വാഗ്ദാനം_നൽകുക
967,wünschen::V,ആഗ്രഹിക്കുക,ആഗ്രഹിക്കുക
968,loben::V,പുകഴ്ത്തുക,പുകഴ്ത്തുക
969,küssen::V,ഉമ്മവയ്ക്കുക,ഉമ്മവയ്ക്കുക
970,wiegen::V,ഇളകുക,ഇളകുക
971,zudecken::V,മുടുക,മുടുക
972,wecken::V,ഉണർത്തുക,ഉണർത്തുക
973,zeigen::V,കാണിക്കുക,കാണിക്കുക
974,führen::V,നടത്തുക,നടത്തുക
975,lehren::V,പഠിപ്പിക്കുക,പഠിപ്പിക്കുക
976,unterrichten::V,പരിശീലിപ്പിക്കുക,പരിശീലിപ്പിക്കുക
977,aufziehen::V,വളർത്തിക്കൊണ്ടുവരുക,വളർത്തിക്കൊണ്ടുവരുക
978,leiten::V,നയിക്കുക,നയിക്കുക
979,antreiben::V,പ്രേരിപ്പിക്കുക,പ്രേരിപ്പിക്കുക
980,lassen::V,അനുവദിക്കുക,അനുവദിക്കുക
981,einladen::V,ക്ഷണിക്കുക,ക്ഷണിക്കുക
982,vereinigen::V,കൂടിച്ചേരുക,കൂടിച്ചേരുക
983,besuchen::V,സന്ദർശിക്കുക,സന്ദർശിക്കുക
984,treffen::V,തമ്മിൽ കാണുക,തമ്മിൽ കാണുക
