,Concept_ID,no,ru
859,weggehen::V,gå bort,уйти
860,abfahren::V,reise,отправиться
861,anhalten::V,stanse,остановиться
862,hineingehen::V,gå inn,входить
863,eintreten::V,tre inn,войти
864,kommen::V,komme,прийти
865,ankommen::V,ankomme,прибыть
866,ankommen::V,komme til,прибыть
867,zurückkommen::V,komme tilbake,возвратиться
868,bleiben::V,bli,остаться
869,bleiben::V,forbli,остаться
870,warten::V,vente,ждать
871,erwarten::V,vente,ожидать
872,suchen::V,søke,искать
873,finden::V,finne,найти
874,versuchen::V,prøve,пытаться
875,versuchen::V,forsøke,пытаться
876,vorbereiten::V,forberede,подготовить
877,lieben::V,elske,любить
878,mögen::V,like,любить
879,lachen::V,le,смеяться
880,rühren::V,røre,растрогать
881,weinen::V,gråte,плакать
882,schimpfen::V,skjelle,ругаться
883,sich ärgern::V,ergre seg,сердиться
884,sich fürchten::V,være redd,бояться
885,fürchten::V,være redd for,бояться
886,fliehen::V,rømme,убегать
887,fliehen::V,flykte,убегать
888,flüchten::V,flykte,убежать
889,sehen::V,se,видеть
890,anschauen::V,se på,посмотреть
891,anschauen::V,betrakte,посмотреть
892,ansehen::V,anse,смотреть
893,hören::V,høre,слышать
894,zuhören::V,tilhøre,слушать
895,probieren::V,smake,пробовать
896,probieren::V,smake på,пробовать
897,riechen::V,lukte,нюхать
898,fühlen::V,føle,чувствовать
899,scheinen::V,se ut,казаться
900,zu sehen sein::V,synes,виднеться
901,vernehmen::V,få vite,услышать
902,frieren::V,fryse,мерзнуть
903,tun::V,gjøre,делать
904,können::V,kunne,мочь
905,können::V,kunne,уметь
906,wollen::V,ville,хотеть
907,anfangen::V,begynne,начать
908,beenden::V,avslutte,закончить
909,aufhören::V,slutte,перестать
910,aufhören::V,holde opp,перестать
911,gelingen::V,lykkes,удаться
912,geraten::V,bli,оказаться
913,öffnen::V,åpne,открыть
914,schließen::V,lukke,закрыть
915,schließen::V,stenge,закрыть
916,stellen::V,stille,поставить
917,setzen::V,sette,посадить
918,legen::V,legge,класть
919,berühren::V,berøre,трогать
920,verbinden::V,forbinde,связать
921,bedecken::V,dekke,покрыть
922,aufhängen::V,henge,повесить
923,aufhängen::V,henge opp,повесить
924,anzünden::V,tenne,зажечь
925,anzünden::V,antenne,зажечь
926,anzünden::V,tenne på,зажечь
927,aufheben::V,løfte,поднять
928,aufheben::V,ta opp,поднять
929,zurücklassen::V,slippe tilbake,оставить
930,verlieren::V,miste,потерять
931,fallen lassen::V,droppe,уронить
932,fallen lassen::V,la falle,уронить
933,machen::V,lage,сделать
934,machen::V,gjøre,сделать
935,herstellen::V,fremstille,изготовить
936,bauen::V,bygge,строить
937,reparieren::V,reparere,чинить
938,verbessern::V,rette,улучшить
939,verbessern::V,forbedre,улучшить
940,ändern::V,forandre,изменить
941,graben::V,grave,копать
942,beugen::V,bøye,согнуть
943,biegen::V,bøye,погнуть
944,drehen::V,dreie,вертеть
945,wenden::V,vende,повернуть
946,umdrehen::V,snu,перевернуть
947,heben::V,heve,поднимать
948,hochheben::V,løfte,поднять
949,ergreifen::V,gripe,схватить
950,ergreifen::V,få tak i,схватить
951,halten::V,holde,держать
952,drücken::V,trykke,нажимать
953,schieben::V,skyve,толкать
954,kratzen::V,klø,скрести
955,kratzen::V,klore,скрести
956,lecken::V,slikke,лизать
957,beißen::V,bite,кусать
958,abreißen::V,rive av,оторвать
959,abschneiden::V,skjære av,отрезать
960,binden::V,binde,вязать
961,stecken::V,stikke,воткнуть
962,brechen::V,bryte,сломать
963,brechen::V,briste,сломать
964,klopfen::V,banke,стучать
965,hauen::V,hogge,бить
966,kleben::V,klistre,клеить
967,reiben::V,gni,тереть
968,streichen::V,stryke,намазать
969,schleifen::V,slipe,точить
970,schneiden::V,klippe,резать
971,rütteln::V,ruske,шатать
972,schütteln::V,riste,трясти
973,schwenken::V,svinge,махать
974,schütten::V,helle,налить
975,füllen::V,fylle,наполнить
976,einwickeln::V,vikle inn,завернуть
977,tragen::V,bære,нести
978,schleppen::V,slepe,тащить
979,ziehen::V,dra,тянуть
980,ziehen::V,trekke,тянуть
981,aufbewahren::V,oppbevare,хранить
982,aufbewahren::V,ta vare på,хранить
983,werfen::V,kaste,бросать
984,fangen::V,fange,ловить
985,packen::V,gripe,схватить
986,packen::V,gripe tak i,схватить
987,verstecken::V,gjemme,спрятать
988,teilen::V,dele,разделить
989,schicken::V,sende,посылать
990,bringen::V,bringe,принести
991,hinzufügen::V,tilføye,добавить
992,bekommen::V,få,достать
993,erhalten::V,få,получить
994,nehmen::V,ta,взять
995,wählen::V,velge,выбрать
996,auswählen::V,velge ut,отобрать
997,bewahren::V,bevare,сохранить
998,behindern::V,hindre,препятствовать
999,behindern::V,forhindre,препятствовать
1000,verderben::V,ødelegge,испортить
1001,beschädigen::V,skade,повредить
1002,zerbrechen::V,brekke i stykker,разбить
1003,zerreißen::V,rive i stykker,разорвать
1004,zerstören::V,ødelegge,разрушить
1005,verbrennen::V,brenne,сжечь
1006,verbrennen::V,brenne opp,сжечь
1007,geben::V,gi,дать
1008,reichen::V,rekke,передать
1009,schenken::V,forære,дарить
1010,schenken::V,skjenke,дарить
1011,versprechen::V,love,обещать
1012,wünschen::V,ønske,желать
1013,loben::V,rose,хвалить
1014,küssen::V,kysse,целовать
1015,wiegen::V,vogge,качать
1016,zudecken::V,dekke til,накрыть
1017,wecken::V,vekke,разбудить
1018,zeigen::V,vise,показать
1019,führen::V,føre,вести
1020,lehren::V,lære,учить
1021,unterrichten::V,undervise,преподавать
1022,aufziehen::V,oppdra,воспитать
1023,leiten::V,lede,руководить
1024,antreiben::V,drive på,подгонять
1025,lassen::V,få til å,заставить
1026,einladen::V,be,пригласить
1027,einladen::V,invitere,пригласить
1028,vereinigen::V,forene,объединить
1029,besuchen::V,besøke,посетить
1030,treffen::V,møte,встретить
1031,treffen::V,treffe,встретить
1032,sich versammeln::V,forsamles,собраться
1033,spielen::V,leke,играть
1034,spielen::V,spille,играть
1035,singen::V,synge,петь
1036,tanzen::V,danse,плясать
1037,tanzen::V,danse,танцевать
1038,sich trennen::V,skilles,расстаться
1039,verlassen::V,forlate,покинуть
1040,retten::V,redde,спасти
1041,bewachen::V,bevokte,охранять
1042,schützen::V,verne,уберегать
1043,schützen::V,beskytte,уберегать
1044,verteidigen::V,forsvare,защитить
1045,sich schlagen::V,slåss,драться
1046,schießen::V,skyte,стрелять
1047,siegen::V,seire,победить
1048,ärgern::V,ergre,сердить
1049,treten::V,sparke,пинать
1050,stechen::V,stikke,уколоть
1051,stoßen::V,støte,толкнуть
1052,stehlen::V,stjele,украсть
1053,stören::V,forstyrre,помешать
1054,belästigen::V,plage,надоедать
1055,belästigen::V,sjenere,надоедать
1056,verbergen::V,gjemme,скрыть
1057,täuschen::V,villede,обмануть
1058,betrügen::V,bedra,смошенничать
1059,töten::V,drepe,убить
1060,wohnen::V,bo,проживать
1061,arbeiten::V,arbeide,работать
1062,sammeln::V,samle,собрать
1063,pflücken::V,plukke,рвать
1064,pflücken::V,plukke,срывать
1065,jagen::V,jage,охотиться
1066,fischen::V,fiske,рыбачить
1067,fassen::V,fange,поймать
1068,hüten::V,vokte,пасти
1069,treiben::V,drive,гнать
1070,anbinden::V,feste,привязать
1071,füttern::V,fore,кормить
1072,melken::V,melke,доить
1073,hacken::V,hakke,рубить
1074,gießen::V,helle,полить
1075,reifen::V,modne,созреть
1076,zubereiten::V,lage,приготовить
1077,zubereiten::V,tilberede,приготовить
1078,kochen::V,koke,варить
1079,backen::V,bake,печь
1080,braten::V,steke,жарить
1081,umrühren::V,røre om,перемешать
1082,stricken::V,strikke,вязать
1083,nähen::V,sy,шить
1084,färben::V,farge,покрасить
1085,reinigen::V,rense,очистить
1086,reinigen::V,gjøre ren,очистить
1087,waschen::V,vaske,стирать
1088,abwischen::V,tørke av,вытереть
1089,spülen::V,spyle,полоскать
1090,spülen::V,skylle,полоскать
1091,fegen::V,feie,подметать
1092,kehren::V,koste,мести
1093,baden::V,bade,купаться
1094,sich waschen::V,vaske seg,мыться
1095,ausziehen::V,ta av,снять
1096,anziehen::V,ta på,надеть
1097,sich anziehen::V,kle på seg,одеться
1098,kämmen::V,gre,причесать
1099,kämmen::V,kjemme,причесать
1100,schmücken::V,pynte,украсить
1101,schmücken::V,smykke,украсить
1102,sagen::V,si,сказать
1103,sprechen::V,snakke,говорить
1104,reden::V,tale,разговаривать
1105,reden::V,snakke,разговаривать
1106,sich unterhalten::V,samtale,беседовать
1107,fragen::V,spørre,спросить
1108,bitten::V,be,просить
1109,erzählen::V,fortelle,рассказать
1110,mitteilen::V,meddele,сообщить
1111,nennen::V,kalle,назвать
1112,rufen::V,rope,звать
1113,prahlen::V,skryte,хвастаться
1114,übersetzen::V,oversette,перевести
1115,denken::V,tenke,думать
1116,glauben::V,tro,верить
1117,bemerken::V,bemerke,заметить
1118,bemerken::V,legge merke til,заметить
1119,erkennen::V,gjenkjenne,узнать
1120,begreifen::V,begripe,понять
1121,begreifen::V,begripe,постичь
1122,verstehen::V,forstå,услышать
1123,verstehen::V,skjønne,услышать
1124,lernen::V,lære,учиться
1125,wissen::V,vite,знать
1126,sich erinnern an::V,huske på,вспомнить
1127,vergessen::V,glemme,забыть
1128,messen::V,måle,мерить
1129,zählen::V,telle,считать
1130,rechnen::V,regne,считать
1131,lesen::V,lese,читать
1132,malen::V,male,рисовать
1133,zeichnen::V,tegne,рисовать
1134,schreiben::V,skrive,писать
1135,besitzen::V,eie,иметь
1136,besitzen::V,inneha,иметь
1137,kaufen::V,kjøpe,купить
1138,verkaufen::V,selge,продать
1139,bezahlen::V,betale,заплатить
1140,zahlen::V,betale,платить
1141,beherrschen::V,beherske,владеть
1142,ertragen::V,orke,вытерпеть
1143,schlagen::V,,ударить
