,Concept_ID,kv,mdf
778,wer::FPRN,кин,кие
779,wo::FADV,кытӧн,коса
780,wohin::FADV,кытчӧ,ков
781,wohin::FADV,кытчӧ,коза
782,wie::FADV,дзик,ко́да
783,warum::FADV,мыля,мес
784,warum::FADV,мыйсянь,мес
785,wieviel::FNUM,мымда,мзя́ра
786,eins::NUM,ӧт,фкя
787,zwei::NUM,кык,кафта
788,drei::NUM,куим,колма
789,vier::NUM,нёль,ниле
790,fünf::NUM,вит,вете
791,sechs::NUM,квать,кота
792,sieben::NUM,сизим,сисем
793,acht::NUM,кыкьямыс,кафкса
794,neun::NUM,ӧкмыс,ве́йхкса
795,zehn::NUM,дас,кемонь
796,elf::NUM,дасотік,кефкие
797,zwölf::NUM,даскык,кемгафтува
798,zwanzig::NUM,кыкдас,комсь
799,dreißig::NUM,куимдас,колмогемонь
800,vierzig::NUM,нёльдас,нильге́монь
801,fünfzig::NUM,витдас,ве́дьгемонь
802,sechzig::NUM,кватьдас,ко́дгемонь
803,siebzig::NUM,сизимдас,сизьге́монь
804,achtzig::NUM,кыкьямысдас,ка́фксогемонь
805,neunzig::NUM,ӧкмысдас,ве́йхксогемонь
806,hundert::NUM,сто,сяда
807,tausend::NUM,тысяча,тёжянь
808,und::CNJ,и,и
809,und::CNJ,и,дъ
810,und::CNJ,да,и
811,und::CNJ,да,дъ
812,oder::CNJ,или,или
813,oder::CNJ,или,али
814,stehen::V,сулавны,а́щемс стя́да
815,sitzen::V,пукавны,ащемс озада
816,liegen::V,куйлыны,ма́дозь а́щемс
817,hängen::V,ӧшавны,нюрьгомс
818,werden::V,лоны,арамс
819,werden::V,лоны,тиевомс
820,passieren::V,аркмыны,лисэмс
821,passieren::V,аркмыны,эвондамс
822,beginnen::V,петны,ушедомс
823,enden::V,-сь,лоткамс
824,enden::V,бырны,лоткамс
825,wechseln::V,вежсьыны,по́лафнемс
826,aufgehen[Sonne]::V,петавны,стямс
827,aufgehen[Sonne]::V,петавны,лисемс
828,untergehen[Sonne]::V,пуксьыны,валгомс
829,scheinen[Sonne]::V,югьявны,ва́лдоптомс
830,donnern::V,гымавны,торамс
831,wehen::V,пӧлявны,уфа́мс
832,strömen::V,киссьыны,шудемс
833,fließen::V,визывтны,шудемс
834,sich drehen::V,бергавны,шаромс
835,schwanken::V,кӧвьясьны,якамс
836,schwingen::V,дюттясьны,люксемс
837,schwingen::V,дюттясьны,нюрьсемс
838,fallen::V,усьны,прамс
839,fallen::V,усьны,прашендомс
840,brennen::V,сотчыны,паломс
841,rauchen::V,тшынасьны,качадомс
842,regnen::V,зэрны,пиземс
843,gefrieren::V,гегдыны,эйндамс
844,gefrieren::V,гегдыны,кельмомс
845,tauen::V,сывны,соламс
846,schmelzen::V,сывны,соламс
847,trocknen::V,косьмыны,коськомс
848,sieden::V,пизьны,лакамс
849,faulen::V,нёльзьыны,наксадомс
850,verfaulen::V,тӧрмыны,наксадомс
851,verfaulen::V,сiсьмыны,наксадомс
852,reißen::V,косясьны,сязевомс
853,versinken::V,вӧйны,ваямс
854,vergehen::V,мунны,ётамс
855,erscheinen::V,мыччисьны,эвондамс
856,verschwinden::V,ӧшны,юма́мс
857,sinken::V,ямны,валгомс
858,abnehmen::V,ямны,киремс
859,zunehmen::V,паськавны,ламокстомс
860,zunehmen::V,паськавны,рашнемс
861,steigen::V,лэбтiсьны,кеподемс
862,wachsen::V,быдмыны,касомс
863,glänzen::V,свиттявны,цинзелдомс
864,glänzen::V,свиттявны,цифордомс
865,funkeln::V,югйовтлыны,ци́фтордомс
866,funkeln::V,югйӧв-керны,ци́фтордомс
867,lärmen::V,чавзыны,жалнамс
868,läuten::V,диньгыны,гайфтемс
869,klingeln::V,силькӧтны,гайфтемс
870,klirren::V,жольӧтны,ка́нзеркшнемс
871,brausen::V,гуасьны,жоледемс
872,rauschen::V,кышӧтны,вжнамс
873,rauschen::V,кышӧтны,гамнамс
874,klingen::V,горавны,кайгомс
875,bellen::V,увтны,ува́мс
876,bellen::V,вувтны,ува́мс
877,heulen::V,уннявны,сувомс
878,heulen::V,уннявны,урнамс
879,blasen::V,пӧлявны,уфа́мс
880,pfeifen::V,пиксыны,вяшкомс
881,schreien::V,айзыны,пешкодомс
882,stöhnen::V,ойзыны,куфцемс
883,stöhnen::V,ружтыны,куфцемс
884,zittern::V,легьявны,таромс
885,leben::V,овны,эрямс
886,geboren werden::V,шогмыны,шачемс
887,atmen::V,лолавны,ажнамс
888,trinken::V,юны,симомс
889,essen::V,сёйны,ярхцамс
890,schlucken::V,ньылавны,нилемс
891,müde werden::V,мыдзны,сиземс
892,einschlafen::V,ланьтны,матодовомс
893,schlafen::V,узьны,удомс
894,aufwachen::V,саймыны,съргоземс
895,aufwachen::V,пальмыны,съргоземс
896,aufstehen::V,сувтны,стямс
897,sich erholen::V,шоччисьлыны,ваймосемс
898,krank werden::V,моржитны,сярядькстомс
899,krank sein::V,шогавны,сярядемс
900,krank sein::V,визьӧтны,сярядемс
901,schmerzen::V,висьны,сярядемс
902,husten::V,кашляйтны,козомс
903,genesen::V,бурдны,пъ́чкамс
904,sterben::V,кувны,куломс
905,umkommen::V,вийсьыны,юма́мс
906,sich bewegen::V,локны,шаштомс
907,sich bewegen::V,ветлӧтны,шаштомс
908,sich rühren::V,вӧрзьӧтчыны,сърхка́мс
909,sich erheben::V,сувтны,стямс
910,sich setzen::V,пуксьыны,озамс
911,hinfallen::V,пӧрласьны,прамс
912,hinfallen::V,пӧрласьны,сяворемс
913,laufen::V,мунны,якамс
914,schreiten::V,тальччавны,молемс
915,schreiten::V,тальччавны,аськолямс
916,spazierengehen::V,котрасьны,якамс
917,eilen::V,тэрмасьны,эряскодомс
918,sich beeilen::V,тэрмасьны,эряскодомс
919,sausen::V,вирдавны-котӧртны,лиемс
920,springen::V,чеччавны,комотнемс
921,klettern::V,кышасьны,ку́цемс
922,schaukeln::V,чурликасьны,нюрямс
923,kriechen::V,кыскасьны-мунны,шаштомс комада
924,schwimmen::V,вартчыны,уемс
925,tauchen::V,сунгисьны ваӧ,юпиемс
926,tauchen::V,сунгисьны ваӧ,чёпафнемс
927,rudern::V,сынны,па́немс ве́неж
928,fahren::V,мунны,ардомс
929,fliegen::V,лэбавны,лиемс
930,gehen::V,мунны,молемс
931,weggehen::V,мунны,тумс
932,abfahren::V,иньдӧтчыны,тумс
933,abfahren::V,мунны,тумс
934,anhalten::V,сувтны,лоткамс
935,hineingehen::V,пырны,сува́мс
936,eintreten::V,пырны,сува́мс
937,kommen::V,локны,самс
938,ankommen::V,локны,самс
939,ankommen::V,локны,пачкодемс
940,zurückkommen::V,бертны,мърдамс
941,zurückkommen::V,панӧвтсьыны,мърдамс
942,bleiben::V,кольччыны,иля́домс
943,warten::V,видзчисьны,учемс
944,erwarten::V,видзчисьны,учемс
945,suchen::V,кошшыны,вешемс
946,finden::V,адззыны,мумс
947,versuchen::V,пондыны,варчсемс
948,versuchen::V,пондӧтны,варчсемс
949,vorbereiten::V,лӧсьӧтны,анокламс
950,lieben::V,милуйтны,кельгомс
951,mögen::V,радейтны,кельгомс
952,lachen::V,серавны,рахамс
953,lachen::V,серавны,рахсемс
954,rühren::V,сьӧлӧм вӧрзьӧтны,токамс седи
955,weinen::V,горзыны,авардемс
956,schimpfen::V,видчыны,сюцемс
957,sich ärgern::V,лёкавны,кяжиямс
958,sich fürchten::V,повны,пелемс
959,fürchten::V,повны,пелемс
960,fliehen::V,пышшыны,ворьгодемс
961,flüchten::V,пышшыны,ша́домс
962,flüchten::V,пышшыны,во́рьгодемс
963,sehen::V,адззыны,няемс
964,anschauen::V,видзӧтны,ваномс
965,ansehen::V,видзӧтны,ваномс
966,hören::V,кывны,марямс
967,zuhören::V,кывзыны,ку́лхдоньомс
968,probieren::V,пешлыны,варжамс
969,riechen::V,дукавны,никса́мс
970,fühlen::V,кывны,марямс
971,scheinen::V,декуйтчыны,ня́евомс
972,zu sehen sein::V,тыдавны,ня́евомс
973,vernehmen::V,тӧдмавны,марямс
974,frieren::V,гегдыны,паломс
975,frieren::V,гегдыны,кельмомс
976,tun::V,керны,тиемс
977,können::V,вермыны,маштомс
978,wollen::V,мӧдны,-не-
979,anfangen::V,петны,ушедомс
980,beenden::V,ештӧтны,аде́ламс
981,beenden::V,керыштны,аде́ламс
982,aufhören::V,дугдыны,лоткамс
983,gelingen::V,шогмыны,удалакшнемс
984,geraten::V,мыччисьны,лисемс
985,öffnen::V,осьтны,панжемс
986,schließen::V,пӧднавны,сёлгомс
987,stellen::V,сувтӧтны,путомс
988,setzen::V,пуксьӧтны,озафнемс
989,setzen::V,пуксьӧтны,озавтнемс
990,legen::V,пуктыны,путомс
991,berühren::V,вӧрзьӧтны,токамс
992,verbinden::V,йитны,сотомс
993,bedecken::V,вевттьыны,комачамс
994,bedecken::V,вевттьыны,вельхтямс
995,aufhängen::V,ӧшӧтны,повфтамс
996,anzünden::V,ӧзтыны,крьвя́стемс
997,aufheben::V,лэбтыны,кеподемс
998,aufheben::V,лэбтыны,касфтомс
999,zurücklassen::V,кольны,ка́домс
1000,verlieren::V,ӧштыны,юма́фтомс
1001,fallen lassen::V,уськӧтны,прафтомс
1002,machen::V,керны,тиемс
1003,herstellen::V,вӧчны,анокламс
1004,bauen::V,строитны,путомс
1005,reparieren::V,вочны,петемс
1006,verbessern::V,бурсьӧтны,цебярьгофтомс
1007,ändern::V,вежны,полафтомс
1008,graben::V,гарйыны,шу́вомс
1009,graben::V,гарйыны,та́ргамс
1010,beugen::V,кусіньтны,мяндемс
1011,biegen::V,чукыльтыштны,комафтомс
1012,drehen::V,бергӧтны,шо́вамс
1013,drehen::V,бергӧтны,ша́рфнемс
1014,wenden::V,бергӧтны,ша́рфтомс
1015,umdrehen::V,бергӧтны,шарфтомс
1016,heben::V,лэбтыны,ке́подемс
1017,hochheben::V,лэбтыны,ке́подемс
1018,hochheben::V,лэбтыны,ка́сфтомс
1019,ergreifen::V,кватитны,фатямс
1020,halten::V,видзны,кирдемс
1021,drücken::V,личкыны,люпшта́мс
1022,schieben::V,тойлавны,шашфтомс
1023,kratzen::V,шаркӧтны,а́нгорямс
1024,kratzen::V,шаркӧтны,киськоря́мс
1025,lecken::V,нювны,нолсемс
1026,beißen::V,йирны,сускомс
1027,abreißen::V,орӧтны,сяземс
1028,abschneiden::V,шӧрыштны,керомс
1029,abschneiden::V,вундыштны,керомс
1030,binden::V,гӧрдззыны,сотомс
1031,stecken::V,мӧртны,сялгомс
1032,brechen::V,жугдыны,си́ннемс
1033,brechen::V,жугдыны,ка́лафтомс
1034,klopfen::V,зукӧтны,чакамс
1035,klopfen::V,зукӧтны,чакиемс
1036,hauen::V,желльыны,шавомс
1037,hauen::V,желльыны,пиксомс
1038,kleben::V,лякӧтны,пе́тфнемс
1039,reiben::V,зыртны,шо́вамс
1040,streichen::V,мавтны,вадемс
1041,schleifen::V,кыскыны,шо́вамс
1042,schneiden::V,вундавны,керомс
1043,rütteln::V,шатлавны,та́рфтомс
1044,schütteln::V,зыбӧтны,шука́демс
1045,schwenken::V,ӧвтны,яфодемс
1046,schwenken::V,макайтны,яфодемс
1047,schütten::V,кисьтны,каямс
1048,schütten::V,кисьтны,нюрьхтя́мс
1049,füllen::V,тыртны,пяшкодемс
1050,füllen::V,тырсьӧтны,пяшкодемс
1051,einwickeln::V,тубны,тапардамс
1052,tragen::V,новйӧтны,кандомс
1053,schleppen::V,кыскыны,ускомс
1054,ziehen::V,кыскыны,ускомс
1055,aufbewahren::V,видзны,ванфтомс
1056,werfen::V,шентывлыны,ёрямс
1057,fangen::V,кутны,кунда́мс
1058,packen::V,кутасьны,фатямс
1059,packen::V,кватитны,фатямс
1060,verstecken::V,дзебны,кяшемс
1061,teilen::V,торйӧтны,явомс
1062,schicken::V,иньдыны,кучемс
1063,bringen::V,вайны,кандомс
1064,bringen::V,вайны,пачфтемс
1065,hinzufügen::V,содтыны,пу́томс та́га
1066,hinzufügen::V,содтыны,ма́ксомс та́га
1067,bekommen::V,получитны,сявомс
1068,erhalten::V,получитны,сявомс
1069,nehmen::V,босьтны,сявомс
1070,wählen::V,бӧрйыны,ко́чкамс
1071,auswählen::V,бӧрйыны,кочкамс
1072,bewahren::V,видзны,ванфтомс
1073,behindern::V,падтыны,шорямс
1074,verderben::V,изводавны,коламс
1075,verderben::V,изводавны,гастямс
1076,beschädigen::V,паздыны,тиендемс зиян
1077,zerbrechen::V,паздыны,тапамс
1078,zerreißen::V,косявны,сяземс
1079,zerstören::V,паздыны,ка́лафтомс
1080,verbrennen::V,сотны,пълхта́мс
1081,geben::V,сетны,ма́ксомс
1082,reichen::V,сетны,максомс
1083,schenken::V,козьнавны,каземс
1084,versprechen::V,кӧсйыны,ма́ксомс вал
1085,wünschen::V,бурсьыны,арьсемс
1086,loben::V,ошкыны,шна́мс
1087,küssen::V,окавны,палсемс
1088,wiegen::V,тюттьӧтны,нюря́фтомс
1089,zudecken::V,вевттьыны,вельхтямс
1090,wecken::V,саймӧтны,стя́фтомс
1091,wecken::V,саймӧтны,съ́ргозьфтемс
1092,zeigen::V,мыччавны,няфтемс
1093,führen::V,нуӧтны,вятемс
1094,lehren::V,велӧтны,тонафтомс
1095,unterrichten::V,велӧтны,тонафтомс
1096,aufziehen::V,быдтыны,касфтомс
1097,leiten::V,юравны,вятемс
1098,leiten::V,веськӧтлыны,вятемс
1099,antreiben::V,тэрмӧтны,вятемс
1100,lassen::V,-ӧтыны,кошардомс
1101,einladen::V,корны,тердемс
1102,einladen::V,корны,серьгядемс
1103,vereinigen::V,ӧтувтны,пуроптомс
1104,vereinigen::V,ӧтувтны,кочкамс марса
1105,vereinigen::V,ӧтлаавны,пуроптомс
1106,vereinigen::V,ӧтлаавны,кочкамс марса
1107,besuchen::V,пыравлыны,варжамс
1108,treffen::V,пантавны,васьфтомс
1109,sich versammeln::V,ӧксьыны,кочкавомс
1110,spielen::V,орсны,налхксемс
1111,singen::V,сьывны,морамс
1112,tanzen::V,йӧктыны,кштимс
1113,sich trennen::V,торьясьны,явомс
1114,verlassen::V,кольны,кадондомс
1115,retten::V,мынтны,идемс
1116,retten::V,мынтны,араламс
1117,bewachen::V,смекайтны,ваномс
1118,schützen::V,дорйыны,а́раламс
1119,verteidigen::V,дорйыны,а́раламс
1120,sich schlagen::V,тышкасьны,тюремс
1121,schießen::V,лыйны,ляцемс
1122,siegen::V,вермыны,сяськомс
1123,ärgern::V,лӧгӧтны,кяжияфтомс
1124,schlagen::V,базнитны,токамс
1125,treten::V,чужьявны,тапамс
1126,stechen::V,бытшкыны,пупамс
1127,stechen::V,бытшкыны,сялгомс
1128,stoßen::V,тапкыны,тостядемс
1129,stoßen::V,тойыштны,тостядемс
1130,stehlen::V,гусявны,саламс
1131,stören::V,костіавны,шорсемс
1132,belästigen::V,назыляйтны,токсамс
1133,belästigen::V,назыляйтны,аф кадомс ваймама
1134,verbergen::V,дзебны,кяшемс
1135,täuschen::V,бӧбӧтны,васькафтомс
1136,täuschen::V,бӧбӧтны,кяльготнемс
1137,täuschen::V,пӧрьявны,васькафтомс
1138,täuschen::V,пӧрьявны,кяльготнемс
1139,betrügen::V,муклачитны,васькафнемс
1140,töten::V,вийны,шавомс
1141,töten::V,вийны,аде́ламс
1142,wohnen::V,овны,эрямс
1143,arbeiten::V,уджавны,покодемс
1144,sammeln::V,ӧктыны,кочкамс
1145,sammeln::V,ӧктыны,пу́роптомс
1146,pflücken::V,судзлавны,фатнемс
1147,pflücken::V,судзлавны,нотфнемс
1148,jagen::V,вӧравны,кунда́мс
1149,fischen::V,чериавны,калонь кунда́мс
1150,fassen::V,кутны,кунда́мс
1151,hüten::V,вердны,ваномс
1152,hüten::V,йирсьӧтны,ваномс
1153,treiben::V,вашӧтны,панемс
1154,anbinden::V,кӧртавны,сотомс
1155,füttern::V,вердны,трямс
1156,füttern::V,вердны,а́ндомс
1157,melken::V,высьтыны,потямс
1158,melken::V,чилькӧтны,потямс
1159,hacken::V,керавны,лазондомс
1160,gießen::V,киськавны,валомс
1161,reifen::V,кисьмыны,кенеремс
1162,zubereiten::V,лӧсьӧтны,анокламс
1163,kochen::V,пуны,пидемс
1164,backen::V,пӧжавны,пидемс
1165,braten::V,жаритны,пуштомс
1166,umrühren::V,соравны,шорямс
1167,stricken::V,домавны,кодамс
1168,nähen::V,вурны,стамс
1169,färben::V,краситны,а́рхтомс
1170,reinigen::V,весӧтны,ва́ткамс
1171,reinigen::V,весӧтны,а́роптомс
1172,waschen::V,пеславны,муськомс
1173,abwischen::V,чышкыны,нардамс
1174,spülen::V,гывьявны,оргалдомс
1175,fegen::V,чышкыны,тяемс
1176,kehren::V,чышкыны,тяемс
1177,baden::V,купайтчыны ,э́шелямс
1178,sich waschen::V,миссьыны,штамс
1179,ausziehen::V,гыжтӧтны,кайсефтемс
1180,ausziehen::V,пӧрччавны,кайсефтемс
1181,anziehen::V,пасьтавны,ща́фтомс
1182,sich anziehen::V,пасьтасьны,щамс
1183,kämmen::V,сынавны,се́ендемс
1184,schmücken::V,баситны,на́ряжамс
1185,schmücken::V,баситны,ма́зоптомс
1186,sagen::V,висьтавны,азомс
1187,sagen::V,висьтавны,мярьгомс
1188,sprechen::V,шуны,корхтамс
1189,reden::V,баитны,корхнемс
1190,sich unterhalten::V,сёрнитны,корхнемс
1191,fragen::V,юавны,ки́зефтемс
1192,bitten::V,корны,а́намс
1193,bitten::V,корны,ве́шемс
1194,erzählen::V,висьтавны,а́зондомс
1195,mitteilen::V,висьтавны,азомс
1196,nennen::V,нимтны,лемдемс
1197,nennen::V,нимтны,путомс лем
1198,rufen::V,китсавны,серьгядемс
1199,rufen::V,корны,серьгядемс
1200,rufen::V,чукӧстны,серьгядемс
1201,prahlen::V,ошшасьны,шна́фтомс пря́
1202,übersetzen::V,вуджӧтны,ётафтомс
1203,denken::V,чайтны,арьсемс
1204,glauben::V,веритны,кемамс
1205,bemerken::V,казявны,ня́емс
1206,erkennen::V,тӧдсавны,содамс
1207,begreifen::V,вежӧртны,сатомс
1208,verstehen::V,кывны,шарьхкодемс
1209,lernen::V,велӧтчыны,тонафнемс
1210,wissen::V,тӧдны,со́дамс
1211,sich erinnern an::V,касьтывны,лятфтамс
1212,vergessen::V,вунӧтны,юкстамс
1213,messen::V,меряйтны,ункснемс
1214,zählen::V,лыддьыны,лу́вомс
1215,zählen::V,лыддьыны,а́рьсемс
1216,rechnen::V,лыддьыны,лувомс
1217,lesen::V,лыддьӧтны,лувомс
1218,lesen::V,лыддьӧтны,морафтомс
1219,zeichnen::V,гижмавны,рисова́ндамс
1220,schreiben::V,гижны,сёрмадомс
1221,besitzen::V,лоны,улемс азоркс
1222,kaufen::V,небны,рамамс
1223,verkaufen::V,вузавны,мимс
1224,bezahlen::V,вештыны,пандомс
1225,zahlen::V,вештыны,па́ндомс
1226,ertragen::V,терпитны,кирдемс
1227,Insel::N,,цёнга
1228,Menge::N,,лувкс
1229,Gewalt::N,,наругама
1230,Alter::N,,эряф кизот
1231,Alter::N,,эряфонь пинге
1232,richtig::A,,виде
1233,wahr::A,,афкуксонь
1234,berühmt::A,,содавикс
1235,allein::ADV,,ськамонза
1236,rennen::V,,арнемс
1237,malen::V,,рисова́ндамс
1238,beherrschen::V,,азорондамс
