,Concept_ID,ru,zh
869,kratzen::V,скрести,搔
870,lecken::V,лизать,舔
871,beißen::V,кусать,咬
872,abreißen::V,оторвать,撕下
873,abschneiden::V,отрезать,切断
874,binden::V,вязать,捆
875,stecken::V,воткнуть,插
876,brechen::V,сломать,断裂
877,klopfen::V,стучать,敲
878,hauen::V,бить,揍
879,kleben::V,клеить,粘
880,reiben::V,тереть,摩擦
881,streichen::V,намазать,涂
882,schleifen::V,точить,拖曳
883,schneiden::V,резать,切
884,rütteln::V,шатать,颠簸
885,schütteln::V,трясти,摇动
886,schwenken::V,махать,摇动
887,schütten::V,налить,倒
888,füllen::V,наполнить,填满
889,einwickeln::V,завернуть,包
890,tragen::V,нести,提
891,schleppen::V,тащить,扛
892,ziehen::V,тянуть,拉
893,aufbewahren::V,хранить,保存
894,werfen::V,бросать,扔
895,fangen::V,ловить,捕捉
896,packen::V,схватить,抓住
897,verstecken::V,спрятать,藏
898,teilen::V,разделить,分
899,schicken::V,посылать,派遣
900,bringen::V,принести,带来
901,hinzufügen::V,добавить,添加
902,bekommen::V,достать,得到
903,erhalten::V,получить,接到
904,nehmen::V,взять,拿
905,wählen::V,выбрать,挑选
906,auswählen::V,отобрать,选择
907,bewahren::V,сохранить,保持
908,behindern::V,препятствовать,防碍
909,verderben::V,испортить,败坏
910,beschädigen::V,повредить,损坏
911,zerbrechen::V,разбить,破碎
912,zerreißen::V,разорвать,撕碎
913,zerstören::V,разрушить,毁坏
914,verbrennen::V,сжечь,燃烧
915,geben::V,дать,给
916,reichen::V,передать,递给
917,schenken::V,дарить,赠送
918,versprechen::V,обещать,许诺
919,wünschen::V,желать,祝
920,loben::V,хвалить,表扬
921,küssen::V,целовать,亲
922,wiegen::V,качать,轻摇
923,zudecken::V,накрыть,盖上
924,wecken::V,разбудить,唤起
925,zeigen::V,показать,指
926,führen::V,вести,带领
927,lehren::V,учить,教
928,unterrichten::V,преподавать,讲课
929,aufziehen::V,воспитать,抚养
930,leiten::V,руководить,领导
931,antreiben::V,подгонять,催促
932,lassen::V,заставить,让
933,einladen::V,пригласить,邀请
934,vereinigen::V,объединить,统一
935,besuchen::V,посетить,参观
936,treffen::V,встретить,会面
937,sich versammeln::V,собраться,聚集
938,spielen::V,играть,玩
939,singen::V,петь,唱歌
940,tanzen::V,плясать,跳舞
941,tanzen::V,танцевать,跳舞
942,sich trennen::V,расстаться,分别
943,verlassen::V,покинуть,离开
944,retten::V,спасти,救
945,bewachen::V,охранять,守卫
946,schützen::V,уберегать,保护
947,verteidigen::V,защитить,保卫
948,sich schlagen::V,драться,打架
949,schießen::V,стрелять,射击
950,siegen::V,победить,获胜
951,ärgern::V,сердить,激怒
952,schlagen::V,ударить,打
953,treten::V,пинать,踢
954,stechen::V,уколоть,刺
955,stoßen::V,толкнуть,撞
956,stehlen::V,украсть,盗窃
957,stören::V,помешать,干扰
958,belästigen::V,надоедать,打搅
959,verbergen::V,скрыть,隐藏
960,täuschen::V,обмануть,欺骗
961,betrügen::V,смошенничать,欺骗
962,töten::V,убить,杀
963,wohnen::V,проживать,居住
964,arbeiten::V,работать,工作
965,sammeln::V,собрать,收集
966,pflücken::V,рвать,采
967,pflücken::V,срывать,采
968,jagen::V,охотиться,打猎
969,fischen::V,рыбачить,捕鱼
970,fassen::V,поймать,捉住
971,hüten::V,пасти,守护
972,treiben::V,гнать,漂
973,anbinden::V,привязать,拴
974,füttern::V,кормить,喂
975,melken::V,доить,挤奶
976,hacken::V,рубить,剁细
977,gießen::V,полить,浇
978,reifen::V,созреть,成熟
979,zubereiten::V,приготовить,
980,kochen::V,варить,煮
981,backen::V,печь,烤
982,braten::V,жарить,煎
983,umrühren::V,перемешать,搅拌
984,stricken::V,вязать,织
985,nähen::V,шить,缝
986,färben::V,покрасить,染色
987,reinigen::V,очистить,清洁
988,waschen::V,стирать,洗
989,abwischen::V,вытереть,擦掉
990,spülen::V,полоскать,清洗
991,fegen::V,подметать,扫
992,kehren::V,мести,打扫
993,baden::V,купаться,给...洗澡
994,sich waschen::V,мыться,洗澡
995,ausziehen::V,снять,脱
996,anziehen::V,надеть,穿
997,sich anziehen::V,одеться,穿衣
998,kämmen::V,причесать,梳
999,schmücken::V,украсить,装饰
1000,sagen::V,сказать,说
1001,sprechen::V,говорить,说
1002,reden::V,разговаривать,讲
1003,sich unterhalten::V,беседовать,聊天
1004,fragen::V,спросить,问
1005,bitten::V,просить,请
1006,erzählen::V,рассказать,叙述
1007,mitteilen::V,сообщить,通知
1008,nennen::V,назвать,叫做
1009,rufen::V,звать,叫
1010,prahlen::V,хвастаться,吹牛
1011,übersetzen::V,перевести,翻译
1012,denken::V,думать,想
1013,glauben::V,верить,以为
1014,bemerken::V,заметить,发觉
1015,erkennen::V,узнать,识别
1016,begreifen::V,понять,理解
1017,begreifen::V,постичь,理解
1018,verstehen::V,услышать,明白
1019,lernen::V,учиться,学
1020,wissen::V,знать,知道
1021,sich erinnern an::V,вспомнить,回忆
1022,vergessen::V,забыть,忘记
1023,messen::V,мерить,测量
1024,zählen::V,считать,数
1025,rechnen::V,считать,计算
1026,lesen::V,читать,读
1027,malen::V,рисовать,画
1028,zeichnen::V,рисовать,绘制
1029,schreiben::V,писать,写
1030,besitzen::V,иметь,占有
1031,kaufen::V,купить,买
1032,verkaufen::V,продать,卖
1033,bezahlen::V,заплатить,付钱
1034,zahlen::V,платить,支付
1035,beherrschen::V,владеть,统治
1036,ertragen::V,вытерпеть,忍耐
