,Concept_ID,lez,et
804,sechs::NUM,ругуд,kuus
805,sieben::NUM,ирид,seitse
806,acht::NUM,муьжуьд,kaheksa
807,neun::NUM,кӏуьд,üheksa
808,zehn::NUM,цӏуд,kümme
809,elf::NUM,цӏусад,üksteist
810,zwölf::NUM,цӏикьвед,kaksteist
811,zwanzig::NUM,къад,kakskümmend
812,dreißig::NUM,къанницӏуд,kolmkümmend
813,vierzig::NUM,яхцӏур,nelikümmend
814,fünfzig::NUM,яхцӏурни цӏуд,viiskümmend
815,sechzig::NUM,пудкъад,kuuskümmend
816,siebzig::NUM,пудкъанни цӏуд,seitsekümmend
817,achtzig::NUM,кьудкъад,kaheksakümmend
818,neunzig::NUM,кьудкъанни цӏуд,üheksakümmend
819,hundert::NUM,виш,sada
820,tausend::NUM,агъзур,tuhat
821,und::CNJ,ва,ja
822,oder::CNJ,я,või
823,stehen::V,акъвазун,seisma
824,sitzen::V,ацукьун,istuma
825,liegen::V,къаткун,lamama
826,hängen::V,куьрс хьун,rippuma
827,werden::V,хьун,saama
828,werden::V,хьун,hakkama
829,passieren::V,хьун,juhtuma
830,beginnen::V,башламиш хьун,algama
831,beginnen::V,башламиш хьун,hakkama
832,enden::V,куьтягь хьун,lõppema
833,wechseln::V,дегиш хьун,vahelduma
834,aufgehen[Sonne]::V,экъечӏун,tõusma
835,untergehen[Sonne]::V,акӏун,loojuma
836,scheinen[Sonne]::V,ишигь гун,paistma
837,donnern::V,къукърумар авун,kõmisema
838,strömen::V,авахьун,voolama
839,fließen::V,авахьун,voolama
840,sich drehen::V,элкъуьн,pöörduma
841,schwanken::V,юзун,kõikuma
842,schwingen::V,галтад хьун,võnkuma
843,fallen::V,аватун,langema
844,brennen::V,кун,põlema
845,brennen::V,ккун,põlema
846,regnen::V,къун,sadama
847,gefrieren::V,муркӏади кьун,kinni külmuma
848,tauen::V,цӏурун,sulama
849,schmelzen::V,цӏурун,sulama
850,trocknen::V,кьурун,kuivama
851,sieden::V,ругун,keema
852,faulen::V,кутӏун,mädanema
853,verfaulen::V,чуьруьтмиш хьун,mädanema
854,verfaulen::V,кутӏун,mädanema
855,reißen::V,атӏун,rebenema
856,reißen::V,къазунун,rebenema
857,versinken::V,батмиш хьун,uppuma
858,vergehen::V,алатун,mööduma
859,erscheinen::V,майдандиз акъатун,ilmuma
860,verschwinden::V,квахьун,kaduma
861,sinken::V,элекьун,vajuma
862,sinken::V,элекьун,langema
863,abnehmen::V,тӏимил хьун,vähenema
864,abnehmen::V,тӏимил хьун,kahenema
865,abnehmen::V,гъвечӏи хьун,vähenema
866,abnehmen::V,гъвечӏи хьун,kahenema
867,zunehmen::V,артух хьун,kasvama
868,steigen::V,хкаж хьун,tõusma
869,steigen::V,хкаж хьун,üles minema
870,wachsen::V,экъечӏун,kasvama
871,glänzen::V,цӏарцӏар гун,läikimä
872,funkeln::V,нур гун,sädelema
873,lärmen::V,ван авун,lärmama
874,läuten::V,зенг ягъун,helisema
875,klingeln::V,зенг ягъун,helisema
876,klirren::V,зигринг авун,kõlisema
877,brausen::V,къати хьун,kohisema
878,rauschen::V,вишриш авун,kohisema
879,klingen::V,ван авун,kõlama
880,bellen::V,элуькьун,haukuma
881,heulen::V,къув ягъун,uluma
882,blasen::V,уф гун,puhuma
883,pfeifen::V,уьфт ягъун,vilistama
884,schreien::V,гьараюн,karjuma
885,stöhnen::V,суза авун,oigama
886,zittern::V,зурзун,värisema
887,leben::V,яшамиш хьун,elama
888,leben::V,яшамиш хьун,elus olema
889,geboren werden::V,хьун,sündima
890,atmen::V,нефес чӏугун,hingama
891,trinken::V,хъун,jooma
892,essen::V,тӏуьн,sööma
893,schlucken::V,туькьуьнун,neelama
894,müde werden::V,галатун,väsima
895,müde werden::V,юргъун хьун,väsima
896,einschlafen::V,ксун,uinuma
897,schlafen::V,ксун,magama
898,aufwachen::V,ахварай аватун,ärkama
899,aufstehen::V,къарагъун,ärkama
900,aufstehen::V,къарагъун,üles tõusma
901,sich erholen::V,ял ягъун,puhkama
902,krank werden::V,кефсуз хьун,haigestuma
903,krank werden::V,кефсуз хьун,haigeks jääma
904,krank sein::V,тӏа хьун,haige olema
905,schmerzen::V,тӏа хьун,valutama
906,husten::V,уьгьуь ягъун,köhima
907,genesen::V,сагъ хъхьун,toibuma
908,sterben::V,кьин,surema
909,umkommen::V,терг хьун,surma saama
910,sich bewegen::V,юзун,liikuma
911,sich rühren::V,юзун,liikuma
912,sich erheben::V,къарагъун,kerkima
913,sich setzen::V,ацукьун,istet võtma
914,hinfallen::V,алукьун,kukkuma
915,hinfallen::V,алукьун,maha kukkuma
916,laufen::V,къекъуьн,kõndima
917,schreiten::V,ккамар къачун,astuma
918,spazierengehen::V,сейр авун,jalutama
919,eilen::V,тади авун,ruttama
920,eilen::V,тади авун,kiirustama
921,sich beeilen::V,гьерекатун,ruttama
922,sich beeilen::V,гьерекатун,kiirustama
923,sausen::V,чкурун,kihutama
924,sausen::V,чкурун,tormama
925,rennen::V,катун,jooksma
926,rennen::V,катун,kihutama
927,rennen::V,зверун,jooksma
928,rennen::V,зверун,kihutama
929,springen::V,хкадарун,hüppama
930,klettern::V,акьахун,ronima
931,kriechen::V,капаралди фин,roomama
932,schwimmen::V,сирнав авун,ujuma
933,tauchen::V,кьилихъди циз вегьин,sukelduma
934,rudern::V,кьусуйралди лодка гьалун,sõudma
935,rudern::V,цуьруьгъуьлдалди кӏватӏун,sõudma
936,fahren::V,фин,sõitma
937,fliegen::V,лув гун,lendama
938,fliegen::V,цавай фин,lendama
939,gehen::V,фин,käima
940,gehen::V,фин,minema
941,weggehen::V,хъфин,ära minema
942,weggehen::V,хъфин,välja minema
943,abfahren::V,фин,väljuma
944,abfahren::V,фин,ära sõitma
945,abfahren::V,рекье гьатун,väljuma
946,abfahren::V,рекье гьатун,ära sõitma
947,anhalten::V,акъвазун,peatuma
948,hineingehen::V,гьахьун,sisenema
949,hineingehen::V,гьахьун,sisse minema
950,eintreten::V,гьахьун,sisenema
951,eintreten::V,гьахьун,sisse astuma
952,kommen::V,атун,tulema
953,ankommen::V,атун,saabuma
954,zurückkommen::V,хтун,tagasi tulema
955,bleiben::V,амукьун,jääma
956,warten::V,гуьзлемишун,ootama
957,erwarten::V,вил алаз акъвазун,ootama
958,erwarten::V,вил алаз акъвазун,lootma
959,suchen::V,къекъуьн,otsima
960,finden::V,жугъун,leidma
961,versuchen::V,алахъун,püüdma
962,versuchen::V,алахъун,üritama
963,versuchen::V,алахъун,katsetama
964,vorbereiten::V,гьазурун,valmistama
965,lieben::V,кӏан хьун,armastama
966,mögen::V,рикӏ ацукьун,sallima
967,mögen::V,рикӏ ацукьун,meeldima
968,lachen::V,хъуьруьн,naerma
969,weinen::V,шехьун,nutma
970,schimpfen::V,сеперар гун,sõimama
971,schimpfen::V,экъуьгъунар авун,sõimama
972,sich ärgern::V,хъел акатун,ärrituma
973,sich ärgern::V,хъел акатун,vihastuma
974,sich fürchten::V,кичӏе хьун,kartma
975,sich fürchten::V,кичӏе хьун,hirmu tundma
976,fürchten::V,къурхутмиш хьун,kartma
977,fliehen::V,катун,põgenema
978,flüchten::V,катун,põgenema
979,sehen::V,акун,nägema
980,anschauen::V,вил вегьин,vaatama
981,ansehen::V,килигун,vaatama
982,hören::V,ван хьун,kuulma
983,zuhören::V,яб гун,kuulama
984,probieren::V,дад акун,proovima
985,riechen::V,ни чӏугун,nuusutama
986,fühlen::V,гьисс авун,tundma
987,frieren::V,кьун,külmetada
988,frieren::V,мекьи хьун,külmetada
989,tun::V,авун,tegema
990,können::V,хьун,võima
991,können::V,хьун,oskama
992,können::V,акъакьун,võima
993,können::V,акъакьун,oskama
994,wollen::V,кӏан хьун,tahtma
995,anfangen::V,башламишун,hakkama
996,anfangen::V,башламишун,alustama
997,beenden::V,куьтягьун,lõpetama
998,aufhören::V,акъвазун,lakkama
999,gelingen::V,арадал атун,õnnestuma
1000,geraten::V,акъатун,jõudma
1001,öffnen::V,ахъаюн,avama
1002,schließen::V,акьалун,sulgema
1003,stellen::V,эцигун,panema
1004,stellen::V,эцигун,asetama
1005,setzen::V,ацукьарун,panema
1006,legen::V,эцигун,panema
1007,legen::V,эцигун,asetama
1008,berühren::V,хкӏурун,riivama
1009,berühren::V,хкӏурун,puudutama
1010,verbinden::V,гилигун,ühendama
1011,bedecken::V,кӏевун,katma
1012,aufhängen::V,куьрсарун,riputama
1013,anzünden::V,куькӏуьрун,süütama
1014,aufheben::V,хкажун,üles tõstma
1015,zurücklassen::V,тун,jätma
1016,verlieren::V,квадарун,kaotama
1017,fallen lassen::V,авадрун,maha pillama
1018,fallen lassen::V,авадрун,kukkuda laskma
1019,machen::V,авун,tegema
1020,machen::V,кар авун,tegema
1021,herstellen::V,расун,valmistama
1022,bauen::V,туькӏуьрун,ehitama
1023,reparieren::V,расун,parandama
1024,verbessern::V,хъсанрун,parandama
1025,ändern::V,табдил авун,muutma
1026,ändern::V,табдил авун,ümber tegema
1027,graben::V,эгъуьнун,kaevama
1028,beugen::V,акӏажарун,painutama
1029,beugen::V,кангур авун,painutama
1030,biegen::V,патахъарун,painutama
1031,drehen::V,алчударун,keerama
1032,umdrehen::V,элкъуьрун,ümber keerama
1033,heben::V,хкажун,tõstma
1034,hochheben::V,хкажун,üles tõstma
1035,hochheben::V,хкажун,kõrgele tõstma
1036,ergreifen::V,агалчна кьун,haarama
1037,halten::V,кьун,hoidma
1038,drücken::V,чуькьуьн,pigistama
1039,schieben::V,хуртӏ гун,lükkama
1040,kratzen::V,къадгъунун,kraapima
1041,lecken::V,мез гун,lakkuma
1042,beißen::V,кӏасун,purema
1043,beißen::V,кӏасун,hammustama
1044,abreißen::V,галудун,rebima
1045,abreißen::V,галудун,ära rebima
1046,abschneiden::V,атӏун,ära lõikama
1047,stecken::V,сухун,pistma
1048,brechen::V,хун,murdma
1049,brechen::V,кукӏварун,murdma
1050,klopfen::V,тахъ-тахъ авун,koputama
1051,hauen::V,ягъун,lööma
1052,kleben::V,алкӏурун,kleepima
1053,kleben::V,кукӏурун,kleepima
1054,reiben::V,тӏушунун,hõõruma
1055,streichen::V,алтадун,silitama
1056,schleifen::V,кӏвенкӏв авун,lihvima
1057,schleifen::V,кӏвенкӏв авун,teritama
1058,schneiden::V,атӏун,lõikama
1059,rütteln::V,къарсурун,raputama
1060,schütteln::V,къарсурун,raputama
1061,schütteln::V,къарсурун,loksutama
1062,schwenken::V,элягъун,vehkima
1063,schwenken::V,элягъун,lehvitama
1064,schwenken::V,галтадун,vehkima
1065,schwenken::V,галтадун,lehvitama
1066,schütten::V,цун,kallama
1067,füllen::V,ацӏурун,täitma
1068,einwickeln::V,кутун,sisse mähkima
1069,einwickeln::V,элкъуьрун,sisse mähkima
1070,tragen::V,тухун,kandma
1071,schleppen::V,галчӏурун,tassima
1072,schleppen::V,галчӏурун,lohistama
1073,ziehen::V,ялун,vedama
1074,ziehen::V,ялун,tõmbama
1075,ziehen::V,чӏугун,vedama
1076,ziehen::V,чӏугун,tõmbama
1077,aufbewahren::V,хуьн,säilitama
1078,aufbewahren::V,хуьн,alal hoidma
1079,werfen::V,гадрун,viskama
1080,fangen::V,кьун,püüdma
1081,packen::V,кьун,kinni haarama
1082,packen::V,кьун,kinni võtma
1083,verstecken::V,кӏевун,peitma
1084,teilen::V,паюн,jagama
1085,teilen::V,паюн,jaotama
1086,schicken::V,ракъурун,saatma
1087,bringen::V,гъун,viima
1088,hinzufügen::V,алава авун,lisama
1089,bekommen::V,къачун,saama
1090,bekommen::V,жугъурун,saama
1091,erhalten::V,къачун,saama
1092,nehmen::V,къачун,võtma
1093,wählen::V,хкягъун,valima
1094,auswählen::V,хкягъун,valima
1095,bewahren::V,хуьн,hoidma
1096,behindern::V,манийвал авун,takistama
1097,verderben::V,чӏурун,rikkuma
1098,beschädigen::V,нукьсанвал гун,rikkuma
1099,zerbrechen::V,хун,katki tegema
1100,zerreißen::V,къазунун,katki rebima
1101,zerstören::V,чӏурун,purustama
1102,zerstören::V,барбатӏун,purustama
1103,verbrennen::V,ккун,põletama
1104,geben::V,гун,andma
1105,reichen::V,вугун,andma
1106,reichen::V,вугун,ulatama
1107,reichen::V,гун,andma
1108,reichen::V,гун,ulatama
1109,schenken::V,пишкеш авун,kinkima
1110,versprechen::V,гаф гун,lubama
1111,versprechen::V,гаф гун,tõotama
1112,wünschen::V,дуьа авун,soovima
1113,loben::V,тариф авун,kiitma
1114,küssen::V,темен гун,suudlema
1115,wiegen::V,эчӏягъун,hällitama
1116,zudecken::V,гьалдун,kaanetama
1117,zudecken::V,гьалдун,kinni katma
1118,wecken::V,ахварай авудун,äratama
1119,zeigen::V,къалурун,näitama
1120,führen::V,тухун,juhatama
1121,lehren::V,кӏелиз тун,õpetama
1122,unterrichten::V,тарс гун,õpetama
1123,aufziehen::V,тербия гун,üles kasvatama
1124,aufziehen::V,тербияламишун,üles kasvatama
1125,leiten::V,идара авун,juhtima
1126,antreiben::V,тади кутун,ergutama
1127,einladen::V,теклиф авун,kutsuma
1128,vereinigen::V,сад авун,ühendama
1129,besuchen::V,кьилив атун,külastama
1130,treffen::V,гьалтун,kohtama
1131,sich versammeln::V,алтӏушун,kogunema
1132,spielen::V,къугъун,mängima
1133,singen::V,лугьун,laulma
1134,singen::V,мани лугьун,laulma
1135,tanzen::V,кьуьл авун,tantsima
1136,sich trennen::V,къакъатун,lahku minema
1137,verlassen::V,гъил къачун,maha jätma
1138,retten::V,къутармишун,päästma
1139,bewachen::V,хуьн,valvama
1140,schützen::V,хуьн,kaitsma
1141,verteidigen::V,хуьн,kaitsma
1142,sich schlagen::V,кукӏун,kaklema
1143,schießen::V,акъатун,tulistama
1144,siegen::V,гъалиб хьун,võitma
1145,ärgern::V,хъел гъун,ärritama
1146,ärgern::V,хъел гъун,vihastama
1147,ärgern::V,хъел кутун,ärritama
1148,ärgern::V,хъел кутун,vihastama
1149,schlagen::V,ягъун,lööma
1150,schlagen::V,галукьарун,lööma
1151,treten::V,кьуьл къекъягъун,sõtkuma
1152,treten::V,кьуьл эцягъун,sõtkuma
1153,stechen::V,акьадарун,pistma
1154,stechen::V,акьадарун,torkama
1155,stoßen::V,эцягъун,tõukama
1156,stehlen::V,чуьнуьхун,varastama
1157,stören::V,хкуьрун,segama
1158,stören::V,хкуьрун,häirima
1159,belästigen::V,хкуьрун,ahistama
1160,belästigen::V,азият гун,ahistama
1161,verbergen::V,далдаламишун,peitma
1162,verbergen::V,далдаламишун,varjama
1163,täuschen::V,алцурарун,petma
1164,täuschen::V,алцурарун,tüssama
1165,täuschen::V,алцуррун,petma
1166,täuschen::V,алцуррун,tüssama
1167,betrügen::V,алцурарун,petma
1168,betrügen::V,алцурарун,tüssama
1169,betrügen::V,алцурарун,truudust murtma
1170,betrügen::V,гьарамзадавал авун,petma
1171,betrügen::V,гьарамзадавал авун,tüssama
1172,betrügen::V,гьарамзадавал авун,truudust murtma
1173,töten::V,яна кьин,tapma
1174,töten::V,яна кьин,surmama
1175,wohnen::V,дуланмиш хьун,elama
1176,arbeiten::V,кӏвалахун,töötama
1177,arbeiten::V,кӏвалах авун,töötama
1178,sammeln::V,кӏватӏун,koguma
1179,sammeln::V,кӏватӏун,korjama
1180,pflücken::V,атӏун,noppima
1181,jagen::V,гъуьрч авун,jahtima
1182,fischen::V,гъетер кьун,kalastama
1183,fischen::V,гъетер кьун,kala püüdma
1184,fassen::V,кьун,püüdma
1185,hüten::V,чӏура хуьн,karjatama
1186,treiben::V,гьалун,ajama
1187,anbinden::V,акалун,kinni siduma
1188,füttern::V,ем гун,söötma
1189,melken::V,ацун,lüpsma
1190,hacken::V,куьткуьнун,raiuma
1191,hacken::V,куьткуьнун,lõhkuma
1192,gießen::V,яд гун,kastma
1193,reifen::V,чурун,valmima
1194,reifen::V,агакьун,valmima
1195,zubereiten::V,гьазурун,valmistama
1196,kochen::V,ругун,keetma
1197,backen::V,чурун,küpsetama
1198,braten::V,чурун,praadima
1199,umrühren::V,какадарун,segama
1200,stricken::V,хурун,kuduma
1201,nähen::V,цун,õmblema
1202,färben::V,шир ягъун,värvima
1203,reinigen::V,михьун,puhastama
1204,waschen::V,чуьхуьн,pesema
1205,abwischen::V,гуьцӏун,puhtaks pühkima
1206,spülen::V,экъуьрун,uhtma
1207,fegen::V,шуткун,pühkima
1208,kehren::V,кул алтадун,pühkima
1209,baden::V,эхъуьн,suplema
1210,baden::V,эхъуьн,kümblema
1211,sich waschen::V,жендек чуьхуьн,end pesema
1212,ausziehen::V,хутӏунун,käest võtma
1213,ausziehen::V,хутӏунун,jalast võtma
1214,ausziehen::V,хутӏунун,seljast võtma
1215,ausziehen::V,галудун,käest võtma
1216,ausziehen::V,галудун,jalast võtma
1217,ausziehen::V,галудун,seljast võtma
1218,anziehen::V,алукӏун,jalga panema
1219,sich anziehen::V,алукӏун,riietuma
1220,sich anziehen::V,парталар алукӏун,riietuma
1221,kämmen::V,эвягъун,kammima
1222,schmücken::V,безетмишун,kaunistama
1223,schmücken::V,гуьрчегарун,kaunistama
1224,sagen::V,лугьун,ütlema
1225,sprechen::V,рахун,rääkima
1226,sprechen::V,рахун,kõnelema
1227,reden::V,рахун,kõnelema
1228,sich unterhalten::V,ихтилат авун,vestlema
1229,fragen::V,жузун,küsima
1230,bitten::V,тӏалабун,paluma
1231,erzählen::V,ахъаюн,jutustama
1232,mitteilen::V,хабар гун,teatama
1233,mitteilen::V,хабар гун,teada andma
1234,nennen::V,тӏвар гун,nimetama
1235,rufen::V,эверун,kutsuma
1236,prahlen::V,яцӏу гафар авун,hooplema
1237,übersetzen::V,таржума авун,tõlkima
1238,übersetzen::V,гафладун,tõlkima
1239,denken::V,фикир авун,mõtlema
1240,glauben::V,агъун,uskuma
1241,bemerken::V,фикир гун,märkama
1242,begreifen::V,гъавурда акьун,aru saama
1243,lernen::V,кӏелун,õppima
1244,wissen::V,чир хьун,teadma
1245,wissen::V,чирхьун,teadma
1246,sich erinnern an::V,рикӏел хуьн,mäletama
1247,vergessen::V,рикӏелай фин,unustama
1248,vergessen::V,рикӏелай алатун,unustama
1249,messen::V,алцумун,mõõtma
1250,zählen::V,гьисабун,loendama
1251,rechnen::V,гьисабун,arvutama
1252,lesen::V,кӏелун,lugema
1253,malen::V,кхьин,maalima
1254,malen::V,шикилар чӏугун,maalima
1255,zeichnen::V,чӏугун,joonistama
1256,schreiben::V,кхьин,kirjutama
1257,besitzen::V,иеси хьун,omama
1258,kaufen::V,къачун,ostma
1259,kaufen::V,маса къачун,ostma
1260,verkaufen::V,гун,müüma
1261,verkaufen::V,маса гун,müüma
1262,bezahlen::V,къимет гун,tasuma
1263,bezahlen::V,эвезда авун,tasuma
1264,bezahlen::V,гьакъи агакьрун,tasuma
1265,zahlen::V,къимет гун,maksma
1266,zahlen::V,эвезда авун,maksma
1267,zahlen::V,гьакъи агакьрун,maksma
1268,beherrschen::V,иеси хьун,valitsema
1269,ertragen::V,таб гун,taluma
1270,Oberschenkel::N,,reis
1271,Strömung::N,,voolus
1272,Strömung::N,,jõevool
1273,Moor::N,,raba
1274,Gedächtnis::N,,mälu
1275,Ski::N,,suusk
1276,Platte::N,,plaat
1277,Leine::N,,jalutusrihm
1278,Geschäft::N,,äri
1279,dick[Gegenstand]::A,,jäme
1280,auf einmal::ADV,,korraga
1281,auf einmal::ADV,,ühekorraga
1282,zurück::ADV,,tagasi
1283,wieder::ADV,,jälle
1284,wehen::V,,puhuma
1285,rauchen::V,,suitsema
1286,schaukeln::V,,kiikuma
1287,rühren::V,,liigutama
1288,rühren::V,,heldima panema
1289,scheinen::V,,näida
1290,scheinen::V,,ilmuda
1291,zu sehen sein::V,,ilmuma
1292,vernehmen::V,,üle kuulama
1293,wenden::V,,ümber pöörama
1294,binden::V,,siduma
1295,lassen::V,,laskma
1296,erkennen::V,,ära tundma
1297,verstehen::V,,mõistma
