,Concept_ID,en,te
731,zunehmen::V,increase,పెరుగుట
732,steigen::V,rise,లేచు
733,wachsen::V,grow,పెరుగు
734,glänzen::V,shine,ప్రకాశించు
735,funkeln::V,sparkle,ప్రకాశించు
736,lärmen::V,be noisy,అరుచుట
737,läuten::V,chime,మేళవించుట
738,klingeln::V,ring,వాయించుట
739,klirren::V,tinkle,ఘంటానాదము
740,brausen::V,roar,గర్జించు
741,rauschen::V,rustle,చటచటమనుట
742,klingen::V,sound,ధ్వనించుట
743,bellen::V,bark,అఱచు
744,heulen::V,howl,కూయు
745,blasen::V,blow,దురద్పప్టము
746,pfeifen::V,whistle,ఈలవేయు
747,schreien::V,shout,అఱచు
748,stöhnen::V,groan,మూలుగు
749,zittern::V,tremble,వణకు
750,leben::V,be alive,జీవించుట
751,geboren werden::V,be born,పుట్టుట
752,atmen::V,breathe,ఉపిరి తీయు
753,trinken::V,drink,త్రాగు
754,essen::V,eat,తిను
755,schlucken::V,swallow,మ్రింగు
756,müde werden::V,get tired,అలయు
757,einschlafen::V,fall asleep,నిద్రించు
758,schlafen::V,sleep,నిద్రురించు
759,aufwachen::V,wake up,మేలుకొను
760,aufstehen::V,get up,లేచు
761,sich erholen::V,relax,నడ్డి వాల్చు
762,krank werden::V,fall ill,జబ్బుపడు
763,krank sein::V,be ill,జబ్బు చేయు
764,schmerzen::V,ache,నొచ్చుట
765,husten::V,cough,దగ్గుట
766,genesen::V,recover,కుదురుట
767,sterben::V,die,మరణించు
768,umkommen::V,perish,నశించు
769,sich bewegen::V,move,కదలు
770,sich rühren::V,budge,కదలు
771,sich erheben::V,stand up,లేచు
772,sich setzen::V,sit down,కూర్చుణ్డు
773,hinfallen::V,tumble,దొర్లు
774,laufen::V,walk,నడచు
775,schreiten::V,pace,అడుగుపెట్టుట
776,spazierengehen::V,go for a walk,పచారు చేయు
777,eilen::V,rush,తొందరపడు
778,sich beeilen::V,hurry,త్వరపెట్టు
779,sausen::V,dash,విసరికొట్టు
780,rennen::V,run,పరుగెత్తు
781,springen::V,jump,దుముకు
782,klettern::V,climb,ఎక్కు
783,schaukeln::V,seesaw,ఉయ్యాల ఊగు 
784,kriechen::V,creep,ప్రాకు
785,schwimmen::V,swim,ఈదు
786,tauchen::V,dive,మునుగు
787,rudern::V,row,తెడ్లతోఁగడపు
788,fahren::V,drive,నడపు
789,fliegen::V,fly,ఎగురు
790,gehen::V,go,పోవు
791,weggehen::V,go away,బయలుదేరు
792,abfahren::V,depart,విడిచిపోవు
793,anhalten::V,stop,నిలుపు
794,hineingehen::V,go in,ప్రవేశించు
795,eintreten::V,enter,ప్రవేశించు
796,kommen::V,come,వచ్చు
797,ankommen::V,arrive,వచ్చి చేరు
798,zurückkommen::V,come back,తిరిగీవచ్చుట
799,bleiben::V,stay,ఉండు
800,warten::V,wait,కనిపెట్టు
801,erwarten::V,wait for,నిరిక్షించు
802,suchen::V,seek,వెదకు
803,suchen::V,look for,వెదకు
804,finden::V,find,కనుగొను
805,versuchen::V,try,ప్రయత్నించు
806,vorbereiten::V,prepare,తయారుచేయు
807,lieben::V,love,ప్రేమించు
808,mögen::V,like,ఇష్టపడు
809,lachen::V,laugh,నవ్వు
810,rühren::V,move,గుండె తాకు
811,weinen::V,weep,వీడ్చు
812,schimpfen::V,grumble,గొణుగు
813,sich ärgern::V,be annoyed,అలుగు
814,sich fürchten::V,be afraid,భయపడు
815,fürchten::V,be afraid of,భయపడు
816,fliehen::V,flee,పాఱిపోపు
817,flüchten::V,escape,తప్పించుకొను
818,sehen::V,see,చూచు
819,anschauen::V,look at,చూచు
820,ansehen::V,watch,కాచియుండు
821,hören::V,hear,విను
822,zuhören::V,listen,విను
823,probieren::V,taste,చవిచూచుట
824,riechen::V,smell,వాసనచూచు
825,fühlen::V,feel,స్పర్శించుట
826,scheinen::V,seem,కనబడు
827,zu sehen sein::V,show,చూవు
828,vernehmen::V,hear,విను
829,frieren::V,be cold,చలికి వడకు
830,tun::V,do,చేయు
831,können::V,can,గల
832,wollen::V,want,కోరు
833,anfangen::V,start,ఆరంభించు
834,beenden::V,finish,ముగించు
835,aufhören::V,stop,నిలుపు
836,gelingen::V,succeed,గెలుపాందు
837,geraten::V,turn out,వెలువడు
838,öffnen::V,open,తెఱచు
839,schließen::V,close,మూయు
840,stellen::V,put,ఉంచు
841,setzen::V,place,ఉంచు
842,legen::V,lay,పెట్టు
843,berühren::V,touch,తాకు
844,verbinden::V,connect,చేర్చుట
845,bedecken::V,cover,మూయు
846,aufhängen::V,hang up,వ్రేలాడదీయు
847,anzünden::V,light,వెలిగించు
848,aufheben::V,pick up,సేకరించు
849,zurücklassen::V,leave,విడుచు
850,verlieren::V,lose,పోగొట్టుకొను
851,fallen lassen::V,drop,జాఱవిడుచు
852,machen::V,make,చేయు
853,herstellen::V,produce,ఉత్పత్తిచేయు
854,bauen::V,build,నిర్మించు
855,reparieren::V,mend,సరిచేయు
856,verbessern::V,improve,వృద్ధి చేయు
857,ändern::V,alter,మార్చు
858,graben::V,dig,త్రవ్వు
859,beugen::V,bow,వంచు
860,biegen::V,bend,వంచు
861,drehen::V,spin,నూలువడుకు
862,wenden::V,turn,త్రిప్పు
863,umdrehen::V,turn around,త్రిప్పు
864,heben::V,raise,ఎత్తు
865,hochheben::V,lift,ఎత్తు
866,ergreifen::V,seize,వశపఱచుకొను
867,halten::V,hold,ఉంచు
868,drücken::V,press,అణచు
869,schieben::V,push,నొక్కు
870,kratzen::V,scrape,గోకు
871,lecken::V,lick,నాకు
872,beißen::V,bite,కఱచు
873,abreißen::V,tear off,తెగతెంచు
874,abschneiden::V,cut off,తెగకొట్టు
875,binden::V,tie,కట్టు
876,stecken::V,stick,తగులుకొనివుండుట
877,brechen::V,break,పగులగొట్టు
878,klopfen::V,knock,కొట్టు
879,hauen::V,hit,కొట్టు
880,kleben::V,glue,అంటుకొను
881,reiben::V,rub,రాచు
882,streichen::V,spread,వ్యాపింపజేయు
883,schleifen::V,grind,రాచు
884,schneiden::V,cut,కోయు
885,rütteln::V,jolt,కుదిలించుట
886,schütteln::V,shake,కదల్చు
887,schwenken::V,swing,ఊచుట
888,schütten::V,pour,పోయు
889,füllen::V,fill,నింపు
890,einwickeln::V,wrap,చుట్టు
891,tragen::V,carry,మోయు
892,schleppen::V,drag,ఈడ్చు
893,ziehen::V,pull,ఈడ్చు
894,aufbewahren::V,keep,కాపాడు
895,werfen::V,throw,విసరు
896,fangen::V,catch,పట్టుకొను
897,packen::V,grab,పట్టుకొను
898,verstecken::V,hide,దాచు
899,teilen::V,divide,భాగించు
900,schicken::V,send,పంపు
901,bringen::V,bring,తెచ్చు
902,hinzufügen::V,add,చేర్చు
903,bekommen::V,get,సంపాదించు
904,erhalten::V,receive,పుచ్చుకొను
905,nehmen::V,take,తీసికొను
906,wählen::V,choose,ఇష్టపడు
907,auswählen::V,select,ఏరుకొను
908,bewahren::V,preserve,భద్రపఱుచు
909,behindern::V,hinder,అడ్డగించుట
910,verderben::V,spoil,చెఱచు
911,beschädigen::V,damage,చెరుపుట
912,zerbrechen::V,break,పగులగొట్టు
913,zerreißen::V,tear,చించు
914,zerstören::V,destroy,వాశనము చేయు
915,verbrennen::V,burn,కాల్చు
916,geben::V,give,ఇచ్చు
917,reichen::V,hand,అందుకొనుట
918,schenken::V,give,అర్పించు
919,versprechen::V,promise,వాగ్దత్తము చేయు
920,wünschen::V,wish,కోరు
921,loben::V,praise,స్తుతించు
922,küssen::V,kiss,ముద్దుపెట్టుకొను
923,wiegen::V,rock,ఊచుట
924,zudecken::V,cover,మూయు
925,wecken::V,wake,నిద్రపలేపుట
926,zeigen::V,show,చూవు
927,führen::V,guide,దారిచూపు
928,lehren::V,teach,బోధించు
929,unterrichten::V,instruct,నేర్పు
930,aufziehen::V,bring up,పెంచు
931,leiten::V,lead,తీసుకపోవుట
932,antreiben::V,urge,ప్రేరేపించు
933,lassen::V,let,అనుమతించు
934,einladen::V,invite,ఆహ్వానించు
935,vereinigen::V,unite,కూడుట
936,besuchen::V,visit,పోయి చూచు
937,treffen::V,meet,కలియు
938,sich versammeln::V,assemble,కూర్చు
939,spielen::V,play,ఆట లాడు
940,singen::V,sing,పాడు
941,tanzen::V,dance,నృత్యముచేయు
942,sich trennen::V,separate,ఎడబాయుట
943,verlassen::V,leave,విడుచు
944,retten::V,rescue,తప్పించుట
945,bewachen::V,guard,కాపాడు
946,schützen::V,protect,రక్షించు
947,verteidigen::V,defend,రక్షించు
948,sich schlagen::V,brawl,జగడమాడు
949,schießen::V,shoot,కాల్చు
950,siegen::V,win,గెలుచు
951,ärgern::V,annoy,పీడించుట
952,schlagen::V,beat,కొట్టు
953,treten::V,kick,తన్ను
954,stechen::V,sting,కుట్టు
955,stoßen::V,shove,గెంటు
956,stehlen::V,steal,దొంగిలించు
957,stören::V,disturb,కలతపఱచు
958,belästigen::V,bother,పీడించు
959,verbergen::V,conceal,దాచు
960,täuschen::V,deceive,మోసము చేయు
961,betrügen::V,cheat,మోసపుచ్చు
962,töten::V,kill,చంపు
963,wohnen::V,dwell,నివసించు
964,arbeiten::V,work,పనిచేయు
965,sammeln::V,gather,ప్రోగుచేయు
966,pflücken::V,pick,యేరుట
967,jagen::V,hunt,వేటాడు
968,fischen::V,fish,వెదకు
969,fassen::V,catch,పట్టుకొమ
970,hüten::V,herd,మందచేరుట
971,treiben::V,drive,నడపు
972,anbinden::V,tie up,కట్టు
973,füttern::V,feed,భోజనము పెట్టు
974,melken::V,milk,పాలు పితుకు
975,hacken::V,chop,నఱకు
976,gießen::V,water,నీళ్ళుకట్టుట
977,reifen::V,ripen,పండుట
978,zubereiten::V,cook,వండు
979,kochen::V,boil,వండు
980,backen::V,bake,రొట్టెకాల్చు
981,braten::V,fry,వేపు
982,umrühren::V,stir,కదులుట
983,stricken::V,knit,అల్లు
984,nähen::V,sew,కుట్టు
985,färben::V,dye,రంగు వేయు
986,reinigen::V,clean,శుభ్రము చేయు
987,waschen::V,wash,కడుగు
988,abwischen::V,wipe,తుడుచు
989,spülen::V,rinse,నీటిలో జడించు
990,fegen::V,sweep,ఊడ్చు
991,kehren::V,sweep,ఊడ్చు
992,baden::V,bath,స్నానము చేయు
993,sich waschen::V,wash,కడుగు
994,ausziehen::V,take off,విప్పు
995,anziehen::V,put on,ధరించు
996,sich anziehen::V,get dressed,బట్టలు వేసుకొను
997,sich anziehen::V,get dressed,తొడుగుకొను
998,kämmen::V,comb,దువ్వుట
999,schmücken::V,decorate,అలంకరించు
1000,sagen::V,say,చెప్పు
1001,sprechen::V,speak,చెప్పు
1002,reden::V,talk,మాటలాడు
1003,sich unterhalten::V,chat,ముచ్చటలాడు
1004,fragen::V,ask,ప్రశ్నించు
1005,bitten::V,request,కోరు
1006,erzählen::V,tell,చెప్పు
1007,mitteilen::V,convey,తెలియజేయు
1008,nennen::V,name,పేరు వెట్టు
1009,rufen::V,call,పిలుచు
1010,prahlen::V,brag,జల్లి
1011,übersetzen::V,translate,తర్జుమాచేయు
1012,denken::V,think,ఆలోచించు
1013,glauben::V,believe,నమ్ము
1014,bemerken::V,notice,గుర్తించు
1015,erkennen::V,recognize,గుర్తించు
1016,begreifen::V,grasp,గ్రహించు
1017,verstehen::V,understand,గ్రహించు
1018,lernen::V,learn,నేర్చు కొను
1019,wissen::V,know,తెలిసికొను
1020,sich erinnern an::V,remember,జ్ఞాపకముంచుకొను
1021,vergessen::V,forget,మఱచిపోవు
1022,messen::V,measure,కొలుచుట
1023,zählen::V,count,లెక్కపెట్టు
1024,rechnen::V,calculate,లెక్కపెట్టు
1025,lesen::V,read,చదువు
1026,malen::V,paint,పూనుట
1027,zeichnen::V,draw,వ్రాసుట
1028,schreiben::V,write,వ్రాయు
1029,besitzen::V,own,కలిగియుండు
1030,kaufen::V,buy,కొను
1031,verkaufen::V,sell,అమ్ము
1032,bezahlen::V,pay for,చెల్లించు
1033,zahlen::V,pay,చెల్లించు
1034,beherrschen::V,rule,ఏలు
1035,ertragen::V,endure,భరించు
