,Concept_ID,kk,he
791,dann::ADV,сонан соң,אחר-כך
792,gestern::ADV,кеше,אתמול
793,einst::ADV,бірде,לפנים
794,einst::ADV,бір кезде,לפנים
795,damals::ADV,анада,אז
796,danach::ADV,онан соң,אחר-כך
797,danach::ADV,сонан соң,אחר-כך
798,vorher::ADV,бұрын,לפני זה
799,zuerst::ADV,әуелі,קדם
800,zuerst::ADV,алдымен,קדם
801,einmal::ADV,бір жолы,פעם
802,manchmal::ADV,кейде,לפעמים
803,oft::ADV,ылғи,לעתים קרובות
804,immer::ADV,өнебойы,תמיד
805,niemals::ADV,ешуақытта,אף פעם
806,hier::ADV,бұнда,כאן
807,hier::ADV,осында,כאן
808,hierhin::ADV,бермен,פה
809,von hier::ADV,бер жақтан,מפה
810,dort::ADV,анда,שם
811,dorthin::ADV,әрі,שם
812,geradeaus::ADV,тура,ישר
813,vorwärts::ADV,ілгері,קדימה
814,rückwärts::ADV,артқа,לאחור
815,zurück::ADV,кейін қарай,בחזרה
816,zurück::ADV,кейін қарай,אחורנית
817,unten::ADV,төменде,למטה
818,hinab::ADV,астына,למטה
819,hinab::ADV,төмен,למטה
820,oben::ADV,жоғарыда,מעל
821,oben::ADV,жоғарыда,למעלה
822,hinauf::ADV,өрге,למעלה
823,überall::ADV,әрқайда,בכל מקום
824,nicht::ADV,емес,לא
825,ein wenig::ADV,азырақ,קצת
826,ein wenig::ADV,аздаған,קצת
827,ein wenig::ADV,азғантай,קצת
828,kaum::ADV,зорға,בקשי
829,sehr::ADV,орасан,מאוד
830,so::ADV,бұлай,כך
831,so::ADV,бұлай,ככה
832,so::ADV,былайша,כך
833,so::ADV,былайша,ככה
834,noch::ADV,әлі,עוד
835,noch::ADV,әлі,עדין
836,nur::ADV,ғана,רק
837,schon::ADV,түге,כבר
838,wieder::ADV,жаңа,שוב
839,wieder::ADV,қайта,שוב
840,wieder::ADV,жаңадан,שוב
841,vergebens::ADV,бекер,לריק
842,vergebens::ADV,бекер,לשוא
843,vor::PRP,алды,מול
844,hinter::PRP,артынан,מאחורי
845,unter::PRP,түп,מתחת
846,unter::PRP,маңында,מתחת
847,durch::PRP,арқылы,דרך
848,neben::PRP,іргеде,ליד
849,neben::PRP,іргеде,על-יד
850,neben::PRP,жанында,ליד
851,neben::PRP,жанында,על-יד
852,zwischen::PRP,арада,בין
853,wegen::PRP,үшін,בשל
854,wegen::PRP,үшін,בגלל
855,dies::PRN,бұ,זה
856,dies::PRN,осы,זה
857,das::PRN,сол,זה
858,alles::PRN,дүйім,הכל
859,alles::PRN,күллі,הכל
860,ich::PRN,мен,אני
861,du::PRN,сен,את
862,du::PRN,сен,אתה
863,er::PRN,ол,הוא
864,wir::PRN,біз,אנחנו
865,ihr::PRN,сіз,לה
866,sie::PRN,олар,הם
867,was::FPRN,не,מה
868,wer::FPRN,кім,מי
869,wo::FADV,кәні,איפה
870,wo::FADV,қайда,איפה
871,wohin::FADV,қайда,לאן
872,wie::FADV,калай,איך
873,warum::FADV,неғып,למה
874,wieviel::FNUM,неше,כמה
875,wieviel::FNUM,қанша,כמה
876,eins::NUM,бір,אחד
877,zwei::NUM,екі,שתים
878,drei::NUM,үш,שלושה
879,vier::NUM,төрт,ארבעה
880,fünf::NUM,бес,חמשה
881,sechs::NUM,алты,ששה
882,sieben::NUM,жеті,שבעה
883,acht::NUM,сегіз,שמונה
884,neun::NUM,тоғыз,תשעה
885,zehn::NUM,он,עשרה
886,elf::NUM,он бір,אחת עשרה
887,zwölf::NUM,он екі,שתים עשרה
888,zwanzig::NUM,жиырма,עשרים
889,dreißig::NUM,отыз,שלושים
890,vierzig::NUM,қырық,ארבעים
891,fünfzig::NUM,елу,חמשים
892,sechzig::NUM,алпыс,ששים
893,siebzig::NUM,жетпіс,שבעים
894,achtzig::NUM,сексен,שמונים
895,neunzig::NUM,тоқсан,תשעים
896,hundert::NUM,жүз,מאה
897,tausend::NUM,мың,אלף
898,und::CNJ,та,ו
899,oder::CNJ,әлде,או
900,oder::CNJ,немесе,או
901,stehen::V,тұру,עמד
902,sitzen::V,отыру,ישב
903,liegen::V,жату,שכב
904,hängen::V,ілу,היה תלוי
905,werden::V,болу,הפך ל
906,werden::V,түрегелу,הפך ל
907,passieren::V,болу,קרה
908,beginnen::V,басталу,התחיל
909,enden::V,ада болу,הסתים
910,wechseln::V,құбылу,השתנה
911,wechseln::V,өзгеру,השתנה
912,aufgehen[Sonne]::V,шығу,זרח
913,untergehen[Sonne]::V,батыру,שקע
914,scheinen[Sonne]::V,жылтырау,בהק
915,donnern::V,күркіреу,רעם
916,wehen::V,огып тур,נשב
917,strömen::V,сорғалау,זרם
918,fließen::V,ағу,זרם
919,sich drehen::V,айналу,הסתובב
920,schwanken::V,толықсу,התנודד
921,schwingen::V,тербелу,התנענע
922,fallen::V,құлау,נפל
923,fallen::V,жығылу,נפל
924,fallen::V,төмендеу,נפל
925,brennen::V,жану,בער
926,rauchen::V,түтету,עשן
927,regnen::V,жауу,ירד גשם
928,gefrieren::V,мұздай қату,קפא
929,gefrieren::V,мұз боп қату,קפא
930,tauen::V,жібу,נמס
931,schmelzen::V,еру,התיך
932,trocknen::V,курау,התיבש
933,sieden::V,қайнау,רתח
934,faulen::V,иістену,רקב
935,verfaulen::V,шіру,רקב
936,reißen::V,жыртылу,נקרע
937,versinken::V,малтығу,טבע
938,vergehen::V,өту,עבר
939,erscheinen::V,көріну,נגלה
940,erscheinen::V,көріну,הופיע
941,erscheinen::V,көрініп қалу,נגלה
942,erscheinen::V,көрініп қалу,הופיע
943,verschwinden::V,ғайып_болу,נעלם
944,sinken::V,ылдилау,ירד
945,sinken::V,төмендеу,ירד
946,abnehmen::V,кемітілу,הפחית
947,zunehmen::V,көбею,רבה
948,steigen::V,қобу,עלה
949,steigen::V,көтерілу,עלה
950,steigen::V,жоғарылау,עלה
951,wachsen::V,өсу,גדל
952,glänzen::V,жалтырау,נצץ
953,glänzen::V,жалтырау,בהק
954,funkeln::V,жарқырау,נצנץ
955,funkeln::V,нұрлану,נצנץ
956,funkeln::V,жылтылдау,נצנץ
957,lärmen::V,шулау,רעש
958,lärmen::V,шуылдау,רעש
959,läuten::V,қоңыраулату,צלצל
960,klingeln::V,дыңғырлау,צלצל
961,klirren::V,дыңылдату,קרקש
962,brausen::V,тасу,געש
963,rauschen::V,сусылдау,רשרש
964,rauschen::V,сыбдырлау,רשרש
965,klingen::V,дыбыс шығару,נשמע
966,bellen::V,үру,נבח
967,heulen::V,ұлу,ילל
968,blasen::V,үру,נשף
969,pfeifen::V,ысқыру,שרק
970,schreien::V,шыңғыру,צעק
971,schreien::V,айғайлау,צעק
972,schreien::V,байбайлау,צעק
973,schreien::V,бажалақтау,צעק
974,stöhnen::V,ыңырсу,נאנק
975,stöhnen::V,ыңкылдау,נאנק
976,zittern::V,қалш,רעד
977,zittern::V,қалшылдату,רעד
978,leben::V,жасау,חי
979,leben::V,күнелту,חי
980,leben::V,күн көру,חי
981,leben::V,тіршілік ету,חי
982,geboren werden::V,туу,נולד
983,atmen::V,дем алу,נשם
984,atmen::V,ауа жұту,נשם
985,trinken::V,ішу,שתה
986,trinken::V,ұрттау,שתה
987,essen::V,жеу,אכל
988,essen::V,тамақтану,אכל
989,schlucken::V,жұту,בלע
990,müde werden::V,болдыру,התעיף
991,einschlafen::V,үйыктап калу,נרדם
992,schlafen::V,ұйықтау,ישן
993,aufwachen::V,ояну,התעורר
994,aufstehen::V,ояну,קם
995,sich erholen::V,тынығу,נפש
996,krank werden::V,кеселдену,חלה
997,krank werden::V,сырқаттану,חלה
998,krank werden::V,ауырып қалу,חלה
999,krank werden::V,ауыра бастау,חלה
1000,krank werden::V,кеселге ұшырау,חלה
1001,krank werden::V,сырқаттанып қалу,חלה
1002,krank sein::V,ауыру,היה חולה
1003,krank sein::V,сырқаттану,היה חולה
1004,schmerzen::V,ауырады,כאב
1005,husten::V,жөтелу,השתעל
1006,genesen::V,айығу,הבריא
1007,sterben::V,өлу,מת
1008,sterben::V,қайтыс,מת
1009,sterben::V,жантапсыру,מת
1010,umkommen::V,өлу,נספה
1011,umkommen::V,қаза табу,נספה
1012,sich bewegen::V,жылжу,נע
1013,sich rühren::V,қыбырлау,זז
1014,sich erheben::V,тұру,קם
1015,sich setzen::V,отыру,התישב
1016,hinfallen::V,жығылу,נפל
1017,laufen::V,жояу жүру,הלך ברגל
1018,schreiten::V,кадамдау,פסע
1019,spazierengehen::V,қыдыру,טיל
1020,eilen::V,асығу,אץ
1021,eilen::V,асығу,מהר
1022,eilen::V,жеделдену,אץ
1023,eilen::V,жеделдену,מהר
1024,eilen::V,жедепдеу,אץ
1025,eilen::V,жедепдеу,מהר
1026,sich beeilen::V,асығу,מהר
1027,sich beeilen::V,жеделдену,מהר
1028,sausen::V,заулау,אץ
1029,rennen::V,жүгіру,רץ
1030,springen::V,секіру,קפץ
1031,klettern::V,өрмелеп шығу,טפס
1032,schaukeln::V,тербелу,התנדנד
1033,kriechen::V,еңбектеу,זחל
1034,schwimmen::V,жүзу,שחה
1035,schwimmen::V,малту,שחה
1036,schwimmen::V,қалықтау,שחה
1037,tauchen::V,сүңгу,צלל
1038,rudern::V,есу,חתר
1039,fahren::V,бару,נסע
1040,fliegen::V,ұшу,עף
1041,gehen::V,бару,הלך
1042,weggehen::V,кету,עזב
1043,abfahren::V,жөнелу,יצא
1044,anhalten::V,тоқтау,עצר
1045,hineingehen::V,кіру,נכנס
1046,eintreten::V,ену,נכנס
1047,kommen::V,жету,בא
1048,ankommen::V,келу,הגיע
1049,zurückkommen::V,қайту,שב
1050,zurückkommen::V,қайту,חזר
1051,bleiben::V,қалу,נשאר
1052,warten::V,тосу,חכה
1053,warten::V,тосу,המתין
1054,erwarten::V,күту,צפה
1055,suchen::V,іздеу,חפש
1056,finden::V,табу,מצא
1057,versuchen::V,талпыну,נסה
1058,vorbereiten::V,әзірлеу,הכין
1059,lieben::V,сүю,אהב
1060,mögen::V,жарату,אהב
1061,mögen::V,жақсы_көру,אהב
1062,lachen::V,күлу,צחק
1063,lachen::V,күлісу,צחק
1064,rühren::V,көңілін бұзу,נגע ללב
1065,weinen::V,жылау,בכה
1066,schimpfen::V,ақырып-бақыру,גער
1067,sich ärgern::V,ашулану,זעם
1068,sich ärgern::V,ашулану,כעס
1069,sich fürchten::V,сескену,פחד
1070,sich fürchten::V,сескену,חשש
1071,fürchten::V,қауіптену,פחד מ
1072,fürchten::V,қауіптену,חשש מ
1073,fürchten::V,сақсыну,פחד מ
1074,fürchten::V,сақсыну,חשש מ
1075,fliehen::V,қашу,ברח
1076,fliehen::V,қашып кету,ברח
1077,flüchten::V,қашу,נמלט
1078,flüchten::V,қашып кету,נמלט
1079,sehen::V,көру,ראה
1080,anschauen::V,назар салу,הביט
1081,ansehen::V,тамашалау,התבונן
1082,hören::V,есту,שמע
1083,zuhören::V,тыңдау,הקשיב
1084,zuhören::V,құлақ қою,הקשיב
1085,probieren::V,тату,נסה
1086,probieren::V,дәм тату,נסה
1087,riechen::V,иіскеу,הריח
1088,fühlen::V,сезу,חש
1089,fühlen::V,сезіну,חש
1090,scheinen::V,болып көріну,נדמה
1091,zu sehen sein::V,көріну,נראה
1092,vernehmen::V,есту,נודע ל
1093,vernehmen::V,есітіп қалу,נודע ל
1094,frieren::V,тоңу,קר ל
1095,frieren::V,жаурау,קר ל
1096,tun::V,ету,פעל
1097,tun::V,істеу,פעל
1098,können::V,білу,יכל
1099,wollen::V,қалау,רצה
1100,anfangen::V,бастау,התחיל
1101,beenden::V,бітіру,גמר
1102,beenden::V,адақтау,גמר
1103,beenden::V,тамамдау,גמר
1104,beenden::V,аяқтап шығу,גמר
1105,aufhören::V,доғару,סים
1106,gelingen::V,жолы түсу,הצליח
1107,geraten::V,калу,עלה
1108,öffnen::V,ашу,פתח
1109,öffnen::V,ашып қою,פתח
1110,schließen::V,жабу,סגר
1111,stellen::V,қою,העמיד
1112,stellen::V,қойдыру,העמיד
1113,setzen::V,отырғызу,הושיב
1114,legen::V,салу,שם
1115,legen::V,калау,שם
1116,berühren::V,тию,נגע
1117,verbinden::V,байлап алу,קשר
1118,verbinden::V,сабақтастыру,קשר
1119,bedecken::V,бүркеу,כסה
1120,aufhängen::V,ілу,תלה
1121,aufhängen::V,асып қою,תלה
1122,anzünden::V,тұтату,הצית
1123,aufheben::V,көтеру,אסף
1124,zurücklassen::V,қалдыру,השאיר
1125,verlieren::V,жоғалту,אבד
1126,fallen lassen::V,құлатып алу,שמט
1127,fallen lassen::V,құлатып алу,הפיל
1128,fallen lassen::V,қолдан түсіріп алу,שמט
1129,fallen lassen::V,қолдан түсіріп алу,הפיל
1130,machen::V,ету,עשה
1131,machen::V,жасау,עשה
1132,machen::V,жасап шығару,עשה
1133,herstellen::V,жасап шығару,יצר
1134,bauen::V,тұрғызу,בנה
1135,reparieren::V,оңдау,תקן
1136,verbessern::V,дұрыстау,שפר
1137,ändern::V,өзгерту,שנה
1138,graben::V,үңгу,חפר
1139,beugen::V,буғу,כפף
1140,biegen::V,ию,כופף
1141,biegen::V,майыстыру,כופף
1142,drehen::V,айналдыру,סובב
1143,wenden::V,екінші жағын айналдыру,הפך
1144,umdrehen::V,бұру,סובב
1145,heben::V,көтеру,הרים
1146,hochheben::V,жоғарылату,הרים
1147,hochheben::V,көтеру,הרים
1148,ergreifen::V,бас_салу,אחז
1149,ergreifen::V,шап_беріп_ұстап_алу,אחז
1150,ergreifen::V,шап_беру,אחז
1151,ergreifen::V,шап_ете_түсу,אחז
1152,halten::V,тұту,החזיק
1153,halten::V,ұстау,החזיק
1154,drücken::V,басу,לחץ
1155,schieben::V,итеру,הזיז
1156,kratzen::V,қыру,שרט
1157,kratzen::V,қыру,שפשף
1158,lecken::V,жалау,לקק
1159,beißen::V,қабу,נשך
1160,beißen::V,тістеу,נשך
1161,beißen::V,қауып алу,נשך
1162,abreißen::V,үзу,קרע
1163,abschneiden::V,қырқу,חתך
1164,binden::V,байланыстыру,קשר
1165,binden::V,байлап_алу,קשר
1166,binden::V,байластыру,קשר
1167,binden::V,байлау,קשר
1168,binden::V,буу,קשר
1169,binden::V,матау,קשר
1170,binden::V,сабақтастыру,קשר
1171,binden::V,ұштастыру,קשר
1172,stecken::V,сұғу,תקע
1173,brechen::V,сындыру,שבר
1174,klopfen::V,қағу,נקש
1175,hauen::V,соғу,הכה
1176,kleben::V,желімдеу,הדביק
1177,reiben::V,үйкеу,שפשף
1178,streichen::V,сүйкеу,מרח
1179,schleifen::V,егеу,השחיז
1180,schleifen::V,қайрау,השחיז
1181,schleifen::V,егеулеу,השחיז
1182,schneiden::V,кесу,גזר
1183,rütteln::V,қозғау,נענע
1184,rütteln::V,жұлмалау,נענע
1185,schütteln::V,дірілдету,נער
1186,schütteln::V,селкілдету,נער
1187,schwenken::V,бұлғау,נופף
1188,schwenken::V,бұлғау,טלטל
1189,schwenken::V,сермеу,נופף
1190,schwenken::V,сермеу,טלטל
1191,schütten::V,құю,שפך
1192,füllen::V,толтыру,מלא
1193,einwickeln::V,орау,עטף
1194,tragen::V,алып жүру,נשא
1195,schleppen::V,тарту,סחב
1196,ziehen::V,тарту,משך
1197,aufbewahren::V,сақтау,שמר
1198,werfen::V,лақтыру,זרק
1199,fangen::V,қармау,תפס
1200,fangen::V,қағып алу,תפס
1201,packen::V,шап беру,אחז
1202,packen::V,шап ете түсу,אחז
1203,packen::V,шап беріп ұстап алу,אחז
1204,verstecken::V,тығу,החביא
1205,verstecken::V,жасыру,החביא
1206,teilen::V,бөлу,חלק
1207,schicken::V,жіберу,שלח
1208,bringen::V,әкелу,הביא
1209,bringen::V,алып келу,הביא
1210,hinzufügen::V,қосу,הוסיף
1211,hinzufügen::V,үстеу,הוסיף
1212,bekommen::V,алу,תפס
1213,erhalten::V,алмақ,קבל
1214,nehmen::V,алу,אחז
1215,nehmen::V,алмақ,אחז
1216,wählen::V,таңдау,בחר
1217,auswählen::V,екшеу,בחר ב
1218,auswählen::V,саралау,בחר ב
1219,auswählen::V,сұрыптау,בחר ב
1220,auswählen::V,сайлап алу,בחר ב
1221,bewahren::V,сақтау,קים
1222,behindern::V,оралғы болу,מנע
1223,verderben::V,бүлдіру,מנע
1224,beschädigen::V,бұзу,הזיק
1225,zerbrechen::V,уату,נשבר
1226,zerreißen::V,жырту,קרע
1227,zerstören::V,қирату,הרס
1228,zerstören::V,қирату,השמיד
1229,zerstören::V,талқандау,הרס
1230,zerstören::V,талқандау,השמיד
1231,verbrennen::V,өртеу,שרף
1232,verbrennen::V,жандыру,שרף
1233,verbrennen::V,өртеп жіберу,שרף
1234,verbrennen::V,жандырып жіберу,שרף
1235,geben::V,беру,נתן
1236,reichen::V,беру,העביר
1237,schenken::V,тарту,נתן במתנה
1238,versprechen::V,уәде беру,הבטיח
1239,wünschen::V,тілеу,אחל
1240,loben::V,мақтау,שבח
1241,loben::V,дәріптеу,שבח
1242,küssen::V,сүю,נשק
1243,wiegen::V,тербеу,נדנד
1244,zudecken::V,бүркеу,כסה
1245,wecken::V,ояту,עורר
1246,zeigen::V,көрсету,הראה
1247,führen::V,ерту,הביא
1248,führen::V,ерту,הוביל
1249,führen::V,жетектеу,הביא
1250,führen::V,жетектеу,הוביל
1251,lehren::V,оқыту,למד
1252,unterrichten::V,оқыту,למד
1253,aufziehen::V,бағу,רומם
1254,leiten::V,басқару,נהל
1255,leiten::V,жетекшілік ету,נהל
1256,antreiben::V,асықтыру,המרץ
1257,lassen::V,-ткізу,נתן
1258,lassen::V,мәжбүр ету,נתן
1259,einladen::V,шақыру,הזמין
1260,vereinigen::V,біріктіру,אחד
1261,vereinigen::V,біріктіру,לכד
1262,vereinigen::V,біріктіріп қою,אחד
1263,vereinigen::V,біріктіріп қою,לכד
1264,besuchen::V,кіріп шығу,בקר
1265,besuchen::V,барып шығу,בקר
1266,treffen::V,кездесу,פגש
1267,sich versammeln::V,топталу,התאסף
1268,spielen::V,ойнау,שחק
1269,singen::V,сайрау,שר
1270,tanzen::V,билеу,רקד
1271,sich trennen::V,айрылысу,נפרד
1272,verlassen::V,тастау,עזב
1273,retten::V,құтқару,הציל
1274,bewachen::V,күзету,שמר
1275,schützen::V,жақтау,אבטח
1276,schützen::V,жақтасу,אבטח
1277,verteidigen::V,қорғау,הגן
1278,sich schlagen::V,алысу,התכתש
1279,schießen::V,ату,ירה
1280,siegen::V,жеңу,גבר
1281,siegen::V,жеңу,נצח
1282,ärgern::V,ашуландыру,עצבן
1283,schlagen::V,ұру,הכה
1284,schlagen::V,ұру,הלקה
1285,treten::V,тебу,בעט
1286,stechen::V,шаншу,דקר
1287,stoßen::V,түрту,דחק
1288,stehlen::V,ұрлау,גנב
1289,stören::V,кесірлен,קטע
1290,stören::V,кесірлен,הפריע
1291,belästigen::V,мазасын алу,הציק
1292,belästigen::V,мазасын алу,הטריד
1293,verbergen::V,сездірмеу,הצניע
1294,täuschen::V,жалған айту,שגע
1295,betrügen::V,алдау,הונה
1296,betrügen::V,алдап кету,הונה
1297,betrügen::V,ақымақ қылу,הונה
1298,töten::V,құрту,הרג
1299,töten::V,өлтіру,הרג
1300,wohnen::V,мекендеу,גר
1301,wohnen::V,өмір сүру,גר
1302,arbeiten::V,істеу,עבד
1303,arbeiten::V,еңбектену,עבד
1304,sammeln::V,жыю,אסף
1305,pflücken::V,жұлу,קטף
1306,jagen::V,аулау,צד
1307,fischen::V,балык_аулау,דג
1308,fassen::V,ұстау,תפס
1309,hüten::V,жаю,רעה
1310,hüten::V,бағу,רעה
1311,treiben::V,айдау,הוציא
1312,anbinden::V,байлау,קשר
1313,füttern::V,ас ішкізу,הלעיט
1314,füttern::V,азықтандыру,הלעיט
1315,füttern::V,қоректендіру,הלעיט
1316,melken::V,сауу,חלב
1317,hacken::V,турау,קצץ
1318,gießen::V,суару,השקה
1319,reifen::V,жетілу,בשל
1320,zubereiten::V,даяр ету,הכין
1321,kochen::V,асу,בשל
1322,backen::V,пісіру,אפה
1323,braten::V,қуыру,צלה
1324,braten::V,қуыру,טגן
1325,umrühren::V,былғалау,ערבב
1326,umrühren::V,сапырылыстыру,ערבב
1327,stricken::V,торлау,סרג
1328,stricken::V,тоқу,סרג
1329,nähen::V,тігу,תפר
1330,färben::V,бояу,צבע
1331,färben::V,сырлау,צבע
1332,reinigen::V,аршу,נקה
1333,reinigen::V,тазалау,נקה
1334,waschen::V,жуу,רחץ
1335,waschen::V,жуу,כבס
1336,abwischen::V,сүрту,נגב
1337,spülen::V,шаю,שטף
1338,fegen::V,сыпыру,טאטא
1339,kehren::V,сыпыру,טאטא
1340,baden::V,шомылу,טבל
1341,baden::V,шомылу,שחה
1342,sich waschen::V,жуыну,התרחץ
1343,ausziehen::V,шешу,הוריד
1344,anziehen::V,кигізу,לבש
1345,sich anziehen::V,киіну,התלבש
1346,kämmen::V,тарау,סרק
1347,schmücken::V,әсемдеу,קשט
1348,schmücken::V,мәнерлеу,קשט
1349,schmücken::V,көріктендіру,קשט
1350,sagen::V,деу,אמר
1351,sagen::V,айту,אמר
1352,sprechen::V,деу,דבר
1353,sprechen::V,айту,דבר
1354,reden::V,сөйлеу,דבר
1355,reden::V,сөйлесу,דבר
1356,reden::V,тіл қатысу,דבר
1357,sich unterhalten::V,сұхбаттасу,שוחח
1358,fragen::V,сұрау,שאל
1359,bitten::V,өтіну,בקש
1360,bitten::V,жалыну,בקש
1361,erzählen::V,айту,ספר
1362,mitteilen::V,білдіру,מסר
1363,mitteilen::V,білдіру,הודיע
1364,nennen::V,атау,קרא בשם
1365,rufen::V,шақыру,גיס
1366,rufen::V,шақыру,הזמין לבוא
1367,prahlen::V,бөсу,התרברב
1368,übersetzen::V,аудару,תרגם
1369,denken::V,ойлау,חשב
1370,glauben::V,нану,האמין
1371,glauben::V,илану,האמין
1372,bemerken::V,аңғару,הבחין
1373,erkennen::V,тану,זהה
1374,begreifen::V,ұғу,קלט
1375,begreifen::V,ұғу,הבין
1376,begreifen::V,аңғарып алу,קלט
1377,begreifen::V,аңғарып алу,הבין
1378,verstehen::V,пайым,הבין
1379,verstehen::V,түсіну,הבין
1380,lernen::V,оқу,למד
1381,wissen::V,хабардар болу,ידע
1382,sich erinnern an::V,еске түсіру,זכר
1383,vergessen::V,ұмыту,שכח
1384,messen::V,өлшеу,מדד
1385,zählen::V,санау,ספר
1386,rechnen::V,санап шығару,חשב
1387,rechnen::V,санап шығу,חשב
1388,rechnen::V,санау,חשב
1389,lesen::V,оқу,קרא
1390,malen::V,сурет салу,ציר
1391,zeichnen::V,сурет салу,שרטט
1392,schreiben::V,жазу,כתב
1393,besitzen::V,болу,היה בעל של
1394,kaufen::V,алу,קנה
1395,kaufen::V,алу,רכש
1396,kaufen::V,әперу,קנה
1397,kaufen::V,әперу,רכש
1398,verkaufen::V,сату,מכר
1399,bezahlen::V,төлеу,שלם
1400,bezahlen::V,ақы беру,שלם
1401,bezahlen::V,ақы төлеу,שלם
1402,zahlen::V,төлеу,שלם
1403,beherrschen::V,билеу,שלט
1404,ertragen::V,төзу,סבל
1405,ertragen::V,шыдау,סבל
