,Concept_ID,nl,lv
179,Nebel::N,mist,онь
180,Nebel::N,mist,migla
181,Nebel::N,nevel,ру
182,Nebel::N,nevel,онь
183,Nebel::N,nevel,migla
184,Wolke::N,wolk,кымӧр
185,Wolke::N,wolk,mākonis
186,Regen::N,regen,зэр
187,Regen::N,regen,lietus
188,Schnee::N,sneeuw,лым
189,Schnee::N,sneeuw,sniegs
190,Eis::N,ijs,йи
191,Eis::N,ijs,ledus
192,Frost::N,vorst,кӧдзыд
193,Frost::N,vorst,sals
194,Kälte::N,kou,кӧдзыд
195,Kälte::N,kou,saltums
196,Kälte::N,kou,aukstums
197,Kälte::N,koude,кӧдзыд
198,Kälte::N,koude,saltums
199,Kälte::N,koude,aukstums
200,Hitze::N,hitte,пӧсь
201,Hitze::N,hitte,гожӧд
202,Hitze::N,hitte,karstums
203,Raureif::N,rijp,пуж
204,Raureif::N,rijp,гыӧр
205,Raureif::N,rijp,sarma
206,Regenbogen::N,regenboog,ӧшкамӧшка
207,Regenbogen::N,regenboog,varavīksne
208,Donner::N,donder,гым
209,Donner::N,donder,pērkons
210,Strömung::N,stroming,ва ныр
211,Strömung::N,stroming,визувтӧм
212,Strömung::N,stroming,straume
213,Strömung::N,stroming,strāvojums
214,Tropfen::N,druppel,войт
215,Tropfen::N,druppel,lāse
216,Schaum::N,schuim,быг
217,Schaum::N,schuim,быгзьӧм
218,Schaum::N,schuim,putas
219,Schmutz::N,vuil,няйт
220,Schmutz::N,vuil,dubļi
221,See::N,meer,ты
222,See::N,meer,ezers
223,Sumpf::N,moeras,гыбад
224,Sumpf::N,moeras,кад
225,Sumpf::N,moeras,dumbrājs
226,Sumpf::N,moeras,staignājs
227,Moor::N,veen,нюр
228,Moor::N,veen,purvs
229,Moor::N,veen,muklājs
230,Wiese::N,wei,видз
231,Wiese::N,wei,pļava
232,Wiese::N,weide,видз
233,Wiese::N,weide,pļava
234,Wald::N,bos,вӧр
235,Wald::N,bos,mežs
236,Hügel::N,heuvel,дзиб
237,Hügel::N,heuvel,мыльк
238,Hügel::N,heuvel,нӧрыс
239,Hügel::N,heuvel,paugurs
240,Anhöhe::N,hoogte,мыльк
241,Anhöhe::N,hoogte,нӧрыс
242,Anhöhe::N,hoogte,paugurs
243,Berg::N,berg,чой
244,Berg::N,berg,керӧс
245,Berg::N,berg,kalns
246,Gipfel::N,top,чук
247,Gipfel::N,top,virsotne
248,Höhle::N,hol,рудӧг
249,Höhle::N,hol,ala
250,Abhang::N,helling,ньывк
251,Abhang::N,helling,бокша
252,Abhang::N,helling,nogāze
253,Quelle::N,bron,ӧшмӧс
254,Quelle::N,bron,avots
255,Bach::N,beek,шор
256,Bach::N,beek,urga
257,Bach::N,beek,strauts
258,Fluss::N,stroom,ю
259,Fluss::N,stroom,upe
260,Ufer::N,wal,вадор
261,Ufer::N,wal,krasts
262,Ufer::N,oever,вадор
263,Ufer::N,oever,krasts
264,Küste::N,kust,вадор
265,Küste::N,kust,piekraste
266,Festland::N,vasteland,му
267,Festland::N,vasteland,sauszeme
268,Meer::N,zee,саридз
269,Meer::N,zee,jūra
270,Bucht::N,baai,куръя
271,Bucht::N,baai,līcis
272,Bucht::N,inham,куръя
273,Bucht::N,inham,līcis
274,Insel::N,eiland,ді
275,Insel::N,eiland,sala
276,Blume::N,bloem,дзоридз
277,Blume::N,bloem,puķe
278,Blume::N,bloem,zieds
279,Gras::N,gras,турун
280,Gras::N,gras,zāle
281,Wurzel::N,wortel,вуж
282,Wurzel::N,wortel,sakne
283,Baum::N,boom,пу
284,Baum::N,boom,koks
285,Stamm::N,stam,пучер
286,Stamm::N,stam,stumbrs
287,Rinde::N,schors,кырсь
288,Rinde::N,schors,miza
289,Ast::N,tak,ув
290,Ast::N,tak,zars
291,Zweig::N,twijg,вож
292,Zweig::N,twijg,nozare
293,Blatt::N,blad,кор
294,Blatt::N,blad,lapa
295,Birke::N,berk,кыдз
296,Birke::N,berk,bērzs
297,Kiefer[Baum]::N,den,пожӧм
298,Kiefer[Baum]::N,den,priede
299,Weide[Baum]::N,wilg,бадь
300,Weide[Baum]::N,wilg,kārkls
301,Tanne::N,spar,коз
302,Tanne::N,spar,egle
303,Horn::N,hoorn,сюр
304,Horn::N,hoorn,rags
305,Feder::N,veer,гӧн
306,Feder::N,veer,тывборд
307,Feder::N,veer,spalva
308,Feder::N,pluim,гӧн
309,Feder::N,pluim,тывборд
310,Feder::N,pluim,spalva
311,Fell::N,vel,ку
312,Fell::N,vel,āda
313,Flügel::N,vleugel,борд
314,Flügel::N,vleugel,spārns
315,Klaue::N,klauw,гыж
316,Klaue::N,klauw,nags
317,Kralle::N,klauw,гыж
318,Kralle::N,klauw,nags
319,Schwanz::N,staart,бӧж
320,Schwanz::N,staart,ļipa
321,Ei::N,ei,кольк
322,Ei::N,ei,ola
323,Nest::N,nest,поз
324,Nest::N,nest,ligzda
325,Bau::N,hol,горс
326,Bau::N,hol,пырмӧс
327,Bau::N,hol,гу
328,Bau::N,hol,ala
329,Tier::N,dier,пемӧс
330,Tier::N,dier,dzīvnieks
331,Herde::N,kudde,стада
332,Herde::N,kudde,кельӧб
333,Herde::N,kudde,ganāmpulks
334,Kuh::N,koe,мӧс
335,Kuh::N,koe,govs
336,Bulle::N,stier,ӧш
337,Bulle::N,stier,bullis
338,Pferd::N,paard,вӧв
339,Pferd::N,paard,zirgs
340,Schaf::N,schaap,ыж
341,Schaf::N,schaap,aita
342,Schwein::N,varken,порсь
343,Schwein::N,varken,cūka
344,Hund::N,hond,пон
345,Hund::N,hond,suns
346,Katze::N,kat,кань
347,Katze::N,kat,kaķis
348,Bär::N,beer,ош
349,Bär::N,beer,lācis
350,Eichhörnchen::N,eekhoorntje,ур
351,Eichhörnchen::N,eekhoorntje,vāvere
352,Elch::N,eland,йӧра
353,Elch::N,eland,alnis
354,Fuchs::N,vos,руч
355,Fuchs::N,vos,lapsa
356,Hase::N,haas,кӧч
357,Hase::N,haas,zaķis
358,Maus::N,muis,шыр
359,Maus::N,muis,pele
360,Wolf::N,wolf,кӧин
361,Wolf::N,wolf,vilks
362,Vogel::N,vogel,кай
363,Vogel::N,vogel,лэбач
364,Vogel::N,vogel,putns
365,Schwarm::N,zwerm,чукӧр
366,Schwarm::N,zwerm,spiets
367,Huhn::N,kip,курӧг
368,Huhn::N,kip,vista
369,Huhn::N,hoen,курӧг
370,Huhn::N,hoen,vista
371,Hahn::N,haan,петук
372,Hahn::N,haan,gailis
373,Gans::N,gans,дзодзӧг
374,Gans::N,gans,zoss
375,Adler::N,arend,кутш
376,Adler::N,arend,ērglis
377,Ente::N,eend,утка
378,Ente::N,eend,pīle
379,Eule::N,uil,сюзь
380,Eule::N,uil,pūce
381,Kranich::N,kraanvogel,тури
382,Kranich::N,kraanvogel,dzērve
383,Krähe::N,kraai,рака
384,Krähe::N,kraai,vārna
385,Kuckuck::N,koekoek,кӧк
386,Kuckuck::N,koekoek,dzeguze
387,Schwan::N,zwaan,юсь
388,Schwan::N,zwaan,gulbis
389,Fisch::N,vis,чери
390,Fisch::N,vis,zivs
391,Barsch::N,baars,ёкыш
392,Barsch::N,baars,asaris
393,Hecht::N,snoek,сир
394,Hecht::N,snoek,līdaka
395,Schlange[Tier]::N,slang,кый
396,Schlange[Tier]::N,slang,čūska
397,Wurm::N,worm,номыр
398,Wurm::N,worm,tārps
399,Spinne::N,spin,черань
400,Spinne::N,spin,zirneklis
401,Ameise::N,mier,кодзувкот
402,Ameise::N,mier,skudra
403,Laus::N,luis,той
404,Laus::N,luis,uts
405,Mücke::N,mug,ном
406,Mücke::N,mug,ods
407,Fliege::N,vlieg,гут
408,Fliege::N,vlieg,muša
409,Schmetterling::N,vlinder,бобув
410,Schmetterling::N,vlinder,tauriņš
411,Beere::N,bes,тусь
412,Beere::N,bes,вотӧс
413,Beere::N,bes,oga
414,Apfel::N,appel,яблӧг
415,Apfel::N,appel,ābols
416,Pilz::N,paddestoel,тшак
417,Pilz::N,paddestoel,sēne
418,Zwiebel::N,ui,луккок
419,Zwiebel::N,ui,йӧнгыль
420,Zwiebel::N,ui,sīpols
421,Saat::N,zaad,тусь
422,Saat::N,zaad,кӧйдыс
423,Saat::N,zaad,sēkla
424,Korn::N,graan,тусь
425,Korn::N,graan,grauds
426,Korn::N,korrel,тусь
427,Korn::N,korrel,grauds
428,Heu::N,hooi,турун
429,Heu::N,hooi,siens
430,Schale::N,schil,кор
431,Schale::N,schil,čaula
432,Schale::N,schil,čaumala
433,Grube::N,kuil,гу
434,Grube::N,kuil,bedre
435,Falle::N,val,лэч
436,Falle::N,val,slazds
437,Falle::N,val,lamatas
438,Schlinge::N,strop,лэч
439,Schlinge::N,strop,cilpa
440,Spur::N,spoor,туй
441,Spur::N,spoor,pēda
442,Asche::N,as,пӧм
443,Asche::N,as,pelni
444,Dreck::N,drek,няйт
445,Dreck::N,drek,dubļi
446,Eisen::N,ijzer,кӧрт
447,Eisen::N,ijzer,dzelzs
448,Gold::N,goud,зарни
449,Gold::N,goud,zelts
450,Silber::N,zilver,эзысь
451,Silber::N,zilver,sudrabs
452,Kohle::N,kool,шом
453,Kohle::N,kool,ogle
454,Glas::N,glas,стеклӧ
455,Glas::N,glas,stikls
456,Lehm::N,klei,сёй
457,Lehm::N,klei,māls
458,Sand::N,zand,лыа
459,Sand::N,zand,smiltis
460,Mensch::N,mens,морт
461,Mensch::N,mens,cilvēks
462,Mann::N,man,аймӧрт
463,Mann::N,man,мужичӧй
464,Mann::N,man,vīrietis
465,Frau::N,vrouw,ань
466,Frau::N,vrouw,нывбаба
467,Frau::N,vrouw,sieviete
468,Kind::N,kind,кага
469,Kind::N,kind,bērns
470,Junge::N,jongen,пи
471,Junge::N,jongen,zēns
472,Junge::N,jongen,puika
473,Junge::N,jongen,puisis
474,Mädchen::N,meisje,ныв
475,Mädchen::N,meisje,meiča
476,Mädchen::N,meisje,skuķis
477,Mädchen::N,meisje,meitene
478,Familie::N,gezin,семья
479,Familie::N,gezin,ģimene
480,Familie::N,familie,семья
481,Familie::N,familie,ģimene
482,Großvater::N,grootvader,пӧль
483,Großvater::N,grootvader,vecaistēvs
484,Großmutter::N,grootmoeder,баб
485,Großmutter::N,grootmoeder,vecāmāte
486,Eltern::N,ouders,ай-мам
487,Eltern::N,ouders,бать-мам
488,Eltern::N,ouders,vecāki
489,Vater::N,vader,бать
490,Vater::N,vader,ай
491,Vater::N,vader,tēvs
492,Mutter::N,moeder,мам
493,Mutter::N,moeder,māte
494,Sohn::N,zoon,пи
495,Sohn::N,zoon,dēls
496,Tochter::N,dochter,ныв
497,Tochter::N,dochter,meita
498,Bruder::N,broer,вок
499,Bruder::N,broer,brālis
500,Bruder::N,broeder,вок
501,Bruder::N,broeder,brālis
502,Schwester::N,zus,чой
503,Schwester::N,zus,māsa
504,Schwester::N,zuster,чой
505,Schwester::N,zuster,māsa
506,Onkel::N,oom,дядь
507,Onkel::N,oom,tēvocis
508,Tante::N,tante,тьӧт
509,Tante::N,tante,tante
510,Ehemann::N,echtgenoot,верӧс
511,Ehemann::N,echtgenoot,vīrs
512,Ehefrau::N,echtgenote,гӧтыр
513,Ehefrau::N,echtgenote,sieva
514,Freude::N,vreugde,радлун
515,Freude::N,vreugde,prieks
516,Gelächter::N,gelach,серам
517,Gelächter::N,gelach,smiekli
518,Glück::N,geluk,шуд
519,Glück::N,geluk,laime
520,Kummer::N,verdriet,шог
521,Kummer::N,verdriet,bēdas
522,Kummer::N,verdriet,raizes
523,Wunsch::N,wens,кӧсйӧм
524,Wunsch::N,wens,vēlme
525,Wunsch::N,wens,vēlējums
526,Wunsch::N,verlangen,кӧсйӧм
527,Wunsch::N,verlangen,vēlme
528,Wunsch::N,verlangen,vēlējums
529,Lust::N,zin,кыскӧм
530,Lust::N,zin,радейтӧм
531,Lust::N,zin,kāre
532,Lust::N,lust,кыскӧм
533,Lust::N,lust,радейтӧм
534,Lust::N,lust,kāre
535,Geist::N,geest,лов
536,Geist::N,geest,gars
537,Gedanke::N,gedachte,мӧвп
538,Gedanke::N,gedachte,doma
539,Gedächtnis::N,geheugen,паметь
540,Gedächtnis::N,geheugen,atmiņa
541,Verstand::N,verstand,вежӧр
542,Verstand::N,verstand,prāts
543,Sinn::N,betekenis,мог
544,Sinn::N,betekenis,вежӧртас
545,Sinn::N,betekenis,nozīme
546,Grund::N,reden,помка
547,Grund::N,reden,pamats
548,Grund::N,reden,iemesls
549,Wahrheit::N,waarheid,збыль
550,Wahrheit::N,waarheid,збыльтор
551,Wahrheit::N,waarheid,taisnība
552,Wahrheit::N,waarheid,patiesība
553,Gespräch::N,gesprek,сёрни
554,Gespräch::N,gesprek,saruna
555,Märchen::N,sprookje,мойд
556,Märchen::N,sprookje,pasaka
557,Erzählung::N,verhaal,висьт
558,Erzählung::N,verhaal,stāsts
559,Erzählung::N,verhaal,nostāsts
560,Nachricht::N,tijding,юӧртӧм
561,Nachricht::N,tijding,ziņa
562,Neuigkeit::N,nieuws,выльтор
563,Neuigkeit::N,nieuws,jaunums
564,Neuigkeit::N,nieuwtje,выльтор
565,Neuigkeit::N,nieuwtje,jaunums
566,Name::N,naam,ним
567,Name::N,naam,vārds
568,Rätsel::N,raadsel,нӧдкыв
569,Rätsel::N,raadsel,mīkla
570,Rede::N,rede,сёрни
571,Rede::N,rede,runa
572,Sprache::N,taal,кыв
573,Sprache::N,taal,valoda
574,Stimme::N,stem,гӧлӧс
575,Stimme::N,stem,вом шы
576,Stimme::N,stem,balss
577,Wort::N,woord,кыв
578,Wort::N,woord,vārds
579,Zeichen::N,teken,пас
580,Zeichen::N,teken,zīme
581,Ruf::N,roep,чукӧстчӧм
582,Ruf::N,roep,корӧм
583,Ruf::N,roep,sauciens
584,Lärm::N,lawaai,шы
585,Lärm::N,lawaai,зык
586,Lärm::N,lawaai,зычитӧм
587,Lärm::N,lawaai,troksnis
588,Laut::N,klank,шы
589,Laut::N,klank,skaņa
590,Laut::N,geluid,шы
591,Laut::N,geluid,skaņa
592,Ton::N,toon,шы
593,Ton::N,toon,tonis
594,Ton::N,klank,шы
595,Ton::N,klank,tonis
596,Lied::N,lied,сьылан
597,Lied::N,lied,сьыланкыв
598,Lied::N,lied,dziesma
599,Ruhe::N,rust,чӧв
600,Ruhe::N,rust,miers
601,Ruhe::N,stilte,чӧв
602,Ruhe::N,stilte,miers
603,Leute::N,lui,йӧз
604,Leute::N,lui,войтыр
605,Leute::N,lui,ļaudis
606,Leute::N,lui,cilvēki
607,Leute::N,mensen,йӧз
608,Leute::N,mensen,войтыр
609,Leute::N,mensen,ļaudis
610,Leute::N,mensen,cilvēki
611,Volk::N,volk,йӧз
612,Volk::N,volk,войтыр
613,Volk::N,volk,tauta
614,Arbeit::N,werk,удж
615,Arbeit::N,werk,darbs
616,Arbeit::N,arbeid,удж
617,Arbeit::N,arbeid,darbs
618,Gast::N,gast,гӧсть
619,Gast::N,gast,viešņa
620,Gast::N,gast,ciemiņš
621,Geschenk::N,cadeau,козин
622,Geschenk::N,cadeau,dāvana
623,Geschenk::N,geschenk,козин
624,Geschenk::N,geschenk,dāvana
625,Spiel::N,spel,ворсан
626,Spiel::N,spel,rotaļa
627,Gesellschaft::N,gezelschap,котыр
628,Gesellschaft::N,gezelschap,biedrība
629,Gesellschaft::N,gezelschap,kompānija
630,Hilfe::N,hulp,отсӧг
631,Hilfe::N,hulp,palīdzība
632,Freund::N,vriend,ёрт
633,Freund::N,vriend,draugs
634,Kamerad::N,maat,ёрт
635,Kamerad::N,maat,biedrs
636,Kamerad::N,metgezel,ёрт
637,Kamerad::N,metgezel,biedrs
638,Angelegenheit::N,zaak,мог
639,Angelegenheit::N,zaak,делӧ
640,Angelegenheit::N,zaak,darīšana
641,Angelegenheit::N,aangelegenheid,мог
642,Angelegenheit::N,aangelegenheid,делӧ
643,Angelegenheit::N,aangelegenheid,darīšana
644,Anzahl::N,tal,лыд
645,Anzahl::N,tal,тшӧт
646,Anzahl::N,tal,skaits
647,Anzahl::N,tal,daudzums
648,Anzahl::N,aantal,лыд
649,Anzahl::N,aantal,тшӧт
650,Anzahl::N,aantal,skaits
651,Anzahl::N,aantal,daudzums
652,Art::N,slag,сикас
653,Art::N,slag,suga
654,Art::N,slag,šķira
655,Art::N,soort,сикас
656,Art::N,soort,suga
657,Art::N,soort,šķira
658,Stück::N,stuk,тор
659,Stück::N,stuk,gabals
660,Teil::N,deel,юкӧн
661,Teil::N,deel,daļa
662,Hälfte::N,helft,пӧв
663,Hälfte::N,helft,джын
664,Hälfte::N,helft,puse
665,Kreis::N,kring,кытш
666,Kreis::N,kring,aplis
667,Kreis::N,kring,riņķis
668,Kreis::N,cirkel,кытш
669,Kreis::N,cirkel,aplis
670,Kreis::N,cirkel,riņķis
671,Kreuz::N,kruis,перна
672,Kreuz::N,kruis,крест
673,Kreuz::N,kruis,krusts
674,Linie::N,lijn,визь
675,Linie::N,lijn,līnija
676,Strich::N,haal,визь
677,Strich::N,haal,svītra
678,Strich::N,streep,визь
679,Strich::N,streep,svītra
680,Abstand::N,afstand,кост
681,Abstand::N,afstand,коласт
682,Abstand::N,afstand,atstarpe
683,Entfernung::N,afstand,ылна
684,Entfernung::N,afstand,attālums
685,Entfernung::N,afstand,atstatums
686,Gegend::N,streek,му-ва
687,Gegend::N,streek,apvidus
688,Gegend::N,streek,apgabals
689,Platz::N,ruimte,ылдӧс
690,Platz::N,ruimte,йир
691,Platz::N,ruimte,гӧгӧртас
692,Platz::N,ruimte,vieta
693,Ort::N,oord,ин
694,Ort::N,oord,места
695,Ort::N,oord,vieta
696,Ort::N,plaats,ин
697,Ort::N,plaats,места
698,Ort::N,plaats,vieta
699,Seite::N,zij,бок
700,Seite::N,zij,ӧтарладор
701,Seite::N,zij,sāns
702,Seite::N,kant,бок
703,Seite::N,kant,ӧтарладор
704,Seite::N,kant,sāns
705,Seite::N,zijde,бок
706,Seite::N,zijde,ӧтарладор
707,Seite::N,zijde,sāns
708,Mitte::N,midden,шӧр
709,Mitte::N,midden,vidus
710,Gegenstand::N,voorwerp,кӧлуй
711,Gegenstand::N,voorwerp,priekšmets
712,Sache::N,zaak,добра
713,Sache::N,zaak,lieta
714,Rand::N,rand,дор
715,Rand::N,rand,mala
716,Rand::N,rand,apmale
717,Rand::N,boord,дор
718,Rand::N,boord,mala
719,Rand::N,boord,apmale
720,Kante::N,kant,дор
721,Kante::N,kant,šķautne
722,Ecke::N,hoek,пельӧс
723,Ecke::N,hoek,kakts
724,Ecke::N,hoek,stūris
725,Spitze::N,punt,йыв
726,Spitze::N,punt,smaile
727,Spitze::N,punt,galotne
728,Spitze::N,spits,йыв
729,Spitze::N,spits,smaile
730,Spitze::N,spits,galotne
731,Ende::N,einde,пом
732,Ende::N,einde,gals
733,Ende::N,einde,uzgalis
734,Ende::N,uiteinde,пом
735,Ende::N,uiteinde,gals
736,Ende::N,uiteinde,uzgalis
737,Loch::N,gat,розь
738,Loch::N,gat,caurums
739,Winkel::N,hoek,пельӧс
740,Winkel::N,hoek,leņķis
741,Muster::N,dessin,сер
742,Muster::N,dessin,piemērs
743,Muster::N,patroon,сер
744,Muster::N,patroon,piemērs
745,Größe::N,grootte,ыджда
746,Größe::N,grootte,lielums
747,Länge::N,lengte,кузьта
748,Länge::N,lengte,garums
749,Höhe::N,hoogte,джуджда
750,Höhe::N,hoogte,augstums
751,Gewicht::N,gewicht,сьӧкта
752,Gewicht::N,gewicht,сьӧкталун
753,Gewicht::N,gewicht,svars
754,Gewicht::N,gewicht,smagums
755,Menge::N,hoeveelheid,лун
756,Menge::N,hoeveelheid,числӧ
757,Menge::N,hoeveelheid,masa
758,Menge::N,hoeveelheid,daudzums
759,Haufen::N,hoop,чукӧр
760,Haufen::N,hoop,čupa
761,Haufen::N,hoop,grēda
762,Haufen::N,hoop,kaudze
763,Reihe::N,rij,рад
764,Reihe::N,rij,rinda
765,Reihe::N,rij,virkne
766,Reihe::N,reeks,рад
767,Reihe::N,reeks,rinda
768,Reihe::N,reeks,virkne
769,Boot::N,boot,пыж
770,Boot::N,boot,laiva
771,Ruder::N,roeiriem,пелыс
772,Ruder::N,roeiriem,ӧпаснӧй
773,Ruder::N,roeiriem,airis
774,Ruder::N,roeiriem,irklis
775,Schlitten::N,slee,дадь
776,Schlitten::N,slee,ragavas
777,Schlitten::N,slede,дадь
778,Schlitten::N,slede,ragavas
779,Ski::N,ski,лызь
780,Ski::N,ski,slēpe
781,Lagerfeuer::N,kampvuur,бипур
782,Lagerfeuer::N,kampvuur,ugunskurs
783,Last::N,last,сьӧкыдтор
784,Last::N,last,krava
785,Last::N,vracht,сьӧкыдтор
786,Last::N,vracht,krava
787,Gang::N,wandeling,мунӧм
788,Gang::N,wandeling,ветлӧм
789,Gang::N,wandeling,eja
790,Gang::N,wandeling,gājums
791,Schritt::N,stap,воськов
792,Schritt::N,stap,воськовтӧм
793,Schritt::N,stap,solis
794,Schritt::N,schrede,воськов
795,Schritt::N,schrede,воськовтӧм
796,Schritt::N,schrede,solis
797,Norden::N,noorden,войвыв
798,Norden::N,noorden,ziemeļi
799,Süden::N,zuiden,лунвыв
800,Süden::N,zuiden,dienvidi
801,Westen::N,westen,рытыв
802,Westen::N,westen,rietumi
803,Osten::N,oosten,асыв
804,Osten::N,oosten,austrumi
805,Holz::N,hout,пу
806,Holz::N,hout,koks
807,Holz::N,hout,koksne
808,Brett::N,plank,пӧв
809,Brett::N,plank,dēlis
810,Platte::N,plaat,плита
811,Platte::N,plaat,plate
812,Platte::N,plaat,plāksne
813,Stütze::N,stut,пыкӧд
814,Stütze::N,stut,мыджӧд
815,Stütze::N,stut,balsts
816,Stütze::N,stut,atspaids
817,Stütze::N,steun,пыкӧд
