,Concept_ID,sl,hu
315,Leute::N,ljudjé,emberek
316,Volk::N,národ,nép
317,Arbeit::N,délo,dolog
318,Gast::N,gòst,vendég
319,Geschenk::N,darílo,ajándék
320,Spiel::N,ígra,játék
321,Gesellschaft::N,drúžba,társaság
322,Hilfe::N,pomóč,segítség
323,Freund::N,prijátelj,barát
324,Kamerad::N,továriš,társ
325,Angelegenheit::N,zadéva,ügy
326,Anzahl::N,števílo,szám
327,Art::N,vŕsta,faj
328,Art::N,vŕsta,fajta
329,Stück::N,kós,darab
330,Teil::N,dél,rész
331,Hälfte::N,polovíca,fél
332,Kreis::N,króg,kör
333,Kreis::N,kolobár,kör
334,Kreuz::N,kríž,kereszt
335,Linie::N,próga,vonal
336,Strich::N,čŕta,vonás
337,Abstand::N,preslédek,köz
338,Entfernung::N,oddáljenost,távolság
339,Gegend::N,kràj,táj
340,Gegend::N,kràj,vidék
341,Gegend::N,dežêla,táj
342,Gegend::N,dežêla,vidék
343,Platz::N,prôstor,hely
344,Ort::N,mésto,hely
345,Seite::N,bòk,fél
346,Seite::N,bòk,oldal
347,Seite::N,strán,fél
348,Seite::N,strán,oldal
349,Mitte::N,sredína,közép
350,Gegenstand::N,prédmet,tárgy
351,Sache::N,réč,dolog
352,Sache::N,stvár,dolog
353,Rand::N,kràj,szél
354,Rand::N,kràj,perem
355,Rand::N,kràj,szegély
356,Kante::N,rób,él
357,Ecke::N,vogál,sarok
358,Ecke::N,vogál,szöglet
359,Spitze::N,óst,csúcs
360,Ende::N,kônec,vég
361,Loch::N,lúknja,lyuk
362,Winkel::N,kót,szög
363,Muster::N,vzórec,minta
364,Größe::N,veličína,nagyság
365,Länge::N,dolžína,hossz
366,Länge::N,dolžína,hosszúság
367,Höhe::N,vršína,magasság
368,Gewicht::N,téža,súly
369,Menge::N,količína,sokaság
370,Menge::N,količína,mennyiség
371,Haufen::N,kùp,halom
372,Haufen::N,kopíca,halom
373,Reihe::N,níz,sor
374,Reihe::N,vŕsta,sor
375,Boot::N,čóln,csónak
376,Ruder::N,vêslo,evező
377,Schlitten::N,saní,szánkó
378,Ski::N,smučí,sí
379,Lagerfeuer::N,táborni ôgenj,tábortűz
380,Last::N,tôvor,teher
381,Gang::N,hòd,járás
382,Schritt::N,korák,lépés
383,Norden::N,séver,észak
384,Süden::N,júg,dél
385,Westen::N,zapàd,nyugat
386,Osten::N,vzhòd,kelet
387,Holz::N,lés,fa
388,Brett::N,deskà,deszka
389,Platte::N,plôča,lap
390,Platte::N,plôča,lemez
391,Stütze::N,opóra,támasz
392,Stütze::N,opóra,támaszték
393,Stütze::N,zaslómba,támasz
394,Stütze::N,zaslómba,támaszték
395,Stange::N,gréd,rúd
396,Stange::N,gréd,pózna
397,Stock::N,pálica,pálca
398,Stab::N,pálica,bot
399,Rohr::N,cév,cső
400,Haus::N,híša,ház
401,Heim::N,dóm,otthon
402,Ofen::N,péč,kályha
403,Fußboden::N,pòd,padló
404,Tisch::N,míza,asztal
405,Stuhl::N,stòl,szék
406,Wiege::N,zíbel,bölcső
407,Bett::N,póstelja,ágy
408,Regal::N,políca,polc
409,Regal::N,políca,állvány
410,Kiste::N,zabòj,láda
411,Fenster::N,ôkno,ablak
412,Tür::N,vráta,ajtó
413,Tor::N,velíka vráta,kapu
414,Zaun::N,ográja,kerítés
415,Dach::N,stréha,tető
416,Leiter::N,léstev,létra
417,Besen::N,mêtla,seprű
418,Spaten::N,lopáta,ásó
419,Schaufel::N,lopáta,lapát
420,Gabel::N,vílice,villa
421,Löffel::N,žlíca,kanál
422,Messer::N,nòž,kés
423,Nagel::N,žebèlj,szeg
424,Netz::N,mréža,háló
425,Haken::N,kljúka,kampó
426,Griff::N,ročáj,nyél
427,Griff::N,ročáj,fogantyú
428,Griff::N,oprijèm,nyél
429,Griff::N,oprijèm,fogantyú
430,Schloss::N,ključávnica,zár
431,Bild::N,slíka,kép
432,Figur::N,figúra,alak
433,Figur::N,postáva,alak
434,Puppe::N,lútka,bábu
435,Beutel::N,môšnja,zacskó
436,Bündel::N,cúla,köteg
437,Bündel::N,svéženj,köteg
438,Tasche::N,tórba,táska
439,Tasche::N,tobôlec,táska
440,Eimer::N,vêdro,vödör
441,Deckel::N,pokròv,fedő
442,Deckel::N,pokròv,fedél
443,Deckel::N,poklópec,fedő
444,Deckel::N,poklópec,fedél
445,Geschirr::N,posóda,edény
446,Sack::N,vréča,zsák
447,Tasse::N,skodélica,csésze
448,Topf::N,lônec,fazék
449,Kessel::N,kôtel,üst
450,Kessel::N,kôtel,bogrács
451,Essen::N,hrána,evés
452,Essen::N,hrána,étkezés
453,Nahrung::N,živílo,ennivaló
454,Speise::N,jéd,étel
455,Fleisch::N,mesó,hús
456,Getreide::N,žíto,gabona
457,Brei::N,káša,pép
458,Brei::N,káša,kása
459,Brot::N,krùh,kenyér
460,Scheibe::N,réženj,szelet
461,Fett::N,mást,háj
462,Fett::N,mást,zsír
463,Fett::N,maščôba,háj
464,Fett::N,maščôba,zsír
465,Butter::N,máslo,vaj
466,Öl::N,ólje,olaj
467,Salz::N,sól,só
468,Suppe::N,júha,leves
469,Honig::N,méd,méz
470,Milch::N,mléko,tej
471,Tee::N,čáj,tea
472,Leder::N,úsnje,bőr
473,Wolle::N,vólna,gyapjú
474,Stoff::N,blagó,szövet
475,Nadel::N,ígla,tű
476,Faden::N,nít,fonál
477,Knopf::N,gúmb,gomb
478,Knoten::N,vôzel,csomó
479,Farbe::N,bárva,szín
480,Farbe::N,bárva,festék
481,Kleidung::N,obléka,ruha
482,Kleidung::N,obléka,ruházat
483,Hemd::N,srájca,ing
484,Kragen::N,ovrátnik,gallér
485,Ärmel::N,rokáv,ujj
486,Hose::N,hláče,gatya
487,Hose::N,hláče,nadrág
488,Gürtel::N,pás,öv
489,Mütze::N,kápa,sapka
490,Mütze::N,čépica,sapka
491,Schuh::N,čévelj,cipő
492,Stiefel::N,škórenj,csizma
493,Ring::N,pŕstan,gyűrű
494,Band::N,trák,szalag
495,Kamm::N,glavník,fésű
496,Spiegel::N,zrcálo,tükör
497,Spiegel::N,ogledálo,tükör
498,Riemen::N,jêrmen,szíj
499,Schnur::N,vŕvca,zsinór
500,Leine::N,konôpec,póráz
501,Decke::N,odéja,takaró
502,Kissen::N,blazína,párna
503,Tuch::N,pŕt,kendő
504,Tuch::N,rúta,kendő
505,Handtuch::N,brisáča,törülköző
506,Kraft::N,síla,erő
507,Stärke::N,jákost,erő
508,Stärke::N,jákost,erősség
509,Gesundheit::N,zdrávje,egészség
510,Krankheit::N,bolézen,kór
511,Krankheit::N,bolézen,betegség
512,Schmerz::N,ból,fájdalom
513,Schmerz::N,bolečína,fájdalom
514,Wunde::N,rána,seb
515,Fieber::N,vročína,láz
516,Arznei::N,lék,orvosság
517,Arznei::N,lék,gyógyszer
518,Arznei::N,zdravílo,orvosság
519,Arznei::N,zdravílo,gyógyszer
520,Brücke::N,móst,híd
521,Brunnen::N,vodnják,kút
522,Weide::N,páša,legelő
523,Pfad::N,stezà,ösvény
524,Weg::N,pót,út
525,Straße::N,césta,út
526,Dorf::N,vás,falu
527,Stadt::N,mésto,város
528,Brief::N,písmo,levél
529,Buch::N,knjíga,könyv
530,Buchstabe::N,čŕka,betű
531,Zeitung::N,čásnik,újság
532,Zeitung::N,čásnik,hírlap
533,Leben::N,življênje,élet
534,Tod::N,smŕt,halál
535,Grab::N,gròb,sír
536,Kirche::N,cérkev,templom
537,Sünde::N,gréh,bűn
538,Sünde::N,gréh,vétek
539,Gott::N,bóg,isten
540,Arbeiter::N,délavec,munkás
541,Chef::N,šéf,főnök
542,Meister::N,mójster,mester
543,Arzt::N,zdravník,orvos
544,Lehrer::N,učítelj,tanár
545,Lehrer::N,učítelj,tanító
546,Geld::N,denár,pénz
547,Geschäft::N,kupčíja,üzlet
548,Laden::N,trgovína,bolt
549,Preis::N,céna,ár
550,Ware::N,róba,áru
551,Nutzen::N,príd,haszon
552,Reichtum::N,bogástvo,gazdagság
553,Welt::N,svét,világ
554,Land::N,dežêla,ország
555,Staat::N,držáva,állam
556,König::N,králj,király
557,Macht::N,oblást,hatalom
558,Grenze::N,mêja,határ
559,Krieg::N,vôjna,háború
560,Feind::N,sovrážnik,ellenség
561,Gewalt::N,nasílje,erőszak
562,Kampf::N,bòj,harc
563,Kampf::N,bórba,harc
564,Bogen[Waffe]::N,lók,íj
565,Pfeil::N,puščíca,nyíl
566,Gewehr::N,púška,puska
567,Gewehr::N,púška,fegyver
568,Fehler::N,zmóta,hiba
569,Lüge::N,láž,hazugság
570,Schaden::N,okvára,kár
571,Unglück::N,nesréča,csapás
572,Unglück::N,nesréča,balszerencse
573,Schuld::N,krívda,bűn
574,Alter::N,dôba,kor
575,Schluss::N,kônec,vég
576,Schluss::N,kônec,befejezés
577,Zeit::N,čàs,idő
578,Tag::N,dán,nap
579,Morgen::N,jútro,reggel
580,Mittag::N,póldan,dél
581,Abend::N,večér,este
582,Nacht::N,nóč,éj
583,Nacht::N,nóč,éjszaka
584,Woche::N,téden,hét
585,Monat::N,mésec,hó
586,Monat::N,mésec,hónap
587,Jahr::N,léto,év
588,Frühling::N,pomlád,tavasz
589,Sommer::N,polétje,nyár
590,Herbst::N,jesén,ősz
591,Winter::N,zíma,tél
592,Januar::N,jánuar,január
593,Februar::N,fébruar,február
594,März::N,márec,március
595,April::N,apríl,április
596,Mai::N,máj,május
597,Juni::N,júnij,június
598,Juli::N,júlij,július
599,August::N,avgúst,augusztus
600,September::N,septêmber,szeptember
601,Oktober::N,október,október
602,November::N,novêmber,november
603,Dezember::N,decémber,december
604,Montag::N,ponedéljek,hétfő
605,Dienstag::N,tôrek,kedd
606,Mittwoch::N,sréda,szerda
607,Donnerstag::N,četŕtek,csütörtök
608,Freitag::N,pétek,péntek
609,Samstag::N,sobóta,szombat
610,Sonntag::N,nedélja,vasárnap
611,groß::A,vêlik,nagy
612,klein::A,májhen,pici
613,klein::A,májhen,kicsi
614,lang::A,dólg,hosszú
615,kurz::A,krátek,rövid
616,breit::A,širòk,széles
617,schmal::A,ózek,keskeny
618,dicht::A,góst,sűrű
619,dick[Gegenstand]::A,dêbel,vastag
620,dünn::A,tánek,vékony
621,fein::A,drôben,vékony
622,fest::A,tŕden,szilárd
623,flach::A,plán,sík
624,flach::A,plán,lapos
625,flach::A,plòsk,sík
626,flach::A,plòsk,lapos
627,glatt::A,gládek,sima
628,hart::A,tŕd,kemény
629,weich::A,mehák,puha
630,rund::A,okrógel,kerek
631,spitz::A,šílast,hegyes
632,scharf::A,óster,éles
633,stumpf::A,tóp,tompa
634,stumpf::A,tóp,életlen
635,stumpf::A,skŕhan,tompa
636,stumpf::A,skŕhan,életlen
637,schwer::A,têžek,nehéz
638,schwer::A,têžek,súlyos
639,schön::A,lép,szép
640,schön::A,krásen,szép
641,heiß::A,vròč,forró
642,warm::A,tôpel,meleg
643,kalt::A,mŕzel,hideg
644,kalt::A,hláden,hideg
645,kühl::A,hláden,hűs
646,kühl::A,hláden,hűvös
647,frisch::A,svéž,üde
648,frisch::A,svéž,friss
649,feucht::A,vlážen,nedves
650,nass::A,móker,vizes
651,trocken::A,súh,száraz
652,voll::A,póln,telt
653,leer::A,prázen,üres
654,offen::A,odpŕt,nyílt
655,offen::A,odpŕt,nyitott
656,geschlossen::A,zapŕt,zárt
657,geschlossen::A,zapŕt,csukott
658,sauber::A,číst,tiszta
659,sauber::A,líčen,tiszta
660,schmutzig::A,umázan,piszkos
661,schmutzig::A,umázan,szennyes
662,roh::A,suròv,nyers
663,reif::A,zrèl,érett
664,lecker::A,okúsen,finom
665,süß::A,sládek,édes
666,bitter::A,grenák,keserű
667,sauer::A,kísel,savanyú
668,hell::A,svetèl,világos
669,dunkel::A,temèn,sötét
670,schwarz::A,čŕn,fekete
671,weiß::A,bél,fehér
672,rot::A,rdèč,vörös
673,gelb::A,žólt,sárga
674,gelb::A,rumèn,sárga
675,blau::A,móder,kék
676,grün::A,zelèn,zöld
677,grau::A,sív,ősz
678,grau::A,sív,szürke
679,bunt::A,písan,tarka
680,bunt::A,písan,színes
681,billig::A,pocéni,olcsó
682,teuer::A,drág,drága
683,wertvoll::A,dragocén,értékes
684,blind::A,slép,vak
685,taub::A,glúh,süket
686,kräftig::A,močán,erős
687,stark::A,ják,erős
688,schwach::A,šíbek,gyenge
689,schwach::A,šíbek,erőtlen
690,fett::A,dêbel,hájas
691,schlank::A,vítek,karcsú
692,hübsch::A,lép,csinos
693,böse::A,zèl,rossz
694,böse::A,zèl,gonosz
695,böse::A,hudôben,rossz
696,böse::A,hudôben,gonosz
697,dumm::A,glúp,buta
698,dumm::A,glúp,ostoba
699,dumm::A,bédast,buta
700,dumm::A,bédast,ostoba
701,faul::A,lén,lusta
702,fleißig::A,marljív,szorgalmas
703,geizig::A,škŕt,fukar
704,geizig::A,škŕt,fösvény
705,klug::A,pámeten,okos
706,klug::A,pámeten,eszes
707,geschickt::A,spréten,ügyes
708,lieb::A,míl,drága
709,lieb::A,míl,kedves
710,lieb::A,ljúb,drága
711,lieb::A,ljúb,kedves
712,lustig::A,vesél,víg
713,lustig::A,vesél,vidám
714,sanft::A,láhek,enyhe
715,hungrig::A,láčen,éhes
716,krank::A,bolán,beteg
717,nackt::A,nág,csupasz
718,nackt::A,nág,meztelen
719,traurig::A,túžen,bús
720,traurig::A,túžen,szomorú
721,lebendig::A,žív,élő
722,gut::A,dóber,jó
723,schlecht::A,malopríden,rossz
724,richtig::A,pravílen,helyes
725,schlimm::A,húd,rossz
726,wahr::A,resníčen,igaz
727,alt::A,stàr,ó
728,alt::A,stàr,régi
729,neu::A,nòv,új
730,ehemalig::A,nekdánji,volt
731,ehemalig::A,nekdánji,egykori
732,alt[Lebewesen]::A,stàr,öreg
733,jung::A,mlád,fiatal
734,arm::A,ubóg,szegény
735,arm::A,réven,szegény
736,reich::A,bogàt,gazdag
737,bekannt::A,znán,ismert
738,bekannt::A,znán,ismeretes
739,berühmt::A,sláven,híres
740,berühmt::A,znamenít,híres
741,fremd::A,túj,idegen
742,verschieden::A,razlíčen,különböző
743,nah::A,blížnji,közeli
744,fern::A,dáleč,távoli
745,linker::A,lévi,bal
746,rechter::A,désni,jobb
747,anderer::A,drúgi,más
748,anderer::A,drúgi,másik
749,erster::A,pŕvi,első
750,zweiter::A,drúgi,második
751,dritter::A,trétji,harmadik
752,letzter::A,poslédnji,utolsó
753,allein::ADV,sám,egyedül
754,auf einmal::ADV,obênem,egyszerre
755,zusammen::ADV,skúpaj,együtt
756,zusammen::ADV,skúpaj,összesen
757,lange::ADV,dólgo,sokáig
758,lange::ADV,dólgo,hosszan
759,plötzlich::ADV,náglo,hirtelen
760,plötzlich::ADV,náglo,egyszerre
761,plötzlich::ADV,nenádoma,hirtelen
762,plötzlich::ADV,nenádoma,egyszerre
763,sofort::ADV,prècej,rögtön
764,sofort::ADV,prècej,tüstént
765,später::ADV,poznêje,későn
766,jetzt::ADV,zdàj,most
767,heute::ADV,dánes,ma
768,morgen::ADV,jútri,holnap
769,bald::ADV,kmálu,majd
770,bald::ADV,kmálu,nemsokára
771,dann::ADV,nató,akkor
772,gestern::ADV,včéraj,tegnap
773,einst::ADV,nékdaj,hajdan
774,damals::ADV,tedàj,akkor
775,damals::ADV,tedàj,akkoriban
776,damals::ADV,takràt,akkor
777,damals::ADV,takràt,akkoriban
778,danach::ADV,potèm,azután
779,vorher::ADV,poprèj,előbb
780,zuerst::ADV,spŕva,először
781,einmal::ADV,ênkrat,egyszer
782,manchmal::ADV,včásih,néha
783,manchmal::ADV,včásih,olykor
784,oft::ADV,pogósto,sokszor
785,immer::ADV,védno,mindig
786,immer::ADV,zméraj,mindig
787,niemals::ADV,nikdàr,sohasem
788,hier::ADV,tù,itt
789,hier::ADV,túkaj,itt
790,hierhin::ADV,sèmkaj,erre
791,von hier::ADV,od tú,innen
792,dort::ADV,tàm,ott
793,dorthin::ADV,tjà,oda
794,geradeaus::ADV,rávno napréj,egyenesen
795,vorwärts::ADV,napréj,előre
796,rückwärts::ADV,zádaj,hátrafelé
797,zurück::ADV,nazáj,hátra
798,zurück::ADV,nazáj,vissza
799,unten::ADV,dôli,alul
800,unten::ADV,spôdaj,alul
801,hinab::ADV,dôl,le
802,hinab::ADV,dôl,lefelé
803,oben::ADV,gôri,fenn
804,oben::ADV,gôri,felül
805,oben::ADV,zgôraj,fenn
806,oben::ADV,zgôraj,felül
807,hinauf::ADV,gôr,fel
808,hinauf::ADV,gôr,felfelé
809,überall::ADV,povsód,mindenütt
810,nicht::ADV,ne,nem
811,ein wenig::ADV,málo,egy kicsit
812,kaum::ADV,kómaj,alig
813,sehr::ADV,zeló,nagyon
814,so::ADV,takó,úgy
815,noch::ADV,še,még
816,nur::ADV,samó,csak
817,nur::ADV,samó,csupán
818,schon::ADV,žè,már
819,wieder::ADV,spét,ismét
820,wieder::ADV,spét,megint
821,vergebens::ADV,zamàn,hiába
822,vergebens::ADV,zastónj,hiába
823,vor::PRP,pred,előtt
824,hinter::PRP,za,mögött
825,unter::PRP,pod,alatt
