,Concept_ID,hr,da
860,neben::PRP,kraj,ved siden af
861,neben::PRP,pored,ved siden af
862,neben::PRP,pokraj,ved siden af
863,zwischen::PRP,među,mellem
864,zwischen::PRP,između,mellem
865,wegen::PRP,radi,på grund af
866,wegen::PRP,zbog,på grund af
867,dies::PRN,ovo,dette
868,das::PRN,to,det
869,das::PRN,ono,det
870,alles::PRN,sve,alt
871,ich::PRN,ja,jeg
872,du::PRN,ti,du
873,er::PRN,on,han
874,wir::PRN,mi,vi
875,ihr::PRN,vi,I
876,sie::PRN,oni,de
877,was::FPRN,što,hvad
878,wer::FPRN,tko,hvem
879,wo::FADV,gdje,hvor
880,wohin::FADV,kuda,hvorhen
881,wohin::FADV,kamo,hvorhen
882,wie::FADV,kako,hvordan
883,warum::FADV,zašto,hvorfor
884,wieviel::FNUM,koliko,hvor meget
885,eins::NUM,jedan,én
886,zwei::NUM,dva,to
887,drei::NUM,tri,tre
888,vier::NUM,četiri,fire
889,fünf::NUM,pet,fem
890,sechs::NUM,šest,seks
891,sieben::NUM,sedam,syv
892,acht::NUM,osam,otte
893,neun::NUM,devet,ni
894,zehn::NUM,deset,ti
895,elf::NUM,jedanaest,elleve
896,zwölf::NUM,dvanaest,tolv
897,zwanzig::NUM,dvadeset,tyve
898,dreißig::NUM,trideset,tredive
899,vierzig::NUM,četrdeset,fyrre
900,vierzig::NUM,četrdeset,fyrretyve
901,fünfzig::NUM,pedeset,halvtreds
902,sechzig::NUM,šezdeset,tres
903,siebzig::NUM,sedamdeset,halvfjerds
904,achtzig::NUM,osamdeset,firs
905,neunzig::NUM,devetdeset,halvfems
906,hundert::NUM,sto,hundrede
907,tausend::NUM,tisuća,tusind
908,und::CNJ,i,og
909,und::CNJ,te,og
910,oder::CNJ,ili,eller
911,stehen::V,stajati,stå
912,sitzen::V,sjediti,sidde
913,liegen::V,ležati,ligge
914,hängen::V,visiti,hænge
915,werden::V,postati,blive
916,werden::V,činiti se,blive
917,passieren::V,desiti se,ske
918,passieren::V,desiti se,hænde
919,passieren::V,dogoditi se,ske
920,passieren::V,dogoditi se,hænde
921,beginnen::V,početi,begynde
922,enden::V,prestati,ende
923,enden::V,svršiti se,ende
924,wechseln::V,mijenjati se,veksle
925,aufgehen[Sonne]::V,izići,gå op
926,aufgehen[Sonne]::V,izići,stå op
927,untergehen[Sonne]::V,zaći,gå ned
928,scheinen[Sonne]::V,sijati,skinne
929,donnern::V,grmjeti,tordne
930,wehen::V,duhati,blæse
931,strömen::V,strujati,strømme
932,fließen::V,teći,flyde
933,sich drehen::V,obrtati se,dreje sig
934,sich drehen::V,vrtjeti se,dreje sig
935,schwanken::V,teturati,vakle
936,schwanken::V,kolebati se,vakle
937,schwingen::V,njihati,svinge
938,schwingen::V,titrati,svinge
939,fallen::V,padati,falde
940,brennen::V,gorjeti,brænde
941,rauchen::V,dimiti se,ryge
942,regnen::V,kišiti,regne
943,regnen::V,daždjeti,regne
944,gefrieren::V,smrznuti se,fryse
945,tauen::V,kopnjeti,tø
946,tauen::V,kraviti se,tø
947,schmelzen::V,topiti se,smelte
948,trocknen::V,sušiti se,tørre
949,sieden::V,kipjeti,koge
950,sieden::V,ključati,koge
951,faulen::V,gnjiti,rådne
952,verfaulen::V,sagnjiti,rådne
953,reißen::V,otrgnuti se,briste
954,versinken::V,tonuti,synke
955,versinken::V,tonuti,synke ned
956,versinken::V,propasti,synke
957,versinken::V,propasti,synke ned
958,vergehen::V,prolaziti,forløbe
959,erscheinen::V,pojaviti se,vise sig
960,verschwinden::V,nestati,forsvinde
961,verschwinden::V,izgubiti se,forsvinde
962,sinken::V,trgnuti,synke
963,sinken::V,spustiti se,synke
964,abnehmen::V,opasti,aftage
965,zunehmen::V,povećati se,tiltage
966,steigen::V,uzići,stige
967,steigen::V,nadoći,stige
968,wachsen::V,rasti,gro
969,wachsen::V,rasti,vokse
970,glänzen::V,blistati,glinse
971,glänzen::V,sjati se,glinse
972,funkeln::V,svjetlucati,tindre
973,lärmen::V,bučati,larme
974,lärmen::V,galamiti,larme
975,läuten::V,zvoniti,ringe
976,klingeln::V,zvoniti,ringe
977,klirren::V,zvečati,klirre
978,brausen::V,hujati,bruse
979,rauschen::V,šumiti,suse
980,rauschen::V,šuškati,suse
981,klingen::V,zvučati,lyde
982,klingen::V,zvučati,klinge
983,bellen::V,lajati,gø
984,heulen::V,zavijati,hyle
985,blasen::V,puhati,blæse
986,pfeifen::V,fućkati,fløjte
987,schreien::V,vikati,skrige
988,schreien::V,kričati,skrige
989,stöhnen::V,stenjati,stønne
990,zittern::V,drhtati,dirre
991,zittern::V,drhtati,skælve
992,zittern::V,trepetati,dirre
993,zittern::V,trepetati,skælve
994,leben::V,živjeti,leve
995,geboren werden::V,roditi se,fødes
996,atmen::V,disati,ånde
997,trinken::V,piti,drikke
998,essen::V,jesti,spise
999,schlucken::V,gutati,synke
1000,müde werden::V,umoriti se,blive træt
1001,einschlafen::V,usnuti,falde i søvn
1002,einschlafen::V,zaspati,falde i søvn
1003,schlafen::V,spati,sove
1004,aufwachen::V,probuditi se,vågne
1005,aufstehen::V,ustati,stå op
1006,sich erholen::V,odmoriti se,komme sig
1007,krank werden::V,oboljeti se,blive syg
1008,krank werden::V,razboljeti se,blive syg
1009,krank sein::V,bolovati,være syg
1010,schmerzen::V,boljeti,smerte
1011,husten::V,kašljati,hoste
1012,genesen::V,ozdraviti,komme sig
1013,genesen::V,oporaviti se,komme sig
1014,sterben::V,umrijeti,dø
1015,umkommen::V,skapati,omkomme
1016,sich bewegen::V,gibati se,bevæge sig
1017,sich bewegen::V,kretati se,bevæge sig
1018,sich rühren::V,maknuti se,røre på sig
1019,sich erheben::V,dići se,rejse sig
1020,sich setzen::V,sjesti,sætte sig
1021,hinfallen::V,pasti,
1022,laufen::V,hodati,løbe
1023,schreiten::V,stupati,skride
1024,spazierengehen::V,šetati se,gå en tur
1025,eilen::V,hitati,ile
1026,sich beeilen::V,požuriti se,skynde sig
1027,sausen::V,juriti,suse
1028,rennen::V,trčati,løbe
1029,rennen::V,trčati,rende
1030,springen::V,skakati,hoppe
1031,springen::V,skakati,springe
1032,klettern::V,popeti se,klatre
1033,klettern::V,penjati se,klatre
1034,schaukeln::V,ljuljati se,gynge
1035,kriechen::V,puzati,krybe
1036,kriechen::V,gmizati,krybe
1037,schwimmen::V,plivati,svømme
1038,tauchen::V,roniti,dykke
1039,tauchen::V,gnjuriti,dykke
1040,rudern::V,veslati,ro
1041,fahren::V,voziti se,køre
1042,fliegen::V,letjeti,flyve
1043,fliegen::V,lijetati,flyve
1044,gehen::V,ići,gå
1045,weggehen::V,otići,gå bort
1046,abfahren::V,krenuti,køre bort
1047,abfahren::V,otputovati,køre bort
1048,anhalten::V,stati,standse
1049,anhalten::V,zaustaviti,standse
1050,hineingehen::V,ulaziti,gå ind
1051,eintreten::V,ući,træde ind
1052,kommen::V,doći,komme
1053,ankommen::V,stići,ankomme
1054,zurückkommen::V,vratiti se,komme tilbage
1055,zurückkommen::V,povratiti se,komme tilbage
1056,bleiben::V,ostati,blive
1057,bleiben::V,ostati,forblive
1058,warten::V,čekati,vente
1059,erwarten::V,očekivati,vente
1060,erwarten::V,očekivati,afvente
1061,suchen::V,tražiti,søge
1062,finden::V,naći,finde
1063,versuchen::V,pokušati,forsøge
1064,vorbereiten::V,spremiti,forberede
1065,vorbereiten::V,pripremiti,forberede
1066,lieben::V,voljeti,elske
1067,mögen::V,voljeti,holde af
1068,mögen::V,voljeti,kunne lide
1069,lachen::V,smijati se,le
1070,rühren::V,taknuti,røre
1071,weinen::V,plakati,græde
1072,schimpfen::V,psovati,skænde
1073,sich ärgern::V,ljutiti se,ærgre sig
1074,sich fürchten::V,bojati se,være bange
1075,fürchten::V,bojati se,være bange for
1076,fliehen::V,pobjeći,flygte
1077,flüchten::V,utjeći,flygte
1078,sehen::V,vidjeti,se
1079,anschauen::V,ogledati,se på
1080,anschauen::V,ogledati,betragte
1081,ansehen::V,gledati,anse
1082,hören::V,čuti,høre
1083,zuhören::V,slušati,høre til
1084,probieren::V,probati,smage
1085,probieren::V,probati,smage på
1086,riechen::V,osjećati miris,lugte
1087,fühlen::V,osjećati,føle
1088,scheinen::V,činiti se,synes
1089,zu sehen sein::V,biti vidljiv,synes
1090,vernehmen::V,saznati,erfare
1091,frieren::V,zima je,fryse
1092,tun::V,raditi,gøre
1093,können::V,moći,kunne
1094,wollen::V,htjeti,ville
1095,anfangen::V,početi,begynde
1096,beenden::V,svršiti,afslutte
1097,beenden::V,dovršiti,afslutte
1098,aufhören::V,prestati,ophøre
1099,aufhören::V,prestati,holde op
1100,gelingen::V,uspjeti,lykkes
1101,geraten::V,desiti se,blive
1102,öffnen::V,otvoriti,åbne
1103,schließen::V,zatvoriti,lukke
1104,stellen::V,metnuti,stille
1105,stellen::V,postaviti,stille
1106,setzen::V,posaditi,sætte
1107,legen::V,polagati,lægge
1108,berühren::V,doticati,berøre
1109,berühren::V,dodirivati,berøre
1110,verbinden::V,spojiti,forbinde
1111,verbinden::V,zavezati,forbinde
1112,bedecken::V,pokriti,dække
1113,bedecken::V,pokriti,bedække
1114,aufhängen::V,objesiti,hænge
1115,aufhängen::V,objesiti,hænge op
1116,anzünden::V,upaliti,tænde
1117,anzünden::V,upaliti,antænde
1118,anzünden::V,zapaliti,tænde
1119,anzünden::V,zapaliti,antænde
1120,aufheben::V,podići,løfte
1121,aufheben::V,podići,tage op
1122,aufheben::V,podignuti,løfte
1123,aufheben::V,podignuti,tage op
1124,zurücklassen::V,ostaviti,lade tilbage
1125,zurücklassen::V,pustiti natrag,lade tilbage
1126,verlieren::V,izgubiti,miste
1127,fallen lassen::V,ispustiti,tabe
1128,fallen lassen::V,ispustiti,droppe
1129,machen::V,uraditi,gøre
1130,machen::V,načiniti,gøre
1131,machen::V,napraviti,gøre
1132,herstellen::V,proizvesti,fremstille
1133,bauen::V,graditi,bygge
1134,reparieren::V,popraviti,reparere
1135,verbessern::V,poboljšati,rette
1136,verbessern::V,poboljšati,forbedre
1137,ändern::V,promijeniti,ændre
1138,graben::V,kopati,grave
1139,graben::V,kopkati,grave
1140,beugen::V,saviti,bøje
1141,biegen::V,saviti,bøje
1142,biegen::V,sagnuti,bøje
1143,drehen::V,vrtjeti,dreje
1144,wenden::V,obrnuti,vende
1145,umdrehen::V,okrenuti,dreje om
1146,umdrehen::V,prevŕnuti,dreje om
1147,heben::V,dizati,hæve
1148,hochheben::V,dignuti,løfte
1149,ergreifen::V,uhvatiti,gribe fat i
1150,ergreifen::V,prihvatiti,gribe fat i
1151,halten::V,držati,holde
1152,drücken::V,pritiskivati,trykke
1153,schieben::V,gurati,skyde
1154,schieben::V,gurati,skubbe
1155,kratzen::V,česati,klø
1156,kratzen::V,česati,kradse
1157,kratzen::V,grepsti,klø
1158,kratzen::V,grepsti,kradse
1159,lecken::V,lizati,slikke
1160,beißen::V,ujesti,bide
1161,beißen::V,gristi,bide
1162,abreißen::V,otkinuti,rive af
1163,abschneiden::V,odrezati,skære af
1164,binden::V,vezati,binde
1165,stecken::V,turiti,stikke
1166,brechen::V,slomiti,brække
1167,klopfen::V,lupati,banke
1168,klopfen::V,kucati,banke
1169,hauen::V,tući,hugge
1170,hauen::V,udarati,hugge
1171,kleben::V,lijepiti,klistre
1172,reiben::V,trti,gnide
1173,streichen::V,namazati,smøre
1174,schleifen::V,brusiti,slibe
1175,schneiden::V,rezati,skære
1176,schneiden::V,rezati,klippe
1177,rütteln::V,drmati,ruske
1178,schütteln::V,tresti,ryste
1179,schwenken::V,mahati,svinge
1180,schütten::V,sipati,hælde
1181,schütten::V,lijevati,hælde
1182,füllen::V,napuniti,fylde
1183,einwickeln::V,umotati,pakke ind
1184,einwickeln::V,zamotati,pakke ind
1185,tragen::V,nositi,bære
1186,schleppen::V,tegliti,slæbe
1187,ziehen::V,vući,trække
1188,aufbewahren::V,čuvati,opbevare
1189,werfen::V,bacati,kaste
1190,fangen::V,loviti,fange
1191,fangen::V,hvatati,fange
1192,packen::V,ščepati,gribe
1193,packen::V,zgrabiti,gribe
1194,verstecken::V,sakriti,gemme
1195,teilen::V,podijeliti,dele
1196,schicken::V,slati,sende
1197,bringen::V,donijeti,bringe
1198,hinzufügen::V,dodati,tilføje
1199,hinzufügen::V,pridati,tilføje
1200,bekommen::V,dobiti,få
1201,erhalten::V,primiti,få
1202,nehmen::V,uzeti,tage
1203,wählen::V,izabrati,vælge
1204,auswählen::V,odabrati,udvælge
1205,bewahren::V,sačuvati,bevare
1206,behindern::V,smetati,hindre
1207,behindern::V,smetati,forhindre
1208,verderben::V,pokvariti,ødelægge
1209,beschädigen::V,oštetiti,beskadige
1210,zerbrechen::V,razbiti,brække itu
1211,zerbrechen::V,prelomiti,brække itu
1212,zerreißen::V,poderati,rive itu
1213,zerreißen::V,rastrgnuti,rive itu
1214,zerstören::V,razoriti,ødelægge
1215,zerstören::V,razrušiti,ødelægge
1216,verbrennen::V,spaliti,brænde
1217,verbrennen::V,sagorjeti,brænde
1218,geben::V,dati,give
1219,reichen::V,pružiti,række
1220,schenken::V,darivati,forære
1221,versprechen::V,obećati,love
1222,wünschen::V,željeti,ønske
1223,loben::V,hvaliti,rose
1224,küssen::V,ljubiti,kysse
1225,wiegen::V,njihati,vugge
1226,wiegen::V,ljuljati,vugge
1227,zudecken::V,pokriti,dække til
1228,wecken::V,probuditi,vække
1229,zeigen::V,pokazati,vise
1230,führen::V,voditi,føre
1231,lehren::V,učiti,lære
1232,unterrichten::V,poučiti,undervise
1233,aufziehen::V,uzgajati,opdrage
1234,leiten::V,upravljati,lede
1235,antreiben::V,natjeravati,skynde på
1236,lassen::V,dati,få til at
1237,einladen::V,pozvati,indbyde
1238,einladen::V,pozvati,invitere
1239,vereinigen::V,ujediniti,forene
1240,besuchen::V,posjetiti,besøge
1241,treffen::V,sresti,møde
1242,sich versammeln::V,okupiti se,forsamles
1243,spielen::V,igrati se,lege
1244,spielen::V,igrati se,spille
1245,singen::V,pjevati,synge
1246,tanzen::V,plesati,danse
1247,sich trennen::V,razići se,skilles
1248,verlassen::V,ostaviti,forlade
1249,verlassen::V,napustiti,forlade
1250,retten::V,spasiti,redde
1251,bewachen::V,čuvati,bevogte
1252,bewachen::V,stražariti,bevogte
1253,schützen::V,čuvati,skærme
1254,schützen::V,čuvati,beskytte
1255,verteidigen::V,obraniti,forsvare
1256,sich schlagen::V,biti se,slås
1257,sich schlagen::V,udariti se,slås
1258,schießen::V,pucati,skyde
1259,schießen::V,strijeljati,skyde
1260,siegen::V,pobijediti,sejre
1261,ärgern::V,ljutiti,ærgre
1262,schlagen::V,biti,slå
1263,schlagen::V,udariti,slå
1264,treten::V,šutnuti,sparke
1265,stechen::V,ubosti,stikke
1266,stoßen::V,gurnuti,støde
1267,stehlen::V,ukrasti,stjæle
1268,stören::V,smetati,forstyrre
1269,belästigen::V,smetati,genere
1270,belästigen::V,smetati,ulejlige
1271,belästigen::V,dosaditi,genere
1272,belästigen::V,dosaditi,ulejlige
1273,verbergen::V,skriti,skjule
1274,täuschen::V,obmanuti,villede
1275,betrügen::V,prevarati,bedrage
1276,töten::V,ubiti,dræbe
1277,wohnen::V,stanovati,bo
1278,arbeiten::V,raditi,arbejde
1279,sammeln::V,sabrati,samle
1280,pflücken::V,ubrati,plukke
1281,jagen::V,loviti,jage
1282,fischen::V,ribati,fiske
1283,fischen::V,loviti ribu,fiske
1284,fassen::V,uloviti,fange
1285,hüten::V,pasti,vogte
1286,treiben::V,goniti,drive
1287,anbinden::V,privezati,binde fast
1288,füttern::V,hraniti,fodre
1289,melken::V,musti,malke
1290,hacken::V,sjeckati,hakke
1291,gießen::V,politi,hælde
1292,reifen::V,sazreti,modne
1293,zubereiten::V,prigotoviti,tilberede
1294,kochen::V,kuhati,koge
1295,backen::V,peći,bage
1296,braten::V,peći,stege
1297,braten::V,pržiti,stege
1298,umrühren::V,promiješati,røre om
1299,stricken::V,plesti,strikke
1300,nähen::V,šiti,sy
1301,färben::V,obojiti,farve
1302,reinigen::V,očistiti,rense
1303,reinigen::V,očistiti,gøre ren
1304,reinigen::V,počistiti,rense
1305,reinigen::V,počistiti,gøre ren
1306,waschen::V,prati,vaske
1307,abwischen::V,otrti,tørre af
1308,spülen::V,isprati,skylle
1309,spülen::V,oplakati,skylle
1310,fegen::V,mesti,feje
1311,fegen::V,pomesti,feje
1312,kehren::V,mesti,feje
1313,baden::V,kupati se,bade
1314,sich waschen::V,umiti se,vaske sig
1315,sich waschen::V,prati se,vaske sig
1316,ausziehen::V,svući,tage af
1317,anziehen::V,obući,tage på
1318,sich anziehen::V,obući se,klæde sig på
1319,kämmen::V,češljati,rede
1320,kämmen::V,češljati,frisere
1321,schmücken::V,uresiti,pynte
1322,schmücken::V,uresiti,smykke
1323,schmücken::V,nakititi,pynte
1324,schmücken::V,nakititi,smykke
1325,sagen::V,reći,sige
1326,sagen::V,kazati,sige
1327,sprechen::V,govoriti,snakke
1328,reden::V,govoriti,tale
1329,reden::V,govoriti,snakke
1330,reden::V,besjediti,tale
1331,reden::V,besjediti,snakke
1332,sich unterhalten::V,razgovarati se,snakke sammen
1333,fragen::V,pitati,spørge
1334,bitten::V,moliti,bede
1335,erzählen::V,ispričati,berette
1336,erzählen::V,ispričati,fortælle
1337,erzählen::V,pripovjediti,berette
1338,erzählen::V,pripovjediti,fortælle
1339,mitteilen::V,saopćiti,meddele
1340,nennen::V,nazvati,nævne
1341,rufen::V,zvati,råbe
1342,rufen::V,dozvati,råbe
1343,prahlen::V,hvalisati se,prale
1344,übersetzen::V,prevesti,oversætte
1345,denken::V,misliti,tænke
1346,glauben::V,vjerovati,tro
1347,bemerken::V,zapaziti,bemærke
1348,bemerken::V,zapaziti,lægge mærke til
1349,bemerken::V,primijetiti,bemærke
1350,bemerken::V,primijetiti,lægge mærke til
1351,erkennen::V,prepoznati,genkende
1352,begreifen::V,pojmiti,begribe
1353,begreifen::V,shvatiti,begribe
1354,verstehen::V,razabrati,forstå
1355,lernen::V,učiti se,lære
1356,wissen::V,znati,vide
1357,sich erinnern an::V,sjetiti se,mindes
1358,sich erinnern an::V,sjetiti se,huske på
1359,vergessen::V,zaboraviti,glemme
1360,messen::V,mjeriti,måle
1361,zählen::V,brojiti,tælle
1362,rechnen::V,računati,regne
1363,lesen::V,čitati,læse
1364,malen::V,slikati,male
1365,zeichnen::V,crtati,tegne
1366,schreiben::V,pisati,skrive
1367,besitzen::V,imati,eje
1368,besitzen::V,imati,besidde
1369,besitzen::V,posjedovati,eje
1370,besitzen::V,posjedovati,besidde
1371,kaufen::V,kupiti,købe
1372,verkaufen::V,prodati,sælge
1373,verkaufen::V,raspačati,sælge
1374,bezahlen::V,platiti,betale
1375,zahlen::V,plaćati,betale
1376,beherrschen::V,vladati,beherske
1377,beherrschen::V,gospodariti,beherske
1378,ertragen::V,trpjeti,tåle
1379,ertragen::V,trpjeti,udholde
1380,ertragen::V,podnijeti,tåle
1381,ertragen::V,podnijeti,udholde
1382,Gehirn::N,,hjerne
