,Concept_ID,mdf,ps
193,Schwan::N,ло́ксти,قو
194,Fisch::N,кал,کب
195,Fisch::N,кал,ماهی
196,Barsch::N,о́кунь,
197,Hecht::N,щу́ка,
198,Schlange[Tier]::N,куй,مار
199,Wurm::N,сукс,چینجی
200,Spinne::N,унжа́,غڼه
201,Spinne::N,унжа́,تارکښ
202,Ameise::N,панжам,مېږی
203,Laus::N,си,سپږه
204,Mücke::N,ся́ське,ماشی
205,Fliege::N,кару,مچ
206,Schmetterling::N,ме́лав,پتنګ
207,Beere::N,и́мож,مېوۍ
208,Apfel::N,марь,مڼه
209,Pilz::N,панга,خرېړی
210,Zwiebel::N,шурьхкя́,پیاز
211,Saat::N,видьмот,تخم
212,Korn::N,сёра,تخم
213,Korn::N,сёра,دانه
214,Heu::N,тише,بوس
215,Heu::N,тише,پروړه
216,Schale::N,кедь,پوستکی
217,Grube::N,лотка,کنده
218,Falle::N,туфкс,دام
219,Falle::N,туфкс,لومه
220,Falle::N,кунда́ма,دام
221,Falle::N,кунда́ма,لومه
222,Schlinge::N,килькш,کړۍ
223,Spur::N,пильгоки́,نښه
224,Asche::N,кулу,آس
225,Asche::N,кулу,ایره
226,Dreck::N,ърда́з,ناپاکي
227,Eisen::N,кшни,اوسپنه
228,Gold::N,ока,سره زر
229,Gold::N,золота,سره زر
230,Silber::N,сия́,نقره
231,Silber::N,сия́,سپین زر
232,Kohle::N,седь,سکور
233,Kohle::N,седь,سکاره
234,Kohle::N,седьвальмя,سکور
235,Kohle::N,седьвальмя,سکاره
236,Glas::N,кля́нцек,ښيښه
237,Lehm::N,сёвонь,خټه
238,Sand::N,шува́р,شګه
239,Mensch::N,ломань,انسان
240,Mann::N,аля,سړی
241,Mann::N,аля,نارینه
242,Mann::N,цёраломань,سړی
243,Mann::N,цёраломань,نارینه
244,Frau::N,ава,ښځه
245,Kind::N,идь,بچی
246,Kind::N,идь,ماشوم
247,Kind::N,шаба,بچی
248,Kind::N,шаба,ماشوم
249,Junge::N,цёраня,هلک
250,Mädchen::N,стирня́,نجلۍ
251,Familie::N,тнал,کورنۍ
252,Familie::N,семья,کورنۍ
253,Großvater::N,атя,بابا
254,Großvater::N,щя́тя,بابا
255,Großmutter::N,баба,انا
256,Eltern::N,тя́дят-а́лят,مور او پلار
257,Vater::N,аля,پلار
258,Mutter::N,ава,مور
259,Mutter::N,тядя,مور
260,Sohn::N,цёра,زوی
261,Tochter::N,стирь,لور
262,Bruder::N,дуган,ورور
263,Bruder::N,пяльне,ورور
264,Schwester::N,ака,خور
265,Schwester::N,сазор,خور
266,Onkel::N,оця,تره
267,Onkel::N,оця,ماما
268,Onkel::N,патя,تره
269,Onkel::N,патя,ماما
270,Onkel::N,щеня́,تره
271,Onkel::N,щеня́,ماما
272,Tante::N,ака,خاله
273,Tante::N,щака,خاله
274,Ehemann::N,мирде,مېړه
275,Ehefrau::N,ърьвя́,مېرمن
276,Freude::N,ке́нярдема,خوشحالي
277,Gelächter::N,рахсема,خندا
278,Glück::N,паваз,بخت
279,Kummer::N,ризф,غم
280,Kummer::N,пичефкс,غم
281,Wunsch::N,мяль,هيله
282,Wunsch::N,мяль,غوښتنه
283,Wunsch::N,таколдома,هيله
284,Wunsch::N,таколдома,غوښتنه
285,Lust::N,таколдома,شوق
286,Lust::N,таколдома,مینه
287,Geist::N,вайме,روح
288,Gedanke::N,мяль,فکر
289,Gedächtnis::N,прявий,یاد
290,Gedächtnis::N,прявий,حافظه
291,Verstand::N,прявий,عقل
292,Verstand::N,прявий,شعور
293,Sinn::N,ён,معنی
294,Grund::N,туфта́л,علت
295,Grund::N,туфта́л,اساس
296,Wahrheit::N,ви́де,حقیقت
297,Wahrheit::N,видеши́,حقیقت
298,Gespräch::N,корхтама,مرکه
299,Gespräch::N,корхтама,خبرې اترې
300,Märchen::N,ёфкс,افسانه
301,Erzählung::N,азкс,قصه
302,Erzählung::N,азкс,کیسه
303,Nachricht::N,куля́,خبر
304,Neuigkeit::N,куля́,نوی خبر
305,Name::N,лем,نوم
306,Rätsel::N,со́дама ёфкс,کیسۍ
307,Rätsel::N,со́дама ёфкс,چیستان
308,Rede::N,вал,وینا
309,Rede::N,корхтама,وینا
310,Sprache::N,кяль,ژبه
311,Stimme::N,вайгяль,غږ
312,Stimme::N,вайгяль,اواز
313,Wort::N,вал,لغت
314,Wort::N,вал,کلمه
315,Zeichen::N,тя́ште,نښه
316,Zeichen::N,тя́ште,اشاره
317,Zeichen::N,тя́штькс,نښه
318,Zeichen::N,тя́штькс,اشاره
319,Ruf::N,тердема,ږغ
320,Ruf::N,тердема,بلنه
321,Lärm::N,гайф,غالمغال
322,Lärm::N,жалакодома,غالمغال
323,Laut::N,вайгяль,ږغ
324,Ton::N,вайгяль,اواز
325,Lied::N,мора,غزله
326,Lied::N,мора,سندره
327,Ruhe::N,сетьме,ارامي
328,Leute::N,ломатть,خلک
329,Volk::N,наро́д,ولس
330,Arbeit::N,тев,کار
331,Gast::N,и́нжи,مېلمه
332,Gast::N,ко́нак,مېلمه
333,Geschenk::N,казне,تحفه
334,Geschenk::N,казне,سوغات
335,Spiel::N,налхкома,لوبه
336,Spiel::N,налхксема,لوبه
337,Gesellschaft::N,кружок,ډله
338,Hilfe::N,лездома,کومک
339,Hilfe::N,лездома,مرسته
340,Freund::N,я́лга,ملګری
341,Kamerad::N,я́лга,انډيوال
342,Angelegenheit::N,тев,موضوع
343,Anzahl::N,лувкс,شمېر
344,Anzahl::N,лувкс,تعداد
345,Art::N,вид,ډول
346,Stück::N,пакш,ټوټه
347,Teil::N,часть,برخه
348,Teil::N,пялькс,برخه
349,Hälfte::N,пяле,نیم
350,Kreis::N,шаркс,دایره
351,Kreuz::N,крёз,صلیب
352,Linie::N,межа,خط
353,Linie::N,межа,لیکه
354,Linie::N,китькс,خط
355,Linie::N,китькс,لیکه
356,Strich::N,межа,کرښه
357,Abstand::N,ётка,فاصله
358,Entfernung::N,ётка,واټن
359,Gegend::N,ва́ста,سیمه
360,Gegend::N,ва́ста,منطقه
361,Gegend::N,перьфпя́ль,سیمه
362,Gegend::N,перьфпя́ль,منطقه
363,Platz::N,ва́ста,ځای
364,Ort::N,ва́ста,ځای
365,Seite::N,пяле,مخ
366,Seite::N,пяле,اړخ
367,Mitte::N,кучка́,وسط
368,Mitte::N,кучка́,مینځ
369,Gegenstand::N,веща,شی
370,Sache::N,тев,شی
371,Sache::N,тев,څيز
372,Sache::N,веща,شی
373,Sache::N,веща,څيز
374,Rand::N,пе,څنډه
375,Rand::N,пе,کناره
376,Kante::N,и́рдез,اړخ
377,Ecke::N,ужа,ګوټ
378,Spitze::N,пря,څوکه
379,Ende::N,пе,څوکه
380,Loch::N,варя,سوری
381,Winkel::N,ужа,کنج
382,Winkel::N,ужа,کوتی
383,Muster::N,сёрма,نمونه
384,Größe::N,серь,قد
385,Größe::N,серь,لويوالی
386,Länge::N,кува́лма,طول
387,Länge::N,кува́лма,اوږد والی
388,Höhe::N,серь,جګوالی
389,Gewicht::N,сталма,وزن
390,Menge::N,лувкс,اندازه
391,Haufen::N,мар,کوټه
392,Reihe::N,ряд,صف
393,Reihe::N,ряд,کتار
394,Boot::N,венеж,قايق
395,Ruder::N,миле,چپه
396,Schlitten::N,ну́рда,ښویېدونی
397,Ski::N,сокс,سکي
398,Lagerfeuer::N,то́лмар,اور
399,Last::N,канкс,بار
400,Last::N,канкс,پېټی
401,Last::N,сталма,بار
402,Last::N,сталма,پېټی
403,Gang::N,молема,تګ
404,Schritt::N,аськолкс,ګام
405,Norden::N,якшама шире,شمال
406,Süden::N,ля́мбе ши́ре,سوېل
407,Westen::N,ши валгома шире,لوېدېځ
408,Osten::N,шинь стяма шире,شرق
409,Osten::N,шинь стяма шире,ختیځ
410,Holz::N,вирь,لرګی
411,Holz::N,шуфта,لرګی
412,Brett::N,лавця,تخته
413,Platte::N,плита́,تخته
414,Stütze::N,неже,تکیوان
415,Stange::N,олга,ډاګه
416,Stock::N,байдек,لرګی
417,Stab::N,олгоня,چيخله
418,Rohr::N,турама,نل
419,Haus::N,куд,کور
420,Heim::N,куд,کور
421,Ofen::N,пянакуд,تودنۍ
422,Fußboden::N,кия́кс,غولی
423,Tisch::N,шра,مېز
424,Tisch::N,моркш,مېز
425,Stuhl::N,стул,چوکۍ
426,Wiege::N,нюря́м,زانګو
427,Bett::N,ацам,کټ
428,Bett::N,ацам,چپرکټ
429,Regal::N,лавцяланга,تاخچۍ
430,Kiste::N,парга,صندوق
431,Fenster::N,валмья,کړکۍ
432,Tür::N,кенкш,دروازه
433,Tor::N,ортат,دروازه
434,Zaun::N,перяфкс,کټاره
435,Dach::N,кудпря,بام
436,Leiter::N,куцема,زينه
437,Besen::N,тяльме,جارو
438,Spaten::N,ка́йме,یوم
439,Schaufel::N,ко́поня,بېلچه
440,Schaufel::N,ця́рдом,بېلچه
441,Gabel::N,ця́нгоня,پنجه
442,Löffel::N,куцю,کاشوغه
443,Messer::N,пеель,چاقو
444,Nagel::N,эска,ميخ
445,Haken::N,кя́чказ,څنګک
446,Griff::N,недь,لاستی
447,Griff::N,кунда́мка,لاستی
448,Schloss::N,замо́к,کلپ
449,Bild::N,карти́на,رسم
450,Figur::N,ронга-понда,قدوقامت
451,Puppe::N,ня́ка,ګوډۍ
452,Beutel::N,кяскав,کڅوړه
453,Bündel::N,кярьме,دسته
454,Tasche::N,кошяльня,بکس
455,Tasche::N,кошяльня,توبره
456,Eimer::N,ве́дарка,سطل
457,Deckel::N,тавадкс,سرپوښ
458,Deckel::N,вельхкс,سرپوښ
459,Geschirr::N,кядьге,لوښی
460,Sack::N,кяскав,جوال
461,Tasse::N,ша́ваня,پیاله
462,Topf::N,кавозь,دېګی
463,Kessel::N,сргавозь,دېګ
464,Essen::N,ярхцама,خوراک
465,Nahrung::N,ярхцампяль,خوراک
466,Speise::N,ярхцама,خواړه
467,Fleisch::N,пал,غوښه
468,Fleisch::N,сиволь,غوښه
469,Getreide::N,сёра,غله
470,Brei::N,ям,اوګره
471,Brot::N,кши,ډوډۍ
472,Scheibe::N,кочам,مړۍ
473,Fett::N,куя́,غوړي
474,Butter::N,вай,کوچ
475,Öl::N,вай,تېل
476,Salz::N,сал,مالګه
477,Suppe::N,шонгарям,شوربا
478,Suppe::N,коршампяль,شوربا
479,Honig::N,медь,شات
480,Milch::N,лофца,شوده
481,Tee::N,чай,چای
482,Leder::N,кедь,څرمن
483,Wolle::N,пона,پشم
484,Stoff::N,котф,ټوټه
485,Nadel::N,салмокс,ستن
486,Faden::N,сюре,تار
487,Knopf::N,пуня,تڼۍ
488,Knopf::N,пуня,تکمه
489,Knoten::N,сюлма,غوټه
490,Farbe::N,архтомбяль,رنګ
491,Kleidung::N,щам,کالي
492,Hemd::N,па́нар,کميس
493,Kragen::N,сиве,غاړه
494,Ärmel::N,ожа,لستوڼی
495,Hose::N,понкст,پطلون
496,Gürtel::N,каркс,کمربند
497,Mütze::N,вазь,خولۍ
498,Schuh::N,башма́к,بوټ
499,Stiefel::N,кя́ме,موزه
500,Ring::N,суркс,ګوته
501,Band::N,керькс,فيته
502,Band::N,лента,فيته
503,Kamm::N,сюрьхцем,ګمنځ
504,Spiegel::N,ванома,ایینه
505,Spiegel::N,ванома,هنداره
506,Riemen::N,шнань каркс,تسمه
507,Schnur::N,пикс,مزی
508,Schnur::N,карькскя,مزی
509,Leine::N,вядьме,رسۍ
510,Decke::N,вельхкс,بړستن
511,Kissen::N,тоду,بالښت
512,Tuch::N,руця́,ټیکری
513,Handtuch::N,на́рдама,دسمال
514,Kraft::N,вий,زور
515,Kraft::N,вий,توان
516,Stärke::N,вииши,قوت
517,Gesundheit::N,шумбраши́,صحت
518,Gesundheit::N,шумбраши́,روغتیا
519,Krankheit::N,урма́,مرض
520,Krankheit::N,урма́,ناروغي
521,Krankheit::N,сярядема,مرض
522,Krankheit::N,сярядема,ناروغي
523,Schmerz::N,маряма,درد
524,Wunde::N,керф,ټپ
525,Wunde::N,керф,زخم
526,Fieber::N,маштыкс,تبه
527,Arznei::N,надо́бья,دوا
528,Arznei::N,надо́бья,دارو
529,Arznei::N,пъчка́фтома,دوا
530,Arznei::N,пъчка́фтома,دارو
531,Brücke::N,седь,پول
532,Brunnen::N,эши,څاه
533,Brunnen::N,эши,کوهی
534,Weide::N,ванома васта,وله
535,Pfad::N,ян,تړه
536,Pfad::N,киня́,تړه
537,Weg::N,ки,لیار
538,Straße::N,ки,سړک
539,Dorf::N,веле,کلی
540,Stadt::N,ош,ښار
541,Brief::N,сёрма,لیک
542,Brief::N,сёрма,مکتوب
543,Buch::N,книга,کتاب
544,Buchstabe::N,бу́ква,حرف
545,Buchstabe::N,бу́ква,توری
546,Zeitung::N,газе́та,اخبار
547,Leben::N,эряф,ژوند
548,Leben::N,эряма,ژوند
549,Tod::N,кулома́,مرګ
550,Tod::N,кулома́,مړینه
551,Grab::N,калма,قبر
552,Grab::N,калма,ډورۍ
553,Kirche::N,це́рькав,کلیسا
554,Sünde::N,пежеть,ګناه
555,Sünde::N,муворкс,ګناه
556,Gott::N,шкай,خدای
557,Arbeiter::N,трудендай,کاریګر
558,Arbeiter::N,работник,کاریګر
559,Chef::N,азор,آمر
560,Chef::N,оцюня,آمر
561,Meister::N,мастяр,استاد
562,Arzt::N,врач,طبیب
563,Arzt::N,врач,ډاکټر
564,Arzt::N,доктор,طبیب
565,Arzt::N,доктор,ډاکټر
566,Lehrer::N,учи́тель,معلم
567,Lehrer::N,учи́тель,ښوونکی
568,Geld::N,ярмакт,پیسې
569,Geschäft::N,ладяфкс,سوداګري
570,Geschäft::N,ладяф тев,سوداګري
571,Laden::N,ла́вка,دکان
572,Laden::N,ла́вка,مغازه
573,Preis::N,питне,بیه
574,Ware::N,миф,مال
575,Ware::N,ра́маф,مال
576,Nutzen::N,пара,ګټه
577,Nutzen::N,лезкс,ګټه
578,Reichtum::N,ко́зяши,شتمني
579,Welt::N,свет,نړۍ
580,Welt::N,свет,دنیا
581,Land::N,мастор,هېواد
582,Staat::N,государства,دولت
583,König::N,король,باچا
584,König::N,король,پادشاه
585,Macht::N,азорондама,قدرت
586,Macht::N,азорксши,قدرت
587,Grenze::N,ёткаян,حد
588,Grenze::N,ёткаян,سرحد
589,Krieg::N,война́,جګړه
590,Feind::N,душман,دښمن
591,Feind::N,каршек тюри,دښمن
592,Gewalt::N,наругама,زور
593,Gewalt::N,наругама,تشدد
594,Kampf::N,тюрема́,جنګ
595,Kampf::N,тюрема́,مبارزه
596,Bogen[Waffe]::N,нал,لیندۍ
597,Pfeil::N,нал,غشی
598,Gewehr::N,винто́вка,ټوپک
599,Fehler::N,эльбядькс,خطا
600,Fehler::N,эльбядькс,غلطي
601,Lüge::N,васькафнема,دروغ
602,Schaden::N,зия́н,زیان
603,Schaden::N,зия́н,تاوان
604,Unglück::N,зия́н,بدبختي
605,Schuld::N,муворши,ګناه
606,Alter::N,эряф кизот,منګ
607,Alter::N,эряфонь пинге,منګ
608,Schluss::N,пе,اخر
609,Zeit::N,пинге,وخت
610,Tag::N,ши,ورځ
611,Morgen::N,шобдава,سبا
612,Morgen::N,шобдава,سهار
613,Mittag::N,шикучка,غرمه
614,Abend::N,иля́дь,ماښام
615,Nacht::N,ве,شپه
616,Woche::N,недя́ля,اونۍ
617,Monat::N,ков,مياشت
618,Jahr::N,киза,کال
619,Frühling::N,тунда́,پسرلی
620,Sommer::N,киза,دوبی
621,Herbst::N,сёксе,منی
622,Herbst::N,сёксе,خزان
623,Winter::N,тяла,ژمی
624,Januar::N,кельмеков,جنوري
625,Februar::N,уфайков,فبروري
626,März::N,марайков,مارچ
627,April::N,шудиков,اپریل
628,Mai::N,панжиков,مې
629,Juni::N,лямбеков,جون
630,Juli::N,псиков,جولای
631,August::N,сёроньков,اګست
632,September::N,тюжягов,سپټامبر
633,Oktober::N,кельмазаков,اکتوبر
634,November::N,эйндамков,نومبر
635,Dezember::N,кучкаков,دسمبر
636,Montag::N,одговши,دوشنبه
637,Dienstag::N,ша́вши,سه شنبه
638,Mittwoch::N,вержи,چارشنبه
639,Donnerstag::N,шува́ланя,پنجشنبه
640,Freitag::N,пя́денця,جمعه
641,Samstag::N,ёткши,خالي
642,Sonntag::N,таргоши,یکشنبه
643,groß::A,оцю,لوی
644,klein::A,ёмла,وړوکی
645,lang::A,кува́ка,اوړد
646,kurz::A,нюрьхкя́ня,لنډ
647,breit::A,кели,پراخه
648,schmal::A,тяйня,تنګ
649,dicht::A,сиде,ګڼ
650,dicht::A,туста,ګڼ
651,dick[Gegenstand]::A,эчке,پنډ
652,dünn::A,шува́ня,نری
653,fein::A,шува́ня,نازک
654,fest::A,кеме,کلک
655,fest::A,кеме,ټینګ
656,flach::A,лапш,هوار
657,glatt::A,вадяв,ښوی
658,glatt::A,такор,ښوی
659,hart::A,калгода,کلک
660,weich::A,ляпе,نرم
661,weich::A,ляпе,پوست
662,rund::A,кру́глай,ګرد
663,spitz::A,ботаз,تېره
664,spitz::A,оржа,تېره
665,scharf::A,оржа,تېز
666,scharf::A,оржа,تېره
667,stumpf::A,ношка,پڅ
668,schwer::A,стака,دروند
669,schön::A,мазы,ښکلی
670,heiß::A,пси,تود
671,warm::A,лямбе,تود
672,kalt::A,кельме,ېخ
673,kalt::A,кельме,سوړ
674,kühl::A,эше,ېخ
675,kühl::A,эше,سوړ
676,frisch::A,свежай,تازه
677,feucht::A,летьке,مرطوب
678,nass::A,начка,لوند
679,trocken::A,коське,وچ
680,voll::A,пяшксе,ډک
681,leer::A,шава,خالی
682,offen::A,панжада,خلاص
683,offen::A,панжада,پرانیستی
684,offen::A,виде,خلاص
685,offen::A,виде,پرانیستی
686,geschlossen::A,пякстаф,تړلی
687,geschlossen::A,сёлгф,تړلی
688,sauber::A,ару,پاک
689,schmutzig::A,рда́зу,چټل
690,schmutzig::A,пя́ндра,چټل
691,roh::A,верок,خام
692,reif::A,ке́нерьф,پوخ
693,reif::A,ке́нерьф,رسېدلی
694,lecker::A,танцти,خوندور
695,lecker::A,танцти,مزه دار
696,süß::A,ламбама,خوږ
697,süß::A,ламбама,شیرین
698,bitter::A,сяпи,تریخ
699,sauer::A,шапама,ټاک
700,sauer::A,шапама,تريو
701,hell::A,валда,روڼ
702,hell::A,валда,روښان
703,dunkel::A,шобда,تیاره
704,schwarz::A,равжа,تور
705,weiß::A,акша,سپين
706,rot::A,якстерь,سور
707,gelb::A,тюжя́,زېړ
708,blau::A,сенем,شین
709,blau::A,сенем,اسماني رنګه
710,grün::A,пиже,زرغون
711,grün::A,сянгяря,زرغون
712,grau::A,уле,خړ
713,bunt::A,сёрмав,رنګارنګ
714,billig::A,у́цез,ارزان
715,billig::A,аф пи́тни,ارزان
716,teuer::A,пи́тни,ګران
717,wertvoll::A,питни,قیمتي
718,blind::A,сокор,ړوند
719,taub::A,пярав,کوڼ
720,kräftig::A,пяк вии,قوی
721,stark::A,вии,قوی
722,stark::A,вии,تکړه
723,schwach::A,лафча,ضعیف
724,schwach::A,лафча,کمزوری
725,fett::A,куя́,چاغ
726,schlank::A,виде ронга,خوش اندام
727,hübsch::A,мазы,ښکلی
728,hübsch::A,мазы,ښایسته
729,böse::A,кяжи,شریر
730,böse::A,кяжи,قهرناک
731,dumm::A,аф ёню,احمق
732,dumm::A,шава пря,احمق
733,faul::A,нола,لټ
734,faul::A,нола,تنبل
735,fleißig::A,ку́лхцонды,زحمت کښ
736,geizig::A,кирьжя,بخیل
737,geizig::A,жаднай,بخیل
738,klug::A,ёню,عاقل
739,klug::A,ёню,هوښیار
740,klug::A,пря́ви,عاقل
741,klug::A,пря́ви,هوښیار
742,geschickt::A,маштозь тиф,ماهر
743,lieb::A,цебярь,عزیز
744,lieb::A,цебярь,محبوب
745,lustig::A,ра́хси,خوشحال
746,sanft::A,сетьме,پوست
747,sanft::A,сетьме,ملایم
748,hungrig::A,вача,وږی
749,hungrig::A,вачеда,وږی
750,krank::A,сяряди,مريض
751,krank::A,сяряди,ناروغ
752,nackt::A,штада,لوڅ
753,nackt::A,кърхтапа,لوڅ
754,traurig::A,ла́жнай,غمجن
755,lebendig::A,эряй,ژوندی
756,gut::A,пара,ښه
757,gut::A,цебярь,ښه
758,schlecht::A,кальдяв,بد
759,schlecht::A,кальдяв,خراب
760,richtig::A,виде,سم
761,richtig::A,виде,صحیح
762,schlimm::A,кальдяв,بد
763,schlimm::A,кальдяв,مخوف
764,wahr::A,афкуксонь,واقعي
765,alt::A,ташта,زوړ
766,neu::A,од,نوی
767,ehemalig::A,и́нгольдень,پخوانی
768,alt[Lebewesen]::A,сире,زوړ
769,jung::A,од,ځوان
770,arm::A,а́шу,غریب
771,arm::A,а́шу,بې وزله
772,reich::A,козя,شتمن
773,reich::A,козя,دولتمند
774,bekannt::A,содаф,اشنا
