,Concept_ID,ku,ba
766,was::FPRN,çi,ни
767,was::FPRN,çi,нәмә
768,wer::FPRN,ki,ҡем
769,wo::FADV,li ku dere,ҡайҙа
770,wohin::FADV,li ku dere,ҡайҙа
771,wie::FADV,çawa,инидәй
772,warum::FADV,çima,ин өсөн
773,wieviel::FNUM,çend,күпме
774,eins::NUM,yek,бер
775,zwei::NUM,didu,ике
776,zwei::NUM,didu,икәү
777,drei::NUM,sisê,өс
778,vier::NUM,çar,дүрт
779,fünf::NUM,penç,биш
780,sechs::NUM,şeş,алты
781,sieben::NUM,heft,ете
782,acht::NUM,heşt,һигеҙ
783,neun::NUM,neh,туғыҙ
784,zehn::NUM,deh,ун
785,elf::NUM,yazdeh,ун бер
786,zwölf::NUM,diwazdeh,ун ике
787,zwanzig::NUM,bîst,егерме
788,dreißig::NUM,sih,утыҙ
789,vierzig::NUM,çil,ҡырҡ
790,fünfzig::NUM,pençi,илле
791,sechzig::NUM,şêst,алтмыш
792,siebzig::NUM,heftê,етмеш
793,achtzig::NUM,heştê,һикһән
794,neunzig::NUM,nod,туҡһан
795,hundert::NUM,sêd,йөҙ
796,tausend::NUM,hezar,мең
797,und::CNJ,û,да
798,oder::CNJ,an,йәки
799,oder::CNJ,yan,йәки
800,stehen::V,sekinîn,тороу
801,sitzen::V,rûniştin,ултырыу
802,liegen::V,paldan,ятыу
803,hängen::V,darve kirin,аҫылынып тороу
804,werden::V,bûn,булыу
805,passieren::V,hatin holê,булыу
806,passieren::V,hatin serê kesî,булыу
807,beginnen::V,li dest pêkirin,башлау
808,enden::V,xalas bû,бөтөү
809,enden::V,xalas bû,тамамланыү
810,wechseln::V,guherandin,үҙгәреү
811,wechseln::V,dêgiş kirin,үҙгәреү
812,aufgehen[Sonne]::V,hilatin,ҡалҡыу
813,untergehen[Sonne]::V,çun ava,байыу
814,scheinen[Sonne]::V,şewk de,яҡтыртып тороу
815,donnern::V,gire-gir,күкрәү
816,wehen::V,ba le de,иҫеү
817,strömen::V,xwe girtin,ташыу
818,fließen::V,herikîn,ағыу
819,sich drehen::V,xwe zivirandin,әйләнеү
820,schwanken::V,hejandin,тирбәлеү
821,schwingen::V,libakirin,бәүетеү
822,fallen::V,ketin,йығылыу
823,brennen::V,şewitîn,яныу
824,rauchen::V,kişandin,төтәү
825,regnen::V,bahran tê,ямғыр яуа
826,gefrieren::V,qefilandin,туңыү
827,tauen::V,helandin,иреү
828,schmelzen::V,helandin,иреү
829,trocknen::V,zuwabûn,кибеү
830,sieden::V,kelîn,ҡайнау
831,faulen::V,xerabûn,сереу
832,verfaulen::V,xerabûn,сереу
833,reißen::V,jêkirin,өҙөү
834,reißen::V,jêkirin,йыртылыу
835,versinken::V,xerq bûn,батыу
836,vergehen::V,derbas bûn,үтеү
837,erscheinen::V,peyda bûn,килеп сығыу
838,verschwinden::V,wendabûn,юғалыу
839,sinken::V,noq bûn,түбәнәйеү
840,abnehmen::V,kêm bûn,кәметеү
841,zunehmen::V,qelew bûn,артыу
842,steigen::V,hildan,күтәрелеү
843,wachsen::V,mezin bûn,үҫеү
844,glänzen::V,biriqîn,ялтырау
845,funkeln::V,çikisîn,баҙлау
846,lärmen::V,guşîn,шаулау
847,läuten::V,lê de,ҡағыу
848,klingeln::V,sîl dan,ҡағыу
849,klingeln::V,sîl dan,шылтыратыу
850,klingeln::V,ringerin,ҡағыу
851,klingeln::V,ringerin,шылтыратыу
852,klirren::V,zingzing hat,шылтыратыу
853,brausen::V,guşîn,ҡотороноу
854,rauschen::V,guşîn,шыптырлау
855,klingen::V,deng pe ketin,яңғырау
856,bellen::V,kewtîn,өрөү
857,heulen::V,ûrîn,олоу
858,blasen::V,puf kirin,өрөү
859,pfeifen::V,fîkandin,һызғырып ебәреү
860,schreien::V,qîrîn,ҡысҡырыу
861,stöhnen::V,nalîn,уңғырашыу
862,zittern::V,hejîn,ҡалтырау
863,leben::V,jihîn,йәшәү
864,geboren werden::V,hatin dinyê,тыуыу
865,geboren werden::V,bûn,тыуыу
866,atmen::V,hilmijîn,тын алыү
867,trinken::V,vexwarin,эсеү
868,essen::V,xwarin,ашау
869,schlucken::V,daqulbandin,йотоу
870,müde werden::V,betilîln,арыу
871,müde werden::V,qerimîn,арыу
872,einschlafen::V,razan,йоҡлап китеү
873,schlafen::V,razan,йоҡлау
874,schlafen::V,razandin,йоҡлау
875,aufwachen::V,şiyarbûn,уяныу
876,aufstehen::V,rabûn,тороу
877,sich erholen::V,baş bûn,ял итеү
878,krank werden::V,nexweş kêt,сирләү
879,krank sein::V,nexweş bû,сирләү
880,schmerzen::V,êşandin,ауыртыу
881,husten::V,kuxin,йүтәлләү
882,genesen::V,baş bûn,һауығыу
883,sterben::V,mirin,үлеү
884,umkommen::V,mirin,һәләк булыу
885,sich bewegen::V,leqîn,хәрәкәт итеү
886,sich rühren::V,leqîn,ҡуҙғалыу
887,sich erheben::V,rabûn,тороу
888,sich setzen::V,runiştin,ултырыу
889,hinfallen::V,kêtin,ҡолау
890,laufen::V,meşîn,йөрөү
891,schreiten::V,meşkirin,атлау
892,spazierengehen::V,gerandin,ял итеп йороү
893,eilen::V,lezandin,ашығыу
894,eilen::V,lezandin,ҡабаланыу
895,sich beeilen::V,zûkirin,ашығыу
896,sich beeilen::V,zûkirin,ҡабаланыу
897,sausen::V,fîzîn,елеү
898,rennen::V,baz dan,йүгеп йөрөү
899,springen::V,hilpekîn,һикереү
900,klettern::V,hilperikîn,үрмәләү
901,klettern::V,hilperikîn,үрмәләп менеү
902,schaukeln::V,lorandin,сайҡалыу
903,kriechen::V,xuşandin,шыуышыу
904,schwimmen::V,avjenîn,йоҙөү
905,tauchen::V,qutxuyardin,сумыу
906,tauchen::V,noqîn,сумыу
907,rudern::V,qaîq ajotin,ишеү
908,fahren::V,ajotin,йөрөү
909,fliegen::V,firîn,осоу
910,gehen::V,çûn,барыу
911,weggehen::V,çûn,китеү
912,abfahren::V,çûyin,сығыу
913,anhalten::V,rawestîn,тукталыу
914,hineingehen::V,ketin hundir,инеү
915,eintreten::V,têketin,инеү
916,kommen::V,hatin,килеү
917,ankommen::V,gihan,килеү
918,ankommen::V,gihîştin,килеү
919,zurückkommen::V,vegerandin,ҡайтыу
920,bleiben::V,sekinîn,ҡалыу
921,warten::V,payîn,көтөп тороу
922,erwarten::V,payîn,көтөү
923,suchen::V,lêgerîn,эҙләү
924,finden::V,peyda kirin,табыу
925,versuchen::V,çeribandin,тырышып ҡарау
926,vorbereiten::V,amade kirin,әҙерләү
927,lieben::V,hez kirin,яратыу
928,mögen::V,dil kirin,һөйөү
929,mögen::V,dil kirin,яратыу
930,lachen::V,kenîn,көлөү
931,rühren::V,hêjan,ҡағылыу
932,weinen::V,girîn,илау
933,schimpfen::V,pevçûn,һүгенеү
934,schimpfen::V,pevçûn,тиргәнеү
935,schimpfen::V,pevçûn,һуҡраныу
936,sich ärgern::V,enirîn,асыуланыу
937,sich fürchten::V,tirsîn,ҡурҡыу
938,fürchten::V,tirsin,ҡурҡыу
939,fliehen::V,bazdan,ҡасыу
940,flüchten::V,revîn,ҡасыу
941,sehen::V,dîtin,күреү
942,anschauen::V,sêr kirin,ҡарау
943,ansehen::V,hesibandin,ҡарау
944,ansehen::V,hesibandin,тикшереү
945,hören::V,guhdar jirin,ишетеү
946,zuhören::V,guhdarî kirin,тыңлау
947,probieren::V,tehm kirin,татыу
948,riechen::V,bihn kirin,еҫкәү
949,fühlen::V,hîs kirin,тойоу
950,scheinen::V,xoyer kir,кеүек күренеү
951,scheinen::V,xoyer kir,тойолоу
952,zu sehen sein::V,diyar bûn,күренеү
953,vernehmen::V,bihîstin,ишетеү
954,frieren::V,qerişîn,туңыү
955,tun::V,kirin,яһау
956,tun::V,kirin,әшләү
957,können::V,karin,алыу
958,können::V,karin,мөмкин булыу
959,wollen::V,xwestîn,теләү
960,anfangen::V,dest pêkirin,башлау
961,beenden::V,xelas kirin,бөтөрөү
962,beenden::V,xelas kirin,тамамлау
963,aufhören::V,xelas kirin,туктау
964,gelingen::V,çe bûn,уңышлы булыу
965,geraten::V,qewîmîn,булып сығыу
966,öffnen::V,vekirin,асыу
967,schließen::V,girtin,йомоу
968,stellen::V,danîn,ҡуйыу
969,setzen::V,rûniştin,урынлаштырыу
970,legen::V,danîn,һалыу
971,legen::V,razandin,һалыу
972,berühren::V,lêketin,тейеү
973,berühren::V,lêketin,ҡағылыу
974,verbinden::V,anîn pê,ҡушыу
975,verbinden::V,anîn pê,бәйләү
976,bedecken::V,sergirtin,ҡаплау
977,aufhängen::V,aliqandin,элеү
978,anzünden::V,pêxistin,тоҡандырыу
979,aufheben::V,hildan,мендереү
980,zurücklassen::V,hiştin,ҡалдырыу
981,zurücklassen::V,vehiştin,ҡалдырыу
982,verlieren::V,wendakirin,юғалтыу
983,fallen lassen::V,xistin bixe,төшөрөп ебәреү
984,fallen lassen::V,xistin,төшөрөп ебәреү
985,machen::V,kirin,яһау
986,machen::V,kirin,эшләү
987,machen::V,çêkirin,яһау
988,machen::V,çêkirin,эшләү
989,herstellen::V,çê kirin,эшләп сығарыу
990,herstellen::V,peyda kirin,эшләп сығарыу
991,bauen::V,lêkirin,төҙөү
992,reparieren::V,veherînerîn,төҙәтеү
993,verbessern::V,sererastkirin,яҡшыртыу
994,ändern::V,degiş kirin,үҙгәртеү
995,graben::V,kolandin,ҡаҙыу
996,beugen::V,tewîn,бөгөү
997,beugen::V,xwar kirin,бөгөү
998,biegen::V,tewandin,бөгөү
999,biegen::V,xwarkirin,бөгөү
1000,drehen::V,fitilandin,өйрөлтөү
1001,drehen::V,fitilandin,әйләндереү
1002,wenden::V,zivîrin,әйләндереү
1003,umdrehen::V,vegerandin,түңкәреү
1004,heben::V,hildan,күтәреү
1005,heben::V,hildan,мендереү
1006,hochheben::V,hildan,күтәреү
1007,ergreifen::V,dest avêtin,тотоп алыу
1008,halten::V,hîştin,тотоу
1009,halten::V,sekinîn,тотоу
1010,drücken::V,pêl kirin,ҡыҫыу
1011,schieben::V,damdan,этеү
1012,schieben::V,damdan,төртөү
1013,kratzen::V,xurandin,ҡырыу
1014,lecken::V,alastin,ялау
1015,beißen::V,gez kirin,тешләү
1016,abreißen::V,hilşandin,өҙөү
1017,abschneiden::V,jêkirin,ҡырҡыу
1018,binden::V,girêdan,бәйләү
1019,stecken::V,têxistin,ҡаҙау
1020,brechen::V,şikandin,боҙоу
1021,klopfen::V,kutandin,шаҡылдау
1022,hauen::V,li dan,туҡмау
1023,kleben::V,zeliqîn,йәбештереү
1024,kleben::V,şirêz kirin,йәбештереү
1025,reiben::V,firikandin,ыуыу
1026,reiben::V,firikandin,ышҡыу
1027,streichen::V,bax dan,яғыу
1028,schleifen::V,çarkirin,үткерләү
1029,schneiden::V,jêkirin,ҡырҡыу
1030,rütteln::V,hejandin,һелкетеү
1031,schütteln::V,daweşîn,һелкетеү
1032,schwenken::V,têwdan,болғау
1033,schütten::V,rijandin,ҡойоу
1034,füllen::V,dagirtin,тултырыу
1035,einwickeln::V,pêçandin,төрөү
1036,tragen::V,kişandin,алып барыу
1037,tragen::V,rajtin,алып барыу
1038,schleppen::V,kişandin,һөйрәү
1039,ziehen::V,kişandin,тартыу
1040,aufbewahren::V,hilandin,һаҡлау
1041,werfen::V,avêtin,ырғытыу
1042,fangen::V,sem kirin,тотоу
1043,fangen::V,girtin,тотоу
1044,packen::V,pê girtin,етеү
1045,packen::V,pê girtin,тотоп алыу
1046,verstecken::V,hîlanin,йәшереү
1047,teilen::V,parvekirin,бүлеү
1048,schicken::V,şandin,ебәреү
1049,bringen::V,anîn,килтереү
1050,bringen::V,birin,килтереү
1051,hinzufügen::V,dan ser,өтәү
1052,hinzufügen::V,li tiştekî zêde kirin,өтәү
1053,bekommen::V,standin,алыу
1054,erhalten::V,standin,алыу
1055,nehmen::V,girtin,алыу
1056,wählen::V,ray dan,һайлаү
1057,auswählen::V,bijartin,һайлап алыу
1058,bewahren::V,rê li ber girtin,һаҡлау
1059,bewahren::V,lê xwedî derketin,һаҡлау
1060,behindern::V,bara wi,тотҡарлыҡ яһау
1061,verderben::V,heram bûn,боҙоу
1062,beschädigen::V,xerab kirin,боҙоу
1063,zerbrechen::V,şikênandin,ҡыйратыу
1064,zerbrechen::V,perçe kirin,ҡыйратыу
1065,zerreißen::V,qelişandin,йыртыу
1066,zerstören::V,hilşandin,емереү
1067,verbrennen::V,şewitandin,үртәү
1068,geben::V,dan,биреү
1069,geben::V,dayin,биреү
1070,reichen::V,besbûn,биреү
1071,reichen::V,têrkirin,биреү
1072,schenken::V,diyarî kirin,бүләк итеү
1073,versprechen::V,soz dan,вәғәҙә биреү
1074,wünschen::V,dil kirin,теләу
1075,loben::V,pesinandin,маҡтау
1076,küssen::V,maçkirin,үбеү
1077,wiegen::V,lorandin,бәүетеү
1078,wiegen::V,lorandin,тирбәтеү
1079,wiegen::V,wezinandin,бәүетеү
1080,wiegen::V,wezinandin,тирбәтеү
1081,zudecken::V,nixumandin,ҡаплау
1082,wecken::V,bixwe hesandin,уятыу
1083,zeigen::V,şanîdan,күрһәтеү
1084,führen::V,raber kirin,етәкләү
1085,lehren::V,hîn kirin,уҡытыу
1086,lehren::V,hîn kirin,өйрәтеү
1087,unterrichten::V,ders dan,уҡытыу
1088,aufziehen::V,mesinkirin,тәрбиәле
1089,leiten::V,rêberî kirin,етәкләү
1090,leiten::V,rêberî kirin,етәкселек итеү
1091,antreiben::V,bezandin,ашыҡтырыу
1092,lassen::V,berdan,мәжбүр итеү
1093,lassen::V,hiştin,мәжбүр итеү
1094,einladen::V,dawet kirin,саҡырыу
1095,vereinigen::V,bi yek kirin,берләштереү
1096,besuchen::V,mêvan bûn,килеп сығыу
1097,treffen::V,rast hatin,тойоү
1098,treffen::V,rast hatin,осратыу
1099,treffen::V,rast hatin,ҡаршылау
1100,sich versammeln::V,li hev çivîn,йыйылыу
1101,spielen::V,listin,тартыу
1102,singen::V,stran,йырлау
1103,tanzen::V,reqisîn,бейеү
1104,sich trennen::V,hew berdan,айырылышыу
1105,verlassen::V,tanê hişt,ташлау
1106,verlassen::V,tanê hişt,ташлап китеү
1107,verlassen::V,bêkes,ташлау
1108,verlassen::V,bêkes,ташлап китеү
1109,retten::V,rihakirin,ҡотҡарыу
1110,bewachen::V,raçavkirin,һаҡлау
1111,schützen::V,hemet kirin,һаҡлау
1112,verteidigen::V,paraztin,яҡлау
1113,sich schlagen::V,li hev bezîn,һуғышыу
1114,schießen::V,agir kirin,атыу
1115,siegen::V,biser ketin,еңеү
1116,ärgern::V,xeyirandin,асыуландырыу
1117,schlagen::V,lêdan,бәреү
1118,schlagen::V,lêdan,туҡмау
1119,schlagen::V,lêxistin,бәреү
1120,schlagen::V,lêxistin,туҡмау
1121,treten::V,têlekirin,тибеү
1122,treten::V,têlekirin,типкеләү
1123,stechen::V,têrekirin,сәнсеү
1124,stoßen::V,lêketin,этеү
1125,stoßen::V,lêketin,төртөү
1126,stehlen::V,dizîn,урлау
1127,stehlen::V,dizî birin,урлау
1128,stören::V,aciz kirin,ҡамасаулау
1129,belästigen::V,li tela yeki ketin,бимазалау
1130,belästigen::V,li tela yeki ketin,ҡамасаулау
1131,verbergen::V,veşartin,йәшереү
1132,verbergen::V,kemîndanîn,йәшереү
1133,täuschen::V,xapandin,ултыртыу
1134,täuschen::V,lê zexeli kirin,ултыртыу
1135,betrügen::V,xapandin,алдау
1136,töten::V,kûştin,үлтереү
1137,wohnen::V,rûniştin,йәшәү
1138,arbeiten::V,kar kirin,эшләү
1139,arbeiten::V,şêxulin,эшләү
1140,sammeln::V,komkirin,йыйыу
1141,pflücken::V,çinîn,өҙөү
1142,jagen::V,nêçîr kirin,аулау
1143,fischen::V,masî girtin,аулау
1144,fassen::V,pê girtin,тотоу
1145,fassen::V,sêm kirin,тотоу
1146,hüten::V,hei jê man,көтөү
1147,treiben::V,bêherandin,ҡыуыу
1148,anbinden::V,tewilandin,бәйләү
1149,füttern::V,xwarine dan lê,ашатыу
1150,melken::V,dotin,һауыү
1151,hacken::V,kolandin,турау
1152,hacken::V,kolandin,тапау
1153,gießen::V,av dan,ҡойоу
1154,reifen::V,kemilîn,өлғөрөү
1155,zubereiten::V,çe kirin,бешереү
1156,kochen::V,xwarin çe kirin,бешереү
1157,kochen::V,kelandin,бешереү
1158,backen::V,pijandin,бешереү
1159,braten::V,qelandin,ҡурыу
1160,braten::V,sor kirin,ҡурыу
1161,umrühren::V,têvdan,ҡатнаштырыу
1162,stricken::V,hûnan,бәйләү
1163,nähen::V,kêl kirin,тегеү
1164,färben::V,boyax kirin,буяу
1165,reinigen::V,paqijkirin,таҙартыу
1166,waschen::V,şuştin,йыуыу
1167,abwischen::V,pakîj kirin,һөртөү
1168,spülen::V,şuştin,сайҡау
1169,fegen::V,maliştin,һепереү
1170,kehren::V,maliştin,һепереү
1171,baden::V,serîşûştin,һыу инеү
1172,sich waschen::V,serîşûştin,йыуыныу
1173,ausziehen::V,jê kirin,сисеү
1174,anziehen::V,pê kirin,кейеү
1175,sich anziehen::V,xwe kirin,кейенеү
1176,kämmen::V,şeh kirin,тарау
1177,schmücken::V,xemilandin,биҙәү
1178,sagen::V,gotin,әйтеү
1179,sagen::V,peyivîn,әйтеү
1180,sprechen::V,peyivîn,әйтеү
1181,sprechen::V,peyivîn,һөйләшеү
1182,reden::V,axaftin,һөйләшеү
1183,sich unterhalten::V,hev biştaxilin,әңгәмәләшеү
1184,fragen::V,pirsîn,һорау
1185,fragen::V,pirs kirin,һорау
1186,bitten::V,tika kirin,үтенеү
1187,erzählen::V,behs kirin,һөйләү
1188,mitteilen::V,vegotin,әйтеү
1189,nennen::V,bi nav kirin,атау
1190,nennen::V,bi nav kirin,исемләү
1191,rufen::V,bakirin,саҡырыу
1192,prahlen::V,pesnê xwe dan,маҡтаныу
1193,prahlen::V,pesnê xwe dan,шапырыныу
1194,übersetzen::V,qulibandin,тәржемә итеү
1195,übersetzen::V,derbas kirin,тәржемә итеү
1196,denken::V,fikirîn,уйлау
1197,glauben::V,bawer bûn,ышаныу
1198,bemerken::V,bala xwe dan,күреү
1199,bemerken::V,çac lê ketin,күреү
1200,erkennen::V,pêhesîn,таныу
1201,begreifen::V,fêmkirin,аңлау
1202,verstehen::V,fêmkirin,аңлау
1203,lernen::V,halmandin,өйрәнеү
1204,lernen::V,fêrbun,өйрәнеү
1205,wissen::V,zanîn,белеү
1206,sich erinnern an::V,bir bûn,хәтергә алыу
1207,vergessen::V,ji bir kirin,онотоу
1208,messen::V,pê kanîn,үлсәү
1209,zählen::V,hejmardin,һанау
1210,rechnen::V,hesibandin,һанау
1211,lesen::V,xwendin,уҡыу
1212,malen::V,rengandin,һүрәт яһау
1213,malen::V,rengandin,рәсем төшөрөү
1214,malen::V,boyax kirin,һүрәт яһау
1215,malen::V,boyax kirin,рәсем төшөрөү
1216,zeichnen::V,işaret kirin,һүрәт яһау
1217,zeichnen::V,işaret kirin,рәсем төшөрөү
1218,schreiben::V,nivîsandin,яҙыу
1219,besitzen::V,hebûn,биләү
1220,kaufen::V,kirîn,һатып алыу
1221,verkaufen::V,firotin,һатыу
1222,bezahlen::V,pere dan,түләү
1223,zahlen::V,pere dan,түләү
1224,zahlen::V,dayin,түләү
1225,beherrschen::V,zebt kirin,биләү
1226,beherrschen::V,hukim kirin,биләү
1227,ertragen::V,bihêzkirin,түҙеү
