,Concept_ID,kk,el
127,Höhle::N,үңгір,σπηλιά
128,Abhang::N,бауыр,πλαγιά
129,Quelle::N,қайнар,πηγή
130,Quelle::N,қайнар,βρύση
131,Bach::N,жылға,ρυάκι
132,Fluss::N,өзен,ποτάμι
133,Fluss::N,өзен,ποταμός
134,Ufer::N,жиек,όχθη
135,Küste::N,жиегі,ακτή
136,Küste::N,жиегі,ακρογιαλιά
137,Küste::N,жағалау,ακτή
138,Küste::N,жағалау,ακρογιαλιά
139,Festland::N,құрылық,στεριά
140,Meer::N,теңіз,θάλασσα
141,Bucht::N,шығанақ,κόλπος
142,Insel::N,арал,νησί
143,Insel::N,арал,νήσος
144,Blume::N,гүл,άνθος
145,Blume::N,гүл,λουλούδι
146,Gras::N,от,χόρτο
147,Gras::N,от,χορτάρι
148,Wurzel::N,түбір,ρίζα
149,Baum::N,ағаш,δέντρο
150,Baum::N,дарақ,δέντρο
151,Stamm::N,сояу,κορμός
152,Stamm::N,оқпан,κορμός
153,Rinde::N,қабық,φλούδα
154,Ast::N,бұтақ,κλαδί
155,Zweig::N,шыбық,κλαδί
156,Zweig::N,шыбық,κλάδος
157,Blatt::N,жапырақ,φύλλο
158,Birke::N,қайың,σημύδα
159,Kiefer[Baum]::N,қарағай,πεύκο
160,Weide[Baum]::N,тал,ιτιά
161,Tanne::N,шырша,έλατο
162,Horn::N,мүйіз,κέρας
163,Horn::N,мүйіз,κέρατο
164,Feder::N,қаламұш,φτερό
165,Fell::N,тері,δέρμα
166,Fell::N,тері,τομάρι
167,Flügel::N,қанат,πτερύγιο
168,Klaue::N,тырнақ,κουλό
169,Kralle::N,аяқ,νύχι
170,Schwanz::N,құйрық,ουρά
171,Ei::N,жұмыртқа,αβγό
172,Nest::N,ұя,φωλιά
173,Bau::N,жатақ,φωλιά
174,Tier::N,айуан,ζώο
175,Tier::N,жануар,ζώο
176,Herde::N,пада,κοπάδι
177,Kuh::N,сиыр,αγελάδα
178,Bulle::N,өгіз,ταύρος
179,Pferd::N,жылқы,άλογο
180,Schaf::N,қой,πρόβατο
181,Schwein::N,шошқа,γουρούνι
182,Hund::N,ит,σκυλί
183,Hund::N,ит,σκύλος
184,Katze::N,мысық,γάτα
185,Bär::N,аю,άρκτος
186,Bär::N,аю,αρκούδα
187,Eichhörnchen::N,тиін,βερβερίτσα
188,Elch::N,бұғы,άλκη
189,Fuchs::N,түлкі,αλεπού
190,Hase::N,қоян,λαγός
191,Maus::N,қаптесер,ποντικός
192,Wolf::N,бөрі,λύκος
193,Wolf::N,қасқыр,λύκος
194,Vogel::N,құс,πουλί
195,Schwarm::N,топ,σμήνος
196,Schwarm::N,үйір,σμήνος
197,Huhn::N,тауық,κότα
198,Huhn::N,тауық,όρνιθα
199,Huhn::N,мекиен,κότα
200,Huhn::N,мекиен,όρνιθα
201,Hahn::N,әтеш,πετεινός
202,Hahn::N,қораз,πετεινός
203,Gans::N,қаз,χήνα
204,Adler::N,бүркіт,αετός
205,Ente::N,үйрек,πάπια
206,Eule::N,жапалақ,κουκουβάγια
207,Kranich::N,тырна,γερανός
208,Krähe::N,қарға,καρακάξα
209,Kuckuck::N,көкек,κούκος
210,Schwan::N,аққу,κύκνος
211,Fisch::N,балық,ψάρι
212,Barsch::N,алабұға,πέρκα
213,Hecht::N,шортан,λούτσος
214,Schlange[Tier]::N,жылан,φίδι
215,Wurm::N,шұбалшаң,σκουλήκι
216,Spinne::N,өрмекші,αράχνη
217,Ameise::N,қүмырска,μυρμήγκι
218,Laus::N,бит,ψείρα
219,Mücke::N,маса,κουνούπι
220,Fliege::N,шыбын,μύγα
221,Schmetterling::N,көбелек,πεταλούδα
222,Beere::N,жидек,ρόγα
223,Apfel::N,алма,μήλο
224,Pilz::N,қозықұйрық,μανιτάρι
225,Pilz::N,саңыраукулақ,μανιτάρι
226,Zwiebel::N,жуа,κρεμμύδι
227,Saat::N,тұқым,σπόρος
228,Korn::N,дән,σπυρί
229,Heu::N,шөп,σανός
230,Schale::N,қабық,τσόφλι
231,Schale::N,қабығы,τσόφλι
232,Grube::N,ор,λάκκος
233,Falle::N,дұзақ,παγίδα
234,Falle::N,қақпан,παγίδα
235,Schlinge::N,ілмек,θηλειά
236,Spur::N,із,ίχνος
237,Asche::N,күл,στάχτη
238,Dreck::N,былғаныш,βρωμιά
239,Eisen::N,темір,σίδερο
240,Gold::N,алтын,μάλαμα
241,Gold::N,алтын,χρυσάφι
242,Silber::N,күміс,ασήμι
243,Silber::N,күміс,άργυρος
244,Kohle::N,көмір,κάρβουνο
245,Glas::N,шыны,γυαλί
246,Lehm::N,балшық,πηλός
247,Sand::N,құм,άμμος
248,Mensch::N,адам,άνθρωπος
249,Mann::N,еркек,άνδρας
250,Mann::N,ер адам,άνδρας
251,Frau::N,бике,γυναίκα
252,Frau::N,қатын,γυναίκα
253,Kind::N,бала,παιδί
254,Kind::N,перзент,παιδί
255,Junge::N,бала,αγόρι
256,Junge::N,ер бала,αγόρι
257,Mädchen::N,қыз,κοπέλα
258,Mädchen::N,қыз,κορίτσι
259,Familie::N,жанұя,οικογένεια
260,Großvater::N,ата,παππούς
261,Großmutter::N,әже,γιαγιά
262,Großmutter::N,әжей,γιαγιά
263,Eltern::N,ата-аналар,γονείς
264,Vater::N,әке,πατέρας
265,Mutter::N,ана,μητέρα
266,Sohn::N,ұл,γιος
267,Tochter::N,қызым,κόρη
268,Bruder::N,бауырым,αδελφός
269,Schwester::N,әпке,αδελφή
270,Onkel::N,көке,θείος
271,Tante::N,тәте,θεία
272,Ehemann::N,ер,σύζυγος
273,Ehefrau::N,зайып,σύζυγος
274,Freude::N,қуаныш,χαρά
275,Freude::N,сүйініш,χαρά
276,Freude::N,шат-думан,χαρά
277,Freude::N,қуаныштылық,χαρά
278,Gelächter::N,күлу,γέλια
279,Glück::N,бақыт,ευτυχία
280,Glück::N,бақыттылық,ευτυχία
281,Kummer::N,аза,έγνοια
282,Kummer::N,қайғы,έγνοια
283,Kummer::N,қасырет,έγνοια
284,Wunsch::N,мүдде,επιθυμία
285,Lust::N,тәбет,όρεξη
286,Lust::N,ынтызар,όρεξη
287,Lust::N,құштарлық,όρεξη
288,Geist::N,рух,πνέυμα
289,Gedanke::N,ой,σκέψη
290,Gedächtnis::N,ес,μνήμη
291,Gedächtnis::N,жады,μνήμη
292,Gedächtnis::N,ақыл-ес,μνήμη
293,Verstand::N,ақыл,νους
294,Verstand::N,парасат,νους
295,Sinn::N,мән,νόημα
296,Sinn::N,маныз,νόημα
297,Sinn::N,мағына,νόημα
298,Sinn::N,мән-мағына,νόημα
299,Grund::N,себеп,λόγος
300,Wahrheit::N,рас,αλήθεια
301,Gespräch::N,әңгіме,συνομιλία
302,Märchen::N,ертеп,παραμύθι
303,Märchen::N,ертек,παραμύθι
304,Erzählung::N,әңгіме,διήγημα
305,Nachricht::N,хабар,είδηση
306,Neuigkeit::N,жаңалық,νέο
307,Name::N,ат,όνομα
308,Name::N,атау,όνομα
309,Rätsel::N,жұмбақ,αίνιγμα
310,Rede::N,сөз,λόγος
311,Rede::N,сөз,ομιλία
312,Sprache::N,тіл,γλώσσα
313,Stimme::N,үн,φωνή
314,Stimme::N,әуен,φωνή
315,Stimme::N,дауыс,φωνή
316,Wort::N,сөз,λέξη
317,Zeichen::N,ишара,σημείο
318,Ruf::N,айғай,κραυγή
319,Lärm::N,айғай-шу,θόρυβος
320,Lärm::N,айғай-ұйғай,θόρυβος
321,Laut::N,дыбыс,ήχος
322,Laut::N,дауыс,ήχος
323,Ton::N,әуен,ήχος
324,Ton::N,әуен,τόνος
325,Lied::N,ән,τραγούδι
326,Lied::N,жыр,τραγούδι
327,Lied::N,ән-жыр,τραγούδι
328,Ruhe::N,тыныштық,ησυχία
329,Leute::N,кісілер,κόσμος
330,Leute::N,кісілер,άνθρωποι
331,Volk::N,халық,λαός
332,Arbeit::N,еңбек,εργασία
333,Gast::N,қонақ,επισκέπτης
334,Gast::N,мейман,επισκέπτης
335,Geschenk::N,қадия,δώρο
336,Spiel::N,ойын,παιχνίδι
337,Gesellschaft::N,қауым,κοινωνία
338,Gesellschaft::N,жұртшылық,κοινωνία
339,Hilfe::N,жэрдем,βοήθεια
340,Freund::N,дос,φίλος
341,Kamerad::N,дос-жар,σύντροφος
342,Angelegenheit::N,жұмыс,υπόθεση
343,Anzahl::N,сан,αριθμός
344,Anzahl::N,саны,αριθμός
345,Art::N,түр,είδος
346,Stück::N,тілім,κομμάτι
347,Teil::N,үлес,μέρος
348,Teil::N,бөлшек,μέρος
349,Hälfte::N,жарты,μισό
350,Kreis::N,шеңбер,κύκλος
351,Kreuz::N,крест,σταυρός
352,Linie::N,сызық,γραμμή
353,Strich::N,сызық,γραμμή
354,Abstand::N,ара,απόσταση
355,Abstand::N,аралық,απόσταση
356,Entfernung::N,аралық,απόσταση
357,Gegend::N,өңір,περιοχή
358,Gegend::N,өңір,τοποθεσία
359,Platz::N,орны,χώρος
360,Ort::N,орын,τόπος
361,Seite::N,жақ,πλευρά
362,Seite::N,бүйір,πλευρά
363,Mitte::N,ортасы,μέση
364,Gegenstand::N,зат,αντικείμενο
365,Gegenstand::N,нәрсе,αντικείμενο
366,Sache::N,бұйым,πράγμα
367,Rand::N,шет,άκρη
368,Rand::N,шет,χείλος
369,Rand::N,шеті,άκρη
370,Rand::N,шеті,χείλος
371,Kante::N,қыр,άκρη
372,Kante::N,қыры,άκρη
373,Ecke::N,қыры,γωνιά
374,Ecke::N,бұрыш,γωνιά
375,Spitze::N,ұшы,μύτη
376,Ende::N,аяқ,άκρη
377,Ende::N,соңы,άκρη
378,Loch::N,тесік,τρύπα
379,Winkel::N,мүйіс,γωνία
380,Muster::N,мәнер,σχέδιο
381,Größe::N,ауқым,μέγεθος
382,Größe::N,көлемдік,μέγεθος
383,Länge::N,бой,μήκος
384,Länge::N,ұзындық,μήκος
385,Höhe::N,жоғарылық,ύψος
386,Höhe::N,биіктік,ύψος
387,Gewicht::N,салмақ,βάρος
388,Menge::N,мөлшер,ποσότητα
389,Haufen::N,үйме,σωρός
390,Haufen::N,үйінді,σωρός
391,Reihe::N,сап,αράδα
392,Boot::N,қайық,βάρκα
393,Ruder::N,ескек,κουπί
394,Schlitten::N,шана,έλκηθρο
395,Ski::N,шаңғы,σκι
396,Lagerfeuer::N,алау,φωτιά
397,Last::N,ауырлық,φορτίο
398,Last::N,ауыр зат,φορτίο
399,Gang::N,жүріс,δρόμος
400,Schritt::N,адым,βήμα
401,Norden::N,солтүстік,βορράς
402,Norden::N,терістік,βορράς
403,Süden::N,оңтүстік,νότος
404,Westen::N,батыс,δύση
405,Osten::N,күншығыс,ανατολή
406,Holz::N,ағаш,ξύλο
407,Holz::N,сүрек,ξύλο
408,Brett::N,тақта,σανίδι
409,Platte::N,тақта,πλάκα
410,Stütze::N,тіреу,στήριγμα
411,Stange::N,қада,ραβδί
412,Stange::N,қада,κοντός
413,Stock::N,сойыл,ξύλο
414,Stock::N,сойыл,μπαστούνι
415,Stab::N,сырық,ραβδί
416,Rohr::N,құбыр,σωλήνας
417,Haus::N,үй,σπίτι
418,Heim::N,үйлі,σπίτι
419,Heim::N,шаңырақ,σπίτι
420,Ofen::N,ошақ,σόμπα
421,Ofen::N,ошақ,θερμάστρα
422,Ofen::N,пеш,σόμπα
423,Ofen::N,пеш,θερμάστρα
424,Fußboden::N,еден,πάτωμα
425,Tisch::N,үстел,τραπέζι
426,Stuhl::N,орындық,καρέκλα
427,Wiege::N,бесік,κούνια
428,Bett::N,кереует,κρεβάτι
429,Regal::N,сөре,ράφι
430,Kiste::N,жәшік,κιβώτιο
431,Fenster::N,терезе,παράθυρο
432,Tür::N,есік,πόρτα
433,Tor::N,дарбаза,πύλη
434,Zaun::N,дуал,φράχτης
435,Dach::N,шатыр,στέγη
436,Leiter::N,саты,σκάλα
437,Leiter::N,саты,κλίμακα
438,Leiter::N,басқыш,σκάλα
439,Leiter::N,басқыш,κλίμακα
440,Besen::N,сыпырғыш,σκούπα
441,Spaten::N,күрек,φτυάρι
442,Schaufel::N,қалақ,φτυάρι
443,Gabel::N,аша,πιρούνι
444,Gabel::N,шанышқы,πιρούνι
445,Löffel::N,қасық,κουτάλι
446,Messer::N,пышақ,μαχαίρι
447,Nagel::N,мық,καρφί
448,Nagel::N,шеге,καρφί
449,Netz::N,керегекөз,δίχτυ
450,Haken::N,ілмек,γάντζος
451,Haken::N,ілмек,αγκίστρι
452,Griff::N,сап,λαβή
453,Griff::N,тұтқа,λαβή
454,Schloss::N,құлып,κλειδαριά
455,Schloss::N,бекіткіш,κλειδαριά
456,Bild::N,сурет,εικόνα
457,Figur::N,тұлға,ανάστημα
458,Puppe::N,қуыршақ,κούκλα
459,Beutel::N,қапшық,πουγγί
460,Bündel::N,байлам,δεμάτι
461,Tasche::N,дорба,τσάντα
462,Eimer::N,шелек,κουβάς
463,Deckel::N,жапқыш,καπάκι
464,Geschirr::N,ыдыс,σκεύη
465,Sack::N,қап,σάκος
466,Tasse::N,шыныаяқ,φλιτζάνι
467,Topf::N,кәстрөл,χύτρα
468,Kessel::N,қазан,καζάνι
469,Essen::N,ас,φαγητό
470,Nahrung::N,ас,τροφή
471,Nahrung::N,тамақ,τροφή
472,Speise::N,тағам,φαγητό
473,Fleisch::N,ет,κρέας
474,Getreide::N,дәнді,σιτάρι
475,Brei::N,ботқа,χυλός
476,Brot::N,күлше,ψωμί
477,Brot::N,күлше,άρτος
478,Scheibe::N,тілім,φέτα
479,Fett::N,май,πάχος
480,Butter::N,май,βούτυρο
481,Öl::N,май,λάδι
482,Salz::N,тұз,αλάτι
483,Suppe::N,көже,σούπα
484,Honig::N,бал,μέλι
485,Milch::N,сүт,γάλα
486,Tee::N,шай,τσάι
487,Leder::N,көн,πετσί
488,Wolle::N,жүн,μαλλί
489,Stoff::N,мата,ύφασμα
490,Stoff::N,кездеме,ύφασμα
491,Nadel::N,ине,βελόνα
492,Faden::N,жіп,κλωστή
493,Knopf::N,түйме,κουμπί
494,Knoten::N,түйін,κόμπος
495,Farbe::N,рең,μπογιά
496,Kleidung::N,киім,ρούχα
497,Kleidung::N,киім,ενδυμασία
498,Hemd::N,жейде,πουκάμισο
499,Kragen::N,жаға,κολάρο
500,Ärmel::N,жең,μανίκι
501,Hose::N,шалбар,πανταλόνι
502,Gürtel::N,белбеу,ζώνη
503,Mütze::N,қалпақ,σκούφος
504,Schuh::N,кебіс,παπούτσι
505,Stiefel::N,етік,μπότα
506,Ring::N,жүзік,δαχτυλίδι
507,Band::N,таспа,κορδέλα
508,Kamm::N,тарақ,χτένα
509,Spiegel::N,айна,καθρέφτης
510,Riemen::N,қайыс,λουρί
511,Schnur::N,жіп,κορδόνι
512,Leine::N,тізгін,σχοινί
513,Decke::N,көрпе,κουβέρτα
514,Kissen::N,жастық,μαξιλάρι
515,Tuch::N,орамал,πανί
516,Tuch::N,орамал,μαντήλι
517,Handtuch::N,сүлгі,πετσέτα
518,Kraft::N,қуат,δύναμη
519,Kraft::N,қарқын,δύναμη
520,Kraft::N,әл-шама,δύναμη
521,Kraft::N,әл-дәрмен,δύναμη
522,Stärke::N,әл,ισχύς
523,Stärke::N,әл,δύναμη
524,Stärke::N,күш,ισχύς
525,Stärke::N,күш,δύναμη
526,Gesundheit::N,денсаулык,υγεία
527,Krankheit::N,ауру,αρρώστια
528,Schmerz::N,ауру,πόνος
529,Wunde::N,зақым,πληγή
530,Wunde::N,жарақат,πληγή
531,Fieber::N,безгек,πυρετός
532,Fieber::N,қалтырау,πυρετός
533,Fieber::N,қызу көтерілуі,πυρετός
534,Arznei::N,дәрі,φάρμακο
535,Arznei::N,дәрі-дәрмек,φάρμακο
536,Brücke::N,көпір,γέφυρα
537,Brunnen::N,құдық,πηγάδι
538,Weide::N,өріс,βοσκή
539,Weide::N,жайылым,βοσκή
540,Pfad::N,жол,μονοπάτι
541,Weg::N,жол,δρόμος
542,Straße::N,жол,οδός
543,Straße::N,жол,δρόμος
544,Dorf::N,ауыл,χωριό
545,Stadt::N,қала,πόλη
546,Stadt::N,шаһар,πόλη
547,Brief::N,хат,γράμμα
548,Brief::N,хат,επιστολή
549,Brief::N,жазу,γράμμα
550,Brief::N,жазу,επιστολή
551,Buch::N,кітап,βιβλίο
552,Buchstabe::N,әріп,γράμμα
553,Buchstabe::N,қаріп,γράμμα
554,Zeitung::N,газет,εφημερίδα
555,Leben::N,өмір,ζωή
556,Leben::N,өмір,βίος
557,Leben::N,тіршілік,ζωή
558,Leben::N,тіршілік,βίος
559,Tod::N,опат,θάνατος
560,Grab::N,мола,τάφος
561,Grab::N,мазар,τάφος
562,Kirche::N,шіркеу,εκκλησία
563,Sünde::N,күнә,αμαρτία
564,Gott::N,алла,θεός
565,Gott::N,құдай,θεός
566,Gott::N,тәңірі,θεός
567,Gott::N,пәруардігер,θεός
568,Gott::N,жаратқан тәңірі,θεός
569,Arbeiter::N,жүмысшы,εργάτης
570,Chef::N,басшы,προϊστάμενος
571,Chef::N,жұмыс басқарушысы,προϊστάμενος
572,Meister::N,шебер,μάστορας
573,Meister::N,шебер,αρχιτεχνίτης
574,Meister::N,өнерпаз,μάστορας
575,Meister::N,өнерпаз,αρχιτεχνίτης
576,Arzt::N,дәрігер,γιατρός
577,Lehrer::N,мұғалім,δάσκαλος
578,Geld::N,пұл,λεφτά
579,Geld::N,пұл,χρήματα
580,Geschäft::N,бизнес,συναλλαγή
581,Laden::N,дүкен,μαγαζί
582,Laden::N,дүкен,κατάστημα
583,Preis::N,ақы,τιμή
584,Preis::N,құны,τιμή
585,Preis::N,нарық,τιμή
586,Ware::N,тауар,εμπόρευμα
587,Nutzen::N,пайда,όφελος
588,Reichtum::N,бақ-дәулет,πλούτος
589,Welt::N,әлем,κόσμος
590,Welt::N,жиһан,κόσμος
591,Land::N,аймақ,χώρα
592,Staat::N,мемлекет,κράτος
593,Staat::N,мемлекет,πολιτεία
594,König::N,патша,βασιλιάς
595,Macht::N,өкімет,εξουσία
596,Macht::N,қожалық,εξουσία
597,Grenze::N,шек,σύνορα
598,Krieg::N,соғыс,πόλεμος
599,Feind::N,жау,εχθρός
600,Feind::N,дұшпан,εχθρός
601,Gewalt::N,зорлык,βία
602,Gewalt::N,зорлық-зомбылык,βία
603,Kampf::N,күрес,αγώνας
604,Kampf::N,алыспақ,αγώνας
605,Bogen[Waffe]::N,саржа,τόξο
606,Pfeil::N,жебе,σαΐτα
607,Gewehr::N,қару,τουφέκι
608,Fehler::N,әбес,λάθος
609,Fehler::N,әбес,σφάλμα
610,Fehler::N,қаталық,λάθος
611,Fehler::N,қаталық,σφάλμα
612,Lüge::N,өтірік,ψέμα
613,Lüge::N,өтірік,ψεύδος
614,Schaden::N,зиян,ζημία
615,Schaden::N,зарар,ζημία
616,Unglück::N,пәле,δυστυχία
617,Unglück::N,қасырет,δυστυχία
618,Unglück::N,ауыртпалық,δυστυχία
619,Schuld::N,айыптылық,ενοχή
620,Schuld::N,айыптылық,φταίξιμο
621,Alter::N,жас,ηλικία
622,Alter::N,жас шамасы,ηλικία
623,Schluss::N,ада,τέλος
624,Schluss::N,бітуі,τέλος
625,Zeit::N,уақыт,χρόνος
626,Tag::N,күн,μέρα
627,Tag::N,күн,ημέρα
628,Morgen::N,таң,πρωί
629,Morgen::N,таңертең,πρωί
630,Mittag::N,талтүс,μεσημέρι
631,Abend::N,кеш,βράδυ
632,Nacht::N,түн,νύχτα
633,Woche::N,апта,εβδομάδα
634,Monat::N,ай,μήνας
635,Jahr::N,жыл,έτος
636,Jahr::N,жыл,χρόνος
637,Frühling::N,көктем,άνοιξη
638,Sommer::N,жаз,καλοκαίρι
639,Herbst::N,күз,φθινόπωρο
640,Winter::N,қыс,χειμώνας
641,Januar::N,каңтар,Ιανουάριος
642,Februar::N,ақпан,Φεβρουάριος
643,März::N,наурыз,Μάρτιος
644,April::N,сәуір,Απρίλιος
645,Mai::N,мамыр,Μάιος
646,Juni::N,маусым,Ιούνιος
647,Juli::N,шілде,Ιούλιος
648,August::N,сүмбіле,Αύγουστος
649,August::N,тамыз,Αύγουστος
650,September::N,қыркүйек,Σεπτέμβριος
651,Oktober::N,ақырап,Οκτώβριος
652,November::N,қараша,Νοέμβριος
653,Dezember::N,желтоқсан,Δεκέμβριος
654,Montag::N,дүйсенбі,Δευτέρα
655,Dienstag::N,сейсенбі,Τρίτη
656,Mittwoch::N,сәрсенбі,Τετάρτη
657,Donnerstag::N,бейсенбі,Πέμπτη
658,Freitag::N,жұма,Παρασκευή
659,Samstag::N,сенбі,Σάββατο
660,Sonntag::N,жексембі,Κυριακή
661,groß::A,алпамсадай,μεγάλος
662,klein::A,кішкене,μικρός
663,klein::A,қарғадай,μικρός
664,lang::A,сопақ,μακρύς
665,lang::A,сорайған,μακρύς
666,kurz::A,кеспелтек,κοντός
667,breit::A,айдынды,φαρδύς
668,schmal::A,қысық,στενός
669,dicht::A,жиі,πυκνός
670,dick[Gegenstand]::A,шомбал,παχύς
671,dick[Gegenstand]::A,шомбал,χοντρός
672,dünn::A,жұқа,ψιλός
673,dünn::A,жұқа,λεπτός
674,dünn::A,жіңішке,ψιλός
675,dünn::A,жіңішке,λεπτός
676,fein::A,қаңылтақ,ψιλός
677,fest::A,берік,στερεός
678,fest::A,мызғымас,στερεός
679,flach::A,жалпак,επίπεδος
680,glatt::A,типыл,λείος
681,glatt::A,типыл,ομαλός
682,hart::A,қатты,σκληρός
683,weich::A,жұмсақ,μαλακός
684,rund::A,домалақ,στρογγυλός
685,spitz::A,үшкір,μυτερός
686,scharf::A,сүйрік,κοφτερός
687,stumpf::A,доғал,αμβλύς
688,stumpf::A,өтпейтін,αμβλύς
689,schwer::A,салмақты,βαρύς
690,schön::A,сұлу,ωραίος
691,schön::A,сұлу,όμορφος
692,heiß::A,ыссы,ζεστός
693,warm::A,жылы,θερμός
694,kalt::A,аязды,κρύος
695,kalt::A,аязды,ψυχρός
696,kühl::A,салқын,δροσερός
697,frisch::A,таза,νωπός
698,frisch::A,таза,φρέσκος
699,frisch::A,жаңа,νωπός
700,frisch::A,жаңа,φρέσκος
701,feucht::A,нам,υγρός
702,feucht::A,дымқылды,υγρός
703,nass::A,сулы,βρεγμένος
704,trocken::A,құрғақ,ξηρός
705,trocken::A,құрғақ,στεγνός
706,voll::A,толы,γεμάτος
707,leer::A,бос,άδειος
708,offen::A,ашып қойылған,ανοιχτός
709,geschlossen::A,жабулы,κλειστός
710,sauber::A,дақсыз,καθαρός
711,sauber::A,мұнтаздай,καθαρός
712,schmutzig::A,айғыз,βρώμικος
713,schmutzig::A,айғыз,λερωμένος
714,schmutzig::A,сатпақ,βρώμικος
715,schmutzig::A,сатпақ,λερωμένος
716,schmutzig::A,сатал-сатал,βρώμικος
717,schmutzig::A,сатал-сатал,λερωμένος
718,roh::A,шикі,ωμός
