,Concept_ID,ml,el
592,bitter::A,കടുത്ത,πικρός
593,sauer::A,പുളിപ്പുള്ള,ξινός
594,hell::A,ജ്വലിക്കുന്ന,φωτεινός
595,dunkel::A,ഇരുണ്ട,σκοτεινός
596,schwarz::A,കറുത്ത,μαύρος
597,schwarz::A,കറുത്ത,μελανός
598,weiß::A,വെളുത്ത,άσπρος
599,rot::A,ചുവന്ന,κόκκινος
600,gelb::A,മഞ്ഞനിറമായ,κίτρινος
601,blau::A,നീലനിറമുള്ള,μπλε
602,blau::A,നീലനിറമുള്ള,γαλανός
603,grün::A,പച്ചനിറമുള്ള,πράσινος
604,grau::A,ചാരനിറത്തിലുള്ള,γκρίζος
605,bunt::A,വർണ്ണശബളമായ,ποικιλόχρωπος
606,billig::A,വിലകുറഞ്ഞ,φτηνός
607,teuer::A,ചെലവേറിയ,ακριβός
608,wertvoll::A,വിലപിടിപ്പുള്ള,πολύτιμος
609,blind::A,അന്ധനായ,τυφλός
610,taub::A,കേൾവിക്കുറവുള്ള,κουφός
611,kräftig::A,ശക്തിയുള്ള,δυνατός
612,stark::A,ബലമുള്ള,γερός
613,schwach::A,ക്ഷീണിച്ച,αδύνατος
614,fett::A,കൊഴുപ്പുള്ള,παχύς
615,schlank::A,മെലിഞ്ഞ,λεπτός
616,schlank::A,മെലിഞ്ഞ,λυγερός
617,hübsch::A,മനോഹരമായ,όμορφος
618,hübsch::A,മനോഹരമായ,χαριτωμένος
619,böse::A,പാപിയായ,κακός
620,dumm::A,വിവരംകെട്ട,κουτός
621,dumm::A,വിവരംകെട്ട,ανόητος
622,faul::A,അലസനായ,τεμπέλης
623,fleißig::A,അദ്ധ്വാനശീലമുള്ള,εργατικός
624,geizig::A,പിശുക്കനായ,τσιγγούνης
625,klug::A,ബുദ്ധിസാമർഥ്യമുള്ള,έξυπνος
626,geschickt::A,പ്രതിഭാശാലി,επιδέξιος
627,lieb::A,പ്രിയപ്പെട്ട,φίλος
628,lieb::A,പ്രിയപ്പെട്ട,αγαπητός
629,lustig::A,ആനന്ദകരമായ,εύθυμος
630,lustig::A,ആനന്ദകരമായ,χαρούμενος
631,sanft::A,സൌമ്യമായ,ήπιος
632,hungrig::A,വിശപ്പുള്ള,πεινασμένος
633,krank::A,അസുഖമുള്ള,άρρωστος
634,nackt::A,നഡമായ,γυμνός
635,traurig::A,വിഷമമുള്ള,λυπημένος
636,lebendig::A,ഉപജീവനം,ζωντανός
637,gut::A,നല്ല,καλός
638,schlecht::A,മോശമായ,κακός
639,richtig::A,ശരിയായ,σωστός
640,schlimm::A,വൃത്തികെട്ട,άσχημος
641,wahr::A,ശരിയായ,αληθής
642,wahr::A,ശരിയായ,αληθινός
643,alt::A,പഴയ,παλιός
644,neu::A,പുതിയ,νέος
645,neu::A,പുതിയ,καινούργιος
646,ehemalig::A,മുൻ,παλιός
647,alt[Lebewesen]::A,വയസ്സുള്ള,γέρος
648,jung::A,കൌമാരമായ,νέος
649,arm::A,പാവപ്പെട്ട,φτωχός
650,reich::A,സമ്പന്നമായ,πλούσιος
651,bekannt::A,പരിചിതമായ,γνωστός
652,berühmt::A,പ്രശസ്തനായ,περίφημος
653,berühmt::A,പ്രശസ്തനായ,ξακουσμένος
654,fremd::A,വൈദേശികമായ,ξένος
655,verschieden::A,വ്യത്യസ്തമായ,διαφορετικός
656,nah::A,അരികത്തുള്ള,κοντινός
657,fern::A,അകലെയുള്ള,μακριά
658,linker::A,അവശേഷിച്ച,αριστερός
659,rechter::A,വലത്തേ,δεξιός
660,anderer::A,മറ്റുള്ള,άλλος
661,erster::A,ആദ്യത്തെ,πρώτος
662,zweiter::A,രണ്ടാം,δεύτερος
663,dritter::A,മൂന്നാമത്,τρίτος
664,letzter::A,അവസാനത്തെ,τελευταίος
665,allein::ADV,തനിച്ചുള്ള,μόνος
666,auf einmal::ADV,ഉടന്,εφάπαξ
667,zusammen::ADV,ഒരുമിച്ച,μαζί
668,lange::ADV,നീണ്ട_കാലത്തേയ്ക്ക്,πολύν καιρό
669,plötzlich::ADV,പെട്ടെന്ന്,έξαφνα
670,sofort::ADV,തത്ക്ഷണം,αμέσως
671,später::ADV,പിന്നീട്,αργότερα
672,jetzt::ADV,ഇപ്പോൾ,τώρα
673,heute::ADV,ഇന്ന്,σήμερα
674,morgen::ADV,നാളെ,αύριο
675,bald::ADV,ഉടനെ,σε λίγο
676,bald::ADV,ഉടനെ,εντός ολίγου
677,dann::ADV,അപ്പോൾ,ύστερα
678,gestern::ADV,ഇന്നലെ,χτες
679,einst::ADV,പണ്ടൊരിക്കല്,ποτέ
680,einst::ADV,പണ്ടൊരിക്കല്,άλλοτε
681,damals::ADV,അപ്പോൾ,τότε
682,danach::ADV,പിന്നീട്,μετά
683,danach::ADV,പിന്നീട്,ύστερα
684,vorher::ADV,മുൻപ്,πριν
685,vorher::ADV,മുൻപ്,προηγουμένως
686,zuerst::ADV,ആദ്യം,πρώτα
687,einmal::ADV,ഒരിക്കൽ,μία φορά
688,manchmal::ADV,ചിലപ്പോൾ,κάποτε
689,oft::ADV,പലപ്പോഴും,συχνά
690,oft::ADV,പലപ്പോഴും,πολλές φορές
691,immer::ADV,എപ്പോഴും,πάντα
692,immer::ADV,എപ്പോഴും,πάντοτε
693,niemals::ADV,ഒരിക്കലും,ποτέ
694,hier::ADV,ഇവിടെ,εδώ
695,hierhin::ADV,ഇവിടേക്ക്,εδώ
696,von hier::ADV,ഇവിടെനിന്ന്,από δω
697,dort::ADV,അവിടെ,εκεί
698,dorthin::ADV,അവിടേക്ക്,προς τα κει
699,geradeaus::ADV,മുമ്പിൽ,κατευθείαν
700,geradeaus::ADV,മുമന്നോട്ട്,κατευθείαν
701,vorwärts::ADV,മുന്നോട്ട്,εμπρός
702,rückwärts::ADV,തലതിരിച്ച്,πίσω
703,zurück::ADV,പുറകിലേക്ക്,πίσω
704,unten::ADV,താഴെ,κάτω
705,hinab::ADV,താഴേക്ക്,προς τα κάτω
706,oben::ADV,മുകളിൽ,πάνω
707,oben::ADV,മുകളിൽ,επάνω
708,hinauf::ADV,മുകളിൽ,προς τα πάνω
709,überall::ADV,എല്ലായിടത്തും,παντού
710,nicht::ADV,ഇല്ല,δεν
711,ein wenig::ADV,കുറച്ച്,λιγάκι
712,kaum::ADV,കഷ്ടിച്ച്,μόλις
713,sehr::ADV,വളരെ,πολύ
714,so::ADV,അങ്ങനെ,έτσι
715,noch::ADV,ഇപ്പോഴും,ακόμα
716,nur::ADV,മാത്രം,μόνο
717,schon::ADV,നേരത്തേ തന്നെ,ήδη
718,schon::ADV,നേരത്തേ തന്നെ,κιόλας
719,wieder::ADV,വീണ്ടും,ξανά
720,vergebens::ADV,വിഫല,μάταια
721,vor::PRP,മുമ്പിൽ,μπροστά σε
722,vor::PRP,മുമ്പിൽ,μπροστά από
723,hinter::PRP,പുറകിൽ,πίσω από 
724,unter::PRP,കീഴിൽ,υπό
725,unter::PRP,കീഴിൽ,κάτω από
726,durch::PRP,ഉള്ളിലൂടെ,διά
727,durch::PRP,ഉള്ളിലൂടെ,διά μέσου
728,neben::PRP,അടുത്ത്,δίπλα σε
729,zwischen::PRP,ഇടയ്ക്ക്,μεταξύ
730,zwischen::PRP,ഇടയ്ക്ക്,ανάμεσα σε
731,wegen::PRP,നിമിത്തം,για
732,wegen::PRP,നിമിത്തം,λόγω
733,dies::PRN,ഇത്,αυτό
734,das::PRN,അത്,το
735,alles::PRN,എല്ലാം,όλα
736,ich::PRN,ഞാൻ,εγώ
737,du::PRN,നിങ്ങൾ,σύ
738,du::PRN,നിങ്ങൾ,εσύ
739,er::PRN,അദ്ദേഹം,αυτός
740,er::PRN,അയാൾ,αυτός
741,er::PRN,അവൻ,αυτός
742,er::PRN,അവർ,αυτός
743,er::PRN,അവൾ,αυτός
744,wir::PRN,നമ്മൾ,εμείς
745,ihr::PRN,നിങ്ങൾ,εσείς
746,sie::PRN,അവർ,αυτοί
747,was::FPRN,എന്ത്,τι
748,wer::FPRN,ആര്,ποιος
749,wo::FADV,എവിടെ,πού
750,wohin::FADV,എവിടേക്ക്,πού
751,wohin::FADV,എവിടേക്ക്,για πού
752,wie::FADV,എങ്ങനെ,πώς
753,warum::FADV,എന്തുകൊണ്ട്,γιατί
754,wieviel::FNUM,എത്ര,πόσος
755,eins::NUM,ഒന്ന്,ένα
756,zwei::NUM,രണ്ട്,δύο
757,drei::NUM,മൂന്ന്,τρία
758,drei::NUM,മൂന്ന്,τρεις
759,vier::NUM,നാല്,τέσσερα
760,vier::NUM,നാല്,τέσσερις
761,fünf::NUM,അഞ്ച്,πέντε
762,sechs::NUM,ആറ്,έξι
763,sieben::NUM,ഏഴ്,εφτά
764,acht::NUM,എട്ട്,οχτώ
765,neun::NUM,ഒമ്പത്,εννιά
766,zehn::NUM,പത്ത്,δέκα
767,elf::NUM,പതിനൊന്ന്,έντεκα
768,zwölf::NUM,പന്ത്രണ്ട്,δώδεκα
769,zwanzig::NUM,ഇരുപത്,είκοσι
770,dreißig::NUM,മുപ്പത്,τριάντα
771,vierzig::NUM,നാൽപ്പത്,σαράντα
772,fünfzig::NUM,അൻപത്,πενήντα
773,sechzig::NUM,അറുപത്,εξήντα
774,siebzig::NUM,എഴുപത്,εβδομήντα
775,achtzig::NUM,എൺപത്,ογδόντα
776,neunzig::NUM,തൊണ്ണൂറ്,ενενήντα
777,hundert::NUM,നൂറ്,εκατό
778,tausend::NUM,ആയിരം,χίλιοι
779,und::CNJ,ഉം,και
780,oder::CNJ,അഥവാ,ή
781,stehen::V,നിൽക്കുക,στέκομαι
782,stehen::V,നിൽക്കുക,είμαι όρθιος
783,sitzen::V,ഇരിക്കുക,κάθομαι
784,liegen::V,കിടക്കുക,είμαι ξαπλωμένος
785,hängen::V,തൂങ്ങുക,κρέμομαι
786,werden::V,ആയിത്തീരുക,γίνομαι
787,passieren::V,സംഭവിക്കുക,συμβαίνω
788,beginnen::V,ആരംഭിക്കുക,αρχίζω
789,enden::V,അവസാനിപ്പിക്കുക,τελειώνω
790,wechseln::V,മാറ്റുക,αλλάζω
791,aufgehen[Sonne]::V,ഉയരുക,βγαίνω
792,aufgehen[Sonne]::V,ഉയരുക,ανατέλλω
793,untergehen[Sonne]::V,അടുക്കി_വയ്ക്കുക,δύω
794,untergehen[Sonne]::V,അടുക്കി_വയ്ക്കുക,βασιλεύω
795,scheinen[Sonne]::V,പ്രകാശിക്കുക,λάμπω
796,donnern::V,ഇടിവെട്ടുക,βροντώ
797,wehen::V,വീശുക,φυσώ
798,strömen::V,ഒഴുകുക,ρέω
799,strömen::V,ഒഴുകുക,τρέχω
800,fließen::V,ഒഴുകുക,ρέω
801,sich drehen::V,ചുറ്റുക,γυρίζω
802,sich drehen::V,ചുറ്റുക,στρέφομαι
803,sich drehen::V,കറക്കുക,γυρίζω
804,sich drehen::V,കറക്കുക,στρέφομαι
805,schwanken::V,ഇരുവശത്തേയ്ക്കും_ആടുക,ταλαντεύομαι
806,schwingen::V,ആടുക,αιωρούμαι
807,schwingen::V,ആടുക,ταλαντεύομαι
808,fallen::V,വീഴുക,πέφτω
809,brennen::V,കത്തുക,καίω
810,rauchen::V,പുകയുക,καπνίζω
811,regnen::V,മഴ_പെയ്യുക,βρέχω
812,gefrieren::V,തണത്ത്_മരവിക്കുക,παγώνω
813,tauen::V,അലിയുക,λειώνω
814,schmelzen::V,ഉരുകുക,λειώνω
815,trocknen::V,വരളുക,στεγνώνω
816,sieden::V,തിളപ്പിക്കുക,βράζω
817,faulen::V,ചീയുക,σαπίζω
818,verfaulen::V,അഴുകുക,σαπίζω
819,reißen::V,ശബ്ദത്തോടെ_മുറിയുക,σχίζω
820,versinken::V,മുക്കുക,βουλιάζω
821,versinken::V,മുക്കുക,βυθίζομαι
822,vergehen::V,കടന്നുപോകുക,περνώ
823,erscheinen::V,പ്രത്യക്ഷപ്പെടുക,εμφανίζομαι
824,verschwinden::V,അദൃശ്യമാകുക,χάνομαι
825,verschwinden::V,അദൃശ്യമാകുക,εξαφανίζομαι
826,sinken::V,താഴുക,κατεβαίνω
827,abnehmen::V,കുറിയുക,μειώνομαι 
828,zunehmen::V,വർദ്ധിക്കുക,αυξάνω
829,zunehmen::V,വർദ്ധിക്കുക,μεγαλώνω
830,steigen::V,ഉയരുക,ανεβαίνω
831,wachsen::V,വളരുക,μεγαλώνω
832,glänzen::V,മിന്നുക,γυαλίζω
833,funkeln::V,തിളങ്ങുക,αστράφτω
834,funkeln::V,തിളങ്ങുക,σπιθοβολώ
835,lärmen::V,ശബ്ദമുണ്ടാക്കുക,θορυβώ
836,läuten::V,മണിമുഴങ്ങുക,χτυπώ 
837,klingeln::V,ചിലമ്പുക,κουδουνίζω
838,klirren::V,കിലുക്കുക,κουδουνίζω
839,brausen::V,മുഴങ്ങുക,βουΐζω
840,rauschen::V,അനങ്ങുക,βουΐζω
841,klingen::V,മുഴക്കുക,ηχώ
842,bellen::V,കുരയ്ക്കുക,γαυγίζω
843,heulen::V,ഓരിയിടുക,ουρλιάζω
844,blasen::V,ഊതുക,φυσώ
845,pfeifen::V,വിസിലടിക്കുക,σφυρίζω
846,schreien::V,ആക്രോശിക്കുക,κραυγάζω
847,stöhnen::V,അരക്കം,βογγώ
848,stöhnen::V,ആർത്തനാദം,βογγώ
849,zittern::V,വിറയ്ക്കുക,τρέμω
850,leben::V,താമസിക്കുക,ζω
851,geboren werden::V,ജനിക്കുക,γεννιέμαι
852,atmen::V,ശ്വസിക്കുക,αναπνέω
853,trinken::V,കുടിക്കുക,πίνω
854,essen::V,കഴിക്കുക,τρώω
855,schlucken::V,വിഴുങ്ങുക,καταπίνω
856,müde werden::V,ക്ഷീണിക്കുക,κουράζομαι
857,einschlafen::V,നിദ്രിക്കുക,αποκοιμιέμαι
858,schlafen::V,ഉറങ്ങുക,κοιμάμαι
859,aufwachen::V,ഉണരുക,ξυπνώ
860,aufstehen::V,എഴുന്നേൽക്കുക,σηκώνομαι
861,sich erholen::V,വിശ്രമിക്കുക,ξεκουράζομαι
862,krank werden::V,ദീനംപിടിക്കുക,αρρωσταίνω
863,krank sein::V,രോഗികളാകുക,ασθενώ
864,schmerzen::V,വേദനിക്കുക,πονώ
865,husten::V,ചുമയ്ക്കുക,βήχω
866,genesen::V,സുഖപ്പെടുക,θεραπεύομαι
867,sterben::V,മരിക്കുക,πεθαίνω
868,umkommen::V,മരിക്കുക,πεθαίνω
869,sich bewegen::V,സ്ഥലം_മാറുക,κουνιέμαι
870,sich rühren::V,ചലിക്കുക,σαλεύω
871,sich erheben::V,നിൽക്കുക,επαναστατώ
872,sich setzen::V,ഇരിക്കുക,κάθομαι
873,hinfallen::V,വീഴുക,πέφτω κάτω
874,laufen::V,നടക്കുക,τρέχω
875,schreiten::V,നടക്കുക,βαδίζω
876,spazierengehen::V,ഉലാത്തുക,κάνω βόλτα
877,spazierengehen::V,ഉലാത്തുക,πηγαίνω περίπατο
878,eilen::V,പാഞ്ഞെത്തുക,σπεύδω
879,sich beeilen::V,തിരിക്കുകൂട്ടുക,βιάζομαι
880,sich beeilen::V,തിടുക്കം_കാട്ടുക,βιάζομαι
881,sausen::V,കുതിക്കുക,τρέχω γρήγορα
882,rennen::V,ഓടുക,τρέχω
883,springen::V,ചാടുക,πηδώ
884,klettern::V,കയറുക,σκαρφαλώνω
885,schaukeln::V,ഇളകുക,κουνιέμαι
886,kriechen::V,പതുങ്ങികയറുക,έρπω
887,kriechen::V,പതുങ്ങികയറുക,σέρνομαι
888,schwimmen::V,നീന്തുക,κολυμπώ
889,tauchen::V,വെള്ളത്തിലേക്ക് ചാടുക,βουτώ
890,rudern::V,തുഴയുക,κωπηλατώ
891,fahren::V,വാഹനം ഓടിക്കുക,πηγαίνω
892,fliegen::V,പറക്കുക,πετώ
893,gehen::V,പോകുക,βαδίζω
894,gehen::V,പോകുക,πηγαίνω
895,weggehen::V,വിടുക,φεύγω
896,abfahren::V,പുറപ്പെടുക,ξεκινώ
897,abfahren::V,പുറപ്പെടുക,αναχωρώ
898,anhalten::V,നിർത്തുക,σταματώ
899,hineingehen::V,പ്രവേശിക്കുക,μπαίνω
900,eintreten::V,പ്രവേശിക്കുക,μπαίνω
901,eintreten::V,പ്രവേശിക്കുക,εισέρχομαι
902,kommen::V,വരുക,έρχομαι
903,ankommen::V,എത്തിച്ചേരുക,φτάνω
904,zurückkommen::V,തിരിച്ചു വരുക,επιστρέφω
905,bleiben::V,തുടരുക,μένω
906,warten::V,കാത്തിരിക്കുക,περιμένω
907,erwarten::V,പ്രതീക്ഷിക്കുക,αναμένω
908,erwarten::V,പ്രതീക്ഷിക്കുക,περιμένω
909,suchen::V,തിരയുക,ψάχνω
910,finden::V,കണ്ടെത്തുക,βρίσκω
911,versuchen::V,ശ്രമിക്കുക,προσπαθώ
912,vorbereiten::V,തയ്യാറെടുക്കുക,προετοιμάζω
913,lieben::V,സ്നേഹിക്കുക,αγαπώ
914,mögen::V,ഇഷ്ടപ്പെടുക,μου αρέσει
915,lachen::V,ചിരിക്കുക,γελώ
916,rühren::V,ഹൃദയം സ്പർശിക്കുക,συγκινώ
917,weinen::V,തേങ്ങുക,κλαίω
918,schimpfen::V,പിറുപിറുക്കുക,βρίζω
919,sich ärgern::V,കോപിക്കുക,θυμώνω
920,sich fürchten::V,പേടിക്കുക,φοβάμαι
921,fürchten::V,പേടിക്കുക,φοβάμαι
922,fliehen::V,രക്ഷപ്പെടുക,φεύγω
923,flüchten::V,രക്ഷപ്പെടുക,δραπετεύω
924,sehen::V,കാണുക,βλέπω
925,anschauen::V,നോക്കുക,κοιτάζω
926,ansehen::V,നോക്കുക,βλέπω
927,hören::V,കേൾക്കുക,ακούω
928,zuhören::V,ശ്രദ്ധിക്കുക,ακούω
929,probieren::V,രുചിയുള്ളതായി_തോന്നുക,δοκιμάζω
930,riechen::V,മണത്തു_നോക്കുക,μυρίζω
931,riechen::V,മണത്തു_നോക്കുക,οσφραίνομαι
932,fühlen::V,സ്പർശിച്ചറിയുക,αισθάνομαι
933,scheinen::V,കാണപ്പെടുക,φαίνομαι
934,zu sehen sein::V,വെളിച്ചപ്പെടുക,φαίνομαι
935,vernehmen::V,കേൾക്കുക,ακούω
936,vernehmen::V,കേൾക്കുക,μαθαίνω
937,frieren::V,വിറയ്ക്കുക,κρυώνω
938,tun::V,ചെയ്യുക,κάνω
939,können::V,കഴിയുക,ξέρω
940,können::V,കഴിയുക,μπορώ
941,wollen::V,വേണുക,θέλω
942,anfangen::V,തുടങ്ങുക,αρχίζω
943,beenden::V,പൂർത്തിയാക്കുക,τελειώνω
944,aufhören::V,നിർത്തുക,παύω
945,gelingen::V,വിജയിക്കുക,πετυχαίνω
946,geraten::V,പരിണമിക്കുക,γίνομαι
947,öffnen::V,തുറക്കുക,ανοίγω
948,schließen::V,അടയ്ക്കുക,κλείνω
949,stellen::V,വയ്ക്കുക,θέτω
950,setzen::V,വയ്ക്കുക,θέτω
951,legen::V,ഇടുക,θέτω
952,berühren::V,തൊടുക,εγγίζω
953,verbinden::V,ഘടിപ്പിക്കുക,συνδέω
954,bedecken::V,മുടുക,σκεπάζω
955,aufhängen::V,കെട്ടിതൂക്കുക,κρεμώ
956,anzünden::V,കത്തിക്കുക,ανάβω
957,aufheben::V,പെറുക്കിയെടുക്കുക,σηκώνω
958,zurücklassen::V,വച്ചുപോരുക,εγκαταλείπω
959,verlieren::V,നഷ്ടപ്പെടുക,χάνω
960,fallen lassen::V,വീഴ്ത്തുക,αφήνω να πέσει
961,machen::V,ഉണ്ടാക്കുക,κάνω
962,machen::V,ഉണ്ടാക്കുക,φτιάχνω
963,herstellen::V,ഉൽപാദിപ്പിക്കുക,κατασκευάζω
964,bauen::V,നിർമ്മിക്കുക,χτίζω
965,bauen::V,നിർമ്മിക്കുക,οικοδομώ
966,reparieren::V,നന്നാക്കുക,επισκευάζω
967,reparieren::V,നന്നാക്കുക,επιδιορθώνω
968,verbessern::V,മെച്ചപ്പെടുക,βελτιώνω
969,verbessern::V,മെച്ചപ്പെടുക,καλυτερεύω
970,ändern::V,മാറ്റംവരുത്തുക,αλλάζω
971,graben::V,കുഴിക്കുക,σκάβω
972,beugen::V,വണങ്ങുക,λυγίζω
973,biegen::V,കുനിയുക,κάμπτω
974,drehen::V,തിരിക്കുക,στρέφω
975,wenden::V,തിരിയുക,γυρίζω
976,umdrehen::V,തിരിയുക,γυρίζω
977,heben::V,ഉയർത്തുക,υψώνω
978,heben::V,ഉയർത്തുക,σηκώνω
979,hochheben::V,ഉയർത്തുക,υψώνω
980,hochheben::V,ഉയർത്തുക,σηκώνω
981,ergreifen::V,ബലമായി_പിടിക്കുക,πιάνω
982,ergreifen::V,ബലമായി_പിടിക്കുക,αρπάζω
983,halten::V,പിടിക്കുക,βαστώ
984,drücken::V,അമർത്തുക,πιέζω
985,schieben::V,തള്ളുക,σπρώχνω
986,kratzen::V,ചുരണ്ടുക,γρατσουνίζω
987,lecken::V,നക്കുക,γλείφω
988,beißen::V,കടിക്കുക,δαγκάνω
989,abreißen::V,കീറിക്കളയുക,κόβω
990,abreißen::V,കീറിക്കളയുക,σχίζω
991,abschneiden::V,മുറിച്ചുമാറ്റുക,αποκόπτω
992,binden::V,കെട്ടുക,δένω
993,stecken::V,തുളയ്ക്കുക,χώνω
994,brechen::V,ഉടയുക,σπάζω
995,klopfen::V,തട്ടുക,χτυπώ
996,klopfen::V,തട്ടുക,τινάζω
997,hauen::V,അടിക്കുക,χτυπώ
998,kleben::V,ഒട്ടിക്കുക,κολλώ
999,reiben::V,തിരുമ്മിത്തുടയ്ക്കുക,τρίβω
1000,streichen::V,പടർത്തുക,αλείφω
1001,schleifen::V,പൊടിക്കുക,ακονίζω
1002,schneiden::V,മുറിക്കുക,κόβω
1003,rütteln::V,മുട്ടുക,σείω
1004,rütteln::V,മുട്ടുക,τινάζω
1005,schütteln::V,കുലുക്കുക,σείω
1006,schütteln::V,കുലുക്കുക,κουνώ
1007,schwenken::V,ആടുക,κουνώ
1008,schütten::V,ഒഴിക്കുക,χύνω
1009,füllen::V,നിറയ്ക്കുക,γεμίζω
1010,einwickeln::V,പൊതിയുക,τυλίγω
1011,tragen::V,വഹിക്കുക,φέρνω
1012,schleppen::V,വലിച്ചിഴയ്ക്കുക,κουβαλώ
1013,ziehen::V,വലിക്കുക,τραβώ
1014,aufbewahren::V,വയ്ക്കുക,φυλάω
1015,werfen::V,എറിയുക,ρίχνω
1016,fangen::V,പിടിക്കുക,πιάνω
1017,packen::V,തട്ടിപ്പറിക്കുക,τσακώνω
1018,verstecken::V,മറയ്ക്കുക,κρύβω
1019,teilen::V,വിഭജിക്കുക,μερίζω
1020,schicken::V,അയയ്ക്കുക,στέλνω
1021,bringen::V,കൊണ്ടുവരുക,φέρνω
1022,hinzufügen::V,കൂട്ടുക,προσθέτω
1023,bekommen::V,കിട്ടുക,προσκομίζω
1024,erhalten::V,സ്വീകരിക്കുക,παίρνω
1025,erhalten::V,സ്വീകരിക്കുക,λαμβάνω
1026,nehmen::V,എടുക്കുക,πιάνω
1027,nehmen::V,എടുക്കുക,παίρνω
1028,wählen::V,തിരഞ്ഞെടുക്കുക,εκλέγω
1029,auswählen::V,തിരഞ്ഞെടുക്കുക,διαλέγω
1030,bewahren::V,പുലർത്തുക,διατηρώ
1031,behindern::V,തടയിടുക,εμποδίζω
1032,verderben::V,നശിപ്പിക്കുക,χαλώ
1033,beschädigen::V,ക്ഷതമേൽപ്പിക്കുക,ζημιώνω
1034,zerbrechen::V,ഉടയുക,σπάζω
1035,zerreißen::V,കീറുക,σχίζω
1036,zerstören::V,നശിപ്പിക്കുക,καταστρέφω
1037,verbrennen::V,കത്തിനശിക്കുക,καίω
1038,verbrennen::V,കത്തിച്ചുകളയുക,καίω
1039,geben::V,കൊടുക്കുക,δίνω
1040,geben::V,തരുക,δίνω
1041,reichen::V,കൈമാറുക,δίνω
1042,schenken::V,സമ്മാനം കൊടുക്കുക,χαρίζω
1043,versprechen::V,വാഗ്ദാനം_നൽകുക,υπόσχομαι
1044,wünschen::V,ആഗ്രഹിക്കുക,εύχομαι
1045,loben::V,പുകഴ്ത്തുക,επαινώ
1046,küssen::V,ഉമ്മവയ്ക്കുക,φιλώ
1047,wiegen::V,ഇളകുക,κουνώ
1048,wiegen::V,ഇളകുക,νανουρίζω
1049,zudecken::V,മുടുക,σκεπάζω
1050,wecken::V,ഉണർത്തുക,ξυπνώ
1051,zeigen::V,കാണിക്കുക,δείχνω
1052,führen::V,നടത്തുക,οδηγώ
1053,lehren::V,പഠിപ്പിക്കുക,διδάσκω
1054,unterrichten::V,പരിശീലിപ്പിക്കുക,διδάσκω
1055,aufziehen::V,വളർത്തിക്കൊണ്ടുവരുക,ανατρέφω
1056,leiten::V,നയിക്കുക,ηγούμαι
1057,leiten::V,നയിക്കുക,διευθύνω
1058,antreiben::V,പ്രേരിപ്പിക്കുക,σπρώχνω
1059,antreiben::V,പ്രേരിപ്പിക്കുക,παρακινώ
1060,lassen::V,അനുവദിക്കുക,αφήνω
1061,einladen::V,ക്ഷണിക്കുക,προσκαλώ
1062,vereinigen::V,കൂടിച്ചേരുക,ενώνω
1063,besuchen::V,സന്ദർശിക്കുക,επισκέπτομαι
1064,treffen::V,തമ്മിൽ കാണുക,συναντώ
1065,sich versammeln::V,സംയോജിപ്പിക്കുക,μαζεύομαι
1066,spielen::V,കളിക്കുക,παίζω
1067,singen::V,പാടുക,τραγουδώ
1068,tanzen::V,നൃത്തം ചെയ്യുക,χορεύω
1069,sich trennen::V,നേർപെടുത്തുക,αποχωρίζομαι
1070,verlassen::V,പിൻവാങ്ങുക,εγκαταλείπω
1071,retten::V,രക്ഷിക്കുക,σώζω
1072,bewachen::V,കാവൽനിൽക്കുക,φρουρώ
1073,schützen::V,പരിരക്ഷിക്കുക,προστατεύω
1074,verteidigen::V,പ്രതിരോധിക്കുക,υπερασπίζω
1075,sich schlagen::V,കലഹിക്കുക,χτυπιέμαι
1076,schießen::V,വെടിവെക്കുക,πυροβολώ
1077,siegen::V,വിജയിക്കുക,νικώ
1078,ärgern::V,വിഷമിപ്പിക്കുക,τσαντίζω
1079,schlagen::V,അടിക്കുക,χτυπώ
1080,treten::V,തൊഴിക്കുക,κλοτσώ
1081,stechen::V,കുത്തുക,τρυπώ
1082,stoßen::V,തള്ളുക,ωθώ
1083,stoßen::V,തള്ളുക,σπρώχνω
1084,stehlen::V,മോഷ്ടിക്കുക,κλέβω
1085,stören::V,ശല്യപ്പെടുത്തുക,διαταράσσω
1086,belästigen::V,മെനക്കെടുക,ενοχλώ
1087,verbergen::V,മറയ്ക്കുക,κρύβω
1088,verbergen::V,ഒളിക്കുക,κρύβω
1089,täuschen::V,കബളിപ്പിക്കുക,παραπλανώ
1090,betrügen::V,ചതിക്കുക,απατώ
1091,töten::V,കൊല്ലുക,σκοτώνω
1092,töten::V,കൊല്ലുക,θανατώνω
1093,wohnen::V,താമസിക്കുക,μένω
1094,wohnen::V,താമസിക്കുക,κατοικώ
1095,arbeiten::V,ജോലിചെയ്യുക,δουλεύω
1096,arbeiten::V,ജോലിചെയ്യുക,εργάζομαι
1097,sammeln::V,സഞ്ചയിക്കുക,μαζεύω
1098,sammeln::V,സഞ്ചയിക്കുക,συλλέγω
1099,pflücken::V,പറിച്ചെടുക്കുക,κόβω
1100,jagen::V,വേട്ടയാടുക,κυνηγώ
1101,fischen::V,മീൻ പിടിക്കുക,ψαρεύω
1102,fassen::V,പിടിക്കുക,πιάνω
1103,hüten::V,ചേർക്കുക,φυλάγω
1104,hüten::V,ചേർക്കുക,προσέχω
1105,treiben::V,വാഹനം_ഓടിക്കുക,οδηγώ
1106,anbinden::V,കെട്ടിയിടുക,δένω
