,Concept_ID,uz,is
557,fein::A,mayin,fíngerður
558,fest::A,qattiq,fastur
559,flach::A,yalpoq,flatur
560,glatt::A,tekis,háll
561,glatt::A,tekis,sléttur
562,hart::A,qattiq,harður
563,weich::A,yumshoq,mjúkur
564,rund::A,yumaloq,kringlóttur
565,spitz::A,uchli,oddhvass
566,scharf::A,keskir,beittur
567,stumpf::A,to'mtoq,bitlaus
568,schwer::A,salmoqli,þungur
569,schön::A,go'zal,fagur
570,schön::A,go'zal,fallegur
571,heiß::A,qiziq,heitur
572,warm::A,issiq,hlýr
573,warm::A,issiq,heitur
574,kalt::A,sovuq,kaldur
575,kühl::A,salqin,svalur
576,frisch::A,toza,frískur
577,feucht::A,namli,rakur
578,feucht::A,namli,þvalur
579,nass::A,nam,votur
580,nass::A,nam,blautur
581,trocken::A,quruq,þurr
582,voll::A,to'la,fullur
583,leer::A,puch,tómur
584,offen::A,ochiq,opinn
585,geschlossen::A,berk,lokaður
586,sauber::A,ozoda,þrifinn
587,schmutzig::A,kir,óhreinn
588,schmutzig::A,kir,sóðalegur
589,roh::A,xom,hrár
590,reif::A,pishiq,þroskaður
591,lecker::A,shirin,ljúffengur
592,süß::A,shirin,sætur
593,bitter::A,achchiq,beiskur
594,sauer::A,achchiq,súr
595,hell::A,yorug',bjartur
596,dunkel::A,qorong'i,dimmur
597,schwarz::A,qora,svartur
598,weiß::A,oq,hvítur
599,rot::A,qizil,rauður
600,gelb::A,sariq,gulur
601,blau::A,zangori,blár
602,grün::A,yashil,grænn
603,grau::A,bo'z,grár
604,bunt::A,ola,marglitur
605,billig::A,arzon,ódýr
606,teuer::A,qimmat,dýr
607,wertvoll::A,qimmat,verðmætur
608,blind::A,ko'r,blindur
609,taub::A,garang,heyrnarlaus
610,kräftig::A,kuchli,öflugur
611,stark::A,quvvatli,sterkur
612,schwach::A,kuchsiz,veill
613,fett::A,semiz,feitur
614,schlank::A,ingichka,grannur
615,schlank::A,ingichka,spengilegur
616,hübsch::A,ko'rkam,snotur
617,hübsch::A,ko'rkam,laglegur
618,böse::A,yovuz,illur
619,böse::A,yovuz,vondur
620,dumm::A,aqlsiz,heimskur
621,faul::A,ärinchak,latur
622,fleißig::A,ishchan,iðinn
623,geizig::A,qurumsoq,nískur
624,klug::A,oqil,hygginn
625,geschickt::A,äpchil,fimur
626,geschickt::A,äpchil,laginn
627,lieb::A,aziz,kær
628,lieb::A,aziz,ljúfur
629,lustig::A,chaqchaq,kátur
630,sanft::A,asta,blíður
631,hungrig::A,och,soltinn
632,hungrig::A,och,hungraður
633,krank::A,kasal,sjúkur
634,nackt::A,yalang,nakinn
635,traurig::A,xafa,dapur
636,traurig::A,xafa,hryggur
637,lebendig::A,hayotiy,lifandi
638,gut::A,soz,góður
639,schlecht::A,yomon,slæmur
640,schlecht::A,yomon,lélegur
641,richtig::A,rost,réttur
642,schlimm::A,yovuz,slæmur
643,wahr::A,haqiqiy,sannur
644,alt::A,äski,gamall
645,neu::A,yangi,nýr
646,ehemalig::A,sobiq,fyrrverandi
647,alt[Lebewesen]::A,qari,gamall
648,jung::A,navqiron,ungur
649,arm::A,abgor,vesall
650,arm::A,abgor,fátækur
651,reich::A,boy,ríkur
652,reich::A,boy,auðugur
653,bekannt::A,ma'lum,kunnugur
654,berühmt::A,mashhur,frægur
655,fremd::A,yot,framandi
656,fremd::A,yot,ókunnugur
657,verschieden::A,turli,ýmis
658,nah::A,yaqindagi,nálægur
659,fern::A,uzoq,fjarri
660,fern::A,uzoq,fjarlægur
661,linker::A,so'l,vinstri
662,rechter::A,o'ng,hægri
663,anderer::A,boshqa,annar
664,erster::A,birinchi,fyrsti
665,zweiter::A,ikkinchi,annar
666,dritter::A,uchinchi,þriðji
667,letzter::A,oxirgi,síðasti
668,allein::ADV,o'zicha,einn
669,allein::ADV,o'zicha,aleinn
670,auf einmal::ADV,varakay,allt í einu
671,zusammen::ADV,barobar,saman
672,lange::ADV,uzoq,lengi
673,plötzlich::ADV,qo'qqisdan,skyndilega
674,sofort::ADV,darrov,strax
675,sofort::ADV,darrov,þegar í stað
676,später::ADV,so'ngra,seinna
677,jetzt::ADV,hozirgina,nú
678,jetzt::ADV,hozirgina,núna
679,heute::ADV,bugun,í dag
680,morgen::ADV,ärta,á morgun
681,bald::ADV,toz,brátt
682,bald::ADV,toz,bráðum
683,dann::ADV,keyin,svo
684,dann::ADV,keyin,síðan
685,gestern::ADV,kecha,í gær
686,einst::ADV,avvallari,forðum
687,damals::ADV,ugal,þá
688,damals::ADV,ugal,á þeim tímum
689,danach::ADV,so'ngra,á eftir því
690,vorher::ADV,avval,áður
691,zuerst::ADV,avval,fyrst
692,einmal::ADV,bir marta,einu sinni
693,manchmal::ADV,onda-sonda,stundum
694,oft::ADV,tez-tez,oft
695,immer::ADV,har vaqt,alltaf
696,immer::ADV,har vaqt,sífellt
697,niemals::ADV,hargiz,aldrei
698,hier::ADV,shu erda,hér
699,hierhin::ADV,beri,hingað
700,von hier::ADV,shu erdan,héðan
701,dort::ADV,ana,þar
702,dort::ADV,ana,þarna
703,dorthin::ADV,u yerga,þangað
704,geradeaus::ADV,to'g'ri,beint áfram
705,vorwärts::ADV,ilgari,áfram
706,rückwärts::ADV,qoloq,aftur á bak
707,zurück::ADV,orqada,aftur
708,zurück::ADV,orqada,til baka
709,unten::ADV,pastda,niðri
710,unten::ADV,pastda,fyrir neðan
711,hinab::ADV,tubanga,niður
712,hinab::ADV,tubanga,niður eftir
713,oben::ADV,ustida,uppi
714,hinauf::ADV,yuqorida,upp
715,hinauf::ADV,yuqorida,upp eftir
716,überall::ADV,har erda,alls staðar
717,nicht::ADV,ämas,ekki
718,ein wenig::ADV,biroz,dálítið
719,kaum::ADV,arang,varla
720,kaum::ADV,arang,tæplega
721,sehr::ADV,ancha,mjög
722,so::ADV,shunday,svo
723,so::ADV,shunday,þannig
724,noch::ADV,hali,enn
725,noch::ADV,hali,ennþá
726,nur::ADV,yolg'iz,bara
727,nur::ADV,yolg'iz,aðeins
728,schon::ADV,endi,nú þegar
729,wieder::ADV,yana,aftur
730,wieder::ADV,yana,að nýju
731,vergebens::ADV,bekorga,árangurslaust
732,vor::PRP,burun,fyrir
733,hinter::PRP,ketida,bak við
734,hinter::PRP,ketida,aftur fyrir
735,unter::PRP,ostida,undir
736,durch::PRP,bo'ylab,gegnum
737,neben::PRP,yonida,hjá
738,neben::PRP,yonida,við hliðina á
739,zwischen::PRP,orada,milli
740,zwischen::PRP,orada,á milli
741,wegen::PRP,sababli,vegna
742,dies::PRN,o'sha,þetta
743,das::PRN,narigi,það
744,alles::PRN,har nima,allt
745,ich::PRN,men,ég
746,du::PRN,sen,þú
747,er::PRN,u,hann
748,wir::PRN,biz,við
749,ihr::PRN,siz,þið
750,sie::PRN,ular,þær
751,sie::PRN,ular,þeir
752,was::FPRN,nima,hvað
753,wer::FPRN,kim,hver
754,wo::FADV,qaerda,hvar
755,wohin::FADV,qayerga,hvert
756,wie::FADV,qanday,hvernig
757,warum::FADV,nega,hvers vegna
758,wieviel::FNUM,qancha,hve mikill
759,eins::NUM,bir,einn
760,zwei::NUM,ikki,tveir
761,drei::NUM,uch,þrír
762,vier::NUM,to'rt,fjórir
763,fünf::NUM,besh,fimm
764,sechs::NUM,olti,sex
765,sieben::NUM,etti,sjö
766,acht::NUM,sakkiz,átta
767,neun::NUM,to'qqiz,níu
768,zehn::NUM,o'n,tíu
769,elf::NUM,o'n bir,ellefu
770,zwölf::NUM,o'n ikki,tólf
771,zwanzig::NUM,yigirma,tuttugu
772,dreißig::NUM,o'ttiz,þrjátíu
773,vierzig::NUM,qirq,fjörutíu
774,fünfzig::NUM,ällik,fimmtíu
775,sechzig::NUM,oltmish,sextíu
776,siebzig::NUM,etmish,sjötíu
777,achtzig::NUM,sakson,áttatíu
778,neunzig::NUM,to'qson,níutíu
779,hundert::NUM,yuz,hundrað
780,tausend::NUM,ming,þúsund
781,und::CNJ,va,og
782,oder::CNJ,yo,eða
783,stehen::V,turmoq,standa
784,sitzen::V,o'tirmoq,sitja
785,liegen::V,yotmoq,liggja
786,hängen::V,osilmoq,hanga
787,werden::V,bo'lmoq,verða
788,passieren::V,bo'lib o'tmoq,gerast
789,beginnen::V,boshlanmoq,byrja
790,enden::V,bitmoq,enda
791,enden::V,bitmoq,lykta
792,wechseln::V,o'zgarmoq,skipta
793,aufgehen[Sonne]::V,chiqmoq,koma upp
794,untergehen[Sonne]::V,botmoq,ganga til viðar
795,scheinen[Sonne]::V,yaraqlamoq,skína
796,donnern::V,gulduramoq,þruma
797,wehen::V,elpimoq,blása
798,strömen::V,oqmoq,streyma
799,fließen::V,oqmoq,fljóta
800,sich drehen::V,aylanmoq,snúast
