,Concept_ID,he,te
685,ihr::PRN,לה,మీరు
686,sie::PRN,הם,వారు
687,was::FPRN,מה,ఏమి
688,wer::FPRN,מי,ఎవడు
689,wo::FADV,איפה,ఎక్కడ
690,wohin::FADV,לאן,ఎందుకు
691,wie::FADV,איך,ఎట్టు
692,warum::FADV,למה,ఏల
693,wieviel::FNUM,כמה,ఎంత
694,eins::NUM,אחד,ఒకటి
695,zwei::NUM,שתים,రెండు
696,drei::NUM,שלושה,మూడు
697,vier::NUM,ארבעה,నాలుగు
698,fünf::NUM,חמשה,అయిదు
699,sechs::NUM,ששה,ఆఱు
700,sieben::NUM,שבעה,ఏరు
701,acht::NUM,שמונה,ఎనిమదు
702,neun::NUM,תשעה,తొమ్మిది
703,zehn::NUM,עשרה,పది
704,elf::NUM,אחת עשרה,పదునొకొండు
705,zwölf::NUM,שתים עשרה,పండ్రండు
706,zwanzig::NUM,עשרים,ఇరుపది
707,dreißig::NUM,שלושים,ముప్పది
708,vierzig::NUM,ארבעים,నలువది
709,fünfzig::NUM,חמשים,ఏబది
710,sechzig::NUM,ששים,అరుపది
711,siebzig::NUM,שבעים,డెబ్బది
712,achtzig::NUM,שמונים,ఎనుబది
713,neunzig::NUM,תשעים,తొంబది
714,hundert::NUM,מאה,నూఱు
715,tausend::NUM,אלף,వేయి
716,und::CNJ,ו,మఱియు
717,oder::CNJ,או,లేక
718,stehen::V,עמד,నిలుచు
719,sitzen::V,ישב,కూర్చుండు
720,liegen::V,שכב,పండుకొనుట
721,hängen::V,היה תלוי,వ్రేలాడదీయు
722,werden::V,הפך ל,అగు
723,passieren::V,קרה,సంభవించు
724,beginnen::V,התחיל,ఆరంభించు
725,enden::V,הסתים,తీరుట
726,wechseln::V,השתנה,మార్చు
727,aufgehen[Sonne]::V,זרח,ఉదయించు
728,untergehen[Sonne]::V,שקע,అస్తమించు
729,scheinen[Sonne]::V,בהק,ప్రకాశించు
730,donnern::V,רעם,ఉరుముట
731,wehen::V,נשב,దురద్పప్టము
732,strömen::V,זרם,పారుట
733,fließen::V,זרם,ప్రవహించు
734,sich drehen::V,הסתובב,తిరుగు
735,schwanken::V,התנודד,ఆడించుట
736,schwingen::V,התנענע,ఊగుట
737,fallen::V,נפל,పడు
738,brennen::V,בער,కాలుట
739,rauchen::V,עשן,పొగసుట
740,regnen::V,ירד גשם,కురిపించుట
741,gefrieren::V,קפא,గడ్డకట్టు
742,tauen::V,נמס,కరగు
743,schmelzen::V,התיך,కరగు
744,trocknen::V,התיבש,యెండుట
745,sieden::V,רתח,ఉడుకు
746,faulen::V,רקב,క్రుళ్లు
747,verfaulen::V,רקב,క్షిణించు
748,reißen::V,נקרע,చించు
749,versinken::V,טבע,మునుగు
750,vergehen::V,עבר,సంభవించు
751,erscheinen::V,נגלה,కనబడు
752,erscheinen::V,הופיע,కనబడు
753,verschwinden::V,נעלם,అదృశ్యమగు
754,sinken::V,ירד,ముణుగుట
755,abnehmen::V,הפחית,తగ్గు
756,zunehmen::V,רבה,పెరుగుట
757,steigen::V,עלה,లేచు
758,wachsen::V,גדל,పెరుగు
759,glänzen::V,נצץ,ప్రకాశించు
760,glänzen::V,בהק,ప్రకాశించు
761,funkeln::V,נצנץ,ప్రకాశించు
762,lärmen::V,רעש,అరుచుట
763,läuten::V,צלצל,మేళవించుట
764,klingeln::V,צלצל,వాయించుట
765,klirren::V,קרקש,ఘంటానాదము
766,brausen::V,געש,గర్జించు
767,rauschen::V,רשרש,చటచటమనుట
768,klingen::V,נשמע,ధ్వనించుట
769,bellen::V,נבח,అఱచు
770,heulen::V,ילל,కూయు
771,blasen::V,נשף,దురద్పప్టము
772,pfeifen::V,שרק,ఈలవేయు
773,schreien::V,צעק,అఱచు
774,stöhnen::V,נאנק,మూలుగు
775,zittern::V,רעד,వణకు
776,leben::V,חי,జీవించుట
777,geboren werden::V,נולד,పుట్టుట
778,atmen::V,נשם,ఉపిరి తీయు
779,trinken::V,שתה,త్రాగు
780,essen::V,אכל,తిను
781,schlucken::V,בלע,మ్రింగు
782,müde werden::V,התעיף,అలయు
783,einschlafen::V,נרדם,నిద్రించు
784,schlafen::V,ישן,నిద్రురించు
785,aufwachen::V,התעורר,మేలుకొను
786,aufstehen::V,קם,లేచు
787,sich erholen::V,נפש,నడ్డి వాల్చు
788,krank werden::V,חלה,జబ్బుపడు
789,krank sein::V,היה חולה,జబ్బు చేయు
790,schmerzen::V,כאב,నొచ్చుట
791,husten::V,השתעל,దగ్గుట
792,genesen::V,הבריא,కుదురుట
793,sterben::V,מת,మరణించు
794,umkommen::V,נספה,నశించు
795,sich bewegen::V,נע,కదలు
796,sich rühren::V,זז,కదలు
797,sich erheben::V,קם,లేచు
798,sich setzen::V,התישב,కూర్చుణ్డు
799,hinfallen::V,נפל,దొర్లు
800,laufen::V,הלך ברגל,నడచు
801,schreiten::V,פסע,అడుగుపెట్టుట
802,spazierengehen::V,טיל,పచారు చేయు
803,eilen::V,אץ,తొందరపడు
804,eilen::V,מהר,తొందరపడు
805,sich beeilen::V,מהר,త్వరపెట్టు
806,sausen::V,אץ,విసరికొట్టు
807,rennen::V,רץ,పరుగెత్తు
808,springen::V,קפץ,దుముకు
809,klettern::V,טפס,ఎక్కు
810,schaukeln::V,התנדנד,ఉయ్యాల ఊగు 
811,kriechen::V,זחל,ప్రాకు
812,schwimmen::V,שחה,ఈదు
813,tauchen::V,צלל,మునుగు
814,rudern::V,חתר,తెడ్లతోఁగడపు
815,fahren::V,נסע,నడపు
816,fliegen::V,עף,ఎగురు
817,gehen::V,הלך,పోవు
818,weggehen::V,עזב,బయలుదేరు
819,abfahren::V,יצא,విడిచిపోవు
820,anhalten::V,עצר,నిలుపు
821,hineingehen::V,נכנס,ప్రవేశించు
822,eintreten::V,נכנס,ప్రవేశించు
823,kommen::V,בא,వచ్చు
824,ankommen::V,הגיע,వచ్చి చేరు
825,zurückkommen::V,שב,తిరిగీవచ్చుట
826,zurückkommen::V,חזר,తిరిగీవచ్చుట
827,bleiben::V,נשאר,ఉండు
828,warten::V,חכה,కనిపెట్టు
829,warten::V,המתין,కనిపెట్టు
830,erwarten::V,צפה,నిరిక్షించు
831,suchen::V,חפש,వెదకు
832,finden::V,מצא,కనుగొను
833,versuchen::V,נסה,ప్రయత్నించు
834,vorbereiten::V,הכין,తయారుచేయు
835,lieben::V,אהב,ప్రేమించు
836,mögen::V,אהב,ఇష్టపడు
837,lachen::V,צחק,నవ్వు
838,rühren::V,נגע ללב,గుండె తాకు
839,weinen::V,בכה,వీడ్చు
840,schimpfen::V,גער,గొణుగు
841,sich ärgern::V,זעם,అలుగు
842,sich ärgern::V,כעס,అలుగు
843,sich fürchten::V,פחד,భయపడు
844,sich fürchten::V,חשש,భయపడు
845,fürchten::V,פחד מ,భయపడు
846,fürchten::V,חשש מ,భయపడు
847,fliehen::V,ברח,పాఱిపోపు
848,flüchten::V,נמלט,తప్పించుకొను
849,sehen::V,ראה,చూచు
850,anschauen::V,הביט,చూచు
851,ansehen::V,התבונן,కాచియుండు
852,hören::V,שמע,విను
853,zuhören::V,הקשיב,విను
854,probieren::V,נסה,చవిచూచుట
855,riechen::V,הריח,వాసనచూచు
856,fühlen::V,חש,స్పర్శించుట
857,scheinen::V,נדמה,కనబడు
858,zu sehen sein::V,נראה,చూవు
859,vernehmen::V,נודע ל,విను
860,frieren::V,קר ל,చలికి వడకు
861,tun::V,פעל,చేయు
862,können::V,יכל,గల
863,wollen::V,רצה,కోరు
864,anfangen::V,התחיל,ఆరంభించు
865,beenden::V,גמר,ముగించు
866,aufhören::V,סים,నిలుపు
867,gelingen::V,הצליח,గెలుపాందు
868,geraten::V,עלה,వెలువడు
869,öffnen::V,פתח,తెఱచు
870,schließen::V,סגר,మూయు
871,stellen::V,העמיד,ఉంచు
872,setzen::V,הושיב,ఉంచు
873,legen::V,שם,పెట్టు
874,berühren::V,נגע,తాకు
875,verbinden::V,קשר,చేర్చుట
876,bedecken::V,כסה,మూయు
877,aufhängen::V,תלה,వ్రేలాడదీయు
878,anzünden::V,הצית,వెలిగించు
879,aufheben::V,אסף,సేకరించు
880,zurücklassen::V,השאיר,విడుచు
881,verlieren::V,אבד,పోగొట్టుకొను
882,fallen lassen::V,שמט,జాఱవిడుచు
883,fallen lassen::V,הפיל,జాఱవిడుచు
884,machen::V,עשה,చేయు
885,herstellen::V,יצר,ఉత్పత్తిచేయు
886,bauen::V,בנה,నిర్మించు
887,reparieren::V,תקן,సరిచేయు
888,verbessern::V,שפר,వృద్ధి చేయు
889,ändern::V,שנה,మార్చు
890,graben::V,חפר,త్రవ్వు
891,beugen::V,כפף,వంచు
892,biegen::V,כופף,వంచు
893,drehen::V,סובב,నూలువడుకు
894,wenden::V,הפך,త్రిప్పు
895,umdrehen::V,סובב,త్రిప్పు
896,heben::V,הרים,ఎత్తు
897,hochheben::V,הרים,ఎత్తు
898,ergreifen::V,אחז,వశపఱచుకొను
899,halten::V,החזיק,ఉంచు
900,drücken::V,לחץ,అణచు
901,schieben::V,הזיז,నొక్కు
902,kratzen::V,שרט,గోకు
903,kratzen::V,שפשף,గోకు
904,lecken::V,לקק,నాకు
905,beißen::V,נשך,కఱచు
906,abreißen::V,קרע,తెగతెంచు
907,abschneiden::V,חתך,తెగకొట్టు
908,binden::V,קשר,కట్టు
909,stecken::V,תקע,తగులుకొనివుండుట
910,brechen::V,שבר,పగులగొట్టు
911,klopfen::V,נקש,కొట్టు
912,hauen::V,הכה,కొట్టు
913,kleben::V,הדביק,అంటుకొను
914,reiben::V,שפשף,రాచు
915,streichen::V,מרח,వ్యాపింపజేయు
916,schleifen::V,השחיז,రాచు
917,schneiden::V,גזר,కోయు
918,rütteln::V,נענע,కుదిలించుట
919,schütteln::V,נער,కదల్చు
920,schwenken::V,נופף,ఊచుట
921,schwenken::V,טלטל,ఊచుట
922,schütten::V,שפך,పోయు
923,füllen::V,מלא,నింపు
924,einwickeln::V,עטף,చుట్టు
925,tragen::V,נשא,మోయు
926,schleppen::V,סחב,ఈడ్చు
927,ziehen::V,משך,ఈడ్చు
928,aufbewahren::V,שמר,కాపాడు
929,werfen::V,זרק,విసరు
930,fangen::V,תפס,పట్టుకొను
931,packen::V,אחז,పట్టుకొను
932,verstecken::V,החביא,దాచు
933,teilen::V,חלק,భాగించు
934,schicken::V,שלח,పంపు
935,bringen::V,הביא,తెచ్చు
936,hinzufügen::V,הוסיף,చేర్చు
937,bekommen::V,תפס,సంపాదించు
938,erhalten::V,קבל,పుచ్చుకొను
939,nehmen::V,אחז,తీసికొను
940,wählen::V,בחר,ఇష్టపడు
941,auswählen::V,בחר ב,ఏరుకొను
942,bewahren::V,קים,భద్రపఱుచు
943,behindern::V,מנע,అడ్డగించుట
944,verderben::V,מנע,చెఱచు
945,beschädigen::V,הזיק,చెరుపుట
946,zerbrechen::V,נשבר,పగులగొట్టు
947,zerreißen::V,קרע,చించు
948,zerstören::V,הרס,వాశనము చేయు
949,zerstören::V,השמיד,వాశనము చేయు
950,verbrennen::V,שרף,కాల్చు
951,geben::V,נתן,ఇచ్చు
952,reichen::V,העביר,అందుకొనుట
953,schenken::V,נתן במתנה,అర్పించు
954,versprechen::V,הבטיח,వాగ్దత్తము చేయు
955,wünschen::V,אחל,కోరు
956,loben::V,שבח,స్తుతించు
957,küssen::V,נשק,ముద్దుపెట్టుకొను
958,wiegen::V,נדנד,ఊచుట
959,zudecken::V,כסה,మూయు
960,wecken::V,עורר,నిద్రపలేపుట
961,zeigen::V,הראה,చూవు
962,führen::V,הביא,దారిచూపు
963,führen::V,הוביל,దారిచూపు
964,lehren::V,למד,బోధించు
965,unterrichten::V,למד,నేర్పు
966,aufziehen::V,רומם,పెంచు
967,leiten::V,נהל,తీసుకపోవుట
968,antreiben::V,המרץ,ప్రేరేపించు
969,lassen::V,נתן,అనుమతించు
970,einladen::V,הזמין,ఆహ్వానించు
971,vereinigen::V,אחד,కూడుట
972,vereinigen::V,לכד,కూడుట
973,besuchen::V,בקר,పోయి చూచు
974,treffen::V,פגש,కలియు
975,sich versammeln::V,התאסף,కూర్చు
976,spielen::V,שחק,ఆట లాడు
977,singen::V,שר,పాడు
978,tanzen::V,רקד,నృత్యముచేయు
979,sich trennen::V,נפרד,ఎడబాయుట
980,verlassen::V,עזב,విడుచు
981,retten::V,הציל,తప్పించుట
982,bewachen::V,שמר,కాపాడు
983,schützen::V,אבטח,రక్షించు
984,verteidigen::V,הגן,రక్షించు
985,sich schlagen::V,התכתש,జగడమాడు
986,schießen::V,ירה,కాల్చు
987,siegen::V,גבר,గెలుచు
988,siegen::V,נצח,గెలుచు
989,ärgern::V,עצבן,పీడించుట
990,schlagen::V,הכה,కొట్టు
991,schlagen::V,הלקה,కొట్టు
992,treten::V,בעט,తన్ను
993,stechen::V,דקר,కుట్టు
994,stoßen::V,דחק,గెంటు
995,stehlen::V,גנב,దొంగిలించు
996,stören::V,קטע,కలతపఱచు
997,stören::V,הפריע,కలతపఱచు
998,belästigen::V,הציק,పీడించు
999,belästigen::V,הטריד,పీడించు
1000,verbergen::V,הצניע,దాచు
1001,täuschen::V,שגע,మోసము చేయు
1002,betrügen::V,הונה,మోసపుచ్చు
1003,töten::V,הרג,చంపు
1004,wohnen::V,גר,నివసించు
1005,arbeiten::V,עבד,పనిచేయు
1006,sammeln::V,אסף,ప్రోగుచేయు
1007,pflücken::V,קטף,యేరుట
1008,jagen::V,צד,వేటాడు
1009,fischen::V,דג,వెదకు
1010,fassen::V,תפס,పట్టుకొమ
1011,hüten::V,רעה,మందచేరుట
1012,treiben::V,הוציא,నడపు
1013,anbinden::V,קשר,కట్టు
1014,füttern::V,הלעיט,భోజనము పెట్టు
1015,melken::V,חלב,పాలు పితుకు
1016,hacken::V,קצץ,నఱకు
1017,gießen::V,השקה,నీళ్ళుకట్టుట
1018,reifen::V,בשל,పండుట
1019,zubereiten::V,הכין,వండు
1020,kochen::V,בשל,వండు
1021,backen::V,אפה,రొట్టెకాల్చు
1022,braten::V,צלה,వేపు
1023,braten::V,טגן,వేపు
1024,umrühren::V,ערבב,కదులుట
1025,stricken::V,סרג,అల్లు
1026,nähen::V,תפר,కుట్టు
1027,färben::V,צבע,రంగు వేయు
1028,reinigen::V,נקה,శుభ్రము చేయు
1029,waschen::V,רחץ,కడుగు
1030,waschen::V,כבס,కడుగు
1031,abwischen::V,נגב,తుడుచు
1032,spülen::V,שטף,నీటిలో జడించు
1033,fegen::V,טאטא,ఊడ్చు
1034,kehren::V,טאטא,ఊడ్చు
1035,baden::V,טבל,స్నానము చేయు
1036,baden::V,שחה,స్నానము చేయు
1037,sich waschen::V,התרחץ,కడుగు
1038,ausziehen::V,הוריד,విప్పు
1039,anziehen::V,לבש,ధరించు
1040,sich anziehen::V,התלבש,బట్టలు వేసుకొను
1041,sich anziehen::V,התלבש,తొడుగుకొను
1042,kämmen::V,סרק,దువ్వుట
1043,schmücken::V,קשט,అలంకరించు
1044,sagen::V,אמר,చెప్పు
1045,sprechen::V,דבר,చెప్పు
1046,reden::V,דבר,మాటలాడు
1047,sich unterhalten::V,שוחח,ముచ్చటలాడు
1048,fragen::V,שאל,ప్రశ్నించు
1049,bitten::V,בקש,కోరు
1050,erzählen::V,ספר,చెప్పు
1051,mitteilen::V,מסר,తెలియజేయు
1052,mitteilen::V,הודיע,తెలియజేయు
1053,nennen::V,קרא בשם,పేరు వెట్టు
1054,rufen::V,גיס,పిలుచు
1055,rufen::V,הזמין לבוא,పిలుచు
1056,prahlen::V,התרברב,జల్లి
1057,übersetzen::V,תרגם,తర్జుమాచేయు
1058,denken::V,חשב,ఆలోచించు
1059,glauben::V,האמין,నమ్ము
1060,bemerken::V,הבחין,గుర్తించు
1061,erkennen::V,זהה,గుర్తించు
1062,begreifen::V,קלט,గ్రహించు
1063,begreifen::V,הבין,గ్రహించు
1064,verstehen::V,הבין,గ్రహించు
1065,lernen::V,למד,నేర్చు కొను
1066,wissen::V,ידע,తెలిసికొను
1067,sich erinnern an::V,זכר,జ్ఞాపకముంచుకొను
1068,vergessen::V,שכח,మఱచిపోవు
1069,messen::V,מדד,కొలుచుట
1070,zählen::V,ספר,లెక్కపెట్టు
1071,rechnen::V,חשב,లెక్కపెట్టు
1072,lesen::V,קרא,చదువు
1073,malen::V,ציר,పూనుట
1074,zeichnen::V,שרטט,వ్రాసుట
1075,schreiben::V,כתב,వ్రాయు
1076,besitzen::V,היה בעל של,కలిగియుండు
1077,kaufen::V,קנה,కొను
1078,kaufen::V,רכש,కొను
1079,verkaufen::V,מכר,అమ్ము
1080,bezahlen::V,שלם,చెల్లించు
1081,zahlen::V,שלם,చెల్లించు
1082,beherrschen::V,שלט,ఏలు
1083,ertragen::V,סבל,భరించు
