,Concept_ID,fi,pt
836,letzter::A,viimeinen,último
837,allein::ADV,yksin,só
838,auf einmal::ADV,yhdellä kertaa,de vez
839,zusammen::ADV,yhdessä,juntos
840,lange::ADV,kauan,muito tempo
841,lange::ADV,pitkään,muito tempo
842,plötzlich::ADV,äkkiä,de repente
843,sofort::ADV,heti,imediatamente
844,später::ADV,myöhemmin,mais tarde
845,jetzt::ADV,nyt,agora
846,heute::ADV,tänään,hoje
847,morgen::ADV,huomenna,amanhã
848,bald::ADV,pian,logo
849,bald::ADV,pian,breve
850,dann::ADV,sitten,então
851,dann::ADV,sitten,depois
852,gestern::ADV,eilen,ontem
853,einst::ADV,aikanaan,antigamente
854,damals::ADV,silloin,então
855,damals::ADV,siihen aikaan,então
856,danach::ADV,sen jälkeen,logo
857,danach::ADV,sen jälkeen,depois
858,vorher::ADV,ennen,antes
859,zuerst::ADV,ensin,primeiro
860,zuerst::ADV,ensiksi,primeiro
861,einmal::ADV,kerran,uma vez
862,manchmal::ADV,joskus,às vezes
863,oft::ADV,usein,muitas vezes
864,immer::ADV,aina,sempre
865,niemals::ADV,ei koskaan,nunca
866,hier::ADV,tässä,cá
867,hier::ADV,tässä,aqui
868,hier::ADV,täällä,cá
869,hier::ADV,täällä,aqui
870,hierhin::ADV,tähän,para cá
871,von hier::ADV,tästä,daqui
872,von hier::ADV,täältä,daqui
873,dort::ADV,siinä,lá
874,dort::ADV,siinä,ali
875,dort::ADV,siellä,lá
876,dort::ADV,siellä,ali
877,dorthin::ADV,sinne,lá
878,dorthin::ADV,sinne,para lá
879,dorthin::ADV,tuonne,lá
880,dorthin::ADV,tuonne,para lá
881,geradeaus::ADV,suoraan,em frente
882,vorwärts::ADV,eteenpäin,avante
883,rückwärts::ADV,taaksepäin,para trás
884,zurück::ADV,takaisin,atrás
885,unten::ADV,alhaalla,debaixo
886,unten::ADV,alhaalla,em baixo
887,hinab::ADV,alas,para baixo
888,oben::ADV,ylhäällä,em cima
889,hinauf::ADV,ylös,para cima
890,überall::ADV,kaikkialla,em toda parte
891,nicht::ADV,ei,não
892,ein wenig::ADV,vähän,um pouco
893,ein wenig::ADV,vähän,um bocado
894,kaum::ADV,tuskin,apenas
895,sehr::ADV,kovin,muito
896,sehr::ADV,oikein,muito
897,so::ADV,näin,tão
898,so::ADV,näin,assim
899,noch::ADV,vielä,ainda
900,nur::ADV,vain,só
901,nur::ADV,vain,apenas
902,nur::ADV,vain,somente
903,nur::ADV,ainoastaan,só
904,nur::ADV,ainoastaan,apenas
905,nur::ADV,ainoastaan,somente
906,schon::ADV,jo,já
907,wieder::ADV,taas,outra vez
908,wieder::ADV,jälleen,outra vez
909,vergebens::ADV,turhaan,em vão
910,vor::PRP,edessä,diante de
911,hinter::PRP,takana,atrás de
912,unter::PRP,alla,sob
913,unter::PRP,alla,debaixo de
914,durch::PRP,läpi,por
915,durch::PRP,läpi,através de
916,durch::PRP,kautta,por
917,durch::PRP,kautta,através de
918,neben::PRP,vieressä,junto de
919,neben::PRP,vieressä,ao lado de
920,zwischen::PRP,välillä,entre
921,wegen::PRP,takia,por
922,wegen::PRP,takia,por causa de
923,wegen::PRP,vuoksi,por
924,wegen::PRP,vuoksi,por causa de
925,dies::PRN,tämä,isto
926,das::PRN,se,isso
927,das::PRN,se,aquilo
928,alles::PRN,kaikki,todo
929,ich::PRN,minä,eu
930,du::PRN,sinä,tu
931,er::PRN,hän,ele
932,wir::PRN,me,nós
933,ihr::PRN,te,vós
934,ihr::PRN,te,vocês
935,sie::PRN,he,eles
936,was::FPRN,mikä,quê
937,wer::FPRN,ken,quem
938,wer::FPRN,kuka,quem
939,wo::FADV,missä,onde
940,wohin::FADV,mihin,aonde
941,wohin::FADV,mihin,para onde
942,wie::FADV,miten,como
943,wie::FADV,kuinka,como
944,warum::FADV,miksi,porquê
945,warum::FADV,miksi,por que
946,wieviel::FNUM,paljonko,quanto
947,wieviel::FNUM,kuinka paljon,quanto
948,eins::NUM,yksi,um
949,zwei::NUM,kaksi,dois
950,drei::NUM,kolme,três
951,vier::NUM,neljä,quatro
952,fünf::NUM,viisi,cinco
953,sechs::NUM,kuusi,seis
954,sieben::NUM,seitsemän,sete
955,acht::NUM,kahdeksan,oito
956,neun::NUM,yhdeksän,nove
957,zehn::NUM,kymmenen,dez
958,elf::NUM,yksitoista,onze
959,zwölf::NUM,kaksitoista,doze
960,zwanzig::NUM,kaksikymmentä,vinte
961,dreißig::NUM,kolmekymmentä,trinta
962,vierzig::NUM,neljäkymmentä,quarenta
963,fünfzig::NUM,viisikymmentä,cinquenta
964,sechzig::NUM,kuusikymmentä,sessenta
965,siebzig::NUM,seitsemänkymmentä,setenta
966,achtzig::NUM,kahdeksankymmentä,oitenta
967,neunzig::NUM,yhdeksänkymmentä,noventa
968,hundert::NUM,sata,cem
969,hundert::NUM,sata,cento
970,tausend::NUM,tuhat,mil
971,und::CNJ,ja,e
972,oder::CNJ,tai,ou
973,stehen::V,seisoa,estar em pé
974,sitzen::V,istua,estar sentado
975,liegen::V,maata,jazer
976,liegen::V,maata,estar deitado
977,hängen::V,riippua,pender
978,hängen::V,riippua,estar pendurado
979,werden::V,tulla,tornar-se
980,werden::V,joutua,tornar-se
981,passieren::V,sattua,acontecer
982,passieren::V,tapahtua,acontecer
983,beginnen::V,alkaa,começar
984,enden::V,loppua,acabar
985,enden::V,loppua,terminar
986,enden::V,päättyä,acabar
987,enden::V,päättyä,terminar
988,wechseln::V,vaihtua,variar
989,wechseln::V,vaihtua,alternar
990,wechseln::V,vaihdella,variar
991,wechseln::V,vaihdella,alternar
992,aufgehen[Sonne]::V,nousta,nascer
993,untergehen[Sonne]::V,laskea,pôr-se
994,scheinen[Sonne]::V,paistaa,brilhar
995,donnern::V,jyristä,trovejar
996,wehen::V,tuulla,soprar
997,wehen::V,puhaltaa,soprar
998,strömen::V,virrata,correr
999,fließen::V,valua,fluir
1000,fließen::V,juosta,fluir
1001,sich drehen::V,pyöriä,girar
1002,schwanken::V,horjua,oscilar
1003,schwingen::V,heilua,vibrar
1004,schwingen::V,värähdellä,vibrar
1005,fallen::V,pudota,cair
1006,fallen::V,langeta,cair
1007,brennen::V,palaa,arder
1008,rauchen::V,savuta,fumegar
1009,regnen::V,sataa,chover
1010,gefrieren::V,jäätyä,gelar
1011,gefrieren::V,jäätyä,congelar
1012,tauen::V,sulaa,derreter
1013,tauen::V,sulaa,descongelar
1014,schmelzen::V,sulaa,fundir-se
1015,trocknen::V,kuivua,secar
1016,sieden::V,kiehua,ferver
1017,faulen::V,mädätä,estragar-se
1018,verfaulen::V,mädätä,apodrecer
1019,verfaulen::V,mädäntyä,apodrecer
1020,reißen::V,revetä,romper-se
1021,versinken::V,upota,afundar-se
1022,versinken::V,vajota,afundar-se
1023,vergehen::V,kulua,passar
1024,erscheinen::V,ilmestyä,aparecer
1025,verschwinden::V,kadota,desaparecer
1026,sinken::V,vajota,descer
1027,abnehmen::V,vähetä,diminuir
1028,abnehmen::V,vähetä,decrescer
1029,zunehmen::V,kasvaa,crescer
1030,zunehmen::V,kasvaa,aumentar
1031,zunehmen::V,lisääntyä,crescer
1032,zunehmen::V,lisääntyä,aumentar
1033,steigen::V,nousta,subir
1034,wachsen::V,kasvaa,crescer
1035,glänzen::V,kiiltää,brilhar
1036,funkeln::V,kipinöidä,cintilar
1037,lärmen::V,meluta,fazer barulho
1038,läuten::V,soida,chocalhar
1039,klingeln::V,soida,tocar
1040,klirren::V,kalista,tinir
1041,brausen::V,kohista,bramar
1042,rauschen::V,kohista,murmurar
1043,rauschen::V,kohista,rumorejar
1044,klingen::V,soida,soar
1045,bellen::V,haukkua,ladrar
1046,heulen::V,ulvoa,uivar
1047,blasen::V,puhaltaa,soprar
1048,pfeifen::V,viheltää,assobiar
1049,schreien::V,kirkua,gritar
1050,stöhnen::V,voihkia,gemer
1051,zittern::V,vapista,tremer
1052,leben::V,elää,viver
1053,geboren werden::V,syntyä,nascer
1054,atmen::V,hengittää,respirar
1055,trinken::V,juoda,beber
1056,essen::V,syödä,comer
1057,schlucken::V,niellä,engolir
1058,müde werden::V,uupua,cansar-se
1059,einschlafen::V,uinahtaa,adormecer
1060,schlafen::V,maata,dormir
1061,schlafen::V,nukkua,dormir
1062,aufwachen::V,herätä,acordar
1063,aufstehen::V,nousta,levantar-se
1064,aufstehen::V,nousta ylös,levantar-se
1065,sich erholen::V,levätä,descansar
1066,krank werden::V,sairastua,adoecer
1067,krank werden::V,sairastua,ficar doente
1068,krank sein::V,potea,estar doente
1069,krank sein::V,sairastaa,estar doente
1070,schmerzen::V,särkeä,doer
1071,schmerzen::V,kivistää,doer
1072,husten::V,yskiä,tossir
1073,genesen::V,toipua,convalescer
1074,sterben::V,kuolla,morrer
1075,umkommen::V,saada surmansa,perecer
1076,umkommen::V,kuolla,perecer
1077,sich bewegen::V,liikkua,mover-se
1078,sich rühren::V,liikahtaa,mexer-se
1079,sich erheben::V,nousta,levantar-se
1080,sich setzen::V,istuutua,sentar-se
1081,hinfallen::V,kaatua,cair
1082,laufen::V,kävellä,andar
1083,laufen::V,kävellä,caminhar
1084,schreiten::V,astua,andar
1085,schreiten::V,astua,caminhar
1086,schreiten::V,astella,andar
1087,schreiten::V,astella,caminhar
1088,spazierengehen::V,kävellä,passear
1089,eilen::V,kiirehtiä,apressar-se
1090,sich beeilen::V,kiirehtiä,apressar-se
1091,sich beeilen::V,kiirehtiä,despachar-se
1092,sich beeilen::V,olla kiireissään,apressar-se
1093,sich beeilen::V,olla kiireissään,despachar-se
1094,sausen::V,rynnätä,correr
1095,sausen::V,viilettää,correr
1096,rennen::V,juosta,correr
1097,springen::V,hypätä,saltar
1098,klettern::V,kiivetä,trepar
1099,schaukeln::V,kiikkua,baloiçar
1100,kriechen::V,ryömiä,rastejar
1101,kriechen::V,ryömiä,arrastar-se
1102,schwimmen::V,uida,nadar
1103,tauchen::V,sukeltaa,mergulhar
1104,rudern::V,soutaa,remar
1105,fahren::V,ajaa,ir
1106,fahren::V,kulkea,ir
1107,fliegen::V,lentää,voar
1108,gehen::V,käydä,ir
1109,gehen::V,käydä,andar
1110,weggehen::V,lähteä,partir
1111,weggehen::V,lähteä,ir-se embora
1112,weggehen::V,poistua,partir
1113,weggehen::V,poistua,ir-se embora
1114,abfahren::V,lähteä,sair
1115,abfahren::V,lähteä,partir
1116,anhalten::V,pysähtyä,parar
1117,anhalten::V,seisahtua,parar
1118,hineingehen::V,mennä sisään,entrar
1119,eintreten::V,astua sisään,entrar
1120,kommen::V,tulla,vir
1121,ankommen::V,saapua,chegar
1122,zurückkommen::V,palata,voltar
1123,zurückkommen::V,palata,regressar
1124,bleiben::V,jäädä,ficar
1125,bleiben::V,jäädä,permanecer
1126,bleiben::V,viipyä,ficar
1127,bleiben::V,viipyä,permanecer
1128,warten::V,odottaa,esperar
1129,erwarten::V,odottaa,esperar
1130,erwarten::V,odottaa,aguardar
1131,suchen::V,etsiä,buscar
1132,suchen::V,etsiä,procurar
1133,finden::V,löytää,achar
1134,finden::V,löytää,encontrar
1135,versuchen::V,yrittää,tentar
1136,vorbereiten::V,valmistaa,preparar
1137,lieben::V,pitää,amar
1138,lieben::V,pitää,querer
1139,lieben::V,rakastaa,amar
1140,lieben::V,rakastaa,querer
1141,mögen::V,pitää,gostar de
1142,mögen::V,tykätä,gostar de
1143,lachen::V,nauraa,rir
1144,lachen::V,nauraa,rir-se
1145,rühren::V,liikuttaa,comover
1146,weinen::V,itkeä,chorar
1147,schimpfen::V,haukkua,ralhar
1148,sich ärgern::V,suuttua,zangar-se
1149,sich fürchten::V,pelätä,ter medo de
1150,sich fürchten::V,pelätä,ter receio de
1151,fürchten::V,pelätä,temer
1152,fürchten::V,pelätä,recear
1153,fliehen::V,paeta,fugir
1154,flüchten::V,paeta,refugiar-se
1155,sehen::V,nähdä,ver
1156,anschauen::V,katsoa,olhar
1157,ansehen::V,katsoa,mirar
1158,hören::V,kuulla,ouvir
1159,zuhören::V,kuunnella,escutar
1160,probieren::V,maistaa,provar
1161,probieren::V,maistaa,saborear
1162,riechen::V,haistaa,cheirar
1163,fühlen::V,tuntea,sentir
1164,scheinen::V,tuntua,parecer
1165,zu sehen sein::V,näkyä,estar à vista
1166,vernehmen::V,kuulla,ouvir
1167,frieren::V,palella,ter frio
1168,tun::V,tehdä,fazer
1169,können::V,osata,saber
1170,wollen::V,tahtoa,querer
1171,anfangen::V,ruveta,iniciar
1172,anfangen::V,aloittaa,iniciar
1173,beenden::V,lopettaa,acabar
1174,beenden::V,lopettaa,terminar
1175,aufhören::V,loppua,cessar
1176,aufhören::V,loppua,desistir
1177,gelingen::V,onnistua,sair bem
1178,gelingen::V,onnistua,dar bom resultado
1179,geraten::V,sujua,sair
1180,geraten::V,sujua,dar resultado
1181,geraten::V,joutua,sair
1182,geraten::V,joutua,dar resultado
1183,öffnen::V,avata,abrir
1184,öffnen::V,aukaista,abrir
1185,schließen::V,sulkea,fechar
1186,stellen::V,panna,pôr
1187,stellen::V,panna,colocar
1188,stellen::V,asettaa,pôr
1189,stellen::V,asettaa,colocar
1190,setzen::V,panna,pôr
1191,setzen::V,panna,meter
1192,setzen::V,istuttaa,pôr
1193,setzen::V,istuttaa,meter
1194,legen::V,panna,pôr
1195,legen::V,panna,meter
1196,legen::V,asettaa,pôr
1197,legen::V,asettaa,meter
1198,berühren::V,koskea,tocar
1199,berühren::V,koskettaa,tocar
1200,verbinden::V,liittää,unir
1201,verbinden::V,liittää,ligar
1202,verbinden::V,yhdistää,unir
1203,verbinden::V,yhdistää,ligar
1204,bedecken::V,kattaa,cobrir
1205,bedecken::V,peittää,cobrir
1206,aufhängen::V,ripustaa,pendurar
1207,anzünden::V,sytyttää,acender
1208,aufheben::V,ylös nostaa,apanhar
1209,aufheben::V,ylös nostaa,levantar
1210,aufheben::V,nostaa,apanhar
1211,aufheben::V,nostaa,levantar
1212,zurücklassen::V,jättää,deixar
1213,verlieren::V,kadottaa,perder
1214,fallen lassen::V,pudottaa,deixar cair
1215,machen::V,tehdä,fazer
1216,herstellen::V,tuottaa,produzir
1217,herstellen::V,valmistaa,produzir
1218,bauen::V,rakentaa,edificar
1219,bauen::V,rakentaa,construir
1220,reparieren::V,korjata,reparar
1221,reparieren::V,korjata,consertar
1222,verbessern::V,parantaa,melhorar
1223,ändern::V,muuttaa,mudar
1224,ändern::V,muuttaa,alterar
1225,graben::V,kaivaa,cavar
1226,beugen::V,taivuttaa,curvar
1227,biegen::V,taivuttaa,vergar
1228,drehen::V,kääntää,girar
1229,wenden::V,kääntää,virar
1230,wenden::V,kääntää,voltar
1231,umdrehen::V,kääntää,virar
1232,umdrehen::V,kääntää,revolver
1233,heben::V,nostaa,levantar
1234,heben::V,kohottaa,levantar
1235,hochheben::V,nostaa,erguer
1236,hochheben::V,nostaa,levantar
1237,ergreifen::V,tarttua,apanhar
1238,halten::V,pitää,segurar
1239,drücken::V,painaa,apertar
1240,drücken::V,puristaa,apertar
1241,schieben::V,työntää,empurrar
1242,kratzen::V,raapia,raspar
1243,lecken::V,nuolla,lamber
1244,beißen::V,purra,morder
1245,abreißen::V,repiä,arrancar
1246,abschneiden::V,leikata poikki,talhar
1247,abschneiden::V,leikata,talhar
1248,binden::V,sitoa,ligar
1249,stecken::V,pistää,meter
1250,stecken::V,pistää,enfiar
1251,brechen::V,murtaa,romper
1252,brechen::V,murtaa,quebrar
1253,klopfen::V,koputtaa,bater
1254,klopfen::V,kolkuttaa,bater
1255,hauen::V,lyödä,bater
1256,kleben::V,liimata,colar
1257,reiben::V,hieroa,esfregar
1258,reiben::V,hangata,esfregar
1259,streichen::V,sivellä,barrar
1260,schleifen::V,hioa,afiar
1261,schneiden::V,leikata,cortar
1262,rütteln::V,ravistaa,sacudir
1263,schütteln::V,pudistaa,abanar
1264,schütteln::V,pudistaa,sacudir
1265,schwenken::V,heiluttaa,agitar
1266,schütten::V,kaataa,deitar
1267,füllen::V,täyttää,encher
1268,einwickeln::V,kääriä,envolver
1269,einwickeln::V,kääriä,embrulhar
1270,tragen::V,kantaa,levar
1271,tragen::V,kantaa,trazer
1272,schleppen::V,raahata,arrastar
1273,ziehen::V,vetää,puxar
1274,aufbewahren::V,säilyttää,guardar
1275,aufbewahren::V,säilyttää,conservar
1276,werfen::V,viskata,lançar
1277,fangen::V,napata,apanhar
1278,fangen::V,ottaa kiinni,apanhar
1279,packen::V,tarttua,agarrar
1280,verstecken::V,kätkeä,esconder
1281,verstecken::V,piilottaa,esconder
1282,teilen::V,jakaa,partir
1283,teilen::V,jakaa,dividir
1284,schicken::V,lähettää,enviar
1285,bringen::V,viedä,trazer
1286,hinzufügen::V,lisätä,acrescentar
1287,bekommen::V,saada,obter
1288,erhalten::V,saada,receber
1289,nehmen::V,ottaa,tomar
1290,wählen::V,valita,eleger
1291,wählen::V,valita,escolher
1292,auswählen::V,valikoida,escolher
1293,auswählen::V,valikoida,seleccionar
1294,bewahren::V,säilyttää,guardar
1295,bewahren::V,säilyttää,conservar
1296,behindern::V,estää,impedir
1297,verderben::V,pilata,estragar
1298,verderben::V,pilata,corromper
1299,verderben::V,turmella,estragar
1300,verderben::V,turmella,corromper
1301,beschädigen::V,vioittaa,danificar
1302,beschädigen::V,vahingoittaa,danificar
1303,zerbrechen::V,rikkoa,romper
1304,zerbrechen::V,rikkoa,quebrar
1305,zerreißen::V,repiä rikki,rasgar
1306,zerreißen::V,repiä palasiksi,rasgar
1307,zerstören::V,hävittää,destruir
1308,verbrennen::V,polttaa,queimar
1309,geben::V,antaa,dar
1310,reichen::V,ojentaa,passar
1311,schenken::V,lahjoittaa,oferecer
1312,versprechen::V,luvata,prometer
1313,wünschen::V,toivottaa,desejar
1314,loben::V,ylistää,louvar
1315,küssen::V,suudella,beijar
1316,wiegen::V,tuudittaa,embalar
1317,wiegen::V,keinuttaa,embalar
1318,zudecken::V,peittää,tapar
1319,zudecken::V,peittää,cobrir
1320,wecken::V,herättää,acordar
1321,wecken::V,herättää,despertar
1322,zeigen::V,näyttää,mostrar
1323,zeigen::V,osoittaa,mostrar
1324,führen::V,johdattaa,guiar
1325,führen::V,johdattaa,conduzir
1326,lehren::V,opettaa,ensinar
1327,unterrichten::V,opettaa,instruir
1328,aufziehen::V,kasvattaa,criar
1329,leiten::V,johtaa,dirigir
1330,leiten::V,johtaa,conduzir
1331,antreiben::V,hoputtaa,impelir
1332,lassen::V,antaa,fazer
1333,einladen::V,kutsua,convidar
1334,vereinigen::V,yhdistää,unir
1335,vereinigen::V,yhdistää,reunir
1336,besuchen::V,vierailla,ir ver
1337,besuchen::V,vierailla,visitar
1338,treffen::V,tavata,encontrar
1339,sich versammeln::V,kokoontua,reunir-se
1340,spielen::V,pelata,jogar
1341,spielen::V,pelata,brincar
1342,spielen::V,leikkiä,jogar
1343,spielen::V,leikkiä,brincar
1344,singen::V,laulaa,cantar
1345,tanzen::V,tanssia,bailar
1346,sich trennen::V,erota,apartar-se
1347,verlassen::V,jättää,deixar
1348,verlassen::V,jättää,abandonar
1349,retten::V,pelastaa,salvar
1350,bewachen::V,vartioida,vigiar
1351,bewachen::V,vartioida,guardar
1352,schützen::V,suojella,proteger
1353,verteidigen::V,puolustaa,defender
1354,sich schlagen::V,tapella,brigar
1355,sich schlagen::V,tapella,bater-se
1356,schießen::V,ampua,disparar
1357,siegen::V,voittaa,vencer
1358,ärgern::V,ärsyttää,irritar
1359,ärgern::V,ärsyttää,aborrecer
1360,schlagen::V,lyödä,bater
1361,treten::V,potkaista,pisar
1362,stechen::V,pistää,picar
1363,stoßen::V,sysätä,empurrar
1364,stoßen::V,työntää,empurrar
1365,stehlen::V,varastaa,furtar
1366,stören::V,häiritä,perturbar
1367,belästigen::V,häiritä,incomodar
1368,belästigen::V,häiritä,importunar
1369,verbergen::V,kätkeä,ocultar
1370,verbergen::V,kätkeä,esconder
1371,täuschen::V,harhauttaa,iludir
1372,täuschen::V,harhauttaa,enganar
1373,betrügen::V,pettää,burlar
1374,betrügen::V,pettää,enganar
1375,betrügen::V,petkuttaa,burlar
1376,betrügen::V,petkuttaa,enganar
1377,töten::V,tappaa,matar
1378,wohnen::V,asua,morar
1379,arbeiten::V,tehdä työtä,trabalhar
1380,arbeiten::V,työskennellä,trabalhar
1381,sammeln::V,koota,recolher
1382,sammeln::V,koota,coleccionar
1383,sammeln::V,kerätä,recolher
1384,sammeln::V,kerätä,coleccionar
1385,pflücken::V,poimia,colher
1386,jagen::V,metsästää,caçar
1387,fischen::V,kalastaa,pescar
1388,fassen::V,pyydystää,apanhar
1389,fassen::V,saalistaa,apanhar
1390,hüten::V,paimentaa,guardar
1391,treiben::V,ajaa,conduzir
1392,anbinden::V,kytkeä,atar
1393,füttern::V,ruokkia,dar de comer a
1394,melken::V,lypsää,ordenhar
1395,hacken::V,hakata,rachar
1396,gießen::V,kastella,regar
1397,reifen::V,kypsyä,amadurecer
1398,zubereiten::V,valmistaa,preparar
1399,kochen::V,keittää,cozer
1400,backen::V,leipoa,cozer
1401,braten::V,paistaa,assar
1402,braten::V,paistaa,fritar
1403,umrühren::V,hämmentää,remexer
1404,stricken::V,kutoa,tricotar
1405,stricken::V,kutoa,fazer malha
1406,stricken::V,neuloa,tricotar
1407,stricken::V,neuloa,fazer malha
1408,nähen::V,ommella,coser
1409,nähen::V,ommella,costurar
1410,färben::V,värjätä,tingir
1411,färben::V,värjätä,colorir
1412,färben::V,värittää,tingir
1413,färben::V,värittää,colorir
1414,reinigen::V,puhdistaa,limpar
1415,reinigen::V,puhdistaa,purificar
1416,waschen::V,pestä,lavar
1417,abwischen::V,pyyhkiä,limpar
1418,abwischen::V,pyyhkiä,esfregar
1419,spülen::V,huuhtoa,lavar
1420,spülen::V,huuhtoa,enxaguar
1421,fegen::V,pyyhkäistä,varrer
1422,kehren::V,lakaista,varrer
1423,baden::V,kylpeä,banhar
1424,baden::V,kylpeä,tomar banho
1425,sich waschen::V,peseytyä,lavar-se
1426,ausziehen::V,riisua,despir
1427,anziehen::V,pukea ylleen,vestir
1428,sich anziehen::V,pukeutua,vestir-se
1429,kämmen::V,kammata,pentear
1430,schmücken::V,koristaa,adornar
1431,schmücken::V,kaunistaa,adornar
1432,sagen::V,sanoa,dizer
1433,sprechen::V,puhua,falar
1434,reden::V,keskustella,falar
1435,sich unterhalten::V,jutella,conversar
1436,fragen::V,kysyä,perguntar
1437,bitten::V,pyytää,pedir
1438,erzählen::V,kertoa,contar
1439,mitteilen::V,ilmoittaa,comunicar
1440,mitteilen::V,ilmoittaa,participar
1441,nennen::V,kutsua,nomear
1442,nennen::V,kutsua,apelidar
1443,nennen::V,nimittää,nomear
1444,nennen::V,nimittää,apelidar
1445,rufen::V,kutsua,chamar
1446,prahlen::V,kerskailla,gabar-se
1447,prahlen::V,kerskailla,vangloriar-se
1448,übersetzen::V,kääntää,traduzir
1449,denken::V,miettiä,pensar
1450,denken::V,ajatella,pensar
1451,glauben::V,uskoa,crer
1452,bemerken::V,huomata,notar
1453,bemerken::V,huomata,observar
1454,erkennen::V,tunnistaa,reconhecer
1455,begreifen::V,ymmärtää,apreender
1456,begreifen::V,ymmärtää,compreender
1457,verstehen::V,ymmärtää,entender
1458,verstehen::V,ymmärtää,compreender
1459,lernen::V,oppia,aprender
1460,wissen::V,tietää,saber
1461,sich erinnern an::V,muistaa,lembrar-se de
1462,sich erinnern an::V,muistaa,recordar-se de
1463,vergessen::V,unohtaa,esquecer
1464,messen::V,mitata,medir
1465,zählen::V,laskea,contar
1466,rechnen::V,laskea,calcular
1467,lesen::V,lukea,ler
1468,malen::V,maalata,pintar
1469,zeichnen::V,piirtää,desenhar
1470,zeichnen::V,piirustaa,desenhar
1471,schreiben::V,kirjoittaa,escrever
1472,besitzen::V,omistaa,possuir
1473,kaufen::V,ostaa,comprar
1474,verkaufen::V,myydä,vender
1475,bezahlen::V,maksaa,pagar
1476,zahlen::V,maksaa,pagar
1477,beherrschen::V,hallita,imperar
1478,ertragen::V,kestää,suportar
