,Concept_ID,cy,ba
755,vorher::ADV,o'r blaen,элек
756,zuerst::ADV,yn gyntaf,башта
757,einmal::ADV,unwaith,бер
758,manchmal::ADV,weithiau,ҡайһы берҙә
759,manchmal::ADV,ar brydiau,ҡайһы берҙә
760,oft::ADV,yn aml,йыш
761,oft::ADV,yn fynych,йыш
762,immer::ADV,bob amser,һәр ҡасан
763,niemals::ADV,ni ... byth,бер ҡасан да
764,niemals::ADV,ni ... byth,бер ваҡытта ла
765,niemals::ADV,ni ... erioed,бер ҡасан да
766,niemals::ADV,ni ... erioed,бер ваҡытта ла
767,hier::ADV,yma,бында
768,hierhin::ADV,hyd yma,бында
769,von hier::ADV,oddi yma,бынан
770,von hier::ADV,oddi yma,ошонан
771,dort::ADV,acw,шунда
772,dort::ADV,acw,тегендә
773,dorthin::ADV,tuag yno,шунда
774,dorthin::ADV,tuag yno,тегеләй
775,geradeaus::ADV,syth ymlaen,тура
776,vorwärts::ADV,ymlaen,алға
777,rückwärts::ADV,yn ôl,кирегә
778,zurück::ADV,yn ôl,кирегә
779,unten::ADV,isod,түбәндә
780,unten::ADV,oddi tanodd,түбәндә
781,hinab::ADV,i lawr,түбәнгә
782,hinab::ADV,i waered,түбәнгә
783,oben::ADV,fry,юғарыла
784,hinauf::ADV,i fyny,юғарыға
785,hinauf::ADV,i'r lan,юғарыға
786,überall::ADV,ym mhobman,бөтә урында
787,nicht::ADV,ni,тугел
788,nicht::ADV,nid,тугел
789,ein wenig::ADV,tipyn,аҙ
790,ein wenig::ADV,ychydig,аҙ
791,kaum::ADV,prin,көскә
792,kaum::ADV,prin,саҡ-саҡ
793,sehr::ADV,iawn,ифат
794,so::ADV,fel,шулай
795,so::ADV,felly,шулай
796,noch::ADV,eto,йәнә
797,nur::ADV,yn unig,бары
798,schon::ADV,eisoes,инде
799,schon::ADV,yn barod,инде
800,wieder::ADV,drachefn,тағы
801,vergebens::ADV,yn ofer,бушҡа
802,vor::PRP,o flaen,алдында
803,hinter::PRP,ar ôl,артында
804,unter::PRP,islaw,аҫтында
805,durch::PRP,trwy,үтә
806,neben::PRP,ar bwys,эргәһендә
807,zwischen::PRP,rhwng,араһында
808,zwischen::PRP,cydrhwng,араһында
809,wegen::PRP,o achos,өсөн
810,wegen::PRP,o achos,сәбәпле
811,wegen::PRP,oherwydd,өсөн
812,wegen::PRP,oherwydd,сәбәпле
813,dies::PRN,hyn,был
814,dies::PRN,hyn,ошо
815,das::PRN,hynny,ул
816,alles::PRN,popeth,бөтә
817,ich::PRN,fi,мин
818,du::PRN,ti,һин
819,er::PRN,fe,ул
820,wir::PRN,ni,беҙ
821,ihr::PRN,chi,һеҙ
822,sie::PRN,hwy,улар
823,was::FPRN,pa beth,ә
824,was::FPRN,pa beth,ни
825,was::FPRN,pa beth,нәмә
826,wer::FPRN,pwy,ҡем
827,wo::FADV,ble,ҡайҙа
828,wo::FADV,ym mha le,ҡайҙа
829,wohin::FADV,i ble,ҡайҙа
830,wohin::FADV,i ba le,ҡайҙа
831,wie::FADV,sut,инидәй
832,warum::FADV,pam,ин өсөн
833,wieviel::FNUM,faint,күпме
834,eins::NUM,un,бер
835,zwei::NUM,dau,ике
836,zwei::NUM,dau,икәү
837,drei::NUM,tri,өс
838,vier::NUM,pedwar,дүрт
839,fünf::NUM,pump,биш
840,sechs::NUM,chwech,алты
841,sieben::NUM,saith,ете
842,acht::NUM,wyth,һигеҙ
843,neun::NUM,naw,туғыҙ
844,zehn::NUM,deg,ун
845,elf::NUM,un ar ddeg,ун бер
846,zwölf::NUM,deuddeg,ун ике
847,zwölf::NUM,un deg dau,ун ике
848,zwanzig::NUM,ugain,егерме
849,dreißig::NUM,tri deg,утыҙ
850,dreißig::NUM,deg ar hugain,утыҙ
851,vierzig::NUM,deugain,ҡырҡ
852,fünfzig::NUM,hanner cant,илле
853,sechzig::NUM,chwe deg,алтмыш
854,siebzig::NUM,saith deg,етмеш
855,siebzig::NUM,deg a thrigain,етмеш
856,achtzig::NUM,wyth deg,һикһән
857,achtzig::NUM,pedar ugain,һикһән
858,neunzig::NUM,naw deg,туҡһан
859,neunzig::NUM,deg a phedwar ugain,туҡһан
860,hundert::NUM,cant,йөҙ
861,tausend::NUM,mil,мең
862,und::CNJ,a,да
863,oder::CNJ,neu,йәки
864,stehen::V,sefyll,тороу
865,sitzen::V,eistedd,ултырыу
866,liegen::V,gorwedd,ятыу
867,hängen::V,hongian,аҫылынып тороу
868,werden::V,dod yn,булыу
869,werden::V,mynd yn,булыу
870,passieren::V,digwydd,булыу
871,beginnen::V,cychwyn,башлау
872,enden::V,gorffen,бөтөү
873,enden::V,gorffen,тамамланыү
874,wechseln::V,newid,үҙгәреү
875,aufgehen[Sonne]::V,codi,ҡалҡыу
876,untergehen[Sonne]::V,machlud,байыу
877,scheinen[Sonne]::V,tywynnu,яҡтыртып тороу
878,donnern::V,taranu,күкрәү
879,wehen::V,chwythu,иҫеү
880,strömen::V,ffrydio,ташыу
881,fließen::V,llifo,ағыу
882,sich drehen::V,troi,әйләнеү
883,sich drehen::V,cylchdroi,әйләнеү
884,schwanken::V,siglo,тирбәлеү
885,schwingen::V,siglo,бәүетеү
886,fallen::V,cwympo,йығылыу
887,brennen::V,llosgi,яныу
888,rauchen::V,mygu,төтәү
889,regnen::V,glawio,ямғыр яуа
890,gefrieren::V,rhewi,туңыү
891,tauen::V,toddi,иреү
892,tauen::V,meirioli,иреү
893,schmelzen::V,toddi,иреү
894,trocknen::V,sychu,кибеү
895,sieden::V,berwi,ҡайнау
896,faulen::V,pydru,сереу
897,faulen::V,braenu,сереу
898,verfaulen::V,pydru,сереу
899,verfaulen::V,dadfeilio,сереу
900,reißen::V,clecian,өҙөү
901,reißen::V,clecian,йыртылыу
902,reißen::V,torri'n glats,өҙөү
903,reißen::V,torri'n glats,йыртылыу
904,versinken::V,suddo,батыу
905,vergehen::V,myned heibio,үтеү
906,vergehen::V,pasio,үтеү
907,erscheinen::V,ymddangos,килеп сығыу
908,verschwinden::V,diflannu,юғалыу
909,sinken::V,syrthio,түбәнәйеү
910,abnehmen::V,lleihau,кәметеү
911,zunehmen::V,cynyddu,артыу
912,steigen::V,codi,күтәрелеү
913,wachsen::V,tyfu,үҫеү
914,glänzen::V,disgleirio,ялтырау
915,funkeln::V,pefrio,баҙлау
916,lärmen::V,cadw sŵn,шаулау
917,lärmen::V,gwneud twrw,шаулау
918,läuten::V,canu,ҡағыу
919,klingeln::V,canu,ҡағыу
920,klingeln::V,canu,шылтыратыу
921,klingeln::V,seinio,ҡағыу
922,klingeln::V,seinio,шылтыратыу
923,klirren::V,tincian,шылтыратыу
924,brausen::V,rhuo,ҡотороноу
925,rauschen::V,siffrwd,шыптырлау
926,rauschen::V,chwithrwd,шыптырлау
927,klingen::V,seinio,яңғырау
928,bellen::V,cyfarth,өрөү
929,heulen::V,udo,олоу
930,heulen::V,oernadu,олоу
931,blasen::V,chwythu,өрөү
932,pfeifen::V,chwibanu,һызғырып ебәреү
933,schreien::V,gweiddi,ҡысҡырыу
934,schreien::V,bloeddio,ҡысҡырыу
935,stöhnen::V,griddfan,уңғырашыу
936,zittern::V,crynu,ҡалтырау
937,leben::V,byw,йәшәү
938,geboren werden::V,cael eich geni,тыуыу
939,atmen::V,anadlu,тын алыү
940,trinken::V,yfed,эсеү
941,essen::V,bwyta,ашау
942,schlucken::V,llyncu,йотоу
943,müde werden::V,blino,арыу
944,einschlafen::V,mynd i gysgu,йоҡлап китеү
945,einschlafen::V,syrthio i gysgu,йоҡлап китеү
946,schlafen::V,huno,йоҡлау
947,schlafen::V,cysgu,йоҡлау
948,aufwachen::V,dihuno,уяныу
949,aufstehen::V,codi,тороу
950,sich erholen::V,ymlacio,ял итеү
951,sich erholen::V,dadflino,ял итеү
952,krank werden::V,mynd yn sâl,сирләү
953,krank werden::V,mynd yn wael,сирләү
954,krank sein::V,gwaelu,сирләү
955,schmerzen::V,brifo,ауыртыу
956,husten::V,pesychu,йүтәлләү
957,genesen::V,gwella,һауығыу
958,genesen::V,cael yn ôl,һауығыу
959,sterben::V,marw,үлеү
960,umkommen::V,trengi,һәләк булыу
961,sich bewegen::V,symud,хәрәкәт итеү
962,sich rühren::V,syflyd,ҡуҙғалыу
963,sich erheben::V,codi,тороу
964,sich setzen::V,eistedd,ултырыу
965,hinfallen::V,cwympo,ҡолау
966,laufen::V,cerdded,йөрөү
967,schreiten::V,camu,атлау
968,spazierengehen::V,mynd am dro,ял итеп йороү
969,eilen::V,rhuthro,ашығыу
970,eilen::V,rhuthro,ҡабаланыу
971,sich beeilen::V,brysio,ашығыу
972,sich beeilen::V,brysio,ҡабаланыу
973,sausen::V,rhuthro,елеү
974,rennen::V,rhedeg,йүгеп йөрөү
975,springen::V,llamu,һикереү
976,springen::V,neidio,һикереү
977,klettern::V,dringo,үрмәләү
978,klettern::V,dringo,үрмәләп менеү
979,schaukeln::V,siglo,сайҡалыу
980,kriechen::V,cropian,шыуышыу
981,schwimmen::V,nofio,йоҙөү
982,tauchen::V,plymio,сумыу
983,tauchen::V,ymsuddo,сумыу
984,rudern::V,rhwyfo,ишеү
985,fahren::V,gyrru,йөрөү
986,fahren::V,dreifio,йөрөү
987,fliegen::V,hedfan,осоу
988,gehen::V,mynd,барыу
989,weggehen::V,mynd,китеү
990,weggehen::V,ymadael,китеү
991,abfahren::V,ymadael,сығыу
992,anhalten::V,stopio,тукталыу
993,hineingehen::V,mynd i mewn,инеү
994,eintreten::V,mynd i,инеү
995,kommen::V,dod,килеү
996,ankommen::V,cyrraedd,килеү
997,zurückkommen::V,dychwelyd,ҡайтыу
998,bleiben::V,aros,ҡалыу
999,bleiben::V,sefyll,ҡалыу
1000,warten::V,aros,көтөп тороу
1001,warten::V,disgwyl,көтөп тороу
1002,erwarten::V,disgwyl,көтөү
1003,suchen::V,chwilio am,эҙләү
1004,finden::V,darganfod,табыу
1005,versuchen::V,profi,тырышып ҡарау
1006,versuchen::V,ceisio,тырышып ҡарау
1007,vorbereiten::V,paratoi,әҙерләү
1008,lieben::V,caru,яратыу
1009,mögen::V,hoffi,һөйөү
1010,mögen::V,hoffi,яратыу
1011,lachen::V,chwerthin,көлөү
1012,rühren::V,cynhyrfu,ҡағылыу
1013,weinen::V,wylo,илау
1014,weinen::V,llefain,илау
1015,schimpfen::V,grwgnach,һүгенеү
1016,schimpfen::V,grwgnach,тиргәнеү
1017,schimpfen::V,grwgnach,һуҡраныу
1018,sich ärgern::V,gofidio,асыуланыу
1019,sich fürchten::V,ofni,ҡурҡыу
1020,fürchten::V,arswydo,ҡурҡыу
1021,fliehen::V,ffoi,ҡасыу
1022,flüchten::V,dianc,ҡасыу
1023,sehen::V,gweld,күреү
1024,anschauen::V,syllu,ҡарау
1025,anschauen::V,edrych,ҡарау
1026,ansehen::V,gwylio,ҡарау
1027,ansehen::V,gwylio,тикшереү
1028,hören::V,clywed,ишетеү
1029,zuhören::V,gwrando,тыңлау
1030,probieren::V,profi,татыу
1031,riechen::V,arogli,еҫкәү
1032,fühlen::V,teimlo,тойоу
1033,fühlen::V,clywed,тойоу
1034,scheinen::V,ymddangos,кеүек күренеү
1035,scheinen::V,ymddangos,тойолоу
1036,zu sehen sein::V,dod i'r golwg,күренеү
1037,vernehmen::V,clywed sôn am,ишетеү
1038,frieren::V,bod yn oer,туңыү
1039,tun::V,gwneud,яһау
1040,tun::V,gwneud,әшләү
1041,können::V,gallu,алыу
1042,können::V,gallu,мөмкин булыу
1043,wollen::V,bod mewn angen,теләү
1044,anfangen::V,dechrau,башлау
1045,beenden::V,darfod,бөтөрөү
1046,beenden::V,darfod,тамамлау
1047,beenden::V,gorffen,бөтөрөү
1048,beenden::V,gorffen,тамамлау
1049,aufhören::V,peidio,туктау
1050,gelingen::V,llwyddo,уңышлы булыу
1051,geraten::V,diweddu,булып сығыу
1052,öffnen::V,agor,асыу
1053,schließen::V,cau,йомоу
1054,stellen::V,gosod,ҡуйыу
1055,setzen::V,gosod,урынлаштырыу
1056,legen::V,gosod,һалыу
1057,berühren::V,cyffwrdd,тейеү
1058,berühren::V,cyffwrdd,ҡағылыу
1059,verbinden::V,cysylltu,ҡушыу
1060,verbinden::V,cysylltu,бәйләү
1061,bedecken::V,gorchuddio,ҡаплау
1062,aufhängen::V,crogi,элеү
1063,aufhängen::V,hongian,элеү
1064,anzünden::V,cynnau,тоҡандырыу
1065,aufheben::V,codi,мендереү
1066,zurücklassen::V,gadael,ҡалдырыу
1067,verlieren::V,colli,юғалтыу
1068,fallen lassen::V,gollwng,төшөрөп ебәреү
1069,machen::V,gwneud,яһау
1070,machen::V,gwneud,эшләү
1071,herstellen::V,cynhyrchu,эшләп сығарыу
1072,bauen::V,adeiladu,төҙөү
1073,reparieren::V,trwsio,төҙәтеү
1074,reparieren::V,atgyweirio,төҙәтеү
1075,verbessern::V,diwygio,яҡшыртыу
1076,ändern::V,altro,үҙгәртеү
1077,graben::V,palu,ҡаҙыу
1078,graben::V,cloddio,ҡаҙыу
1079,beugen::V,plygu,бөгөү
1080,biegen::V,plygu,бөгөү
1081,drehen::V,troelli,өйрөлтөү
1082,drehen::V,troelli,әйләндереү
1083,wenden::V,troi,әйләндереү
1084,umdrehen::V,troi,түңкәреү
1085,heben::V,codi,күтәреү
1086,heben::V,codi,мендереү
1087,hochheben::V,dyrchafu,күтәреү
1088,ergreifen::V,gafael,тотоп алыу
1089,halten::V,dal,тотоу
1090,drücken::V,pwyso,ҡыҫыу
1091,drücken::V,gwasgu,ҡыҫыу
1092,schieben::V,gwthio,этеү
1093,schieben::V,gwthio,төртөү
1094,kratzen::V,crafu,ҡырыу
1095,lecken::V,llyfu,ялау
1096,beißen::V,cnoi,тешләү
1097,beißen::V,brathu,тешләү
1098,abreißen::V,tynnu ymaith,өҙөү
1099,abschneiden::V,torri,ҡырҡыу
1100,binden::V,clymu,бәйләү
1101,stecken::V,plannu,ҡаҙау
1102,brechen::V,torri,боҙоу
1103,klopfen::V,taro,шаҡылдау
1104,hauen::V,taro,туҡмау
1105,kleben::V,gludio,йәбештереү
1106,reiben::V,rhwbio,ыуыу
1107,reiben::V,rhwbio,ышҡыу
1108,streichen::V,taenu,яғыу
1109,schleifen::V,hogi,үткерләү
1110,schneiden::V,torri,ҡырҡыу
1111,rütteln::V,ysgytio,һелкетеү
1112,schütteln::V,siglo,һелкетеү
1113,schütteln::V,ysgwyd,һелкетеү
1114,schwenken::V,siglo,болғау
1115,schütten::V,tywallt,ҡойоу
1116,füllen::V,llenwi,тултырыу
1117,einwickeln::V,lapio,төрөү
1118,tragen::V,cludo,алып барыу
1119,schleppen::V,llusgo,һөйрәү
1120,ziehen::V,tynnu,тартыу
1121,aufbewahren::V,cadw,һаҡлау
1122,werfen::V,taflu,ырғытыу
1123,fangen::V,dal,тотоу
1124,packen::V,cipio,етеү
1125,packen::V,cipio,тотоп алыу
1126,packen::V,crafangu,етеү
1127,packen::V,crafangu,тотоп алыу
1128,verstecken::V,celu,йәшереү
1129,verstecken::V,cuddio,йәшереү
1130,teilen::V,rhannu,бүлеү
1131,schicken::V,anfon,ебәреү
1132,bringen::V,dod â,килтереү
1133,hinzufügen::V,chwanegu,өтәү
1134,bekommen::V,cael,алыу
1135,erhalten::V,derbyn,алыу
1136,nehmen::V,cymryd,алыу
1137,wählen::V,dewis,һайлаү
1138,auswählen::V,dethol,һайлап алыу
1139,bewahren::V,cadw,һаҡлау
1140,behindern::V,atal,тотҡарлыҡ яһау
1141,behindern::V,rhwystro,тотҡарлыҡ яһау
1142,verderben::V,difetha,боҙоу
1143,beschädigen::V,niweidio,боҙоу
1144,zerbrechen::V,torri,ҡыйратыу
1145,zerreißen::V,rhwygo,йыртыу
1146,zerstören::V,dinistrio,емереү
1147,verbrennen::V,llosgi,үртәү
1148,geben::V,rhoi,биреү
1149,reichen::V,estyn,биреү
1150,schenken::V,rhoddi,бүләк итеү
1151,versprechen::V,addo,вәғәҙә биреү
1152,wünschen::V,dymuno,теләу
1153,loben::V,canmol,маҡтау
1154,küssen::V,cusanu,үбеү
1155,wiegen::V,siglo,бәүетеү
1156,wiegen::V,siglo,тирбәтеү
1157,zudecken::V,gorchuddio,ҡаплау
1158,wecken::V,deffro,уятыу
1159,zeigen::V,dangos,күрһәтеү
1160,führen::V,arwain,етәкләү
1161,lehren::V,dysgu,уҡытыу
1162,lehren::V,dysgu,өйрәтеү
1163,unterrichten::V,hyfforddi,уҡытыу
1164,aufziehen::V,dod i fyny,тәрбиәле
1165,leiten::V,arwain,етәкләү
1166,leiten::V,arwain,етәкселек итеү
1167,antreiben::V,annog,ашыҡтырыу
1168,lassen::V,gadael,мәжбүр итеү
1169,einladen::V,gwahodd,саҡырыу
1170,vereinigen::V,uno,берләштереү
1171,vereinigen::V,cyfuno,берләштереү
1172,besuchen::V,ymweld â,килеп сығыу
1173,treffen::V,cwrdd,тойоү
1174,treffen::V,cwrdd,осратыу
1175,treffen::V,cwrdd,ҡаршылау
1176,treffen::V,cyfarfod,тойоү
1177,treffen::V,cyfarfod,осратыу
1178,treffen::V,cyfarfod,ҡаршылау
1179,sich versammeln::V,casglu,йыйылыу
1180,sich versammeln::V,cynnull,йыйылыу
1181,spielen::V,chwarae,тартыу
1182,singen::V,canu,йырлау
1183,tanzen::V,dawnsio,бейеү
1184,sich trennen::V,ymwahanu,айырылышыу
1185,verlassen::V,gadael,ташлау
1186,verlassen::V,gadael,ташлап китеү
1187,retten::V,achub,ҡотҡарыу
1188,bewachen::V,gwarchod,һаҡлау
1189,schützen::V,noddi,һаҡлау
1190,verteidigen::V,amddiffyn,яҡлау
1191,sich schlagen::V,ffraeo,һуғышыу
1192,sich schlagen::V,terfysgu,һуғышыу
1193,schießen::V,saethu,атыу
1194,siegen::V,ennill,еңеү
1195,ärgern::V,cythruddo,асыуландырыу
1196,schlagen::V,curo,бәреү
1197,schlagen::V,curo,туҡмау
1198,treten::V,cicio,тибеү
1199,treten::V,cicio,типкеләү
1200,stechen::V,pigo,сәнсеү
1201,stoßen::V,gwthio,этеү
1202,stoßen::V,gwthio,төртөү
1203,stehlen::V,dwyn,урлау
1204,stehlen::V,lladrata,урлау
1205,stören::V,aflonyddu,ҡамасаулау
1206,belästigen::V,trafferthu,бимазалау
1207,belästigen::V,trafferthu,ҡамасаулау
1208,verbergen::V,cuddio,йәшереү
1209,täuschen::V,twyllo,ултыртыу
1210,betrügen::V,hocedu,алдау
1211,töten::V,lladd,үлтереү
1212,wohnen::V,byw,йәшәү
1213,arbeiten::V,gweithio,эшләү
1214,sammeln::V,casglu,йыйыу
1215,pflücken::V,casglu,өҙөү
1216,jagen::V,hela,аулау
1217,fischen::V,pysgota,аулау
1218,fassen::V,dal,тотоу
1219,hüten::V,bugeilio,көтөү
1220,treiben::V,gyrru,ҡыуыу
1221,anbinden::V,clymu,бәйләү
1222,füttern::V,porthi,ашатыу
1223,melken::V,godro,һауыү
1224,hacken::V,torri,турау
1225,hacken::V,torri,тапау
1226,gießen::V,dyfrhau,ҡойоу
1227,reifen::V,aeddfedu,өлғөрөү
1228,zubereiten::V,coginio,бешереү
1229,kochen::V,berwi,бешереү
1230,backen::V,pobi,бешереү
1231,backen::V,crasu,бешереү
1232,braten::V,ffrio,ҡурыу
1233,umrühren::V,cyffroi,ҡатнаштырыу
1234,stricken::V,gwau,бәйләү
1235,nähen::V,gwnïo,тегеү
1236,färben::V,lliwio,буяу
1237,reinigen::V,glanhau,таҙартыу
1238,waschen::V,golchi,йыуыу
1239,abwischen::V,sychu,һөртөү
1240,spülen::V,streulio,сайҡау
1241,fegen::V,ysgubo,һепереү
1242,kehren::V,ysgubo,һепереү
1243,baden::V,cael bath,һыу инеү
1244,sich waschen::V,ymolchi,йыуыныу
1245,ausziehen::V,tynnu,сисеү
1246,anziehen::V,gwisgo,кейеү
1247,sich anziehen::V,ymwisgo,кейенеү
1248,kämmen::V,cribo,тарау
1249,schmücken::V,harddu,биҙәү
1250,schmücken::V,addurno,биҙәү
1251,sagen::V,dweud,әйтеү
1252,sprechen::V,llefaru,әйтеү
1253,sprechen::V,llefaru,һөйләшеү
1254,reden::V,siarad,һөйләшеү
1255,sich unterhalten::V,sgwrsio,әңгәмәләшеү
1256,fragen::V,gofyn,һорау
1257,bitten::V,gofyn am,үтенеү
1258,erzählen::V,dweud,һөйләү
1259,mitteilen::V,cyfleu,әйтеү
1260,nennen::V,enwi,атау
1261,nennen::V,enwi,исемләү
1262,rufen::V,galw,саҡырыу
1263,prahlen::V,brolio,маҡтаныу
1264,prahlen::V,brolio,шапырыныу
1265,prahlen::V,ymffrostio,маҡтаныу
1266,prahlen::V,ymffrostio,шапырыныу
1267,übersetzen::V,cyfieithu,тәржемә итеү
1268,denken::V,meddwl,уйлау
1269,glauben::V,credu,ышаныу
1270,glauben::V,coelio,ышаныу
1271,bemerken::V,sylwi,күреү
1272,erkennen::V,adnabod,таныу
1273,begreifen::V,amgyffred,аңлау
1274,verstehen::V,deall,аңлау
1275,lernen::V,dysgu,өйрәнеү
1276,wissen::V,gwybod,белеү
1277,sich erinnern an::V,cofio,хәтергә алыу
1278,vergessen::V,anghofio,онотоу
1279,messen::V,mesur,үлсәү
1280,zählen::V,cyfrif,һанау
1281,rechnen::V,cyfrifo,һанау
1282,lesen::V,darllen,уҡыу
1283,malen::V,peintio,һүрәт яһау
1284,malen::V,peintio,рәсем төшөрөү
1285,zeichnen::V,tynnu,һүрәт яһау
1286,zeichnen::V,tynnu,рәсем төшөрөү
1287,schreiben::V,ysgrifennu,яҙыу
1288,besitzen::V,meddu,биләү
1289,kaufen::V,prynu,һатып алыу
1290,verkaufen::V,gwerthu,һатыу
1291,bezahlen::V,talu am,түләү
1292,zahlen::V,talu,түләү
1293,beherrschen::V,rheoli,биләү
1294,beherrschen::V,llywodraethu,биләү
1295,ertragen::V,dioddef,түҙеү
