,Concept_ID,ta,ca
702,nur::ADV,மட்டும்,només
703,schon::ADV,ஏற்கனவே,ja
704,wieder::ADV,மறுபடியும்,de nou
705,vergebens::ADV,வீண்,en va
706,vor::PRP,முன்,davānt
707,vor::PRP,முன்,enfront de
708,hinter::PRP,பின்பக்கம்,darrera
709,unter::PRP,கீழே,sota
710,durch::PRP,ஊடே,per
711,neben::PRP,அடுத்து,al costāt de
712,zwischen::PRP,இடையில்,entre
713,wegen::PRP,ஏனெனில்,a causa de
714,dies::PRN,இது,aquest
715,das::PRN,அது,això
716,alles::PRN,ஒவ்வொன்றும்,tot
717,ich::PRN,நான்,jo
718,du::PRN,நீ,tu
719,er::PRN,அவன்,ell
720,wir::PRN,நாம்,nosaltres
721,wir::PRN,நாங்கள்,nosaltres
722,ihr::PRN,நீங்கள்,vosaltres
723,sie::PRN,அவர்கள்,ells
724,sie::PRN,அவர்கள்,elles
725,was::FPRN,என்ன,què
726,wer::FPRN,யார்,qui
727,wo::FADV,எங்கே,on
728,wohin::FADV,எதற்கு,cap a on
729,wie::FADV,எப்படி,com
730,warum::FADV,ஏன்,per què
731,wieviel::FNUM,எவ்வளவு,quant
732,eins::NUM,ஒன்று,u
733,zwei::NUM,இரண்டு,dos
734,drei::NUM,மூன்று,tres
735,vier::NUM,நான்கு,quatre
736,fünf::NUM,ஐந்து,cinc
737,sechs::NUM,ஆறு,sis
738,sieben::NUM,ஏழு,set
739,acht::NUM,எட்டு,vuit
740,neun::NUM,ஒன்பது,nou
741,zehn::NUM,பத்து,deu
742,elf::NUM,பதினொன்று,onze
743,zwölf::NUM,பன்னிரண்டு,dotze
744,zwanzig::NUM,இருபது,vint
745,dreißig::NUM,முப்பது,trenta
746,vierzig::NUM,நாற்பது,quaranta
747,fünfzig::NUM,ஐமபது,cinquanta
748,sechzig::NUM,அறுபது,seixanta
749,siebzig::NUM,எழுபது,setanta
750,achtzig::NUM,எண்பது,vuitanta
751,neunzig::NUM,தொன்னூறு,noranta
752,hundert::NUM,நூறு,cent
753,tausend::NUM,ஆயிரம்,mil
754,und::CNJ,மற்றும்,i
755,oder::CNJ,அல்லது,o
756,stehen::V,நில்,estar de peu
757,sitzen::V,உட்கார்,seure
758,liegen::V,படு,jeure
759,hängen::V,தொங்கச் செய்,penjar
760,werden::V,ஆகு,fer-se
761,werden::V,ஆகு,posar-se
762,passieren::V,நிகழ்,succeir
763,beginnen::V,ஆரம்பி,iniciar-se
764,enden::V,முடி,acabar-se
765,enden::V,முடி,terminar-se
766,wechseln::V,மாற்று,canviar
767,aufgehen[Sonne]::V,உயர எழு,sortir
768,untergehen[Sonne]::V,பொறுத்து,posar-se
769,scheinen[Sonne]::V,பிரகாசி,brillar
770,donnern::V,இடி,tronar
771,wehen::V,வீசு,bufar
772,strömen::V,பாயதல்,afluir
773,fließen::V,நீரோட்டம் போக்கில் போ,fluir
774,sich drehen::V,சுழல்,girar
775,schwanken::V,தள்ளாடு,vacil·lar
776,schwingen::V,ஆடு,oscil·lar
777,fallen::V,விழு,caure
778,fallen::V,விழு,tombar
779,brennen::V,எரி,cremar
780,rauchen::V,பகை பிடி,fumejar
781,regnen::V,மழை பெய்,ploure
782,gefrieren::V,உறைந்துவிடு,gelar-se
783,tauen::V,உருகு,fondre's
784,schmelzen::V,உருகு,fondre's
785,trocknen::V,உலர்த்து,assecar-se
786,sieden::V,கொதிக்க வை,bullir
787,faulen::V,அழுகச் செய்,podrir-se
788,verfaulen::V,அழுகச் செய்,podrir-se
789,reißen::V,திடீரென அறு,trencar-se
790,versinken::V,மூழ்கு,enfonsar-se
791,vergehen::V,கடந்துசெல்,passar
792,erscheinen::V,தோன்றச்,aparèixer
793,verschwinden::V,மறைந்து போ,desaparèixer
794,sinken::V,பதைவுறு,baixar
795,sinken::V,பதைவுறு,descendir
796,abnehmen::V,குறை,decréixer
797,zunehmen::V,உயர்த்து,augmentar
798,steigen::V,உயர எழு,pujar
799,wachsen::V,வளர்,créixer
800,glänzen::V,மிளிர்,brillar
801,glänzen::V,மிளிர்,resplendir
802,funkeln::V,பிரகாசி,espurnejar
803,lärmen::V,கொம்பு,fer soroll
804,läuten::V,மணியொலியிசை,sonar
805,klingeln::V,மணி அடி,trucar
806,klirren::V,கிலுங்கு,dringar
807,brausen::V,இரைதல்,rugir
808,rauschen::V,சலசலப்பு,murmurar
809,klingen::V,சிலம்புதல்,sonar
810,bellen::V,குரை,lladrar
811,heulen::V,ஊளையிடு,udolar
812,blasen::V,ஊது,bufar
813,pfeifen::V,சீழ்க்கை எழப்பு,xiular
814,schreien::V,கூச்சலிடு,cridar
815,stöhnen::V,வேதனை,gemegar
816,zittern::V,நடுங்கு,tremolar
817,leben::V,உயிருடனிரு,vīure
818,geboren werden::V,பிற,néixer
819,atmen::V,சுவாசி,respirar
820,trinken::V,குடி,beure
821,essen::V,சாப்பிடு,menjar
822,schlucken::V,முழுங்கு,empassar-se
823,müde werden::V,கையயர்தல்,cansar-se
824,einschlafen::V,தூங்க,adormir-se
825,schlafen::V,தூங்கு,dormir
826,aufwachen::V,எழுப்பு,despertar-se
827,aufstehen::V,எழுந்திரு,llevar-se
828,sich erholen::V,இளைப்பாறு,descansar
829,krank werden::V,விழுதல்,posar-se malalt
830,krank sein::V,நருக்கலாயிருக்க,estar malalt
831,schmerzen::V,நோவுறு,doldre
832,husten::V,இருமு,tossir
833,genesen::V,குணம் அடை,recuperar-se
834,sterben::V,மரணமடை,morir
835,umkommen::V,நசி,perir
836,sich bewegen::V,நகர்த்து,moure's
837,sich rühren::V,அசை,moure's
838,sich erheben::V,எழுந்து நில்,aixecar-se
839,sich setzen::V,உட்கார்,asseure's
840,hinfallen::V,விழு,caure's
841,laufen::V,நட,caminar
842,schreiten::V,கவடுவைத்தல்,procedir
843,spazierengehen::V,உலவு,passejar
844,eilen::V,விரைந்து,anar corrent
845,sich beeilen::V,அவசரப்படுத்து,afanyar-se
846,sausen::V,விரைந்து செல்,córrer
847,rennen::V,ஓடு,córrer
848,springen::V,குதி,saltar
849,klettern::V,ஏறு,escalar
850,schaukeln::V,தள்ளாடு,gronxar-se
851,schaukeln::V,தள்ளாடு,balancejar-se
852,kriechen::V,மெதுவாக நடந்து செல்,reptar
853,kriechen::V,மெதுவாக நடந்து செல்,arrossegar-se
854,schwimmen::V,நீந்து,nadar
855,tauchen::V,மூழ்கி நீச்சலடி,bussejar
856,tauchen::V,மூழ்கி நீச்சலடி,submergir-se
857,rudern::V,துடுப்புப் போடு,remar
858,fahren::V,ஓட்டு,anar
859,fliegen::V,பற,volar
860,gehen::V,போ,caminar
861,weggehen::V,விலகிச் செல்,anar-se'n
862,abfahren::V,புறப்பட்டுச் செல்,partir
863,anhalten::V,நின்றுவிடு,aturar-se
864,hineingehen::V,மறையச் செய்,entrar
865,eintreten::V,நுழை,entrar
866,kommen::V,வா,venir
867,ankommen::V,வநது சேர்,arribar
868,zurückkommen::V,திரும்பி வா,tornar
869,bleiben::V,இரு,quedar-se
870,warten::V,தாமதி,esperar
871,erwarten::V,எதிர்நோக்கு,esperar
872,suchen::V,தேடு,buscar
873,finden::V,கண்டுபிடி,trobar
874,versuchen::V,முயற்சி செய்,intentar
875,vorbereiten::V,ஆயத்தம் செய்,preparar
876,lieben::V,அன்பு செலுத்து,estimar
877,mögen::V,விரும்பு,agradar a
878,lachen::V,சிரி,riure
879,rühren::V,இதயத்தைத் தொடு,commoure
880,rühren::V,இதயத்தைத் தொடு,emocionar
881,weinen::V,அழு,plorar
882,schimpfen::V,சாபமிடு,renyar
883,sich ärgern::V,கோப்பபடு,enfadar-se
884,sich fürchten::V,பயப்படு,tenir por
885,fürchten::V,பயப்படுத்து,témer
886,fliehen::V,ஓடு,fugir
887,flüchten::V,தப்பிவிடு,refugiar-se
888,sehen::V,பார்,veure
889,anschauen::V,கூர்ந்து கவனி,mirar
890,ansehen::V,கவனி,mirar
891,hören::V,கேள்,oir
892,zuhören::V,சுவைத்துப் பார்,escoltar
893,probieren::V,ருசி,provar
894,riechen::V,முகர்ந்து பார்,olorar
895,fühlen::V,தொட்டுணர்,sentīr
896,scheinen::V,காணப்படு,semblar
897,zu sehen sein::V,தோன்றுதல்,poder-se veure
898,vernehmen::V,கேள்,percebre
899,frieren::V,குதுகுதுகு,tenir fred
900,tun::V,செய்,fer
901,können::V,இயல்வது,poder
902,wollen::V,விரும்பு,voler
903,anfangen::V,தொடங்கு,iniciar
904,beenden::V,முடி,acabar
905,aufhören::V,நிறுத்து,deixar
906,gelingen::V,வெற்றி,sortir bé
907,geraten::V,ஏற்படுத்து,sortir
908,öffnen::V,திற,obrir
909,schließen::V,மூடு,tancar
910,stellen::V,வை,posar
911,stellen::V,வை,col·locar
912,setzen::V,வை,assentar
913,legen::V,பரப்பி வை,posar
914,berühren::V,பதி,tocar
915,verbinden::V,சேர்,unir
916,verbinden::V,சேர்,connectar
917,bedecken::V,உறைபோடு,tapar
918,bedecken::V,உறைபோடு,cobrir
919,aufhängen::V,தொங்கவிடு,penjar
920,anzünden::V,எரியூட்டு,encendre
921,aufheben::V,பொறுக்கி எடு,aixecar
922,zurücklassen::V,விட்டுச் செல்,deixar
923,verlieren::V,இழ,pērdre
924,fallen lassen::V,அளவில் குறைவு,deixar caure
925,machen::V,தயார்செய்,fer
926,herstellen::V,உற்பத்தி செய்,producir
927,bauen::V,கட்டு,construir
928,reparieren::V,பழுது பார்,reparar
929,verbessern::V,மேம்படுத்து,millorar
930,ändern::V,மாற்றி அமை,canviar
931,graben::V,குழி வெட்டு,cavar
932,beugen::V,வனை,doblegar
933,biegen::V,வனை,corbar
934,biegen::V,வனை,arquejar
935,drehen::V,சுழல்,girar
936,wenden::V,குடைகவிழு,girar
937,umdrehen::V,சுற்றும் முற்றும் பார்,voltar
938,heben::V,தூக்கு,pujar
939,heben::V,தூக்கு,aixecar
940,hochheben::V,தூக்கு,aixecar
941,ergreifen::V,பறி,agafar
942,halten::V,பிடித்துக் கொள்,mantenir
943,drücken::V,அழுத்து,prémer
944,drücken::V,அழுத்து,estrènyer
945,schieben::V,தள்ளு,empènyer
946,kratzen::V,கீறு,raspar
947,lecken::V,நக்கு,llepar
948,beißen::V,கடி,mossegar
949,abreißen::V,கிழி,arrencar
950,abschneiden::V,வெட்டி எடு,tallar
951,binden::V,கட்டு,lligar
952,stecken::V,பதிய வை,ficar
953,brechen::V,உடை,trencar
954,klopfen::V,தட்டு,trucar
955,hauen::V,அடி,picar
956,hauen::V,அடி,colpejar
957,kleben::V,ஒட்டு,enganxar
958,reiben::V,தேய்,fregar
959,streichen::V,பரவச்செய்,untar
960,schleifen::V,அரை,afilar
961,schleifen::V,அரை,esmolar
962,schneiden::V,துண்டாக்கு,tallar
963,rütteln::V,மெல்ல தள்ளு,sacsejar
964,schütteln::V,குலுக்கு,agitar
965,schütteln::V,குலுக்கு,sacsejar
966,schwenken::V,ஊஞ்சலாடு,agitar
967,schütten::V,ஊற்று,abocar
968,füllen::V,நிரப்பு,omplir
969,einwickeln::V,சுற்று,embolicar
970,tragen::V,எடுத்துச் செல்,dur
971,tragen::V,எடுத்துச் செல்,portar
972,schleppen::V,இழுத்துச் செல்,arrossegar
973,ziehen::V,இழு,tirar
974,ziehen::V,இழு,estirar
975,aufbewahren::V,வைத்துக் கொள்,conservar
976,werfen::V,வீசி எறி,llançar
977,fangen::V,பிடி,agafar
978,fangen::V,பிடி,atrapar
979,packen::V,பிடித்துக்கொள்,engrapar
980,verstecken::V,மறை,amagar
981,teilen::V,பாகங்களாகப் பிரி,dividir
982,schicken::V,அனுப்பு,enviar
983,bringen::V,கொண்டு வா,portar
984,hinzufügen::V,சேர்,afegir
985,bekommen::V,பெறு,obtenir
986,erhalten::V,பெறு,rebre
987,nehmen::V,எடு,prendre
988,wählen::V,தேர்ந்தெடு,triar
989,wählen::V,தேர்ந்தெடு,elegir
990,auswählen::V,தேர்ல்தெடு,escollir
991,auswählen::V,தேர்ல்தெடு,seleccionar
992,bewahren::V,கெடாது பேணு,conservar
993,behindern::V,தடங்கல் செய்,impedir
994,behindern::V,தடங்கல் செய்,obstaculitzar
995,verderben::V,நாசமாக்கு,espatllar
996,beschädigen::V,சேதப்படுத்து,danyar
997,beschädigen::V,சேதப்படுத்து,destrossar
998,zerbrechen::V,உடை,trencar
999,zerreißen::V,கிழி,estripar
1000,zerstören::V,அழி,destruir
1001,verbrennen::V,எரியூட்டு,cremar
1002,geben::V,கொடு,donar
1003,reichen::V,வழங்கு,passar
1004,schenken::V,மொயத்தல்,regalar
1005,versprechen::V,உறுதியளி,prometre
1006,wünschen::V,ஆசைப்படு,desitjar
1007,loben::V,புகழ்ச்சி கூறு,elogiar
1008,küssen::V,முத்தமிடு,fer un petó a
1009,wiegen::V,ஆட்டுத்தல்,bressolar
1010,zudecken::V,உறைபோடு,tapar
1011,zudecken::V,உறைபோடு,cobrir
1012,wecken::V,எழுப்பு,despertar
1013,zeigen::V,காட்டு,mostrar
1014,zeigen::V,காட்டு,ensenyar
1015,führen::V,வழிகாட்டி,guiar
1016,führen::V,வழிகாட்டி,conduir
1017,lehren::V,சொல்லிக் கொடு,ensenyar
1018,unterrichten::V,அறிவுரை கூறு,ensenyar
1019,aufziehen::V,வளர்,criar
1020,leiten::V,அழைத்துச் செல்,dirigir
1021,antreiben::V,தூண்டு,impel·lir
1022,lassen::V,விடு,fer
1023,einladen::V,அழை,invitar
1024,einladen::V,அழை,convidar
1025,vereinigen::V,ஒன்றாகச் சேர்,unir
1026,besuchen::V,வருகை புரி,visitar
1027,besuchen::V,வருகை புரி,anar a veure
1028,treffen::V,சந்தி,trobar
1029,sich versammeln::V,தொகுப்பு,reunir-se
1030,spielen::V,விளையாடு,jugar
1031,singen::V,பாடு,cantār
1032,tanzen::V,நடனமாடு,ballar
1033,sich trennen::V,தனிப்படடுத்து,separar-se
1034,verlassen::V,கைவிடு,deixar
1035,verlassen::V,கைவிடு,abandonar
1036,retten::V,காப்பாற்று,salvar
1037,bewachen::V,காவல் செய்,vigilar
1038,schützen::V,பாதுகாப்பு செய்,protegir
1039,verteidigen::V,எதிர்த்து நில்,defensar
1040,sich schlagen::V,பூசலிடு,barallar-se
1041,schießen::V,சுட்டுக் கொல்,tirar
1042,schießen::V,சுட்டுக் கொல்,disparar
1043,siegen::V,வெற்றி பெறு,vèncer
1044,ärgern::V,எரிச்சலூட்டு,enfadar
1045,schlagen::V,அடி,pegar
1046,schlagen::V,அடி,colpejar
1047,treten::V,உதை,donar un cop de peu a
1048,stechen::V,கொட்டு,punxar
1049,stechen::V,கொட்டு,apunyalar
1050,stoßen::V,நெருக்கு,empènyer
1051,stehlen::V,திருடு,robar
1052,stören::V,தொல்லைகொடு,molestar
1053,belästigen::V,தொல்லை கொடு,importunar
1054,verbergen::V,மறை,amagar
1055,verbergen::V,மறை,ocultar
1056,täuschen::V,ஏமாற்று,enganyar
1057,betrügen::V,ஏமாற்று,estafar
1058,töten::V,கொல்,matar
1059,wohnen::V,தங்கியிரு,vīure
1060,wohnen::V,தங்கியிரு,habitar
1061,arbeiten::V,வேலை செய்,treballar
1062,sammeln::V,ஒன்றுசேர்,col·leccionar
1063,pflücken::V,கொய்து எடு,collir
1064,jagen::V,வேட்டையாடு,caçar
1065,fischen::V,மீன் பிடி,pescar
1066,fassen::V,பிடி,atrapar
1067,hüten::V,காவல் செய்,pasturar
1068,treiben::V,ஓட்டு,arriar
1069,anbinden::V,கட்டு,lligar
1070,füttern::V,உணவளி,donar menjar a
1071,melken::V,பால் கற,munyir
1072,hacken::V,வெட்டி எடு,picar
1073,hacken::V,வெட்டி எடு,tallar
1074,gießen::V,நீர்ப் பாய்ச்சு,regar
1075,reifen::V,பழு,madurar
1076,zubereiten::V,சமையல் செய்,preparar
1077,kochen::V,வேகவை,coure
1078,backen::V,வெப்பத்தில் வாட்டு,coure al forn
1079,braten::V,பொரியச் செய்,rostir
1080,umrühren::V,கலக்கு,remenar
1081,stricken::V,பின்னியிழை,tricotar
1082,stricken::V,பின்னியிழை,fer punt de mitja
1083,nähen::V,தையல் வேலை செய்,cosir
1084,färben::V,வண்ணம் பெறச் செய்,tenyir
1085,reinigen::V,சுத்தம் செய்,netejar
1086,waschen::V,கழுவு,rentār
1087,abwischen::V,துடை,eixugar
1088,spülen::V,அலசு,esbandir
1089,fegen::V,பெறுக்கு,escombrar
1090,kehren::V,பெறுக்கு,escombrar
1091,baden::V,குளி,banyar-se
1092,sich waschen::V,கழுவு,rentār-se
1093,ausziehen::V,கழற்று,treure's
1094,anziehen::V,புனைதல்,posar-se
1095,sich anziehen::V,உடுத்துதல்,vestir-se
1096,kämmen::V,தலை வாரிக் கொள்,pentinar
1097,schmücken::V,அழகுபடுத்து,adornar
1098,sagen::V,சொல்,dir
1099,sprechen::V,பேசு,parlar
1100,reden::V,பெசு,parlar
1101,sich unterhalten::V,இயல்பாக பேசிக்கொண்டிரு,conversar
1102,fragen::V,கேள்,preguntar
1103,bitten::V,வேண்டு,demanar
1104,erzählen::V,சொல்,contar
1105,erzählen::V,சொல்,explicar
1106,mitteilen::V,சொல்,comunicar
1107,nennen::V,பெயரிடுதல்,nomenar
1108,rufen::V,கூச்சலிடு,cridar
1109,prahlen::V,தற்பெருமை பேசு,lloar-se
1110,prahlen::V,தற்பெருமை பேசு,jactar-se
1111,übersetzen::V,மொழிபெயர்ப்பு செய்,traduir
1112,denken::V,யோசி,pensar
1113,glauben::V,நம்பு,creure
1114,bemerken::V,கவனி,notar
1115,erkennen::V,அடையாளம் கண்டுகொள்,reconèixer
1116,begreifen::V,பற்றிக்கொள்,comprendre
1117,verstehen::V,புரிந்து கொள்,entendre
1118,lernen::V,கற்றுக்கொள்,aprendre
1119,wissen::V,தெரிந்திரு,saber
1120,sich erinnern an::V,நினைவு கூர்,recordar
1121,vergessen::V,மற,oblidar
1122,messen::V,அளவிடு,mesurar
1123,zählen::V,எண்ணு,comptar
1124,rechnen::V,கணக்கிடு,calcular
1125,lesen::V,படி,llegir
1126,malen::V,வண்ணச்சித்திரம்,pintar
1127,zeichnen::V,வரை,dibuixar
1128,schreiben::V,எழுது,escrīure
1129,besitzen::V,உடைமையாகக் கொண்டிரு,posseir
1130,kaufen::V,வாங்கு,comprar
1131,verkaufen::V,விற்பனை செய்,vendre
1132,bezahlen::V,இறுத்தல்,pagar
1133,zahlen::V,பணம் செலுத்து,pagar per
1134,beherrschen::V,ஆட்சிசெய்,dominar
1135,ertragen::V,தாங்கு,aguantar
