,Concept_ID,sv,ab
755,vorwärts::ADV,framåt,ҕхьаҟа
756,rückwärts::ADV,baklänges,шьҭахьла
757,zurück::ADV,tillbaka,шьҭахьҟа
758,unten::ADV,nere,лбаа
759,unten::ADV,nedanför,лбаа
760,hinab::ADV,ned,алада
761,hinab::ADV,nedåt,алада
762,oben::ADV,ovan,хыхь
763,oben::ADV,ovanpå,хыхь
764,hinauf::ADV,upp,аҩада
765,hinauf::ADV,uppåt,аҩада
766,überall::ADV,överallt,зегьынцьара
767,nicht::ADV,ej,-м
768,nicht::ADV,inte,-м
769,ein wenig::ADV,litet,ҕыҭк
770,kaum::ADV,knappt,аарлаҳәа
771,kaum::ADV,knappt,афергьҳәа
772,kaum::ADV,knappast,аарлаҳәа
773,kaum::ADV,knappast,афергьҳәа
774,sehr::ADV,mycket,даара
775,so::ADV,så,ас
776,so::ADV,så,абас
777,noch::ADV,än,макьана
778,noch::ADV,ännu,макьана
779,nur::ADV,bara,заҵәык
780,nur::ADV,endast,заҵәык
781,schon::ADV,redan,уажәшьҭа
782,schon::ADV,redan,аиҳа ипоу
783,wieder::ADV,åter,ҿыц
784,wieder::ADV,åter,дырҩегь
785,wieder::ADV,åter,дырҩегьых
786,vergebens::ADV,förgäves,баша
787,vor::PRP,utanför,аҕхьа
788,hinter::PRP,bakom,нхыҵ
789,unter::PRP,under,амҵа
790,unter::PRP,under,амҵан
791,durch::PRP,genom,
792,durch::PRP,igenom,
793,neben::PRP,bredvid,ааигуара
794,neben::PRP,vid sidan av,ааигуара
795,zwischen::PRP,mellan,абжьара
796,wegen::PRP,på grund av,-иззы
797,wegen::PRP,på grund av,-ҟнытә
798,dies::PRN,detta,ари
799,dies::PRN,detta,абри
800,das::PRN,det,Абни
801,das::PRN,det,убри
802,alles::PRN,allt,зегьы
803,ich::PRN,jag,са
804,ich::PRN,jag,сара
805,du::PRN,du,бара
806,er::PRN,han,иара
807,wir::PRN,vi,ҳара
808,ihr::PRN,ni,шәара
809,sie::PRN,de,дара
810,was::FPRN,vad,
811,wer::FPRN,vem,дарбан
812,wo::FADV,var,иабыкуу
813,wo::FADV,var,аба-
814,wo::FADV,var,ахь-
815,wohin::FADV,vart,иабыкуу
816,wohin::FADV,vart,аба-
817,wohin::FADV,vart,ахь-
818,wie::FADV,hur,-шҕа
819,warum::FADV,varför,избан
820,wieviel::FNUM,hur mycket,заҟа
821,eins::NUM,en,акы
822,eins::NUM,en,аӡәы
823,eins::NUM,ett,акы
824,eins::NUM,ett,аӡәы
825,zwei::NUM,två,ҩба
826,drei::NUM,tre,хҕа
827,vier::NUM,fyra,ҕшьба
828,fünf::NUM,fem,хəба
829,sechs::NUM,sex,фба
830,sieben::NUM,sju,Бжьба
831,acht::NUM,åtta,ааба
832,neun::NUM,nio,жәба
833,zehn::NUM,tio,жәаба
834,elf::NUM,elva,жәеизатәи
835,zwölf::NUM,tolv,жәаҩа
836,zwanzig::NUM,tjugo,ҩажәа
837,dreißig::NUM,trettio,ҩажәижәабатәи
838,vierzig::NUM,fyrtio,ҩынҩажәа
839,fünfzig::NUM,femtio,ҩынҩажәеижәаба
840,sechzig::NUM,sextio,хынҩажәа
841,siebzig::NUM,sjuttio,хынҩажәижәаба
842,achtzig::NUM,åttio,ҕшьынҩажәа
843,neunzig::NUM,nittio,ҕшьынҩажәижәаба
844,hundert::NUM,hundra,шәкы
845,tausend::NUM,tusen,зқьы
846,und::CNJ,och,-и
847,oder::CNJ,eller,ма
848,stehen::V,stå,агылазаара
849,sitzen::V,sitta,атəара
850,sitzen::V,sitta,атəа(заа)ра
851,liegen::V,ligga,аиара
852,hängen::V,hänga,акнаҳара
853,werden::V,bli,аҟалара
854,passieren::V,ske,аҟалара
855,passieren::V,hända,аҟалара
856,beginnen::V,börja,алагара
857,enden::V,ända,алгара
858,wechseln::V,växla,аҽыҧсахра
859,aufgehen[Sonne]::V,gå upp,агылара
860,aufgehen[Sonne]::V,gå upp,ахашлара
861,aufgehen[Sonne]::V,gå upp,аҩаҵхахара
862,untergehen[Sonne]::V,gå ned,аҭашəара
863,scheinen[Sonne]::V,skina,акаҧхара
864,donnern::V,dundra,адыдра
865,wehen::V,blåsa,асра
866,strömen::V,forsa,акаҭəара
867,strömen::V,strömma,акаҭəара
868,fließen::V,flyta,ацара
869,sich drehen::V,snurra,ахагьежьра
870,schwanken::V,vackla,аҵысра
871,schwingen::V,svinga,ахызазара
872,schwingen::V,svinga,акьаандара
873,fallen::V,falla,акаҳара
874,brennen::V,brinna,абылра
875,rauchen::V,ryka,ахылҵра
876,regnen::V,regna,аура
877,gefrieren::V,frysa,аҵаара
878,tauen::V,töa,аӡҭра
879,schmelzen::V,smälta,ақəӡыҭра
880,schmelzen::V,smälta,аҭəара
881,trocknen::V,torka,абара
882,sieden::V,koka,ашра
883,sieden::V,sjuda,ашра
884,faulen::V,ruttna,абаара
885,verfaulen::V,ruttna,абаара
886,verfaulen::V,ruttna,аилашра
887,reißen::V,brista,аҧжəара
888,versinken::V,sjunka,аӡааҟəрылара
889,vergehen::V,förgå,ацара
890,erscheinen::V,synas,ацəырҵра
891,erscheinen::V,visa sig,ацəырҵра
892,verschwinden::V,försvinna,аҵашəкəара
893,sinken::V,sjunka,атəара
894,sinken::V,sjunka,алаҟəра
895,abnehmen::V,avta,ацӡаара
896,abnehmen::V,avta,аиҵалара
897,abnehmen::V,minskas,ацӡаара
898,abnehmen::V,minskas,аиҵалара
899,zunehmen::V,tilltaga,аҽырҭбаара
900,zunehmen::V,tilltaga,аиҵыҵра
901,zunehmen::V,tilltaga,арацəахара
902,steigen::V,stiga,азҳара
903,steigen::V,stiga,ашьҭыҵра
904,steigen::V,stiga,адухара
905,steigen::V,stiga,ацлара
906,wachsen::V,växa,азҳара
907,glänzen::V,glimma,ацыр-цырра
908,glänzen::V,glimma,ацыҩ-цыҩра
909,glänzen::V,glimma,аказказра
910,funkeln::V,tindra,ашап-шапра
911,funkeln::V,tindra,ацым-цымра
912,funkeln::V,gnistra,ашап-шапра
913,funkeln::V,gnistra,ацым-цымра
914,lärmen::V,bråka,ашьҭыбжьгара
915,lärmen::V,bråka,аҕьҕьаҳәа аилалара
916,lärmen::V,väsnas,ашьҭыбжьгара
917,lärmen::V,väsnas,аҕьҕьаҳәа аилалара
918,läuten::V,ringa,аҵəҵəасра
919,klingeln::V,ringa,аҵəҵəасра
920,klirren::V,klirra,ахьархьарра
921,klirren::V,klirra,архьархьарра
922,brausen::V,brusa,аилаҽҽара
923,brausen::V,brusa,еилашуера
924,rauschen::V,susa,
925,klingen::V,låta,агара
926,klingen::V,låta,ашьҭыбжь гара
927,klingen::V,klinga,агара
928,klingen::V,klinga,ашьҭыбжь гара
929,bellen::V,skälla,ашра
930,heulen::V,yla,ауура
931,heulen::V,tjuta,ауура
932,blasen::V,blåsa,аҭəҳəара
933,pfeifen::V,vissla,ашəшəра
934,schreien::V,skrika,аҳəҳəара
935,schreien::V,skrika,ахəаара
936,schreien::V,skrika,аҟаара
937,stöhnen::V,stöna,ақьра
938,zittern::V,darra,аҵыс-ҵысра
939,zittern::V,skälva,аҵыс-ҵысра
940,leben::V,leva,аҟазаара
941,geboren werden::V,födas,Аира
942,atmen::V,andas,аҕсыҕ лагаҩагара
943,trinken::V,dricka,ажəра
944,essen::V,äta,акрыфара
945,schlucken::V,svälja,албаадара
946,müde werden::V,tröttna,ааҕсара
947,einschlafen::V,somna,ацəара
948,schlafen::V,sova,ацəазаара
949,aufwachen::V,vakna,аҿыхара
950,aufstehen::V,stiga upp,Агəылҵра
951,sich erholen::V,repa sig,аҧсшьара
952,sich erholen::V,hämta sig,аҧсшьара
953,krank werden::V,insjukna,ачмазаҩхара
954,krank sein::V,vara sjuk,аҳəарҧсарра
955,schmerzen::V,smärta,ахьра
956,schmerzen::V,göra ont,ахьра
957,husten::V,hosta,аимҳәара
958,genesen::V,tillfriskna,абзиахара
959,genesen::V,tillfriskna,аӷəӷəахара
960,sterben::V,dö,аҧсра
961,umkommen::V,omkomma,аҭахара
962,sich bewegen::V,röra sig,аиҭаҵра
963,sich rühren::V,röra på sig,ақəацара
964,sich erheben::V,resa sig,аҩагылара
965,sich setzen::V,sätta sig,атəара
966,hinfallen::V,falla omkull,акаҳара
967,laufen::V,löpa,аныҟəара
968,schreiten::V,skrida,ашьаҿа еихгара
969,spazierengehen::V,promenera,анеи-ааира
970,eilen::V,ila,аццакра
971,sich beeilen::V,skynda sig,аццакра
972,sausen::V,susa,аҧырра
973,sausen::V,susa,иҭрысны
974,sausen::V,susa,ишьҭҟьаны ацара
975,rennen::V,löpa,аҩра
976,rennen::V,springa,аҩра
977,springen::V,hoppa,аҧара
978,klettern::V,klättra,ақəлара
979,schaukeln::V,gunga,аҟəараҟəанҽара
980,kriechen::V,kräla,аҳəазара
981,schwimmen::V,simma,аӡсара
982,tauchen::V,dyka,ахəӡааҵəира
983,rudern::V,ro,аҵшьра
984,fahren::V,köra,акала
985,fliegen::V,flyga,аҧырра
986,gehen::V,gå,аиҭаҵра
987,weggehen::V,gå bort,ацара
988,abfahren::V,resa,адəықəлара
989,abfahren::V,resa,ацара
990,abfahren::V,avresa,адəықəлара
991,abfahren::V,avresa,ацара
992,anhalten::V,stanna,ааныргылара
993,hineingehen::V,gå in,аҭалара
994,eintreten::V,träda in,аҩналара
995,kommen::V,komma,аара
996,kommen::V,komma,ааира
997,ankommen::V,ankomma,ааира
998,ankommen::V,ankomma,аара
999,ankommen::V,ankomma,анеира
1000,zurückkommen::V,återkomma,азыхынҳəра
1001,bleiben::V,bli,аанхара
1002,bleiben::V,bli,анхара
1003,bleiben::V,bli,аангылара
1004,bleiben::V,förbli,аанхара
1005,bleiben::V,förbli,анхара
1006,bleiben::V,förbli,аангылара
1007,warten::V,vänta,азҧшзаара
1008,erwarten::V,vänta,азҧшра
1009,suchen::V,leta,ашьҭазаара
1010,finden::V,finna,аҧшаара
1011,versuchen::V,försöka,аҽазкра
1012,vorbereiten::V,förbereda,армазеира
1013,lieben::V,älska,абзиабара
1014,mögen::V,tycka om,агəаҧхара
1015,lachen::V,skratta,аччара
1016,rühren::V,röra,арҵəуара
1017,weinen::V,gråta,аҵəуара
1018,schimpfen::V,skälla,ацəҳара
1019,sich ärgern::V,förargas,агəаара
1020,sich fürchten::V,vara rädd,аӡыӡара
1021,fürchten::V,frukta,ацəшəара
1022,fliehen::V,fly,абналара
1023,fliehen::V,fly,ацəцара
1024,fliehen::V,rymma,абналара
1025,fliehen::V,rymma,ацəцара
1026,flüchten::V,fly,абналара
1027,flüchten::V,fly,ацəцара
1028,sehen::V,se,абара
1029,anschauen::V,se på,ахəаҧшра
1030,anschauen::V,betrakta,ахəаҧшра
1031,ansehen::V,åse,ахəаҧшра
1032,hören::V,höra,аҳара
1033,zuhören::V,höra på,азыӡырҩра
1034,zuhören::V,lyssna till,азыӡырҩра
1035,probieren::V,smaka,аҧышəара
1036,probieren::V,smaka på,аҧышəара
1037,riechen::V,lukta,афыҩра
1038,fühlen::V,känna,анырра
1039,fühlen::V,känna,ацәакырра
1040,scheinen::V,verka,шәа
1041,scheinen::V,verka,аацәырҵа
1042,scheinen::V,tyckas,шәа
1043,scheinen::V,tyckas,аацәырҵа
1044,zu sehen sein::V,synas,
1045,zu sehen sein::V,kunna ses,
1046,vernehmen::V,få veta,аҳара
1047,vernehmen::V,förnimma,аҳара
1048,frieren::V,frysa,ашəра
1049,frieren::V,frysa,аҵаара
1050,tun::V,göra,аҟаҵара
1051,können::V,kunna,алшара
1052,wollen::V,vilja,аҭахра
1053,anfangen::V,börja,алагара
1054,beenden::V,avsluta,алгара
1055,aufhören::V,sluta,аҟəыҵра
1056,aufhören::V,upphöra,аҟəыҵра
1057,gelingen::V,lyckas,аура
1058,gelingen::V,lyckas,аманшəалахара
1059,gelingen::V,lyckas,алҵра
1060,geraten::V,bli,нзаарын
1061,öffnen::V,öppna,аартра
1062,schließen::V,låsa,аркра
1063,schließen::V,stänga,аркра
1064,stellen::V,ställa,аргылара
1065,setzen::V,sätta,артəара
1066,legen::V,lägga,ақəҵара
1067,berühren::V,beröra,акьысра
1068,berühren::V,beröra,алакьысра
1069,verbinden::V,förbinda,аҿаҳəара
1070,bedecken::V,täcka,ақəршəра
1071,bedecken::V,betäcka,ақəршəра
1072,aufhängen::V,hänga,акнаҳара
1073,aufhängen::V,hänga upp,акнаҳара
1074,anzünden::V,tända,аркра
1075,anzünden::V,antända,аркра
1076,anzünden::V,tända på,аркра
1077,aufheben::V,lyfta,ашьҭыхра
1078,zurücklassen::V,lämna,аныжьра
1079,zurücklassen::V,efterlämna,аныжьра
1080,verlieren::V,mista,ацəыӡра
1081,verlieren::V,förlora,ацəыӡра
1082,fallen lassen::V,tappa,ацəкаҳара
1083,fallen lassen::V,släppa,ацəкаҳара
1084,machen::V,göra,ачаҧара
1085,herstellen::V,tillverka,аиҵдара
1086,herstellen::V,framställa,аиҵдара
1087,bauen::V,bygga,аргылара
1088,reparieren::V,reparera,арҽеира
1089,verbessern::V,rätta,аиҕьтəра
1090,verbessern::V,förbättra,аиҕьтəра
1091,ändern::V,ändra,аҧсахра
1092,ändern::V,förändra,аҧсахра
1093,graben::V,gräva,ажра
1094,beugen::V,böja,арҟəра
1095,beugen::V,böja,архəара
1096,biegen::V,böja,арҟəра
1097,biegen::V,böja,архəара
1098,biegen::V,kröka,арҟəра
1099,biegen::V,kröka,архəара
1100,drehen::V,vrida,аргьежьра
1101,wenden::V,vända,
1102,umdrehen::V,vrida om,аарҳәра
1103,heben::V,häva,аҩахара
1104,heben::V,häva,араҳара
1105,hochheben::V,lyfta,ахагалара
1106,hochheben::V,lyfta,ашьҭҳəара
1107,ergreifen::V,gripa,
1108,halten::V,hålla,акра
1109,drücken::V,trycka,ақəрӷəӷəара
1110,schieben::V,skjuta,аҵгəара
1111,schieben::V,skjuta,агəара
1112,kratzen::V,riva,ацəҟьара
1113,kratzen::V,skrapa,ацəҟьара
1114,lecken::V,slicka,арбзара
1115,beißen::V,bita,ацҳара
1116,abreißen::V,slita_av,амжəара
1117,abreißen::V,riva_av,амжəара
1118,abschneiden::V,skära av,ахҵəара
1119,abschneiden::V,skära av,аҿахҵəара
1120,binden::V,binda,аҿаҳəара
1121,stecken::V,sticka,алаҵара
1122,brechen::V,bryta,аҧҵəара
1123,brechen::V,brista,аҧҵəара
1124,klopfen::V,banka,асра
1125,klopfen::V,klappa,асра
1126,hauen::V,hugga,ақəкшара
1127,kleben::V,klistra,аҷабра
1128,reiben::V,gnida,арҟəыҷра
1129,streichen::V,smörja,ахьшьра
1130,schleifen::V,slipa,ахра
1131,schneiden::V,skära,аҧҟара
1132,schneiden::V,klippa,аҧҟара
1133,rütteln::V,skaka,арҵысра
1134,schütteln::V,rista,аршəшəара
1135,schwenken::V,svänga,аҟьара
1136,schütten::V,hälla,аҭаҭəара
1137,füllen::V,fylla,арҭəра
1138,einwickeln::V,slå in,алаҳəара
1139,einwickeln::V,veckla in,алаҳəара
1140,tragen::V,bära,аҩагара
1141,schleppen::V,släpa,арҳəазара
1142,ziehen::V,dra,ахара
1143,aufbewahren::V,förvara,аҵəахра
1144,aufbewahren::V,ta vara på,аҵəахра
1145,werfen::V,kasta,аршəра
1146,fangen::V,fånga,акра
1147,packen::V,gripa,анкра
1148,packen::V,gripa,аҵкаара
1149,packen::V,gripa tag,анкра
1150,packen::V,gripa tag,аҵкаара
1151,verstecken::V,gömma,аҵəахра
1152,teilen::V,dela,ашара
1153,schicken::V,skicka,ашьҭра
1154,bringen::V,bringa,аагара
1155,hinzufügen::V,tillägga,ацҵара
1156,bekommen::V,få,аҧшаара
1157,bekommen::V,få,архиара
1158,bekommen::V,få,аура
1159,bekommen::V,erhålla,аҧшаара
1160,bekommen::V,erhålla,архиара
1161,bekommen::V,erhålla,аура
1162,erhalten::V,få,аиура
1163,erhalten::V,erhålla,аиура
1164,nehmen::V,ta,агара
1165,nehmen::V,taga,агара
1166,wählen::V,välja,алҧшаара
1167,auswählen::V,utvälja,алхра
1168,bewahren::V,bevara,
1169,behindern::V,hindra,аҧырхагахара
1170,behindern::V,förhindra,аҧырхагахара
1171,verderben::V,förstöra,алгара
1172,verderben::V,förstöra,абжьыхра
1173,verderben::V,förstöra,аҧхасҭатəра
1174,beschädigen::V,skada,аҧхасҭатəра
1175,zerbrechen::V,bryta isär,аҧҽра
1176,zerbrechen::V,bryta sönder,аҧҽра
1177,zerreißen::V,riva sönder,аҧжəара
1178,zerreißen::V,slita sönder,аҧжəара
1179,zerstören::V,förstöra,аилаҧыххаара
1180,verbrennen::V,bränna,абылра
1181,verbrennen::V,bränna upp,абылра
1182,geben::V,ge,аҭара
1183,reichen::V,räcka,аҭара
1184,schenken::V,skänka,аҩгара
1185,versprechen::V,lova,ақəргəыӷра
1186,wünschen::V,önska,
1187,loben::V,lova,арҽхəара
1188,loben::V,beröma,арҽхəара
1189,küssen::V,pussa,агəӡра
1190,wiegen::V,vagga,
1191,zudecken::V,täcka,аҵахҩара
1192,zudecken::V,täcka,ақəршəра
1193,wecken::V,väcka,арҿыхара
1194,zeigen::V,visa,арбара
1195,führen::V,föra,аныҟəгара
1196,lehren::V,lära,арҵара
1197,unterrichten::V,undervisa,арҧхьара
1198,aufziehen::V,uppfostra,ааӡара
1199,leiten::V,leda,ахагылазаара
1200,antreiben::V,driva på,арццакра
1201,lassen::V,få att,арҟаҵара
1202,einladen::V,bjuda,ааҕхьара
1203,einladen::V,bjuda,анаҧхьара
1204,einladen::V,inbjuda,ааҕхьара
1205,einladen::V,inbjuda,анаҧхьара
1206,vereinigen::V,förena,аилаҵара
1207,besuchen::V,besöka,абара
1208,treffen::V,möta,аҧылара
1209,treffen::V,träffa,аҧылара
1210,sich versammeln::V,församla sig,аизара
1211,spielen::V,leka,ахəмарра
1212,spielen::V,spela,ахəмарра
1213,singen::V,sjunga,ашəаҳəара
1214,tanzen::V,dansa,акəашара
1215,sich trennen::V,skiljas,аилыҵра
1216,verlassen::V,lämna,акажьра
1217,verlassen::V,överge,акажьра
1218,retten::V,rädda,Аиқəрхара
1219,bewachen::V,bevaka,ахьчара
1220,schützen::V,skydda,ацəыхьчара
1221,schützen::V,beskydda,ацəыхьчара
1222,verteidigen::V,försvara,ахьчара
1223,sich schlagen::V,slåss,аисра
1224,schießen::V,skjuta,ахысра
1225,siegen::V,segra,аиааира
1226,ärgern::V,förarga,аргəаара
1227,schlagen::V,slå,асра
1228,schlagen::V,slå,аҭасра
1229,treten::V,sparka,
1230,stechen::V,sticka,алакшара
1231,stoßen::V,stöta,агəҭасра
1232,stehlen::V,stjäla,аӡара
1233,stören::V,störa,аҧырхагахара
1234,belästigen::V,genera,аргəамҵра
1235,belästigen::V,besvära,аргəамҵра
1236,verbergen::V,dölja,аӡара
1237,täuschen::V,vilseleda,ажьара
1238,betrügen::V,bedra,ажьара
1239,töten::V,döda,ашьра
1240,wohnen::V,bo,анхара
1241,arbeiten::V,arbeta,аусура
1242,sammeln::V,samla,аҟəшəара
1243,pflücken::V,plocka,аҿыршəара
1244,pflücken::V,plocka,аҿыхра
1245,jagen::V,jaga,ашəарыцара
1246,fischen::V,fiska,аҧсыӡ икуеит
1247,fassen::V,fånga,акра
1248,hüten::V,vakta,арҳəра
1249,hüten::V,vakta,ахьчара
1250,treiben::V,driva,акацара
1251,anbinden::V,binda fast,адҳəалара
1252,füttern::V,fodra,акырҿаҵара
1253,melken::V,mjölka,ахьара
1254,hacken::V,hacka,аҟəаҟəара
1255,gießen::V,hälla,аҵаҭəара
1256,gießen::V,vattna,аҵаҭəара
1257,reifen::V,mogna,ашəра
1258,reifen::V,mogna,аҟалара
1259,zubereiten::V,tillaga,ацура
1260,zubereiten::V,tillreda,ацура
1261,kochen::V,koka,ажəра
1262,backen::V,baka,аӡра
1263,braten::V,steka,аӡра
1264,umrühren::V,röra om,аилрыхра
1265,stricken::V,sticka,аҧара
1266,nähen::V,sy,аӡахра
1267,färben::V,färga,ашəра
1268,reinigen::V,rensa,арыцқьара
1269,reinigen::V,rengöra,арыцқьара
1270,waschen::V,tvätta,аӡәӡәара
1271,abwischen::V,torka av,арбара
1272,spülen::V,spola,аҭыршара
1273,spülen::V,skölja,аҭыршара
1274,fegen::V,feja,аҧссара
1275,kehren::V,sopa,
1276,baden::V,bada,аҽыкəабара
1277,sich waschen::V,tvätta sig,аҽыӡəӡəара
1278,ausziehen::V,ta av,ашəыхра
1279,anziehen::V,ta på,ашəҵара
1280,sich anziehen::V,klä på sig,аҽеилаҳəара
1281,kämmen::V,kamma,аҳəара
1282,schmücken::V,pynta,арҧшӡара
1283,schmücken::V,smycka,арҧшӡара
1284,sagen::V,säga,аҳəара
1285,sprechen::V,tala,ацəажəара
1286,reden::V,tala,ацəажəара
1287,reden::V,tala,аицәажәара
1288,reden::V,prata,ацəажəара
1289,reden::V,prata,аицәажәара
1290,sich unterhalten::V,prata,аицәажәара
1291,fragen::V,fråga,азҵаара
1292,fragen::V,spörja,азҵаара
1293,bitten::V,be,аҳəара
1294,erzählen::V,berätta,аҳəара
1295,mitteilen::V,meddela,азыцҳара
1296,nennen::V,kalla,ахьӡҵара
1297,rufen::V,ropa,азҿыҭра
1298,prahlen::V,pråla,аҽхəара
1299,prahlen::V,skryta,аҽхəара
1300,übersetzen::V,tolka,аиҭагара
1301,übersetzen::V,översätta,аиҭагара
1302,denken::V,tänka,азхəыцра
1303,glauben::V,tro,ахаҵара
1304,bemerken::V,uppmärksamma,агəаҭара
1305,bemerken::V,lägga märke till,агəаҭара
1306,erkennen::V,känna igen,адырра
1307,begreifen::V,begripa,аилкаара
1308,verstehen::V,förstå,аҳара
1309,lernen::V,lära sig,аҵара
1310,wissen::V,veta,адырра
1311,sich erinnern an::V,minnas,агəаларшəара
1312,sich erinnern an::V,komma ihåg,агəаларшəара
1313,vergessen::V,glömma,ахашҭра
1314,messen::V,mäta,ашəара
1315,zählen::V,räkna,аҧхьаӡара
1316,rechnen::V,räkna,аҳасабра
1317,lesen::V,läsa,аҧхьара
1318,malen::V,måla,
1319,zeichnen::V,teckna,
1320,schreiben::V,skriva,
1321,besitzen::V,äga,амазаара
1322,besitzen::V,besitta,амазаара
1323,kaufen::V,köpa,Аахəара
1324,verkaufen::V,sälja,аҭира
1325,bezahlen::V,betala,ахҭынҵара
1326,bezahlen::V,betala,ашəара
1327,zahlen::V,betala,ашəара
1328,beherrschen::V,behärska,
1329,ertragen::V,tåla,ачҳара
1330,ertragen::V,uthärda,ачҳара
