,Concept_ID,ka,ba
100,Schaum::N,დორბლი,күбек
101,Schmutz::N,ჭუჭყი,батҡаҡ
102,Schmutz::N,ტალახი,батҡаҡ
103,See::N,ტბა,күл
104,Sumpf::N,ჭაობი,һаҙлык
105,Moor::N,ტორფნარი,һаҙ
106,Wiese::N,ველი,болон
107,Wiese::N,მდელო,болон
108,Wald::N,ტყე,урман
109,Hügel::N,ბორცვი,түбә
110,Anhöhe::N,მაღლობი,түбә
111,Anhöhe::N,მაღლობი,ҡалҡыулыҡ
112,Berg::N,მთა,тау
113,Gipfel::N,მწვერვალი,түбә
114,Höhle::N,მღვიმე,мәмерйә
115,Höhle::N,გამოქვებული,мәмерйә
116,Abhang::N,ფერდობი,ипкен
117,Quelle::N,წყარო,шишмә
118,Quelle::N,სათავე,шишмә
119,Bach::N,რუ,шишмә
120,Bach::N,ნაკადული,шишмә
121,Fluss::N,მდინარე,йылға
122,Ufer::N,კიდე,яр
123,Ufer::N,ნაპირი,яр
124,Küste::N,ნაპირი,яр буйы
125,Festland::N,ხმელეთი,ҡоро ер
126,Meer::N,ზღვა,диңгез
127,Bucht::N,ყურე,бухта
128,Insel::N,კუნძული,үтрау
129,Blume::N,ყვავილი,сәскә
130,Gras::N,ბალახი,үлән
131,Wurzel::N,ძირი,тамыр
132,Wurzel::N,ფესვი,тамыр
133,Baum::N,ხე,ағас
134,Stamm::N,ტანი,олон
135,Stamm::N,ტანი,көбәк
136,Rinde::N,ქერქი,ҡабыҡ
137,Ast::N,ტოტი,ботаҡ
138,Zweig::N,შტო,ботаҡ
139,Zweig::N,შტო,тармаҡ
140,Blatt::N,ფოთოლი,япраҡ
141,Birke::N,არყი,ҡайын
142,Kiefer[Baum]::N,ფიჭვი,ҡарғай
143,Weide[Baum]::N,ტირიფი,тал
144,Tanne::N,ნაძვი,шыршы
145,Horn::N,რქა,мөғөҙ
146,Feder::N,ფრთა,ҡауырһын
147,Fell::N,ტყავი,тире
148,Flügel::N,ფრთა,ҡанат
149,Klaue::N,კლანჭი,тырнаҡ
150,Kralle::N,ტორი,аяҡ
151,Schwanz::N,კუდი,ҡойроҡ
152,Ei::N,კვერცხი,йомортҡа
153,Nest::N,ბუდე,оя
154,Bau::N,სორო,оң
155,Tier::N,ნადირი,жайуан
156,Tier::N,ნადირი,йыртҡыс
157,Tier::N,ცხოველი,жайуан
158,Tier::N,ცხოველი,йыртҡыс
159,Herde::N,ფარა,көтөү
160,Kuh::N,ფური,һыйыр
161,Kuh::N,ძროხა,һыйыр
162,Bulle::N,ხარი,үгеҙ
163,Pferd::N,რაში,ат
164,Pferd::N,ცხენი,ат
165,Schaf::N,ცხვარი,һарыҡ
166,Schwein::N,ღორი,сусҡа
167,Hund::N,ძაღლი,эт
168,Katze::N,კატა,бесәй
169,Bär::N,დათვი,айыу
170,Eichhörnchen::N,ციყვი,тейен
171,Elch::N,ცხენ-ირემი,мышы
172,Fuchs::N,მელა,төлкө
173,Hase::N,კურდღელი,ҡуян
174,Maus::N,თაგვი,сысҡан
175,Wolf::N,მგელი,бүре
176,Vogel::N,ჩიტი,ҡош
177,Vogel::N,ფრინველი,ҡош
178,Schwarm::N,გუნდი,көтөү
179,Huhn::N,დედალი,тауыҡ
180,Hahn::N,მამალი,әтәс
181,Gans::N,ბატი,ҡаҙ
182,Adler::N,არწივი,бөркөт
183,Ente::N,იხვი,өйрәк
184,Eule::N,ბუ,өкө
185,Eule::N,ბუ,ябалаҡ
186,Kranich::N,წერო,торна
187,Krähe::N,ყვავი,ҡарға
188,Kuckuck::N,გუგული,кәкүк
189,Schwan::N,გედი,аҡҡош
190,Fisch::N,თევზი,балыҡ
191,Barsch::N,ქორჭილა,алабуға
192,Hecht::N,ქარიყლაპია,суртан
193,Schlange[Tier]::N,გველი,йылан
194,Wurm::N,ჭია,селяүсен
195,Spinne::N,ობობა,үрмәксе
196,Ameise::N,ჭიანჭველა,ҡырмыҫҡа
197,Laus::N,ტილი,бет
198,Laus::N,მკბენარი,бет
199,Mücke::N,კოღო,серәкәй
200,Fliege::N,ბუზი,себен
201,Schmetterling::N,პეპელა,күбәләк
202,Beere::N,კენკრა,еләк
203,Apfel::N,ვაშლი,алма
204,Pilz::N,სოკო,бәшмәк
205,Zwiebel::N,ხახვი,һуган
206,Saat::N,თესლი,орлоҡ
207,Korn::N,მარცვალი,иген
208,Heu::N,თივა,бесән
209,Schale::N,ჩენჩო,ҡабыҡ
210,Grube::N,ორმო,соҡор
211,Falle::N,ხაფანგი,тоҙак
212,Falle::N,ხაფანგი,ҡапҡан
213,Schlinge::N,მახე,тоҙак
214,Spur::N,კვალი,әҫер
215,Asche::N,ფერფლი,көл
216,Dreck::N,ტალახი,батҡаҡ
217,Dreck::N,სიბინძურე,батҡаҡ
218,Eisen::N,რკინა,тимер
219,Gold::N,ოქრო,алтын
220,Silber::N,ვერცხლი,көмөш
221,Kohle::N,ნახშირი,күмер
222,Glas::N,მინა,быяла
223,Lehm::N,თიხა,балсыҡ
224,Sand::N,ქვიშა,ҡом
225,Mensch::N,ადამიანი,кеше
226,Mann::N,კაცი,ир
227,Frau::N,ქალი,ҡатын
228,Kind::N,ბავშვი,бала
229,Junge::N,ვაჟი,малай
230,Mädchen::N,გოგო,ҡыҙ
231,Mädchen::N,გოგო,ҡыҙыҡай
232,Familie::N,ოჯახი,ғаилә
233,Großvater::N,პაპა,олатай
234,Großvater::N,ბაბუა,олатай
235,Großmutter::N,ბებია,әбәй
236,Großmutter::N,დიდედა,әбәй
237,Eltern::N,მშობლები,ата-әсә
238,Vater::N,მამა,атай
239,Mutter::N,დედა,әсә
240,Sohn::N,ვაჟიშვილი,ул
241,Tochter::N,ქალიშვილი,ҡыҙ
242,Bruder::N,ძმა,агай
243,Schwester::N,და,алай
244,Schwester::N,და,һеңле
245,Onkel::N,ბიძა,ағай
246,Tante::N,დეიდა,апай
247,Tante::N,მამიდა,апай
248,Ehemann::N,ქმარი,ир
249,Ehefrau::N,ცოლი,ҡатын
250,Freude::N,სიხარული,шатлыҡ
251,Freude::N,სიხარული,ҡыуаныс
252,Gelächter::N,სიცილი,көлөү
253,Glück::N,ბედნიერება,бәхет
254,Kummer::N,მწუხარება,ҡайғы
255,Wunsch::N,წადილი,теләк
256,Wunsch::N,სურვილი,теләк
257,Lust::N,წადილი,әүәҫлек
258,Geist::N,სული,аң
259,Geist::N,სული,рух
260,Gedanke::N,ფიქრი,уй
261,Gedanke::N,ფიქრი,фекер
262,Gedächtnis::N,მეხსიერება,хәтер
263,Verstand::N,ჭკუა,аҡыл
264,Verstand::N,გონება,аҡыл
265,Sinn::N,მნიშვნელობა,мәғәня
266,Grund::N,მიზეზი,сәбәп
267,Wahrheit::N,სიმართლე,дөрөҫлөк
268,Wahrheit::N,ჭეშმარიტება,дөрөҫлөк
269,Gespräch::N,ბაასი,әңгәмә
270,Gespräch::N,საუბარი,әңгәмә
271,Märchen::N,არაკი,әкиәт
272,Märchen::N,ზღაპარი,әкиәт
273,Erzählung::N,თქმულება,хикәйә
274,Nachricht::N,ცნობა,хәбәр
275,Nachricht::N,ამბავი,хәбәр
276,Neuigkeit::N,სიახლე,яңылыҡ
277,Name::N,სახელი,исем
278,Rätsel::N,გამოცანა,йомаҡ
279,Rede::N,სიტყვა,телмәр
280,Sprache::N,ენა,тел
281,Sprache::N,ენა,телмәр
282,Stimme::N,ხმა,тауыш
283,Wort::N,სიტყვა,һүҙ
284,Zeichen::N,ნიშანი,билдә
285,Ruf::N,ძახილი,саҡырыу
286,Lärm::N,ხმაური,шаулау
287,Laut::N,ხმა,тауыш
288,Laut::N,ბგერა,тауыш
289,Ton::N,ტონი,яңғырау
290,Lied::N,სიმღერა,йыр
291,Ruhe::N,სიწყნარე,ял
292,Ruhe::N,სიწყნარე,тыныслыҡ
293,Leute::N,ადამიანები,кешеләр
294,Volk::N,ერი,халҡ
295,Volk::N,ხალხი,халҡ
296,Arbeit::N,მუშაობა,эш
297,Gast::N,სტუმარი,ҡунаҡ
298,Geschenk::N,საჩუქარი,бүләк
299,Spiel::N,თამაში,уйын
300,Gesellschaft::N,საზოგადოება,йәмғиәт
301,Hilfe::N,შველა,ярҙам
302,Hilfe::N,დახმარება,ярҙам
303,Freund::N,მეგობარი,дуҫ
304,Kamerad::N,ამხანაგი,иптәш
305,Angelegenheit::N,საქმე,әш
306,Anzahl::N,ოდენობა,һан
307,Art::N,სახეობა,төр
308,Stück::N,ნატეხი,киҫәк
309,Teil::N,წილი,өлөш
310,Hälfte::N,ნახევარი,ярты
311,Kreis::N,წრე,түңәрәк
312,Kreuz::N,ჯვარი,тәре
313,Linie::N,ხაზი,һыҙыҡ
314,Strich::N,შტრიხი,һыҙат
315,Abstand::N,მანძილი,ара
316,Entfernung::N,სიშორე,алыҫлыҡ
317,Gegend::N,არე,урын
318,Gegend::N,მხარე,урын
319,Platz::N,ფართობი,арауыҡ
320,Ort::N,ადგილი,ерҙәр
321,Ort::N,ადგილი,урындар
322,Ort::N,ადგილი,эш урыны
323,Seite::N,მხარე,яҡ
324,Mitte::N,შუა,урталыҡ
325,Gegenstand::N,საგანი,нәмә
326,Sache::N,ნივთი,нәмә
327,Sache::N,ნივთი,әйбер
328,Rand::N,კიდე,сит
329,Kante::N,ნაწიბული,ҡабырға
330,Kante::N,ნაწიბული,ян
331,Ecke::N,კუთხე,мөйөш
332,Spitze::N,წვეტი,ос
333,Ende::N,ბოლო,аҙаҡ
334,Loch::N,ხვრელი,тишек
335,Winkel::N,კუთხე,мөйөш
336,Muster::N,მოხატულობა,биҙәк
337,Größe::N,ზომა,ҙурлыҡ
338,Größe::N,სიდიდე,ҙурлыҡ
339,Länge::N,სიგრძე,оҙонлоҡ
340,Höhe::N,სიმაღლე,бейеклек
341,Gewicht::N,წონა,үлсәү
342,Menge::N,რაოდენობა,һан
343,Haufen::N,გროვა,өйөм
344,Reihe::N,რიგი,рәт
345,Reihe::N,წყება,рәт
346,Boot::N,გემი,кәмә
347,Ruder::N,ხოფი,ишкәк
348,Ruder::N,ნიჩაბი,ишкәк
349,Schlitten::N,მარხილი,сана
350,Ski::N,თხილამური,саңгы
351,Lagerfeuer::N,კოცონი,костер
352,Last::N,ტვირთი,ауырлыҡ
353,Gang::N,სვლა,барыу
354,Schritt::N,ბიჯი,аҙым
355,Norden::N,ჩრდილოეთი,төньяҡ
356,Süden::N,სამხრეთი,көньяҡ
357,Westen::N,დასავლეთი,көнбайыш
358,Osten::N,აღმოსავლეთი,көнсығыш
359,Holz::N,ხე,үағас
360,Brett::N,დაფა,таҡта
361,Brett::N,ფიცარი,таҡта
362,Platte::N,თლილი ქვა,плита
363,Stütze::N,საყრდენი,терәк
364,Stange::N,ჭოკი,кәртә
365,Stock::N,კეტი,таяҡ
366,Stab::N,ლატანი,ҡолға
367,Rohr::N,მილაკი,торба
368,Haus::N,სახლი,өй
369,Haus::N,სახლი,йорт
370,Heim::N,ოჯახის კერა,өй
371,Ofen::N,ღუმელი,мейес
372,Fußboden::N,იატაკი,енес
373,Tisch::N,სუფრა,өҫтәл
374,Tisch::N,მაგიდა,өҫтәл
375,Stuhl::N,სკამი,ултырғыс
376,Wiege::N,აკვანი,бишек
377,Bett::N,საწოლი,карауат
378,Bett::N,სარეცელი,карауат
379,Regal::N,თაროები,кәштә
380,Kiste::N,ყუთი,йәшинк
381,Kiste::N,სკივრი,йәшинк
382,Fenster::N,ფანჯარა,тәҙрә
383,Fenster::N,სარკმელი,тәҙрә
384,Tür::N,ბჭე,ишек
385,Tür::N,კარი,ишек
386,Tor::N,ჭიშკარი,ҡапҡа
387,Zaun::N,ღობე,ҡойма
388,Zaun::N,გალავანი,ҡойма
389,Dach::N,სახურავი,түбә
390,Dach::N,სახურავი,ҡыйыҡ
391,Leiter::N,კიბე,баҫҡыс
392,Besen::N,ცოცხი,һепертке
393,Spaten::N,ნიჩაბი,көрәк
394,Schaufel::N,ბარი,көрәк
395,Gabel::N,ჩანგალი,сәнске
396,Löffel::N,კოვზი,ҡалаҡ
397,Messer::N,დანა,бысаҡ
398,Nagel::N,ლურსმანი,сөй
399,Netz::N,ბადე,ау
400,Haken::N,კავი,ыргаҡ
401,Haken::N,კაუჭი,ыргаҡ
402,Griff::N,ტარი,тотҡа
403,Schloss::N,კლიტე,йоҙаҡ
404,Schloss::N,საკეტი,йоҙаҡ
405,Bild::N,სურათი,картина
406,Figur::N,ფიგურა,һын
407,Puppe::N,თოჯინა,ҡурсаҡ
408,Beutel::N,პარკი,тоҡ
409,Bündel::N,გალა,төргәк
410,Bündel::N,ასხმა,төргәк
411,Tasche::N,ჩანთა,сумка
412,Eimer::N,ჩამჩა,биҙрә
413,Deckel::N,ხუფი,ҡапҡас
414,Deckel::N,სარქველი,ҡапҡас
415,Geschirr::N,ჭურჭელი,һауыт-һаба
416,Sack::N,ტომარა,тоҡ
417,Tasse::N,ფინჯანი,сынаяҡ
418,Topf::N,ქოთანი,кәстрүл
419,Kessel::N,ქვაბი,ҡаҙан
420,Essen::N,ჭამა,ашау
421,Nahrung::N,საზრდო,аҙыҡ
422,Nahrung::N,საკვები,аҙыҡ
423,Speise::N,საჭმელი,аш
424,Fleisch::N,ხორცი,ит
425,Getreide::N,მარცვლოვანი,иген
426,Getreide::N,მარცვლოვანი,ашлыҡ
427,Brei::N,ფაფა,бутҡа
428,Brot::N,პური,икмәк
429,Scheibe::N,ნაჭერი,телем
430,Fett::N,ქონი,май
431,Fett::N,ცხიმი,май
432,Butter::N,კარაქი,май
433,Öl::N,ზეთი,май буяуы
434,Salz::N,მარილი,тоҙ
435,Suppe::N,სუფი,һурпа
436,Honig::N,თაფლი,бал
437,Milch::N,რძე,һөт
438,Tee::N,ჩაი,сәй
439,Leder::N,ტყავი,күн
440,Wolle::N,მატყლი,йөн
441,Stoff::N,ქსოვილი,туҡыма
442,Nadel::N,ნემსი,энә
443,Faden::N,ძაფი,еп
444,Faden::N,მკედი,еп
445,Knopf::N,ღილი,төймә
446,Knoten::N,ნასკვი,төйөн
447,Farbe::N,საღებავი,буяу
448,Kleidung::N,ტანსაცმელი,кейем
449,Hemd::N,ხალათი,күлдәк
450,Hemd::N,პერანგი,күлдәк
451,Kragen::N,საყელო,яға
452,Ärmel::N,სახელო,ең
453,Hose::N,შარვალი,салбар
454,Gürtel::N,ქამარი,ҡайыш
455,Mütze::N,ქუდი,бүрк
456,Schuh::N,ფეხსაცმელი,туфли
457,Stiefel::N,ჩექმა,итек
458,Ring::N,ბეჭედი,йөҙөк
459,Ring::N,ბეჭედი,балдаҡ
460,Band::N,ბაფთი,таҫма
461,Kamm::N,სავარცხელი,тараҡ
462,Spiegel::N,სარკე,көзгө
463,Riemen::N,ღვედი,ҡайыш
464,Schnur::N,ლარი,бау
465,Leine::N,ჯაჭვი,бау
466,Decke::N,საბანი,одеяд
467,Kissen::N,ბალიში,мендәр
468,Tuch::N,მაუდი,яулыҡ
469,Tuch::N,თავშალი,яулыҡ
470,Handtuch::N,ხელსახოცი,таҫтамал
471,Kraft::N,ძალა,көс
472,Stärke::N,ღონე,көс
473,Gesundheit::N,ჯანმრთელობა,һаулыҡ
474,Krankheit::N,სენი,сир
475,Krankheit::N,სენი,ауырыу
476,Krankheit::N,ავადმყოფობა,сир
477,Krankheit::N,ავადმყოფობა,ауырыу
478,Schmerz::N,ტკივილი,һыҙлау
479,Schmerz::N,ტკივილი,әрнеү
480,Wunde::N,იარი,йәрәхәт
481,Wunde::N,ჭრილობა,йәрәхәт
482,Fieber::N,ციება,тапма
483,Fieber::N,ციება,биҙгәк
484,Arznei::N,წამალი,дарыу
485,Brücke::N,ხიდი,күпер
486,Brunnen::N,ჭა,ҡоҙоҡ
487,Weide::N,საძოვარი,көтөүлек
488,Pfad::N,ბილიკი,һуҡмаҡ
489,Weg::N,გზა,юл
490,Straße::N,შარაგზა,урам
491,Dorf::N,დაბა,ауыл
492,Dorf::N,სოფელი,ауыл
493,Stadt::N,ქალაქი,ҡала
494,Brief::N,წერილი,хат
495,Buch::N,წიგნი,китап
496,Buch::N,წიგნი,кенәгә
497,Buchstabe::N,ასო,хәреф
498,Zeitung::N,გაზეთი,гәзит
499,Leben::N,სიცოცხლე,йәшәү
500,Tod::N,სიკვდილი,үлем
501,Grab::N,სამარე,ҡәбер
502,Grab::N,საფლავი,ҡәбер
503,Kirche::N,ეკლესია,сиркәү
504,Sünde::N,ცოდვა,гөнаһ
505,Gott::N,ღმერთი,алла
506,Gott::N,ღმერთი,хоҙай
507,Arbeiter::N,მუშა,эшсе
508,Chef::N,გამგე,башлыҡ
509,Meister::N,ოსტატი,оҫта
510,Arzt::N,ექიმი,врач
511,Arzt::N,მკურნალი,врач
512,Lehrer::N,მასწავლებელი,уҡытыусы
513,Geld::N,ფული,аҡса
514,Geschäft::N,საქმე,эш
515,Geschäft::N,ბიზნესი,эш
516,Laden::N,დუქანი,магазин
517,Laden::N,მაღაზია,магазин
518,Preis::N,ფასი,хаҡ
519,Ware::N,საქონელი,тауар
520,Nutzen::N,ხეირი,файҙа
521,Reichtum::N,სიმდიდრე,байлыҡ
522,Welt::N,მსოფლიო,донъя
523,Land::N,მხარე,ил
524,Land::N,ქვეყანა,ил
525,Staat::N,სახელმწიფო,дәүләт
526,König::N,მეფე,король
527,Macht::N,ძლიერება,власть
528,Grenze::N,ზღვარი,сик
529,Krieg::N,ომი,һуғыш
530,Feind::N,მტერი,йылан
531,Gewalt::N,სისასტიკე,көслөк
532,Kampf::N,ბრძოლა,көрәш
533,Bogen[Waffe]::N,მშვილდი,йәйә
534,Pfeil::N,ისარი,уҡ
535,Pfeil::N,მახვილი,уҡ
536,Gewehr::N,თოფი,мылтыҡ
537,Gewehr::N,შაშხანა,мылтыҡ
538,Fehler::N,შეცდომა,хата
539,Lüge::N,სიცრუე,ялған
540,Schaden::N,ვნება,зыян
541,Schaden::N,ვნება,зарар
542,Unglück::N,ხიფათი,ҡаза
543,Unglück::N,უბედურება,ҡаза
544,Schuld::N,ბრალი,ғәйеп
545,Alter::N,ასაკი,йәш
546,Schluss::N,ბოლო,һуң
547,Schluss::N,ბოლო,аҙаҡ
548,Schluss::N,დასასრული,һуң
549,Schluss::N,დასასრული,аҙаҡ
550,Zeit::N,დრო,мәл
551,Zeit::N,დრო,заман
552,Tag::N,დღე,көн
553,Morgen::N,დილა,иртә
554,Morgen::N,დილა,иртәнсәк
555,Mittag::N,შუადღე,төш
556,Abend::N,საღამო,кис
557,Nacht::N,ღამე,төн
558,Woche::N,კვირა,аҙна
559,Monat::N,თვე,ай
560,Jahr::N,წელი,йыл
561,Frühling::N,გაზაფხული,яҙ
562,Sommer::N,ზაფხული,йәй
563,Herbst::N,შემოდგომა,көз
564,Winter::N,ზამთარი,ҡыш
565,Januar::N,იანვარი,ғинуар
566,Februar::N,თებერვალი,февраль
567,März::N,მარტი,март
568,April::N,აპრილი,апрель
569,Mai::N,მაისი,май
570,Juni::N,ივნისი,июнь
571,Juli::N,ივლისი,июль
572,August::N,აგვისტო,август
573,September::N,სექტემბერი,сентябрь
574,Oktober::N,ოქტომბერი,октябрь
575,November::N,ნოემბერი,ноябрь
576,Dezember::N,დეკემბერი,декабрь
577,Montag::N,ორშაბათი,дүшәмбе
578,Dienstag::N,სამშაბათი,шишәмбе
579,Mittwoch::N,ოთხშაბათი,шаршамбы
580,Donnerstag::N,ხუთშაბათი,кесаҙна
581,Freitag::N,პარასკევი,йома
582,Samstag::N,შაბათი,шәмбе
583,Sonntag::N,კვირა,йәкшәмбе
584,groß::A,დიდი,ҙур
585,klein::A,მცირე,бәләкәс
586,klein::A,პატარა,бәләкәс
587,lang::A,გრძელი,оҙон
588,kurz::A,მოკლე,ҡыҫҡа
589,breit::A,ფართო,киң
590,breit::A,განიერი,киң
591,schmal::A,ვიწრო,тар
592,schmal::A,წვრილი,тар
593,dicht::A,მჭიდრო,йыш
594,dicht::A,მჭიდრო,ҡуйы
595,dick[Gegenstand]::A,სქელი,ҡалын
596,dünn::A,წვრილი,йоҡа
597,dünn::A,წვრილი,нәҙек
598,fein::A,თხელი,нескә
599,fest::A,მყარი,ныҡ
600,flach::A,ბრტყელი,яҫы
601,flach::A,ბრტყელი,ялпаҡ
602,glatt::A,გლუ,шыма
603,hart::A,მაგარი,ҡаты
604,weich::A,რბილი,йомшаҡ
605,rund::A,მრგვალი,түңәрәк
606,spitz::A,წვეტიანი,осло түбәле
607,scharf::A,მჭრელი,үткер
608,stumpf::A,ბლაგვი,утмәҫ
609,schwer::A,მძიმე,ауыр
610,schön::A,ლამაზი,матур
611,heiß::A,ცხელი,эҫе
612,warm::A,თბილი,йылы
613,kalt::A,ცივი,һыуыҡ
614,kühl::A,გრილი,һалҡынса
615,frisch::A,სუფთა,һалҡынса
616,feucht::A,ნოტიო,еүеш
617,feucht::A,ნოტიო,дымлы
618,nass::A,სველი,еүеш
619,trocken::A,მშრალი,кипкән
620,voll::A,სავსე,тулы
621,leer::A,ცარიელი,буш
622,offen::A,ღია,асыҡ
623,offen::A,გაშლილი,асыҡ
624,geschlossen::A,დახურული,ябыҡ
625,sauber::A,სუფთა,таҙа
626,sauber::A,წმინდა,таҙа
627,schmutzig::A,ტალახიანი,бысраҡ
628,roh::A,უმი,сей
629,reif::A,მწიფე,өлгөрғән
630,lecker::A,გემრიელი,тәмле
631,süß::A,ტკბილი,тямле
632,süß::A,ტკბილი,тәм-том
633,bitter::A,მწარე,әсе
634,sauer::A,მჟავე,әсе
635,hell::A,ნათელი,яҡты
636,dunkel::A,ბნელი,ҡараңғы
637,schwarz::A,შავი,ҡара
638,weiß::A,თეთრი,аҡ
639,rot::A,წითელი,матур
640,rot::A,წითელი,һылыу
641,rot::A,წითელი,сибәр
642,gelb::A,ყვითელი,һары
643,blau::A,ლურჯი,күк
644,blau::A,ცისფერი,күк
645,grün::A,მწვანე,йәшел
646,grau::A,რუხი,буҙ
647,grau::A,ნაცრისფერი,буҙ
648,bunt::A,ჭრელი,сыбар
649,bunt::A,ჭრელი,ала-ҡола
650,bunt::A,ფერადი,сыбар
651,bunt::A,ფერადი,ала-ҡола
652,billig::A,იაფი,арзан
653,teuer::A,ძვირი,ҡыйбатлы
654,wertvoll::A,ღირსიანი,ҡиммәтле
655,blind::A,ბრმა,һуҡыр
656,taub::A,ყრუ,һаңғырау
657,kräftig::A,ძალავანი,көслө
658,kräftig::A,ძალავანი,ҡеүәтле
659,stark::A,ძლიერი,көслө
660,stark::A,ძლიერი,ҡеүәтле
661,stark::A,ღონიერი,көслө
662,stark::A,ღონიერი,ҡеүәтле
663,schwach::A,სუსტი,көсһөҙ
664,fett::A,სქელი,һимеҙ
665,schlank::A,გამხდარი,зифа
666,hübsch::A,ეშხიანი,матур
667,hübsch::A,მშვენიერი,матур
668,böse::A,ავი,асыулы
669,böse::A,ბოროტი,асыулы
670,dumm::A,ბოთე,иҫәр
671,dumm::A,სულელი,иҫәр
672,faul::A,ზანტი,иренсәк
673,faul::A,ზარმაცი,иренсәк
674,fleißig::A,ბეჯითი,тырыш
675,fleißig::A,მუყაითი,тырыш
676,geizig::A,ძუნწი,һаран
677,klug::A,ჭკვიანი,аҡыллы
678,geschickt::A,მარჯვე,оҫта
679,geschickt::A,გაწაფული,оҫта
680,lieb::A,სატრფიალო,яғымлы
681,lustig::A,მხიარული,күңелле
682,sanft::A,ალერსიანი,йыуаш
683,sanft::A,გრძნობიერი,йыуаш
684,hungrig::A,მშიერი,ас
685,krank::A,სნეული,сирле
686,krank::A,სნეული,ауырыу
687,krank::A,ავადმყოფი,сирле
688,krank::A,ავადმყოფი,ауырыу
689,nackt::A,ტიტველი,яланғас
690,traurig::A,მწუხარე,яманһыу
691,traurig::A,სევდიანი,яманһыу
