,Concept_ID,pl,de
663,vorher::ADV,przedtem,vorher
664,zuerst::ADV,naprzód,zuerst
665,zuerst::ADV,najpierw,zuerst
666,einmal::ADV,raz,einmal
667,manchmal::ADV,czasem,manchmal
668,oft::ADV,często,oft
669,immer::ADV,zawsze,immer
670,niemals::ADV,nigdy,niemals
671,hier::ADV,tu,hier
672,hier::ADV,tutaj,hier
673,hierhin::ADV,tu,hierhin
674,von hier::ADV,stąd,von hier
675,dort::ADV,tam,dort
676,dorthin::ADV,tam,dorthin
677,geradeaus::ADV,prosto,geradeaus
678,vorwärts::ADV,naprzód,vorwärts
679,rückwärts::ADV,wstecz,rückwärts
680,zurück::ADV,z powrotem,zurück
681,unten::ADV,u dołu,unten
682,unten::ADV,na dole,unten
683,hinab::ADV,na_dół,hinab
684,hinab::ADV,w_dół,hinab
685,oben::ADV,w górze,oben
686,oben::ADV,na górze,oben
687,hinauf::ADV,w górę,hinauf
688,hinauf::ADV,na górę,hinauf
689,überall::ADV,wszędzie,überall
690,nicht::ADV,nie,nicht
691,ein wenig::ADV,trochę,ein wenig
692,kaum::ADV,ledwie,kaum
693,kaum::ADV,prawie nie,kaum
694,sehr::ADV,bardzo,sehr
695,so::ADV,tak,so
696,noch::ADV,jeszcze,noch
697,nur::ADV,tylko,nur
698,schon::ADV,już,schon
699,wieder::ADV,znów,wieder
700,wieder::ADV,znowu,wieder
701,vergebens::ADV,na próżno,vergebens
702,vor::PRP,przed,vor
703,hinter::PRP,za,hinter
704,unter::PRP,pod,unter
705,durch::PRP,przez,durch
706,neben::PRP,obok,neben
707,zwischen::PRP,między,zwischen
708,wegen::PRP,z powodu,wegen
709,dies::PRN,to,dies
710,das::PRN,to,das
711,alles::PRN,wszystko,alles
712,ich::PRN,ja,ich
713,du::PRN,ty,du
714,er::PRN,on,er
715,wir::PRN,my,wir
716,ihr::PRN,wy,ihr
717,sie::PRN,oni,sie
718,was::FPRN,co,was
719,wer::FPRN,kto,wer
720,wo::FADV,gdzie,wo
721,wohin::FADV,dokąd,wohin
722,wie::FADV,jak,wie
723,warum::FADV,dlaczego,warum
724,wieviel::FNUM,ile,wieviel
725,eins::NUM,jeden,eins
726,zwei::NUM,dwa,zwei
727,drei::NUM,trzy,drei
728,vier::NUM,cztery,vier
729,fünf::NUM,pięć,fünf
730,sechs::NUM,sześć,sechs
731,sieben::NUM,siedem,sieben
732,acht::NUM,osiem,acht
733,neun::NUM,dziewięć,neun
734,zehn::NUM,dziesięć,zehn
735,elf::NUM,jedenaście,elf
736,zwölf::NUM,dwanaście,zwölf
737,zwanzig::NUM,dwadzieścia,zwanzig
738,dreißig::NUM,trzydzieści,dreißig
739,vierzig::NUM,czterdzieści,vierzig
740,fünfzig::NUM,pięćdziesiąt,fünfzig
741,sechzig::NUM,sześćdziesiąt,sechzig
742,siebzig::NUM,siedemdziesiąt,siebzig
743,achtzig::NUM,osiemdziesiąt,achtzig
744,neunzig::NUM,dziewięćdziesiąt,neunzig
745,hundert::NUM,sto,hundert
746,tausend::NUM,tysiąc,tausend
747,und::CNJ,i,und
748,oder::CNJ,lub,oder
749,oder::CNJ,albo,oder
750,stehen::V,stać,stehen
751,sitzen::V,siedzieć,sitzen
752,liegen::V,leżeć,liegen
753,hängen::V,wisieć,hängen
754,werden::V,zostać,werden
755,werden::V,stać się,werden
756,passieren::V,dziać się,passieren
757,passieren::V,zdarzyć się,passieren
758,beginnen::V,zacząć się,beginnen
759,enden::V,kończyć się,enden
760,wechseln::V,zmienić się,wechseln
761,aufgehen[Sonne]::V,wzejść,aufgehen
762,untergehen[Sonne]::V,zajść,untergehen
763,scheinen[Sonne]::V,świecić,scheinen
764,donnern::V,grzmieć,donnern
765,wehen::V,wiać,wehen
766,strömen::V,płynąć,strömen
767,strömen::V,lać się,strömen
768,fließen::V,ciec,fließen
769,fließen::V,płynąć,fließen
770,sich drehen::V,obracać się,sich drehen
771,schwanken::V,chwiać się,schwanken
772,schwingen::V,wahać się,schwingen
773,fallen::V,padać,fallen
774,brennen::V,palić się,brennen
775,rauchen::V,dymić,rauchen
776,rauchen::V,dymić się,rauchen
777,regnen::V,padać,regnen
778,gefrieren::V,zamarznąć,gefrieren
779,tauen::V,tajać,tauen
780,schmelzen::V,topnieć,schmelzen
781,trocknen::V,schnąć,trocknen
782,sieden::V,wrzeć,sieden
783,sieden::V,kipieć,sieden
784,faulen::V,gnić,faulen
785,verfaulen::V,zgnić,verfaulen
786,reißen::V,urywać się,reißen
787,versinken::V,tonąć,versinken
788,vergehen::V,przechodzić,vergehen
789,erscheinen::V,zjawiać się,erscheinen
790,verschwinden::V,zniknąć,verschwinden
791,sinken::V,spadać,sinken
792,abnehmen::V,spadać,abnehmen
793,zunehmen::V,wzrosnąć,zunehmen
