,Concept_ID,pl,de
0,Auge::N,oko,Auge
1,Ohr::N,ucho,Ohr
2,Nase::N,nos,Nase
3,Mund::N,usta,Mund
4,Zahn::N,ząb,Zahn
5,Zunge::N,język,Zunge
6,Lippe::N,warga,Lippe
7,Wange::N,policzek,Wange
8,Gesicht::N,twarz,Gesicht
9,Stirn::N,czoło,Stirn
10,Haar::N,włos,Haar
11,Haar::N,włosy,Haar
12,Schnurrbart::N,wąsy,Schnurrbart
13,Bart::N,broda,Bart
14,Kinn::N,podbródek,Kinn
15,Kiefer[Anatomie]::N,czeluść,Kiefer
16,Kehle::N,gardło,Kehle
17,Hals::N,szyja,Hals
18,Genick::N,kark,Genick
19,Kopf::N,głowa,Kopf
20,Rücken::N,plecy,Rücken
21,Rücken::N,grzbiet,Rücken
22,Bauch::N,brzuch,Bauch
23,Nabel::N,pępek,Nabel
24,Busen::N,biust,Busen
25,Brust::N,pierś,Brust
26,Schulter::N,bark,Schulter
27,Schulter::N,ramię,Schulter
28,Arm::N,ręka,Arm
29,Arm::N,ramię,Arm
30,Ellenbogen::N,łokieć,Ellenbogen
31,Hand::N,dłoń,Hand
32,Handfläche::N,dłoń,Handfläche
33,Finger::N,palec,Finger
34,Fingernagel::N,paznokieć,Fingernagel
35,Nagel[Anatomie]::N,paznokieć,Nagel
36,Zeh::N,palec,Zeh
37,Fuß::N,stopa,Fuß
38,Ferse::N,pięta,Ferse
39,Knie::N,kolano,Knie
40,Oberschenkel::N,udo,Oberschenkel
41,Bein::N,noga,Bein
42,Körper::N,ciało,Körper
43,Haut::N,skóra,Haut
44,Blut::N,krew,Blut
45,Ader::N,żyła,Ader
46,Sehne::N,ścięgno,Sehne
47,Knochen::N,kość,Knochen
48,Gehirn::N,mózg,Gehirn
49,Herz::N,serce,Herz
50,Magen::N,żołądek,Magen
51,Leber::N,wątroba,Leber
52,Atem::N,dech,Atem
53,Atem::N,oddech,Atem
54,Hunger::N,głód,Hunger
55,Träne::N,łza,Träne
56,Geschmack::N,smak,Geschmack
57,Geruch::N,woń,Geruch
58,Geruch::N,zapach,Geruch
59,Schlaf::N,sen,Schlaf
60,Traum::N,sen,Traum
61,Himmel::N,niebo,Himmel
62,Sonne::N,słońce,Sonne
63,Mond::N,księżyc,Mond
64,Stern::N,gwiazda,Stern
65,Luft::N,powietrze,Luft
66,Wind::N,wiatr,Wind
67,Welle::N,fala,Welle
68,Wasser::N,woda,Wasser
69,Stein::N,kamień,Stein
70,Boden::N,grunt,Boden
71,Erde::N,ziemia,Erde
72,Staub::N,pył,Staub
73,Staub::N,kurz,Staub
74,Rauch::N,dym,Rauch
75,Funke::N,iskra,Funke
76,Feuer::N,ogień,Feuer
77,Licht::N,światło,Licht
78,Schatten::N,cień,Schatten
79,Wetter::N,pogoda,Wetter
80,Nebel::N,mgła,Nebel
81,Wolke::N,obłok,Wolke
82,Wolke::N,chmura,Wolke
83,Regen::N,deszcz,Regen
84,Schnee::N,śnieg,Schnee
85,Eis::N,lód,Eis
86,Frost::N,mróz,Frost
87,Kälte::N,chłód,Kälte
88,Hitze::N,gorąco,Hitze
89,Raureif::N,szron,Raureif
90,Regenbogen::N,tęcza,Regenbogen
91,Donner::N,grzmot,Donner
92,Strömung::N,nurt,Strömung
93,Tropfen::N,kropla,Tropfen
94,Schaum::N,piana,Schaum
95,Schmutz::N,brud,Schmutz
96,See::N,jezioro,See
97,Sumpf::N,bagno,Sumpf
98,Moor::N,bagno,Moor
99,Wiese::N,łąka,Wiese
100,Wald::N,las,Wald
101,Hügel::N,pagórek,Hügel
102,Anhöhe::N,wzgórze,Anhöhe
103,Berg::N,góra,Berg
104,Gipfel::N,szczyt,Gipfel
105,Gipfel::N,wierzchołek,Gipfel
106,Höhle::N,pieczara,Höhle
107,Abhang::N,stok,Abhang
108,Abhang::N,zbocze,Abhang
109,Quelle::N,zdrój,Quelle
110,Quelle::N,źródło,Quelle
111,Bach::N,potok,Bach
112,Bach::N,strumień,Bach
113,Fluss::N,rzeka,Fluss
114,Ufer::N,brzeg,Ufer
115,Küste::N,wybrzeże,Küste
116,Festland::N,ląd,Festland
117,Meer::N,morze,Meer
118,Bucht::N,zatoka,Bucht
119,Insel::N,wyspa,Insel
120,Blume::N,kwiat,Blume
121,Gras::N,trawa,Gras
122,Wurzel::N,korzeń,Wurzel
123,Baum::N,drzewo,Baum
124,Stamm::N,pień,Stamm
125,Rinde::N,kora,Rinde
126,Ast::N,gałąź,Ast
127,Zweig::N,gałąź,Zweig
128,Blatt::N,liść,Blatt
129,Birke::N,brzoza,Birke
130,Kiefer[Baum]::N,sosna,Kiefer
131,Weide[Baum]::N,wierzba,Weide
132,Tanne::N,jodła,Tanne
133,Horn::N,róg,Horn
134,Feder::N,pióro,Feder
135,Fell::N,futro,Fell
136,Flügel::N,skrzydło,Flügel
137,Klaue::N,szpon,Klaue
138,Kralle::N,pazur,Kralle
139,Schwanz::N,ogon,Schwanz
140,Ei::N,jajko,Ei
141,Nest::N,gniazdo,Nest
142,Bau::N,nora,Bau
143,Tier::N,zwierzę,Tier
144,Herde::N,stado,Herde
145,Herde::N,trzoda,Herde
146,Kuh::N,krowa,Kuh
147,Bulle::N,byk,Bulle
148,Pferd::N,koń,Pferd
149,Schaf::N,owca,Schaf
150,Schwein::N,świnia,Schwein
151,Hund::N,pies,Hund
152,Katze::N,kot,Katze
153,Katze::N,kotka,Katze
154,Bär::N,niedźwiedż,Bär
155,Eichhörnchen::N,wiewiórka,Eichhörnchen
156,Elch::N,łóś,Elch
157,Fuchs::N,lis,Fuchs
158,Hase::N,zając,Hase
159,Maus::N,mysz,Maus
160,Wolf::N,wilk,Wolf
161,Vogel::N,ptak,Vogel
162,Schwarm::N,stado,Schwarm
163,Huhn::N,kura,Huhn
164,Hahn::N,kogut,Hahn
165,Gans::N,gęś,Gans
166,Adler::N,orzeł,Adler
167,Ente::N,kaczka,Ente
168,Eule::N,sowa,Eule
169,Kranich::N,żuraw,Kranich
170,Krähe::N,wrona,Krähe
171,Kuckuck::N,kukułka,Kuckuck
172,Schwan::N,łabędż,Schwan
173,Fisch::N,ryba,Fisch
174,Barsch::N,okoń,Barsch
175,Hecht::N,szczupak,Hecht
176,Schlange[Tier]::N,wąż,Schlange
177,Schlange[Tier]::N,żmija,Schlange
178,Wurm::N,robak,Wurm
179,Spinne::N,pająk,Spinne
180,Ameise::N,mrówka,Ameise
181,Laus::N,wesz,Laus
182,Mücke::N,komar,Mücke
183,Fliege::N,mucha,Fliege
184,Schmetterling::N,motyl,Schmetterling
185,Beere::N,jagoda,Beere
186,Apfel::N,jabłko,Apfel
187,Pilz::N,grzyb,Pilz
188,Zwiebel::N,cebula,Zwiebel
189,Saat::N,siew,Saat
190,Korn::N,ziarno,Korn
191,Heu::N,siano,Heu
192,Schale::N,łupina,Schale
193,Grube::N,dół,Grube
194,Grube::N,jama,Grube
195,Falle::N,pułapka,Falle
196,Schlinge::N,sidła,Schlinge
197,Spur::N,ślad,Spur
198,Asche::N,popiół,Asche
199,Dreck::N,brud,Dreck
200,Eisen::N,żelazo,Eisen
201,Gold::N,złoto,Gold
202,Silber::N,srebro,Silber
203,Kohle::N,węgiel,Kohle
204,Glas::N,szkło,Glas
205,Lehm::N,glina,Lehm
206,Sand::N,piasek,Sand
207,Mensch::N,człowiek,Mensch
208,Mann::N,mężczyzna,Mann
209,Frau::N,kobieta,Frau
210,Kind::N,dziecko,Kind
211,Junge::N,chłopak,Junge
212,Junge::N,chłopiec,Junge
213,Mädchen::N,dziewczynka,Mädchen
214,Familie::N,rodzina,Familie
215,Großvater::N,dziadek,Großvater
216,Großmutter::N,babka,Großmutter
217,Eltern::N,rodzice,Eltern
218,Vater::N,ojciec,Vater
219,Mutter::N,matka,Mutter
220,Sohn::N,syn,Sohn
221,Tochter::N,córka,Tochter
222,Bruder::N,brat,Bruder
223,Schwester::N,siostra,Schwester
224,Onkel::N,wuj,Onkel
225,Onkel::N,stryj,Onkel
226,Tante::N,ciotka,Tante
227,Ehemann::N,mąż,Ehemann
228,Ehefrau::N,żona,Ehefrau
229,Freude::N,radość,Freude
230,Gelächter::N,śmiech,Gelächter
231,Glück::N,szczęście,Glück
232,Kummer::N,zmartwienie,Kummer
233,Wunsch::N,życzenie,Wunsch
234,Lust::N,chęć,Lust
235,Lust::N,ochota,Lust
236,Geist::N,duch,Geist
237,Gedanke::N,myśl,Gedanke
238,Gedächtnis::N,pamięć,Gedächtnis
239,Verstand::N,rozum,Verstand
240,Sinn::N,zmysł,Sinn
241,Grund::N,powód,Grund
242,Wahrheit::N,prawda,Wahrheit
243,Gespräch::N,rozmowa,Gespräch
244,Märchen::N,bajka,Märchen
245,Erzählung::N,opowiadanie,Erzählung
246,Nachricht::N,wiadomość,Nachricht
247,Neuigkeit::N,nowina,Neuigkeit
248,Name::N,imię,Name
249,Rätsel::N,zagadka,Rätsel
250,Rede::N,mowa,Rede
251,Sprache::N,język,Sprache
252,Stimme::N,głos,Stimme
253,Wort::N,słowo,Wort
254,Zeichen::N,znak,Zeichen
255,Ruf::N,wołanie,Ruf
256,Lärm::N,hałas,Lärm
257,Lärm::N,zgiełk,Lärm
258,Laut::N,dźwięk,Laut
259,Ton::N,ton,Ton
260,Ton::N,dźwięk,Ton
261,Lied::N,pieśń,Lied
262,Lied::N,piosenka,Lied
263,Ruhe::N,spokój,Ruhe
264,Leute::N,ludzie,Leute
265,Volk::N,naród,Volk
266,Arbeit::N,praca,Arbeit
267,Arbeit::N,robota,Arbeit
268,Gast::N,gość,Gast
269,Geschenk::N,prezent,Geschenk
270,Geschenk::N,podarunek,Geschenk
271,Spiel::N,gra,Spiel
272,Spiel::N,zabawa,Spiel
273,Gesellschaft::N,towarzystwo,Gesellschaft
274,Hilfe::N,pomoc,Hilfe
275,Freund::N,przyjaciel,Freund
276,Kamerad::N,kolega,Kamerad
277,Angelegenheit::N,sprawa,Angelegenheit
278,Anzahl::N,ilość,Anzahl
279,Art::N,rodzaj,Art
280,Stück::N,kawałek,Stück
281,Teil::N,część,Teil
282,Hälfte::N,połowa,Hälfte
283,Kreis::N,krąg,Kreis
284,Kreuz::N,krzyż,Kreuz
285,Linie::N,linia,Linie
286,Strich::N,kreska,Strich
287,Abstand::N,odstęp,Abstand
288,Entfernung::N,odległość,Entfernung
289,Gegend::N,okolica,Gegend
290,Platz::N,miejsce,Platz
291,Ort::N,miejsce,Ort
292,Seite::N,bok,Seite
293,Seite::N,strona,Seite
294,Mitte::N,środek,Mitte
295,Gegenstand::N,przedmiot,Gegenstand
296,Sache::N,rzecz,Sache
297,Rand::N,skraj,Rand
298,Rand::N,krawędź,Rand
299,Kante::N,kant,Kante
300,Kante::N,krawędź,Kante
301,Ecke::N,róg,Ecke
302,Spitze::N,ostrze,Spitze
303,Ende::N,koniec,Ende
304,Loch::N,dziura,Loch
305,Winkel::N,kąt,Winkel
306,Winkel::N,kącik,Winkel
307,Muster::N,wzór,Muster
308,Größe::N,rozmiar,Größe
309,Größe::N,wielkość,Größe
310,Länge::N,długość,Länge
311,Höhe::N,wysokość,Höhe
312,Gewicht::N,ciężar,Gewicht
313,Menge::N,ilość,Menge
314,Haufen::N,kupa,Haufen
315,Reihe::N,rząd,Reihe
316,Reihe::N,szereg,Reihe
317,Boot::N,łódź,Boot
318,Boot::N,łódka,Boot
319,Ruder::N,wiosło,Ruder
320,Schlitten::N,sanki,Schlitten
321,Ski::N,narta,Ski
322,Lagerfeuer::N,ognisko,Lagerfeuer
323,Last::N,ciężar,Last
324,Last::N,brzemię,Last
325,Gang::N,chód,Gang
326,Schritt::N,krok,Schritt
327,Norden::N,północ,Norden
328,Süden::N,południe,Süden
329,Westen::N,zachód,Westen
330,Osten::N,wschód,Osten
331,Holz::N,drzewo,Holz
332,Brett::N,deska,Brett
333,Platte::N,płyta,Platte
334,Stütze::N,podpora,Stütze
335,Stange::N,drąg,Stange
336,Stange::N,żerdź,Stange
337,Stock::N,kij,Stock
338,Stock::N,laska,Stock
339,Stab::N,pręt,Stab
340,Rohr::N,rura,Rohr
341,Haus::N,dom,Haus
342,Heim::N,dom,Heim
343,Ofen::N,piec,Ofen
344,Fußboden::N,podłoga,Fußboden
345,Tisch::N,stół,Tisch
346,Stuhl::N,krzesło,Stuhl
347,Wiege::N,kołyska,Wiege
348,Bett::N,łóżko,Bett
349,Bett::N,pościel,Bett
350,Regal::N,regał,Regal
351,Kiste::N,skrzynia,Kiste
352,Fenster::N,okno,Fenster
353,Tür::N,drzwi,Tür
354,Tor::N,brama,Tor
355,Zaun::N,płot,Zaun
356,Zaun::N,parkan,Zaun
357,Dach::N,dach,Dach
358,Leiter::N,drabina,Leiter
359,Besen::N,miotła,Besen
360,Spaten::N,rydel,Spaten
361,Schaufel::N,łopata,Schaufel
362,Gabel::N,widelec,Gabel
363,Löffel::N,łyżka,Löffel
364,Messer::N,nóż,Messer
365,Nagel::N,gwóźdź,Nagel
366,Netz::N,sieć,Netz
367,Haken::N,hak,Haken
368,Griff::N,chwyt,Griff
369,Schloss::N,zamek,Schloss
370,Bild::N,obraz,Bild
371,Figur::N,figura,Figur
372,Puppe::N,lalka,Puppe
373,Beutel::N,torba,Beutel
374,Bündel::N,wiązka,Bündel
375,Tasche::N,torba,Tasche
376,Eimer::N,kubeł,Eimer
377,Eimer::N,wiadro,Eimer
378,Deckel::N,przykrywka,Deckel
379,Geschirr::N,statki,Geschirr
380,Geschirr::N,naczynia,Geschirr
381,Sack::N,worek,Sack
382,Tasse::N,filiżanka,Tasse
383,Topf::N,garnek,Topf
384,Kessel::N,kocioł,Kessel
385,Essen::N,jedzenie,Essen
386,Nahrung::N,pokarm,Nahrung
387,Nahrung::N,pożywienie,Nahrung
388,Speise::N,potrawa,Speise
389,Speise::N,jedzenie,Speise
390,Fleisch::N,mięso,Fleisch
391,Getreide::N,zboże,Getreide
392,Brei::N,kasza,Brei
393,Brot::N,chleb,Brot
394,Scheibe::N,kromka,Scheibe
395,Fett::N,tłuszcz,Fett
396,Butter::N,masło,Butter
397,Öl::N,olej,Öl
398,Salz::N,sól,Salz
399,Suppe::N,zupa,Suppe
400,Honig::N,miód,Honig
401,Milch::N,mleko,Milch
402,Tee::N,herbata,Tee
403,Leder::N,skóra,Leder
404,Wolle::N,wełna,Wolle
405,Stoff::N,tkanina,Stoff
406,Stoff::N,materiał,Stoff
407,Nadel::N,igła,Nadel
408,Faden::N,nić,Faden
409,Faden::N,nitka,Faden
410,Knopf::N,guzik,Knopf
411,Knoten::N,węzeł,Knoten
412,Farbe::N,farba,Farbe
413,Kleidung::N,odzież,Kleidung
414,Hemd::N,koszula,Hemd
415,Kragen::N,kołnierz,Kragen
416,Ärmel::N,rękaw,Ärmel
417,Hose::N,spodnie,Hose
418,Gürtel::N,pasek,Gürtel
419,Mütze::N,czapka,Mütze
420,Schuh::N,but,Schuh
421,Schuh::N,bucik,Schuh
422,Stiefel::N,but,Stiefel
423,Stiefel::N,kozak,Stiefel
424,Ring::N,pierścień,Ring
425,Band::N,wstęga,Band
426,Kamm::N,grzebień,Kamm
427,Spiegel::N,lustro,Spiegel
428,Riemen::N,rzemień,Riemen
429,Schnur::N,sznur,Schnur
430,Leine::N,smycz,Leine
431,Decke::N,kołdra,Decke
432,Kissen::N,poduszka,Kissen
433,Tuch::N,chustka,Tuch
434,Handtuch::N,ręcznik,Handtuch
435,Kraft::N,moc,Kraft
436,Kraft::N,siła,Kraft
437,Stärke::N,moc,Stärke
438,Stärke::N,siła,Stärke
439,Gesundheit::N,zdrowie,Gesundheit
440,Krankheit::N,choroba,Krankheit
441,Schmerz::N,ból,Schmerz
442,Wunde::N,rana,Wunde
443,Fieber::N,gorączka,Fieber
444,Arznei::N,lekarstwo,Arznei
445,Brücke::N,most,Brücke
446,Brunnen::N,studnia,Brunnen
447,Weide::N,pastwisko,Weide
448,Pfad::N,ścieżka,Pfad
449,Weg::N,droga,Weg
450,Straße::N,ulica,Straße
451,Dorf::N,wieś,Dorf
452,Stadt::N,miasto,Stadt
453,Brief::N,list,Brief
454,Buch::N,książka,Buch
455,Buchstabe::N,litera,Buchstabe
456,Zeitung::N,gazeta,Zeitung
457,Zeitung::N,dziennik,Zeitung
458,Leben::N,życie,Leben
459,Tod::N,śmierć,Tod
460,Grab::N,grób,Grab
461,Kirche::N,kościół,Kirche
462,Sünde::N,grzech,Sünde
463,Gott::N,bóg,Gott
464,Arbeiter::N,robotnik,Arbeiter
465,Chef::N,szef,Chef
466,Meister::N,mistrz,Meister
467,Meister::N,majster,Meister
468,Arzt::N,lekarz,Arzt
469,Lehrer::N,nauczyciel,Lehrer
470,Geld::N,pieniądze,Geld
471,Geschäft::N,sprawa,Geschäft
472,Geschäft::N,interes,Geschäft
473,Laden::N,sklep,Laden
474,Preis::N,cena,Preis
475,Ware::N,towar,Ware
476,Nutzen::N,pożytek,Nutzen
477,Reichtum::N,bogactwo,Reichtum
478,Welt::N,świat,Welt
479,Land::N,kraj,Land
480,Staat::N,państwo,Staat
481,König::N,król,König
482,Macht::N,władza,Macht
483,Grenze::N,granica,Grenze
484,Krieg::N,wojna,Krieg
485,Feind::N,wróg,Feind
486,Gewalt::N,władza,Gewalt
487,Kampf::N,bój,Kampf
488,Kampf::N,walka,Kampf
489,Bogen[Waffe]::N,łuk,Bogen
490,Pfeil::N,strzała,Pfeil
491,Gewehr::N,karabin,Gewehr
492,Fehler::N,błąd,Fehler
493,Lüge::N,kłamstwo,Lüge
494,Schaden::N,szkoda,Schaden
495,Unglück::N,nieszczęście,Unglück
496,Schuld::N,wina,Schuld
497,Alter::N,wiek,Alter
498,Schluss::N,koniec,Schluss
499,Schluss::N,zakończenie,Schluss
500,Zeit::N,czas,Zeit
501,Tag::N,dzień,Tag
502,Morgen::N,ranek,Morgen
503,Morgen::N,poranek,Morgen
504,Mittag::N,południe,Mittag
505,Abend::N,wieczór,Abend
506,Nacht::N,noc,Nacht
507,Woche::N,tydzień,Woche
508,Monat::N,miesiąc,Monat
509,Jahr::N,rok,Jahr
510,Frühling::N,wiosna,Frühling
511,Sommer::N,lato,Sommer
512,Herbst::N,jesień,Herbst
513,Winter::N,zima,Winter
514,Januar::N,styczeń,Januar
515,Februar::N,luty,Februar
516,März::N,marzec,März
517,April::N,kwiecień,April
518,Mai::N,maj,Mai
519,Juni::N,czerwiec,Juni
520,Juli::N,lipiec,Juli
521,August::N,sierpień,August
522,September::N,wrzesień,September
523,Oktober::N,październik,Oktober
524,November::N,listopad,November
525,Dezember::N,grudzień,Dezember
526,Montag::N,poniedziałek,Montag
527,Dienstag::N,wtorek,Dienstag
528,Mittwoch::N,środa,Mittwoch
529,Donnerstag::N,czwartek,Donnerstag
530,Freitag::N,piątek,Freitag
531,Samstag::N,sobota,Samstag
532,Sonntag::N,niedziela,Sonntag
533,groß::A,duży,groß
534,groß::A,wielki,groß
535,klein::A,mały,klein
536,lang::A,długi,lang
537,kurz::A,krótki,kurz
538,breit::A,szeroki,breit
539,schmal::A,wąski,schmal
540,dicht::A,gęsty,dicht
541,dick[Gegenstand]::A,gruby,dick
542,dünn::A,cienki,dünn
543,fein::A,drobny,fein
544,fest::A,mocny,fest
545,fest::A,twardy,fest
546,flach::A,płaski,flach
547,glatt::A,gładki,glatt
548,hart::A,twardy,hart
549,weich::A,miękki,weich
550,rund::A,okrągły,rund
551,spitz::A,spiczasty,spitz
552,scharf::A,ostry,scharf
553,stumpf::A,tępy,stumpf
554,schwer::A,ciężki,schwer
555,schön::A,ładny,schön
556,schön::A,piękny,schön
557,heiß::A,gorący,heiß
558,warm::A,ciepły,warm
559,kalt::A,zimny,kalt
560,kühl::A,chłodny,kühl
561,frisch::A,świeży,frisch
562,feucht::A,wilgotny,feucht
563,nass::A,mokry,nass
564,trocken::A,suchy,trocken
565,voll::A,pełny,voll
566,leer::A,pusty,leer
567,leer::A,próżny,leer
568,offen::A,otwarty,offen
569,geschlossen::A,zamknięty,geschlossen
570,sauber::A,czysty,sauber
571,schmutzig::A,brudny,schmutzig
572,roh::A,surowy,roh
573,reif::A,dojrzały,reif
574,lecker::A,smaczny,lecker
575,süß::A,słodki,süß
576,bitter::A,gorzki,bitter
577,sauer::A,kwaśny,sauer
578,hell::A,jasny,hell
579,dunkel::A,ciemny,dunkel
580,schwarz::A,czarny,schwarz
581,weiß::A,biały,weiß
582,rot::A,czerwony,rot
583,gelb::A,żółty,gelb
584,blau::A,błękitny,blau
585,blau::A,niebieski,blau
586,grün::A,zielony,grün
587,grau::A,szary,grau
588,bunt::A,barwny,bunt
589,billig::A,tani,billig
590,teuer::A,drogi,teuer
591,wertvoll::A,cenny,wertvoll
592,blind::A,ślepy,blind
593,taub::A,głuchy,taub
594,kräftig::A,mocny,kräftig
595,stark::A,silny,stark
596,schwach::A,słaby,schwach
597,fett::A,tłusty,fett
598,schlank::A,smukły,schlank
599,hübsch::A,ładny,hübsch
600,böse::A,zły,böse
601,dumm::A,głupi,dumm
602,faul::A,leniwy,faul
603,fleißig::A,pilny,fleißig
604,geizig::A,skąpy,geizig
605,klug::A,mądry,klug
606,geschickt::A,zręczny,geschickt
607,lieb::A,miły,lieb
608,lustig::A,wesoły,lustig
609,sanft::A,łagodny,sanft
610,hungrig::A,głodny,hungrig
611,krank::A,chory,krank
612,nackt::A,nagi,nackt
613,traurig::A,smutny,traurig
614,lebendig::A,żywy,lebendig
615,gut::A,dobry,gut
616,schlecht::A,zły,schlecht
617,richtig::A,słuszny,richtig
618,richtig::A,właściwy,richtig
619,schlimm::A,zły,schlimm
620,wahr::A,prawdziwy,wahr
621,alt::A,stary,alt
622,neu::A,nowy,neu
623,ehemalig::A,były,ehemalig
624,alt[Lebewesen]::A,stary,alt
625,jung::A,młody,jung
626,arm::A,ubogi,arm
627,arm::A,biedny,arm
628,reich::A,bogaty,reich
629,bekannt::A,znany,bekannt
630,berühmt::A,słynny,berühmt
631,fremd::A,obcy,fremd
632,fremd::A,cudzy,fremd
633,verschieden::A,różny,verschieden
634,nah::A,bliski,nah
635,fern::A,daleki,fern
636,linker::A,lewy,linker
637,rechter::A,prawy,rechter
638,anderer::A,inny,anderer
639,erster::A,pierwszy,erster
640,zweiter::A,drugi,zweiter
641,dritter::A,trzeci,dritter
642,letzter::A,ostatni,letzter
643,allein::ADV,sam,allein
644,auf einmal::ADV,naraz,auf einmal
645,zusammen::ADV,razem,zusammen
646,lange::ADV,długo,lange
647,plötzlich::ADV,nagle,plötzlich
648,sofort::ADV,natychmiast,sofort
649,später::ADV,później,später
650,jetzt::ADV,teraz,jetzt
651,jetzt::ADV,obecnie,jetzt
652,heute::ADV,dziś,heute
653,heute::ADV,dzisiaj,heute
654,morgen::ADV,jutro,morgen
655,bald::ADV,wkrótce,bald
656,dann::ADV,potem,dann
657,gestern::ADV,wczoraj,gestern
658,einst::ADV,kiedyś,einst
659,einst::ADV,niegdyś,einst
660,damals::ADV,wtedy,damals
661,damals::ADV,wówczas,damals
662,danach::ADV,następnie,danach
