,Concept_ID,is,fr
133,Bach::N,lækur,ruisseau
134,Fluss::N,á,fleuve
135,Fluss::N,á,rivière
136,Fluss::N,fljót,fleuve
137,Fluss::N,fljót,rivière
138,Ufer::N,árbakki,bord
139,Ufer::N,árbakki,rivage
140,Ufer::N,sjávarbakki,bord
141,Ufer::N,sjávarbakki,rivage
142,Küste::N,strönd,côte
143,Festland::N,meginland,terre ferme
144,Meer::N,haf,mer
145,Meer::N,sjór,mer
146,Bucht::N,vík,baie
147,Insel::N,eyja,île
148,Blume::N,blóm,fleur
149,Gras::N,gras,herbe
150,Wurzel::N,rót,racine
151,Baum::N,tré,arbre
152,Stamm::N,stofn,tronc
153,Rinde::N,börkur,écorce
154,Ast::N,grein,branche
155,Zweig::N,angi,rameau
156,Zweig::N,kvistur,rameau
157,Blatt::N,blað,feuille
158,Birke::N,birki,bouleau
159,Kiefer[Baum]::N,fura,pin
160,Weide[Baum]::N,víðir,saule
161,Tanne::N,greni,sapin
162,Horn::N,horn,corne
163,Feder::N,fjöður,plume
164,Fell::N,skinn,peau
165,Flügel::N,vængur,aile
166,Klaue::N,kló,serre
167,Kralle::N,kló,ongle
168,Kralle::N,kló,griffe
169,Schwanz::N,rófa,queue
170,Schwanz::N,skott,queue
171,Ei::N,egg,œuf
172,Nest::N,hreiður,nid
173,Bau::N,greni,terrier
174,Bau::N,bæli,terrier
175,Tier::N,dýr,animal
176,Herde::N,hjörð,troupeau
177,Kuh::N,kýr,vache
178,Bulle::N,boli,taureau
179,Pferd::N,hestur,cheval
180,Schaf::N,kind,mouton
181,Schwein::N,svín,porc
182,Schwein::N,svín,cochon
183,Hund::N,hundur,chien
184,Katze::N,köttur,chat
185,Bär::N,björn,ours
186,Eichhörnchen::N,íkorni,écureuil
187,Elch::N,elgur,élan
188,Fuchs::N,refur,renard
189,Hase::N,héri,lièvre
190,Maus::N,mús,souris
191,Wolf::N,úlfur,loup
192,Vogel::N,fugl,oiseau
193,Schwarm::N,sægur,nuée
194,Schwarm::N,sægur,volée
195,Huhn::N,hæna,poule
196,Hahn::N,hani,coq
197,Gans::N,gæs,oie
198,Adler::N,örn,aigle
199,Ente::N,önd,canard
200,Eule::N,uggla,hibou
201,Kranich::N,trana,grue
202,Krähe::N,kráka,corneille
203,Kuckuck::N,gaukur,coucou
204,Schwan::N,svanur,cygne
205,Fisch::N,fiskur,poisson
206,Barsch::N,aborri,perche
207,Hecht::N,gedda,brochet
208,Schlange[Tier]::N,naðra,serpent
209,Wurm::N,ormur,ver
210,Spinne::N,kónguló,araignée
211,Ameise::N,maur,fourmi
212,Laus::N,lús,pou
213,Mücke::N,mý,moucheron
214,Mücke::N,mýfluga,moucheron
215,Fliege::N,fluga,mouche
216,Schmetterling::N,fiðrildi,papillon
217,Beere::N,ber,baie
218,Apfel::N,epli,pomme
219,Pilz::N,sveppur,champignon
220,Zwiebel::N,laukur,oignon
221,Saat::N,fræ,semence
222,Saat::N,útsæði,semence
223,Korn::N,korn,grain
224,Heu::N,hey,foin
225,Schale::N,hýði,pelure
226,Grube::N,gryfja,fosse
227,Falle::N,gildra,piège
228,Schlinge::N,snara,lacs
229,Spur::N,spor,trace
230,Asche::N,aska,cendre
231,Dreck::N,óþverri,crotte
232,Eisen::N,járn,fer
233,Gold::N,gull,or
234,Silber::N,silfur,argent
235,Kohle::N,kol,charbon
236,Glas::N,gler,verre
237,Lehm::N,leir,glaise
238,Sand::N,sandur,sable
239,Mensch::N,maður,homme
240,Mensch::N,manneskja,homme
241,Mann::N,maður,homme
242,Mann::N,karlmaður,homme
243,Frau::N,kona,femme
244,Kind::N,barn,enfant
245,Kind::N,krakki,enfant
246,Junge::N,drengur,garçon
247,Mädchen::N,stelpa,fille
248,Mädchen::N,stelpa,jeune fille
249,Familie::N,fjölskylda,famille
250,Großvater::N,afi,grand-père
251,Großmutter::N,amma,grand-mère
252,Eltern::N,foreldrar,parents
253,Vater::N,faðir,père
254,Mutter::N,móðir,mère
255,Sohn::N,sonur,fils
256,Tochter::N,dóttir,fille
257,Bruder::N,bróðir,frère
258,Schwester::N,systir,sœur
259,Onkel::N,föðurbróðir,oncle
260,Tante::N,frænka,tante
261,Tante::N,móðursystir,tante
262,Ehemann::N,eiginmaður,mari
263,Ehemann::N,eiginmaður,époux
264,Ehefrau::N,eiginkona,femme
265,Ehefrau::N,eiginkona,épouse
266,Freude::N,gleði,joie
267,Freude::N,gleði,plaisir
268,Gelächter::N,hlátur,rires
269,Glück::N,gæfa,bonheur
270,Kummer::N,sorg,peine
271,Kummer::N,sorg,chagrin
272,Wunsch::N,ósk,désir
273,Lust::N,fýsn,envie
274,Lust::N,löngun,envie
275,Geist::N,andi,esprit
276,Gedanke::N,hugsun,idée
277,Gedanke::N,hugsun,pensée
278,Gedächtnis::N,minni,mémoire
279,Verstand::N,vit,raison
280,Sinn::N,merking,sens
281,Grund::N,ástæða,cause
282,Grund::N,ástæða,raison
283,Wahrheit::N,sannleikur,vérité
284,Gespräch::N,samtal,conversation
285,Märchen::N,ævintýri,conte
286,Märchen::N,ævintýri,conte de fées
287,Erzählung::N,saga,conte
288,Erzählung::N,saga,narration
289,Nachricht::N,frétt,message
290,Neuigkeit::N,frétt,nouvelle
291,Name::N,nafn,nom
292,Rätsel::N,gáta,énigme
293,Rätsel::N,gáta,devinette
294,Rede::N,ræða,parole
295,Rede::N,ræða,discours
296,Sprache::N,mál,langue
297,Sprache::N,mál,langage
298,Sprache::N,tungumál,langue
299,Sprache::N,tungumál,langage
300,Stimme::N,rödd,voix
301,Wort::N,orð,mot
302,Zeichen::N,tákn,signe
303,Zeichen::N,merki,signe
304,Ruf::N,kall,cri
305,Ruf::N,kall,appel
306,Lärm::N,hávaði,bruit
307,Laut::N,hljóð,son
308,Ton::N,tónn,ton
309,Lied::N,ljóð,chant
310,Lied::N,ljóð,chanson
311,Lied::N,söngur,chant
312,Lied::N,söngur,chanson
313,Ruhe::N,ró,calme
314,Ruhe::N,ró,tranquillité
315,Ruhe::N,kyrrð,calme
316,Ruhe::N,kyrrð,tranquillité
317,Leute::N,fólk,gens
318,Volk::N,þjóð,peuple
319,Arbeit::N,vinna,travail
320,Gast::N,gestur,hôte
321,Gast::N,gestur,invité
322,Geschenk::N,gjöf,cadeau
323,Geschenk::N,gjöf,présent
324,Spiel::N,leikur,jeu
325,Gesellschaft::N,selskapur,compagnie
326,Hilfe::N,hjálp,aide
327,Hilfe::N,hjálp,secours
328,Freund::N,vinur,ami
329,Kamerad::N,félagi,copain
330,Kamerad::N,félagi,camarade
331,Angelegenheit::N,mál,affaire
332,Angelegenheit::N,málefni,affaire
333,Anzahl::N,tala,nombre
334,Anzahl::N,fjöldi,nombre
335,Art::N,tegund,sorte
336,Art::N,tegund,espèce
337,Stück::N,biti,morceau
338,Stück::N,stykki,morceau
339,Teil::N,hluti,part
340,Teil::N,hluti,partie
341,Teil::N,partur,part
342,Teil::N,partur,partie
343,Hälfte::N,helmingur,moitié
344,Kreis::N,hringur,cercle
345,Kreuz::N,kross,croix
346,Kreuz::N,krossmark,croix
347,Linie::N,lína,ligne
348,Strich::N,strik,trait
349,Abstand::N,millibil,écart
350,Entfernung::N,fjarlægð,distance
351,Gegend::N,hérað,région
352,Gegend::N,hérað,contrée
353,Platz::N,pláss,place
354,Ort::N,staður,lieu
355,Ort::N,staður,endroit
356,Seite::N,hlið,côté
357,Mitte::N,miðja,milieu
358,Gegenstand::N,hlutur,objet
359,Sache::N,mál,chose
360,Rand::N,brún,bord
361,Kante::N,rönd,arête
362,Ecke::N,horn,coin
363,Ecke::N,horn,tournant
364,Spitze::N,oddur,cime
365,Spitze::N,oddur,pointe
366,Ende::N,endi,bout
367,Loch::N,gat,trou
368,Loch::N,hola,trou
369,Winkel::N,skot,coin
370,Winkel::N,skot,réduit
371,Winkel::N,krókur,coin
372,Winkel::N,krókur,réduit
373,Muster::N,munstur,dessin
374,Größe::N,stærð,grandeur
375,Länge::N,lengd,longueur
376,Höhe::N,hæð,hauteur
377,Höhe::N,hæð,altitude
378,Gewicht::N,vigt,poids
379,Gewicht::N,þyngd,poids
380,Menge::N,magn,quantité
381,Haufen::N,hrúga,tas
382,Haufen::N,haugur,tas
383,Reihe::N,röð,file
384,Reihe::N,röð,rangée
385,Boot::N,bátur,canot
386,Boot::N,bátur,bateau
387,Ruder::N,ár,rame
388,Ruder::N,ár,aviron
389,Schlitten::N,sleði,traîneau
390,Ski::N,skíði,ski
391,Lagerfeuer::N,varðeldur,feu de camp
392,Last::N,byrði,charge
393,Last::N,byrði,fardeau
394,Last::N,farmur,charge
395,Last::N,farmur,fardeau
396,Gang::N,ganga,tour
397,Gang::N,ganga,marche
398,Schritt::N,skref,pas
399,Norden::N,norður,nord
400,Süden::N,suður,sud
401,Westen::N,vestur,ouest
402,Westen::N,vestur,occident
403,Osten::N,austur,est
404,Osten::N,austur,orient
405,Holz::N,viður,bois
406,Brett::N,fjöl,planche
407,Platte::N,flötur,plaque
408,Stütze::N,stoð,appui
409,Stütze::N,stoð,soutien
410,Stange::N,stöng,barre
411,Stange::N,stöng,perche
412,Stock::N,prik,canne
413,Stock::N,stafur,canne
414,Stab::N,prik,bâton
415,Stab::N,stafur,bâton
416,Rohr::N,rör,tube
417,Rohr::N,rör,tuyau
418,Rohr::N,pípa,tube
419,Rohr::N,pípa,tuyau
420,Haus::N,hús,maison
421,Heim::N,heimili,maison
422,Ofen::N,ofn,poêle
423,Fußboden::N,gólf,plancher
424,Tisch::N,borð,table
425,Stuhl::N,stóll,chaise
426,Wiege::N,vagga,berceau
427,Bett::N,rúm,lit
428,Bett::N,hvíla,lit
429,Regal::N,hilla,étagère
430,Kiste::N,kassi,caisse
431,Fenster::N,gluggi,fenêtre
432,Tür::N,dyr,porte
433,Tür::N,hurð,porte
434,Tor::N,hlið,porte
435,Tor::N,hlið,portail
436,Zaun::N,girðing,clôture
437,Zaun::N,limgarður,clôture
438,Dach::N,þak,toit
439,Leiter::N,stigi,échelle
440,Besen::N,sópur,balai
441,Spaten::N,spaði,bêche
442,Schaufel::N,skófla,pelle
443,Gabel::N,gaffall,fourchette
444,Löffel::N,skeið,cuiller
445,Messer::N,hnífur,couteau
446,Nagel::N,nögl,clou
447,Netz::N,net,filet
448,Haken::N,krókur,croc
449,Haken::N,krókur,crochet
450,Griff::N,tak,prise
451,Griff::N,tak,manche
452,Schloss::N,lás,serrure
453,Bild::N,mynd,image
454,Bild::N,mynd,tableau
455,Figur::N,stytta,figure
456,Puppe::N,brúða,poupée
457,Beutel::N,poki,sac
458,Beutel::N,poki,petit sac
459,Beutel::N,baggi,sac
460,Beutel::N,baggi,petit sac
461,Bündel::N,böggull,paquet
462,Bündel::N,böggull,faisceau
463,Tasche::N,veski,sac
464,Eimer::N,fata,seau
465,Deckel::N,lok,couvercle
466,Geschirr::N,leirtau,vaisselle
467,Sack::N,sekkur,sac
468,Tasse::N,bolli,tasse
469,Topf::N,pottur,pot
470,Topf::N,pottur,marmite
471,Kessel::N,ketill,chaudron
472,Essen::N,matur,repas
473,Essen::N,matur,manger
474,Nahrung::N,fæða,nourriture
475,Speise::N,réttur,plat
476,Speise::N,matarréttur,plat
477,Fleisch::N,kjöt,viande
478,Getreide::N,korn,blé
479,Getreide::N,korn,céréales
480,Brei::N,grautur,purée
481,Brei::N,grautur,bouillie
482,Brot::N,brauð,pain
483,Scheibe::N,sneið,tranche
484,Fett::N,fita,graisse
485,Butter::N,smjör,beurre
486,Öl::N,olía,huile
487,Salz::N,salt,sel
488,Suppe::N,súpa,soupe
489,Suppe::N,súpa,potage
490,Honig::N,hunang,miel
491,Milch::N,mjólk,lait
492,Tee::N,te,thé
493,Leder::N,skinn,cuir
494,Wolle::N,ull,laine
495,Stoff::N,dúkur,tissu
496,Stoff::N,dúkur,étoffe
497,Nadel::N,nál,aiguille
498,Faden::N,þráður,fil
499,Knopf::N,tala,bouton
500,Knopf::N,hnappur,bouton
501,Knoten::N,hnútur,nœud
502,Farbe::N,málning,peinture
503,Kleidung::N,búningur,vêtements
504,Kleidung::N,búningur,habillement
505,Kleidung::N,klæðnaður,vêtements
506,Kleidung::N,klæðnaður,habillement
507,Hemd::N,skyrta,chemise
508,Kragen::N,kragi,col
509,Kragen::N,flibbi,col
510,Ärmel::N,ermi,manche
511,Hose::N,buxur,pantalon
512,Gürtel::N,belti,ceinture
513,Mütze::N,húfa,bonnet
514,Mütze::N,húfa,casquette
515,Schuh::N,skór,soulier
516,Schuh::N,skór,chaussure
517,Stiefel::N,stígvél,botte
518,Ring::N,hringur,bague
519,Band::N,band,ruban
520,Kamm::N,greiða,peigne
521,Spiegel::N,spegill,glace
522,Spiegel::N,spegill,miroir
523,Riemen::N,ól,lanière
524,Riemen::N,ól,courroie
525,Riemen::N,reim,lanière
526,Riemen::N,reim,courroie
527,Schnur::N,snúra,corde
528,Schnur::N,snúra,ficelle
529,Leine::N,band,laisse
530,Decke::N,teppi,couverture
531,Kissen::N,koddi,oreiller
532,Tuch::N,klútur,drap
533,Tuch::N,klútur,fichu
534,Handtuch::N,þurrka,serviette
535,Handtuch::N,þurrka,essuie-mains
536,Handtuch::N,handklæði,serviette
537,Handtuch::N,handklæði,essuie-mains
538,Kraft::N,afl,force
539,Kraft::N,kraftur,force
540,Stärke::N,styrkur,vigueur
541,Gesundheit::N,heilsa,santé
542,Gesundheit::N,heilbrigði,santé
543,Krankheit::N,sjúkdómur,maladie
544,Schmerz::N,sársauki,douleur
545,Wunde::N,sár,plaie
546,Wunde::N,sár,blessure
547,Fieber::N,hitasótt,fièvre
548,Arznei::N,lyf,remède
549,Arznei::N,lyf,médecine
550,Brücke::N,brú,pont
551,Brunnen::N,brunnur,puits
552,Weide::N,hagi,pâturage
553,Pfad::N,stígur,sentier
554,Weg::N,vegur,voie
555,Weg::N,vegur,chemin
556,Straße::N,gata,route
557,Straße::N,stræti,route
558,Dorf::N,þorp,village
559,Stadt::N,borg,cité
560,Stadt::N,borg,ville
561,Brief::N,bréf,lettre
562,Buch::N,bók,livre
563,Buchstabe::N,bókstafur,lettre
564,Buchstabe::N,bókstafur,caractère
565,Zeitung::N,dagblað,journal
566,Leben::N,líf,vie
567,Tod::N,dauði,mort
568,Grab::N,gröf,tombe
569,Kirche::N,kirkja,église
570,Sünde::N,synd,péché
571,Gott::N,guð,dieu
572,Arbeiter::N,verkamaður,ouvrier
573,Arbeiter::N,verkamaður,travailleur
574,Chef::N,yfirmaður,chef
575,Chef::N,yfirmaður,patron
576,Meister::N,meistari,maître
577,Arzt::N,læknir,médecin
578,Lehrer::N,kennari,professeur
579,Lehrer::N,kennari,instituteur
580,Geld::N,peningar,argent
581,Geschäft::N,viðskipti,affaire
582,Geschäft::N,viðskipti,commerce
583,Laden::N,búð,magasin
584,Laden::N,búð,boutique
585,Laden::N,verslun,magasin
586,Laden::N,verslun,boutique
587,Preis::N,verð,prix
588,Ware::N,vara,marchandise
589,Nutzen::N,gagn,profit
590,Reichtum::N,auður,richesse
591,Welt::N,veröld,monde
592,Land::N,land,pays
593,Staat::N,ríki,État
594,König::N,konungur,roi
595,Macht::N,vald,pouvoir
596,Macht::N,vald,puissance
597,Grenze::N,landamæri,frontière
598,Krieg::N,stríð,guerre
599,Feind::N,fjandmaður,ennemi
600,Gewalt::N,ofbeldi,violence
601,Kampf::N,bardagi,lutte
602,Kampf::N,bardagi,combat
603,Bogen[Waffe]::N,bogi,arc
604,Pfeil::N,ör,flèche
605,Gewehr::N,byssa,fusil
606,Fehler::N,villa,faute
607,Fehler::N,villa,erreur
608,Lüge::N,lygi,mensonge
609,Schaden::N,skemmd,dégât
610,Schaden::N,skemmd,dommage
611,Unglück::N,óhamingja,malheur
612,Schuld::N,sök,faute
613,Schuld::N,sök,culpabilité
614,Alter::N,aldur,âge
615,Schluss::N,lok,fin
616,Schluss::N,endir,fin
617,Zeit::N,tími,temps
618,Tag::N,dagur,jour
619,Tag::N,dagur,journée
620,Morgen::N,morgunn,matin
621,Morgen::N,morgunn,matinée
622,Mittag::N,hádegi,midi
623,Abend::N,kvöld,soir
624,Abend::N,kvöld,soirée
625,Nacht::N,nótt,nuit
626,Woche::N,vika,semaine
627,Monat::N,mánuður,mois
628,Jahr::N,ár,an
629,Jahr::N,ár,année
630,Frühling::N,vor,printemps
631,Sommer::N,sumar,été
632,Herbst::N,haust,automne
633,Winter::N,vetur,hiver
634,Januar::N,janúar,janvier
635,Februar::N,február,février
636,März::N,mars,mars
637,April::N,apríl,avril
638,Mai::N,maí,mai
639,Juni::N,júní,juin
640,Juli::N,júlí,juillet
641,August::N,ágúst,août
642,September::N,september,septembre
643,Oktober::N,október,octobre
644,November::N,nóvember,novembre
645,Dezember::N,desember,décembre
646,Montag::N,mánudagur,lundi
647,Dienstag::N,þriðjudagur,mardi
648,Mittwoch::N,miðvikudagur,mercredi
649,Donnerstag::N,fimmtudagur,jeudi
650,Freitag::N,föstudagur,vendredi
651,Samstag::N,laugardagur,samedi
652,Sonntag::N,sunnudagur,dimanche
653,groß::A,stór,grand
654,klein::A,lítill,petit
655,lang::A,langur,long
656,kurz::A,stuttur,court
657,breit::A,breiður,large
658,schmal::A,mjór,étroit
659,dicht::A,þéttur,dense
660,dick[Gegenstand]::A,þykkur,épais
661,dünn::A,þunnur,mince
662,fein::A,fíngerður,fin
663,fein::A,fíngerður,menu
664,fest::A,fastur,ferme
665,fest::A,fastur,solide
666,flach::A,flatur,plat
667,glatt::A,háll,poli
668,glatt::A,háll,lisse
669,glatt::A,sléttur,poli
670,glatt::A,sléttur,lisse
671,hart::A,harður,dur
672,weich::A,mjúkur,mou
673,rund::A,kringlóttur,rond
674,spitz::A,oddhvass,aigu
675,spitz::A,oddhvass,pointu
676,scharf::A,beittur,tranchant
677,stumpf::A,bitlaus,mousse
678,stumpf::A,bitlaus,émoussé
679,schwer::A,þungur,lourd
680,schwer::A,þungur,pesant
681,schön::A,fagur,beau
682,schön::A,fallegur,beau
683,heiß::A,heitur,chaud
684,heiß::A,heitur,très chaud
685,warm::A,hlýr,chaud
686,warm::A,heitur,chaud
687,kalt::A,kaldur,froid
688,kühl::A,svalur,frais
689,frisch::A,frískur,frais
690,feucht::A,rakur,humide
691,feucht::A,þvalur,humide
692,nass::A,votur,mouillé
693,nass::A,blautur,mouillé
694,trocken::A,þurr,sec
695,voll::A,fullur,plein
696,voll::A,fullur,rempli
697,leer::A,tómur,vide
698,offen::A,opinn,ouvert
699,geschlossen::A,lokaður,clos
700,geschlossen::A,lokaður,fermé
701,sauber::A,þrifinn,net
702,sauber::A,þrifinn,propre
703,schmutzig::A,óhreinn,sale
704,schmutzig::A,óhreinn,crasseux
705,schmutzig::A,sóðalegur,sale
706,schmutzig::A,sóðalegur,crasseux
707,roh::A,hrár,cru
708,roh::A,hrár,brut
709,reif::A,þroskaður,mûr
710,lecker::A,ljúffengur,délicieux
711,lecker::A,ljúffengur,appétissant
712,süß::A,sætur,doux
713,bitter::A,beiskur,amer
714,sauer::A,súr,aigre
715,hell::A,bjartur,clair
716,dunkel::A,dimmur,sombre
717,schwarz::A,svartur,noir
718,weiß::A,hvítur,blanc
719,rot::A,rauður,rouge
720,gelb::A,gulur,jaune
721,blau::A,blár,bleu
722,grün::A,grænn,vert
723,grau::A,grár,gris
724,bunt::A,marglitur,multicolore
725,billig::A,ódýr,bon marché
726,teuer::A,dýr,cher
727,wertvoll::A,verðmætur,précieux
728,blind::A,blindur,aveugle
729,taub::A,heyrnarlaus,sourd
730,kräftig::A,öflugur,fort
731,kräftig::A,öflugur,vigoureux
732,stark::A,sterkur,fort
733,stark::A,sterkur,puissant
734,schwach::A,veill,faible
735,fett::A,feitur,gras
736,schlank::A,grannur,svelte
737,schlank::A,spengilegur,svelte
738,hübsch::A,snotur,joli
739,hübsch::A,laglegur,joli
740,böse::A,illur,mauvais
741,böse::A,vondur,mauvais
742,dumm::A,heimskur,sot
743,dumm::A,heimskur,bête
744,faul::A,latur,fainéant
745,faul::A,latur,paresseux
746,fleißig::A,iðinn,appliqué
747,geizig::A,nískur,avare
748,klug::A,hygginn,intelligent
749,geschickt::A,fimur,habile
750,geschickt::A,laginn,habile
751,lieb::A,kær,cher
752,lieb::A,kær,gentil
753,lieb::A,ljúfur,cher
754,lieb::A,ljúfur,gentil
755,lustig::A,kátur,gai
756,lustig::A,kátur,joyeux
757,sanft::A,blíður,doux
758,hungrig::A,soltinn,affamé
759,hungrig::A,hungraður,affamé
760,krank::A,sjúkur,malade
761,nackt::A,nakinn,nu
762,traurig::A,dapur,triste
763,traurig::A,hryggur,triste
764,lebendig::A,lifandi,vivant
765,gut::A,góður,bon
766,schlecht::A,slæmur,mauvais
767,schlecht::A,lélegur,mauvais
768,richtig::A,réttur,juste
769,richtig::A,réttur,correct
770,schlimm::A,slæmur,grave
771,schlimm::A,slæmur,mauvais
772,wahr::A,sannur,vrai
773,wahr::A,sannur,véritable
774,alt::A,gamall,vieux
775,neu::A,nýr,neuf
776,neu::A,nýr,nouveau
777,ehemalig::A,fyrrverandi,ancien
778,alt[Lebewesen]::A,gamall,âgé
779,alt[Lebewesen]::A,gamall,vieux
780,jung::A,ungur,jeune
781,arm::A,vesall,pauvre
782,arm::A,fátækur,pauvre
783,reich::A,ríkur,riche
784,reich::A,auðugur,riche
785,bekannt::A,kunnugur,connu
786,berühmt::A,frægur,fameux
787,berühmt::A,frægur,célèbre
788,fremd::A,framandi,étranger
789,fremd::A,ókunnugur,étranger
790,verschieden::A,ýmis,différent
791,nah::A,nálægur,lié
792,nah::A,nálægur,proche
793,fern::A,fjarri,éloigné
794,fern::A,fjarri,lointain
795,fern::A,fjarlægur,éloigné
796,fern::A,fjarlægur,lointain
797,linker::A,vinstri,gauche
798,rechter::A,hægri,droit
799,anderer::A,annar,autre
800,erster::A,fyrsti,premier
801,zweiter::A,annar,second
802,zweiter::A,annar,deuxième
803,dritter::A,þriðji,troisième
804,letzter::A,síðasti,dernier
805,allein::ADV,einn,seul
806,allein::ADV,aleinn,seul
807,auf einmal::ADV,allt í einu,à la fois
808,zusammen::ADV,saman,ensemble
809,lange::ADV,lengi,longtemps
810,plötzlich::ADV,skyndilega,tout à coup
811,sofort::ADV,strax,immédiatement
812,sofort::ADV,þegar í stað,immédiatement
813,später::ADV,seinna,plus tard
814,jetzt::ADV,nú,maintenant
815,jetzt::ADV,núna,maintenant
816,heute::ADV,í dag,aujourd'hui
817,morgen::ADV,á morgun,demain
818,bald::ADV,brátt,bientôt
819,bald::ADV,bráðum,bientôt
820,dann::ADV,svo,puis
821,dann::ADV,svo,ensuite
822,dann::ADV,síðan,puis
823,dann::ADV,síðan,ensuite
824,gestern::ADV,í gær,hier
825,einst::ADV,forðum,jadis
826,einst::ADV,forðum,autrefois
827,damals::ADV,þá,alors
828,damals::ADV,þá,à l'époque
829,damals::ADV,á þeim tímum,alors
830,damals::ADV,á þeim tímum,à l'époque
831,danach::ADV,á eftir því,après
832,danach::ADV,á eftir því,ensuite
833,vorher::ADV,áður,auparavant
834,zuerst::ADV,fyrst,d'abord
835,zuerst::ADV,fyrst,premièrement
836,einmal::ADV,einu sinni,une fois
837,manchmal::ADV,stundum,parfois
838,manchmal::ADV,stundum,quelquefois
839,oft::ADV,oft,souvent
840,immer::ADV,alltaf,toujours
841,immer::ADV,sífellt,toujours
