,Concept_ID,uz,pt
823,siebzig::NUM,etmish,setenta
824,achtzig::NUM,sakson,oitenta
825,neunzig::NUM,to'qson,noventa
826,hundert::NUM,yuz,cem
827,hundert::NUM,yuz,cento
828,tausend::NUM,ming,mil
829,und::CNJ,va,e
830,oder::CNJ,yo,ou
831,stehen::V,turmoq,estar em pé
832,sitzen::V,o'tirmoq,estar sentado
833,liegen::V,yotmoq,jazer
834,liegen::V,yotmoq,estar deitado
835,hängen::V,osilmoq,pender
836,hängen::V,osilmoq,estar pendurado
837,werden::V,bo'lmoq,tornar-se
838,passieren::V,bo'lib o'tmoq,acontecer
839,beginnen::V,boshlanmoq,começar
840,enden::V,bitmoq,acabar
841,enden::V,bitmoq,terminar
842,wechseln::V,o'zgarmoq,variar
843,wechseln::V,o'zgarmoq,alternar
844,aufgehen[Sonne]::V,chiqmoq,nascer
845,untergehen[Sonne]::V,botmoq,pôr-se
846,scheinen[Sonne]::V,yaraqlamoq,brilhar
847,donnern::V,gulduramoq,trovejar
848,wehen::V,elpimoq,soprar
849,strömen::V,oqmoq,correr
850,fließen::V,oqmoq,fluir
851,sich drehen::V,aylanmoq,girar
852,schwanken::V,qoqilmoq,oscilar
853,schwingen::V,lopillamoq,vibrar
854,fallen::V,tushmoq,cair
855,brennen::V,yonmoq,arder
856,rauchen::V,tutamoq,fumegar
857,regnen::V,yomg'ir yog'moq,chover
858,gefrieren::V,muzlamoq,gelar
859,gefrieren::V,muzlamoq,congelar
860,tauen::V,ärimoq,derreter
861,tauen::V,ärimoq,descongelar
862,schmelzen::V,ärimoq,fundir-se
863,trocknen::V,qurimoq,secar
864,sieden::V,qaynamoq,ferver
865,faulen::V,chirimoq,estragar-se
866,verfaulen::V,chirimoq,apodrecer
867,reißen::V,qayt qilmoq,romper-se
868,versinken::V,g'arq bo'lmoq,afundar-se
869,vergehen::V,o'tmoq,passar
870,erscheinen::V,zuhur ätmoq,aparecer
871,verschwinden::V,yo'qolmoq,desaparecer
872,sinken::V,pasaymoq,descer
873,abnehmen::V,kamaymoq,diminuir
874,abnehmen::V,kamaymoq,decrescer
875,zunehmen::V,urchimoq,crescer
876,zunehmen::V,urchimoq,aumentar
877,steigen::V,oshmoq,subir
878,wachsen::V,o'smoq,crescer
879,glänzen::V,porlamoq,brilhar
880,funkeln::V,yalt ätmoq,cintilar
881,lärmen::V,taraq ätmoq,fazer barulho
882,läuten::V,jiringlamoq,chocalhar
883,klingeln::V,jiringlamoq,tocar
884,klirren::V,sharaqlamoq,tinir
885,brausen::V,vag'illamoq,bramar
886,rauschen::V,shitirlamoq,murmurar
887,rauschen::V,shitirlamoq,rumorejar
888,klingen::V,yangramoq,soar
889,bellen::V,hurmoq,ladrar
890,heulen::V,uvlamoq,uivar
891,blasen::V,puflamoq,soprar
892,pfeifen::V,xushtak chalmoq ,assobiar
893,schreien::V,qiyqirmoq,gritar
894,stöhnen::V,nola qilmoq,gemer
895,zittern::V,titramoq,tremer
896,leben::V,yashamoq,viver
897,geboren werden::V,tug'ilmoq,nascer
898,atmen::V,nafas chiqarmoq,respirar
899,trinken::V,ichmoq,beber
900,essen::V,emoq,comer
901,schlucken::V,yutmoq,engolir
902,müde werden::V,horimoq,cansar-se
903,einschlafen::V,uxlab qolmoq,adormecer
904,schlafen::V,uxlamoq,dormir
905,aufwachen::V,uyg'onmoq,acordar
906,aufstehen::V,qo'pmoq,levantar-se
907,sich erholen::V,dam olmoq,descansar
908,krank werden::V,kasallanmoq,adoecer
909,krank werden::V,kasallanmoq,ficar doente
910,krank sein::V,betob yotmoq,estar doente
911,schmerzen::V,og'rimoq,doer
912,husten::V,yo'talmoq,tossir
913,genesen::V,tuzalmoq,convalescer
914,sterben::V,o'lmoq,morrer
915,umkommen::V,halok bo'lmoq,perecer
916,sich bewegen::V,harakat qilmoq,mover-se
917,sich rühren::V,qimirlamoq,mexer-se
918,sich erheben::V,qo'pmoq,levantar-se
919,sich setzen::V,o'tirmoq,sentar-se
920,hinfallen::V,yiqilmoq,cair
921,laufen::V,yurmoq,andar
922,laufen::V,yurmoq,caminhar
923,schreiten::V,yurmoq,andar
924,schreiten::V,yurmoq,caminhar
925,spazierengehen::V,sayr ätmoq,passear
926,eilen::V,tezlamoq,apressar-se
927,sich beeilen::V,shoshmoq,apressar-se
928,sich beeilen::V,shoshmoq,despachar-se
929,sausen::V,chopqillamoq,correr
930,rennen::V,yugurmoq,correr
931,springen::V,sakramoq,saltar
932,klettern::V,yuqorilamoq,trepar
933,schaukeln::V,irg'amoq,baloiçar
934,kriechen::V,ämaklamoq,rastejar
935,kriechen::V,ämaklamoq,arrastar-se
936,schwimmen::V,suzmoq,nadar
937,tauchen::V,chu'mmoq,mergulhar
938,rudern::V,eshkak eshmoq,remar
939,fahren::V,haydamoq,ir
940,fliegen::V,uchmoq,voar
941,gehen::V,bormoq,ir
942,gehen::V,bormoq,andar
943,weggehen::V,ketoq,partir
944,weggehen::V,ketoq,ir-se embora
945,abfahren::V,jo'namoq,sair
946,abfahren::V,jo'namoq,partir
947,anhalten::V,to'xtamoq,parar
948,hineingehen::V,kirmoq,entrar
949,eintreten::V,kirmoq,entrar
950,kommen::V,kelmoq,vir
951,ankommen::V,etib kelmoq,chegar
952,zurückkommen::V,qaytib kelmoq,voltar
953,zurückkommen::V,qaytib kelmoq,regressar
954,bleiben::V,qolmoq,ficar
955,bleiben::V,qolmoq,permanecer
956,warten::V,poylamoq,esperar
957,erwarten::V,kutmoq,esperar
958,erwarten::V,kutmoq,aguardar
959,suchen::V,izlamoq,buscar
960,suchen::V,izlamoq,procurar
961,finden::V,topmoq,achar
962,finden::V,topmoq,encontrar
963,versuchen::V,chalishmoq,tentar
964,vorbereiten::V,hozirlamoq,preparar
965,lieben::V,sevmoq,amar
966,lieben::V,sevmoq,querer
967,mögen::V,ardoqlamoq,gostar de
968,lachen::V,kulmoq,rir
969,lachen::V,kulmoq,rir-se
970,rühren::V,ta'sirlantirmoq,comover
971,weinen::V,yig'lamoq,chorar
972,schimpfen::V,koyinmoq,ralhar
973,sich ärgern::V,g'azab qilmoq,zangar-se
974,sich fürchten::V,hurkmoq,ter medo de
975,sich fürchten::V,hurkmoq,ter receio de
976,fürchten::V,qo'rqmoq,temer
977,fürchten::V,qo'rqmoq,recear
978,fliehen::V,qochmoq,fugir
979,flüchten::V,qochmoq,refugiar-se
980,sehen::V,ko'rmoq,ver
981,anschauen::V,razm solmoq,olhar
982,ansehen::V,razm qilmoq,mirar
983,hören::V,äshitmoq,ouvir
984,zuhören::V,tinglamoq,escutar
985,probieren::V,tatib ko'rmoq,provar
986,probieren::V,tatib ko'rmoq,saborear
987,riechen::V,iskamoq,cheirar
988,fühlen::V,sezmoq,sentir
989,scheinen::V,tuyilmoq,parecer
990,zu sehen sein::V,ko'rinmoq,estar à vista
991,vernehmen::V,äshitmoq,ouvir
992,frieren::V,sovuq qotmoq,ter frio
993,tun::V,ätmoq,fazer
994,können::V,-a olmoq,saber
995,können::V,-y olmoq,saber
996,wollen::V,istamoq,querer
997,anfangen::V,boshlamoq,iniciar
998,beenden::V,bitirmoq,acabar
999,beenden::V,bitirmoq,terminar
1000,aufhören::V,tinmoq,cessar
1001,aufhören::V,tinmoq,desistir
1002,gelingen::V,muvaffaqiyat qozonmoq,sair bem
1003,gelingen::V,muvaffaqiyat qozonmoq,dar bom resultado
1004,geraten::V,bo'lmoq,sair
1005,geraten::V,bo'lmoq,dar resultado
1006,öffnen::V,ochmoq,abrir
1007,schließen::V,yopmoq,fechar
1008,stellen::V,qo'ymoq,pôr
1009,stellen::V,qo'ymoq,colocar
1010,setzen::V,o'tqazmoq,pôr
1011,setzen::V,o'tqazmoq,meter
1012,legen::V,yotqizmoq,pôr
1013,legen::V,yotqizmoq,meter
1014,berühren::V,tegmoq,tocar
1015,verbinden::V,ulamoq,unir
1016,verbinden::V,ulamoq,ligar
1017,bedecken::V,bekitmoq,cobrir
1018,aufhängen::V,ildirmoq,pendurar
1019,anzünden::V,yondirmoq,acender
1020,aufheben::V,ko'tarmoq,apanhar
1021,aufheben::V,ko'tarmoq,levantar
1022,zurücklassen::V,ayrilmoq,deixar
1023,verlieren::V,yo'qotmoq,perder
1024,fallen lassen::V,tushirmoq,deixar cair
1025,machen::V,qilmoq,fazer
1026,herstellen::V,chiqarmoq,produzir
1027,bauen::V,solmoq,edificar
1028,bauen::V,solmoq,construir
1029,reparieren::V,tuzatmoq,reparar
1030,reparieren::V,tuzatmoq,consertar
1031,verbessern::V,isloh qilmoq,melhorar
1032,ändern::V,o'zgartirmoq,mudar
1033,ändern::V,o'zgartirmoq,alterar
1034,graben::V,qazimoq,cavar
1035,beugen::V,bukmoq,curvar
1036,biegen::V,bukmoq,vergar
1037,drehen::V,aylantirmoq,girar
1038,wenden::V,burmoq,virar
1039,wenden::V,burmoq,voltar
1040,umdrehen::V,ag'darmoq,virar
1041,umdrehen::V,ag'darmoq,revolver
1042,heben::V,yuksaltirmoq,levantar
1043,hochheben::V,ko'tarmoq,erguer
1044,hochheben::V,ko'tarmoq,levantar
1045,ergreifen::V,tutamlamoq,apanhar
1046,halten::V,tutmoq,segurar
1047,drücken::V,bosmoq,apertar
1048,schieben::V,surmoq,empurrar
1049,kratzen::V,qashimoq,raspar
1050,lecken::V,mijimoq,lamber
1051,beißen::V,tishlamoq,morder
1052,abreißen::V,emirmoq,arrancar
1053,abschneiden::V,cho'rt kesmoq,talhar
1054,binden::V,bog'lamoq,ligar
1055,stecken::V,suqmoq,meter
1056,stecken::V,suqmoq,enfiar
1057,brechen::V,sindirmoq,romper
1058,brechen::V,sindirmoq,quebrar
1059,klopfen::V,dukurlamoq,bater
1060,hauen::V,urmoq,bater
1061,kleben::V,yopishtirmoq,colar
1062,reiben::V,surkamoq,esfregar
1063,streichen::V,surkamoq,barrar
1064,schleifen::V,qayramoq,afiar
1065,schneiden::V,kesmoq,cortar
1066,rütteln::V,chayqamoq,sacudir
1067,schütteln::V,chayqamoq,abanar
1068,schütteln::V,chayqamoq,sacudir
1069,schwenken::V,chayqatmoq,agitar
1070,schütten::V,quymoq,deitar
1071,füllen::V,to'ldirmoq,encher
1072,einwickeln::V,chulg'amoq,envolver
1073,einwickeln::V,chulg'amoq,embrulhar
1074,tragen::V,tashimoq,levar
1075,tragen::V,tashimoq,trazer
1076,schleppen::V,sudramoq,arrastar
1077,ziehen::V,tortmoq,puxar
1078,aufbewahren::V,tutmoq,guardar
1079,aufbewahren::V,tutmoq,conservar
1080,werfen::V,tashlamoq,lançar
1081,fangen::V,tutmoq,apanhar
1082,packen::V,opqochmoq,agarrar
1083,verstecken::V,yashirmoq,esconder
1084,teilen::V,bo'lmoq,partir
1085,teilen::V,bo'lmoq,dividir
1086,schicken::V,yubormoq,enviar
1087,bringen::V,keltirmoq,trazer
1088,hinzufügen::V,tirkamoq,acrescentar
1089,bekommen::V,olmoq,obter
1090,erhalten::V,olmoq,receber
1091,nehmen::V,olmoq,tomar
1092,wählen::V,saylamoq,eleger
1093,wählen::V,saylamoq,escolher
1094,auswählen::V,saylamoq,escolher
1095,auswählen::V,saylamoq,seleccionar
1096,bewahren::V,saqlamoq,guardar
1097,bewahren::V,saqlamoq,conservar
1098,behindern::V,xalal bermoq,impedir
1099,verderben::V,xazon qilmoq,estragar
1100,verderben::V,xazon qilmoq,corromper
1101,beschädigen::V,buzmoq,danificar
1102,zerbrechen::V,sindirmoq,romper
1103,zerbrechen::V,sindirmoq,quebrar
1104,zerreißen::V,yirtmoq,rasgar
1105,zerstören::V,vayron qilmoq,destruir
1106,verbrennen::V,kuydirmoq,queimar
1107,geben::V,bermoq,dar
1108,reichen::V,bermoq,passar
1109,schenken::V,sovg'a qilmoq,oferecer
1110,versprechen::V,va'da bermoq,prometer
1111,wünschen::V,orziqmoq,desejar
1112,loben::V,maqtamoq,louvar
1113,küssen::V,o'pmoq,beijar
1114,wiegen::V,tebratmoq,embalar
1115,zudecken::V,yopmoq,tapar
1116,zudecken::V,yopmoq,cobrir
1117,wecken::V,uyg'otmoq,acordar
1118,wecken::V,uyg'otmoq,despertar
1119,zeigen::V,ko'rsatmoq,mostrar
1120,führen::V,boshlik bo'lmoq,guiar
1121,führen::V,boshlik bo'lmoq,conduzir
1122,lehren::V,o'rgatmoq,ensinar
1123,unterrichten::V,dars bermoq,instruir
1124,aufziehen::V,o'stirmoq,criar
1125,leiten::V,boshqarmoq,dirigir
1126,leiten::V,boshqarmoq,conduzir
1127,antreiben::V,shoshiltirmoq,impelir
1128,lassen::V,ruxsat bermoq,fazer
1129,einladen::V,taklif kilmoq,convidar
1130,vereinigen::V,qo'shmoq,unir
1131,vereinigen::V,qo'shmoq,reunir
1132,besuchen::V,mehmonga bormoq,ir ver
1133,besuchen::V,mehmonga bormoq,visitar
1134,treffen::V,duchor bo'lmoq,encontrar
1135,sich versammeln::V,to'planmoq,reunir-se
1136,spielen::V,o'ynamoq,jogar
1137,spielen::V,o'ynamoq,brincar
1138,singen::V,yalla qilmoq,cantar
1139,tanzen::V,raqs qilmoq,bailar
1140,sich trennen::V,yakkalanmoq,apartar-se
1141,verlassen::V,qoldirmoq,deixar
1142,verlassen::V,qoldirmoq,abandonar
1143,retten::V,qutqazmoq,salvar
1144,bewachen::V,qo'rimoq,vigiar
1145,bewachen::V,qo'rimoq,guardar
1146,schützen::V,yoniga olmoq,proteger
1147,verteidigen::V,yoqlamoq,defender
1148,sich schlagen::V,yoqalashmoq,brigar
1149,sich schlagen::V,yoqalashmoq,bater-se
1150,schießen::V,otmoq,disparar
1151,siegen::V,engmoq,vencer
1152,ärgern::V,jahl chiqarmoq,irritar
1153,ärgern::V,jahl chiqarmoq,aborrecer
1154,schlagen::V,urmoq,bater
1155,treten::V,tepmoq,pisar
1156,stechen::V,qadamoq,picar
1157,stoßen::V,turtmoq,empurrar
1158,stehlen::V,o'g'rilamoq,furtar
1159,stören::V,tebratmoq,perturbar
1160,belästigen::V,g'ashini keltirmoq,incomodar
1161,belästigen::V,g'ashini keltirmoq,importunar
1162,verbergen::V,berkitmoq,ocultar
1163,verbergen::V,berkitmoq,esconder
1164,täuschen::V,aldamoq,iludir
1165,täuschen::V,aldamoq,enganar
1166,betrügen::V,tirriq qilmoq,burlar
1167,betrügen::V,tirriq qilmoq,enganar
1168,töten::V,o'ldirmoq,matar
1169,wohnen::V,istiqomat qilmoq,morar
1170,arbeiten::V,ishlamoq,trabalhar
1171,sammeln::V,yig'moq,recolher
1172,sammeln::V,yig'moq,coleccionar
1173,pflücken::V,termoq,colher
1174,jagen::V,ov qilmoq,caçar
1175,fischen::V,baliq ovlamoq,pescar
1176,fassen::V,ilinmoq,apanhar
1177,hüten::V,boqtirmoq,guardar
1178,treiben::V,haydamoq,conduzir
1179,anbinden::V,bog'lamoq,atar
1180,füttern::V,edirmoq,dar de comer a
1181,melken::V,sog'moq,ordenhar
1182,hacken::V,chopmoq,rachar
1183,gießen::V,oqizmoq,regar
1184,reifen::V,qizarmoq,amadurecer
1185,zubereiten::V,pishirmoq,preparar
1186,kochen::V,qaynatmoq,cozer
1187,backen::V,yopmoq,cozer
1188,braten::V,qovurmoq,assar
1189,braten::V,qovurmoq,fritar
1190,umrühren::V,atalamoq,remexer
1191,stricken::V,to'qimoq,tricotar
1192,stricken::V,to'qimoq,fazer malha
1193,nähen::V,tikmoq,coser
1194,nähen::V,tikmoq,costurar
1195,färben::V,bo'yoqlamoq,tingir
1196,färben::V,bo'yoqlamoq,colorir
1197,reinigen::V,tozalamoq,limpar
1198,reinigen::V,tozalamoq,purificar
1199,waschen::V,yuvmoq,lavar
1200,abwischen::V,surkamoq,limpar
1201,abwischen::V,surkamoq,esfregar
1202,spülen::V,chaymoq,lavar
1203,spülen::V,chaymoq,enxaguar
1204,fegen::V,cho'tkalamoq,varrer
1205,kehren::V,supurmoq,varrer
1206,baden::V,cho'milmoq,banhar
1207,baden::V,cho'milmoq,tomar banho
1208,sich waschen::V,yuvinmoq,lavar-se
1209,ausziehen::V,echintirmoq,despir
1210,anziehen::V,kiymoq,vestir
1211,sich anziehen::V,kiyinmoq,vestir-se
1212,kämmen::V,taramoq,pentear
1213,schmücken::V,yasatmoq,adornar
1214,sagen::V,aytmoq,dizer
1215,sprechen::V,so'zlamoq,falar
1216,reden::V,gapirmoq,falar
1217,sich unterhalten::V,suhbatlashmoq,conversar
1218,fragen::V,so'ramoq,perguntar
1219,bitten::V,iltimos qilmoq,pedir
1220,erzählen::V,aytib bermoq,contar
1221,mitteilen::V,bildirmoq,comunicar
1222,mitteilen::V,bildirmoq,participar
1223,nennen::V,atamoq,nomear
1224,nennen::V,atamoq,apelidar
1225,rufen::V,chaqirmoq,chamar
1226,prahlen::V,gerdaymoq,gabar-se
1227,prahlen::V,gerdaymoq,vangloriar-se
1228,übersetzen::V,tarjima qilmoq,traduzir
1229,denken::V,o'ylamoq,pensar
1230,glauben::V,ishonmoq,crer
1231,bemerken::V,payqamoq,notar
1232,bemerken::V,payqamoq,observar
1233,erkennen::V,tanimoq,reconhecer
1234,begreifen::V,tushunmoq,apreender
1235,begreifen::V,tushunmoq,compreender
1236,verstehen::V,anglamoq,entender
1237,verstehen::V,anglamoq,compreender
1238,lernen::V,o'qimoq,aprender
1239,wissen::V,bilmoq,saber
1240,sich erinnern an::V,äsni tanimoq,lembrar-se de
1241,sich erinnern an::V,äsni tanimoq,recordar-se de
1242,vergessen::V,unutmoq,esquecer
1243,messen::V,o'lchamoq,medir
1244,zählen::V,raqamlamoq,contar
1245,rechnen::V,cho'tlamoq,calcular
1246,lesen::V,o'qimoq,ler
1247,malen::V,rasm solmoq,pintar
1248,zeichnen::V,chizmoq,desenhar
1249,schreiben::V,yozmoq,escrever
1250,besitzen::V,ägalamoq,possuir
1251,kaufen::V,olmoq,comprar
1252,verkaufen::V,sotmoq,vender
1253,bezahlen::V,to'lamoq,pagar
1254,zahlen::V,to'lamoq,pagar
1255,beherrschen::V,ägalamoq,imperar
1256,ertragen::V,chidamoq,suportar
