,Concept_ID,kl,fr
118,Höhle::N,qaarusuk,caverne
119,Abhang::N,ippik,pente
120,Abhang::N,ippik,versant
121,Abhang::N,sivinganeq,pente
122,Abhang::N,sivinganeq,versant
123,Abhang::N,sivingajaaq,pente
124,Abhang::N,sivingajaaq,versant
125,Abhang::N,kussangajaaq,pente
126,Abhang::N,kussangajaaq,versant
127,Bach::N,kuunnguaq,ruisseau
128,Fluss::N,kuuk,fleuve
129,Fluss::N,kuuk,rivière
130,Ufer::N,sissap sinaa,bord
131,Ufer::N,sissap sinaa,rivage
132,Küste::N,sineriak,côte
133,Meer::N,imaq,mer
134,Bucht::N,ikeq,baie
135,Bucht::N,kangerluk,baie
136,Bucht::N,kangerliumaneq,baie
137,Insel::N,qeqertaq,île
138,Blume::N,naasoq,fleur
139,Gras::N,ivigaq,herbe
140,Wurzel::N,niulutaq,racine
141,Baum::N,orpik,arbre
142,Stamm::N,kanaartaq,tronc
143,Rinde::N,ameraq,écorce
144,Ast::N,avalequt,branche
145,Zweig::N,avalequt,rameau
146,Blatt::N,pilutaq,feuille
147,Birke::N,patitsit,bouleau
148,Weide[Baum]::N,palleq,saule
149,Tanne::N,orsuerneq,sapin
150,Horn::N,nassuk,corne
151,Feder::N,suluk,plume
152,Fell::N,ameq,peau
153,Flügel::N,suluk,aile
154,Flügel::N,isaroq,aile
155,Klaue::N,kukik,serre
156,Kralle::N,kukik,ongle
157,Kralle::N,kukik,griffe
158,Schwanz::N,pamioq,queue
159,Schwanz::N,paperuusaq,queue
160,Ei::N,mannik,œuf
161,Nest::N,ullut,nid
162,Bau::N,ini,terrier
163,Tier::N,uumasoq,animal
164,Herde::N,unguukkat,troupeau
165,Kuh::N,ussik,vache
166,Bulle::N,angukulak,taureau
167,Bulle::N,anguteralak,taureau
168,Bulle::N,angutikulooq,taureau
169,Schaf::N,sava,mouton
170,Schwein::N,puuluki,porc
171,Schwein::N,puuluki,cochon
172,Hund::N,qimmeq,chien
173,Katze::N,puisaaq,chat
174,Bär::N,allaq,ours
175,Eichhörnchen::N,sissinnguaq,écureuil
176,Fuchs::N,terianniaq,renard
177,Hase::N,ukaleq,lièvre
178,Maus::N,teriannguaq,souris
179,Wolf::N,amaroq,loup
180,Vogel::N,timmiaq,oiseau
181,Huhn::N,kukkukooq,poule
182,Huhn::N,marloraaqaaq,poule
183,Hahn::N,kiasiusaq,coq
184,Gans::N,nerleq,oie
185,Adler::N,nattoralik,aigle
186,Eule::N,uppik,hibou
187,Kranich::N,qorlorfik,grue
188,Krähe::N,tuluatsiaq,corneille
189,Kuckuck::N,kukkooq,coucou
190,Schwan::N,qussuk,cygne
191,Fisch::N,aalisagaq,poisson
192,Schlange[Tier]::N,pulateriarsuk,serpent
193,Schlange[Tier]::N,pulateriaarsuk,serpent
194,Spinne::N,aasiaq,araignée
195,Spinne::N,nissavaarsuk,araignée
196,Ameise::N,uniaaluk,fourmi
197,Laus::N,kumak,pou
198,Mücke::N,ippernaq,moucheron
199,Fliege::N,ippernaq,mouche
200,Schmetterling::N,paluaq,papillon
201,Schmetterling::N,pakkaluaq,papillon
202,Schmetterling::N,utsuppaluaq,papillon
203,Schmetterling::N,taqaleqisaaq,papillon
204,Beere::N,paarmaq,baie
205,Beere::N,paarngaq,baie
206,Apfel::N,iipili,pomme
207,Pilz::N,anngiusaq,champignon
208,Zwiebel::N,uanitsoq,oignon
209,Saat::N,naatsiiassaq,semence
210,Korn::N,maannineq,grain
211,Schale::N,niutsivik,pelure
212,Schale::N,ilulissaq qaartussaq,pelure
213,Grube::N,itersaq,fosse
214,Falle::N,pualavoq,piège
215,Schlinge::N,orseq,lacs
216,Schlinge::N,norloq,lacs
217,Spur::N,tumaa,trace
218,Asche::N,arsat,cendre
219,Dreck::N,minguk,crotte
220,Eisen::N,savimineq,fer
221,Eisen::N,saffiugassaq,fer
222,Gold::N,kuulti,or
223,Silber::N,siilviuvoq,argent
224,Kohle::N,aamarsuit aamaruutissat,charbon
225,Glas::N,igalaaq,verre
226,Glas::N,imertarfik,verre
227,Glas::N,igalaamineq,verre
228,Lehm::N,marraq,glaise
229,Sand::N,sioqqat,sable
230,Mensch::N,inuk,homme
231,Mensch::N,silamiu,homme
232,Mann::N,angut,homme
233,Frau::N,arnaq,femme
234,Kind::N,meeraq,enfant
235,Junge::N,nukappiaraq,garçon
236,Mädchen::N,arnannguaq,fille
237,Mädchen::N,arnannguaq,jeune fille
238,Familie::N,ilaqutakka,famille
239,Familie::N,ilaqutariit,famille
240,Großvater::N,aatak,grand-père
241,Großmutter::N,aanaq,grand-mère
242,Eltern::N,angajoqqaat,parents
243,Vater::N,ataata,père
244,Vater::N,ataataq,père
245,Mutter::N,anaana,mère
246,Sohn::N,erneq,fils
247,Tochter::N,panik,fille
248,Bruder::N,ani,frère
249,Bruder::N,aqqaluk,frère
250,Bruder::N,qatanngut,frère
251,Schwester::N,naja,sœur
252,Schwester::N,aleqa,sœur
253,Schwester::N,qatanngut,sœur
254,Onkel::N,akkak,oncle
255,Tante::N,aja,tante
256,Tante::N,ajak,tante
257,Tante::N,atsak,tante
258,Ehemann::N,ui,mari
259,Ehemann::N,ui,époux
260,Ehefrau::N,nuliaq,femme
261,Ehefrau::N,nuliaq,épouse
262,Freude::N,tipaatsussuseq,joie
263,Freude::N,tipaatsussuseq,plaisir
264,Gelächter::N,illaq,rires
265,Glück::N,usornaat,bonheur
266,Glück::N,usornarsuseq,bonheur
267,Wunsch::N,kissaat,désir
268,Lust::N,illigussuseq,envie
269,Lust::N,piummaseq,envie
270,Geist::N,anerneq,esprit
271,Geist::N,toornaq,esprit
272,Gedanke::N,isumassaq,idée
273,Gedanke::N,isumassaq,pensée
274,Gedächtnis::N,eqqaamannissuseq,mémoire
275,Verstand::N,isuma,raison
276,Verstand::N,sianissut,raison
277,Verstand::N,misigissut,raison
278,Verstand::N,sianissuseq,raison
279,Verstand::N,silaqassuseq,raison
280,Sinn::N,isuma,sens
281,Grund::N,patsit,cause
282,Grund::N,patsit,raison
283,Wahrheit::N,sallusuissut,vérité
284,Märchen::N,oqalualaarut,conte
285,Märchen::N,oqalualaarut,conte de fées
286,Märchen::N,oqaluasaaq,conte
287,Märchen::N,oqaluasaaq,conte de fées
288,Erzählung::N,oqaluttuaq,conte
289,Erzählung::N,oqaluttuaq,narration
290,Nachricht::N,oqaassut,message
291,Nachricht::N,oqqersuut,message
292,Neuigkeit::N,tusarnartaq,nouvelle
293,Name::N,ateq,nom
294,Rätsel::N,nalorsitsaarut,énigme
295,Rätsel::N,nalorsitsaarut,devinette
296,Rede::N,oqaluuseq,parole
297,Rede::N,oqaluuseq,discours
298,Sprache::N,oqaatsit,langue
299,Sprache::N,oqaatsit,langage
300,Stimme::N,erinaq,voix
301,Stimme::N,qarluuseq,voix
302,Wort::N,oqaasii,mot
303,Zeichen::N,nalunaaqqut,signe
304,Ruf::N,qaaqqussut,cri
305,Ruf::N,qaaqqussut,appel
306,Lärm::N,perpaluk,bruit
307,Laut::N,torsukattak,son
308,Ton::N,erinaq,ton
309,Lied::N,taalliaq,chant
310,Lied::N,taalliaq,chanson
311,Lied::N,erinarsuut,chant
312,Lied::N,erinarsuut,chanson
313,Ruhe::N,qatsunganeq,calme
314,Ruhe::N,qatsunganeq,tranquillité
315,Leute::N,inuiak,gens
316,Leute::N,inuiaqatigiit,gens
317,Volk::N,inuiaat,peuple
318,Arbeit::N,suliaq,travail
319,Gast::N,qaaqqusaq,hôte
320,Gast::N,qaaqqusaq,invité
321,Geschenk::N,pajugut,cadeau
322,Geschenk::N,pajugut,présent
323,Hilfe::N,annertoqqut,aide
324,Hilfe::N,annertoqqut,secours
325,Freund::N,tiliaq,ami
326,Freund::N,ikinngut,ami
327,Kamerad::N,tiliaq,copain
328,Kamerad::N,tiliaq,camarade
329,Kamerad::N,ikinngut,copain
330,Kamerad::N,ikinngut,camarade
331,Art::N,ileqquuseq,sorte
332,Art::N,ileqquuseq,espèce
333,Stück::N,nakkaalaniku,morceau
334,Teil::N,tassiaasat,part
335,Teil::N,tassiaasat,partie
336,Hälfte::N,affaq,moitié
337,Kreis::N,kaajaluinneq or kaajaluitsoq,cercle
338,Kreuz::N,sanningasulik,croix
339,Linie::N,tittaq,ligne
340,Linie::N,titarneq,ligne
341,Abstand::N,aku,écart
342,Abstand::N,ikiaq,écart
343,Entfernung::N,asi,distance
344,Gegend::N,nuna,région
345,Gegend::N,nuna,contrée
346,Platz::N,ini,place
347,Platz::N,inissaq,place
348,Ort::N,sumiiffik,lieu
349,Ort::N,sumiiffik,endroit
350,Seite::N,saneraq,côté
351,Mitte::N,qiteq,milieu
352,Sache::N,pigisaq,chose
353,Rand::N,sini,bord
354,Rand::N,akerfineq,bord
355,Kante::N,akerfineq,arête
356,Ecke::N,teqeqqoq,coin
357,Ecke::N,teqeqqoq,tournant
358,Ecke::N,tikeqqoq,coin
359,Ecke::N,tikeqqoq,tournant
360,Spitze::N,inngik,cime
361,Spitze::N,inngik,pointe
362,Ende::N,isu,bout
363,Loch::N,putu,trou
364,Winkel::N,teqeqqorissaat,coin
365,Winkel::N,teqeqqorissaat,réduit
366,Muster::N,ilisserut,dessin
367,Größe::N,angissuseq,grandeur
368,Länge::N,takissuseq,longueur
369,Gewicht::N,oqimaalutaq,poids
370,Menge::N,amerlassuseq,quantité
371,Haufen::N,eqimattat,tas
372,Reihe::N,allunaasaq,file
373,Reihe::N,allunaasaq,rangée
374,Boot::N,qajaq,canot
375,Boot::N,qajaq,bateau
376,Boot::N,angallat,canot
377,Boot::N,angallat,bateau
378,Boot::N,umiatsiaq,canot
379,Boot::N,umiatsiaq,bateau
380,Ruder::N,iput,rame
381,Ruder::N,iput,aviron
382,Schlitten::N,qamutit,traîneau
383,Schlitten::N,qimusseq,traîneau
384,Ski::N,ataarut,ski
385,Last::N,nammagaq,charge
386,Last::N,nammagaq,fardeau
387,Schritt::N,allorneq,pas
388,Norden::N,avannaq,nord
389,Süden::N,qava,sud
390,Süden::N,kujat,sud
391,Süden::N,kujataa,sud
392,Westen::N,kitaa,ouest
393,Westen::N,kitaa,occident
394,Osten::N,kangi,est
395,Osten::N,kangi,orient
396,Holz::N,qisuk,bois
397,Brett::N,salliligaq,planche
398,Platte::N,qaateq,plaque
399,Stütze::N,ajagutaq,appui
400,Stütze::N,ajagutaq,soutien
401,Stütze::N,ajaagutaq,appui
402,Stütze::N,ajaagutaq,soutien
403,Stange::N,kaaviffik,barre
404,Stange::N,kaaviffik,perche
405,Stock::N,ajaappissat,canne
406,Stab::N,ajaappissat,bâton
407,Rohr::N,sullulik,tube
408,Rohr::N,sullulik,tuyau
409,Haus::N,illu,maison
410,Ofen::N,kissarsuut,poêle
411,Fußboden::N,nateq,plancher
412,Tisch::N,allattarfik,table
413,Stuhl::N,issiavik,chaise
414,Stuhl::N,issiaffik,chaise
415,Wiege::N,uaasoq,berceau
416,Bett::N,nallavik,lit
417,Regal::N,ilisivik,étagère
418,Kiste::N,sakissat,caisse
419,Kiste::N,illerfiusaq,caisse
420,Fenster::N,aki,fenêtre
421,Fenster::N,igalaaq,fenêtre
422,Tür::N,matu,porte
423,Tor::N,isaaffik,porte
424,Tor::N,isaaffik,portail
425,Zaun::N,saputit,clôture
426,Dach::N,qaliaq,toit
427,Leiter::N,tummeqqat,échelle
428,Leiter::N,majuartarfiit,échelle
429,Besen::N,saligutit,balai
430,Spaten::N,nivaataq,bêche
431,Schaufel::N,nivaataq,pelle
432,Gabel::N,qilluaq,fourchette
433,Gabel::N,ajassaatit,fourchette
434,Löffel::N,alussaat,cuiller
435,Messer::N,savik,couteau
436,Nagel::N,kukik,clou
437,Netz::N,anguffaseq,filet
438,Haken::N,nissik,croc
439,Haken::N,nissik,crochet
440,Haken::N,qarsorsaq,croc
441,Haken::N,qarsorsaq,crochet
442,Haken::N,qarsorsartoq,croc
443,Haken::N,qarsorsartoq,crochet
444,Griff::N,ipi,prise
445,Griff::N,ipi,manche
446,Schloss::N,illussaarsuaq,serrure
447,Bild::N,assiliaq,image
448,Bild::N,assiliaq,tableau
449,Figur::N,kisitsit,figure
450,Puppe::N,inuusaq,poupée
451,Bündel::N,qilertaq,paquet
452,Bündel::N,qilertaq,faisceau
453,Tasche::N,pooqattaq,sac
454,Deckel::N,matu,couvercle
455,Geschirr::N,anut,vaisselle
456,Tasse::N,tiitorfik,tasse
457,Tasse::N,tiitorfiup ilorlia,tasse
458,Topf::N,qoqqoq,pot
459,Topf::N,qoqqoq,marmite
460,Kessel::N,uunnaavik,chaudron
461,Essen::N,igaaq,repas
462,Essen::N,igaaq,manger
463,Nahrung::N,neqissaq,nourriture
464,Speise::N,nerisassat,plat
465,Fleisch::N,neqi,viande
466,Getreide::N,maannineq,blé
467,Getreide::N,maannineq,céréales
468,Brot::N,iffit,pain
469,Brot::N,iffiaq,pain
470,Scheibe::N,igalaassiaq,tranche
471,Fett::N,tarnutissaq,graisse
472,Fett::N,tarnutissiaq,graisse
473,Butter::N,punneq,beurre
474,Öl::N,uulia,huile
475,Salz::N,taratsut,sel
476,Suppe::N,qajoq,soupe
477,Suppe::N,qajoq,potage
478,Honig::N,tungusunnitsuut,miel
479,Milch::N,immuk,lait
480,Tee::N,tii,thé
481,Tee::N,teeq,thé
482,Wolle::N,nuersagassiaq,laine
483,Stoff::N,milliaq,tissu
484,Stoff::N,milliaq,étoffe
485,Stoff::N,qarlissiaq,tissu
486,Stoff::N,qarlissiaq,étoffe
487,Nadel::N,meqqut,aiguille
488,Faden::N,ujalussiaq,fil
489,Knopf::N,attat,bouton
490,Knoten::N,akeroq,nœud
491,Knoten::N,qilerneq,nœud
492,Farbe::N,qalipaat,peinture
493,Kleidung::N,atisat,vêtements
494,Kleidung::N,atisat,habillement
495,Kleidung::N,annoraaq,vêtements
496,Kleidung::N,annoraaq,habillement
497,Hemd::N,ilupaaq,chemise
498,Kragen::N,qungasiinnaq,col
499,Ärmel::N,aaq,manche
500,Hose::N,qarliit,pantalon
501,Gürtel::N,qiterut,ceinture
502,Gürtel::N,unngersaq,ceinture
503,Mütze::N,nasaq,bonnet
504,Mütze::N,nasaq,casquette
505,Schuh::N,skuu,soulier
506,Schuh::N,skuu,chaussure
507,Schuh::N,ikernuk,soulier
508,Schuh::N,ikernuk,chaussure
509,Schuh::N,ateraasaq,soulier
510,Schuh::N,ateraasaq,chaussure
511,Stiefel::N,kamik,botte
512,Ring::N,assammiu,bague
513,Band::N,qilerutissiaq,ruban
514,Kamm::N,illaagutit,peigne
515,Kamm::N,illaajaatit pl.,peigne
516,Spiegel::N,tarrarsuut,glace
517,Spiegel::N,tarrarsuut,miroir
518,Riemen::N,allunaaq,lanière
519,Riemen::N,allunaaq,courroie
520,Schnur::N,kujaaq,corde
521,Schnur::N,kujaaq,ficelle
522,Schnur::N,allunaasaq,corde
523,Schnur::N,allunaasaq,ficelle
524,Leine::N,aleq,laisse
525,Decke::N,qipik,couverture
526,Kissen::N,akit,oreiller
527,Tuch::N,qarlissiaq,drap
528,Tuch::N,qarlissiaq,fichu
529,Handtuch::N,allarut,serviette
530,Handtuch::N,allarut,essuie-mains
531,Handtuch::N,allarterut,serviette
532,Handtuch::N,allarterut,essuie-mains
533,Kraft::N,pissak,force
534,Stärke::N,qerattarsaat,vigueur
535,Gesundheit::N,peqqisusseq,santé
536,Krankheit::N,nappaat,maladie
537,Schmerz::N,anniaat,douleur
538,Wunde::N,iki,plaie
539,Wunde::N,iki,blessure
540,Fieber::N,nappaat qanimanartoq,fièvre
541,Arznei::N,imigassaq,remède
542,Arznei::N,imigassaq,médecine
543,Brücke::N,ikaartarfik,pont
544,Brunnen::N,tissaluttuliaq,puits
545,Weide::N,masarsuk,pâturage
546,Pfad::N,aqqut,sentier
547,Weg::N,aggerfik,voie
548,Weg::N,aggerfik,chemin
549,Straße::N,aqqusineq,route
550,Dorf::N,nunaqarfik,village
551,Stadt::N,illorpaat,cité
552,Stadt::N,illorpaat,ville
553,Stadt::N,illorpalik,cité
554,Stadt::N,illorpalik,ville
555,Brief::N,allagarsiaq,lettre
556,Buch::N,atuakkat,livre
557,Buch::N,mappersagaq,livre
558,Buchstabe::N,naqinneq,lettre
559,Buchstabe::N,naqinneq,caractère
560,Zeitung::N,aviisi,journal
561,Leben::N,inuussuseq,vie
562,Tod::N,toqu,mort
563,Tod::N,toquneq,mort
564,Grab::N,iliveq,tombe
565,Grab::N,illissat,tombe
566,Kirche::N,oqaluffik,église
567,Sünde::N,ajorti,péché
568,Arbeiter::N,sulisoq,ouvrier
569,Arbeiter::N,sulisoq,travailleur
570,Chef::N,ittoqut,chef
571,Chef::N,ittoqut,patron
572,Meister::N,naalagaq,maître
573,Arzt::N,katsorsaasoq,médecin
574,Lehrer::N,ilinniartitsisoq,professeur
575,Lehrer::N,ilinniartitsisoq,instituteur
576,Geld::N,aningaasat,argent
577,Geschäft::N,niuertarfik,affaire
578,Geschäft::N,niuertarfik,commerce
579,Laden::N,niuertarfik,magasin
580,Laden::N,niuertarfik,boutique
581,Preis::N,aki,prix
582,Ware::N,qaliata pii,marchandise
583,Ware::N,nioqqutissaq,marchandise
584,Nutzen::N,iluaqut,profit
585,Welt::N,nunarsuaq,monde
586,Land::N,nuna,pays
587,König::N,kunngi,roi
588,Macht::N,pissaassuseq,pouvoir
589,Macht::N,pissaassuseq,puissance
590,Grenze::N,killik,frontière
591,Krieg::N,sorsunneq,guerre
592,Feind::N,akeraq,ennemi
593,Feind::N,akerartorti,ennemi
594,Feind::N,qinngarsuisoq,ennemi
595,Kampf::N,sorsunneq,lutte
596,Kampf::N,sorsunneq,combat
597,Pfeil::N,qalugiusaq,flèche
598,Gewehr::N,aallaat,fusil
599,Fehler::N,kukkuneq,faute
600,Fehler::N,kukkuneq,erreur
601,Fehler::N,paarlaappaa,faute
602,Fehler::N,paarlaappaa,erreur
603,Unglück::N,perluut,malheur
604,Schuld::N,akiitsugaq,faute
605,Schuld::N,akiitsugaq,culpabilité
606,Schuld::N,akiligassaq,faute
607,Schuld::N,akiligassaq,culpabilité
608,Alter::N,utoqqaq,âge
609,Schluss::N,isu,fin
610,Zeit::N,ulloq,temps
611,Zeit::N,akuttoqatigiinneq,temps
612,Tag::N,ulloq,jour
613,Tag::N,ulloq,journée
614,Morgen::N,ullaaq,matin
615,Morgen::N,ullaaq,matinée
616,Mittag::N,ulloqeqqa,midi
617,Abend::N,unnuk,soir
618,Abend::N,unnuk,soirée
619,Nacht::N,unnuaq,nuit
620,Woche::N,sapaatip akunnera,semaine
621,Monat::N,qaammat,mois
622,Jahr::N,ukioq,an
623,Jahr::N,ukioq,année
624,Frühling::N,upernaaq,printemps
625,Sommer::N,aasaq,été
626,Herbst::N,ukiaq,automne
627,Winter::N,ukioq,hiver
628,Januar::N,siulleeq,janvier
629,Januar::N,qaammaliaq,janvier
630,Februar::N,aarlaat,février
631,März::N,marsi,mars
632,März::N,martsi,mars
633,Mai::N,maaji,mai
634,Juni::N,juuni,juin
635,Juli::N,juuli,juillet
636,August::N,aggusti,août
637,September::N,septembari,septembre
638,Oktober::N,oktobari,octobre
639,November::N,novembari,novembre
640,Dezember::N,detsembari,décembre
641,Montag::N,ataasinngortoq,lundi
642,Dienstag::N,marlunngorneq,mardi
643,Mittwoch::N,pingasunngorneq,mercredi
644,Donnerstag::N,sisamanngorneq,jeudi
645,Freitag::N,tallimanngorneq,vendredi
646,Samstag::N,arfininngorneq,samedi
647,Sonntag::N,sapaat,dimanche
648,Sonntag::N,sapaati,dimanche
649,groß::A,angivoq,grand
650,klein::A,mikivoq,petit
651,lang::A,takisooq,long
652,kurz::A,naatsoq,court
653,breit::A,silippoq,large
654,schmal::A,amitsoq,étroit
655,dicht::A,torsusooq,dense
656,dick[Gegenstand]::A,issuvoq,épais
657,dick[Gegenstand]::A,issusooq,épais
658,dünn::A,amitsoq,mince
659,fein::A,mamarpoq,fin
660,fein::A,mamarpoq,menu
661,fest::A,tangeqarpoq,ferme
662,fest::A,tangeqarpoq,solide
663,flach::A,nalimmappoq,plat
664,glatt::A,quasak,poli
665,glatt::A,quasak,lisse
666,hart::A,mattusooq,dur
667,hart::A,manngerpoq,dur
668,hart::A,titeqquluppoq,dur
669,weich::A,nerumaarpoq,mou
670,rund::A,ammallorippoq,rond
671,spitz::A,qummukujooq,aigu
672,spitz::A,qummukujooq,pointu
673,scharf::A,ipippoq,tranchant
674,stumpf::A,anngerpoq,mousse
675,stumpf::A,anngerpoq,émoussé
676,schwer::A,oqimaappoq,lourd
677,schwer::A,oqimaappoq,pesant
678,schön::A,kusanarpoq,beau
679,heiß::A,kiappoq,chaud
680,heiß::A,kiappoq,très chaud
681,warm::A,oqorpoq,chaud
682,kalt::A,issippoq,froid
683,kühl::A,pueqqortippoq,frais
684,feucht::A,isugutavoq,humide
685,feucht::A,qaasernarpoq,humide
686,nass::A,imerorpoq,mouillé
687,trocken::A,panerpoq,sec
688,voll::A,ulikkaarpoq,plein
689,voll::A,ulikkaarpoq,rempli
690,leer::A,imaattuarpoq,vide
691,offen::A,ammavoq,ouvert
692,geschlossen::A,matuvoq,clos
693,geschlossen::A,matuvoq,fermé
694,sauber::A,eqqippoq,net
695,sauber::A,eqqippoq,propre
696,sauber::A,sukuluippoq,net
697,sauber::A,sukuluippoq,propre
698,sauber::A,ipeqanngilaq,net
699,sauber::A,ipeqanngilaq,propre
700,schmutzig::A,tapappoq,sale
701,schmutzig::A,tapappoq,crasseux
702,schmutzig::A,minguppoq,sale
703,schmutzig::A,minguppoq,crasseux
704,roh::A,aapavoq,cru
705,roh::A,aapavoq,brut
706,reif::A,qaarulerpoq,mûr
707,süß::A,tungusunnippoq,doux
708,bitter::A,qasilippoq,amer
709,hell::A,qaamavoq,clair
710,dunkel::A,qernerpoq,sombre
711,schwarz::A,qernerpoq,noir
712,weiß::A,qaqorpoq,blanc
713,rot::A,aappaluppoq,rouge
714,gelb::A,sungaarpoq,jaune
715,blau::A,tungujorpoq,bleu
716,grün::A,qorsooqqippoq,vert
717,grau::A,qaserpoq,gris
718,billig::A,akikippoq,bon marché
719,wertvoll::A,erlinnarpoq,précieux
720,blind::A,tappiippoq,aveugle
721,blind::A,isigisaqanngilaq,aveugle
722,taub::A,tusilarpoq,sourd
723,kräftig::A,pissaq,fort
724,kräftig::A,pissaq,vigoureux
725,kräftig::A,pissarsuaq,fort
726,kräftig::A,pissarsuaq,vigoureux
727,stark::A,sanngivoq,fort
728,stark::A,sanngivoq,puissant
729,schwach::A,nakuippoq,faible
730,fett::A,pualavoq,gras
731,schlank::A,tuappoq,svelte
732,hübsch::A,aatsialaq,joli
733,böse::A,ajorpoq,mauvais
734,dumm::A,taqajak,sot
735,dumm::A,taqajak,bête
736,dumm::A,sikkilluppoq,sot
737,dumm::A,sikkilluppoq,bête
738,dumm::A,qaatusimasaqanngilaq,sot
739,dumm::A,qaatusimasaqanngilaq,bête
740,faul::A,eqiasuppoq,fainéant
741,faul::A,eqiasuppoq,paresseux
742,faul::A,eqiattortuvoq,fainéant
743,faul::A,eqiattortuvoq,paresseux
744,fleißig::A,eqiasuippoq,appliqué
745,geizig::A,iasilaarpoq,avare
746,geizig::A,tukkuippoq,avare
747,klug::A,mallak,intelligent
748,klug::A,ittanneq,intelligent
749,klug::A,kutaappoq,intelligent
750,klug::A,kuttaappoq,intelligent
751,klug::A,qarasagippoq,intelligent
752,lieb::A,akisooq,cher
753,lieb::A,akisooq,gentil
754,lustig::A,piikulavoq,gai
755,lustig::A,piikulavoq,joyeux
756,sanft::A,isumagippoq,doux
757,hungrig::A,kaappoq,affamé
